SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP_CAT,target
2,N,1,1,N,3,0,48-02101,N,4697
2,6,1,2,5,7,0,48-02102,11,5374
2,4,2,2,7,5,1,48-02101,6,2067
1,N,1,2,N,3,0,48-02101,N,4225
2,N,1,1,N,2,0,48-02102,N,5901
2,1,1,1,4,7,0,48-02516,10,3056
2,1,2,1,5,8,0,48-02516,N,8177
1,6,1,1,2,4,0,48-02101,4,4928
1,3,2,2,2,8,0,48-02516,6,3268
1,1,1,1,8,7,0,48-02516,11,4798
2,6,1,1,1,7,1,48-02515,0,5728
1,N,1,2,N,3,0,48-02510,N,2818
2,1,1,2,5,5,0,48-02515,13,5255
2,1,1,1,3,7,0,48-02102,N,5680
1,6,1,1,5,4,0,48-02102,14,6731
2,1,1,1,9,11,1,48-02516,4,419
2,6,1,1,1,4,0,48-02101,0,6446
1,6,1,2,7,7,0,48-02510,3,7917
1,4,1,1,6,5,0,48-02515,7,7508
1,6,2,1,3,7,0,48-02507,6,3478
2,1,1,2,8,1,0,48-02510,7,2542
1,1,1,2,6,9,0,48-02516,8,8303
2,1,1,1,6,9,0,48-02507,16,3706
2,6,1,1,0,4,0,48-02101,N,2131
2,3,1,2,5,5,0,48-02516,16,397
2,1,1,1,9,7,0,48-02102,11,2723
1,6,1,2,4,5,0,48-02510,6,6352
1,1,1,1,8,8,0,48-02510,5,3928
2,6,1,2,5,9,0,48-02510,14,3377
2,6,1,1,2,7,0,48-02102,4,6342
1,1,1,1,9,6,0,48-02516,3,1297
1,6,1,1,0,4,1,48-02515,N,5781
2,1,1,1,9,7,0,48-02507,12,5282
1,6,1,2,7,9,0,48-02515,1,7984
1,1,1,1,0,11,0,48-02510,N,7489
1,2,1,2,7,5,0,48-02516,N,1153
2,1,1,1,3,4,0,48-02507,10,2942
1,1,1,1,9,9,0,48-02515,4,7827
2,1,1,1,6,10,0,48-02516,6,5359
2,4,1,1,5,5,2,48-02101,5,9088
1,1,8,1,5,9,2,48-02102,11,8404
1,1,1,1,7,8,0,48-02516,16,957
1,1,1,1,6,7,0,48-02101,7,8182
1,1,1,1,6,5,0,48-02101,10,5623
1,1,9,2,8,9,0,48-02515,3,638
1,1,1,1,8,5,0,48-02101,16,2573
2,6,1,1,5,4,0,48-02515,10,3085
2,1,2,1,7,9,0,48-02101,11,7207
1,1,8,1,9,10,0,48-02102,6,3908
1,6,1,1,6,7,0,48-02516,4,6614
2,N,1,1,N,N,0,48-02516,N,536
1,1,1,1,7,5,0,48-02510,4,3014
1,1,1,1,9,9,0,48-02510,N,1737
1,N,1,2,N,N,0,48-02516,N,3410
2,1,1,1,6,7,0,48-02507,N,5138
1,6,1,1,2,5,0,48-02516,3,2174
1,6,1,0,1,6,0,48-02102,4,5184
1,3,1,1,8,5,0,48-02101,9,7383
2,6,1,2,5,9,1,48-02507,4,8818
2,6,1,1,1,5,0,48-02507,15,5523
2,1,9,1,9,5,1,48-02516,4,7828
2,6,1,1,6,5,0,48-02516,4,463
2,N,1,1,N,3,0,48-02510,N,5963
1,3,1,0,2,4,0,48-02102,8,5855
1,1,1,1,7,10,1,48-02510,12,1875
2,6,1,1,0,4,1,48-02510,N,4852
2,1,1,1,8,9,0,48-02101,4,1287
2,1,1,1,8,9,4,48-02102,3,2403
1,1,1,2,5,7,0,48-02507,14,1644
2,6,2,1,6,9,0,48-02510,10,5833
1,6,1,1,8,9,0,48-02102,15,5196
1,6,1,1,6,5,0,48-02516,6,9090
2,3,1,1,7,10,0,48-02510,15,1035
1,1,1,1,0,3,0,48-02102,N,1387
1,N,1,1,N,3,0,48-02507,N,1288
2,6,1,2,2,5,0,48-02101,9,2503
2,N,1,1,N,3,0,48-02516,N,8680
1,6,1,0,3,4,1,48-02516,N,5583
1,1,1,1,3,9,0,48-02101,N,1882
2,1,1,1,1,5,0,48-02101,9,4392
2,3,1,1,3,7,0,48-02515,N,59
1,1,1,1,8,10,0,48-02515,6,5748
1,6,1,1,4,9,0,48-02515,6,6583
2,N,1,1,N,3,1,48-02507,N,5182
1,1,1,1,5,7,1,48-02102,5,3354
1,6,1,2,6,7,1,48-02515,17,5342
2,4,1,1,3,4,0,48-02516,N,2866
1,1,1,1,5,5,0,48-02516,16,8182
1,3,1,0,5,3,0,48-02102,5,8742
1,1,1,1,2,9,1,48-02102,N,2810
2,N,1,1,N,2,0,48-02510,N,8134
2,6,2,2,3,4,0,48-02101,14,7484
2,6,1,2,2,4,0,48-02515,1,4919
1,3,1,2,7,N,0,48-02515,N,8640
1,6,1,0,2,6,0,48-02515,3,4220
2,1,1,1,6,9,0,48-02515,4,4628
1,1,6,1,2,5,0,48-02516,N,5592
1,1,1,2,3,7,0,48-02507,3,8313
1,1,1,1,9,10,0,48-02102,4,2042
2,N,2,1,N,3,0,48-02101,N,3171
2,1,9,1,0,9,0,48-02101,N,3867
2,3,1,1,7,8,1,48-02507,N,685
1,6,1,1,5,7,4,48-02102,5,7398
2,4,1,2,6,9,0,48-02102,12,6268
2,3,8,1,3,4,0,48-02102,N,1271
1,1,8,1,8,7,1,48-02510,10,8364
2,1,1,1,3,7,0,48-02507,6,6187
1,1,1,1,0,1,0,48-02102,11,3168
1,1,1,2,5,9,0,48-02516,2,1462
2,1,1,1,7,9,0,48-02102,16,7342
1,N,1,1,N,2,0,48-02102,N,5685
2,1,1,1,7,6,4,48-02516,10,2793
2,6,1,1,1,4,0,48-02515,N,3895
2,4,6,1,0,5,0,48-02516,18,5215
1,6,1,1,7,8,0,48-02510,4,4131
1,1,1,1,4,5,0,48-02510,4,5359
1,1,1,1,8,12,0,48-02102,10,1030
2,N,1,1,N,3,0,48-02516,N,3487
1,6,1,1,6,10,1,48-02515,8,3439
2,N,1,1,N,3,0,48-02101,N,7900
2,3,1,2,0,10,0,48-02102,11,2029
1,1,1,1,5,5,0,48-02510,4,98
1,3,2,0,N,10,1,48-02102,4,6700
2,1,8,1,0,7,0,48-02102,15,5815
2,1,1,1,1,4,0,48-02102,11,6966
2,1,2,1,7,5,0,48-02515,16,7875
2,4,8,2,3,7,1,48-02515,14,3586
2,N,1,1,N,3,0,48-02516,N,1451
2,N,2,1,N,3,0,48-02510,N,6946
1,N,1,1,N,2,0,48-02516,N,2528
2,1,6,1,3,5,0,48-02101,7,4294
2,1,1,1,0,7,0,48-02516,N,8307
2,1,1,1,4,9,0,48-02515,12,961
1,1,1,1,7,10,0,48-02507,6,6124
2,3,1,2,3,7,0,48-02510,13,6400
1,1,1,1,2,10,0,48-02515,6,4463
1,1,1,2,6,7,1,48-02515,4,9249
2,1,1,1,6,9,1,48-02101,11,8533
2,N,1,2,N,N,0,48-02515,N,4281
1,1,1,2,5,7,0,48-02510,3,57
2,N,1,1,N,3,0,48-02102,N,5343
1,1,2,1,9,10,0,48-02510,4,9018
1,6,1,0,2,6,0,48-02515,5,6113
2,6,1,1,0,4,0,48-02515,5,5936
1,N,1,1,N,N,0,48-02510,N,6524
1,1,1,1,9,7,0,48-02102,4,605
1,1,1,1,7,7,0,48-02510,3,8867
1,4,8,1,7,8,0,48-02516,2,3406
2,4,6,2,5,5,0,48-02510,14,9209
2,1,1,1,5,7,0,48-02510,4,6729
2,1,1,1,0,7,0,48-02507,N,3118
1,N,1,1,N,3,0,48-02515,N,8479
2,N,1,1,N,3,0,48-02102,N,8518
2,1,1,1,0,7,0,48-02507,N,7753
2,1,1,1,6,7,0,48-02510,N,6557
1,6,1,1,2,7,1,48-02516,14,6447
1,4,1,1,8,10,0,48-02101,4,5419
2,3,1,0,7,5,0,48-02507,18,1304
2,N,6,1,N,3,0,48-02101,N,920
1,6,1,1,4,7,1,48-02510,15,1467
2,1,1,1,5,7,0,48-02516,11,587
1,6,1,2,6,9,0,48-02102,7,3806
2,N,8,1,N,N,0,48-02510,N,8068
2,N,1,1,N,3,1,48-02101,N,7719
2,1,1,1,1,5,0,48-02102,N,7125
2,4,1,2,5,5,0,48-02516,12,3309
2,N,1,2,N,3,1,48-02516,N,6143
1,1,1,1,8,9,1,48-02516,11,5170
1,6,1,1,3,5,0,48-02101,14,9094
1,N,2,2,N,3,0,48-02101,N,5572
2,1,1,2,5,9,0,48-02516,10,4258
1,1,1,1,9,9,0,48-02102,4,9071
2,6,1,1,6,9,0,48-02507,6,7293
2,1,1,1,0,10,0,48-02510,N,640
1,N,1,1,N,2,0,48-02102,N,7018
2,3,8,1,4,4,0,48-02101,14,7624
2,1,1,2,0,5,0,48-02507,N,1078
2,4,1,1,7,3,0,48-02516,14,4306
1,6,1,1,5,9,0,48-02102,4,1757
2,4,1,2,3,5,0,48-02101,14,8110
1,6,1,1,6,7,0,48-02510,9,1278
2,1,1,1,3,7,0,48-02516,N,589
1,N,1,1,N,1,0,48-02515,N,5066
2,1,1,1,4,7,0,48-02507,15,7650
2,6,1,1,6,5,0,48-02507,9,2500
1,N,2,2,N,3,0,48-02510,N,5333
2,5,1,1,7,7,1,48-02515,1,8656
2,6,1,1,7,5,0,48-02102,4,5204
1,N,1,1,N,3,0,48-02515,N,7702
2,4,1,2,3,7,0,48-02101,14,2950
2,1,1,1,0,9,0,48-02516,N,2782
2,1,1,1,3,1,0,48-02102,N,1539
1,6,9,2,4,5,0,48-02102,4,3065
2,3,1,1,2,3,0,48-02102,6,8203
2,4,1,2,0,5,0,48-02507,4,1322
2,1,1,1,0,9,0,48-02102,N,410
1,1,1,1,8,7,0,48-02102,4,1909
2,4,1,1,7,9,0,48-02102,10,1114
1,6,1,1,0,4,0,48-02101,N,342
2,6,1,2,4,5,0,48-02507,11,4822
1,6,1,0,2,6,0,48-02507,6,3164
2,1,1,1,3,5,0,48-02102,N,5075
1,1,8,1,7,7,0,48-02507,6,8841
1,5,1,0,5,9,0,48-02507,5,8762
1,1,1,2,4,8,1,48-02516,N,7841
2,N,1,2,N,2,0,48-02515,N,7015
1,6,1,2,8,8,1,48-02101,4,7211
1,6,1,1,3,7,0,48-02102,14,6972
2,1,1,1,0,10,0,48-02516,6,3032
2,N,1,1,N,N,0,48-02516,N,3234
1,6,1,1,1,5,0,48-02515,4,3718
1,1,1,1,9,7,0,48-02102,11,6998
1,6,1,2,2,6,0,48-02510,3,4984
2,1,1,1,8,10,0,48-02101,9,4512
2,1,1,2,0,5,0,48-02516,6,8305
1,1,1,1,3,9,0,48-02507,N,317
2,N,8,1,N,N,1,48-02507,N,8129
2,1,1,1,6,9,1,48-02507,11,2164
1,1,1,1,3,5,0,48-02101,3,268
1,3,1,1,2,6,0,48-02507,18,940
1,N,1,1,N,3,0,48-02507,N,7476
2,4,1,1,8,7,1,48-02101,9,2523
1,N,1,1,N,3,1,48-02102,N,8839
2,6,1,2,9,9,0,48-02516,5,2779
2,6,1,2,1,3,1,48-02510,14,3321
2,N,1,1,N,2,0,48-02516,N,189
1,2,1,1,4,4,0,48-02516,14,1788
2,4,1,1,3,4,0,48-02510,N,3238
1,4,1,1,7,6,0,48-02102,7,3935
1,1,1,2,7,6,0,48-02102,4,623
1,1,1,1,6,5,0,48-02516,15,4750
1,4,1,2,9,10,0,48-02510,6,8029
1,1,1,1,8,9,0,48-02507,11,4747
1,1,1,1,9,9,0,48-02516,10,1852
2,3,1,0,5,7,0,48-02515,10,4071
1,N,1,1,N,3,1,48-02510,N,1709
2,N,1,1,N,1,0,48-02515,N,3952
2,1,1,1,0,9,0,48-02507,N,2981
2,1,1,1,6,7,1,48-02102,6,3880
1,N,1,2,N,N,0,48-02516,N,703
1,6,1,1,4,5,0,48-02507,14,963
2,1,1,1,4,5,0,48-02102,N,6052
2,6,1,1,0,8,0,48-02510,N,9160
2,1,1,2,6,9,1,48-02510,6,2933
2,1,1,1,0,10,0,48-02507,N,2122
1,6,1,1,1,4,0,48-02102,12,6385
1,1,1,1,7,8,0,48-02510,11,7043
2,1,1,1,6,5,0,48-02101,10,6409
1,3,1,1,6,7,0,48-02101,15,7611
1,1,1,1,9,7,0,48-02510,3,250
2,1,1,1,9,9,0,48-02507,10,6104
1,1,1,1,9,9,1,48-02510,6,7269
1,1,1,1,5,7,0,48-02510,17,8870
1,1,2,1,4,5,0,48-02101,7,8494
1,3,3,1,7,5,1,48-02510,11,3220
2,1,1,2,3,4,0,48-02515,4,4500
1,6,1,1,8,9,0,48-02101,7,1783
1,6,1,2,2,4,0,48-02515,11,374
1,1,1,1,6,5,0,48-02102,4,6115
1,3,1,2,4,4,0,48-02101,1,5817
1,N,9,0,9,2,0,48-02515,8,5895
2,6,1,1,6,8,0,48-02510,4,5597
1,4,1,1,6,9,4,48-02102,8,5743
2,6,1,1,0,7,0,48-02515,N,524
2,N,1,1,N,3,0,48-02507,N,8769
1,1,1,1,7,9,0,48-02510,6,8806
2,1,1,1,5,5,0,48-02515,15,6676
1,1,1,1,8,9,0,48-02515,10,643
2,1,1,1,4,7,0,48-02510,N,6599
1,1,1,1,6,4,0,48-02101,4,5766
1,N,2,1,N,3,2,48-02102,N,6660
1,1,6,1,3,7,0,48-02516,N,4873
2,1,1,2,2,4,0,48-02515,N,2827
2,4,1,1,6,7,0,48-02102,10,7513
2,6,1,1,0,5,0,48-02510,N,2755
2,1,1,1,4,6,0,48-02507,12,8921
2,1,1,2,0,9,0,48-02101,N,3939
1,1,1,0,9,9,0,48-02102,7,5430
1,1,1,0,8,10,0,48-02101,6,2107
1,3,1,2,9,7,1,48-02515,10,9037
1,N,1,2,N,3,0,48-02102,N,6349
2,3,1,1,6,5,0,48-02101,11,3328
2,3,1,2,4,7,0,48-02510,10,1452
2,1,1,1,1,5,0,48-02507,7,8604
2,1,1,2,0,5,0,48-02510,4,4626
1,3,1,0,6,5,0,48-02101,9,4933
2,N,1,1,3,1,0,48-02102,0,4605
1,1,1,1,7,9,0,48-02507,N,8422
2,1,1,2,4,2,0,48-02507,17,5215
2,6,6,2,3,4,0,48-02515,N,7424
2,4,2,2,7,5,0,48-02101,11,1256
1,N,1,2,N,N,0,48-02102,N,751
2,1,1,1,6,10,0,48-02101,7,959
2,1,1,1,0,7,1,48-02516,N,7480
2,1,2,2,1,8,0,48-02510,10,7922
2,1,1,2,0,10,0,48-02507,N,3473
2,1,2,1,9,8,0,48-02101,10,792
2,1,1,1,5,4,1,48-02102,4,3122
2,1,1,1,7,10,0,48-02515,5,8982
2,6,1,1,0,4,0,48-02516,N,3822
1,1,1,1,7,9,0,48-02515,1,4421
2,N,1,1,N,3,0,48-02102,N,5845
2,N,1,1,N,3,0,48-02102,N,9186
1,1,1,1,6,7,1,48-02102,11,3732
2,1,1,0,1,4,2,48-02507,7,7494
1,1,1,1,8,9,0,48-02516,7,2329
2,1,3,1,0,5,0,48-02516,N,2898
2,1,1,0,7,4,0,48-02507,6,2474
2,N,1,2,N,3,0,48-02510,N,7276
1,6,1,2,5,1,0,48-02101,16,3370
1,6,1,2,0,4,0,48-02507,6,5512
2,6,1,1,0,5,1,48-02510,N,648
2,1,1,1,3,8,0,48-02102,N,1758
2,6,1,0,9,7,0,48-02516,0,7266
2,1,1,2,3,5,0,48-02516,7,5595
2,1,1,1,8,9,0,48-02507,12,174
2,6,1,1,4,5,1,48-02516,0,5594
2,6,9,2,6,6,0,48-02516,6,1046
1,N,1,2,N,N,0,48-02102,N,4263
1,1,1,1,1,3,0,48-02507,N,6659
2,N,1,2,1,2,0,48-02102,2,4253
2,6,1,0,2,3,0,48-02510,N,319
1,5,1,1,5,7,0,48-02101,10,5668
1,1,1,1,2,5,1,48-02515,15,4923
1,3,1,1,7,1,0,48-02516,17,2995
2,1,1,1,9,7,0,48-02102,12,7024
1,N,1,1,N,3,0,48-02516,N,6513
2,1,1,1,9,9,0,48-02515,12,1091
1,N,1,2,N,3,1,48-02510,N,9222
1,6,1,2,6,10,0,48-02102,N,2154
2,1,1,1,2,7,1,48-02510,18,5090
1,6,1,2,3,5,0,48-02101,6,6662
1,3,1,1,5,5,1,48-02102,N,2005
2,6,1,0,0,4,0,48-02101,4,7190
1,N,1,1,N,3,0,48-02516,N,6802
2,1,1,1,7,8,0,48-02101,9,2555
2,2,1,1,3,5,1,48-02507,7,2433
2,1,1,1,0,10,0,48-02515,12,6391
1,4,1,2,7,7,0,48-02507,15,413
1,6,1,0,1,6,1,48-02515,N,1623
2,N,1,1,N,3,0,48-02507,N,4436
1,1,2,1,8,9,0,48-02102,6,7248
2,1,2,1,8,9,1,48-02516,11,926
2,6,1,1,3,4,0,48-02516,13,1178
1,1,1,1,9,7,0,48-02101,9,5539
2,6,1,2,3,7,1,48-02102,N,1647
2,1,1,0,1,5,0,48-02515,N,2167
1,6,1,1,3,5,0,48-02510,10,2675
2,N,1,1,N,3,0,48-02102,N,1539
2,N,1,1,N,3,0,48-02102,N,6357
1,6,1,1,2,4,0,48-02101,15,1489
2,6,1,2,8,6,4,48-02510,9,2250
2,1,1,1,5,5,1,48-02515,14,5725
2,1,1,1,7,9,0,48-02510,N,5606
1,4,1,1,0,7,0,48-02515,7,1452
2,1,1,1,7,5,1,48-02102,9,7142
1,1,1,2,4,5,0,48-02101,3,623
2,N,1,1,N,2,0,48-02510,N,5010
2,N,1,1,N,3,0,48-02101,N,5693
1,6,8,2,5,5,0,48-02516,10,6838
1,4,1,1,8,9,0,48-02507,7,1374
1,N,1,1,N,N,0,48-02510,N,5810
1,3,1,2,3,8,0,48-02516,6,985
1,N,1,1,N,3,0,48-02515,N,8760
2,1,1,0,9,1,0,48-02507,8,301
1,1,1,1,6,5,0,48-02101,11,3505
1,N,1,1,N,2,4,48-02516,N,832
1,2,1,2,4,9,0,48-02515,6,5827
1,4,1,1,8,9,1,48-02516,15,5254
2,6,2,1,0,4,0,48-02102,N,4045
1,3,1,1,3,4,0,48-02101,N,6061
2,1,1,1,0,5,1,48-02507,N,5184
2,N,1,1,N,3,0,48-02102,N,422
1,3,2,2,6,2,0,48-02102,14,6663
1,1,1,1,4,5,0,48-02102,7,5091
1,N,1,1,N,3,0,48-02102,N,583
1,1,1,2,6,9,0,48-02101,15,7250
2,6,1,1,4,5,0,48-02507,11,6624
2,6,2,1,1,4,0,48-02102,15,5121
2,1,1,1,5,6,0,48-02515,6,7063
1,1,1,1,8,9,0,48-02515,11,3023
2,6,1,0,5,7,1,48-02101,11,8042
1,1,1,1,8,10,0,48-02101,6,6036
1,1,1,1,0,9,0,48-02510,10,3573
2,4,1,2,8,9,0,48-02507,12,4777
1,1,1,1,8,7,0,48-02510,N,819
1,1,1,1,1,8,0,48-02516,14,5833
1,N,1,1,N,3,0,48-02101,N,8996
1,1,1,1,0,8,0,48-02507,N,7691
2,1,1,1,7,5,4,48-02510,11,7967
2,N,1,1,2,3,0,48-02507,8,5941
2,6,1,2,0,4,0,48-02510,N,3401
2,N,1,0,6,3,0,48-02102,18,4526
1,1,1,1,9,5,0,48-02101,16,8174
2,N,1,1,N,2,0,48-02516,N,2813
2,1,1,1,5,9,0,48-02515,12,5311
1,6,1,2,5,5,0,48-02516,17,4343
1,N,1,1,N,N,0,48-02507,N,4516
1,4,1,1,6,5,1,48-02507,9,4173
2,1,1,1,3,7,0,48-02101,17,1749
2,6,1,1,0,4,1,48-02507,N,5071
1,N,1,1,N,3,0,48-02510,N,7405
1,4,1,0,9,5,0,48-02101,3,975
2,N,1,1,N,2,0,48-02101,N,4340
2,1,1,2,0,5,0,48-02507,N,5560
2,6,1,1,0,4,0,48-02102,N,5261
1,1,1,1,9,9,0,48-02507,3,9205
2,1,1,1,0,9,0,48-02101,12,1349
2,2,1,1,9,6,0,48-02510,17,3774
2,1,1,1,7,9,0,48-02510,7,6133
2,N,1,2,N,2,0,48-02102,N,7688
1,1,1,2,6,7,4,48-02515,12,6560
1,1,1,1,9,9,0,48-02101,10,4233
2,N,1,1,N,3,0,48-02507,N,1786
1,N,8,2,N,3,0,48-02101,N,2450
2,6,1,2,5,5,0,48-02510,15,500
2,4,9,2,7,5,0,48-02515,3,2353
2,1,1,1,0,9,4,48-02101,N,2978
2,1,6,1,4,9,0,48-02516,15,1788
2,4,3,1,1,7,0,48-02515,15,1606
2,6,1,2,0,4,0,48-02101,N,7498
1,1,1,1,6,5,0,48-02102,3,1671
2,1,1,1,1,8,4,48-02101,7,2303
2,N,1,2,0,1,0,48-02507,4,7772
1,4,1,1,7,9,0,48-02102,4,7903
1,4,1,2,4,9,1,48-02516,6,3506
1,1,1,1,4,9,1,48-02102,3,3862
1,1,1,1,4,4,0,48-02507,3,4233
2,6,1,1,2,4,0,48-02101,N,7475
2,N,1,1,N,3,0,48-02101,N,315
1,1,1,1,9,10,0,48-02101,11,6351
1,N,2,2,N,3,1,48-02507,N,1667
1,4,1,1,5,7,1,48-02515,10,5637
1,N,9,1,N,2,0,48-02102,N,5676
2,6,2,1,0,4,0,48-02102,6,7363
2,6,1,1,7,9,0,48-02510,16,7428
2,1,1,1,6,5,0,48-02507,N,7097
2,N,1,1,N,3,0,48-02510,N,9120
2,6,1,1,0,9,0,48-02101,9,2427
2,6,1,1,8,10,0,48-02101,7,9000
2,6,1,1,5,8,0,48-02515,14,2438
1,1,1,1,8,9,0,48-02510,12,6235
2,1,1,1,0,5,0,48-02102,N,5819
2,1,1,1,5,5,1,48-02510,4,2158
2,1,1,1,4,7,0,48-02510,N,7158
1,1,1,1,8,9,0,48-02101,9,5378
1,5,1,1,2,4,0,48-02507,11,536
1,1,3,1,9,6,0,48-02510,4,2880
2,1,2,1,7,9,0,48-02515,7,3760
1,N,1,1,N,N,1,48-02515,N,2533
1,1,1,1,9,1,0,48-02101,9,4077
2,1,1,1,4,9,0,48-02102,14,7218
1,2,1,1,5,5,0,48-02510,8,2439
2,6,1,1,0,7,0,48-02515,6,2170
1,2,1,1,9,10,0,48-02102,7,3039
2,1,6,1,8,7,0,48-02101,11,9022
1,1,1,1,8,9,1,48-02515,4,4816
1,1,2,1,9,9,0,48-02516,3,3959
1,1,1,1,9,8,0,48-02510,6,4755
1,N,1,1,N,1,0,48-02101,N,7672
1,2,2,0,1,3,0,48-02510,2,8285
2,N,1,2,N,3,0,48-02516,N,7128
2,6,1,1,2,7,0,48-02515,14,3497
1,N,1,1,N,3,0,48-02507,N,884
2,4,1,2,1,7,0,48-02101,10,5723
1,N,1,1,N,2,0,48-02101,N,8701
2,N,1,2,N,3,1,48-02102,N,7588
1,4,1,2,7,12,0,48-02507,4,4238
1,N,1,2,N,1,0,48-02510,N,7572
1,1,1,0,0,7,0,48-02101,5,3302
2,N,1,1,N,3,1,48-02102,N,7077
2,3,9,2,8,6,0,48-02510,3,3707
2,N,1,1,N,2,0,48-02101,N,4097
1,1,1,1,6,9,0,48-02515,13,4869
1,3,1,2,0,9,1,48-02515,11,2775
1,N,1,1,N,N,1,48-02102,N,277
2,6,1,0,4,9,0,48-02515,10,3612
2,6,1,1,3,7,0,48-02101,12,3703
2,1,1,1,9,10,1,48-02510,9,7948
1,1,1,1,4,5,0,48-02515,10,66
1,1,1,1,6,5,0,48-02516,10,3626
1,1,9,1,7,8,0,48-02101,17,6836
2,6,1,1,6,5,1,48-02101,4,2364
1,1,1,1,7,10,0,48-02515,9,8173
1,1,1,1,9,11,2,48-02101,10,4814
1,6,1,1,3,9,0,48-02101,10,8335
2,1,2,1,2,7,0,48-02515,5,6277
1,N,1,1,N,3,1,48-02515,N,6769
1,1,1,1,7,7,1,48-02507,10,502
2,5,1,2,8,5,0,48-02516,7,7604
2,N,2,1,N,2,0,48-02516,N,8351
2,2,1,0,5,5,0,48-02101,9,6155
1,2,9,1,0,5,0,48-02515,5,7063
1,4,1,1,8,9,0,48-02101,8,2540
1,6,1,2,3,9,0,48-02516,6,8099
1,3,1,0,0,12,0,48-02101,15,3121
1,N,1,1,N,2,0,48-02102,N,5444
1,1,9,0,4,1,0,48-02507,15,6896
1,1,1,1,7,4,0,48-02102,N,4290
1,6,1,1,4,5,4,48-02515,15,8382
1,1,1,1,2,7,0,48-02510,11,7937
2,1,1,1,6,10,0,48-02101,0,3942
2,3,1,1,5,7,0,48-02102,4,4985
2,6,1,1,6,9,0,48-02101,8,840
2,N,3,1,N,N,0,48-02507,N,1605
1,4,1,2,4,5,0,48-02102,3,1554
2,1,1,1,0,7,0,48-02101,N,8621
2,1,1,1,5,7,0,48-02516,6,1151
2,N,1,1,N,3,1,48-02101,N,3096
2,3,1,2,5,9,0,48-02516,12,7322
1,1,1,1,5,9,0,48-02102,5,5823
2,N,1,1,N,2,1,48-02102,N,6175
1,1,1,1,7,9,0,48-02516,9,2051
2,4,1,1,6,3,0,48-02510,13,417
2,6,1,0,2,8,0,48-02516,18,3441
2,4,2,1,8,9,1,48-02510,15,3690
2,N,2,1,N,2,1,48-02510,N,4455
1,N,1,1,N,N,0,48-02102,N,5122
1,1,1,0,7,4,0,48-02516,0,198
1,1,1,1,7,9,0,48-02102,5,7124
2,3,1,1,5,9,0,48-02515,7,7297
2,6,1,1,6,5,0,48-02101,6,8377
1,1,1,1,8,7,1,48-02101,N,199
1,3,1,1,8,10,0,48-02515,N,890
1,1,1,1,3,5,0,48-02516,10,78
2,4,1,1,5,5,0,48-02510,N,8301
2,6,1,1,3,5,0,48-02510,14,6489
1,6,1,0,9,6,1,48-02515,16,1530
2,N,1,2,N,1,0,48-02510,N,7276
2,1,1,1,5,5,0,48-02101,10,1832
2,N,1,1,N,N,1,48-02515,N,736
1,1,1,1,9,9,0,48-02516,16,8132
1,1,1,1,9,7,0,48-02516,N,8359
2,1,1,1,8,8,0,48-02507,12,6875
1,1,1,1,5,5,0,48-02101,14,3342
2,6,2,1,2,7,0,48-02515,14,9065
2,6,8,0,5,N,1,48-02101,7,264
2,1,1,1,8,9,1,48-02101,9,3187
2,4,1,1,4,5,0,48-02510,N,2917
2,1,1,1,8,9,0,48-02507,12,3947
2,6,1,2,8,5,0,48-02507,14,5111
2,4,1,2,3,7,0,48-02101,10,1242
2,N,1,1,N,2,0,48-02507,N,2514
1,1,1,1,6,8,0,48-02510,N,7010
2,6,1,1,3,9,0,48-02101,14,8898
1,1,1,1,4,10,0,48-02101,N,3321
2,1,1,2,5,6,0,48-02101,6,3608
1,6,2,1,0,3,4,48-02102,N,4722
1,1,1,1,9,9,0,48-02101,4,4458
2,N,1,1,N,3,0,48-02101,N,8343
1,6,9,1,2,7,1,48-02516,6,8890
2,6,2,1,0,8,0,48-02510,N,153
1,1,1,2,2,5,0,48-02510,14,4875
2,6,1,2,9,9,0,48-02101,12,3420
1,N,2,2,N,3,0,48-02507,N,1101
2,1,1,1,4,5,0,48-02515,15,3639
2,6,1,1,3,9,2,48-02101,6,310
2,N,1,2,N,3,0,48-02516,N,7016
2,1,1,2,1,7,0,48-02102,9,411
2,N,2,2,N,N,0,48-02507,N,1159
1,1,1,0,4,6,0,48-02510,15,3888
2,1,1,2,4,9,0,48-02507,12,857
2,1,1,1,9,7,0,48-02101,16,6935
2,3,1,1,7,9,0,48-02102,11,7056
2,2,1,2,9,10,0,48-02516,17,42
2,N,1,2,N,N,2,48-02515,N,5848
2,6,1,1,6,5,0,48-02507,4,633
2,6,1,1,0,4,1,48-02507,N,63
1,1,1,1,4,7,1,48-02510,15,5180
1,1,1,1,8,5,1,48-02101,7,1085
1,N,1,2,N,4,0,48-02507,N,5226
1,1,1,1,4,12,0,48-02101,N,7861
1,1,1,1,7,3,0,48-02102,3,1607
2,1,1,1,5,6,0,48-02516,N,8129
1,N,1,1,N,3,0,48-02515,N,4129
2,1,1,1,6,5,0,48-02101,12,545
1,6,2,1,0,4,0,48-02102,N,5731
2,N,1,1,N,3,0,48-02510,N,1938
1,1,1,1,9,7,0,48-02102,14,5143
1,1,1,1,9,9,0,48-02515,4,8262
1,1,1,1,7,7,1,48-02510,4,4966
1,6,1,1,2,6,0,48-02102,14,3425
1,1,1,1,9,5,1,48-02515,5,7794
