,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP,DEYE
1618,2,1,1,1,9,0,25-01000,46,0,3,501,2
1619,2,1,1,1,3,0,25-00703,84,2,5,214,2
1620,2,N,1,1,N,0,25-00503,13,2,4,501,2
1621,1,1,1,1,9,0,25-01300,48,3,5,501,2
1622,2,N,6,1,N,0,25-00703,4,2,4,344,2
1623,1,1,1,1,7,0,25-00703,56,0,3,501,2
1624,1,6,1,2,6,0,25-02800,50,0,3,277,2
1625,2,1,1,1,6,0,25-00703,48,0,2,454,2
1626,2,N,1,1,N,0,25-02800,4,1,2,501,2
1627,1,1,1,0,3,0,25-00703,54,0,2,47,2
1628,2,1,1,1,1,0,25-00703,31,0,4,501,2
1629,1,1,1,1,8,0,25-02800,54,0,3,398,2
1630,2,4,1,2,8,0,25-02800,62,0,2,501,2
1631,1,4,1,1,8,0,25-01300,67,0,N,501,2
1632,2,4,1,1,6,0,25-01300,80,0,N,471,2
1633,1,1,1,1,8,0,25-00503,55,0,2,501,2
1634,1,N,1,1,9,0,25-02800,3,2,4,501,2
1635,1,1,1,1,8,0,25-00703,79,0,2,501,2
1636,2,6,1,1,3,0,25-01000,38,2,4,390,2
1637,1,6,1,1,3,0,25-00703,20,N,N,12,2
1638,2,6,1,2,3,0,25-01300,17,2,5,211,2
1639,1,6,1,1,3,0,25-02800,20,0,2,184,2
1640,2,1,1,2,8,0,25-02800,55,0,2,501,2
1641,2,4,6,1,3,0,25-00703,47,0,2,501,2
1642,2,6,2,1,0,0,25-01300,18,1,3,334,2
1643,1,1,2,2,1,0,25-01300,52,0,3,294,2
1644,2,6,1,1,0,0,25-00703,15,1,3,443,2
1645,1,N,1,1,N,0,25-02800,12,4,7,501,2
1646,2,6,6,1,4,0,25-00503,34,2,4,345,1
1647,2,6,1,2,1,0,25-01000,19,N,N,501,2
1648,2,6,8,1,9,4,25-00503,22,0,2,501,2
1649,2,1,1,1,9,0,25-00703,39,0,2,501,2
1650,1,1,1,1,7,0,25-00703,68,0,3,501,2
1651,2,6,1,2,6,0,25-00703,41,1,3,478,2
1652,1,6,1,1,1,2,25-01300,22,0,3,501,2
1653,2,6,1,0,2,0,25-01300,25,0,2,N,2
1654,1,1,1,2,9,0,25-02800,55,0,2,501,2
1655,2,6,1,2,2,0,25-00503,25,0,2,272,2
1656,2,1,1,1,5,0,25-02800,46,0,2,501,2
1657,2,N,2,1,N,0,25-02800,14,2,4,501,2
1658,1,1,1,1,6,0,25-02800,28,0,3,501,2
1659,1,1,1,1,9,0,25-02800,62,0,4,501,2
1660,1,2,1,2,8,0,25-00503,64,0,6,501,2
1661,2,4,1,1,N,0,25-00703,0,2,4,501,2
1662,2,6,1,1,0,0,25-01300,18,0,2,51,2
1663,1,1,1,0,0,0,25-00703,44,0,5,N,2
1664,2,1,1,0,2,0,25-02800,55,0,N,N,2
1665,2,3,1,0,3,0,25-00503,23,0,3,130,2
1666,1,1,1,1,6,0,25-01000,56,0,N,29,2
1667,2,1,1,1,3,0,25-00503,45,2,3,501,2
1668,2,N,1,1,N,0,25-01300,8,3,5,501,2
1669,1,6,1,1,8,0,25-00703,28,3,5,501,2
1670,1,1,1,1,9,4,25-01000,42,2,4,501,2
1671,2,1,1,1,6,0,25-01300,72,0,2,501,2
1672,1,1,1,1,9,0,25-00703,52,N,N,501,2
1673,1,6,1,1,0,0,25-01300,18,N,N,501,2
1674,2,4,6,1,8,0,25-01300,47,2,4,501,2
1675,2,1,1,1,8,0,25-00703,68,0,3,501,2
1676,2,3,1,1,4,0,25-02800,91,0,N,501,2
1677,2,6,1,1,6,0,25-00703,49,4,6,501,2
1678,2,6,1,1,1,0,25-00703,19,N,N,501,2
1679,1,6,1,1,2,0,25-00503,20,0,5,501,2
1680,1,1,1,2,N,0,25-01300,80,0,N,429,2
1681,2,N,1,1,N,0,25-02800,14,2,4,501,2
1682,2,1,1,1,5,0,25-00703,36,N,N,168,2
1683,2,6,9,1,7,0,25-02800,81,0,2,498,2
1684,2,1,1,1,9,0,25-00703,52,0,3,501,2
1685,1,1,6,1,4,0,25-01000,51,1,3,264,2
1686,2,4,6,1,8,0,25-00503,56,0,4,164,2
1687,1,1,1,1,5,4,25-01000,54,3,5,501,2
1688,1,6,1,1,7,0,25-01300,34,2,4,501,2
1689,1,6,1,1,0,0,25-00703,26,0,N,423,2
1690,1,1,1,1,9,0,25-00703,65,0,3,501,2
1691,2,3,1,1,7,0,25-00703,71,2,3,501,2
1692,2,6,1,1,7,0,25-01300,52,0,5,501,2
1693,2,6,1,1,6,0,25-01000,69,0,4,463,2
1694,2,6,1,1,7,0,25-00703,34,0,2,501,2
1695,1,1,1,1,8,0,25-00703,37,2,7,501,2
1696,2,1,1,2,4,0,25-00503,76,0,3,273,2
1697,2,6,1,1,3,0,25-00503,23,0,N,501,2
1698,2,N,1,1,N,0,25-00703,2,2,3,501,2
1699,1,6,1,2,7,0,25-01300,59,0,2,501,2
1700,2,6,1,1,2,0,25-00503,20,0,2,342,2
1701,2,1,1,1,0,0,25-02800,44,0,3,472,2
1702,1,1,1,1,9,0,25-00703,37,4,6,501,2
1703,2,1,1,1,1,0,25-00503,59,0,2,501,2
1704,1,1,1,1,8,0,25-01300,33,0,N,501,2
1705,2,N,1,1,N,0,25-00703,5,0,2,501,2
1706,2,4,1,1,7,0,25-00503,52,1,3,501,2
1707,1,2,1,1,9,0,25-00703,57,0,3,501,2
1708,2,4,1,1,8,0,25-01000,43,2,4,501,2
1709,1,6,1,2,5,0,25-01300,85,0,4,456,2
1710,2,6,1,1,3,0,25-00503,18,N,N,131,2
1711,2,1,1,1,9,0,25-01300,79,N,N,501,2
1712,1,1,1,1,7,0,25-00503,40,2,4,501,2
1713,2,N,2,2,N,0,25-02800,10,2,3,501,2
1714,2,1,1,1,9,0,25-00503,60,0,N,501,2
1715,2,1,1,1,7,0,25-01300,52,0,2,501,2
1716,2,1,1,1,5,0,25-00503,33,0,4,423,2
1717,1,1,1,1,9,0,25-00703,50,2,4,501,2
1718,1,1,1,1,4,0,25-00503,70,0,2,501,2
1719,1,1,1,0,3,0,25-01300,48,3,5,N,2
1720,2,4,1,0,2,0,25-00503,72,0,2,N,2
1721,1,N,1,2,N,0,25-00703,4,1,3,107,2
1722,2,1,1,1,6,0,25-02800,29,0,2,471,2
1723,2,1,1,1,9,0,25-00703,60,0,N,501,2
1724,1,1,1,1,7,0,25-00503,53,0,N,501,2
1725,2,6,6,1,4,0,25-00703,24,0,5,175,2
1726,1,1,1,1,8,0,25-01000,66,0,5,501,2
1727,2,6,1,2,1,0,25-02800,18,0,N,501,2
1728,2,1,1,1,8,0,25-01000,79,0,2,501,2
1729,2,6,1,2,3,0,25-00503,23,0,2,365,2
1730,2,1,1,1,6,0,25-00703,76,0,N,501,2
1731,1,6,1,1,8,0,25-02800,52,0,N,501,2
1732,2,1,1,2,5,0,25-00503,50,0,N,20,2
1733,2,1,1,1,7,0,25-00503,59,1,3,501,2
1734,2,1,1,1,2,0,25-00703,72,0,N,501,2
1735,1,1,1,1,8,0,25-01300,32,0,N,501,2
1736,1,6,1,1,0,4,25-01300,17,2,4,462,2
1737,2,1,1,1,3,0,25-00703,66,0,2,451,2
1738,1,4,1,1,9,0,25-01000,66,0,2,501,2
1739,2,6,1,1,5,0,25-01300,28,0,2,394,2
1740,2,4,1,1,3,0,25-01300,89,0,4,501,2
1741,1,1,1,1,2,0,25-01000,67,4,6,344,2
1742,2,1,1,2,2,0,25-01000,37,1,3,431,2
1743,1,1,1,1,3,0,25-00703,67,0,N,47,2
1744,1,1,1,1,5,0,25-02800,30,0,5,501,2
1745,1,1,1,1,1,0,25-00703,83,0,N,501,2
1746,2,1,1,1,7,0,25-01000,32,1,3,501,2
1747,1,N,1,1,N,0,25-00703,6,0,N,501,2
1748,2,6,1,1,4,0,25-00703,45,2,4,501,2
1749,2,1,1,1,6,0,25-01000,44,3,5,501,2
1750,2,4,1,2,0,0,25-01000,82,0,N,361,2
1751,2,1,1,1,2,0,25-01300,81,0,2,430,2
1752,2,6,1,2,4,0,25-00703,16,2,4,464,2
1753,1,1,2,2,6,0,25-00503,43,0,3,341,2
1754,1,1,1,1,3,0,25-02800,84,0,2,501,2
1755,2,1,1,1,1,0,25-00503,28,3,5,501,2
1756,1,6,1,2,6,0,25-01300,60,0,N,94,2
1757,2,1,1,1,6,0,25-02800,61,0,N,64,2
1758,2,6,6,1,1,4,25-00703,19,N,N,448,2
1759,1,6,6,1,9,0,25-02800,51,0,N,501,2
1760,1,6,1,0,1,0,25-00503,20,N,N,N,2
1761,1,1,1,2,6,0,25-01300,56,0,2,48,2
1762,1,6,1,1,8,0,25-01300,32,0,2,185,2
1763,1,N,1,1,N,0,25-00703,12,0,2,501,2
1764,2,6,1,1,2,0,25-01300,31,0,2,293,2
1765,1,4,1,1,0,0,25-02800,50,0,3,215,2
1766,1,1,1,1,0,0,25-00503,56,N,N,257,2
1767,2,6,6,1,7,0,25-00703,34,1,4,501,2
1768,1,4,1,1,9,0,25-00503,64,0,2,501,2
1769,2,N,1,1,N,0,25-01000,0,0,5,501,2
1770,2,1,1,1,2,0,25-01300,81,0,2,501,2
1771,1,6,1,1,1,0,25-02800,21,0,4,501,2
1772,2,1,1,2,7,0,25-00503,48,0,3,501,2
1773,1,6,6,2,5,0,25-00503,26,0,6,501,2
1774,2,1,1,1,0,0,25-00703,16,2,4,304,2
1775,2,N,1,1,N,0,25-02800,7,2,4,501,2
1776,2,6,1,1,1,0,25-00503,21,N,N,458,2
1777,2,1,1,1,9,0,25-02800,57,0,N,501,2
1778,1,1,1,2,9,0,25-00703,58,0,7,501,2
1779,2,N,1,1,N,0,25-00703,12,2,4,501,2
1780,2,6,1,0,0,0,25-00503,17,4,6,N,2
1781,2,1,1,2,5,0,25-02800,64,0,N,448,2
1782,1,N,1,1,N,0,25-02800,1,5,7,417,2
1783,2,6,1,1,5,0,25-02800,24,0,3,394,2
1784,1,1,1,1,8,0,25-00703,33,0,2,501,2
1785,2,N,1,2,4,0,25-00503,7,1,3,501,2
1786,1,1,1,1,8,0,25-02800,66,0,2,501,2
1787,2,1,1,2,6,0,25-01000,35,1,3,60,2
1788,1,1,1,1,8,0,25-00703,57,0,4,501,2
1789,2,6,1,1,1,0,25-01300,45,0,2,501,2
1790,1,N,1,1,N,0,25-00503,14,2,4,501,2
1791,2,1,1,1,2,0,25-00503,68,0,N,501,2
1792,2,3,1,1,8,0,25-01300,60,0,3,501,2
1793,2,1,1,1,0,0,25-01000,60,0,2,501,2
1794,2,N,6,1,N,0,25-00503,10,1,4,311,2
1795,1,1,1,1,0,0,25-02800,66,0,N,501,2
1796,1,N,1,1,N,0,25-01300,11,2,4,501,2
1797,1,1,1,1,9,0,25-01000,63,N,N,501,2
1798,1,6,1,1,9,0,25-01000,51,1,3,501,2
1799,2,4,1,2,5,2,25-02800,67,0,N,230,2
1800,2,N,1,1,N,0,25-01000,6,2,4,501,2
1801,2,1,1,1,3,0,25-01300,43,0,3,501,2
1802,1,N,1,1,N,0,25-00703,11,N,N,501,2
1803,1,6,1,1,7,0,25-01300,31,N,N,501,2
1804,1,5,1,2,3,0,25-02800,84,0,N,173,2
1805,2,6,1,1,1,0,25-00703,26,0,N,501,2
1806,2,1,6,0,1,0,25-00503,32,2,4,N,1
1807,2,1,1,1,9,0,25-00703,43,3,4,501,2
1808,1,1,1,1,3,0,25-00703,48,0,N,501,2
1809,2,N,1,1,N,0,25-00703,13,1,6,501,2
1810,1,6,1,1,2,0,25-00503,21,0,N,501,2
1811,2,3,1,1,6,0,25-01000,75,2,4,501,2
1812,2,4,1,1,5,0,25-00703,70,0,2,158,2
1813,2,1,1,2,7,0,25-00703,55,0,N,391,2
1814,2,6,1,1,3,0,25-01000,62,0,N,345,2
1815,2,1,1,1,3,0,25-00703,54,0,N,397,2
1816,1,6,1,1,1,0,25-00503,18,N,N,56,2
1817,2,6,8,2,1,0,25-01300,21,0,2,165,2
1818,1,1,1,2,3,0,25-00703,72,N,N,421,2
1819,2,6,1,2,2,0,25-00503,23,0,6,139,2
1820,1,N,1,1,N,0,25-00503,7,4,9,501,2
1821,1,1,1,1,4,0,25-01000,77,0,N,416,2
1822,2,N,6,1,N,0,25-00703,3,2,4,501,2
1823,1,4,1,1,6,0,25-00503,43,3,5,501,2
1824,2,6,1,1,2,0,25-02800,25,0,2,347,2
1825,2,N,9,1,N,0,25-01300,2,1,5,501,2
1826,1,2,6,1,9,0,25-00503,44,2,4,501,2
1827,1,1,2,2,7,0,25-01300,41,2,4,501,2
1828,1,6,1,1,6,0,25-01000,32,0,2,501,2
1829,1,N,1,1,N,0,25-02800,0,1,3,163,2
1830,2,1,1,1,3,0,25-00703,70,0,4,372,2
1831,2,1,6,1,8,0,25-01300,53,1,6,501,2
1832,1,1,1,1,8,0,25-00703,62,0,2,501,2
1833,2,6,1,2,2,0,25-01300,73,0,N,83,2
1834,2,1,1,1,7,0,25-02800,35,3,4,501,2
1835,2,6,1,1,2,0,25-00503,21,1,2,501,2
1836,1,6,1,2,0,0,25-00503,16,0,4,0,2
1837,1,N,1,1,N,0,25-00703,14,1,4,392,2
1838,2,6,1,2,1,0,25-01300,18,1,2,499,2
1839,1,4,1,1,9,0,25-00503,53,0,2,501,2
1840,1,6,1,1,6,0,25-00703,41,2,5,230,2
1841,1,6,1,2,3,4,25-00503,32,0,N,332,2
1842,1,1,1,1,8,0,25-00503,32,N,N,501,2
1843,2,1,1,1,2,0,25-00503,75,0,2,501,2
1844,1,3,1,2,4,0,25-02800,85,0,N,141,2
1845,2,N,1,1,N,0,25-01000,0,0,N,301,1
1846,1,N,1,1,N,0,25-01300,1,2,4,289,2
1847,2,6,1,2,7,0,25-00503,17,3,5,501,2
1848,1,2,1,2,0,0,25-02800,49,0,N,93,2
1849,2,1,1,1,4,0,25-01000,75,0,2,255,2
1850,1,3,1,1,6,0,25-00703,67,0,N,501,2
1851,2,6,1,0,0,0,25-02800,15,2,4,0,2
1852,2,1,1,1,3,0,25-00703,67,0,2,297,2
1853,2,1,1,1,4,0,25-00703,83,0,N,501,2
1854,1,1,1,1,6,0,25-01000,41,2,4,501,2
1855,2,1,1,1,7,0,25-01000,61,0,5,501,2
1856,1,6,6,1,8,0,25-00503,45,1,2,501,2
1857,1,6,1,2,5,0,25-02800,25,0,2,501,2
1858,1,N,1,1,N,0,25-00703,7,1,3,501,2
1859,2,1,1,2,4,0,25-00703,64,0,4,81,2
1860,1,6,1,1,7,2,25-01300,20,N,N,501,2
1861,2,1,1,1,4,0,25-00703,63,0,2,109,2
1862,1,1,1,1,9,0,25-02800,33,0,5,501,2
1863,2,1,1,1,2,0,25-02800,33,N,N,501,2
1864,2,4,1,1,0,0,25-02800,56,0,7,257,2
1865,2,1,1,1,2,0,25-01300,62,0,2,501,2
1866,1,6,8,1,8,0,25-01000,29,0,3,501,2
1867,1,1,1,2,6,0,25-00703,48,3,4,394,2
1868,1,1,1,1,9,0,25-00503,41,3,5,501,2
1869,2,1,1,1,N,0,25-01000,39,1,3,501,2
1870,2,6,1,0,1,0,25-01300,24,N,N,N,2
1871,2,1,1,1,8,0,25-01000,49,4,6,501,2
1872,1,1,1,2,8,0,25-00703,72,N,N,501,1
1873,1,1,1,1,N,0,25-00503,12,1,3,501,2
1874,1,1,1,1,7,0,25-01300,61,0,2,501,2
1875,2,6,1,1,7,0,25-01300,63,0,4,501,2
1876,1,6,1,1,2,0,25-01300,41,3,5,423,2
1877,2,1,1,2,6,0,25-01300,76,0,2,223,2
1878,1,1,1,1,4,0,25-01300,65,0,N,434,2
1879,2,6,1,1,1,0,25-00703,19,1,3,476,2
1880,1,1,6,1,9,0,25-00503,34,1,3,501,2
1881,2,1,1,2,5,0,25-00503,46,0,3,501,2
1882,1,1,1,1,3,0,25-01000,50,2,4,271,2
1883,2,1,1,1,3,0,25-00503,40,2,5,501,2
1884,2,1,1,1,1,0,25-02800,56,0,2,197,2
1885,1,N,1,1,N,0,25-01300,8,3,5,501,2
1886,2,1,1,1,4,0,25-00703,68,0,3,288,2
1887,1,5,1,2,5,0,25-00503,88,2,4,320,2
1888,1,1,1,1,8,0,25-00703,45,2,4,290,2
1889,1,4,1,2,4,0,25-00503,65,0,2,25,2
1890,1,6,1,1,7,0,25-01300,64,0,N,501,2
1891,2,N,1,2,N,0,25-00703,1,1,3,157,2
1892,2,4,1,1,2,0,25-01300,34,0,2,249,2
1893,1,N,1,1,N,0,25-00503,2,1,2,501,2
1894,1,6,1,1,4,4,25-00703,91,0,2,111,2
1895,1,6,1,1,6,0,25-01300,49,3,5,501,2
1896,2,4,1,1,8,2,25-00503,79,0,2,382,2
1897,1,6,2,1,8,0,25-01000,29,2,4,501,2
1898,2,1,1,1,7,0,25-01000,31,0,N,501,2
1899,2,6,1,1,7,0,25-00703,26,0,N,501,2
1900,2,1,1,1,5,0,25-00703,37,4,6,501,2
1901,2,6,1,1,1,0,25-01000,17,2,3,197,2
1902,1,6,1,1,6,0,25-01300,29,0,N,52,2
1903,1,N,1,1,N,0,25-00703,9,2,4,501,2
1904,2,N,1,1,N,0,25-02800,4,2,4,501,2
1905,1,4,1,1,9,0,25-02800,80,0,5,501,2
1906,1,3,1,1,9,0,25-00503,70,0,5,501,2
1907,1,1,1,1,9,0,25-01000,47,2,4,501,2
1908,1,1,1,1,9,0,25-00703,46,2,4,501,2
1909,1,6,1,2,1,0,25-01300,17,1,2,455,2
1910,1,1,1,1,4,4,25-00703,46,3,5,366,2
1911,1,1,1,1,8,0,25-00503,33,1,3,501,2
1912,2,1,1,1,6,0,25-01000,57,0,4,501,2
1913,2,4,1,1,7,0,25-01300,45,2,4,501,2
1914,2,1,1,1,4,3,25-00503,68,0,3,501,2
1915,2,1,1,1,6,0,25-00703,61,0,N,478,2
1916,1,4,1,2,3,0,25-00503,55,0,N,267,2
1917,1,1,1,1,7,0,25-02800,50,0,2,501,1
1918,1,1,2,1,6,0,25-00703,51,0,2,154,2
1919,2,1,1,1,5,0,25-00703,46,0,N,501,2
1920,1,1,1,1,8,0,25-00503,50,0,3,501,2
1921,2,1,1,2,8,0,25-01300,62,0,2,501,2
1922,2,1,1,1,7,0,25-00703,28,0,2,501,2
1923,1,N,2,1,9,0,25-01300,15,3,5,501,2
1924,2,4,1,2,7,0,25-00703,53,0,3,474,2
1925,2,6,2,1,6,0,25-00503,31,1,4,501,2
1926,1,1,1,1,9,0,25-02800,47,2,4,501,2
1927,1,N,1,1,N,0,25-02800,13,1,4,264,2
1928,2,6,6,1,3,0,25-01300,23,0,2,501,2
1929,1,1,1,1,7,0,25-01300,41,1,3,501,2
1930,1,4,1,1,9,0,25-00503,43,2,4,501,2
1931,2,6,1,1,7,0,25-00503,40,3,5,501,2
1932,2,N,1,1,N,0,25-01300,11,2,5,501,2
1933,2,6,1,1,3,0,25-00703,19,1,3,136,2
1934,2,6,1,1,5,0,25-00703,61,0,2,501,2
1935,1,1,1,1,0,0,25-00503,59,0,4,501,1
1936,2,N,1,1,N,0,25-01000,12,0,2,501,2
1937,2,1,1,1,6,0,25-00703,74,0,N,501,2
1938,2,1,1,0,2,0,25-00503,36,2,4,N,2
1939,2,6,6,1,7,0,25-01000,75,2,4,501,2
1940,2,1,1,2,4,0,25-02800,69,0,2,22,2
1941,1,1,1,1,7,0,25-00703,55,0,N,501,2
1942,1,1,1,1,4,0,25-01300,42,1,4,449,2
1943,2,1,1,1,6,0,25-01300,49,3,5,501,2
1944,2,1,1,1,3,0,25-01300,38,1,3,276,2
1945,1,N,1,1,N,0,25-00503,9,2,4,501,2
1946,2,N,1,1,N,0,25-00703,1,1,4,470,2
1947,2,6,1,2,0,0,25-01000,15,2,4,0,2
1948,2,N,9,1,N,0,25-01000,12,3,5,208,2
1949,2,6,1,0,1,0,25-01000,17,2,4,N,2
1950,1,6,1,1,1,0,25-00703,20,0,2,501,2
1951,2,1,1,1,7,0,25-00703,43,2,5,501,2
1952,1,1,1,1,7,0,25-01000,36,2,4,501,2
1953,2,4,1,2,6,0,25-00703,65,0,4,501,2
1954,2,6,1,1,2,4,25-02800,19,2,4,236,2
1955,1,N,1,1,6,0,25-01300,10,3,4,501,2
1956,2,3,1,1,3,0,25-00703,89,0,N,501,2
1957,1,1,1,2,4,0,25-01300,71,0,4,142,2
1958,1,3,1,1,9,0,25-00703,70,0,4,501,2
1959,1,3,1,1,2,0,25-01000,94,0,N,72,2
1960,2,6,1,1,2,0,25-02800,23,0,N,501,2
1961,1,N,1,1,N,0,25-01300,9,2,4,501,2
1962,1,6,1,1,3,0,25-00503,22,N,N,101,2
1963,2,N,6,2,N,0,25-00503,10,2,3,341,2
1964,1,1,1,1,9,0,25-00703,49,0,3,501,2
1965,1,N,1,1,N,0,25-01000,14,2,4,501,2
1966,1,N,1,1,N,0,25-00703,12,2,4,182,2
1967,1,4,1,2,N,0,25-02800,82,0,3,417,2
1968,2,1,1,1,2,0,25-00503,81,N,N,283,2
1969,1,4,1,1,2,0,25-01000,69,0,N,160,2
1970,1,6,1,2,6,0,25-00703,28,0,3,68,2
1971,1,1,1,2,7,0,25-00503,61,0,4,501,2
1972,1,1,1,0,3,0,25-00703,60,N,N,N,2
1973,2,6,1,1,0,0,25-00703,16,3,5,501,2
1974,2,4,1,1,4,0,25-00703,77,2,4,64,2
1975,1,6,1,1,7,4,25-02800,28,0,N,8,2
1976,1,N,1,1,N,0,25-00703,11,3,5,501,2
1977,1,1,1,1,9,0,25-01300,45,2,4,501,2
1978,1,6,1,1,2,0,25-01000,32,0,N,428,2
1979,1,N,1,1,N,0,25-00503,6,1,3,501,2
1980,1,1,1,1,8,0,25-01300,39,2,4,501,2
1981,2,4,1,1,6,0,25-00703,52,0,3,501,2
1982,2,6,1,1,7,0,25-02800,85,0,3,501,2
1983,2,6,1,2,3,0,25-02800,26,0,N,104,2
1984,2,6,1,1,0,0,25-00703,19,0,2,501,2
1985,2,N,1,1,N,0,25-00503,4,1,3,501,2
1986,1,N,1,1,N,0,25-01000,14,1,3,478,2
1987,1,1,1,1,8,0,25-01300,55,0,2,501,2
1988,2,1,6,1,5,4,25-00503,71,0,2,201,2
1989,2,N,1,1,N,0,25-00503,6,2,5,375,2
1990,1,1,6,1,8,0,25-00703,76,0,2,501,2
1991,2,6,1,1,3,0,25-02800,27,2,4,501,2
1992,2,1,1,1,3,0,25-00703,76,0,2,501,2
1993,1,6,1,1,6,0,25-00703,25,0,3,501,2
1994,2,1,1,2,0,0,25-01000,48,2,4,501,2
1995,1,1,1,1,9,0,25-00503,45,0,N,501,2
1996,1,1,6,1,9,0,25-02800,56,0,3,501,2
1997,2,1,1,1,6,0,25-00503,43,2,4,501,2
1998,2,N,6,1,N,0,25-01000,0,0,4,237,2
1999,2,1,1,1,6,0,25-02800,46,2,4,501,2
2000,2,6,1,0,1,0,25-01300,50,0,2,N,2
2001,2,4,1,1,3,0,25-01300,53,0,N,501,2
2002,1,4,1,1,4,0,25-01000,48,2,4,501,2
2003,1,6,1,1,1,0,25-01300,25,0,2,427,2
2004,2,1,1,1,0,0,25-01300,56,0,2,371,2
2005,1,4,1,2,5,4,25-00503,79,0,2,259,2
2006,2,1,6,2,8,0,25-00703,58,3,5,501,2
2007,1,6,1,2,2,0,25-01000,22,0,2,501,2
2008,2,2,9,1,7,0,25-02800,56,0,2,501,2
2009,1,N,1,0,N,0,25-02800,13,3,5,307,2
2010,1,2,6,1,7,0,25-00703,64,0,2,501,2
2011,2,1,1,1,7,0,25-01300,31,N,N,385,2
2012,2,1,1,0,0,0,25-00503,88,4,6,0,2
2013,2,1,1,1,9,0,25-00703,62,0,N,501,2
2014,1,6,6,1,9,0,25-01000,42,3,5,501,2
2015,2,3,1,1,3,0,25-02800,75,0,N,223,2
2016,2,4,1,2,6,0,25-00703,55,1,3,482,2
2017,2,N,1,1,N,0,25-00703,6,2,3,501,2
2018,2,1,1,1,7,0,25-01300,51,0,3,501,2
2019,2,3,1,1,8,0,25-02800,85,0,N,501,2
2020,1,2,1,1,8,0,25-01300,39,0,N,501,2
2021,1,1,1,1,8,0,25-00503,48,0,N,501,2
2022,2,6,1,1,0,3,25-00703,17,1,2,501,2
2023,2,1,1,1,8,0,25-02800,43,0,3,501,2
2024,2,1,1,1,3,0,25-00703,45,2,4,501,2
2025,2,1,1,1,2,0,25-00703,27,0,N,258,2
2026,1,6,1,1,7,0,25-02800,63,0,2,501,2
2027,1,6,1,1,8,0,25-01300,36,1,6,501,2
2028,2,6,2,1,6,0,25-01300,24,0,N,501,2
2029,2,N,1,1,N,0,25-00703,12,3,5,133,2
2030,1,1,1,2,7,0,25-01300,58,0,N,409,2
2031,2,N,1,1,N,0,25-00503,0,1,3,501,2
2032,1,4,1,2,8,0,25-00703,37,2,5,501,2
2033,2,1,1,0,3,0,25-00703,67,0,2,N,2
2034,1,1,1,1,9,0,25-01300,80,0,2,501,2
2035,2,N,1,1,N,0,25-02800,11,2,4,214,2
2036,1,1,1,2,1,0,25-01300,45,2,4,303,2
2037,2,N,1,1,N,0,25-00703,7,2,4,470,2
2038,2,N,2,1,N,0,25-00703,8,1,4,233,2
2039,2,4,9,1,9,0,25-01300,42,1,3,501,2
2040,2,6,1,0,1,0,25-00503,16,1,3,N,2
2041,1,1,1,1,8,0,25-00703,46,1,2,501,2
2042,1,1,1,1,4,0,25-01300,59,1,4,501,2
2043,1,3,1,1,6,0,25-01000,74,0,N,501,2
2044,2,1,1,1,1,0,25-01000,35,0,3,501,2
2045,1,2,1,2,8,0,25-00503,63,N,N,501,2
2046,1,1,1,0,1,0,25-01000,65,4,6,N,2
2047,1,1,1,1,8,0,25-00703,55,0,N,501,2
2048,2,6,1,1,6,0,25-00503,23,0,5,501,2
2049,1,1,1,1,8,0,25-02800,46,0,2,501,2
2050,2,1,1,1,9,0,25-01300,50,0,N,501,2
2051,2,N,1,2,N,0,25-00503,4,3,5,501,2
2052,1,3,1,1,7,0,25-00703,89,0,N,501,2
2053,1,6,2,1,8,0,25-01300,26,0,5,501,2
2054,2,6,1,0,3,0,25-02800,68,0,2,490,2
2055,1,N,1,1,N,0,25-01000,11,2,3,495,2
2056,1,6,8,1,1,0,25-00703,22,0,2,501,2
2057,2,1,1,1,3,0,25-00703,33,0,2,274,2
2058,1,1,1,1,1,0,25-00703,57,0,2,501,2
2059,2,1,2,2,6,0,25-00503,65,0,N,135,2
2060,2,6,1,1,0,0,25-01300,17,1,3,501,2
2061,2,N,1,2,N,0,25-00703,2,2,4,501,2
2062,1,1,1,2,0,0,25-01300,64,0,2,0,1
2063,2,3,1,1,7,0,25-00703,48,3,5,501,2
2064,2,6,1,1,2,0,25-02800,23,0,2,501,2
2065,1,N,6,1,N,0,25-00503,13,2,4,501,2
2066,2,N,1,1,N,0,25-01300,10,3,6,501,2
2067,2,3,1,1,8,0,25-00703,68,0,2,501,2
2068,2,1,1,1,5,0,25-00703,26,1,3,501,2
2069,1,1,1,2,3,0,25-00503,30,0,2,18,2
2070,1,1,6,2,9,0,25-00503,44,N,N,501,2
2071,1,N,1,1,N,0,25-00503,11,1,3,501,2
2072,1,1,1,1,8,0,25-02800,55,2,4,501,2
2073,1,1,1,2,9,0,25-00503,60,0,2,501,2
2074,2,1,1,1,8,0,25-02800,50,0,2,501,2
2075,1,1,1,1,8,0,25-00503,72,0,3,501,2
2076,2,N,1,1,N,0,25-00503,7,3,6,27,2
2077,1,N,1,1,N,0,25-00503,3,2,5,501,2
2078,2,1,1,1,5,1,25-01000,71,0,2,416,2
2079,1,6,1,1,3,0,25-00503,21,N,N,501,2
2080,1,6,1,2,2,0,25-00503,21,0,6,173,2
2081,2,1,1,0,0,0,25-00703,61,0,4,0,2
