,AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,PINCP_DECILE,EDU
1946,11,1,N,1,1,1,N,N,3
1947,13,1,N,1,1,1,N,N,3
1948,13,1,N,2,1,1,N,N,3
1949,55,1,6,1,1,2,N,9,9
1950,22,1,6,2,1,2,N,3,5
1951,40,1,6,1,1,1,N,9,10
1952,69,1,1,1,1,1,N,4,5
1953,74,1,4,2,2,0,N,6,5
1954,79,8,5,1,1,1,N,7,10
1955,39,1,6,1,3,0,N,5,10
1956,47,1,4,2,1,1,N,7,7
1957,11,1,N,1,1,1,N,N,3
1958,74,1,1,1,1,2,N,3,7
1959,2,6,N,2,1,2,N,N,N
1960,11,6,1,2,1,1,N,N,3
1961,9,6,N,2,1,1,N,N,3
1962,62,1,1,2,1,1,N,8,7
1963,66,1,4,1,1,1,N,6,5
1964,52,1,1,1,1,2,N,9,7
1965,86,1,4,2,1,2,N,6,10
1966,68,1,1,2,1,1,N,9,7
1967,19,1,6,1,1,2,N,1,7
1968,41,1,1,1,1,1,N,0,7
1969,45,1,1,2,1,1,N,7,9
1970,10,1,N,2,1,1,N,N,3
1971,14,2,N,2,1,1,N,N,3
1972,48,1,1,2,1,1,N,3,10
1973,6,1,N,2,1,2,N,N,2
1974,45,1,1,1,1,1,N,0,9
1975,73,1,1,2,1,1,N,4,4
1976,33,1,1,2,1,1,N,0,7
1977,64,1,1,2,1,1,N,5,10
1978,21,2,6,2,1,2,N,3,7
1979,44,6,1,2,1,1,N,9,11
1980,19,1,6,2,1,1,N,0,7
1981,35,1,6,1,1,2,N,6,9
1982,6,1,N,1,1,1,N,N,2
1983,20,1,6,2,2,0,N,1,7
1984,46,6,5,2,1,1,N,7,9
1985,72,1,6,1,1,1,N,7,7
1986,53,1,6,2,1,1,N,9,4
1987,54,1,1,1,1,1,N,9,5
1988,94,1,3,2,1,1,N,2,9
1989,49,6,1,2,1,1,N,7,9
1990,38,1,4,2,2,0,N,4,9
1991,32,1,1,2,1,1,N,3,9
1992,16,8,6,1,2,0,N,1,4
1993,64,1,1,2,1,1,N,2,10
1994,22,1,6,2,3,0,N,3,7
1995,24,1,6,2,1,1,N,6,7
1996,51,1,1,1,1,1,N,9,5
1997,2,1,N,1,1,1,N,N,N
1998,0,9,N,1,1,2,N,N,N
1999,58,1,6,1,2,0,N,5,12
2000,63,1,1,1,1,1,N,9,8
2001,55,1,1,2,1,1,N,7,12
2002,52,1,1,1,1,1,N,9,5
2003,30,6,1,2,1,1,N,9,9
2004,47,1,1,1,1,1,N,3,12
2005,19,1,6,1,3,0,N,1,5
2006,52,1,1,2,1,1,N,0,9
2007,34,1,6,1,1,2,N,7,1
2008,69,1,1,2,1,1,N,0,5
2009,10,1,N,2,1,2,N,N,3
2010,67,1,4,2,1,1,N,6,7
2011,39,9,6,1,1,1,N,2,9
2012,40,9,6,2,1,1,N,0,9
2013,57,1,4,1,1,2,N,7,8
2014,47,1,6,2,1,2,N,8,9
2015,9,1,N,1,1,1,N,N,1
2016,26,1,6,1,1,1,N,6,9
2017,51,9,1,1,1,1,N,4,9
2018,1,1,N,1,1,1,N,N,N
2019,81,1,3,1,1,1,N,3,5
2020,14,1,N,2,1,1,N,N,3
2021,9,1,N,2,1,1,N,N,3
2022,45,1,6,2,1,1,N,1,11
2023,5,1,N,2,1,1,N,5,2
2024,70,1,4,1,1,2,N,5,10
2025,3,1,N,2,1,1,N,5,11
2026,44,1,6,2,3,0,N,8,7
2027,32,1,1,2,1,1,N,3,5
2028,46,1,1,2,1,2,N,5,9
2029,76,1,1,1,1,1,N,4,9
2030,81,1,1,2,1,1,6,3,5
2031,31,1,1,1,1,1,N,8,9
2032,51,6,1,2,1,1,N,3,10
2033,41,1,1,1,1,1,N,2,5
2034,61,1,1,1,1,1,N,3,10
2035,47,1,1,1,1,1,N,3,5
2036,24,1,6,2,1,2,N,5,9
2037,54,1,1,2,1,1,N,9,9
2038,78,1,4,2,1,2,N,6,9
2039,87,1,3,1,1,1,N,9,5
2040,64,1,1,2,1,2,N,5,9
2041,31,8,6,2,1,1,N,0,9
2042,78,1,1,2,1,1,N,4,8
2043,4,1,N,2,1,1,N,N,1
2044,7,9,N,1,1,1,N,N,3
2045,59,1,1,1,1,1,N,5,8
2046,81,1,3,2,1,1,N,2,4
2047,64,1,1,2,1,1,N,9,5
2048,59,1,1,1,1,1,N,8,9
2049,64,1,1,1,1,2,N,4,9
2050,50,1,1,1,1,1,N,8,9
2051,38,1,1,2,1,1,N,7,9
2052,78,1,1,2,1,2,N,0,5
2053,56,1,4,1,1,2,N,9,9
2054,70,1,1,2,1,1,N,3,9
2055,62,1,3,2,1,1,N,5,7
2056,78,1,1,1,1,1,N,4,5
2057,49,1,1,2,1,1,N,9,7
2058,26,1,6,2,1,2,N,6,7
2059,6,9,N,2,1,1,N,N,2
2060,66,2,1,1,1,2,N,4,8
2061,75,6,3,2,1,2,N,2,11
2062,78,2,4,1,1,1,N,9,7
2063,61,1,1,1,1,1,N,8,9
2064,40,1,1,2,1,1,N,3,9
2065,19,1,6,2,1,1,N,3,7
2066,30,1,1,1,1,1,N,7,9
2067,27,9,6,1,1,1,N,4,7
2068,42,1,4,2,1,1,N,9,5
2069,34,1,1,1,1,1,N,8,1
2070,2,1,N,2,1,1,N,N,4
2071,75,1,1,2,1,1,N,7,10
2072,68,1,1,2,1,1,N,6,7
2073,23,1,6,1,1,2,N,1,9
2074,41,1,1,1,1,1,N,9,9
2075,40,1,1,1,1,1,N,9,9
2076,72,1,1,2,1,1,N,7,9
2077,71,1,1,1,1,1,N,9,8
2078,67,1,4,2,3,0,N,2,9
2079,55,1,1,2,1,1,N,4,5
2080,43,1,1,2,1,1,N,9,10
2081,75,1,3,1,1,2,N,3,1
2082,1,1,N,2,1,1,N,N,N
2083,87,1,3,1,1,1,N,4,5
2084,27,1,6,1,1,1,N,7,9
2085,35,6,1,1,1,1,N,5,8
2086,3,8,N,2,1,1,N,N,1
2087,16,1,6,1,1,2,N,0,4
2088,46,1,1,1,1,1,N,9,9
2089,68,1,1,2,1,1,N,5,10
2090,43,1,4,2,1,2,N,6,9
2091,16,1,6,2,1,1,N,0,4
2092,56,1,6,1,1,1,N,9,12
2093,13,1,N,1,1,1,N,4,3
2094,65,1,1,1,1,1,N,2,9
2095,68,1,1,2,1,1,N,2,10
2096,94,1,3,2,3,0,2,1,5
2097,54,6,4,1,1,1,N,6,10
2098,36,6,6,1,1,1,N,8,9
2099,78,1,1,1,1,1,N,9,7
2100,79,8,2,2,1,1,N,7,7
2101,64,1,2,1,3,0,N,9,7
2102,53,1,1,2,2,0,N,8,8
2103,8,1,N,2,1,1,N,N,3
2104,77,1,3,2,1,1,N,5,9
2105,17,1,6,1,3,0,N,0,4
2106,62,1,1,2,1,2,N,7,5
2107,16,6,6,1,3,0,N,0,4
2108,54,6,1,1,1,1,N,9,5
2109,76,2,1,1,1,1,N,3,5
2110,75,1,1,1,1,1,N,2,10
2111,65,1,3,2,1,1,N,3,7
2112,83,1,3,1,1,1,N,9,9
2113,9,6,N,2,1,1,N,N,3
2114,22,1,6,2,3,0,N,0,7
2115,27,1,6,2,1,1,N,5,7
2116,47,1,1,1,1,1,N,6,9
2117,50,1,6,1,1,2,N,9,5
2118,56,1,1,1,1,1,N,5,5
2119,60,1,4,1,1,1,N,8,8
2120,60,1,1,1,1,1,N,9,8
2121,67,1,3,1,1,2,N,6,5
2122,44,1,1,1,1,2,N,9,12
2123,31,1,6,1,1,1,N,8,9
2124,78,1,4,2,1,2,N,6,7
2125,2,1,N,2,1,1,N,N,N
2126,90,1,6,1,1,1,N,9,10
2127,1,1,N,2,1,2,N,N,N
2128,12,1,N,2,1,1,N,N,3
2129,44,1,1,2,1,1,N,4,9
2130,32,9,6,2,1,1,N,4,7
2131,37,1,1,2,1,1,N,6,9
2132,36,1,6,1,3,0,N,9,10
2133,13,1,N,1,1,1,N,N,3
2134,37,1,1,1,1,1,N,4,9
2135,86,1,1,2,1,1,N,3,5
2136,57,1,1,2,1,1,N,5,7
2137,14,2,N,2,1,1,N,N,3
2138,89,1,N,1,1,1,N,7,5
2139,36,1,1,1,1,1,4,9,10
2140,46,1,1,2,1,1,N,7,7
2141,60,1,1,2,1,1,N,0,5
2142,11,9,N,1,1,2,N,N,3
2143,9,1,N,1,1,1,N,N,3
2144,79,1,1,1,1,1,N,4,5
2145,14,1,N,2,1,1,N,N,3
2146,14,2,N,1,1,1,N,N,3
2147,11,1,N,2,1,1,N,N,3
2148,54,1,6,1,1,2,N,8,10
2149,19,1,6,2,1,1,N,2,7
2150,0,9,N,1,1,1,N,N,N
2151,36,1,6,2,1,1,N,6,10
2152,2,1,N,1,1,1,N,N,N
2153,59,1,4,1,1,2,N,4,5
2154,24,1,6,2,1,2,N,5,10
2155,73,1,2,2,1,1,N,4,5
2156,51,6,6,1,1,1,N,8,5
2157,50,1,1,2,1,1,N,6,9
2158,15,1,6,2,1,1,N,0,4
2159,37,9,1,2,1,1,N,6,9
2160,87,1,5,1,1,1,N,3,3
2161,65,1,1,2,1,2,N,3,7
2162,58,1,1,2,1,1,N,0,5
2163,66,1,6,2,2,0,N,4,10
2164,37,1,1,2,1,1,N,N,3
2165,31,1,1,1,1,1,N,4,9
2166,37,1,1,2,1,1,N,0,9
2167,51,1,1,2,1,1,N,6,11
2168,12,1,6,1,1,1,N,N,3
2169,76,6,3,2,1,1,N,3,4
2170,25,1,6,2,1,1,N,7,9
2171,7,1,N,2,1,2,N,N,9
2172,50,1,1,1,1,1,N,2,9
2173,16,2,6,2,1,1,N,1,4
2174,45,6,1,2,1,1,N,7,5
2175,63,1,4,1,1,1,N,9,8
2176,18,1,6,2,1,1,N,1,7
2177,66,1,1,2,1,1,N,2,10
2178,50,1,1,2,1,1,N,6,7
2179,42,6,1,1,1,1,N,8,9
2180,11,1,6,1,1,2,N,N,3
2181,28,2,6,1,1,1,N,5,10
2182,20,9,6,1,1,1,N,2,7
2183,69,1,4,1,1,2,N,7,7
2184,75,1,1,2,1,1,N,2,7
2185,34,1,1,2,1,1,N,7,9
2186,19,9,6,1,1,2,N,1,7
2187,32,6,6,2,1,2,N,9,5
2188,40,1,1,1,1,1,N,3,1
2189,61,1,2,1,1,2,N,8,9
2190,22,1,6,2,1,1,N,3,9
2191,69,1,1,2,1,1,N,4,8
2192,5,6,N,1,1,1,N,N,2
2193,84,1,3,1,1,1,N,5,5
2194,7,1,N,1,1,2,N,N,3
2195,56,1,1,1,1,1,N,9,10
2196,76,1,1,2,1,1,N,5,5
2197,36,1,2,2,3,0,N,7,9
2198,68,1,4,2,1,1,N,8,7
2199,20,1,6,1,1,1,N,1,5
2200,19,1,6,2,3,0,N,1,7
2201,22,1,6,1,1,1,N,2,5
2202,66,8,1,1,1,1,N,7,11
2203,54,1,4,2,1,1,N,0,7
2204,12,1,N,1,1,1,N,N,3
2205,58,1,4,2,1,2,N,5,7
2206,26,1,6,1,1,1,N,8,9
2207,49,1,1,1,1,1,N,0,9
2208,42,1,6,1,1,1,N,6,7
2209,61,1,1,1,1,1,N,8,5
2210,3,6,N,1,1,1,N,N,2
2211,42,1,1,1,1,1,N,7,9
2212,36,1,1,2,1,1,N,4,10
2213,47,1,6,2,1,1,N,2,5
2214,30,1,N,2,1,1,N,9,9
2215,75,1,6,1,1,1,N,9,8
2216,15,1,6,1,2,0,N,0,4
2217,22,1,6,2,1,2,N,2,9
2218,12,1,N,1,1,1,N,N,3
2219,35,1,1,2,1,1,N,9,10
2220,7,1,N,1,1,2,N,N,3
2221,19,2,6,2,1,1,2,1,5
2222,75,1,1,2,1,1,N,0,7
2223,62,1,1,2,1,1,N,6,9
2224,71,1,1,2,1,1,N,2,10
2225,18,1,6,2,1,2,N,1,5
2226,13,1,N,2,1,1,N,N,3
2227,12,6,1,1,1,1,N,N,3
2228,57,1,6,2,1,2,N,3,9
2229,18,8,6,2,1,2,N,1,7
2230,26,1,6,2,1,1,N,5,10
2231,69,6,1,2,1,1,N,4,5
2232,64,1,1,2,1,2,N,1,9
2233,7,1,N,1,1,2,N,N,10
2234,74,1,1,1,1,1,N,6,10
2235,9,1,N,1,1,1,N,N,3
2236,5,1,N,2,1,1,N,4,2
2237,76,1,1,1,1,1,N,9,11
2238,45,1,4,1,1,2,N,9,9
2239,17,1,6,1,1,1,N,0,8
2240,78,1,1,1,1,1,N,9,8
2241,76,1,3,1,1,1,N,9,10
2242,56,1,1,2,1,1,N,3,4
2243,50,1,1,1,3,0,N,7,11
2244,94,1,3,2,1,2,N,2,5
2245,24,1,6,2,1,2,N,3,10
2246,3,1,N,2,1,1,N,N,8
2247,37,1,6,1,1,1,N,8,5
2248,73,1,4,1,1,2,N,4,5
2249,54,1,1,1,1,2,N,8,5
2250,3,1,N,2,1,2,N,N,1
2251,56,1,1,2,1,1,N,6,6
2252,60,1,1,1,1,1,N,6,5
2253,14,1,N,1,1,1,N,N,3
2254,47,1,4,1,1,1,N,9,11
2255,70,1,3,2,1,1,N,5,9
2256,49,1,4,2,1,1,N,9,7
2257,21,1,6,2,1,1,N,1,7
2258,1,1,N,1,1,1,N,N,N
2259,0,1,N,1,1,1,N,N,N
2260,3,1,N,1,1,1,N,N,1
2261,62,1,1,2,1,1,N,4,10
2262,47,6,6,2,1,2,N,3,5
2263,23,1,6,2,1,2,N,6,5
2264,42,1,1,1,1,2,N,8,9
2265,65,1,3,2,1,1,N,3,7
2266,81,1,1,1,1,1,N,0,10
2267,16,1,6,2,1,1,N,1,4
2268,50,1,4,2,1,1,N,4,10
2269,90,1,3,1,1,1,N,7,12
2270,21,1,6,2,1,2,N,2,7
2271,27,1,N,2,1,1,N,4,9
2272,57,1,6,2,1,1,N,6,9
2273,50,1,6,1,1,2,N,4,8
2274,9,1,N,1,1,1,N,N,3
2275,47,1,4,1,1,1,N,9,3
2276,7,1,N,2,1,2,N,N,2
2277,44,1,1,1,1,1,N,9,10
2278,6,1,N,1,1,2,N,1,3
2279,19,1,6,2,3,0,N,2,7
2280,29,8,6,1,1,1,N,3,10
2281,65,1,1,1,1,1,N,7,9
2282,51,1,1,2,1,1,N,7,5
2283,6,9,N,1,1,1,N,N,2
2284,62,1,1,1,1,1,N,9,9
2285,31,1,6,2,1,1,N,7,6
2286,62,1,2,1,1,1,N,8,10
2287,76,1,1,1,1,1,N,6,9
2288,56,1,4,2,1,1,N,8,8
2289,10,1,N,1,1,1,N,N,3
2290,91,9,3,1,1,2,N,2,12
2291,38,1,6,1,1,1,N,7,8
2292,67,1,1,1,1,1,N,2,10
2293,12,1,N,1,1,1,N,N,3
2294,31,1,6,2,1,1,N,8,5
2295,41,5,2,1,1,1,N,9,10
2296,57,1,4,1,1,1,N,9,9
2297,0,8,N,2,1,1,N,N,4
2298,5,1,N,1,1,1,N,4,2
2299,15,1,6,1,3,0,N,0,4
2300,42,1,6,2,1,2,N,8,10
2301,67,1,6,2,1,2,N,6,10
2302,57,1,1,2,1,1,N,5,5
2303,28,1,6,1,3,0,N,6,9
2304,54,1,1,1,1,1,N,6,7
2305,21,1,6,2,3,0,N,2,7
2306,4,1,N,2,1,1,N,N,2
2307,32,1,6,1,1,1,N,7,10
2308,26,6,6,2,1,1,N,6,9
2309,81,1,1,1,1,1,N,9,6
2310,80,6,1,1,1,2,N,3,5
2311,48,1,1,2,1,1,N,3,8
2312,79,1,2,2,3,0,N,5,9
2313,48,1,1,2,1,1,N,5,9
2314,79,9,4,1,1,1,N,7,8
2315,19,1,6,2,1,1,N,0,5
2316,48,1,1,2,1,1,N,8,7
2317,11,1,N,1,1,2,N,N,3
2318,64,1,2,1,3,0,N,4,10
2319,32,6,1,2,1,1,N,5,9
2320,35,1,1,2,1,1,N,3,9
2321,10,1,N,1,1,1,N,N,3
2322,81,1,6,2,1,1,N,1,4
2323,41,1,6,2,1,1,N,4,5
2324,29,1,1,1,1,1,N,6,9
2325,10,1,N,2,1,1,N,5,3
2326,59,1,4,1,1,2,N,9,10
2327,13,6,N,1,1,2,N,N,3
2328,60,1,1,2,1,1,N,0,7
2329,63,1,1,2,1,1,N,3,10
2330,72,1,1,2,1,1,N,4,9
2331,46,1,1,1,1,1,N,8,9
2332,61,1,1,1,1,2,N,6,7
2333,15,1,6,2,1,2,N,0,3
2334,63,1,1,1,1,2,N,0,1
2335,51,1,1,2,1,1,N,7,8
2336,56,1,1,1,1,1,N,9,12
2337,18,1,6,1,3,0,N,0,7
2338,28,1,3,2,1,2,N,6,9
2339,80,1,1,1,1,1,N,8,5
2340,51,1,1,2,1,2,N,7,10
2341,72,1,6,2,1,1,N,8,5
2342,67,1,1,1,1,1,N,2,9
2343,27,6,6,1,1,1,N,3,10
2344,17,8,6,2,1,2,N,0,4
2345,34,1,6,1,2,0,N,9,7
2346,21,1,6,2,1,1,N,1,7
2347,49,1,1,2,1,1,N,8,10
2348,78,1,1,1,1,1,N,3,5
2349,40,1,1,2,1,1,N,0,9
2350,34,1,1,2,1,1,N,4,4
2351,21,1,6,2,1,1,N,3,5
2352,68,1,1,1,1,1,N,9,7
2353,76,1,5,1,1,1,N,4,9
2354,72,1,4,2,1,1,N,2,5
2355,17,2,6,2,3,0,N,0,4
2356,44,1,4,2,1,1,N,5,9
2357,71,1,1,2,1,1,N,7,5
2358,37,6,1,1,1,1,N,7,8
2359,6,9,N,1,1,1,N,N,3
2360,11,1,N,2,1,1,N,2,3
2361,17,1,6,1,1,1,N,3,4
2362,22,1,6,2,3,0,N,1,9
2363,7,1,N,2,1,2,N,N,3
2364,59,1,1,2,1,1,N,9,10
2365,29,1,6,2,3,0,N,3,7
2366,8,6,N,2,1,1,N,N,3
2367,47,1,1,1,1,1,N,8,9
2368,76,1,1,1,1,1,N,8,5
2369,58,1,1,2,1,1,N,4,5
2370,68,1,1,2,1,1,N,7,11
2371,14,1,N,2,1,2,N,N,3
2372,62,1,1,1,1,1,N,1,5
2373,18,1,6,2,1,1,N,1,5
2374,58,1,6,2,1,1,N,3,9
2375,17,1,6,1,1,2,N,5,4
2376,48,6,1,2,1,1,N,7,9
2377,45,1,1,1,1,1,N,9,9
2378,84,1,5,2,1,2,N,3,5
2379,62,1,4,1,1,2,N,7,7
2380,58,1,1,1,1,1,N,9,8
2381,40,1,1,2,1,1,N,4,9
2382,83,1,3,2,1,1,N,N,9
2383,65,1,1,2,1,1,N,2,10
2384,56,1,1,1,1,1,N,6,10
2385,87,1,6,2,1,1,N,3,1
2386,31,1,1,1,1,1,N,7,9
2387,22,1,6,1,1,2,N,2,11
2388,21,1,6,1,1,2,N,2,10
2389,63,1,1,2,1,1,N,3,9
2390,44,1,5,2,1,2,N,5,9
2391,71,1,3,2,3,0,N,4,5
2392,42,1,6,2,1,2,N,5,9
2393,60,1,1,1,1,2,N,9,5
2394,0,9,N,2,1,1,N,N,N
2395,94,1,4,2,1,2,N,7,5
2396,49,1,1,2,1,1,N,2,9
2397,59,1,1,2,1,1,N,2,6
2398,47,6,1,1,1,1,N,7,3
2399,64,1,1,1,1,1,N,5,9
2400,5,1,4,2,1,1,N,N,7
2401,71,1,1,1,1,1,N,9,7
2402,1,1,N,2,1,1,N,N,N
2403,8,6,N,2,1,1,N,N,3
2404,1,1,N,2,1,2,N,N,N
2405,37,1,1,2,1,1,N,8,9
2406,20,1,6,1,3,0,N,1,5
2407,55,1,4,2,1,2,N,0,7
2408,11,1,N,2,1,2,N,7,3
2409,82,1,1,2,1,1,N,0,5
2410,31,1,6,2,3,0,N,8,4
2411,6,1,N,1,1,1,N,N,2
2412,63,1,4,1,1,1,N,6,9
2413,44,1,1,2,1,1,N,9,11
2414,11,1,N,1,1,1,N,7,3
2415,70,1,1,2,1,1,N,5,7
2416,47,6,4,1,1,2,N,9,10
2417,12,1,N,2,1,1,N,N,3
2418,3,6,N,1,1,1,N,N,1
2419,15,1,6,2,3,0,N,0,3
2420,64,1,6,2,3,0,N,1,12
2421,12,6,N,1,1,1,N,N,3
2422,25,6,6,1,2,0,N,6,9
2423,24,1,6,1,1,1,N,5,7
2424,83,1,1,2,1,1,N,6,4
2425,23,1,6,2,3,0,N,2,10
2426,20,1,6,2,1,1,N,1,5
2427,34,1,2,2,3,0,N,0,7
2428,71,1,1,1,1,2,N,9,8
2429,52,1,4,1,1,2,N,9,9
2430,76,1,1,2,1,1,N,8,5
2431,15,1,6,1,1,1,N,0,4
2432,61,1,1,2,1,1,N,9,7
2433,30,1,6,2,1,1,N,1,5
2434,81,1,1,2,1,2,N,4,8
2435,37,1,1,2,1,1,N,2,9
2436,63,1,1,1,1,1,N,4,12
2437,39,1,1,1,1,2,N,0,10
2438,55,1,1,1,1,1,N,9,5
2439,57,1,4,2,1,1,N,7,5
2440,28,1,3,2,1,1,N,6,2
2441,68,1,1,1,1,1,N,5,4
2442,68,1,1,2,1,1,N,2,7
2443,2,1,N,1,1,2,N,N,N
2444,37,1,6,1,1,2,N,8,9
2445,30,1,3,1,1,1,N,N,7
2446,78,1,1,2,1,1,N,0,12
2447,56,1,1,2,1,1,N,6,10
2448,43,6,N,2,1,1,N,8,9
2449,32,1,6,1,1,1,N,8,9
2450,51,1,1,1,1,1,N,7,7
2451,9,1,N,1,1,1,N,N,7
2452,15,6,6,1,1,1,N,1,4
2453,67,1,3,1,1,1,N,9,5
2454,47,1,1,1,1,1,N,3,10
2455,27,1,6,2,1,1,N,5,9
2456,57,1,1,2,1,1,N,3,9
2457,38,1,1,2,1,1,N,9,8
2458,60,1,1,1,1,1,N,4,5
2459,32,1,6,1,1,1,N,1,4
2460,25,1,6,1,1,2,N,N,9
2461,60,1,1,2,1,1,N,4,10
2462,17,1,6,2,1,1,N,0,4
2463,69,1,6,1,3,0,N,9,7
2464,47,6,1,2,1,1,N,9,11
2465,75,1,1,1,1,1,N,1,7
2466,61,1,6,1,1,1,N,6,5
2467,2,1,N,2,1,1,N,N,N
2468,10,1,N,1,1,2,N,5,3
2469,68,1,1,1,1,1,N,5,9
2470,60,8,1,1,1,1,N,6,10
2471,47,1,1,2,1,1,N,9,7
2472,14,1,N,2,1,2,N,N,4
2473,63,1,1,2,1,1,N,2,8
2474,6,9,N,2,1,2,N,N,2
2475,45,1,1,1,1,1,N,9,9
2476,11,1,N,2,1,1,N,N,3
2477,52,1,2,1,3,0,N,6,3
2478,46,1,1,2,1,1,N,7,7
2479,70,1,1,2,1,1,N,4,5
2480,63,6,1,1,1,2,N,6,8
2481,21,1,6,2,1,1,N,1,5
2482,27,1,6,2,3,0,N,4,4
2483,7,1,N,1,1,2,N,N,2
2484,88,1,4,2,1,2,N,5,7
2485,30,1,1,2,1,1,N,7,9
2486,35,1,4,2,1,1,N,6,10
2487,18,1,6,2,1,1,N,1,4
2488,57,1,1,2,1,1,N,8,8
2489,25,1,6,1,1,1,N,6,7
2490,28,1,1,1,1,1,N,5,9
2491,91,6,4,2,1,1,N,4,6
2492,6,1,N,1,1,1,N,N,9
2493,4,8,N,2,1,1,N,5,2
2494,38,1,1,1,1,1,N,7,10
2495,6,1,N,2,1,1,N,N,9
2496,67,1,1,2,1,1,N,5,7
2497,19,6,6,1,1,1,N,2,5
2498,1,1,N,1,1,1,N,N,N
2499,22,1,6,2,1,1,N,4,7
2500,33,1,6,2,1,1,N,9,5
2501,7,1,N,2,1,2,N,N,3
2502,66,1,1,1,1,1,N,9,5
2503,49,1,1,2,1,1,N,7,9
2504,26,1,6,2,1,1,N,3,7
2505,29,1,6,2,1,2,N,6,9
2506,67,1,3,2,1,1,N,5,5
2507,43,6,1,2,1,1,N,0,9
2508,20,1,6,2,1,1,N,1,7
2509,66,1,4,2,1,1,N,3,7
2510,38,1,1,2,1,1,N,4,11
2511,52,1,1,2,1,2,N,N,9
2512,49,1,1,1,1,2,N,6,9
2513,4,1,N,2,1,2,N,N,1
2514,5,1,N,2,1,1,5,N,2
2515,62,1,4,2,1,1,N,2,10
2516,10,1,N,2,1,1,N,N,3
2517,40,1,1,2,1,1,N,0,9
2518,4,1,N,2,1,1,N,N,1
2519,18,1,1,2,1,1,N,0,5
2520,20,2,6,1,2,0,N,2,7
2521,50,1,4,2,1,1,N,8,10
2522,76,1,1,2,1,1,N,8,7
2523,58,1,3,1,1,1,N,9,9
2524,25,1,6,1,1,1,N,5,9
2525,46,1,1,1,1,1,N,9,5
2526,2,1,N,1,1,1,N,N,N
2527,62,1,4,2,1,1,N,3,9
2528,9,1,N,1,1,1,N,4,3
2529,8,1,N,2,1,1,N,N,3
2530,49,6,6,1,1,2,N,8,10
2531,56,1,4,2,1,2,N,6,7
2532,29,1,6,2,3,0,N,8,5
2533,6,1,N,2,1,1,N,N,2
2534,56,6,1,1,1,1,N,8,5
2535,37,1,1,1,1,1,N,9,9
2536,54,1,1,2,1,1,N,0,10
2537,40,1,1,2,1,1,N,7,5
2538,78,1,1,2,1,1,N,7,9
2539,26,2,6,2,1,2,N,4,9
2540,19,6,6,2,1,2,N,0,7
2541,33,1,1,1,1,1,N,8,8
2542,78,1,1,2,1,1,N,3,9
2543,4,1,N,2,1,1,N,N,9
2544,73,1,1,1,1,1,N,9,5
2545,39,1,6,1,1,2,N,9,11
2546,15,5,6,2,1,1,N,0,4
2547,41,1,1,1,1,1,N,9,5
2548,16,1,6,2,1,2,N,0,4
2549,20,1,6,2,1,1,N,2,5
2550,26,1,6,1,1,1,N,5,12
2551,43,1,4,2,1,2,N,5,10
2552,81,1,3,2,1,2,N,8,7
2553,29,2,6,2,1,1,N,2,8
2554,9,1,N,2,1,1,N,N,3
2555,86,1,3,2,1,1,N,2,9
2556,41,1,1,2,1,1,N,3,10
2557,54,1,4,2,1,1,N,8,4
2558,89,1,3,2,1,1,6,4,5
2559,21,1,6,1,1,1,N,3,7
2560,91,1,4,2,1,1,N,2,5
2561,59,1,1,2,1,1,N,6,9
2562,16,1,6,2,3,0,N,0,4
2563,18,1,6,2,3,0,N,1,7
2564,12,1,N,2,1,1,N,N,3
2565,76,9,1,2,1,1,N,4,9
2566,71,1,1,2,1,1,N,6,10
2567,10,1,N,2,1,2,N,N,3
2568,32,1,6,1,1,2,N,1,10
2569,19,1,6,2,3,0,N,1,5
2570,2,1,N,1,1,1,N,N,N
2571,64,1,1,1,1,2,N,4,9
2572,63,1,1,2,1,1,N,6,11
2573,78,1,4,2,1,1,N,2,11
2574,15,1,6,2,1,2,N,1,4
2575,75,1,1,1,1,1,N,6,4
2576,46,1,1,1,1,1,N,8,7
2577,5,1,N,1,1,1,N,N,2
2578,45,1,1,1,1,1,N,9,11
2579,9,6,N,2,1,1,N,N,3
2580,23,1,6,1,3,0,N,8,4
2581,30,1,1,2,1,1,N,6,9
2582,61,1,1,2,1,1,N,2,9
2583,62,1,3,1,1,1,N,N,8
2584,62,1,1,2,1,1,N,8,8
2585,70,1,4,1,1,1,N,2,8
2586,58,1,1,1,1,1,N,9,12
2587,58,1,1,2,1,2,N,4,9
2588,68,1,1,1,1,2,N,1,12
2589,60,1,1,1,1,1,N,2,9
2590,4,1,N,1,1,1,N,N,9
2591,78,1,3,2,2,0,N,3,12
2592,60,1,4,1,1,2,N,4,10
2593,58,1,1,2,1,1,N,4,9
2594,69,1,4,2,1,1,N,7,6
2595,19,1,6,1,1,2,N,2,7
2596,66,1,2,1,1,1,N,1,10
2597,6,1,N,2,1,2,N,N,3
2598,69,1,1,1,1,1,N,2,6
2599,68,1,1,2,1,1,N,5,7
2600,54,1,6,1,1,2,N,4,7
2601,66,1,1,1,1,1,N,6,9
2602,34,1,1,1,1,2,N,8,10
2603,47,1,4,1,1,1,N,6,5
2604,42,1,1,2,1,1,N,9,10
2605,58,1,1,1,1,1,N,7,5
2606,72,1,1,2,1,1,N,7,3
2607,72,1,1,1,1,1,N,8,5
2608,59,1,1,1,1,1,N,9,5
