,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP,DEYE
1499,1,6,1,1,5,0,25-01300,46,0,N,279,2
1500,2,1,1,1,9,4,25-00503,38,1,3,501,2
1501,2,6,1,2,0,0,25-00703,82,0,N,4,2
1502,1,2,1,1,8,0,25-02800,0,N,N,501,2
1503,2,1,1,1,4,0,25-00503,59,0,2,254,2
1504,2,2,1,1,5,0,25-00503,15,0,N,501,2
1505,2,6,1,1,7,0,25-01300,78,N,N,501,2
1506,2,1,9,1,6,0,25-02800,61,0,2,501,2
1507,2,4,1,0,9,0,25-01300,8,0,2,N,2
1508,1,1,6,0,5,0,25-00503,89,0,2,N,2
1509,2,2,1,2,5,0,25-01000,23,0,N,140,2
1510,2,6,1,2,9,0,25-02800,61,0,N,501,2
1511,2,6,9,1,2,0,25-00703,61,0,N,58,2
1512,1,4,2,1,4,0,25-00503,1,N,N,276,2
1513,1,1,1,1,6,0,25-00503,24,1,3,501,2
1514,1,N,1,1,N,0,25-00503,9,1,6,501,2
1515,1,3,1,1,0,0,25-00503,59,0,N,363,2
1516,1,1,1,1,6,0,25-00703,61,3,5,501,2
1517,2,1,1,1,9,4,25-01300,60,0,2,501,2
1518,2,1,1,1,9,0,25-00703,61,0,2,501,2
1519,1,1,6,1,9,0,25-01300,60,0,2,501,2
1520,2,3,1,2,3,0,25-01000,68,N,N,155,2
1521,2,N,6,1,N,0,25-00503,63,2,4,454,2
1522,2,6,1,1,8,0,25-02800,70,0,N,501,2
1523,1,N,2,1,N,0,25-01300,1,1,4,501,2
1524,1,1,1,1,3,0,25-00703,29,2,4,501,2
1525,2,1,1,1,3,2,25-01000,70,3,4,501,2
1526,1,1,1,2,6,0,25-02800,72,0,2,26,2
1527,2,6,1,1,9,0,25-00503,1,2,4,501,2
1528,1,2,1,1,N,0,25-00503,8,0,N,0,2
1529,2,N,1,1,N,0,25-00703,84,0,6,501,2
1530,2,1,1,1,5,0,25-00503,44,1,6,324,2
1531,1,6,1,2,0,0,25-01000,60,N,N,501,2
1532,2,1,1,1,7,0,25-01000,25,0,2,501,2
1533,1,3,6,1,7,0,25-00703,28,N,N,501,2
1534,2,3,6,1,8,0,25-00703,71,0,N,501,2
1535,1,1,1,1,5,0,25-01000,24,2,4,484,2
1536,1,4,9,2,7,0,25-01000,68,0,3,501,2
1537,1,3,1,2,1,0,25-01000,63,0,N,228,2
1538,1,1,1,1,8,0,25-00703,66,0,2,501,2
1539,2,N,1,1,N,0,25-00503,77,3,5,501,2
1540,1,6,1,1,5,0,25-00703,54,0,N,501,2
1541,2,6,1,1,2,0,25-01300,50,4,6,443,2
1542,1,N,1,1,N,0,25-02800,67,0,4,501,2
1543,2,N,1,1,N,0,25-02800,44,2,4,501,2
1544,2,6,1,2,1,2,25-02800,19,N,N,357,2
1545,2,6,1,0,2,0,25-00503,87,1,3,N,2
1546,2,6,1,1,9,0,25-01300,67,N,N,501,2
1547,1,6,1,1,2,0,25-00503,53,0,3,16,2
1548,1,N,6,1,N,0,25-01000,28,2,4,248,2
1549,2,N,9,1,N,0,25-01300,5,2,4,501,2
1550,2,N,1,1,N,0,25-01300,4,2,5,122,2
1551,2,1,1,1,7,4,25-02800,36,2,3,501,2
1552,2,6,1,1,6,0,25-02800,91,2,6,501,2
1553,1,1,2,1,6,0,25-02800,2,0,2,501,2
1554,2,N,1,1,N,0,25-00703,49,2,4,501,2
1555,1,6,1,1,1,0,25-00503,16,0,2,501,2
1556,1,3,1,1,7,0,25-01000,68,0,N,501,2
1557,2,1,1,2,8,0,25-00503,42,1,3,501,2
1558,2,1,1,1,8,0,25-01300,40,1,2,501,2
1559,2,1,1,1,9,0,25-00503,60,0,2,501,2
1560,1,4,1,1,8,0,25-00703,66,N,N,501,2
1561,2,1,1,1,6,0,25-00503,7,0,2,244,2
1562,1,3,1,1,2,0,25-02800,65,0,N,424,2
1563,1,N,1,2,N,0,25-01000,11,3,5,435,2
1564,1,4,6,1,7,0,25-00703,3,0,N,501,2
1565,2,3,1,1,8,0,25-00703,12,1,3,501,2
1566,2,1,1,1,6,0,25-00703,53,0,2,501,2
1567,1,6,1,2,7,0,25-01300,78,0,N,501,2
1568,1,N,1,1,N,0,25-01300,33,2,5,501,2
1569,2,3,1,1,3,0,25-00503,50,0,N,44,2
1570,2,6,1,1,5,0,25-01300,47,0,N,318,1
1571,1,1,1,1,8,0,25-00703,35,1,3,501,2
1572,1,1,1,1,5,0,25-00503,82,0,2,415,2
1573,1,3,1,0,0,0,25-01300,45,N,N,N,2
1574,2,3,6,1,3,0,25-00503,40,0,N,501,2
1575,1,1,1,0,0,4,25-00503,1,0,2,N,2
1576,2,1,1,1,9,0,25-00703,54,0,2,501,2
1577,1,6,1,1,2,0,25-00703,35,N,N,308,2
1578,1,3,1,1,9,0,25-01000,60,0,N,501,2
1579,1,1,1,1,7,0,25-00703,16,2,4,501,2
1580,2,1,6,2,5,0,25-02800,57,2,4,498,2
1581,2,1,2,1,1,0,25-00503,89,0,4,107,2
1582,2,6,1,1,6,0,25-00703,78,N,N,317,2
1583,2,6,1,0,2,0,25-00703,78,2,4,N,2
1584,1,4,1,1,9,0,25-01000,71,0,N,501,2
1585,1,1,1,1,0,0,25-00703,15,3,5,501,2
1586,1,1,1,1,7,0,25-01300,24,0,2,501,2
1587,2,1,1,1,8,0,25-01300,26,N,2,501,2
1588,1,1,1,1,6,0,25-01000,89,2,3,501,2
1589,1,4,1,1,4,0,25-02800,72,0,N,332,2
1590,1,1,1,1,9,0,25-02800,48,1,2,501,2
1591,1,6,1,2,5,0,25-00703,54,N,N,432,2
1592,1,1,1,1,8,0,25-02800,17,0,3,501,2
1593,2,N,1,2,N,0,25-01300,86,4,6,263,2
1594,1,1,1,1,9,0,25-00703,58,0,2,501,2
1595,1,4,3,1,8,0,25-00703,61,N,N,501,2
1596,2,6,1,1,1,0,25-00703,19,0,3,501,2
1597,1,1,1,0,5,0,25-01000,46,0,2,N,2
1598,1,2,1,1,N,0,25-01300,87,3,5,223,2
1599,2,1,1,1,9,0,25-01300,44,2,5,501,2
1600,2,1,1,2,8,0,25-01300,76,0,2,501,2
1601,1,1,1,1,0,0,25-00503,22,1,3,501,2
1602,1,N,6,1,N,0,25-00703,75,2,4,501,2
1603,2,6,1,1,5,0,25-00703,0,0,N,63,2
1604,2,N,1,2,N,0,25-01000,11,5,7,322,2
1605,1,4,1,1,3,0,25-01000,17,3,5,501,2
1606,1,1,1,0,0,0,25-01000,44,2,4,154,2
1607,1,1,6,1,5,0,25-00703,46,0,2,489,2
1608,1,6,1,1,7,0,25-01000,72,0,N,501,2
1609,1,1,9,0,3,0,25-00703,55,0,4,N,2
1610,2,1,1,2,3,0,25-02800,0,0,2,199,2
1611,2,1,6,2,6,0,25-00503,34,0,4,363,2
1612,2,N,1,1,N,0,25-02800,42,4,4,309,2
1613,2,6,1,1,7,0,25-00703,28,0,N,501,2
1614,1,1,9,1,5,0,25-00703,46,2,4,501,2
1615,2,1,1,1,7,0,25-02800,71,2,4,501,2
1616,1,6,1,1,1,0,25-00703,49,0,2,53,2
1617,1,6,1,2,4,0,25-00503,23,N,N,419,2
1618,1,1,1,2,6,0,25-02800,3,N,3,501,2
1619,2,1,9,1,9,0,25-00703,61,2,2,501,2
1620,1,6,1,1,0,0,25-01300,60,0,N,407,2
1621,2,N,1,0,N,0,25-01300,94,2,4,317,2
1622,1,1,6,1,8,0,25-01000,52,0,3,501,2
1623,1,1,1,1,7,0,25-00703,90,0,2,501,2
1624,1,6,9,1,4,0,25-00703,14,0,N,317,2
1625,1,6,1,1,2,0,25-01000,86,0,N,186,2
1626,1,6,1,1,5,0,25-00703,51,4,4,268,2
1627,2,N,1,2,N,0,25-02800,13,2,4,459,2
1628,2,1,1,1,7,0,25-00703,67,0,2,501,2
1629,1,1,1,1,6,0,25-00503,32,0,3,501,2
1630,2,1,5,1,6,0,25-00503,61,0,2,501,2
1631,2,1,6,1,2,0,25-00503,40,2,4,501,2
1632,2,1,1,2,5,0,25-02800,69,3,4,458,2
1633,1,1,1,2,5,0,25-00703,19,0,6,144,2
1634,1,N,1,1,N,0,25-01000,56,2,6,501,2
1635,2,6,1,1,5,4,25-00503,12,2,6,501,2
1636,2,N,1,1,N,0,25-02800,31,3,5,501,2
1637,2,1,1,1,4,0,25-00703,17,0,3,501,2
1638,1,1,1,1,6,0,25-00703,85,0,2,305,2
1639,2,1,1,1,9,0,25-02800,37,1,3,501,2
1640,2,1,1,0,0,0,25-00703,15,0,2,N,2
1641,1,N,1,1,N,0,25-01000,67,1,4,501,2
1642,2,N,6,1,N,0,25-01300,94,4,6,33,2
1643,2,6,1,1,4,0,25-01000,3,0,N,266,2
1644,1,6,1,2,0,0,25-01000,79,3,5,133,2
1645,2,1,1,1,9,0,25-00703,49,0,2,501,2
1646,1,2,1,1,3,0,25-02800,22,2,5,501,2
1647,2,1,1,1,6,0,25-01300,8,0,2,400,2
1648,1,6,1,1,1,0,25-00703,45,0,N,501,2
1649,2,6,1,1,1,0,25-00703,45,2,4,501,2
1650,1,1,1,1,4,0,25-02800,59,0,2,208,2
1651,2,2,9,1,7,0,25-01300,5,3,5,501,2
1652,2,3,1,1,3,0,25-02800,69,N,N,501,1
1653,1,1,1,1,6,0,25-01300,45,0,2,501,2
1654,2,3,9,2,2,0,25-01300,5,0,N,249,2
1655,2,6,1,1,4,0,25-00703,77,N,N,306,2
1656,2,6,2,2,5,0,25-00703,67,N,N,501,2
1657,1,1,1,1,4,4,25-01300,1,1,3,454,2
1658,1,1,1,1,8,0,25-00503,70,1,3,501,2
1659,1,2,1,2,3,0,25-00703,84,0,N,198,2
1660,2,1,1,1,6,0,25-01000,18,1,3,501,2
1661,2,6,1,1,0,0,25-00703,74,0,N,470,2
1662,1,1,1,1,2,0,25-00703,72,0,2,501,2
1663,2,1,1,1,6,0,25-02800,22,2,4,501,2
1664,2,6,1,2,6,0,25-01300,13,0,4,43,2
1665,2,1,1,1,9,0,25-00703,27,2,4,501,2
1666,2,1,1,1,9,0,25-00503,73,0,2,501,2
1667,1,4,1,1,8,0,25-01300,59,0,N,501,2
1668,1,1,1,1,8,0,25-00703,35,0,2,501,2
1669,2,6,1,1,5,0,25-01000,18,0,N,459,2
1670,2,1,9,1,5,0,25-01300,47,0,4,501,2
1671,1,1,1,1,3,0,25-01300,86,0,2,501,2
1672,1,1,1,0,2,0,25-00503,50,0,2,N,2
1673,2,6,1,2,6,0,25-00703,63,0,N,501,2
1674,1,1,1,1,7,2,25-00703,19,0,2,501,2
1675,2,N,1,2,N,0,25-02800,47,0,4,501,2
1676,2,1,1,2,3,0,25-01300,9,0,2,226,2
1677,2,1,1,1,7,0,25-00703,6,1,3,501,2
1678,2,N,1,1,N,0,25-00703,94,0,4,501,2
1679,1,1,2,2,9,0,25-00703,89,0,4,501,2
1680,1,6,6,0,2,0,25-00503,40,2,4,N,2
1681,1,1,1,1,4,0,25-02800,74,2,4,501,2
1682,1,6,1,1,1,0,25-00703,58,0,N,501,2
1683,2,1,1,0,2,0,25-00703,20,0,2,N,2
1684,1,6,1,1,2,0,25-00703,72,0,N,173,2
1685,1,N,1,1,N,2,25-00703,13,0,2,501,2
1686,2,6,1,2,0,0,25-01000,94,N,N,245,2
1687,2,6,1,0,4,0,25-01000,29,0,N,103,2
1688,1,2,1,2,3,0,25-01300,28,N,N,358,2
1689,1,N,1,1,N,0,25-00703,80,2,4,304,2
1690,2,N,1,1,N,0,25-00703,9,2,4,501,2
1691,2,N,1,1,N,0,25-02800,86,3,5,501,2
1692,2,1,1,2,8,0,25-00703,38,1,3,501,2
1693,1,1,1,1,5,0,25-00703,62,0,3,332,2
1694,2,6,1,2,3,0,25-02800,22,2,4,428,2
1695,2,1,1,1,7,0,25-00503,12,0,2,501,2
1696,1,1,1,1,4,0,25-01300,66,0,2,458,2
1697,1,6,1,1,1,0,25-01000,60,0,6,501,2
1698,2,3,1,0,3,0,25-00703,47,0,N,N,2
1699,2,1,1,1,5,2,25-00703,69,2,4,501,2
1700,2,N,1,1,N,0,25-00703,20,2,4,501,2
1701,2,4,6,1,9,0,25-01000,87,0,N,501,2
1702,1,3,1,2,5,0,25-00503,86,2,3,501,2
1703,1,6,1,1,6,0,25-00703,86,N,N,501,2
1704,2,N,1,1,N,0,25-00503,18,3,5,501,2
1705,1,1,1,1,9,0,25-00503,90,0,2,501,2
1706,2,1,1,1,6,0,25-00503,61,0,2,501,2
1707,2,4,1,0,1,0,25-01000,10,2,5,N,2
1708,2,6,1,1,5,0,25-00703,53,0,4,258,2
1709,1,N,1,1,N,0,25-00503,82,1,6,292,2
1710,2,6,1,1,0,0,25-00703,15,N,N,501,1
1711,1,6,6,1,5,0,25-00703,12,0,2,261,2
1712,1,1,1,1,8,0,25-02800,35,0,2,501,2
1713,1,1,9,1,7,0,25-00503,55,0,4,501,2
1714,2,N,1,1,N,0,25-00503,27,3,4,501,2
1715,1,1,1,1,7,0,25-00703,18,2,3,194,2
1716,1,6,1,0,1,0,25-00703,64,2,3,N,2
1717,2,1,1,1,7,0,25-02800,34,0,2,501,2
1718,2,6,1,1,1,0,25-01000,38,N,N,403,2
1719,2,N,1,2,N,0,25-01300,5,2,4,428,2
1720,1,6,1,1,8,0,25-00703,70,0,N,501,2
1721,2,6,1,0,1,0,25-01300,60,3,5,N,2
1722,1,1,1,0,3,0,25-00703,26,1,4,N,2
1723,1,6,1,0,0,0,25-00703,71,N,N,N,2
1724,2,1,1,0,5,0,25-02800,69,0,2,389,2
1725,1,N,9,1,N,0,25-00503,0,4,6,312,2
1726,2,6,1,1,2,0,25-00503,53,0,N,501,2
1727,1,6,1,1,3,0,25-01300,40,0,2,253,2
1728,2,N,1,1,N,0,25-01300,84,4,9,501,2
1729,1,6,1,1,4,0,25-01300,29,0,N,66,2
1730,2,4,9,1,8,0,25-00503,61,0,2,501,2
1731,2,6,1,1,6,0,25-02800,22,1,3,501,1
1732,2,6,1,2,4,0,25-01000,6,1,3,423,2
1733,2,4,1,1,2,0,25-00703,30,2,5,501,2
1734,2,1,1,1,8,0,25-01000,4,1,3,501,2
1735,1,6,1,1,0,0,25-00503,15,0,2,316,2
1736,2,6,1,1,6,0,25-01000,78,0,N,501,2
1737,1,1,1,0,3,0,25-01300,56,1,3,N,2
1738,2,1,1,1,9,0,25-02800,13,2,4,501,2
1739,1,N,1,1,N,0,25-02800,63,3,4,501,2
1740,1,6,1,1,0,0,25-00703,23,2,4,501,2
1741,2,6,1,2,0,0,25-00503,54,N,N,501,2
1742,1,6,1,1,6,0,25-01300,20,0,N,501,2
1743,1,1,1,1,8,0,25-00503,38,0,2,501,2
1744,1,2,1,1,5,0,25-00503,62,0,N,501,2
1745,2,1,1,2,6,0,25-01300,87,0,2,192,2
1746,1,4,1,1,8,0,25-01000,28,0,N,501,2
1747,1,6,1,0,1,0,25-00503,64,0,N,N,2
1748,1,1,1,1,9,0,25-00703,52,0,2,501,2
1749,1,1,1,2,8,4,25-02800,36,0,4,501,2
1750,1,1,1,1,7,0,25-00703,28,0,2,501,2
1751,1,N,1,1,N,0,25-00703,85,1,6,501,2
1752,1,1,1,1,5,0,25-01000,53,0,3,501,2
1753,2,1,1,1,0,0,25-00503,37,0,2,275,2
1754,1,1,1,0,1,0,25-02800,10,0,2,N,1
1755,1,2,1,1,7,0,25-02800,36,0,2,501,2
1756,1,6,1,1,5,0,25-01000,53,2,4,501,2
1757,1,1,1,1,9,0,25-02800,58,2,4,501,2
1758,2,4,1,0,2,0,25-01000,7,0,4,N,2
1759,1,1,1,2,4,0,25-01300,7,0,2,429,2
1760,2,4,1,2,2,0,25-00503,82,0,N,288,2
1761,1,1,8,1,7,0,25-02800,16,0,2,501,2
1762,2,N,9,1,N,0,25-01300,5,0,6,82,2
1763,1,1,1,1,7,0,25-02800,55,0,2,501,2
1764,1,6,1,1,8,0,25-02800,39,0,N,501,2
1765,1,3,1,1,8,4,25-00703,86,4,N,501,2
1766,1,1,1,1,9,0,25-01300,54,1,2,501,2
1767,1,1,1,1,7,0,25-00703,94,2,4,501,2
1768,1,1,1,2,6,0,25-01000,70,0,2,501,2
1769,1,1,6,1,9,0,25-00703,30,0,2,501,2
1770,2,6,9,1,8,0,25-00503,73,N,N,501,2
1771,2,N,9,1,N,0,25-01300,5,1,6,501,2
1772,1,6,1,1,8,0,25-00503,22,N,N,501,2
1773,1,6,1,1,7,0,25-02800,18,0,N,501,2
1774,2,1,1,2,7,0,25-01300,41,2,4,392,1
1775,1,1,1,1,9,0,25-02800,11,1,4,501,2
1776,2,1,1,1,0,0,25-00703,57,0,3,501,2
1777,2,4,1,1,8,0,25-01300,23,0,5,501,2
1778,2,N,1,1,N,0,25-01000,80,0,2,501,2
1779,2,1,9,1,6,0,25-00703,61,4,4,358,1
1780,1,6,1,1,0,1,25-01300,52,0,N,501,2
1781,2,1,1,2,5,0,25-01000,23,0,2,177,2
1782,1,6,1,1,4,0,25-01000,11,0,N,501,2
1783,2,6,1,1,8,0,25-01300,66,2,4,501,2
1784,1,1,1,0,6,0,25-01000,94,0,3,N,2
1785,1,6,1,1,3,0,25-00503,44,0,2,185,2
1786,2,1,1,1,9,0,25-00503,76,0,2,501,2
1787,2,1,1,1,8,0,25-00503,7,2,2,501,2
1788,1,1,1,1,9,0,25-01000,0,0,2,501,2
1789,1,1,2,1,4,0,25-00703,16,2,4,391,2
1790,2,1,1,0,9,0,25-01000,43,0,2,N,2
1791,2,1,1,2,5,4,25-00703,53,0,2,340,2
1792,1,1,1,2,2,0,25-02800,56,0,2,391,2
1793,1,N,1,2,N,0,25-01300,86,3,5,501,2
1794,2,N,1,1,N,0,25-00703,63,3,5,501,2
1795,1,1,2,1,4,0,25-00703,66,0,2,339,2
1796,2,N,1,1,N,0,25-01000,28,2,4,501,1
1797,1,1,1,0,2,0,25-00703,72,0,2,N,2
1798,2,6,1,2,4,0,25-01300,38,0,N,410,2
1799,1,1,1,1,8,0,25-00703,35,0,4,501,2
1800,2,1,1,1,0,0,25-00703,11,3,5,501,2
1801,2,N,1,1,N,0,25-01000,80,1,2,439,2
1802,2,6,1,1,1,0,25-00703,87,0,2,501,2
1803,2,1,1,1,9,0,25-01300,39,0,2,501,2
1804,2,1,1,1,9,0,25-00503,0,0,2,501,2
1805,1,1,1,1,7,0,25-01000,16,0,2,501,2
1806,2,6,1,1,8,0,25-01300,3,1,3,501,2
1807,1,N,1,1,N,0,25-00703,78,0,4,501,2
1808,1,1,1,1,5,0,25-00703,62,0,2,339,2
1809,2,N,1,1,N,0,25-00503,33,2,4,501,2
1810,2,1,1,2,3,0,25-00503,91,0,2,460,2
1811,1,4,1,1,2,0,25-00703,18,0,N,41,2
1812,2,6,6,1,9,0,25-01000,3,2,4,501,2
1813,2,1,1,2,0,4,25-01300,60,2,4,501,2
1814,1,N,1,1,N,0,25-00503,37,0,5,501,2
1815,2,N,6,1,N,0,25-01300,84,3,5,16,2
1816,2,1,1,1,7,0,25-00703,49,0,2,501,2
1817,2,1,1,1,8,0,25-00503,66,0,2,501,2
1818,2,1,1,1,6,4,25-01300,27,0,4,501,2
1819,1,6,1,1,6,0,25-00703,81,0,N,424,2
1820,2,N,1,1,N,0,25-00703,4,4,6,501,2
1821,1,6,1,1,0,4,25-01300,60,0,N,324,2
1822,2,4,1,1,7,0,25-02800,19,0,N,501,2
1823,2,3,1,1,8,4,25-02800,85,0,3,501,2
1824,2,6,1,1,6,0,25-01000,53,2,4,501,2
1825,1,1,1,2,8,0,25-00703,64,0,2,112,2
1826,1,6,1,0,1,0,25-00703,84,0,N,N,2
1827,1,6,1,2,0,0,25-01000,52,1,3,468,2
1828,2,1,1,1,0,0,25-01300,58,1,3,394,2
1829,2,1,1,1,8,0,25-01300,90,0,3,501,2
1830,2,6,1,2,8,0,25-01300,39,N,N,501,2
1831,2,1,1,1,8,0,25-01300,73,1,4,501,2
1832,2,N,1,1,N,0,25-02800,86,0,2,501,2
1833,2,1,1,1,7,0,25-01000,70,0,2,501,2
1834,1,1,1,2,9,0,25-01000,4,1,2,501,2
1835,1,1,1,1,8,0,25-01000,27,0,2,501,2
1836,1,N,1,1,N,0,25-01300,26,2,4,501,2
1837,2,4,1,1,9,0,25-01300,13,1,3,501,2
1838,1,N,1,2,N,0,25-00503,39,1,3,501,2
1839,2,6,1,1,0,0,25-01000,31,2,4,349,2
1840,2,1,1,1,5,0,25-00503,67,1,3,312,2
1841,2,1,1,1,6,0,25-01300,58,2,5,225,2
1842,2,4,1,2,8,0,25-00703,47,0,N,501,2
1843,1,1,1,1,8,0,25-00703,30,0,2,501,2
1844,2,1,1,1,3,0,25-01000,70,0,2,383,2
1845,2,1,1,1,2,0,25-01000,74,2,4,501,2
1846,2,6,1,1,5,0,25-00703,19,0,N,347,2
1847,2,6,1,1,6,0,25-00703,57,4,6,501,2
1848,2,1,1,1,9,0,25-01300,52,1,3,501,2
1849,1,6,1,1,2,0,25-00703,42,3,5,501,2
1850,1,6,1,1,1,0,25-00703,64,1,3,501,2
1851,2,3,1,0,5,0,25-00703,33,0,N,N,2
1852,1,6,1,1,1,0,25-01300,1,4,6,153,2
1853,1,N,1,1,N,0,25-01300,0,2,9,394,2
1854,2,6,1,1,0,2,25-01300,60,0,3,501,2
1855,2,1,6,1,7,0,25-01000,34,0,4,501,2
1856,1,1,1,1,8,0,25-01000,47,0,2,501,2
1857,1,1,1,1,8,0,25-00703,12,0,2,501,2
1858,1,1,1,2,4,0,25-01000,11,3,5,129,2
1859,2,1,1,1,6,0,25-00503,39,0,2,501,2
1860,2,1,1,2,6,0,25-01300,74,0,2,295,2
1861,2,1,1,1,6,0,25-01300,91,0,3,21,2
1862,2,N,1,1,N,0,25-00703,77,0,4,501,2
1863,2,N,1,1,N,0,25-00503,9,0,2,497,2
1864,2,N,1,1,N,0,25-00703,38,0,4,47,2
1865,1,6,1,1,6,0,25-00703,6,1,3,501,2
1866,1,6,1,0,1,0,25-00503,64,3,5,N,2
1867,2,1,1,0,2,0,25-02800,78,2,4,N,2
1868,1,N,1,2,3,0,25-02800,47,0,5,501,2
1869,1,1,9,1,6,0,25-01300,64,0,3,430,2
1870,1,N,1,1,N,0,25-00703,91,0,5,501,2
1871,1,N,1,1,N,0,25-01000,29,2,4,174,2
1872,1,6,1,1,0,0,25-00503,64,N,N,501,2
1873,1,6,1,1,3,0,25-01000,22,0,N,472,2
1874,1,6,1,2,0,0,25-01300,41,2,5,477,2
1875,1,N,1,2,N,0,25-00503,79,0,3,63,2
1876,2,3,1,1,7,0,25-01000,57,0,N,501,2
1877,2,6,9,1,1,0,25-00703,1,N,N,162,2
1878,2,1,9,1,6,0,25-02800,61,3,5,501,2
1879,1,N,6,1,N,0,25-00703,8,2,4,501,2
1880,1,1,2,1,4,0,25-01000,16,0,4,123,2
1881,2,3,1,1,7,0,25-00703,19,N,N,501,2
1882,2,6,1,2,1,0,25-02800,80,N,N,412,2
1883,2,6,1,1,2,0,25-01300,35,0,N,280,2
1884,1,N,1,2,N,0,25-00703,57,0,4,129,2
1885,1,1,1,1,8,0,25-00703,3,1,3,501,2
1886,2,1,1,1,9,0,25-00503,63,0,2,501,2
1887,1,3,6,1,7,4,25-00703,6,0,N,501,2
1888,1,6,1,2,5,0,25-01300,83,N,N,468,2
1889,1,6,1,2,1,0,25-00703,45,0,4,163,2
1890,1,6,1,1,6,0,25-00503,94,1,6,190,2
1891,1,1,1,1,6,0,25-00503,24,0,2,501,2
1892,2,1,1,2,6,0,25-01300,59,0,2,398,2
1893,2,1,1,1,6,0,25-00703,86,2,4,157,2
1894,2,1,1,1,9,0,25-02800,26,2,2,501,2
1895,2,1,1,1,9,0,25-00703,41,0,5,501,1
1896,1,1,1,1,4,0,25-02800,17,0,2,204,2
1897,1,1,1,1,8,0,25-00503,55,0,2,501,2
1898,1,2,1,1,0,0,25-00503,15,2,5,501,2
1899,1,1,1,1,9,0,25-01300,12,0,2,501,2
1900,1,1,1,1,4,0,25-00703,33,2,2,142,2
1901,2,1,1,2,0,0,25-00503,15,3,2,501,2
1902,1,N,1,1,N,0,25-00703,91,4,9,501,2
1903,1,N,1,1,N,0,25-01000,16,0,3,501,2
1904,1,2,6,1,5,0,25-01000,80,0,N,501,2
1905,1,1,1,1,8,0,25-01000,52,0,2,337,2
1906,1,1,9,1,6,0,25-00703,61,2,4,501,2
1907,1,4,1,1,5,0,25-01000,53,0,N,501,2
1908,1,1,1,1,4,0,25-00703,62,0,2,24,2
1909,2,1,1,1,9,0,25-00703,78,2,4,501,2
1910,2,6,1,1,5,0,25-02800,56,N,N,501,2
1911,1,6,1,2,2,0,25-01000,8,1,3,91,2
1912,1,1,9,1,8,0,25-00703,55,0,2,501,2
1913,1,1,1,1,8,0,25-02800,55,1,3,501,2
1914,2,6,1,1,0,0,25-00503,79,N,N,501,2
1915,1,1,1,1,7,0,25-00703,38,1,3,501,2
1916,1,1,6,1,9,0,25-02800,88,3,5,501,2
1917,1,6,1,1,8,4,25-00703,35,1,3,501,2
1918,2,1,1,1,7,0,25-00503,38,1,3,122,2
1919,1,6,1,1,0,3,25-01000,52,0,6,501,2
1920,1,1,1,1,9,0,25-01300,60,1,3,501,2
1921,1,3,1,2,3,0,25-00703,1,0,N,289,2
1922,1,4,1,0,2,0,25-01300,47,1,3,N,2
1923,2,1,1,0,1,0,25-00503,47,0,4,81,2
1924,2,1,1,2,0,0,25-00703,0,0,4,501,2
1925,1,1,1,1,0,0,25-02800,83,1,3,65,2
1926,2,2,9,1,5,0,25-01300,46,0,5,88,2
1927,2,1,1,1,4,0,25-01300,26,0,3,501,2
1928,1,4,1,1,8,0,25-00703,89,0,3,501,2
1929,1,1,1,2,2,0,25-00703,72,0,2,501,2
1930,1,1,2,1,4,0,25-00703,66,0,4,501,2
1931,1,6,6,1,7,0,25-00503,24,0,N,501,2
1932,1,1,1,1,6,0,25-00703,42,1,3,36,2
1933,1,1,1,1,7,4,25-01300,36,2,4,501,2
1934,1,N,1,2,N,0,25-00503,71,2,5,267,2
1935,2,1,1,1,9,0,25-01300,43,0,3,501,2
1936,2,6,1,1,3,0,25-00703,26,0,2,3,2
1937,2,6,1,1,9,0,25-01300,9,0,N,501,2
1938,1,1,1,1,8,0,25-02800,58,0,2,501,2
1939,2,6,1,1,7,0,25-00503,58,0,N,501,2
1940,1,1,1,1,9,0,25-00703,41,0,2,501,2
1941,1,1,6,1,7,0,25-00703,10,0,4,501,2
1942,2,4,1,1,9,0,25-00703,78,0,2,501,2
1943,2,N,1,1,N,0,25-01000,36,4,6,251,2
1944,1,1,1,1,9,0,25-00503,54,0,3,501,2
1945,1,1,1,2,8,0,25-01300,49,0,2,501,2
1946,1,N,1,1,N,0,25-00703,0,0,3,501,2
1947,1,1,1,1,6,0,25-00503,59,0,3,231,2
1948,2,1,1,1,0,0,25-00503,13,0,2,501,2
1949,2,6,1,1,1,0,25-00703,15,2,4,501,2
1950,1,1,1,1,7,4,25-01300,36,0,2,501,2
1951,1,1,1,1,6,0,25-00503,59,0,2,501,2
1952,2,6,1,1,9,0,25-00703,58,N,N,501,2
1953,2,6,1,2,1,0,25-00703,63,0,3,501,2
1954,2,N,1,1,N,0,25-01300,18,0,2,501,2
1955,2,1,1,2,1,0,25-00503,1,0,2,25,2
1956,2,N,1,2,N,0,25-01000,18,3,5,243,2
1957,2,1,1,1,7,0,25-01300,71,0,2,501,2
1958,1,6,1,0,1,0,25-02800,4,2,4,N,2
1959,2,3,1,1,0,0,25-00703,51,0,2,434,2
1960,1,6,1,2,0,0,25-00703,44,1,2,322,2
1961,1,3,1,1,8,0,25-00503,64,0,N,501,2
1962,2,4,1,1,2,0,25-01000,53,1,4,373,2
