SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,AGEP,HOUSING_TYPE,DVET,DEYE
1,N,1,1,N,2,17,1,N,2
2,1,1,1,5,5,66,1,N,2
1,6,1,1,0,4,18,1,N,2
2,1,1,1,3,7,71,1,N,2
2,6,2,2,0,3,14,1,N,2
2,1,1,1,5,7,73,1,N,2
2,N,1,1,N,N,10,1,N,2
2,N,1,1,N,N,5,1,N,2
2,N,1,2,N,3,7,1,N,2
1,6,8,2,4,5,28,1,N,2
2,1,6,1,0,9,35,1,N,2
1,3,1,0,4,7,78,2,N,2
2,1,1,1,3,5,68,1,N,2
1,1,1,1,8,7,42,1,N,2
1,4,1,2,6,7,54,1,N,2
1,1,1,1,8,9,58,1,N,2
2,6,1,2,5,7,28,1,N,2
2,1,1,1,7,9,23,1,N,2
2,4,1,2,3,5,52,1,N,2
1,N,1,1,N,3,8,1,N,2
1,4,1,1,9,9,66,1,N,2
1,6,1,1,5,7,28,1,N,2
2,6,1,1,3,7,31,1,N,2
1,6,1,2,5,7,24,1,N,2
2,N,1,2,N,1,19,1,N,2
2,1,1,1,0,9,26,1,N,2
2,1,2,1,5,7,38,1,N,2
1,1,1,1,8,9,61,1,N,2
1,1,1,1,8,9,70,1,N,2
1,6,9,1,4,5,36,1,N,2
2,4,1,1,5,5,47,1,N,2
2,N,2,2,N,3,13,1,N,2
2,1,1,1,3,5,63,1,N,2
2,6,1,1,0,5,27,1,N,2
1,1,1,1,9,9,62,1,N,2
2,1,1,1,7,10,71,1,N,2
1,6,1,1,6,7,25,1,N,2
2,1,1,1,0,5,22,1,N,2
2,4,1,2,3,5,62,1,N,2
1,3,1,1,7,7,73,1,N,2
2,6,1,1,0,4,12,1,N,2
1,6,1,1,0,4,19,1,N,2
2,1,1,1,0,9,51,1,N,2
1,6,1,1,0,4,17,1,N,2
2,1,1,1,3,5,83,1,N,2
2,1,1,1,0,9,31,1,N,2
1,6,1,1,0,4,22,1,N,2
2,N,2,2,N,3,9,1,N,2
2,1,1,1,8,9,34,1,N,2
2,1,1,1,0,7,33,1,N,2
1,1,1,1,8,9,31,1,N,2
1,6,1,2,0,4,13,1,N,2
2,6,1,1,0,7,32,1,N,2
2,1,6,1,9,10,54,1,N,2
1,6,1,1,N,3,17,1,N,2
2,N,1,0,N,3,13,2,N,2
1,6,8,1,4,7,27,1,N,2
2,6,1,1,0,4,17,1,N,2
2,N,1,2,N,3,11,1,N,2
1,6,1,2,4,5,33,1,N,2
1,6,1,1,0,4,18,1,N,2
1,1,1,1,5,7,38,1,N,2
1,6,1,1,6,9,19,1,N,2
1,1,1,1,9,9,72,1,N,2
2,1,1,1,3,5,67,1,N,2
1,6,1,1,0,4,19,1,N,2
2,N,1,1,N,3,5,1,N,2
2,N,6,1,N,1,6,1,N,2
2,1,1,1,3,5,51,1,N,2
2,6,1,0,0,3,14,2,N,2
2,N,1,2,N,3,4,1,N,2
2,6,1,1,0,7,34,1,N,2
1,N,1,1,N,3,19,1,N,2
2,1,1,1,8,9,33,1,N,2
2,1,1,1,3,5,78,1,N,2
1,6,1,2,6,7,29,1,N,2
1,1,1,2,8,9,54,1,N,2
1,1,1,1,7,7,52,1,N,2
1,1,1,1,9,10,78,1,N,2
1,6,1,1,5,5,31,1,N,2
1,1,1,1,8,9,34,1,N,2
1,1,1,1,6,7,36,1,N,2
1,6,1,2,0,4,17,1,N,2
1,1,1,2,6,7,65,1,N,2
2,1,1,1,7,9,37,1,N,2
2,1,1,1,8,9,37,1,N,2
1,6,1,1,N,3,23,1,N,2
2,1,1,1,8,9,46,1,N,2
2,1,1,1,7,9,60,1,N,2
1,6,1,2,5,5,15,1,N,2
1,4,1,1,8,7,59,1,N,2
1,1,1,2,6,7,42,1,N,2
2,1,1,1,5,7,37,1,N,2
2,N,6,1,N,3,12,1,N,2
1,6,1,1,6,9,28,1,N,2
2,1,9,1,0,4,33,1,N,2
2,1,1,1,9,9,58,1,N,2
2,N,1,2,N,3,5,1,N,2
2,1,1,1,7,9,41,1,N,2
1,1,1,1,9,9,54,1,N,2
1,1,1,1,9,9,35,1,N,2
2,1,2,2,2,5,20,1,N,2
2,6,1,1,0,5,16,1,N,2
2,6,1,1,0,5,18,1,N,2
1,6,8,1,0,4,24,1,N,2
2,6,5,1,5,5,43,1,N,2
2,1,1,1,7,7,69,1,N,2
2,1,1,2,4,5,40,1,N,2
2,6,1,2,3,5,32,1,N,2
1,6,1,1,N,3,16,1,N,2
2,4,1,2,3,5,62,1,N,2
1,6,1,1,N,2,15,1,N,2
1,6,1,1,0,4,20,1,N,2
1,6,1,1,0,7,26,1,N,2
1,6,6,1,0,4,14,1,N,2
1,6,1,1,0,4,24,1,N,2
2,6,1,2,3,5,27,1,N,2
1,6,1,2,0,4,16,1,N,2
1,1,1,1,6,7,65,1,N,2
2,1,1,1,7,9,26,1,N,2
2,N,1,1,N,3,6,1,N,2
1,6,1,2,0,4,17,1,N,2
1,N,1,2,N,3,5,1,N,2
2,N,1,2,N,1,8,1,N,2
2,6,1,0,0,6,53,2,N,2
1,6,1,1,0,4,19,1,N,2
2,1,1,1,8,9,57,1,N,2
1,6,1,1,0,4,17,1,N,2
1,6,1,1,0,3,12,1,N,2
1,1,1,1,8,9,52,1,N,2
2,1,1,2,3,5,61,1,N,2
1,1,1,1,9,9,44,1,N,2
1,1,1,1,9,9,56,1,N,2
2,1,1,1,0,5,52,1,N,2
2,4,1,2,3,5,76,1,N,2
2,1,1,1,3,4,49,1,N,2
1,1,1,1,7,7,67,1,N,2
2,1,1,1,8,9,40,1,N,2
2,6,1,2,0,3,15,1,N,2
1,1,1,1,8,9,47,1,N,2
1,1,1,1,7,7,75,1,N,2
1,6,1,2,0,4,20,1,N,2
1,1,1,1,9,9,61,1,N,2
2,4,1,2,3,5,64,1,N,2
1,1,1,1,7,7,49,1,N,2
1,1,1,1,7,9,37,1,N,2
2,1,1,1,6,9,58,1,N,2
2,1,1,1,5,9,32,1,N,2
2,N,1,1,N,3,17,1,N,2
1,4,1,2,4,5,53,1,N,2
2,1,1,1,8,9,57,1,N,2
2,6,1,1,0,4,17,1,N,2
1,6,1,1,N,3,20,1,N,2
1,6,1,1,0,4,19,1,N,2
2,6,1,1,0,5,29,1,N,2
1,6,1,1,0,4,13,1,N,2
2,N,1,2,N,3,10,1,N,2
2,1,1,1,3,5,73,1,N,2
1,6,1,2,N,4,11,1,N,2
2,6,1,1,N,2,13,1,N,2
2,1,1,1,6,7,65,1,N,2
1,6,1,1,0,4,20,1,N,2
2,1,1,1,0,7,68,1,N,2
1,1,1,1,8,9,31,1,N,2
1,N,8,1,N,3,13,1,N,2
1,1,1,1,8,7,68,1,N,2
1,6,2,2,3,7,23,1,N,2
2,6,1,1,0,5,30,1,N,2
1,1,1,1,8,7,35,1,N,2
1,1,1,1,8,7,74,1,N,2
1,4,1,2,6,7,41,1,N,2
2,4,1,2,3,5,70,1,N,2
1,N,1,2,N,3,9,1,N,2
2,1,1,1,3,7,41,1,N,2
1,1,1,1,9,10,69,1,N,2
1,1,1,2,7,7,36,1,N,2
2,6,1,1,0,3,19,1,N,2
1,6,1,2,0,4,22,1,N,2
2,1,6,1,0,9,31,1,N,2
1,1,1,1,8,9,35,1,N,2
1,N,1,1,N,3,6,1,N,2
1,6,1,1,8,9,25,1,N,2
2,6,1,1,N,1,9,1,N,2
2,1,1,1,7,9,30,1,N,2
2,1,1,1,3,5,44,1,N,2
1,6,1,1,6,7,45,1,N,2
2,1,1,1,5,7,36,1,N,2
2,N,1,2,N,3,19,1,N,2
1,4,1,2,7,7,64,1,N,2
2,1,1,1,6,7,63,1,N,2
2,6,1,1,0,4,19,1,N,2
2,N,1,1,N,3,15,1,N,2
2,1,1,1,0,9,36,1,N,2
2,N,1,1,0,3,11,1,N,2
1,N,1,1,N,3,3,1,N,2
2,6,1,1,0,4,20,1,N,2
2,1,1,1,7,9,29,1,N,2
1,1,1,1,8,9,30,1,N,2
2,3,1,1,3,5,81,1,N,2
1,1,1,1,8,9,52,1,N,2
2,1,1,1,5,9,41,1,N,2
1,6,1,1,0,4,22,1,N,2
1,N,1,2,N,3,15,1,N,2
2,1,1,1,5,5,66,1,N,2
1,N,2,1,N,2,13,1,N,2
1,6,2,0,4,6,29,2,N,2
2,N,1,2,N,3,12,1,N,2
2,1,1,1,3,5,62,1,N,2
1,4,1,0,4,5,59,2,N,2
1,1,1,1,7,7,32,1,N,2
2,1,1,1,0,7,56,1,N,2
2,1,1,1,6,7,58,1,N,2
1,1,1,1,9,9,60,1,N,2
1,1,1,1,8,10,62,1,N,2
1,6,1,2,5,7,30,1,N,2
1,6,1,2,6,7,30,1,N,2
2,N,1,1,N,3,11,1,N,2
1,6,8,2,6,5,29,1,N,2
2,6,1,1,0,5,22,1,N,2
1,N,1,1,N,3,11,1,N,2
1,6,1,1,4,5,31,1,N,2
1,1,1,1,9,9,63,1,N,2
1,6,1,2,N,3,13,1,N,2
1,6,1,1,7,9,36,1,N,2
2,6,1,1,0,4,14,1,N,2
1,1,1,2,5,7,36,1,N,2
1,6,1,1,0,4,26,1,N,2
1,1,1,1,5,7,52,1,N,2
2,6,1,2,2,4,16,1,N,2
2,1,1,1,8,9,42,1,N,2
2,1,1,1,7,9,43,1,N,2
2,1,1,1,4,5,59,1,N,2
2,1,1,1,0,5,41,1,N,2
2,1,1,1,4,7,37,1,N,2
1,1,1,2,5,7,40,1,N,2
1,6,1,1,0,4,17,1,N,2
1,6,1,1,0,4,18,1,N,2
2,1,1,1,5,7,48,1,N,2
2,1,1,1,0,9,48,1,N,2
2,1,1,1,0,9,64,1,N,2
2,N,1,2,N,3,9,1,N,2
2,1,1,1,7,9,48,1,N,2
2,3,1,1,3,5,75,1,N,2
2,4,1,1,3,5,64,1,N,2
2,4,1,1,5,5,58,1,N,2
2,1,1,1,4,7,60,1,N,2
2,1,1,1,7,9,27,1,N,2
2,1,1,1,8,9,73,1,N,2
1,1,1,1,9,9,63,1,N,2
1,N,1,2,N,3,14,1,N,2
2,6,1,1,0,5,26,1,N,2
1,4,1,2,6,7,38,1,N,2
1,1,1,1,9,9,34,1,N,2
1,1,1,2,6,7,58,1,N,2
2,6,1,2,0,3,18,1,N,2
1,6,2,0,4,7,47,2,N,2
2,N,1,1,N,3,11,1,N,2
2,4,1,1,3,5,68,1,N,2
2,N,1,1,N,3,13,1,N,2
2,1,1,1,3,4,56,1,N,2
2,1,1,1,3,5,67,1,N,2
2,N,1,1,0,3,13,1,N,2
1,1,1,1,8,9,44,1,N,2
2,4,1,2,4,5,63,1,N,2
1,6,1,1,0,4,11,1,N,2
1,1,1,1,8,7,60,1,N,2
1,1,1,1,6,7,41,1,N,2
2,N,1,2,N,3,7,1,N,2
2,1,1,1,6,7,64,1,N,2
2,N,1,1,N,2,16,1,N,2
1,1,1,1,8,7,67,1,N,2
1,6,1,1,0,4,11,1,N,2
2,6,1,1,0,4,27,1,N,2
2,6,1,1,0,3,19,1,N,2
1,N,9,1,N,3,5,1,N,2
2,N,1,1,N,3,8,1,N,2
2,N,1,1,N,3,11,1,N,2
1,6,1,1,0,3,20,1,N,2
1,1,8,2,7,7,35,1,N,2
1,1,1,1,8,9,43,1,N,2
1,6,1,1,7,9,22,1,N,2
2,1,1,1,6,7,64,1,N,2
1,4,1,2,6,7,66,1,N,2
2,6,1,2,0,3,13,1,N,2
1,6,1,1,5,7,45,1,N,2
2,N,1,1,N,3,17,1,N,2
1,6,6,1,0,4,21,1,N,2
2,1,1,1,0,9,48,1,N,2
2,N,1,1,N,3,9,1,N,2
2,1,1,1,3,7,63,1,N,2
2,1,1,1,6,7,53,1,N,2
1,6,1,2,N,3,16,1,N,2
1,1,1,1,8,9,67,1,N,2
1,6,1,1,5,7,27,1,N,2
1,1,1,1,8,9,35,1,N,2
2,N,1,1,N,3,22,1,N,2
1,6,9,2,N,3,25,1,N,2
1,6,2,2,0,4,17,1,N,2
2,6,1,1,0,4,19,1,N,2
2,6,1,1,0,4,27,1,N,2
2,6,1,1,0,7,16,1,N,2
1,1,1,1,7,7,57,1,N,2
1,N,8,2,N,3,4,1,N,2
1,N,1,1,N,3,13,1,N,2
1,N,1,1,N,3,26,1,N,2
1,4,1,1,6,7,73,1,N,2
2,1,1,1,3,5,64,1,N,2
2,6,1,2,2,5,66,1,N,2
1,6,1,1,0,7,21,1,N,2
1,1,8,1,9,9,38,1,N,2
1,6,1,2,4,5,23,1,N,2
2,6,1,1,2,3,19,1,N,2
2,1,1,1,7,9,41,1,N,2
2,N,1,1,N,3,8,1,N,2
2,6,1,2,3,5,31,1,N,2
2,6,1,1,0,3,22,1,N,2
1,1,1,1,7,7,59,1,N,2
2,1,1,1,8,9,62,1,N,2
2,1,1,1,8,9,31,1,N,2
1,1,1,1,8,7,74,1,N,2
2,6,1,1,0,3,20,1,N,2
2,3,1,1,5,5,80,1,N,2
1,1,1,1,8,9,36,1,N,2
1,1,1,1,8,9,57,1,N,2
2,6,1,0,2,3,22,3,N,2
1,N,1,1,N,3,19,1,N,2
2,3,1,1,4,5,78,1,N,2
2,1,1,1,6,7,53,1,N,2
2,1,1,1,3,5,76,1,N,2
1,1,1,1,9,9,48,1,N,2
2,4,1,2,3,5,62,1,N,2
2,6,1,1,0,4,20,1,N,2
1,4,1,2,5,5,53,1,N,2
2,N,1,0,N,3,16,3,N,2
1,6,1,2,3,5,23,1,N,2
1,6,1,2,0,4,23,1,N,2
1,6,1,1,0,7,24,1,N,2
2,6,1,1,0,4,22,1,N,2
2,1,1,1,6,7,37,1,N,2
2,6,1,1,0,7,29,1,N,2
2,1,6,1,6,9,21,1,N,2
1,1,1,1,8,9,34,1,N,2
1,6,1,1,N,2,0,1,N,2
2,1,1,1,8,9,37,1,N,2
1,1,1,1,8,9,66,1,N,2
1,6,1,1,0,4,15,1,N,2
2,4,1,2,3,5,70,1,N,2
1,3,1,1,8,7,65,1,N,2
1,6,1,1,8,9,31,1,N,2
1,6,1,1,N,2,14,1,N,2
1,1,2,1,7,9,34,1,N,2
2,1,1,1,0,9,48,1,N,2
1,1,1,1,9,9,25,1,N,2
2,6,6,1,N,3,14,1,N,2
1,6,8,2,5,5,32,1,N,2
2,1,1,1,0,9,42,1,N,2
2,6,1,2,0,4,15,1,N,2
1,1,1,1,7,7,50,1,N,2
1,1,1,1,9,9,78,1,N,2
2,1,1,2,3,5,60,1,N,2
1,1,1,1,8,9,52,1,N,2
2,6,1,1,0,3,21,1,N,2
2,1,6,1,0,9,34,1,N,2
1,6,1,2,0,3,23,1,N,2
1,6,2,1,0,4,17,1,N,2
2,1,1,1,5,7,66,1,N,2
1,3,1,1,7,7,82,1,N,2
1,1,1,1,7,7,57,1,N,2
1,6,1,2,0,4,18,1,N,2
1,1,1,1,9,9,54,1,N,2
2,1,1,1,8,9,51,1,N,2
2,1,1,1,3,5,59,1,N,2
2,1,1,1,5,9,65,1,N,2
1,1,1,1,7,7,44,1,N,2
2,1,1,1,3,5,29,1,N,2
2,N,1,1,N,3,8,1,N,2
1,6,1,1,0,4,23,1,N,2
2,6,1,1,2,5,25,1,N,2
2,N,1,2,0,3,10,1,N,2
1,6,1,2,0,4,17,1,N,2
1,1,1,1,5,7,24,1,N,2
2,1,1,1,2,7,53,1,N,2
2,3,1,1,3,5,72,1,N,2
2,4,1,0,3,5,45,2,N,2
2,N,1,1,N,3,16,1,N,2
2,1,1,1,7,9,26,1,N,2
1,1,1,1,7,7,46,1,N,2
2,1,1,1,7,9,53,1,N,2
1,1,1,1,8,9,64,1,N,2
1,N,9,1,N,3,9,1,N,2
2,3,1,2,3,5,85,1,N,2
1,1,1,1,8,7,59,1,N,2
1,6,1,2,5,5,26,1,N,2
2,1,6,1,7,9,37,1,N,2
1,6,2,1,0,4,16,1,N,2
2,6,6,1,0,9,24,1,N,2
2,N,1,2,N,3,16,1,N,2
1,1,1,1,8,9,73,1,N,2
1,6,2,2,4,5,25,1,N,2
1,N,8,1,N,3,18,1,N,2
1,4,1,1,6,7,56,1,N,2
1,N,1,2,N,3,16,1,N,2
1,1,1,1,8,7,47,1,N,2
1,6,1,2,0,4,17,1,N,2
2,1,6,1,8,9,38,1,N,2
1,1,1,1,8,7,43,1,N,2
2,1,1,1,9,9,41,1,N,2
1,4,1,2,7,7,62,1,N,2
1,1,1,1,7,7,57,1,N,2
1,3,1,1,8,9,83,1,N,2
2,6,1,2,0,3,13,1,N,2
2,3,1,1,3,5,78,1,N,2
2,6,1,1,0,3,12,1,N,2
2,N,2,2,N,3,7,1,N,2
1,1,1,1,8,7,59,1,N,2
1,1,1,1,8,7,38,1,N,2
1,6,1,1,N,3,11,1,N,2
1,N,1,1,N,2,13,1,N,2
2,1,1,1,5,7,38,1,N,2
1,N,1,1,N,3,11,1,N,2
2,1,1,1,5,9,43,1,N,2
1,1,1,1,9,9,28,1,N,2
2,1,1,1,6,9,48,1,N,2
1,1,1,1,8,7,59,1,N,2
2,6,1,1,5,5,24,1,N,2
2,1,1,1,3,5,67,1,N,2
2,1,1,1,8,9,55,1,N,2
1,1,1,1,8,9,33,1,N,2
2,1,1,1,0,9,35,1,N,2
2,4,1,2,3,5,61,1,N,2
1,4,1,2,6,5,44,1,N,2
1,6,1,2,0,4,11,1,N,2
2,6,1,1,0,5,27,1,N,2
2,3,1,1,3,4,72,1,N,2
2,6,1,1,0,4,16,1,N,2
2,N,1,1,N,2,6,1,N,2
1,6,1,2,2,4,19,1,N,2
1,1,1,1,9,9,48,1,N,2
2,1,1,1,0,9,71,1,N,2
2,1,1,1,3,5,48,1,N,2
2,1,1,1,3,5,48,1,N,2
2,1,1,1,3,4,60,1,N,2
2,1,2,1,4,7,40,1,N,2
1,6,1,1,0,4,23,1,N,2
2,N,1,1,N,2,16,1,N,2
1,6,2,2,6,5,21,1,N,2
1,6,1,2,5,5,29,1,N,2
2,1,1,1,6,9,64,1,N,2
1,1,1,1,8,7,45,1,N,2
2,1,1,1,3,5,65,1,N,2
2,N,1,1,N,1,13,1,N,2
1,6,1,2,7,7,26,1,N,2
1,N,1,1,N,2,11,1,N,2
2,1,2,1,0,5,39,1,N,2
2,1,1,2,4,7,31,1,N,2
1,6,2,2,0,4,19,1,N,2
1,N,1,1,N,3,5,1,N,2
2,3,1,1,3,5,71,1,N,2
1,6,1,1,6,9,23,1,N,2
1,1,1,1,8,7,58,1,N,2
2,N,1,2,N,N,8,1,N,2
2,6,1,2,3,5,19,1,N,2
2,6,1,1,0,9,32,1,N,2
2,1,1,1,8,9,34,1,N,2
2,4,2,0,2,7,64,2,N,2
1,6,1,2,0,4,19,1,N,2
1,6,1,1,0,4,17,1,N,2
2,6,1,1,0,4,24,1,N,2
2,6,1,1,0,4,16,1,N,2
2,N,1,0,N,3,12,3,N,2
1,6,1,2,0,4,13,1,N,2
2,1,1,1,3,5,70,1,N,2
1,6,1,1,5,7,28,1,N,2
2,N,1,1,N,3,11,1,N,2
1,3,1,1,8,7,78,1,N,2
2,N,1,2,N,2,12,1,N,2
2,N,1,1,N,2,21,1,N,2
1,6,1,1,0,4,21,1,N,2
1,3,1,1,7,7,79,1,N,2
1,1,1,1,9,9,54,1,N,2
2,3,1,2,3,5,84,1,N,2
1,6,1,2,7,7,25,1,N,2
2,1,1,1,3,5,25,1,N,2
2,1,1,1,6,7,55,1,N,2
2,N,2,0,N,3,7,3,N,2
2,1,1,1,0,9,30,1,N,2
1,4,1,1,6,7,67,1,N,2
2,1,1,1,8,9,33,1,N,2
1,1,1,1,9,9,73,1,N,2
1,6,1,2,8,9,32,1,N,2
1,1,1,1,8,9,35,1,N,2
1,3,1,1,8,7,73,1,N,2
2,1,1,1,3,5,71,1,N,2
1,1,1,1,8,9,40,1,N,2
2,N,1,1,N,3,15,1,N,2
1,1,1,1,6,7,44,1,N,2
2,1,1,2,3,4,56,1,N,2
2,1,1,1,3,5,61,1,N,2
2,N,1,1,N,2,13,1,N,2
1,6,8,2,9,9,33,1,N,2
1,6,1,1,0,9,21,1,N,2
1,1,1,1,8,9,34,1,N,2
1,1,1,1,8,7,62,1,N,2
2,1,1,1,3,5,69,1,N,2
1,N,1,1,N,3,9,1,N,2
2,N,1,1,N,3,16,1,N,2
1,6,1,2,6,7,27,1,N,2
2,3,1,1,3,4,70,1,N,2
1,1,1,1,8,7,66,1,N,2
2,4,1,2,5,7,61,1,N,2
1,6,1,1,0,4,19,1,N,2
2,6,1,0,0,3,12,3,N,2
1,1,8,1,7,9,39,1,N,2
1,1,1,1,7,7,55,1,N,2
1,N,1,1,N,3,11,1,N,2
2,4,1,0,3,5,74,2,N,2
1,N,1,1,N,3,10,1,N,2
1,6,1,1,0,4,13,1,N,2
2,6,1,1,3,5,28,1,N,2
1,N,1,1,N,3,20,1,N,2
2,1,1,1,3,7,63,1,N,2
2,1,1,1,7,7,62,1,N,2
1,1,1,1,5,7,55,1,N,2
2,6,1,0,0,7,20,2,N,2
2,1,1,1,8,9,54,1,N,2
2,3,1,1,3,5,86,1,N,2
1,1,1,1,9,9,40,1,N,2
1,6,1,1,0,4,13,1,N,2
1,6,1,1,0,4,16,1,N,2
2,1,1,1,0,9,73,1,N,2
1,1,1,1,9,9,56,1,N,2
2,1,1,1,0,7,69,1,N,2
1,1,1,1,8,9,47,1,N,2
1,1,1,1,7,7,36,1,N,2
1,1,1,1,9,9,65,1,N,2
1,6,1,1,0,4,13,1,N,2
1,6,6,1,0,4,14,1,N,2
1,6,1,1,0,4,17,1,N,2
1,1,1,1,7,7,34,1,N,2
2,6,1,1,0,5,24,1,N,2
2,1,1,1,5,5,58,1,N,2
2,N,1,1,N,3,14,1,N,2
2,1,1,1,0,9,28,1,N,2
2,1,1,1,8,9,56,1,N,2
1,N,1,1,N,3,12,1,N,2
2,6,1,2,3,3,15,1,N,2
1,6,1,1,0,4,15,1,N,2
1,6,1,2,7,7,34,1,N,2
1,1,1,2,4,5,55,1,N,2
1,1,1,1,9,9,37,1,N,2
1,1,1,1,9,9,79,1,N,2
1,1,1,1,8,9,35,1,N,2
2,6,1,1,0,3,11,1,N,2
2,6,1,1,3,5,30,1,N,2
2,N,1,1,N,3,7,1,N,2
1,6,1,1,0,7,23,1,N,2
2,4,1,2,4,5,58,1,N,2
2,1,1,2,3,5,68,1,N,2
1,6,2,2,0,4,20,1,N,2
2,1,1,1,7,9,41,1,N,2
2,N,1,1,N,3,8,1,N,2
1,1,1,1,8,9,64,1,N,2
1,6,8,2,4,4,17,1,N,2
1,6,1,1,N,1,11,1,N,2
2,N,1,2,N,3,18,1,N,2
2,4,1,2,5,5,56,1,N,2
1,4,1,2,6,7,42,1,N,2
1,4,1,2,9,9,36,1,N,2
1,4,1,1,9,7,64,1,N,2
2,1,6,1,4,9,28,1,N,2
2,1,1,1,0,7,66,1,N,2
2,4,1,2,3,5,75,1,N,2
1,6,1,1,N,2,5,1,N,2
2,1,1,1,0,7,22,1,N,2
1,4,1,2,9,7,62,1,N,2
1,N,9,2,N,3,7,1,N,2
2,N,1,2,N,3,17,1,N,2
1,6,1,1,5,5,33,1,N,2
2,1,1,1,7,9,48,1,N,2
1,N,1,1,N,3,9,1,N,2
2,6,1,1,0,3,19,1,N,2
1,1,1,1,8,9,57,1,N,2
1,1,1,1,7,7,38,1,N,2
2,6,1,1,0,3,23,1,N,2
2,1,1,1,7,9,39,1,N,2
1,6,1,1,0,4,22,1,N,2
1,1,1,1,6,7,52,1,N,2
1,1,6,1,9,9,50,1,N,2
1,1,1,1,8,10,78,1,N,2
1,6,1,2,N,1,11,1,N,2
1,1,1,1,8,7,62,1,N,2
2,1,6,1,8,9,40,1,N,2
2,1,1,1,0,9,36,1,N,2
1,N,1,1,N,3,16,1,N,2
1,1,1,1,9,9,59,1,N,2
2,1,1,1,0,7,39,1,N,2
1,4,1,1,7,7,67,1,N,2
1,1,1,1,8,9,27,1,N,2
1,1,1,1,9,9,53,1,N,2
1,6,1,2,N,4,10,1,N,2
2,6,1,1,0,7,27,1,N,2
2,1,6,1,8,10,56,1,N,2
2,2,1,1,2,3,18,1,N,2
1,1,2,1,7,9,53,1,N,2
1,N,1,1,N,3,8,1,N,2
2,4,1,2,3,5,60,1,N,2
2,1,1,1,8,9,31,1,N,2
2,3,1,1,5,7,78,1,N,2
2,1,1,1,5,7,68,1,N,2
1,1,1,1,8,9,36,1,N,2
1,6,1,1,0,4,19,1,N,2
2,N,1,2,N,N,6,1,N,2
1,1,1,1,8,9,59,1,N,2
1,1,1,1,7,7,60,1,N,2
1,3,1,1,8,7,79,1,N,2
1,6,1,1,N,3,9,1,N,2
2,1,1,1,4,7,62,1,N,2
2,N,1,2,N,3,16,1,N,2
1,4,1,2,7,7,36,1,N,2
1,6,1,2,0,3,24,1,N,2
1,6,1,2,4,5,24,1,N,2
1,6,1,1,N,4,15,1,N,2
2,4,1,2,4,5,63,1,N,2
2,1,1,1,3,5,66,1,N,2
2,6,1,1,2,4,24,1,N,2
1,1,1,1,9,9,39,1,N,2
2,1,1,1,7,9,30,1,N,2
2,1,1,1,0,9,23,1,N,2
1,1,1,1,8,9,51,1,N,2
2,N,2,2,N,3,15,1,N,2
2,N,1,2,N,3,11,1,N,2
1,6,1,1,N,3,11,1,N,2
1,4,1,1,8,7,58,1,N,2
1,6,1,1,0,7,22,1,N,2
1,1,1,1,9,9,44,1,N,2
1,N,1,1,N,3,6,1,N,2
2,6,1,2,4,5,42,1,N,2
1,1,1,1,8,9,53,1,N,2
2,6,1,1,N,1,11,1,N,2
2,N,1,1,N,N,7,1,N,2
1,6,1,1,0,4,19,1,N,2
1,1,6,1,8,9,51,1,N,2
2,1,2,1,5,7,29,1,N,2
2,N,1,1,N,3,12,1,N,2
2,1,1,1,7,9,60,1,N,2
1,1,1,1,7,9,27,1,N,2
2,1,1,1,8,9,37,1,N,2
2,1,1,1,7,9,25,1,N,2
1,N,1,2,N,3,7,1,N,2
2,N,1,1,N,3,7,1,N,2
1,1,1,1,8,9,26,1,N,2
2,6,1,2,3,5,27,1,N,2
2,6,1,1,N,3,14,1,N,2
2,1,1,1,4,5,68,1,N,2
2,N,1,1,N,3,13,1,N,2
1,1,1,1,8,7,66,1,N,2
1,3,1,1,8,7,69,1,N,2
1,6,1,1,0,4,15,1,N,2
2,1,1,1,4,7,46,1,N,2
1,N,9,1,N,1,4,1,N,2
2,1,1,1,0,3,29,1,N,2
1,1,1,1,9,9,59,1,N,2
2,6,1,1,0,4,26,1,N,2
1,6,1,1,N,2,5,1,N,2
2,1,1,1,2,5,90,1,N,2
1,3,1,1,8,7,86,1,N,2
1,6,1,1,0,4,18,1,N,2
1,1,1,2,8,7,30,1,N,2
1,6,8,1,4,4,16,1,N,2
2,1,1,1,4,7,26,1,N,2
2,1,1,1,7,9,65,1,N,2
2,1,1,1,6,7,61,1,N,2
1,6,1,1,0,4,20,1,N,2
2,6,1,2,3,5,29,1,N,2
1,1,1,1,7,9,33,1,N,2
1,6,1,1,N,2,14,1,N,2
1,N,2,2,N,3,9,1,N,2
1,6,1,1,0,7,28,1,N,2
1,4,1,2,8,7,69,1,N,2
2,4,1,1,3,5,70,1,N,2
2,1,1,1,3,5,69,1,N,2
2,1,1,1,0,9,47,1,N,2
1,6,1,2,5,7,20,1,N,2
2,1,1,1,3,7,39,1,N,2
2,N,1,2,N,3,12,1,N,2
2,1,1,1,0,9,37,1,N,2
1,6,1,2,N,3,16,1,N,2
2,1,1,1,0,5,60,1,N,2
2,1,1,1,7,7,63,1,N,2
2,1,1,1,5,9,40,1,N,2
2,1,1,1,0,9,38,1,N,2
2,1,1,1,3,7,58,1,N,2
1,1,1,1,6,7,41,1,N,2
1,1,2,1,7,7,50,1,N,2
2,1,1,1,0,5,54,1,N,2
1,6,1,1,0,7,28,1,N,2
