SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,AGEP,HOUSING_TYPE,DVET,DEYE
1,1,1,1,8,10,48,1,N,2
2,1,6,1,1,9,25,1,N,2
1,N,2,2,0,3,14,1,N,2
2,1,1,1,2,1,72,1,N,2
2,1,8,1,0,5,53,1,N,2
1,6,1,2,5,9,28,1,N,2
1,N,1,0,0,3,3,2,N,2
1,6,1,2,7,9,28,1,N,2
2,1,2,2,7,9,81,1,N,2
1,6,6,2,8,9,30,1,N,2
1,1,1,2,8,9,36,1,N,2
2,4,2,2,8,7,70,1,N,2
2,1,1,2,4,9,42,1,N,2
1,6,2,1,0,4,52,1,N,2
1,1,1,1,7,10,59,1,N,2
2,4,1,1,5,9,71,1,N,2
1,1,1,1,8,10,59,1,N,2
2,3,2,2,5,5,81,1,N,2
1,1,1,1,6,10,59,1,N,2
1,1,1,1,8,10,59,1,N,2
1,N,1,2,0,3,4,1,N,2
2,1,1,1,2,9,56,1,N,2
2,6,1,1,0,4,37,1,N,2
2,1,1,1,0,9,66,1,N,2
1,1,1,1,6,9,23,1,N,2
1,4,1,2,8,10,41,1,N,2
1,6,6,2,0,3,23,1,N,2
1,N,1,1,0,1,46,1,N,2
2,3,2,1,4,5,75,1,N,2
2,6,2,2,1,7,26,1,N,2
2,1,6,2,4,9,23,1,N,2
2,6,1,1,2,5,44,1,N,2
1,6,1,1,8,9,29,1,N,2
1,6,1,0,1,7,23,3,N,2
2,6,1,1,8,9,33,1,N,2
1,6,1,2,5,7,27,1,N,2
1,6,1,2,8,9,28,1,N,2
2,6,2,2,0,4,15,1,N,2
2,1,2,2,7,9,33,1,N,2
2,4,1,2,2,9,75,1,N,2
2,3,2,1,4,5,79,1,N,2
1,6,1,0,7,9,23,3,N,2
1,N,1,1,0,3,18,1,N,2
2,1,6,1,4,10,58,1,N,2
1,1,8,1,6,7,54,1,N,2
2,6,2,2,2,5,34,1,N,2
2,6,1,2,0,7,34,1,N,2
2,N,6,2,0,3,11,1,N,2
1,1,1,2,8,10,36,1,N,2
2,1,1,1,3,5,65,1,N,2
1,1,1,1,2,5,65,1,N,2
2,1,1,1,3,5,57,1,N,2
1,1,1,1,5,7,39,1,N,2
2,1,1,1,2,1,63,1,N,2
1,1,2,1,3,5,54,1,N,2
2,1,8,1,0,4,45,1,N,2
1,1,1,2,8,10,33,1,N,2
1,3,2,1,8,7,72,1,N,2
2,1,1,1,0,5,34,1,N,2
2,N,1,1,N,3,8,1,N,2
2,6,2,1,4,7,31,1,N,2
1,1,2,1,7,7,61,1,N,2
1,1,2,1,3,5,61,1,N,2
2,6,1,2,2,5,33,1,N,2
2,6,8,2,0,4,22,1,N,2
1,1,1,2,8,10,33,1,N,2
2,6,2,2,0,4,41,1,N,2
2,6,2,0,0,7,26,3,N,2
1,6,1,0,5,7,31,3,N,2
1,N,2,2,N,1,9,1,N,2
2,1,2,2,6,9,38,1,N,2
2,1,1,1,8,9,58,1,N,2
2,1,1,1,4,9,67,1,N,2
2,1,1,1,5,9,62,1,N,2
2,1,1,1,6,9,44,1,N,2
1,1,2,1,6,7,57,1,N,2
2,N,1,1,N,3,10,1,N,2
1,6,1,1,7,9,34,1,N,2
1,6,6,2,8,9,36,1,N,2
2,4,2,1,8,7,66,1,N,2
1,1,6,2,4,10,79,1,N,2
1,N,6,2,0,3,15,1,N,2
2,4,1,1,7,7,72,1,N,2
1,1,1,1,4,7,62,1,N,2
2,3,1,2,2,9,79,1,N,2
1,6,6,1,1,7,35,1,N,2
2,6,8,2,0,3,35,1,N,2
1,1,1,1,8,10,56,1,N,2
1,1,1,1,7,7,61,1,N,2
1,6,2,0,0,7,33,2,N,2
2,1,1,1,3,7,46,1,N,2
1,6,2,0,0,7,34,3,N,2
2,6,2,2,4,7,29,1,N,2
2,6,1,0,0,7,35,3,N,2
1,N,2,2,N,N,2,1,N,2
1,1,1,1,8,10,75,1,N,2
1,1,2,2,5,5,48,1,N,2
1,6,1,1,8,9,41,1,N,2
1,1,2,1,4,5,57,1,N,2
2,1,6,1,8,10,20,1,N,2
1,6,1,0,0,7,28,3,N,2
2,1,2,2,2,5,75,1,N,2
1,1,1,1,4,7,68,1,N,2
2,3,2,2,2,5,73,1,N,2
1,6,1,2,5,7,30,1,N,2
1,6,2,2,7,7,29,1,N,2
2,N,1,1,0,3,12,1,N,2
1,6,6,2,8,9,26,1,N,2
2,6,1,2,2,4,67,1,N,2
2,N,1,1,N,1,6,1,N,2
1,6,1,2,1,7,29,1,N,2
2,N,1,1,N,3,7,1,N,2
2,6,2,1,2,1,4,1,N,2
1,1,8,1,4,7,51,1,N,2
1,1,6,1,4,10,68,1,N,2
1,6,2,0,0,7,41,2,N,2
2,1,1,1,7,9,77,1,N,2
2,6,1,2,3,7,38,1,N,2
1,6,1,1,1,7,35,1,N,2
1,1,1,1,7,7,53,1,N,2
2,6,2,2,2,5,55,1,N,2
1,6,1,0,0,7,33,3,N,2
1,6,1,1,1,7,26,1,N,2
2,6,2,2,0,3,52,1,N,2
2,1,1,1,4,7,67,1,N,2
1,6,1,0,0,7,32,2,N,2
2,1,8,2,0,3,56,1,N,2
1,1,6,1,4,5,73,1,N,2
2,6,2,1,5,7,32,1,N,2
2,N,1,1,N,3,10,1,N,2
1,1,6,1,6,11,62,1,N,2
2,6,2,1,0,4,18,1,N,2
2,1,1,1,0,5,56,1,N,2
2,1,2,2,6,7,69,1,N,2
1,6,1,1,7,9,30,1,N,2
1,1,2,1,4,7,72,1,N,2
2,1,1,1,6,11,41,1,N,2
1,1,1,1,8,9,62,1,N,2
1,6,1,2,5,9,60,1,N,2
1,6,1,2,8,10,58,1,N,2
2,6,1,2,0,7,33,1,N,2
1,1,1,1,6,9,32,1,N,2
2,N,1,1,0,N,3,1,N,2
1,6,1,1,8,9,30,1,N,2
1,4,1,2,8,9,73,1,N,2
2,4,2,1,3,5,73,1,N,2
1,6,1,0,0,7,19,2,N,2
2,1,1,1,4,5,45,1,N,2
2,6,2,2,3,7,31,1,N,2
2,1,2,2,5,5,40,1,N,2
2,1,1,2,6,9,37,1,N,2
2,6,2,2,0,4,21,1,N,2
1,6,1,0,3,7,27,3,N,2
2,6,2,2,0,1,53,1,N,2
2,1,8,2,0,5,48,1,N,2
1,6,1,1,7,9,31,1,N,2
2,1,8,2,0,4,58,1,N,2
1,1,1,1,6,7,42,1,N,2
1,6,1,2,6,9,24,1,N,2
1,N,2,2,0,1,9,1,N,2
1,6,1,2,0,4,10,1,N,2
1,6,6,2,1,9,43,1,N,2
2,1,6,1,8,9,26,1,N,2
1,6,1,1,6,9,33,1,N,2
1,6,1,0,0,1,46,3,N,2
2,1,1,1,8,9,58,1,N,2
1,6,2,1,0,5,29,1,N,2
2,N,1,1,N,2,4,1,N,2
1,N,6,1,0,2,6,1,N,2
2,1,1,1,0,1,73,1,N,2
1,1,2,1,7,7,71,1,N,2
1,6,1,1,1,4,26,1,N,2
2,1,1,1,0,5,59,1,N,2
1,N,6,1,0,2,8,1,N,2
2,1,8,2,0,4,41,1,N,2
2,1,1,1,8,11,52,1,N,2
2,6,2,0,2,4,74,2,N,2
2,1,1,2,4,9,34,1,N,2
2,6,2,2,0,4,17,1,N,2
2,6,1,2,5,5,69,1,N,2
2,6,1,1,3,7,28,1,N,2
2,1,1,1,7,9,22,1,N,2
2,1,1,1,0,5,59,1,N,2
1,1,2,1,7,7,40,1,N,2
1,1,1,1,4,7,72,1,N,2
2,1,1,1,7,9,48,1,N,2
1,6,1,0,0,3,9,2,N,2
2,6,1,0,0,7,42,3,N,2
2,4,1,1,8,9,54,1,N,2
2,6,6,1,0,4,13,1,N,2
1,6,1,2,8,9,38,1,N,2
2,4,1,1,2,4,61,1,N,2
1,N,2,2,N,N,0,1,N,2
1,6,1,2,8,10,37,1,N,2
2,1,1,2,0,5,36,1,N,2
2,1,1,1,8,9,44,1,N,2
2,4,1,2,3,5,55,1,N,2
1,N,1,2,0,3,5,1,N,2
1,1,1,1,8,10,30,1,N,2
2,1,8,1,3,5,40,1,N,2
1,N,1,0,0,1,14,3,N,2
2,6,1,1,2,5,53,1,N,2
1,6,1,2,8,10,51,1,N,2
2,6,2,1,2,N,63,1,N,2
2,1,8,2,0,5,41,1,N,2
2,1,1,1,3,7,52,1,N,2
1,6,1,2,8,7,28,1,N,2
2,1,1,1,2,1,70,1,N,2
2,6,1,1,5,7,35,1,N,2
2,1,2,1,4,5,67,1,N,2
1,4,1,1,8,9,75,1,N,2
1,1,2,1,0,5,50,1,N,2
1,6,1,2,8,10,47,1,N,2
2,3,1,1,2,3,84,1,N,2
1,1,1,1,8,10,78,1,N,2
1,1,1,1,6,7,49,1,N,2
2,6,2,2,0,4,14,1,N,2
1,6,2,2,6,7,20,1,N,2
1,N,1,2,0,3,15,1,N,2
2,N,1,1,N,3,14,1,N,2
1,1,1,1,8,10,62,1,N,2
2,4,1,1,3,7,65,1,N,2
1,1,1,1,4,7,65,1,N,2
2,1,1,1,5,7,68,1,N,2
2,6,1,1,0,4,38,1,N,2
1,6,1,2,8,9,33,1,N,2
2,6,2,2,5,7,51,1,N,2
1,6,1,2,8,9,30,1,N,2
2,N,6,1,N,3,9,1,N,2
2,1,1,1,0,1,3,1,N,2
1,6,1,2,8,9,31,1,N,2
2,6,1,0,0,7,29,3,N,2
2,1,1,1,0,3,66,1,N,2
1,1,2,1,8,10,62,1,N,2
2,4,2,2,4,5,68,1,N,2
1,1,1,2,8,9,37,1,N,2
1,6,1,2,0,4,29,1,N,2
2,6,1,2,0,7,29,1,N,2
2,4,2,1,3,7,53,1,N,2
2,1,6,1,0,3,65,1,N,2
2,1,2,2,6,5,34,1,N,2
2,N,6,1,0,3,8,1,N,2
1,1,6,1,8,12,48,1,N,2
2,1,2,2,4,5,62,1,N,2
1,6,1,2,8,10,52,1,N,2
1,1,1,2,7,10,53,1,N,2
1,N,1,2,0,3,8,1,N,2
2,N,1,1,0,1,1,1,N,2
1,1,1,2,8,10,30,1,N,2
1,1,1,1,8,9,64,1,N,2
1,1,2,1,6,7,48,1,N,2
1,1,1,1,8,9,26,1,N,2
1,1,6,1,8,10,46,1,N,2
1,1,1,1,8,10,63,1,N,2
2,6,1,1,0,4,18,1,N,2
2,N,1,1,0,3,55,1,N,2
2,6,1,2,5,9,27,1,N,2
2,3,1,2,2,9,74,1,N,2
2,1,1,1,4,9,68,1,N,2
1,6,2,1,5,7,35,1,N,2
2,1,1,1,0,3,51,1,N,2
2,6,1,2,4,7,34,1,N,2
2,4,2,1,4,7,65,1,N,2
2,3,1,1,3,5,80,1,N,2
1,N,2,1,0,3,15,1,N,2
1,1,1,1,6,7,62,1,N,2
1,1,1,1,4,7,76,1,N,2
1,1,6,1,8,10,36,1,N,2
2,6,1,2,1,7,22,1,N,2
2,N,1,1,N,3,6,1,N,2
2,1,1,1,5,9,65,1,N,2
1,1,1,2,7,10,34,1,N,2
2,4,1,2,7,10,50,1,N,2
1,1,1,1,8,10,36,1,N,2
2,N,6,1,0,2,5,1,N,2
2,4,1,1,3,7,54,1,N,2
1,N,2,2,0,3,12,1,N,2
2,3,2,1,2,5,73,1,N,2
2,6,1,1,3,7,52,1,N,2
2,6,2,2,5,7,59,1,N,2
2,4,1,1,8,9,63,1,N,2
1,6,1,1,6,9,39,1,N,2
2,6,2,2,0,4,16,1,N,2
2,1,1,1,6,10,81,1,N,2
1,1,6,1,3,5,77,1,N,2
1,N,1,2,0,3,13,1,N,2
1,6,1,2,7,9,25,1,N,2
1,1,1,1,7,10,58,1,N,2
2,6,2,2,0,3,17,1,N,2
1,1,1,1,7,9,23,1,N,2
2,4,1,2,3,5,77,1,N,2
1,6,1,1,0,4,24,1,N,2
2,1,8,2,0,1,3,1,N,2
2,1,1,1,5,9,52,1,N,2
2,6,1,1,1,9,29,1,N,2
1,6,1,1,0,4,13,1,N,2
1,1,2,1,4,7,56,1,N,2
2,1,1,1,8,9,47,1,N,2
1,6,6,2,6,9,40,1,N,2
1,1,2,1,7,7,62,1,N,2
1,1,1,1,5,7,63,1,N,2
2,6,2,2,5,7,27,1,N,2
2,6,2,2,0,4,42,1,N,2
1,6,2,2,8,7,46,1,N,2
1,N,3,1,N,3,11,1,N,2
1,6,2,1,0,4,21,1,N,2
2,6,2,0,0,7,18,3,N,2
2,N,2,2,N,1,6,1,N,2
2,1,2,2,2,4,65,1,N,2
2,N,1,1,N,3,9,1,N,2
2,1,1,1,4,7,65,1,N,2
2,N,1,2,N,2,3,1,N,2
2,1,1,1,0,11,53,1,N,2
2,6,1,1,0,7,25,1,N,2
1,6,1,1,0,4,23,1,N,2
1,1,1,1,6,11,74,1,N,2
1,1,6,1,8,10,33,1,N,2
2,6,1,0,0,4,18,3,N,2
1,6,2,1,4,5,38,1,N,2
2,6,2,2,4,5,65,1,N,2
2,1,2,1,4,5,70,1,N,2
2,1,1,1,0,10,58,1,N,2
2,6,1,1,0,4,31,1,N,2
2,6,2,2,3,7,60,1,N,2
2,6,2,1,0,4,30,1,N,2
2,6,2,2,5,7,43,1,N,2
1,6,1,2,0,4,25,1,N,2
1,1,6,1,8,11,53,1,N,2
2,6,1,2,7,9,40,1,N,2
1,1,6,1,6,10,38,1,N,2
2,6,2,2,0,7,33,1,N,2
1,1,1,2,8,10,41,1,N,2
1,6,1,2,6,9,36,1,N,2
2,6,2,0,3,7,38,2,N,2
2,1,1,1,6,9,37,1,N,2
1,6,1,0,0,4,59,3,N,2
1,1,2,1,7,7,68,1,N,2
1,N,2,1,0,3,13,1,N,2
2,1,1,1,6,10,35,1,N,2
1,1,1,1,8,9,35,1,N,2
1,6,1,1,1,7,36,1,N,2
1,1,1,1,8,10,74,1,N,2
1,1,2,1,7,7,73,1,N,2
1,N,1,1,0,3,11,1,N,2
1,1,1,1,0,1,54,1,N,2
1,6,6,0,8,11,32,3,N,2
1,1,1,1,6,7,42,1,N,2
2,6,2,1,5,7,48,1,N,2
2,N,9,2,0,1,6,1,N,2
1,6,1,1,5,7,28,1,N,2
2,6,1,1,1,5,26,1,N,2
2,6,2,2,3,7,32,1,N,2
2,1,1,1,0,9,55,1,N,2
1,N,6,1,N,N,77,1,N,2
1,6,1,0,3,7,45,3,N,2
1,1,2,1,3,5,59,1,N,2
1,6,1,0,7,9,31,3,N,2
1,1,1,1,6,7,64,1,N,2
1,6,2,1,7,7,41,1,N,2
2,1,1,1,1,9,44,1,N,2
2,6,6,2,0,9,14,1,N,2
2,6,1,2,0,5,32,1,N,2
2,6,2,1,0,4,28,1,N,2
2,4,1,2,3,5,60,1,N,2
1,6,2,1,8,9,39,1,N,2
1,6,6,1,1,4,34,1,N,2
1,1,1,1,8,9,62,1,N,2
2,6,2,2,0,3,11,1,N,2
2,1,8,2,0,5,36,1,N,2
1,N,6,2,0,3,3,1,N,2
2,1,1,1,7,9,59,1,N,2
1,N,1,1,0,3,16,1,N,2
1,1,1,1,8,10,40,1,N,2
1,6,2,1,5,7,38,1,N,2
1,N,2,2,0,3,14,1,N,2
2,6,1,1,0,4,38,1,N,2
1,N,1,2,0,3,14,1,N,2
1,6,1,0,0,7,46,3,N,2
2,1,1,1,3,9,85,1,N,2
1,6,2,2,0,4,11,1,N,2
2,N,1,1,0,3,5,1,N,2
2,4,2,2,5,7,55,1,N,2
1,4,1,2,7,9,64,1,N,2
2,3,1,1,2,3,93,1,N,2
1,1,1,1,8,9,34,1,N,2
1,6,1,2,8,9,30,1,N,2
2,1,2,2,0,3,68,1,N,2
2,1,1,2,4,9,60,1,N,2
1,6,2,0,0,7,32,3,N,2
1,6,1,1,1,7,32,1,N,2
1,6,6,2,8,9,29,1,N,2
2,1,1,1,0,4,56,1,N,2
2,4,2,1,5,7,62,1,N,2
1,1,2,1,6,10,66,1,N,2
2,6,2,2,3,7,43,1,N,2
1,6,1,2,7,9,23,1,N,2
1,6,2,2,5,7,23,1,N,2
1,6,1,1,8,9,26,1,N,2
1,1,1,1,7,7,70,1,N,2
1,N,2,0,0,3,14,2,N,2
1,1,2,1,5,5,36,1,N,2
2,1,8,2,3,5,48,1,N,2
1,1,2,1,8,7,44,1,N,2
1,6,1,1,6,9,36,1,N,2
2,1,1,1,2,5,63,1,N,2
1,1,1,1,4,7,65,1,N,2
1,1,6,1,0,3,75,1,N,2
1,1,2,1,6,7,66,1,N,2
2,N,1,1,0,3,18,1,N,2
1,1,1,2,8,10,50,1,N,2
2,1,1,1,8,9,28,1,N,2
1,1,1,1,8,10,44,1,N,2
1,6,1,1,0,4,28,1,N,2
1,N,2,1,N,1,11,1,N,2
2,6,2,2,0,4,29,1,N,2
1,4,2,1,3,5,61,1,N,2
2,1,1,1,7,9,76,1,N,2
2,6,6,2,1,7,31,1,N,2
2,3,1,2,4,5,76,1,N,2
1,6,1,0,3,9,32,3,N,2
2,1,8,2,4,5,47,1,N,2
1,6,1,2,8,9,52,1,N,2
1,1,6,1,8,11,17,1,N,2
2,1,1,1,3,5,71,1,N,2
2,6,1,2,4,9,55,1,N,2
2,N,8,1,0,3,11,1,N,2
2,6,1,1,1,7,36,1,N,2
1,6,1,1,7,9,32,1,N,2
1,1,2,1,7,7,70,1,N,2
2,1,1,2,3,9,27,1,N,2
2,1,1,1,0,9,61,1,N,2
1,1,1,2,8,11,33,1,N,2
1,6,1,2,7,9,26,1,N,2
2,6,6,0,0,7,21,3,N,2
1,1,2,1,7,7,43,1,N,2
1,N,1,2,0,2,5,1,N,2
1,1,1,2,8,10,77,1,N,2
1,6,2,0,0,4,13,2,N,2
1,1,1,1,8,10,57,1,N,2
1,6,1,1,1,4,27,1,N,2
1,6,6,1,1,4,36,1,N,2
2,6,1,1,0,4,33,1,N,2
2,6,2,2,0,7,30,1,N,2
2,1,1,1,0,4,52,1,N,2
1,N,1,2,0,3,13,1,N,2
1,1,1,1,6,10,39,1,N,2
1,6,1,1,1,4,25,1,N,2
1,1,1,1,3,5,61,1,N,2
1,1,2,1,7,7,51,1,N,2
1,1,2,1,6,7,69,1,N,2
1,1,2,1,7,7,57,1,N,2
2,1,6,2,0,9,56,1,N,2
2,N,1,2,0,3,6,1,N,2
1,1,1,1,6,7,71,1,N,2
2,1,8,2,2,5,65,1,N,2
1,6,2,1,3,7,50,1,N,2
1,1,1,1,8,9,32,1,N,2
1,6,6,1,0,4,31,1,N,2
1,6,1,2,8,9,33,1,N,2
2,1,1,1,8,9,68,1,N,2
2,6,2,0,0,4,47,3,N,2
1,6,1,2,0,4,35,1,N,2
2,6,8,2,0,3,33,1,N,2
2,1,1,2,6,5,39,1,N,2
2,1,3,1,0,4,39,1,N,2
1,N,1,2,N,2,2,1,N,2
1,1,1,1,8,9,46,1,N,2
1,6,1,2,8,9,36,1,N,2
1,1,1,1,5,7,66,1,N,2
1,N,2,1,N,N,6,1,N,2
2,1,1,1,4,7,50,1,N,2
2,N,2,2,0,1,29,1,N,2
2,1,1,2,7,10,52,1,N,2
2,1,1,1,7,9,23,1,N,2
2,1,2,2,4,5,75,1,N,2
1,1,1,2,8,9,31,1,N,2
2,1,2,2,5,5,28,1,N,2
2,1,1,1,7,9,54,1,N,2
2,3,2,2,5,5,71,1,N,2
1,1,1,1,8,10,57,1,N,2
2,6,8,1,0,4,24,1,N,2
2,4,2,2,2,5,70,1,N,2
2,1,1,1,3,5,65,1,N,2
2,6,2,1,2,7,31,1,N,2
1,6,1,0,1,7,28,3,N,2
2,N,2,2,0,3,13,1,N,2
1,1,1,1,6,7,64,1,N,2
2,1,8,2,0,4,51,1,N,2
2,N,2,2,N,1,3,1,N,2
1,6,1,0,0,5,59,2,N,2
2,N,6,1,0,3,16,1,N,2
2,1,1,2,3,9,78,1,N,2
2,1,8,1,0,5,52,1,N,2
1,1,2,1,6,7,52,1,N,2
2,1,1,1,0,9,59,1,N,2
2,6,2,1,5,7,31,1,N,2
2,1,1,1,3,5,76,1,N,2
2,1,1,2,4,5,26,1,N,2
1,6,1,2,6,9,43,1,N,2
2,1,1,1,6,11,78,1,N,2
2,6,1,2,4,7,32,1,N,2
2,6,2,2,2,5,65,1,N,2
1,N,1,2,0,3,7,1,N,2
2,6,1,0,0,7,24,3,N,2
2,1,1,1,0,9,60,1,N,2
2,3,2,1,3,5,74,1,N,2
1,N,1,2,0,3,7,1,N,2
1,1,1,1,5,7,58,1,N,2
2,N,6,1,0,3,7,1,N,2
1,1,1,1,8,10,76,1,N,2
1,6,2,2,5,7,47,1,N,2
1,1,2,1,8,9,38,1,N,2
2,N,1,1,N,3,5,1,N,2
2,3,2,1,4,5,81,1,N,2
1,4,1,2,8,9,59,1,N,2
2,1,1,1,4,10,40,1,N,2
2,1,2,2,7,7,59,1,N,2
1,1,1,1,6,10,63,1,N,2
2,1,1,1,3,10,63,1,N,2
2,1,2,1,4,5,42,1,N,2
2,N,1,1,N,2,4,1,N,2
1,1,2,1,3,5,62,1,N,2
2,1,6,2,2,3,74,1,N,2
1,N,2,2,0,3,12,1,N,2
2,1,1,1,6,10,74,1,N,2
2,6,1,2,8,9,35,1,N,2
2,1,8,1,0,5,44,1,N,2
1,6,6,2,8,10,40,1,N,2
2,1,2,2,0,3,57,1,N,2
2,6,1,1,5,7,31,1,N,2
1,N,1,1,0,2,8,1,N,2
1,N,1,1,N,1,53,1,N,2
2,1,2,1,3,5,74,1,N,2
2,1,1,1,0,5,32,1,N,2
1,1,1,1,8,10,64,1,N,2
1,1,1,1,8,9,38,1,N,2
1,1,1,1,5,7,55,1,N,2
2,N,2,2,0,3,14,1,N,2
1,1,6,2,8,10,62,1,N,2
1,N,2,0,0,3,9,1,N,2
2,6,2,2,1,7,28,1,N,2
1,1,1,2,8,10,63,1,N,2
2,6,6,2,4,10,31,1,N,2
1,6,6,1,1,9,40,1,N,2
1,6,1,1,8,9,48,1,N,2
2,1,1,1,5,7,68,1,N,2
1,6,2,2,0,4,16,1,N,2
2,6,2,2,0,3,45,1,N,2
1,6,1,2,8,9,23,1,N,2
2,6,1,2,0,1,38,1,N,2
2,1,1,1,6,9,57,1,N,2
1,6,1,2,8,9,35,1,N,2
1,6,2,1,6,7,51,1,N,2
1,N,1,1,N,3,10,1,N,2
2,4,2,1,6,7,57,1,N,2
1,N,2,1,N,1,3,1,N,2
2,6,2,2,0,4,20,1,N,2
2,6,1,1,0,4,19,1,N,2
2,3,1,0,2,5,77,3,N,2
2,6,6,2,0,1,47,1,N,2
2,1,1,1,0,5,54,1,N,2
1,1,1,1,3,5,61,1,N,2
2,6,2,2,8,9,40,1,N,2
1,6,6,2,8,9,28,1,N,2
2,6,1,2,6,9,30,1,N,2
2,1,1,1,6,9,28,1,N,2
2,6,1,2,6,9,35,1,N,2
1,N,2,1,0,3,4,1,N,2
1,N,1,2,0,3,16,1,N,2
1,6,1,0,0,4,35,3,N,2
2,1,1,1,8,9,72,1,N,2
1,1,2,1,4,7,67,1,N,2
2,N,2,2,N,N,2,1,N,2
1,6,1,2,5,9,33,1,N,2
2,6,1,2,4,5,41,1,N,2
1,N,6,2,0,3,15,1,N,2
1,N,1,0,0,3,8,2,N,2
2,1,1,1,3,5,66,1,N,2
1,1,1,1,8,10,56,1,N,2
2,3,2,2,4,5,75,1,N,2
2,4,2,2,2,5,72,1,N,2
2,3,1,1,9,9,80,1,N,2
1,N,2,2,0,3,10,1,N,2
1,6,1,2,4,9,57,1,N,2
2,6,1,1,4,5,30,1,N,2
1,1,1,1,8,9,64,1,N,2
1,6,1,2,0,4,46,1,N,2
1,6,2,2,0,4,14,1,N,2
1,1,1,1,8,10,44,1,N,2
2,6,2,2,2,4,67,1,N,2
2,4,1,1,7,7,53,1,N,2
1,1,1,1,7,7,58,1,N,2
2,1,1,1,4,9,66,1,N,2
2,3,2,1,7,7,82,1,N,2
1,6,6,2,8,11,69,1,N,2
1,1,1,1,7,10,53,1,N,2
2,1,1,1,4,5,76,1,N,2
2,N,2,1,N,N,58,1,N,2
1,6,1,2,0,4,37,1,N,2
1,6,1,2,8,10,51,1,N,2
2,6,1,1,5,9,19,1,N,2
2,1,2,1,4,5,52,1,N,2
2,6,1,1,0,5,17,1,N,2
1,1,2,2,8,9,56,1,N,2
2,6,2,1,3,7,56,1,N,2
2,3,2,1,2,5,74,1,N,2
1,1,2,1,5,5,29,1,N,2
1,1,2,1,0,1,48,1,N,2
1,1,6,2,8,10,52,1,N,2
1,N,2,1,0,3,8,1,N,2
1,1,2,1,8,10,61,1,N,2
1,1,1,1,8,11,38,1,N,2
2,6,1,1,4,7,38,1,N,2
2,3,2,1,4,5,81,1,N,2
2,1,2,2,2,3,67,1,N,2
2,6,2,2,0,4,48,1,N,2
2,3,2,1,7,7,83,1,N,2
2,N,6,1,0,1,3,1,N,2
2,1,1,1,3,9,68,1,N,2
1,6,1,0,1,7,24,1,N,2
2,6,1,2,7,9,34,1,N,2
2,3,1,1,6,9,59,1,N,2
2,6,2,1,0,5,39,1,N,2
1,1,2,2,4,5,54,1,N,2
2,N,2,2,N,1,2,1,N,2
1,6,1,2,8,9,28,1,N,2
1,6,2,1,5,7,27,1,N,2
1,6,1,2,8,11,60,1,N,2
1,6,2,2,0,4,20,1,N,2
1,6,1,1,0,4,20,1,N,2
2,N,1,1,N,2,6,1,N,2
2,6,1,1,0,4,11,1,N,2
2,6,2,2,0,4,15,1,N,2
1,6,1,2,8,9,22,1,N,2
1,1,1,1,8,9,51,1,N,2
1,N,2,2,0,1,4,1,N,2
1,3,1,1,6,7,72,1,N,2
1,1,2,2,6,7,53,1,N,2
1,1,6,1,8,10,50,1,N,2
1,N,1,2,0,1,1,1,N,2
1,1,6,1,8,10,56,1,N,2
2,1,2,1,2,4,71,1,N,2
2,6,2,2,0,4,19,1,N,2
1,1,1,1,8,10,35,1,N,2
2,3,2,1,6,7,77,1,N,2
2,6,1,1,0,4,24,1,N,2
1,1,1,1,8,10,53,1,N,2
1,1,2,1,0,5,56,1,N,2
2,6,1,1,3,5,34,1,N,2
2,N,1,1,0,3,12,1,N,2
2,N,2,2,N,3,8,1,N,2
1,6,1,2,0,3,11,1,N,2
2,6,1,2,4,9,29,1,N,2
2,N,1,1,N,3,9,1,N,2
1,6,1,2,1,7,30,1,N,2
2,1,1,1,4,9,40,1,N,2
2,6,2,2,0,4,58,1,N,2
1,1,1,1,4,7,73,1,N,2
1,1,1,1,8,10,55,1,N,2
1,1,1,1,6,7,53,1,N,2
2,N,1,1,N,3,12,1,N,2
2,1,8,1,4,5,36,1,N,2
1,6,1,1,5,7,30,1,N,2
2,1,1,2,5,5,54,1,N,2
2,N,1,1,N,3,13,1,N,2
2,1,2,1,3,5,81,1,N,2
1,1,1,1,4,7,47,1,N,2
1,1,1,2,8,11,59,1,N,2
2,6,1,1,4,9,25,1,N,2
2,6,1,2,7,10,28,1,N,2
1,4,1,1,7,7,66,1,N,2
2,6,2,1,0,4,20,1,N,2
1,N,9,1,0,3,12,1,N,2
2,6,2,2,0,4,18,1,N,2
2,3,1,1,2,4,83,1,N,2
2,1,1,1,4,9,58,1,N,2
2,1,1,1,4,9,43,1,N,2
1,N,1,2,N,3,7,1,N,2
2,1,1,1,8,9,61,1,N,2
2,4,2,2,2,5,70,1,N,2
1,1,1,1,8,9,67,1,N,2
2,N,1,1,0,2,8,1,N,2
2,1,1,2,2,3,80,1,N,2
1,6,6,2,8,10,34,1,N,2
2,2,6,2,4,10,58,1,N,2
1,1,1,1,8,10,51,1,N,2
2,1,2,2,6,7,37,1,N,2
1,1,3,1,0,5,60,1,N,2
2,6,1,0,2,5,68,3,N,2
2,1,1,2,6,9,30,1,N,2
2,N,2,2,N,1,3,1,N,2
1,6,6,2,7,9,28,1,N,2
2,6,2,2,7,7,52,1,N,2
2,N,2,1,N,3,10,1,N,2
2,1,2,2,2,1,65,1,N,2
2,1,1,1,6,9,32,1,N,2
