SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,AGEP,HOUSING_TYPE,DVET,DEYE
2.0,1,2.0,1.0,7,10,72,1.0,N,2.0
1.0,6,2.0,2.0,4,7,28,1.0,N,2.0
1.0,6,2.0,2.0,0,7,21,1.0,N,2.0
2.0,6,2.0,2.0,0,4,16,1.0,N,2.0
2.0,1,6.0,1.0,9,9,59,1.0,N,2.0
2.0,4,2.0,2.0,2,7,76,1.0,N,2.0
2.0,1,1.0,1.0,0,8,39,1.0,N,2.0
1.0,1,1.0,1.0,9,12,42,1.0,N,2.0
2.0,3,1.0,1.0,3,5,60,1.0,N,2.0
1.0,1,6.0,1.0,9,12,59,1.0,N,2.0
1.0,6,6.0,1.0,0,4,15,1.0,N,2.0
1.0,6,2.0,2.0,2,7,39,1.0,N,2.0
1.0,1,2.0,1.0,9,10,59,1.0,N,2.0
2.0,1,2.0,1.0,7,10,68,1.0,N,2.0
1.0,6,2.0,1.0,6,7,50,1.0,N,2.0
2.0,6,2.0,1.0,6,9,38,1.0,N,2.0
2.0,6,2.0,2.0,0,5,60,1.0,N,2.0
1.0,1,2.0,1.0,8,7,36,1.0,N,2.0
2.0,1,2.0,1.0,5,7,36,1.0,N,2.0
2.0,6,2.0,2.0,5,9,29,1.0,N,2.0
1.0,6,1.0,2.0,7,9,28,1.0,N,2.0
2.0,6,2.0,2.0,7,9,28,1.0,N,2.0
2.0,6,1.0,2.0,1,5,21,1.0,N,2.0
1.0,6,2.0,1.0,4,7,82,1.0,N,2.0
2.0,6,2.0,2.0,4,7,39,1.0,N,2.0
1.0,6,2.0,2.0,0,4,15,1.0,N,2.0
2.0,4,2.0,2.0,3,7,43,1.0,N,2.0
1.0,6,2.0,2.0,1,4,18,1.0,N,2.0
2.0,6,2.0,2.0,0,4,16,1.0,N,2.0
1.0,1,2.0,1.0,6,5,65,1.0,N,2.0
1.0,1,1.0,1.0,9,9,67,1.0,N,2.0
2.0,1,1.0,1.0,3,9,67,1.0,N,2.0
2.0,6,2.0,1.0,7,9,43,1.0,N,2.0
2.0,6,2.0,1.0,5,7,26,1.0,N,2.0
2.0,6,2.0,1.0,2,7,24,1.0,N,2.0
2.0,6,2.0,2.0,1,7,54,1.0,N,2.0
2.0,6,1.0,1.0,7,10,67,1.0,N,2.0
2.0,6,2.0,2.0,5,9,25,1.0,N,2.0
2.0,4,2.0,1.0,8,10,72,1.0,N,2.0
2.0,6,1.0,1.0,5,9,67,1.0,N,2.0
1.0,6,2.0,2.0,0,7,54,1.0,N,2.0
2.0,6,2.0,1.0,8,9,44,1.0,N,2.0
2.0,6,2.0,1.0,8,10,52,1.0,N,2.0
2.0,6,2.0,1.0,2,4,17,1.0,N,2.0
1.0,1,2.0,2.0,5,5,47,1.0,N,2.0
2.0,6,2.0,2.0,5,5,26,1.0,N,2.0
1.0,6,2.0,2.0,1,4,17,1.0,N,2.0
2.0,6,2.0,2.0,0,5,26,1.0,N,2.0
1.0,6,1.0,2.0,1,9,23,1.0,N,2.0
2.0,6,2.0,2.0,3,5,76,1.0,N,2.0
2.0,6,2.0,2.0,3,7,31,1.0,N,2.0
2.0,6,1.0,1.0,9,9,44,1.0,N,2.0
1.0,6,1.0,1.0,6,9,28,1.0,N,2.0
2.0,6,2.0,2.0,0,5,19,1.0,N,2.0
2.0,6,2.0,2.0,6,7,34,1.0,N,2.0
2.0,6,2.0,1.0,0,4,17,1.0,N,2.0
2.0,6,2.0,2.0,4,7,44,1.0,N,2.0
2.0,6,2.0,2.0,5,9,63,1.0,N,2.0
1.0,6,2.0,2.0,0,7,53,1.0,N,2.0
2.0,6,2.0,2.0,3,7,30,1.0,N,2.0
1.0,6,2.0,2.0,3,7,40,1.0,N,2.0
2.0,4,1.0,1.0,9,11,64,1.0,N,2.0
2.0,6,2.0,2.0,2,4,60,1.0,N,2.0
2.0,6,2.0,2.0,3,7,34,1.0,N,2.0
1.0,6,2.0,2.0,2,4,58,1.0,N,2.0
2.0,1,1.0,1.0,9,9,46,1.0,N,2.0
2.0,1,1.0,1.0,7,8,52,1.0,N,2.0
1.0,1,1.0,1.0,9,11,58,1.0,N,2.0
2.0,6,1.0,1.0,3,9,24,1.0,N,2.0
1.0,6,2.0,2.0,2,5,30,1.0,N,2.0
1.0,6,2.0,2.0,0,5,33,1.0,N,2.0
2.0,6,2.0,1.0,7,9,35,1.0,N,2.0
1.0,6,2.0,1.0,6,9,37,1.0,N,2.0
1.0,6,1.0,1.0,8,9,44,1.0,N,2.0
2.0,6,1.0,1.0,0,7,24,1.0,N,2.0
1.0,6,1.0,2.0,1,7,21,1.0,N,2.0
2.0,6,2.0,2.0,7,9,29,1.0,N,2.0
2.0,1,1.0,1.0,0,10,56,1.0,N,2.0
1.0,1,1.0,1.0,9,10,60,1.0,N,2.0
1.0,6,1.0,1.0,1,4,17,1.0,N,2.0
2.0,6,2.0,2.0,2,7,19,1.0,N,2.0
1.0,1,1.0,1.0,9,9,47,1.0,N,2.0
1.0,1,1.0,1.0,7,9,33,1.0,N,2.0
2.0,1,2.0,1.0,5,7,69,1.0,N,2.0
2.0,6,1.0,2.0,6,9,28,1.0,N,2.0
2.0,1,1.0,1.0,7,10,62,1.0,N,2.0
1.0,6,2.0,1.0,7,9,65,1.0,N,2.0
1.0,6,2.0,2.0,5,5,44,1.0,N,2.0
1.0,1,2.0,1.0,4,5,59,1.0,N,2.0
1.0,6,1.0,2.0,8,9,30,1.0,N,2.0
2.0,6,2.0,2.0,1,5,33,1.0,N,2.0
1.0,6,2.0,2.0,0,4,17,1.0,N,2.0
1.0,6,2.0,2.0,0,7,48,1.0,N,2.0
1.0,6,2.0,2.0,2,5,57,1.0,N,2.0
1.0,6,2.0,2.0,2,5,27,1.0,N,2.0
2.0,6,2.0,2.0,2,5,26,1.0,N,2.0
2.0,4,1.0,1.0,8,9,49,1.0,N,2.0
1.0,6,2.0,1.0,6,7,23,1.0,N,2.0
2.0,6,2.0,1.0,8,9,51,1.0,N,2.0
2.0,6,2.0,1.0,6,9,28,1.0,N,2.0
1.0,6,2.0,1.0,0,4,16,1.0,N,2.0
2.0,6,2.0,2.0,0,5,56,1.0,N,2.0
1.0,6,2.0,2.0,1,5,65,1.0,N,2.0
2.0,6,2.0,2.0,3,5,36,1.0,N,2.0
2.0,6,2.0,2.0,2,7,21,1.0,N,2.0
1.0,6,2.0,2.0,1,4,16,1.0,N,2.0
1.0,6,2.0,2.0,3,7,28,1.0,N,2.0
2.0,6,1.0,2.0,0,4,17,1.0,N,2.0
2.0,6,2.0,1.0,2,7,63,1.0,N,2.0
1.0,6,1.0,1.0,9,9,36,1.0,N,2.0
2.0,1,1.0,1.0,9,10,66,1.0,N,2.0
1.0,1,2.0,1.0,8,7,70,1.0,N,2.0
2.0,6,2.0,2.0,1,7,18,1.0,N,2.0
1.0,1,2.0,1.0,4,7,82,1.0,N,2.0
2.0,1,2.0,1.0,6,7,82,1.0,N,2.0
2.0,6,2.0,2.0,0,7,34,1.0,N,2.0
2.0,6,2.0,1.0,8,9,30,1.0,N,2.0
2.0,6,2.0,2.0,8,9,55,1.0,N,2.0
1.0,6,2.0,2.0,5,7,25,1.0,N,2.0
1.0,6,1.0,2.0,1,9,23,1.0,N,2.0
2.0,4,2.0,1.0,8,10,57,1.0,N,2.0
1.0,6,2.0,1.0,7,9,31,1.0,N,2.0
1.0,6,2.0,1.0,6,5,71,1.0,N,2.0
1.0,1,1.0,1.0,3,7,30,1.0,N,2.0
1.0,6,2.0,1.0,0,5,50,1.0,N,2.0
2.0,1,1.0,1.0,6,10,47,1.0,N,2.0
1.0,1,1.0,1.0,8,10,55,1.0,N,2.0
1.0,6,2.0,2.0,2,4,56,1.0,N,2.0
2.0,4,2.0,2.0,2,7,63,1.0,N,2.0
2.0,6,2.0,2.0,1,5,20,1.0,N,2.0
2.0,6,2.0,2.0,4,9,30,1.0,N,2.0
2.0,6,2.0,2.0,3,7,56,1.0,N,2.0
2.0,6,2.0,1.0,8,10,55,1.0,N,2.0
2.0,6,2.0,1.0,3,7,50,1.0,N,2.0
2.0,6,2.0,1.0,6,7,61,1.0,N,2.0
1.0,6,2.0,2.0,0,7,52,1.0,N,2.0
1.0,1,6.0,1.0,9,12,46,1.0,N,2.0
2.0,1,1.0,1.0,3,10,47,1.0,N,2.0
2.0,6,2.0,2.0,1,4,41,1.0,N,2.0
1.0,6,2.0,1.0,7,5,63,1.0,N,2.0
1.0,6,1.0,2.0,1,5,21,1.0,N,2.0
1.0,6,1.0,2.0,1,5,21,1.0,N,2.0
1.0,6,1.0,2.0,1,5,21,1.0,N,2.0
2.0,6,2.0,2.0,3,7,41,1.0,N,2.0
1.0,6,2.0,2.0,0,5,35,1.0,N,2.0
1.0,6,2.0,2.0,0,5,54,1.0,N,2.0
2.0,6,2.0,2.0,4,5,34,1.0,N,2.0
2.0,1,1.0,1.0,7,9,39,1.0,N,2.0
2.0,1,2.0,1.0,6,7,72,1.0,N,2.0
1.0,1,2.0,1.0,4,7,75,1.0,N,2.0
2.0,6,2.0,2.0,5,9,48,1.0,N,2.0
2.0,6,2.0,2.0,2,7,20,1.0,N,2.0
2.0,6,2.0,2.0,4,7,20,1.0,N,2.0
2.0,6,2.0,2.0,7,9,25,1.0,N,2.0
2.0,6,1.0,2.0,1,5,22,1.0,N,2.0
1.0,1,1.0,1.0,7,10,41,1.0,N,2.0
1.0,6,6.0,2.0,8,9,62,1.0,N,2.0
2.0,6,2.0,2.0,1,7,39,1.0,N,2.0
1.0,6,2.0,2.0,0,4,18,1.0,N,2.0
2.0,1,1.0,1.0,5,9,34,1.0,N,2.0
2.0,1,1.0,1.0,6,9,36,1.0,N,2.0
2.0,1,1.0,2.0,7,9,28,1.0,N,2.0
2.0,6,2.0,2.0,0,7,49,1.0,N,2.0
2.0,6,2.0,2.0,3,7,73,1.0,N,2.0
1.0,6,2.0,2.0,3,5,55,1.0,N,2.0
1.0,1,1.0,1.0,9,10,52,1.0,N,2.0
2.0,1,1.0,1.0,8,12,47,1.0,N,2.0
2.0,6,1.0,1.0,2,9,22,1.0,N,2.0
2.0,6,2.0,2.0,2,4,56,1.0,N,2.0
1.0,6,2.0,2.0,2,5,72,1.0,N,2.0
2.0,6,1.0,2.0,1,7,20,1.0,N,2.0
1.0,6,1.0,2.0,0,7,20,1.0,N,2.0
1.0,1,1.0,1.0,9,12,74,1.0,N,2.0
2.0,1,1.0,1.0,4,10,75,1.0,N,2.0
1.0,6,2.0,2.0,1,7,20,1.0,N,2.0
2.0,6,2.0,1.0,3,5,21,1.0,N,2.0
2.0,6,2.0,2.0,4,7,29,1.0,N,2.0
2.0,6,2.0,1.0,5,7,33,1.0,N,2.0
1.0,6,2.0,1.0,3,7,34,1.0,N,2.0
1.0,6,2.0,2.0,1,5,28,1.0,N,2.0
2.0,6,2.0,2.0,2,4,21,1.0,N,2.0
1.0,6,2.0,2.0,1,4,17,1.0,N,2.0
2.0,1,2.0,1.0,7,9,48,1.0,N,2.0
1.0,1,2.0,1.0,6,5,58,1.0,N,2.0
1.0,6,2.0,2.0,2,7,58,1.0,N,2.0
1.0,6,2.0,2.0,0,4,19,1.0,N,2.0
1.0,6,2.0,2.0,2,4,18,1.0,N,2.0
2.0,4,1.0,1.0,8,10,56,1.0,N,2.0
1.0,6,1.0,1.0,1,7,21,1.0,N,2.0
2.0,6,1.0,1.0,1,7,19,1.0,N,2.0
1.0,6,2.0,2.0,2,4,17,1.0,N,2.0
2.0,1,1.0,1.0,9,11,65,1.0,N,2.0
1.0,1,6.0,1.0,9,10,72,1.0,N,2.0
2.0,6,1.0,1.0,6,9,68,1.0,N,2.0
2.0,4,2.0,1.0,6,7,81,1.0,N,2.0
2.0,6,1.0,2.0,5,10,27,1.0,N,2.0
2.0,6,2.0,2.0,4,7,28,1.0,N,2.0
2.0,6,2.0,1.0,2,7,68,1.0,N,2.0
1.0,6,2.0,2.0,2,4,57,1.0,N,2.0
2.0,6,2.0,2.0,5,5,36,1.0,N,2.0
2.0,6,2.0,2.0,0,4,15,1.0,N,2.0
1.0,6,2.0,2.0,1,4,30,1.0,N,2.0
2.0,1,2.0,1.0,3,5,79,1.0,N,2.0
2.0,6,2.0,2.0,2,5,63,1.0,N,2.0
1.0,6,2.0,1.0,2,7,56,1.0,N,2.0
1.0,6,2.0,2.0,0,5,21,1.0,N,2.0
1.0,1,2.0,1.0,9,10,67,1.0,N,2.0
1.0,6,2.0,2.0,1,5,23,1.0,N,2.0
2.0,6,2.0,2.0,1,7,21,1.0,N,2.0
2.0,6,2.0,2.0,2,7,20,1.0,N,2.0
2.0,6,2.0,2.0,5,7,46,1.0,N,2.0
1.0,1,1.0,1.0,9,7,57,1.0,N,2.0
2.0,1,1.0,1.0,8,7,59,1.0,N,2.0
1.0,6,2.0,2.0,3,5,64,1.0,N,2.0
2.0,6,2.0,2.0,2,7,73,1.0,N,2.0
2.0,6,2.0,2.0,0,5,44,1.0,N,2.0
2.0,6,2.0,1.0,0,5,19,1.0,N,2.0
1.0,6,2.0,1.0,4,7,24,1.0,N,2.0
1.0,6,2.0,1.0,0,7,23,1.0,N,2.0
1.0,6,2.0,1.0,0,7,21,1.0,N,2.0
1.0,6,2.0,1.0,1,7,21,1.0,N,2.0
1.0,6,2.0,1.0,0,5,21,1.0,N,2.0
1.0,6,2.0,1.0,0,7,21,1.0,N,2.0
1.0,6,2.0,1.0,2,5,20,1.0,N,2.0
2.0,6,2.0,1.0,1,7,20,1.0,N,2.0
2.0,6,2.0,1.0,0,5,20,1.0,N,2.0
1.0,6,2.0,1.0,1,7,19,1.0,N,2.0
1.0,6,2.0,1.0,0,5,19,1.0,N,2.0
2.0,6,2.0,1.0,1,7,18,1.0,N,2.0
2.0,6,2.0,2.0,0,7,48,1.0,N,2.0
1.0,6,2.0,1.0,0,4,15,1.0,N,2.0
2.0,1,1.0,1.0,9,12,43,1.0,N,2.0
1.0,1,1.0,1.0,9,9,44,1.0,N,2.0
1.0,6,1.0,1.0,0,3,15,1.0,N,2.0
1.0,6,2.0,1.0,3,5,28,1.0,N,2.0
2.0,6,1.0,2.0,8,10,25,1.0,N,2.0
1.0,6,2.0,2.0,5,7,26,1.0,N,2.0
1.0,6,1.0,2.0,5,10,32,1.0,N,2.0
1.0,6,1.0,2.0,1,9,28,1.0,N,2.0
1.0,6,1.0,2.0,1,9,25,1.0,N,2.0
1.0,6,1.0,2.0,3,7,22,1.0,N,2.0
1.0,6,1.0,1.0,2,5,32,1.0,N,2.0
1.0,6,1.0,2.0,2,7,57,1.0,N,2.0
2.0,6,1.0,2.0,5,7,50,1.0,N,2.0
2.0,6,2.0,1.0,1,7,19,1.0,N,2.0
1.0,6,2.0,2.0,1,7,30,1.0,N,2.0
2.0,6,2.0,2.0,7,9,31,1.0,N,2.0
2.0,6,2.0,2.0,1,4,50,1.0,N,2.0
2.0,6,2.0,2.0,0,5,26,1.0,N,2.0
1.0,6,2.0,2.0,0,5,46,1.0,N,2.0
1.0,6,2.0,2.0,1,7,73,1.0,N,2.0
2.0,1,2.0,1.0,7,10,43,1.0,N,2.0
1.0,6,2.0,2.0,2,5,24,1.0,N,2.0
2.0,1,1.0,2.0,8,10,42,1.0,N,2.0
1.0,1,1.0,2.0,9,12,43,1.0,N,2.0
2.0,6,2.0,1.0,5,7,34,1.0,N,2.0
1.0,6,2.0,1.0,0,7,20,1.0,N,2.0
2.0,4,2.0,2.0,2,7,63,1.0,N,2.0
2.0,6,2.0,1.0,0,5,25,1.0,N,2.0
1.0,6,2.0,2.0,3,5,52,1.0,N,2.0
2.0,1,1.0,2.0,6,9,36,1.0,N,2.0
1.0,6,2.0,2.0,4,7,55,1.0,N,2.0
2.0,6,2.0,2.0,4,7,48,1.0,N,2.0
2.0,6,2.0,2.0,3,7,23,1.0,N,2.0
2.0,6,2.0,2.0,5,5,31,1.0,N,2.0
2.0,6,2.0,2.0,1,7,63,1.0,N,2.0
2.0,6,2.0,2.0,4,7,22,1.0,N,2.0
2.0,6,1.0,2.0,8,9,26,1.0,N,2.0
2.0,1,6.0,1.0,9,10,42,1.0,N,2.0
1.0,1,6.0,1.0,9,12,45,1.0,N,2.0
2.0,4,2.0,2.0,5,7,58,1.0,N,2.0
2.0,4,2.0,2.0,2,7,66,1.0,N,2.0
1.0,6,2.0,2.0,5,5,38,1.0,N,2.0
1.0,1,2.0,1.0,6,5,62,1.0,N,2.0
2.0,6,2.0,2.0,2,7,26,1.0,N,2.0
2.0,6,2.0,2.0,3,4,56,1.0,N,2.0
2.0,6,2.0,2.0,6,7,25,1.0,N,2.0
2.0,6,2.0,2.0,2,5,80,1.0,N,2.0
2.0,6,2.0,1.0,8,9,48,1.0,N,2.0
2.0,6,2.0,2.0,1,7,35,1.0,N,2.0
2.0,6,2.0,2.0,4,8,31,1.0,N,2.0
2.0,1,2.0,1.0,7,10,59,1.0,N,2.0
2.0,6,2.0,1.0,5,7,45,1.0,N,2.0
2.0,6,2.0,1.0,3,7,28,1.0,N,2.0
1.0,6,2.0,1.0,2,4,52,1.0,N,2.0
2.0,6,2.0,1.0,5,7,22,1.0,N,2.0
2.0,6,2.0,1.0,2,7,21,1.0,N,2.0
1.0,6,2.0,1.0,0,4,15,1.0,N,2.0
1.0,1,2.0,1.0,8,7,72,1.0,N,2.0
2.0,4,2.0,2.0,2,7,66,1.0,N,2.0
1.0,6,2.0,2.0,2,4,35,1.0,N,2.0
2.0,4,2.0,1.0,8,10,50,1.0,N,2.0
1.0,1,1.0,1.0,9,10,66,1.0,N,2.0
2.0,1,1.0,1.0,8,9,56,1.0,N,2.0
2.0,6,2.0,1.0,8,9,40,1.0,N,2.0
1.0,1,2.0,1.0,4,7,64,1.0,N,2.0
2.0,6,2.0,1.0,2,4,71,1.0,N,2.0
2.0,6,1.0,1.0,9,11,32,1.0,N,2.0
1.0,1,1.0,1.0,4,10,65,1.0,N,2.0
2.0,1,1.0,1.0,9,9,51,1.0,N,2.0
2.0,6,2.0,2.0,4,7,67,1.0,N,2.0
2.0,6,2.0,2.0,2,5,73,1.0,N,2.0
2.0,6,2.0,2.0,5,9,43,1.0,N,2.0
2.0,1,6.0,1.0,0,10,56,1.0,N,2.0
1.0,1,1.0,1.0,9,12,55,1.0,N,2.0
1.0,6,1.0,1.0,0,4,16,1.0,N,2.0
2.0,6,2.0,1.0,2,4,67,1.0,N,2.0
2.0,6,1.0,2.0,1,7,21,1.0,N,2.0
2.0,6,1.0,2.0,1,9,22,1.0,N,2.0
1.0,6,2.0,1.0,2,7,25,1.0,N,2.0
2.0,6,2.0,2.0,2,7,69,1.0,N,2.0
2.0,1,1.0,1.0,7,12,63,1.0,N,2.0
1.0,1,1.0,1.0,9,12,74,1.0,N,2.0
2.0,1,2.0,1.0,5,7,38,1.0,N,2.0
2.0,6,2.0,1.0,0,4,16,1.0,N,2.0
1.0,6,2.0,1.0,3,7,45,1.0,N,2.0
2.0,6,1.0,0.0,1,7,19,3.0,N,2.0
1.0,6,1.0,0.0,1,7,18,3.0,N,2.0
1.0,6,1.0,0.0,1,7,18,3.0,N,2.0
1.0,6,1.0,0.0,0,7,56,3.0,N,2.0
1.0,6,1.0,0.0,1,7,18,3.0,N,2.0
2.0,6,1.0,0.0,1,7,20,3.0,N,2.0
2.0,6,1.0,0.0,1,7,18,3.0,N,2.0
2.0,6,1.0,0.0,2,7,43,3.0,N,2.0
1.0,6,1.0,0.0,1,7,18,3.0,N,2.0
2.0,6,1.0,0.0,1,7,18,3.0,N,2.0
1.0,6,1.0,0.0,2,5,62,3.0,N,2.0
1.0,6,1.0,0.0,1,7,20,3.0,N,2.0
2.0,6,1.0,0.0,1,7,20,3.0,N,2.0
1.0,6,1.0,0.0,1,7,18,3.0,N,2.0
1.0,6,2.0,0.0,0,7,18,3.0,N,2.0
2.0,6,1.0,0.0,2,7,20,3.0,N,2.0
1.0,6,1.0,0.0,2,7,39,3.0,N,2.0
1.0,6,1.0,0.0,1,7,46,3.0,N,2.0
2.0,6,1.0,0.0,1,7,18,3.0,N,2.0
1.0,6,1.0,0.0,2,5,43,3.0,N,2.0
2.0,6,1.0,0.0,1,7,18,3.0,N,2.0
1.0,6,1.0,0.0,1,7,19,3.0,N,2.0
1.0,6,1.0,0.0,1,7,64,3.0,N,2.0
1.0,6,1.0,0.0,1,7,18,3.0,N,2.0
1.0,6,1.0,0.0,0,5,30,3.0,N,2.0
2.0,6,1.0,0.0,1,7,18,3.0,N,2.0
1.0,6,1.0,0.0,1,7,19,3.0,N,2.0
2.0,6,1.0,0.0,1,7,18,3.0,N,2.0
1.0,6,1.0,0.0,2,5,62,3.0,N,2.0
2.0,6,1.0,0.0,1,7,20,3.0,N,2.0
2.0,6,1.0,0.0,1,7,28,3.0,N,2.0
1.0,6,2.0,0.0,0,5,33,2.0,N,2.0
1.0,6,1.0,0.0,2,7,21,3.0,N,2.0
2.0,6,1.0,0.0,1,7,18,3.0,N,2.0
1.0,6,1.0,2.0,4,5,36,1.0,N,2.0
1.0,6,1.0,1.0,2,7,66,1.0,N,2.0
2.0,6,1.0,1.0,8,10,30,1.0,N,2.0
1.0,1,1.0,1.0,6,5,66,1.0,N,2.0
2.0,1,1.0,1.0,1,5,59,1.0,N,2.0
1.0,1,1.0,1.0,9,5,67,1.0,N,2.0
2.0,1,1.0,1.0,3,5,76,1.0,N,2.0
2.0,6,2.0,2.0,4,7,31,1.0,N,2.0
2.0,1,1.0,1.0,2,7,71,1.0,N,2.0
2.0,6,1.0,2.0,3,5,24,1.0,N,2.0
2.0,6,1.0,2.0,7,10,33,1.0,N,2.0
1.0,6,1.0,2.0,0,4,16,1.0,N,2.0
2.0,1,1.0,1.0,4,5,29,1.0,N,2.0
1.0,1,1.0,1.0,6,5,33,1.0,N,2.0
2.0,6,1.0,2.0,2,5,67,1.0,N,2.0
2.0,1,1.0,1.0,5,5,54,1.0,N,2.0
1.0,1,1.0,1.0,8,5,50,1.0,N,2.0
1.0,6,1.0,2.0,4,7,62,1.0,N,2.0
1.0,6,1.0,2.0,4,7,23,1.0,N,2.0
2.0,1,1.0,1.0,7,10,26,1.0,N,2.0
1.0,1,1.0,1.0,9,12,27,1.0,N,2.0
1.0,6,1.0,1.0,3,7,27,1.0,N,2.0
1.0,6,1.0,1.0,9,5,34,1.0,N,2.0
1.0,6,1.0,1.0,7,9,40,1.0,N,2.0
1.0,1,1.0,1.0,9,11,28,1.0,N,2.0
2.0,1,1.0,1.0,6,9,26,1.0,N,2.0
2.0,1,1.0,1.0,5,7,58,1.0,N,2.0
2.0,3,1.0,1.0,3,5,87,1.0,N,2.0
2.0,1,1.0,1.0,1,9,38,1.0,N,2.0
1.0,1,1.0,1.0,9,10,39,1.0,N,2.0
1.0,4,1.0,1.0,4,5,67,1.0,N,2.0
1.0,1,1.0,1.0,4,7,46,1.0,N,2.0
2.0,6,1.0,1.0,0,4,19,1.0,N,2.0
1.0,1,1.0,1.0,7,9,33,1.0,N,2.0
2.0,1,1.0,1.0,5,9,32,1.0,N,2.0
2.0,6,1.0,1.0,7,10,77,1.0,N,2.0
2.0,6,1.0,2.0,2,7,59,1.0,N,2.0
2.0,1,1.0,1.0,2,9,72,1.0,N,2.0
1.0,1,1.0,1.0,9,10,72,1.0,N,2.0
1.0,6,1.0,1.0,3,5,38,1.0,N,2.0
2.0,4,1.0,1.0,8,9,64,1.0,N,2.0
1.0,6,1.0,2.0,1,7,31,1.0,N,2.0
1.0,6,1.0,2.0,2,7,20,1.0,N,2.0
1.0,6,2.0,2.0,2,4,16,1.0,N,2.0
2.0,1,1.0,1.0,6,9,32,1.0,N,2.0
2.0,4,1.0,1.0,8,10,69,1.0,N,2.0
1.0,6,1.0,1.0,1,4,22,1.0,N,2.0
2.0,6,1.0,1.0,9,9,45,1.0,N,2.0
2.0,3,1.0,1.0,4,5,72,1.0,N,2.0
1.0,1,1.0,1.0,8,10,35,1.0,N,2.0
2.0,1,1.0,1.0,1,9,35,1.0,N,2.0
1.0,1,1.0,1.0,3,9,74,1.0,N,2.0
2.0,1,1.0,1.0,4,10,72,1.0,N,2.0
1.0,6,1.0,2.0,2,7,18,1.0,N,2.0
2.0,6,1.0,2.0,0,4,15,1.0,N,2.0
1.0,1,1.0,1.0,6,7,50,1.0,N,2.0
2.0,1,1.0,1.0,6,5,54,1.0,N,2.0
2.0,6,2.0,1.0,5,7,30,1.0,N,2.0
1.0,6,1.0,2.0,0,4,53,1.0,N,2.0
2.0,6,1.0,2.0,0,4,15,1.0,N,2.0
2.0,1,1.0,1.0,7,9,56,1.0,N,2.0
1.0,1,1.0,1.0,9,5,51,1.0,N,2.0
2.0,1,1.0,1.0,0,9,49,1.0,N,2.0
2.0,6,1.0,1.0,9,9,36,1.0,N,2.0
2.0,1,1.0,1.0,9,10,35,1.0,N,2.0
1.0,1,1.0,1.0,9,9,36,1.0,N,2.0
2.0,6,1.0,1.0,2,5,95,1.0,N,2.0
1.0,1,1.0,1.0,5,7,29,1.0,N,2.0
2.0,1,1.0,1.0,0,7,28,1.0,N,2.0
1.0,1,1.0,1.0,9,9,76,1.0,N,2.0
2.0,1,1.0,1.0,2,10,68,1.0,N,2.0
2.0,6,1.0,2.0,6,9,23,1.0,N,2.0
1.0,6,1.0,2.0,2,5,30,1.0,N,2.0
2.0,1,1.0,1.0,0,4,72,1.0,N,2.0
2.0,1,1.0,1.0,4,7,69,1.0,N,2.0
1.0,1,1.0,1.0,6,5,70,1.0,N,2.0
2.0,1,1.0,2.0,8,9,30,1.0,N,2.0
1.0,6,1.0,2.0,6,9,25,1.0,N,2.0
1.0,6,1.0,2.0,3,7,26,1.0,N,2.0
1.0,6,1.0,2.0,4,9,25,1.0,N,2.0
2.0,1,1.0,1.0,4,5,57,1.0,N,2.0
1.0,1,1.0,1.0,9,5,65,1.0,N,2.0
2.0,1,1.0,1.0,7,10,52,1.0,N,2.0
1.0,1,1.0,1.0,8,9,57,1.0,N,2.0
1.0,4,1.0,1.0,9,9,48,1.0,N,2.0
2.0,6,1.0,1.0,9,9,40,1.0,N,2.0
2.0,6,1.0,2.0,3,5,58,1.0,N,2.0
2.0,1,1.0,1.0,5,7,54,1.0,N,2.0
1.0,1,1.0,1.0,9,10,73,1.0,N,2.0
2.0,1,1.0,1.0,6,9,86,1.0,N,2.0
2.0,1,1.0,1.0,3,8,44,1.0,N,2.0
1.0,1,1.0,1.0,4,7,35,1.0,N,2.0
1.0,6,1.0,2.0,5,7,34,1.0,N,2.0
1.0,6,1.0,1.0,2,5,52,1.0,N,2.0
2.0,6,1.0,2.0,7,10,24,1.0,N,2.0
1.0,6,1.0,2.0,6,9,23,1.0,N,2.0
1.0,6,1.0,1.0,5,9,24,1.0,N,2.0
2.0,1,1.0,1.0,8,8,63,1.0,N,2.0
1.0,1,1.0,1.0,7,7,64,1.0,N,2.0
2.0,1,1.0,1.0,2,5,55,1.0,N,2.0
1.0,6,1.0,1.0,0,4,19,1.0,N,2.0
2.0,6,1.0,1.0,0,7,44,1.0,N,2.0
1.0,1,1.0,1.0,6,5,51,1.0,N,2.0
2.0,1,1.0,1.0,5,7,44,1.0,N,2.0
2.0,1,1.0,1.0,0,4,46,1.0,N,2.0
1.0,1,1.0,1.0,7,4,54,1.0,N,2.0
1.0,6,1.0,1.0,6,7,25,1.0,N,2.0
2.0,6,1.0,1.0,0,3,15,1.0,N,2.0
1.0,1,1.0,1.0,8,9,67,1.0,N,2.0
2.0,1,1.0,1.0,7,7,65,1.0,N,2.0
1.0,6,2.0,2.0,5,7,33,1.0,N,2.0
1.0,1,1.0,1.0,6,5,41,1.0,N,2.0
2.0,1,1.0,1.0,4,5,33,1.0,N,2.0
2.0,1,1.0,1.0,0,5,63,1.0,N,2.0
