,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
450,38-00100,53,1,4.0,1,6,9.0,3.0,3,0,14434.573829163033,170.0,11.944845711177333,6.0,-9000.0,0.0,124.9717847793394,6.0,1.0,1.0,1,1,1636,45
451,30-00600,34,2,2.0,2,6,9.0,2.0,3,0,15393.698897192495,9920.0,12.089147624880946,6.0,241278.47244995902,0.0,234.44440165650641,3.0,1.0,1.0,1,1,1636,376
452,40-00200,95,1,4.0,1,6,9.0,4.0,3,0,13402.727072401527,993.8131105815373,10.670305301690462,7.0,20862.85025043653,1.0,310.650517277844,6.0,1.0,1.0,1,1,123,0
453,51-01301,95,1,4.0,1,6,4.0,4.0,3,0,13402.727072401527,6251.02826696511,10.571029799697289,6.0,-9000.0,2.0,162.18864264513437,2.0,1.0,1.0,1,1,1464,76
454,40-00200,64,2,4.0,1,6,9.0,7.0,3,0,14608.26989756655,170.0,2.292877099120396,8.0,104335.54102070535,5.0,118.13091846621609,6.0,1.0,1.0,1,1,1092,257
455,36-04010,43,1,5.0,1,6,9.0,4.0,3,0,13747.883602932721,4222.992216861574,11.739817808658161,6.0,62132.396665268054,3.0,202.4548586637847,3.0,1.0,1.0,1,1,138,602
456,51-51255,76,1,4.0,1,6,9.0,4.0,3,0,16317.988588632039,4268.8154658833955,13.527931649537276,6.0,242199.47758277733,3.0,433.5437995943553,6.0,1.0,1.0,1,1,1636,216
457,51-51255,95,1,4.0,1,6,9.0,2.0,3,0,13916.827244744723,6683.606409315246,13.5506325965281,6.0,-9000.0,4.0,325.61544534289243,6.0,1.0,1.0,1,1,1636,85
458,40-00200,55,1,4.0,1,6,7.0,4.0,3,0,14055.281178737177,9920.0,3.5133463704547956,6.0,-9000.0,1.0,118.13091846621609,6.0,1.0,1.0,1,1,1636,241
459,36-04010,95,1,4.0,1,6,7.0,4.0,3,0,13402.727072401527,324.158118688782,0.0,6.0,-9000.0,3.0,342.9804112719637,6.0,1.0,1.0,1,1,1477,118
460,51-01301,43,1,4.0,1,6,7.0,4.0,3,0,15924.332963867766,170.0,13.417404958734517,9.0,110797.5812143674,0.0,11.80866196692815,6.0,1.0,1.0,1,1,121,230
461,51-51255,32,1,4.0,1,6,3.0,4.0,3,0,15470.762728184198,170.0,6.804980083302416,7.0,78996.73935762676,0.0,457.5056762377039,6.0,1.0,1.0,1,1,27,299
462,38-00100,54,1,4.0,1,6,9.0,3.0,3,0,37086.79641638177,170.0,7.6910217077757315,6.0,118564.34910406337,0.0,501.0,6.0,1.0,1.0,1,1,1359,454
463,51-51255,43,1,4.0,1,6,7.0,3.0,3,0,13750.52909051062,5315.267836194422,9.971736887049998,6.0,-9000.0,3.0,334.6689866835925,6.0,1.0,1.0,1,1,713,223
464,51-51255,93,1,2.0,1,6,9.0,3.0,3,0,15353.077675236585,3353.726938597674,16.59532707498627,11.0,178833.12790632324,2.0,389.75003209961,6.0,1.0,1.0,1,1,1636,20
465,40-00200,93,1,2.0,1,6,7.0,3.0,3,0,14263.776804457533,170.0,13.106349264792035,6.0,-9000.0,6.0,118.13091846621609,6.0,1.0,1.0,1,1,1636,376
466,51-01301,74,1,4.0,1,6,9.0,4.0,3,0,13463.959187722428,170.0,11.721809304131217,6.0,80028.01870056201,2.0,387.72800661924947,6.0,1.0,1.0,1,1,1636,376
467,51-51255,52,1,5.0,1,6,4.0,4.0,3,0,13549.48916335661,1427.2766997829076,12.130450178290673,6.0,29789.42080743944,0.0,202.69855191697047,6.0,1.0,1.0,1,1,1,337
468,36-04010,38,1,3.0,1,6,5.0,4.0,3,0,32741.586992437926,1194.558131448018,5.290549119243767,7.0,522490.97212747467,1.0,355.1438100764987,3.0,1.0,1.0,2,1,1636,293
469,38-00100,61,1,2.0,1,6,4.0,9.0,3,0,14654.055291428836,5564.650598267453,11.505472782817002,8.0,147226.57463133265,0.0,118.13091846621609,6.0,1.0,1.0,1,1,1636,376
470,51-01301,57,1,2.0,1,6,9.0,3.0,3,0,14364.784988253105,5906.234477708492,10.4365722108051,6.0,14147.239580689144,0.0,169.11798226087595,6.0,1.0,1.0,1,1,1181,61
471,51-01301,91,1,4.0,1,6,7.0,3.0,3,0,13402.727072401527,170.0,0.0,6.0,243448.7703066335,0.0,501.0,6.0,1.0,1.0,1,1,1053,376
472,38-00100,38,1,4.0,1,6,9.0,3.0,3,0,13582.63070647334,6013.693859160748,12.481598765851942,6.0,-9000.0,0.0,153.33472048672004,6.0,1.0,1.0,1,1,1618,288
473,51-01301,71,1,2.0,1,6,9.0,4.0,3,0,13402.727072401527,626.1303797459286,13.146791640504933,6.0,17783.956278381098,0.0,191.7017017264782,6.0,1.0,1.0,1,1,537,222
474,36-04010,95,1,4.0,3,6,9.0,3.0,3,0,15671.491415578603,848.6991326256148,11.797558213891522,7.0,163870.49248662393,1.0,284.5408056300704,5.0,1.0,1.0,1,1,1102,88
475,32-00405,37,1,4.0,1,6,9.0,3.0,2,0,32214.403284124593,3249.5065343991287,0.0,6.0,868322.9530572179,3.0,119.0363372016725,6.0,1.0,1.0,1,1,569,376
476,51-51255,82,1,4.0,1,6,7.0,3.0,3,0,16783.586039473998,5921.710797253601,11.50998778493143,6.0,30157.62259246102,3.0,341.25044117397863,6.0,1.0,1.0,1,1,597,306
477,40-00200,95,1,2.0,1,6,6.0,3.0,3,0,14858.116531445083,170.0,9.523681481887664,6.0,242098.07363481805,3.0,260.9847666378985,6.0,1.0,1.0,1,1,1636,708
478,40-00200,50,1,4.0,1,6,9.0,3.0,3,0,15312.431163161005,2235.8359474936246,12.669059546325595,6.0,-2378.4788978327997,1.0,408.69370553105637,6.0,1.0,1.0,1,1,1233,135
479,40-00200,93,1,4.0,1,6,7.0,3.0,3,0,14668.153021783068,5132.955914113016,12.021971854662375,6.0,77854.88159985698,3.0,308.6854411282805,1.0,1.0,1.0,1,1,1636,139
480,40-00200,85,2,4.0,1,6,5.0,3.0,3,0,13762.29524311895,170.0,10.939593107311332,7.0,-9000.0,0.0,222.03425474984894,6.0,1.0,1.0,1,1,317,101
481,51-51255,95,1,4.0,1,6,7.0,4.0,3,0,45057.200273277434,170.0,2.125660419746188,10.0,-9000.0,1.0,221.4241052545787,6.0,1.0,1.0,1,1,45,218
482,36-04010,43,1,4.0,1,6,7.0,4.0,3,0,15315.449554057224,2472.48616678673,15.257081100866186,7.0,-9000.0,2.0,477.27823262980195,6.0,1.0,1.0,1,1,995,240
483,38-00100,95,1,4.0,1,6,4.0,2.0,3,0,15066.318801853013,170.0,0.0,6.0,67541.53046185552,1.0,148.7246199666938,6.0,1.0,1.0,1,1,1636,124
484,51-01301,86,2,2.0,1,3,3.0,4.0,3,0,29795.12392786471,5171.806128723344,8.968698147031231,12.0,14277.123110011584,1.0,118.13091846621609,6.0,1.0,1.0,1,1,792,20
485,51-51255,95,1,4.0,1,6,9.0,3.0,3,0,14665.936811316138,170.0,12.463087694655929,6.0,-9000.0,1.0,259.51996888214535,6.0,1.0,1.0,1,1,1484,43
486,51-51255,95,1,2.0,1,6,9.0,3.0,3,0,45057.200273277434,170.0,13.515916216858539,6.0,-9000.0,3.0,92.10303481529921,6.0,1.0,1.0,1,1,407,1
487,36-04010,74,1,5.0,1,6,7.0,3.0,3,0,13402.727072401527,6148.021114524135,0.0,7.0,123554.77639881545,2.0,443.40891277714843,5.0,1.0,1.0,1,1,364,1220
488,36-04010,93,2,5.0,1,6,9.0,3.0,3,0,30926.807376047065,7171.8022129216115,1.033783253217937,6.0,-9000.0,0.0,171.16849072040597,6.0,1.0,1.0,1,1,1636,299
489,51-51255,44,1,4.0,1,6,7.0,3.0,3,0,15090.407892732204,9920.0,12.807132276787518,6.0,137388.58139011473,4.0,203.25388225430368,6.0,1.0,1.0,1,1,1636,173
490,38-00100,67,1,4.0,1,6,7.0,4.0,3,0,13735.067154677223,170.0,8.615188009211181,6.0,-9000.0,1.0,335.7916672235035,6.0,1.0,1.0,1,1,1636,37
491,40-00200,59,1,4.0,1,6,9.0,3.0,3,0,13402.727072401527,2563.042387526059,10.933376396708299,6.0,-9000.0,3.0,279.2080056315734,6.0,1.0,1.0,1,1,1605,272
492,51-51255,91,2,4.0,1,6,9.0,3.0,3,0,14592.13208076604,2016.572227628224,12.101121792362134,6.0,246996.92540592462,3.0,311.7739848547354,6.0,1.0,1.0,1,1,1181,352
493,51-01301,95,1,4.0,1,6,9.0,3.0,3,0,14246.642143836489,4414.120637395581,9.552644314013573,6.0,-9000.0,4.0,208.92969735590205,6.0,1.0,1.0,1,1,1636,343
494,51-01301,14,1,4.0,1,6,9.0,3.0,3,0,13405.403996303477,6192.214214629605,10.649996805363413,6.0,-9000.0,0.0,191.34866575816213,6.0,1.0,1.0,1,1,1564,21
495,38-00100,71,2,4.0,1,6,9.0,3.0,3,0,16009.656285974286,170.0,13.54936274539638,7.0,1084655.4694280406,6.0,34.60102454941451,6.0,1.0,1.0,1,1,1636,121
496,38-00100,87,1,4.0,1,6,9.0,4.0,3,0,16783.586039473998,299.43463237746846,0.0,6.0,212022.93364667078,4.0,391.03528935359975,6.0,1.0,1.0,1,1,165,132
497,51-51255,63,1,4.0,1,6,7.0,3.0,3,0,16783.586039473998,3609.1035045403614,13.5506325965281,6.0,-9000.0,4.0,118.13091846621609,6.0,1.0,1.0,1,1,1167,112
498,30-00600,43,1,4.0,1,6,4.0,3.0,3,0,14816.16425321069,170.0,11.385435689525073,6.0,-9000.0,0.0,455.086420630325,6.0,1.0,1.0,1,1,1636,339
499,38-00100,70,1,2.0,1,6,3.0,3.0,3,0,35266.33419495474,170.0,12.169546501875475,6.0,20062.53833931178,9.0,16.11097057343099,6.0,1.0,1.0,1,1,1636,428
500,51-51255,93,1,2.0,1,6,9.0,2.0,3,0,16658.11278837872,3038.2738985873307,11.546480755461234,6.0,-9000.0,3.0,393.8733151446965,6.0,1.0,1.0,1,1,1636,258
501,28-01100,22,1,4.0,1,6,9.0,5.0,2,0,13848.983224113155,6617.306312860808,8.213513598379354,11.0,9560.482764061031,2.0,275.54041330310497,6.0,1.0,1.0,1,1,1413,141
502,51-51255,43,1,4.0,1,6,9.0,3.0,3,0,14708.999738909579,170.0,13.5506325965281,6.0,-9000.0,0.0,294.4992547477173,6.0,1.0,1.0,1,1,1636,129
503,51-51255,66,1,4.0,1,6,9.0,3.0,3,0,13402.727072401527,5211.870747216752,13.5506325965281,6.0,-9000.0,1.0,118.13091846621609,2.0,1.0,1.0,1,1,1636,16
504,38-00100,70,1,4.0,1,6,9.0,3.0,3,0,13435.793651976286,170.0,10.179604517742595,6.0,-9000.0,2.0,492.5970391252863,6.0,1.0,1.0,1,1,1636,224
505,51-51255,95,1,4.0,1,6,9.0,4.0,3,0,15494.08943782641,705.1621064808573,13.5506325965281,6.0,-9000.0,2.0,142.90634008662272,6.0,1.0,1.0,1,1,592,239
506,30-00600,32,1,5.0,1,6,9.0,4.0,3,0,10640.24496009972,6378.466058286867,10.016934556541573,9.0,16019.03655825388,0.0,427.21519459019396,2.0,1.0,1.0,1,1,173,71
507,36-03710,95,1,2.0,1,6,9.0,3.0,3,2,16783.586039473998,9920.0,11.191853279048297,6.0,71339.443971865,1.0,118.13091846621609,6.0,1.0,1.0,2,1,1636,366
508,51-51255,43,1,4.0,1,6,7.0,4.0,3,0,13493.780974413326,5882.37074791235,13.5506325965281,6.0,37889.49249721394,2.0,126.53913382313411,6.0,1.0,1.0,1,1,954,173
509,36-04010,65,1,4.0,1,6,9.0,4.0,3,2,15059.636920494095,7390.756230828105,1.3285833001655272,6.0,140399.73277412762,0.0,244.77122842107246,6.0,1.0,1.0,1,1,644,308
510,51-51255,32,1,5.0,1,6,4.0,4.0,3,0,13402.727072401527,3111.639378223321,6.696743940327855,7.0,-3576.931408266042,0.0,489.02626343042976,6.0,1.0,1.0,1,1,186,86
511,51-51255,50,1,4.0,1,3,3.0,3.0,3,0,15670.35235261897,170.0,11.300251616451575,6.0,160256.8224650866,3.0,337.3840758203536,6.0,1.0,1.0,1,1,176,376
512,51-01301,81,1,2.0,1,3,9.0,3.0,3,1,50707.260534473084,170.0,10.63096312440238,6.0,-9000.0,2.0,30.721167892589264,6.0,1.0,1.0,1,1,349,319
513,51-51255,56,1,4.0,1,6,7.0,3.0,3,0,13895.040864602326,2596.341141852594,12.291128914762599,6.0,-9000.0,4.0,380.3328260963497,6.0,1.0,1.0,1,1,1454,291
514,51-01301,90,1,4.0,1,6,7.0,3.0,3,0,13402.727072401527,2151.184780997973,13.304923157505204,7.0,-9000.0,1.0,226.2640353529067,6.0,1.0,1.0,1,1,788,329
515,51-51255,43,1,4.0,1,6,9.0,2.0,3,0,15289.312568029463,6063.6666579551,0.0,6.0,41064.03984014843,2.0,274.46404231471894,6.0,1.0,1.0,1,1,970,358
516,51-51255,62,1,5.0,1,6,9.0,3.0,3,0,13723.408510266854,626.1303797459286,7.291114787541237,6.0,2515.1609920475603,2.0,347.3856272214553,6.0,1.0,1.0,1,1,864,283
517,51-01301,63,1,4.0,1,6,9.0,3.0,3,0,13474.511515344053,7570.957825502453,10.629120586792224,7.0,139234.34034513545,0.0,501.0,6.0,1.0,1.0,1,1,1636,297
518,51-51255,64,1,4.0,1,6,9.0,3.0,3,0,15030.806637478941,6176.92329489663,13.5506325965281,6.0,256591.93512898823,1.0,330.3233675390595,6.0,1.0,1.0,1,1,1167,155
519,36-04010,76,1,4.0,1,6,9.0,2.0,3,0,14914.043162537546,170.0,12.786568184447395,6.0,154822.66783047948,0.0,390.07947173855257,6.0,1.0,1.0,1,1,1521,308
520,51-01301,74,1,4.0,1,6,9.0,4.0,3,0,15194.113907600371,170.0,13.4377059466572,6.0,121009.35015829644,0.0,383.2631532196969,6.0,1.0,1.0,1,1,1381,94
521,38-00100,66,1,4.0,1,6,7.0,3.0,3,0,13402.727072401527,2335.219903037805,11.27841435314805,6.0,-9000.0,4.0,263.92159697760917,6.0,1.0,1.0,1,1,1636,376
522,51-51255,69,1,2.0,1,6,7.0,4.0,3,0,14535.752947970637,528.8686555736585,11.707423821895942,7.0,130368.18294376129,0.0,267.23856248382344,6.0,1.0,1.0,1,1,1636,74
523,51-51255,2,1,2.0,1,6,7.0,3.0,3,0,16783.586039473998,170.0,13.315226620739491,6.0,111170.54570449835,1.0,501.0,6.0,1.0,1.0,1,1,1053,255
524,51-01301,46,1,4.0,1,6,9.0,3.0,3,0,14021.58244692812,170.0,10.145602987810985,9.0,74471.13647521265,2.0,370.7550386840313,6.0,1.0,1.0,1,1,1072,276
525,36-03710,95,1,4.0,1,6,9.0,2.0,3,0,14111.226449957685,3196.6926832319396,0.0,6.0,137060.1670471112,0.0,454.23006527554674,6.0,1.0,1.0,1,1,1636,261
526,51-51255,95,1,4.0,1,6,9.0,3.0,3,0,13842.281443158083,825.4711345716496,12.170606738214246,6.0,-9000.0,3.0,163.64288006431536,6.0,1.0,1.0,1,1,1269,76
527,40-00200,69,1,2.0,1,6,9.0,3.0,3,0,13402.727072401527,8220.406344688621,10.788069673682752,6.0,82478.32432455762,4.0,189.26203488774019,6.0,1.0,1.0,1,1,1636,121
528,36-03710,63,1,4.0,1,6,4.0,2.0,3,0,30864.82568242509,3203.5004203677463,0.0,7.0,64037.459696218066,0.0,488.1669298981577,6.0,1.0,1.0,1,1,288,343
529,40-00200,10,1,3.0,1,3,7.0,4.0,3,0,14324.978793301218,626.1303797459286,8.498658557623976,11.0,227188.51480737416,0.0,409.84836268142755,2.0,1.0,2.0,1,1,573,233
530,32-00405,45,1,4.0,1,6,9.0,4.0,3,0,15024.836028141057,8237.847972469553,12.521507734590235,6.0,-9000.0,3.0,224.3192337193583,6.0,1.0,1.0,1,1,1636,376
531,40-00200,95,1,4.0,1,6,7.0,3.0,3,0,16027.54516647895,170.0,11.265004746295055,6.0,73618.34291270982,3.0,398.71824828561324,6.0,1.0,1.0,1,1,1636,341
532,51-51255,79,1,5.0,1,6,7.0,4.0,3,0,35253.90575265641,7018.824544070335,8.545973706153342,6.0,239960.6829638647,1.0,0.0,6.0,1.0,1.0,1,1,475,342
533,51-01301,69,1,4.0,1,6,9.0,3.0,3,0,14434.446673262542,4129.628663739644,10.956626046720638,6.0,23816.487930034986,3.0,118.13091846621609,6.0,1.0,1.0,1,1,885,250
534,38-00100,85,1,4.0,1,6,7.0,3.0,3,0,14781.518854790644,3722.7661424909447,11.595297871989766,6.0,83294.02392431247,4.0,312.7397087897091,6.0,1.0,1.0,1,1,1636,314
535,51-51255,88,1,4.0,1,6,6.0,3.0,3,0,35092.547604835425,6541.241826300633,12.608814219495295,6.0,312950.43480368843,2.0,0.0,3.0,1.0,1.0,1,1,895,279
536,51-51255,81,1,4.0,1,6,7.0,3.0,3,0,15059.865438388164,170.0,13.5506325965281,7.0,-9000.0,4.0,413.5971639242355,6.0,1.0,1.0,1,1,555,41
537,36-04010,49,1,4.0,1,6,9.0,4.0,3,0,13993.403308926378,606.0290376142716,11.580129126662714,6.0,-9000.0,0.0,402.27252576395665,6.0,1.0,1.0,1,1,908,242
538,51-51255,38,2,3.0,3,3,7.0,4.0,3,0,16783.586039473998,488.1503120982751,10.788069673682752,7.0,319155.61530775647,0.0,46.65974883341443,6.0,1.0,1.0,1,1,192,316
539,40-00200,77,1,4.0,1,6,7.0,4.0,3,0,14493.684395640234,6502.33262084099,11.143435395549412,6.0,134287.75932800153,2.0,334.03855158727924,6.0,1.0,1.0,1,1,1636,50
540,51-51255,43,1,4.0,1,6,7.0,3.0,3,0,13402.727072401527,170.0,13.5506325965281,6.0,208366.38660395262,2.0,290.5926248777779,6.0,1.0,1.0,1,1,1464,81
541,40-00200,55,1,4.0,1,6,9.0,4.0,3,0,15201.674041262486,4090.637994726184,4.949629765215452,6.0,24324.110539675137,2.0,339.1639802739844,6.0,1.0,1.0,1,1,1636,376
542,51-51255,91,1,5.0,1,8,7.0,3.0,2,0,34015.58094090597,5691.991739403055,7.833755681438966,6.0,342376.271210428,0.0,96.00350202946078,6.0,1.0,1.0,1,1,340,629
543,40-00200,52,1,4.0,1,6,9.0,3.0,3,0,16087.007980997449,4098.486498989199,11.632598802676949,8.0,202544.21251449428,1.0,437.0359676614177,6.0,1.0,1.0,1,1,1636,376
544,51-51255,64,1,4.0,1,6,7.0,3.0,3,0,15645.68964958328,8840.646668471469,14.799480210684752,12.0,298763.9958146067,0.0,0.0,6.0,1.0,1.0,1,1,1250,359
545,36-04010,94,1,4.0,1,6,9.0,4.0,3,0,15031.20483091693,170.0,11.850594696371502,6.0,-8569.285728995921,3.0,118.13091846621609,6.0,1.0,1.0,1,1,1430,376
546,36-04010,70,1,2.0,1,6,7.0,5.0,3,0,15386.191913084667,4888.246552844199,11.72062171966964,1.0,-9000.0,0.0,118.13091846621609,6.0,1.0,1.0,1,1,323,223
547,40-00200,10,1,2.0,1,6,9.0,3.0,3,2,16042.928813774564,3414.17965489772,0.0,6.0,275624.3511810242,2.0,501.0,2.0,1.0,1.0,1,1,1180,55
548,40-00200,54,1,4.0,1,6,7.0,4.0,3,0,16783.586039473998,923.9960358726739,13.5506325965281,7.0,-9000.0,2.0,118.13091846621609,6.0,1.0,1.0,1,1,1636,155
549,51-51255,95,1,2.0,1,6,7.0,3.0,3,0,46696.32239573475,9920.0,13.097833369076973,6.0,-9000.0,4.0,131.47874049227025,6.0,1.0,1.0,1,1,1636,0
550,51-51255,45,1,2.0,1,6,9.0,4.0,3,0,13402.727072401527,3012.34601576916,13.5506325965281,6.0,-9000.0,2.0,272.2752887773339,6.0,1.0,1.0,1,1,1108,312
551,51-51255,80,1,4.0,1,6,3.0,3.0,3,0,13402.727072401527,170.0,11.527015604974123,7.0,70984.69690799735,1.0,440.35275580718576,6.0,1.0,1.0,1,1,1525,286
552,51-51255,46,1,4.0,1,6,9.0,4.0,3,0,14251.707825336582,5936.813683654383,10.909898236786237,1.0,-9000.0,4.0,383.9167708043424,6.0,1.0,1.0,1,1,1543,308
553,26-02702,95,1,5.0,1,6,7.0,3.0,3,0,13835.567974338941,170.0,11.712592070703414,6.0,171238.58108115738,0.0,252.10225988755906,2.0,1.0,1.0,1,1,1,109
554,40-00200,52,1,4.0,1,6,7.0,4.0,3,0,13402.727072401527,170.0,11.699230570383351,6.0,-9000.0,4.0,213.50530126912727,6.0,1.0,1.0,1,1,257,232
555,51-51255,95,1,4.0,1,6,9.0,3.0,3,0,15373.497079069974,3368.7474928149386,11.402470040638505,6.0,15881.662777880585,2.0,171.84940703374107,6.0,1.0,1.0,1,1,1636,174
556,36-03710,86,1,4.0,1,6,9.0,4.0,2,0,15554.724514883948,1137.4656604728711,6.342001148252222,6.0,342376.271210428,2.0,381.0988329312913,6.0,1.0,1.0,1,1,1636,175
557,51-51255,50,1,4.0,1,6,9.0,3.0,3,0,13402.727072401527,170.0,13.5506325965281,6.0,-9000.0,4.0,118.13091846621609,6.0,1.0,1.0,1,1,1636,247
558,38-00100,51,1,4.0,1,6,4.0,4.0,3,0,15154.586382562735,3503.5285822581272,13.193751683524775,7.0,92255.79350217685,0.0,337.7977801463246,6.0,1.0,1.0,1,1,1636,277
559,36-04010,80,1,4.0,1,6,9.0,3.0,3,0,14901.107719734919,4379.440865150251,0.03355408511286573,6.0,29375.201721288002,1.0,323.8593773942395,6.0,1.0,1.0,1,1,1636,376
560,40-00200,68,2,4.0,1,6,9.0,2.0,3,0,13571.993843352102,9522.030305297763,9.743882008041929,6.0,10446.741293881278,1.0,501.0,6.0,1.0,1.0,1,1,868,179
561,51-51255,89,1,5.0,1,6,9.0,3.0,3,0,13402.727072401527,816.8742716919469,11.214749413526164,6.0,5331.00660978604,0.0,363.22046208788043,6.0,1.0,1.0,1,1,837,111
562,51-51255,80,1,4.0,1,6,7.0,4.0,3,0,13968.184727045194,9920.0,11.94891470786715,6.0,194947.6946962625,3.0,330.83321231194105,6.0,1.0,1.0,1,1,1636,376
563,40-00200,94,1,4.0,1,6,9.0,4.0,3,0,15239.83093753359,1318.7454931094508,11.714959033126751,7.0,253486.51197052188,1.0,501.0,6.0,1.0,1.0,1,1,1636,342
564,51-51255,87,1,2.0,1,6,7.0,3.0,3,0,15726.479541413437,7528.491085579479,13.465509630076083,6.0,148103.36234093335,1.0,428.7220193816964,6.0,1.0,1.0,1,1,1481,103
565,51-51255,89,1,4.0,1,6,9.0,3.0,3,0,15481.31651678883,2027.040996565669,12.5930345320593,6.0,63549.642081210986,1.0,247.6968259325189,6.0,1.0,1.0,1,1,1636,273
566,38-00100,7,1,2.0,1,6,7.0,3.0,3,0,45215.647305879946,4390.933019982516,12.046414379148455,6.0,-9000.0,6.0,467.790032565405,6.0,1.0,1.0,1,1,400,277
567,51-51255,9,1,4.0,1,6,5.0,4.0,3,0,13402.727072401527,9920.0,13.5506325965281,7.0,166509.86134258556,2.0,453.706031666963,6.0,1.0,1.0,1,1,935,0
568,40-00200,91,2,4.0,1,6,9.0,4.0,3,0,14574.137253803872,2480.6934442657453,13.174591352536384,7.0,-9000.0,0.0,225.79434055105133,6.0,1.0,1.0,1,1,1636,168
569,40-00200,89,1,5.0,1,6,4.0,3.0,3,0,34678.206369631174,9920.0,17.456215416124753,1.0,148860.48985736058,3.0,322.2830716479077,2.0,1.0,1.0,1,1,873,211
570,51-51255,72,1,4.0,1,6,9.0,3.0,3,0,14408.452813190921,170.0,11.955347921138214,6.0,-9000.0,2.0,427.99246566097884,6.0,1.0,1.0,1,1,1636,358
571,36-04010,0,1,4.0,1,6,4.0,4.0,3,0,29795.12392786471,9920.0,0.0,7.0,-9000.0,0.0,501.0,6.0,1.0,1.0,1,1,479,280
572,30-00600,87,1,4.0,1,6,4.0,4.0,3,0,52864.7,5572.923274827926,0.0,7.0,65915.06204280484,4.0,92.10303481529921,3.0,1.0,1.0,1,1,1636,273
573,51-51255,43,1,4.0,1,6,9.0,3.0,3,0,13402.727072401527,2000.7888396442677,12.588229153265292,6.0,-9000.0,3.0,412.7794694517364,6.0,1.0,1.0,1,1,1636,343
574,51-01301,95,1,2.0,1,6,3.0,3.0,3,0,14049.874131000264,5396.409222604902,2.188117636022871,7.0,104360.50165154132,1.0,253.51850522114364,6.0,1.0,1.0,1,1,807,560
575,51-51255,67,1,4.0,1,6,9.0,3.0,3,0,15019.940324457231,339.05646836500273,13.5506325965281,6.0,-9000.0,3.0,195.6599730463589,6.0,1.0,1.0,1,1,1636,46
576,51-51255,93,1,4.0,1,6,7.0,3.0,3,0,13402.727072401527,170.0,9.590543264287307,6.0,-9000.0,4.0,118.13091846621609,6.0,1.0,1.0,1,1,1092,22
577,36-03710,95,2,4.0,2,8,9.0,3.0,3,0,16323.976805334114,3835.0803303874586,10.84190460896817,6.0,293914.48237181077,1.0,419.74539335453215,6.0,1.0,1.0,1,1,1592,545
578,36-03710,88,1,2.0,1,6,9.0,3.0,3,0,15728.061786011987,7999.444882225362,13.080467856996611,6.0,151841.63588230457,4.0,334.13929971078363,6.0,1.0,1.0,1,1,1636,306
579,51-51255,8,1,4.0,1,6,9.0,3.0,3,0,14038.755042728668,170.0,10.788069673682752,6.0,26468.544657758364,1.0,262.051441921888,6.0,1.0,1.0,1,1,1274,38
580,40-00200,95,1,2.0,1,6,9.0,5.0,2,2,37413.35015620134,1614.270820990108,0.0,6.0,332056.35432060575,4.0,173.60344272728042,2.0,1.0,1.0,1,1,1636,550
581,40-00200,11,1,4.0,1,6,9.0,4.0,3,0,13809.607313846727,7111.319035572886,0.6378596297250017,6.0,109518.79964570238,0.0,118.13091846621609,5.0,1.0,1.0,1,1,1636,286
582,40-00200,63,1,4.0,1,6,7.0,3.0,3,0,13402.727072401527,170.0,13.5506325965281,6.0,-9000.0,1.0,150.00974420034885,2.0,1.0,1.0,1,1,1636,0
583,51-51255,83,1,4.0,1,6,4.0,2.0,3,0,15042.562311312586,713.7442216482314,17.037733185046505,6.0,278525.8811275432,0.0,416.3239551554416,6.0,1.0,1.0,1,1,1636,178
584,40-00200,87,1,4.0,1,6,7.0,3.0,3,0,14141.084912359976,2205.402814126991,11.806750083184742,6.0,35611.46180733385,3.0,285.1473561862849,6.0,1.0,1.0,1,1,1636,516
585,32-00405,47,1,4.0,1,6,9.0,3.0,3,0,14198.909007729824,8070.773948583941,10.626703190851131,6.0,-9000.0,3.0,118.13091846621609,6.0,1.0,1.0,1,1,1636,376
586,40-00200,83,1,4.0,1,6,9.0,4.0,3,0,13821.98707931876,1884.9912069820757,12.512900496964212,7.0,-9000.0,0.0,172.2796391362996,5.0,1.0,1.0,1,1,893,0
587,51-51255,54,1,4.0,1,6,9.0,3.0,3,0,13402.727072401527,4126.908061950977,7.196275221562658,6.0,7303.5080240610405,2.0,339.75047431973235,6.0,1.0,1.0,1,1,1,186
588,51-51255,95,1,2.0,1,6,2.0,4.0,3,0,13729.195917373303,170.0,12.257211032178796,7.0,-9000.0,3.0,259.53423900805217,6.0,1.0,1.0,1,1,881,0
589,51-51255,56,1,4.0,1,6,7.0,4.0,3,0,15228.010577417761,3153.5428959897345,9.629299122793059,6.0,-9000.0,4.0,253.62684289374502,6.0,1.0,1.0,1,1,835,376
590,51-01301,0,2,2.0,1,6,7.0,4.0,3,0,16210.742259282435,170.0,4.3574172823490045,6.0,280395.14306579495,0.0,33.92897862244124,6.0,1.0,1.0,1,1,1173,376
591,28-01100,63,1,2.0,1,9,7.0,3.0,2,2,11239.034698842508,5088.9986018368045,0.48356163768800986,6.0,205420.7089477971,4.0,162.50126999177348,6.0,1.0,1.0,1,1,1,125
