PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR
25-00503,90,2,6,0,1,N,N,3,0,N,N,10,4700.0,1,37,N,2,2,2,2
25-00703,3,2,N,0,1,2,4,1,1,N,N,1,N,N,357,N,N,N,2,2
25-01300,64,2,1,0,1,0,2,1,1,7380,10,7,10000.0,2,501,N,2,2,2,2
25-01300,67,2,1,0,1,0,2,1,1,7270,10,5,30000.0,4,501,N,2,2,2,2
25-00503,27,1,1,0,1,0,2,1,2,770,3,10,98000.0,8,501,N,2,2,2,2
25-01000,76,1,1,0,1,0,2,1,1,N,N,9,38900.0,5,501,N,2,2,2,2
25-00703,67,2,1,0,1,0,2,1,2,N,N,8,8560.0,2,501,N,2,2,2,2
25-01000,71,2,3,0,1,0,N,1,2,N,N,9,77100.0,7,501,N,1,1,2,1
25-00703,36,1,1,0,1,2,4,1,1,7380,10,10,130000.0,9,501,N,2,2,2,2
25-00703,65,2,3,0,1,0,N,1,2,9160,15,10,16500.0,3,123,N,2,2,2,1
25-00703,36,2,1,0,1,2,4,1,1,7860,11,9,56000.0,6,501,N,2,2,2,2
25-01300,27,2,1,0,1,0,2,1,1,3990,4,10,63000.0,6,501,N,2,2,2,2
25-00703,57,2,1,0,1,0,4,1,1,7071,9,9,15400.0,3,361,N,2,2,2,2
25-02800,49,1,1,0,1,1,4,1,1,7380,10,10,350000.0,9,501,N,1,1,2,2
25-00703,17,1,6,1,1,1,2,1,2,4971,6,4,10000.0,2,223,N,2,2,2,2
25-00703,59,1,1,0,1,0,2,1,1,7380,10,10,130600.0,9,501,N,2,2,2,2
25-00503,19,2,6,0,6,1,5,1,1,4971,6,7,2000.0,1,501,N,2,2,2,2
25-00703,4,1,N,0,1,0,7,1,1,N,N,1,N,N,54,N,N,N,2,2
25-01000,0,1,N,0,1,2,4,1,1,N,N,N,N,N,501,N,N,N,2,2
25-01300,60,2,1,0,1,0,3,1,1,N,N,5,19200.0,3,427,N,2,2,2,2
25-00703,23,2,6,0,6,N,N,3,0,5180,6,10,4500.0,1,N,N,2,2,2,2
25-00503,62,2,1,0,1,0,3,1,1,7670,10,9,142000.0,9,501,N,2,2,2,2
25-00703,84,1,1,0,1,0,7,1,1,N,N,5,63500.0,7,501,N,2,1,2,1
25-00503,43,2,1,0,1,1,3,1,2,4890,6,8,10000.0,2,501,N,2,2,2,2
25-00503,1,2,N,0,1,2,4,1,1,N,N,N,N,N,501,N,N,N,2,2
25-00703,31,2,6,0,1,0,N,1,2,9920,18,9,55000.0,6,454,N,2,2,2,2
25-01300,49,2,1,0,1,1,4,1,1,4795,6,7,62000.0,6,501,N,2,2,2,2
25-01000,38,2,6,0,1,0,N,1,2,9180,15,5,30000.0,4,226,N,2,2,2,2
25-00703,17,2,6,0,1,3,5,1,1,9290,15,4,5600.0,1,326,N,2,2,2,2
25-00503,28,2,6,0,1,0,N,1,2,5090,6,7,75000.0,7,501,N,2,2,2,2
25-02800,42,1,3,0,1,0,6,1,1,9370,16,5,43700.0,5,501,N,2,2,2,2
25-00503,73,2,3,0,1,0,2,1,1,N,N,9,15000.0,3,243,N,2,2,2,2
25-01000,29,1,6,0,1,0,2,1,2,2790,4,5,90000.0,8,501,N,2,2,2,2
25-01300,67,2,1,0,1,0,2,1,1,5490,6,10,132000.0,9,501,N,2,2,2,2
25-00703,5,2,N,0,1,2,4,1,1,N,N,2,N,N,501,N,2,2,2,2
25-00503,49,2,6,0,8,0,N,1,1,170,0,6,0.0,0,0,N,1,2,2,2
25-00703,17,2,6,0,1,2,5,1,1,9290,15,4,2500.0,1,208,N,2,2,2,2
25-00703,62,2,6,0,1,0,N,1,1,8170,12,10,157000.0,9,501,N,2,2,2,2
25-00703,68,2,3,0,1,0,2,1,1,4270,5,12,46300.0,5,501,N,2,2,2,2
25-00703,52,2,1,0,1,0,2,1,2,7860,11,9,22000.0,3,501,N,2,2,2,2
25-01000,65,2,1,0,1,0,2,1,1,8191,12,9,70200.0,7,501,N,2,2,2,2
25-00503,14,1,N,4,1,2,3,1,2,N,N,3,N,N,457,N,2,2,2,2
25-00703,58,2,1,0,1,0,2,1,1,7860,11,10,80000.0,7,501,N,2,2,2,2
25-00703,89,2,3,0,1,0,N,1,2,N,N,1,12000.0,2,99,N,2,2,2,2
25-02800,36,1,4,0,1,0,5,1,1,9470,16,8,60000.0,6,225,N,2,2,2,2
25-01300,64,2,1,0,1,0,2,1,1,7071,9,12,25000.0,4,451,N,2,2,2,2
25-01300,15,2,6,0,1,2,4,1,1,N,N,4,3000.0,1,223,N,2,2,2,2
25-01000,68,2,5,0,1,0,N,1,1,8660,14,10,79500.0,7,501,N,2,2,2,2
25-00703,46,2,1,0,1,1,3,1,2,5190,6,4,0.0,0,361,N,2,2,2,2
25-02800,9,2,N,0,1,1,3,1,1,N,N,3,N,N,501,N,2,2,2,2
25-01000,16,1,6,0,1,2,4,1,1,N,N,4,0.0,0,501,N,2,2,2,2
25-00503,39,2,2,0,6,0,2,1,1,2190,4,10,180000.0,9,501,N,2,2,2,2
25-01000,75,1,1,0,1,0,2,1,1,6290,7,12,31910.0,4,466,N,2,1,2,2
25-02800,62,1,4,0,1,0,4,1,1,7380,10,9,50200.0,6,501,N,2,2,2,2
25-00703,74,1,1,0,1,0,2,1,1,7870,11,12,100000.0,8,501,N,2,2,2,2
25-00703,15,1,6,0,1,4,7,1,2,N,N,3,0.0,0,240,N,2,2,2,2
25-01300,26,1,6,1,8,0,N,1,2,3390,4,7,39000.0,5,280,N,2,2,2,2
25-01300,1,1,N,0,1,2,4,1,1,N,N,N,N,N,501,N,N,N,2,2
25-01000,66,2,1,0,1,0,2,1,1,7860,11,5,28000.0,4,387,N,2,2,2,2
25-00503,49,1,1,0,6,2,4,1,1,7270,10,11,300000.0,9,501,N,2,2,2,2
25-00503,56,2,1,0,6,0,2,1,1,7290,10,10,95000.0,8,501,N,2,2,2,2
25-00503,89,1,3,0,1,0,2,1,1,N,N,5,54000.0,6,441,N,2,2,2,2
25-01000,38,2,1,0,9,0,4,1,1,7870,11,7,7100.0,2,501,N,2,2,2,2
25-01000,16,1,6,0,1,1,3,1,1,8191,12,4,1500.0,1,501,N,2,2,2,2
25-00703,40,2,6,0,1,0,N,1,2,7860,11,10,4400.0,1,37,N,2,2,2,2
25-00503,42,2,1,0,1,3,5,1,1,6992,9,10,80000.0,7,464,N,2,2,2,2
25-01000,43,2,4,0,1,1,5,1,1,7970,12,7,65000.0,7,402,N,2,2,2,2
25-02800,70,2,1,0,1,0,2,1,1,N,N,5,14000.0,3,154,N,2,2,2,2
25-02800,73,2,1,0,1,0,2,1,1,8980,15,7,30000.0,4,501,N,2,2,2,1
25-00503,16,2,6,0,1,2,3,1,2,N,N,4,0.0,0,501,N,2,2,2,2
25-02800,58,1,1,0,1,0,2,1,1,6970,9,10,419500.0,9,501,N,2,2,2,2
25-01300,67,2,1,0,1,0,2,1,1,8370,13,8,9700.0,2,314,N,2,1,2,2
25-01300,62,2,1,0,1,0,4,1,1,8191,12,9,75000.0,7,501,N,2,2,2,2
25-00703,9,1,N,0,1,1,4,1,1,N,N,3,N,N,427,N,2,2,2,2
25-00503,87,1,1,0,1,0,2,1,2,N,N,5,23700.0,4,137,N,1,2,2,2
25-01000,46,1,1,0,8,0,4,1,1,7380,10,9,116000.0,8,501,N,2,2,2,2
25-00703,28,1,6,0,1,0,N,1,1,3580,4,7,30000.0,4,226,N,2,2,2,2
25-00703,28,2,6,0,1,3,5,1,2,4795,6,7,10000.0,2,15,N,2,2,2,2
25-00703,7,2,N,0,1,2,4,1,1,N,N,3,N,N,166,N,2,2,2,2
25-01300,11,2,N,0,6,1,3,1,1,N,N,3,N,N,470,N,2,2,2,2
25-01300,48,1,4,2,2,1,3,1,2,6680,8,6,49800.0,6,323,N,2,2,2,2
25-01300,10,1,N,0,1,2,4,1,1,N,N,3,N,N,501,N,2,2,2,2
25-00703,21,2,6,0,1,0,N,1,1,7860,11,5,6000.0,1,42,N,2,2,2,2
25-00703,44,2,1,0,6,1,3,1,1,7380,10,9,25000.0,4,501,N,2,2,2,2
25-02800,58,2,1,0,1,0,2,1,1,8191,12,8,70000.0,7,501,N,2,2,2,2
25-00703,15,2,6,0,1,2,3,1,1,N,N,4,5000.0,3,0,N,2,2,2,2
25-00703,12,2,N,0,1,2,4,1,1,N,N,3,N,N,501,N,2,2,2,2
25-00503,59,1,1,0,1,1,3,1,1,3490,4,10,155000.0,9,501,N,2,2,2,2
25-01300,78,1,1,0,1,0,2,1,1,3365,4,8,135000.0,9,501,N,2,2,2,2
25-00703,75,2,4,0,1,0,2,1,2,N,N,7,25600.0,4,391,N,2,1,2,2
25-02800,48,1,1,0,6,0,3,1,2,9590,16,5,54000.0,6,235,N,2,1,2,2
25-00703,79,1,1,0,1,0,2,1,1,N,N,12,28200.0,4,467,N,2,2,2,2
25-00703,22,2,6,0,1,0,2,1,2,9290,15,7,16000.0,3,123,N,2,2,2,2
25-00503,19,2,6,0,2,N,N,3,0,8470,13,7,10300.0,2,N,N,2,2,2,2
25-00503,44,1,1,0,1,2,4,1,1,7390,10,9,118000.0,8,501,N,2,2,2,2
25-02800,36,1,1,0,1,0,2,1,2,770,3,10,85000.0,8,501,N,2,2,2,2
25-00503,52,2,1,0,1,1,3,1,2,8191,12,11,250050.0,9,501,N,2,2,2,2
25-01000,75,1,1,0,1,0,2,1,1,8891,15,5,112200.0,8,501,N,2,2,2,2
25-00503,18,2,6,0,2,2,4,1,1,8590,14,4,3400.0,1,501,N,2,2,2,2
25-01300,21,2,6,0,1,0,3,1,1,8470,13,7,2800.0,1,501,N,2,2,2,2
25-00503,37,1,1,0,1,1,3,1,2,8680,14,5,61600.0,6,298,N,2,2,2,2
25-01000,46,1,1,0,1,1,3,1,1,6380,7,9,120000.0,8,501,N,2,2,2,2
25-01000,16,2,6,0,1,3,5,1,1,8680,14,4,1380.0,1,501,N,2,2,2,2
25-00703,64,2,1,0,1,0,2,1,1,9480,16,10,12000.0,2,501,N,2,2,2,2
25-01300,45,1,1,0,1,2,4,1,1,7680,10,9,160000.0,9,501,N,2,2,2,2
25-00703,58,1,1,0,1,0,2,1,1,770,3,5,90000.0,8,501,N,2,2,2,2
25-02800,33,1,1,0,1,0,2,1,1,6991,9,9,85000.0,8,501,N,2,2,2,2
25-02800,23,1,6,0,1,0,3,1,1,7270,10,10,20000.0,3,501,N,2,2,2,2
25-00503,5,1,N,0,9,2,5,1,1,N,N,2,N,N,501,N,2,2,2,2
25-01000,53,1,4,0,1,0,N,1,1,8680,14,7,80000.0,7,501,N,2,2,2,2
25-00703,91,1,3,0,6,0,N,1,1,9480,16,7,40900.0,5,368,4,1,1,2,2
25-01000,79,2,1,0,1,0,2,1,1,N,N,9,38600.0,5,233,N,2,2,2,2
25-00703,53,1,6,0,1,0,N,1,1,6370,7,8,155060.0,9,501,3,2,2,2,2
25-00503,83,2,4,0,1,N,N,2,0,N,N,5,2800.0,1,N,N,2,1,1,2
25-00703,56,1,4,0,1,0,N,1,1,7071,9,9,202000.0,9,501,N,2,2,2,2
25-02800,56,1,1,0,1,0,3,1,1,6370,7,5,24000.0,4,501,N,2,2,2,2
25-00503,71,2,1,0,6,0,2,1,1,N,N,5,41300.0,5,467,N,2,2,2,2
25-01300,3,2,N,0,1,3,5,1,1,N,N,2,N,N,501,N,N,N,2,2
25-01000,68,2,1,0,1,0,2,1,1,8191,12,7,38000.0,5,501,N,2,2,2,2
25-00503,19,2,6,4,1,N,N,3,0,8470,13,7,300.0,1,N,N,2,2,2,2
25-00503,87,2,4,0,1,0,N,1,2,N,N,9,10700.0,2,82,N,2,2,2,2
25-00503,33,1,6,0,1,0,N,1,1,3990,4,9,100000.0,8,501,N,2,2,2,2
25-01300,56,1,1,0,1,2,4,1,1,6870,9,10,352000.0,9,501,N,2,2,2,2
25-02800,65,2,6,0,1,0,N,1,2,6670,8,10,120000.0,8,501,N,2,2,2,2
25-00703,37,1,1,0,1,2,4,1,1,7380,10,9,62000.0,6,501,N,2,2,2,2
25-02800,17,1,6,0,2,1,2,1,2,N,N,4,0.0,0,0,N,2,2,2,2
25-00503,27,2,6,0,1,0,N,1,2,7860,11,9,20000.0,3,153,N,2,2,2,2
25-01300,52,2,6,0,1,1,3,1,1,N,N,5,10000.0,2,225,N,1,2,2,2
25-00703,4,1,N,0,1,3,4,1,2,N,N,2,N,N,15,N,N,N,2,2
25-01300,18,2,6,0,1,0,4,1,1,6570,8,5,3500.0,1,483,N,2,2,2,2
25-02800,48,1,6,0,1,0,3,1,1,9470,16,10,80000.0,7,501,N,2,2,2,2
25-02800,62,1,1,0,1,0,2,1,1,8561,14,9,171600.0,9,501,N,2,2,2,2
25-00503,63,2,6,0,1,0,N,1,1,8170,12,9,76600.0,7,501,N,2,2,2,2
25-01000,16,1,6,0,1,2,4,1,1,N,N,4,0.0,0,501,N,2,2,2,2
25-00703,28,2,6,0,1,0,3,1,1,7470,10,9,40000.0,5,501,N,2,2,2,2
25-02800,72,2,6,0,1,0,N,1,1,7870,11,10,88000.0,8,371,N,2,2,2,2
25-01000,75,2,3,0,1,0,5,1,1,N,N,5,33700.0,4,501,N,2,2,2,2
25-00503,39,1,1,0,1,0,2,1,1,4690,6,9,110000.0,8,501,N,2,2,2,2
25-01000,74,2,1,0,1,0,2,1,2,9390,16,7,15000.0,3,197,N,2,2,2,1
25-00703,29,1,1,0,1,1,3,1,1,770,3,7,50000.0,6,501,N,2,2,2,2
25-00703,71,2,1,0,1,0,2,1,1,N,N,10,72000.0,7,501,N,2,2,2,2
25-01300,32,2,6,0,1,0,N,1,1,8191,12,9,57000.0,6,361,N,2,2,2,2
25-00703,37,1,1,0,1,0,2,1,1,1990,4,9,15180.0,3,501,N,2,2,2,2
25-02800,38,1,1,0,1,2,4,1,1,6570,8,10,123220.0,8,501,N,2,2,2,2
25-01000,25,2,6,0,1,0,3,1,1,290,0,7,0.0,0,368,N,2,2,2,2
25-01300,39,1,1,0,1,2,4,1,1,4780,6,9,73030.0,7,501,N,2,2,2,2
25-00503,24,1,1,0,1,1,3,1,2,7071,9,9,91100.0,8,501,N,2,2,2,2
25-00703,7,2,N,0,1,2,3,1,2,N,N,3,N,N,256,N,2,2,2,2
25-00503,68,2,6,0,1,0,N,1,1,6870,9,6,150000.0,9,501,N,2,2,2,2
25-00703,27,2,6,0,1,0,N,1,1,3390,4,9,24000.0,4,180,N,2,2,2,2
25-01000,55,2,4,0,1,0,N,1,1,9470,16,9,26400.0,4,201,N,2,2,2,2
25-01000,29,1,6,0,1,0,3,1,1,8180,12,5,42000.0,5,501,N,2,2,2,2
25-00503,69,1,1,0,6,0,2,1,1,N,N,11,0.0,0,175,N,2,2,2,2
25-02800,73,1,6,0,1,0,N,1,1,8070,12,7,61000.0,6,501,N,2,2,2,2
25-00503,31,1,1,0,6,0,2,1,1,9470,16,10,80700.0,7,501,N,2,2,2,2
25-02800,54,2,6,0,1,N,N,3,0,N,N,4,0.0,0,0,N,1,2,2,1
25-00703,13,2,N,0,1,3,5,1,1,N,N,3,N,N,501,N,2,2,2,2
25-01000,69,2,3,0,1,0,N,1,1,7860,11,9,76600.0,7,501,N,2,2,2,2
25-00703,62,2,1,0,1,0,2,1,2,N,N,4,0.0,0,501,N,2,2,2,2
25-00703,63,1,1,0,1,0,2,1,2,N,N,6,500.0,1,306,N,2,2,2,2
25-00503,44,1,1,0,2,0,2,1,1,7380,10,9,110000.0,8,501,N,2,2,2,2
25-02800,52,2,1,0,1,0,4,1,1,8970,15,7,55000.0,6,501,N,2,2,2,2
25-02800,32,1,1,0,1,1,3,1,1,7290,10,9,100000.0,8,501,N,2,2,2,2
25-00503,40,2,6,0,1,0,N,1,1,8370,13,9,20000.0,3,152,N,2,2,2,2
25-00703,45,2,1,0,1,3,5,1,1,9470,16,9,120000.0,8,501,N,2,2,2,2
25-01300,67,1,1,0,1,0,2,1,1,5080,6,9,6700.0,1,190,N,1,2,2,2
25-02800,14,2,N,0,2,3,6,1,2,N,N,3,N,N,164,N,2,2,2,2
25-00703,61,1,6,0,1,0,N,1,1,2370,4,9,100000.0,8,501,N,2,2,2,2
25-01000,76,2,3,0,1,0,N,1,2,N,N,10,20500.0,3,173,N,2,2,2,2
25-02800,27,1,2,0,1,0,3,1,1,1570,4,5,72000.0,7,501,N,2,2,2,2
25-00703,68,1,1,0,1,0,2,1,1,6380,7,7,31300.0,4,309,N,2,2,2,2
25-01000,91,2,3,0,1,0,N,1,2,N,N,5,72300.0,7,501,N,1,1,1,1
25-01300,27,2,6,0,1,0,4,1,1,3390,4,9,7690.0,2,427,N,2,2,2,2
25-00503,67,2,4,0,1,0,N,1,1,N,N,8,10800.0,2,90,N,2,2,2,2
25-00703,12,1,N,0,1,1,6,1,1,N,N,3,N,N,501,N,2,2,2,2
25-00503,49,2,6,0,8,0,2,1,2,8070,12,12,88000.0,8,464,N,2,2,2,2
25-00703,89,2,3,0,1,0,N,1,1,N,N,9,60300.0,6,501,N,2,2,2,1
25-01000,84,2,6,0,1,N,N,3,0,N,N,5,30000.0,4,227,N,1,2,1,2
25-00703,78,2,1,0,1,0,2,1,1,N,N,10,35200.0,5,501,N,2,2,2,2
25-00703,81,2,1,0,1,0,2,1,2,N,N,5,15600.0,3,213,N,2,2,2,2
25-01300,83,2,2,0,1,0,5,1,1,N,N,4,6100.0,1,33,N,2,1,2,2
25-00503,64,2,2,0,6,4,6,1,2,N,N,8,3000.0,1,240,N,2,2,2,2
25-01300,62,1,1,0,1,0,3,1,1,7870,11,12,60000.0,6,501,N,2,2,2,2
25-00503,64,1,1,0,1,0,2,1,1,6970,9,10,727000.0,9,501,N,2,2,2,2
25-01300,14,1,N,0,1,2,5,1,1,N,N,4,N,N,501,N,2,2,2,2
25-00503,18,1,6,0,1,0,4,1,1,N,N,4,0.0,0,439,N,2,2,2,2
25-01000,53,2,1,0,6,0,4,1,1,7490,10,9,70000.0,7,501,N,2,2,2,2
25-01000,66,1,1,0,1,0,2,1,1,7860,11,5,52000.0,6,501,N,2,2,2,2
25-02800,42,1,1,0,1,0,5,1,1,770,3,5,79400.0,7,501,N,2,2,2,2
25-00703,65,2,1,0,1,0,2,1,1,N,N,11,7000.0,2,499,N,2,2,2,2
25-00703,12,2,N,0,1,4,6,1,1,N,N,3,N,N,501,N,2,2,2,2
25-01000,63,1,1,0,1,0,2,1,1,6080,7,8,279000.0,9,501,N,2,2,2,2
25-00703,11,2,N,0,1,1,3,1,1,N,N,3,N,N,275,N,2,2,2,2
25-01000,88,2,4,0,1,0,N,1,1,N,N,10,72300.0,7,501,N,2,2,2,2
25-00703,55,2,1,0,1,1,3,1,1,7870,11,9,105000.0,8,501,N,2,2,2,2
25-02800,44,1,1,0,1,2,4,1,1,6970,9,9,151200.0,9,501,N,2,2,2,2
25-01300,30,1,6,0,1,0,4,1,1,9170,15,10,32000.0,4,501,N,2,2,2,2
25-02800,14,2,N,0,1,2,4,1,1,N,N,3,N,N,501,N,2,2,2,2
25-00703,14,1,N,0,1,2,4,1,1,N,N,3,N,N,501,N,2,2,2,2
25-01000,58,2,1,0,1,0,2,1,1,9160,15,10,42000.0,5,501,N,2,2,2,2
25-01000,74,2,4,0,1,0,N,1,1,N,N,7,9100.0,2,63,N,2,1,2,1
25-02800,63,1,1,0,1,0,4,1,1,8680,14,4,32500.0,4,257,N,2,2,2,2
25-00703,56,2,1,0,1,0,3,1,2,4580,5,9,88000.0,8,501,N,2,2,2,2
25-02800,88,2,3,0,1,N,N,2,0,N,N,4,0.0,0,N,N,1,1,2,2
25-00503,91,2,3,0,1,0,N,1,1,N,N,7,50600.0,6,417,N,2,2,2,2
25-00703,60,2,6,0,1,0,N,1,1,1990,4,5,25000.0,4,186,N,2,2,2,2
25-01000,85,2,1,0,1,0,2,1,1,N,N,9,35000.0,5,501,N,2,2,2,2
25-00703,78,2,4,0,1,0,2,1,1,9470,16,5,65800.0,7,477,N,2,2,2,2
25-00503,74,1,1,0,1,0,3,1,1,9370,16,9,81800.0,7,501,4,2,2,2,1
25-01000,38,2,1,0,1,2,4,1,1,5180,6,5,32400.0,4,501,N,2,2,2,2
25-02800,54,1,4,0,1,0,2,1,1,770,3,6,185000.0,9,501,N,2,2,2,2
25-00503,56,2,4,0,1,0,4,1,1,7380,10,5,110000.0,8,501,N,2,2,2,2
25-01300,28,2,6,0,1,1,2,1,1,9090,15,9,40000.0,5,501,N,2,2,2,2
25-01000,31,2,1,0,1,2,4,1,1,7970,12,7,11000.0,2,430,N,2,2,2,2
25-00503,12,2,N,0,1,3,5,1,1,N,N,3,N,N,501,N,2,2,2,2
25-01000,66,1,1,0,1,0,3,1,1,9370,16,9,120.0,1,501,N,2,2,1,1
25-01300,41,2,1,0,1,2,4,1,1,5580,6,10,55000.0,6,501,N,2,2,2,2
25-01300,17,2,6,0,1,2,4,1,1,N,N,4,0.0,0,501,N,2,2,2,2
25-02800,4,2,N,0,1,3,5,1,1,N,N,2,N,N,501,N,N,N,2,2
25-02800,33,2,6,0,1,0,N,1,1,9090,15,9,35000.0,5,267,N,2,2,2,2
25-00703,43,2,6,0,1,0,N,1,1,9470,16,9,60000.0,6,458,N,2,2,2,2
25-00703,60,1,6,0,1,0,2,1,1,N,N,9,13500.0,2,52,N,2,2,2,2
25-00703,17,2,6,0,1,4,6,1,1,9290,15,5,28000.0,4,422,N,2,2,1,2
25-01300,40,1,1,0,2,0,4,1,1,770,3,5,65000.0,7,501,N,2,2,2,2
25-02800,54,2,1,0,1,2,4,1,1,8191,12,9,90000.0,8,493,N,2,2,2,2
25-01300,18,1,6,0,1,0,4,1,1,N,N,5,0.0,0,501,N,2,2,2,2
25-01300,66,1,1,0,6,0,2,1,1,8370,13,9,15000.0,3,202,N,2,2,2,2
25-00703,26,2,1,0,1,0,2,1,1,8180,12,9,40000.0,5,281,N,2,2,2,2
25-01000,18,1,6,0,1,0,2,1,2,5391,6,4,2500.0,1,215,N,2,2,1,2
25-00503,6,2,N,0,1,4,6,1,1,N,N,2,N,N,501,N,2,2,2,2
25-00503,32,2,1,0,6,0,2,1,1,7380,10,9,70000.0,7,501,N,2,2,2,2
25-02800,7,2,N,0,1,2,4,1,1,N,N,3,N,N,501,N,2,2,2,2
25-00503,55,1,1,0,1,1,3,1,1,3380,4,10,185000.0,9,501,N,2,2,2,2
25-00503,1,1,N,0,1,1,3,1,1,N,N,N,N,N,501,N,N,N,2,2
25-01300,29,2,1,0,1,1,3,1,1,8370,13,10,30000.0,4,394,N,2,2,2,2
25-00503,59,1,1,0,6,0,2,1,1,7390,10,10,173400.0,9,501,N,2,2,2,2
25-01000,58,1,1,0,1,0,2,1,1,6180,7,7,30000.0,4,501,N,2,2,2,2
25-00503,13,2,N,0,9,2,4,1,1,N,N,3,N,N,501,N,2,2,2,2
25-00503,55,1,1,0,1,0,2,1,1,6070,7,5,40000.0,5,501,N,2,2,1,2
25-00503,74,2,3,0,1,0,N,1,1,N,N,10,172000.0,9,501,N,2,2,2,2
25-01300,60,2,4,0,1,0,2,1,1,3365,4,7,70000.0,7,501,N,2,2,2,1
25-00703,1,2,N,0,1,1,3,1,2,N,N,N,N,N,501,N,N,N,2,2
25-02800,35,1,1,0,1,0,2,1,1,770,3,9,100000.0,8,501,N,2,2,2,2
25-01000,64,1,1,0,1,0,4,1,1,6870,9,9,72000.0,7,490,N,2,2,2,2
25-01300,46,2,1,0,1,4,9,1,1,7870,11,9,450.0,1,434,N,2,2,2,2
25-00503,59,1,4,0,1,0,N,1,2,4990,6,5,85000.0,8,501,N,2,2,2,2
25-01300,50,2,1,0,1,2,4,1,1,4170,5,9,18000.0,3,501,N,2,2,2,2
25-01300,6,1,N,0,1,2,4,1,1,N,N,2,N,N,501,N,2,2,2,2
25-00703,23,2,6,0,6,2,7,1,1,N,N,7,4020.0,1,443,N,2,2,2,2
25-01300,8,1,N,0,6,2,4,1,1,N,N,3,N,N,501,N,2,2,2,2
25-00503,0,2,N,0,1,2,4,1,1,N,N,N,N,N,347,N,N,N,2,2
25-01300,47,1,6,0,1,N,N,3,0,N,N,7,10100.0,2,81,N,1,2,2,2
25-00703,14,2,N,0,1,2,4,1,1,N,N,3,N,N,501,N,2,2,2,2
25-01300,6,2,N,0,1,2,4,1,1,N,N,2,N,N,274,N,2,2,2,2
25-00503,18,2,6,0,6,N,N,3,0,N,N,7,0.0,0,N,N,2,2,2,2
25-00703,36,2,1,0,1,1,3,1,1,7670,10,9,40000.0,5,501,N,2,2,2,2
25-01000,47,2,1,0,1,1,3,1,1,2190,4,11,627000.0,9,501,N,2,2,2,2
25-01300,1,1,N,0,1,3,5,1,1,N,N,N,N,N,443,N,N,N,2,2
25-02800,24,2,6,0,1,0,2,1,1,9290,15,9,52000.0,6,501,N,2,2,2,2
25-00503,34,2,1,0,6,1,3,1,2,N,N,10,0.0,0,456,N,2,2,2,2
25-02800,47,2,1,0,1,0,6,1,1,5170,6,5,17400.0,3,427,N,2,2,2,2
25-01000,94,2,4,0,1,0,N,1,2,N,N,9,15600.0,3,126,N,2,1,1,2
25-00503,11,1,N,0,1,2,4,1,1,N,N,3,N,N,501,N,2,2,2,2
25-00503,84,1,3,0,1,0,N,1,1,N,N,10,84000.0,7,501,N,2,1,2,1
25-00503,39,2,1,0,1,2,4,1,2,4971,6,7,38300.0,5,501,N,2,2,2,2
25-01000,23,1,6,0,6,0,4,1,1,5070,6,1,23600.0,4,501,N,2,2,2,2
25-00503,69,2,1,0,1,0,2,1,1,N,N,8,10800.0,2,501,N,2,2,2,2
25-00703,0,1,N,0,1,1,3,1,1,N,N,N,N,N,501,N,N,N,2,2
25-01000,12,1,N,0,1,2,4,1,1,N,N,3,N,N,501,N,2,2,2,2
25-00703,62,2,1,0,1,0,2,1,1,8680,14,7,7500.0,2,501,N,2,2,2,2
25-00503,81,1,4,0,6,N,N,2,0,N,N,9,16700.0,3,N,N,1,1,1,2
25-00503,78,1,1,0,6,0,2,1,1,8080,12,11,120000.0,8,501,N,2,2,2,2
25-01300,86,2,6,0,1,N,N,2,0,N,N,5,4800.0,1,N,N,2,1,2,2
25-00703,33,2,1,0,1,2,4,1,1,7860,11,9,55000.0,6,501,N,2,2,2,2
25-01300,58,2,1,0,1,3,5,1,1,6991,9,5,75000.0,7,501,N,2,2,2,2
25-01300,39,1,1,0,1,2,4,1,1,5593,6,10,155300.0,9,501,N,2,2,2,2
25-01000,60,2,4,0,1,0,2,1,1,8290,12,5,20000.0,3,102,N,1,1,2,2
25-00703,32,2,6,0,1,0,N,1,1,8990,15,7,20000.0,3,152,N,2,2,2,2
25-02800,23,1,6,0,1,0,3,1,1,4971,6,5,33000.0,4,248,N,2,2,2,2
25-00703,90,2,6,0,1,0,2,1,1,8564,14,5,0.0,0,0,N,2,2,2,2
25-02800,57,1,1,0,1,0,2,1,1,4470,5,9,631300.0,9,501,N,2,2,2,2
25-01300,19,2,6,0,1,0,4,1,1,8470,13,7,10100.0,2,464,N,2,2,2,2
25-01000,12,1,N,0,1,3,5,1,1,N,N,3,N,N,501,N,2,2,2,2
25-02800,48,1,1,0,6,1,6,1,2,8770,15,9,100000.0,8,501,N,2,2,2,2
25-01000,39,1,6,0,1,0,N,1,2,7290,10,9,40000.0,5,301,N,2,2,2,2
25-01300,33,2,6,2,1,0,N,1,1,7380,10,9,50000.0,6,381,N,2,2,2,2
25-01000,27,1,6,0,1,0,N,1,2,6290,7,7,50000.0,6,384,N,2,2,2,2
25-00503,32,1,1,0,1,2,4,1,2,9680,17,10,64000.0,7,429,N,2,2,2,2
