,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP
1174,1.0,6,1.0,1.0,5,0.0,24-01004,29.0,1,3,501
1175,1.0,6,1.0,1.0,5,0.0,24-01004,60.0,0,2,501
1176,1.0,6,1.0,1.0,5,0.0,26-02702,23.0,0,2,501
1177,1.0,6,1.0,1.0,5,0.0,26-02702,30.0,0,4,501
1178,1.0,6,1.0,1.0,6,0.0,28-01100,32.0,0,N,501
1179,1.0,6,1.0,1.0,6,0.0,28-01100,32.0,0,N,501
1180,1.0,6,1.0,1.0,6,0.0,29-01901,27.0,0,2,501
1181,1.0,6,1.0,1.0,6,0.0,29-01901,27.0,0,3,501
1182,1.0,6,1.0,1.0,6,0.0,30-00600,28.0,0,N,501
1183,1.0,6,1.0,1.0,6,0.0,30-00600,68.0,0,N,501
1184,1.0,6,1.0,1.0,6,0.0,38-00100,36.0,1,3,501
1185,1.0,6,1.0,1.0,6,0.0,38-00100,72.0,0,N,501
1186,1.0,6,1.0,1.0,6,0.0,51-01301,25.0,0,4,501
1187,1.0,6,1.0,1.0,6,0.0,51-01301,25.0,0,4,501
1188,1.0,6,1.0,1.0,6,0.0,51-01301,28.0,0,N,501
1189,1.0,6,1.0,1.0,6,0.0,51-01301,28.0,0,N,501
1190,1.0,6,1.0,1.0,6,0.0,51-51255,25.0,0,N,501
1191,1.0,6,1.0,1.0,6,0.0,51-51255,25.0,0,4,501
1192,1.0,6,1.0,1.0,6,0.0,51-51255,25.0,0,4,501
1193,1.0,6,1.0,1.0,6,0.0,51-51255,32.0,0,N,501
1194,1.0,6,1.0,1.0,6,0.0,06-08507,36.0,0,N,501
1195,1.0,6,1.0,1.0,6,0.0,06-08507,36.0,0,3,501
1196,1.0,6,1.0,1.0,6,0.0,06-08507,52.0,0,N,501
1197,1.0,6,1.0,1.0,6,0.0,06-08507,52.0,0,2,501
1198,1.0,6,1.0,1.0,6,0.0,13-04600,75.0,0,N,501
1199,1.0,6,1.0,1.0,6,0.0,17-03529,25.0,0,N,501
1200,1.0,6,1.0,1.0,6,0.0,17-03529,52.0,0,N,501
1201,1.0,6,1.0,1.0,6,0.0,17-03529,52.0,0,2,501
1202,1.0,6,1.0,1.0,6,0.0,19-01700,37.0,0,4,501
1203,1.0,6,1.0,1.0,6,0.0,19-01700,72.0,0,3,501
1204,1.0,6,1.0,1.0,6,0.0,24-01004,24.0,0,4,501
1205,1.0,6,1.0,1.0,6,0.0,24-01004,24.0,1,4,501
1206,1.0,6,1.0,1.0,6,0.0,24-01004,24.0,1,4,501
1207,1.0,6,1.0,1.0,6,0.0,24-01004,25.0,0,4,501
1208,1.0,6,1.0,1.0,6,1.0,51-51255,25.0,0,4,501
1209,1.0,6,1.0,1.0,7,0.0,06-07502,26.0,0,N,501
1210,1.0,6,1.0,1.0,7,0.0,06-07502,34.0,0,N,501
1211,1.0,6,1.0,1.0,7,0.0,06-07502,34.0,0,N,501
1212,1.0,6,1.0,1.0,7,0.0,30-00600,34.0,0,N,501
1213,1.0,6,1.0,1.0,7,0.0,30-00600,34.0,0,N,501
1214,1.0,6,1.0,1.0,7,0.0,30-00600,55.0,0,2,501
1215,1.0,6,1.0,1.0,7,0.0,30-00600,57.0,0,2,501
1216,1.0,6,1.0,1.0,7,0.0,32-00405,35.0,0,2,501
1217,1.0,6,1.0,1.0,7,0.0,32-00405,35.0,0,2,501
1218,1.0,6,1.0,1.0,7,0.0,36-03710,30.0,0,N,501
1219,1.0,6,1.0,1.0,7,0.0,36-03710,30.0,0,N,501
1220,1.0,6,1.0,1.0,7,0.0,38-00100,29.0,0,3,501
1221,1.0,6,1.0,1.0,7,0.0,38-00100,29.0,0,3,501
1222,1.0,6,1.0,1.0,7,0.0,38-00100,29.0,0,3,501
1223,1.0,6,1.0,1.0,7,0.0,38-00100,31.0,0,3,501
1224,1.0,6,1.0,1.0,7,0.0,38-00100,54.0,0,N,501
1225,1.0,6,1.0,1.0,7,0.0,38-00100,56.0,0,3,501
1226,1.0,6,1.0,1.0,7,0.0,38-00100,56.0,2,3,501
1227,1.0,6,1.0,1.0,7,0.0,38-00100,72.0,0,N,501
1228,1.0,6,1.0,1.0,7,0.0,38-00100,72.0,0,N,501
1229,1.0,6,1.0,1.0,7,0.0,38-00100,72.0,0,2,501
1230,1.0,6,1.0,1.0,7,0.0,51-51255,35.0,0,2,501
1231,1.0,6,1.0,1.0,7,0.0,51-51255,40.0,0,3,501
1232,1.0,6,1.0,1.0,7,0.0,51-51255,56.0,2,3,501
1233,1.0,6,1.0,1.0,7,0.0,06-08507,26.0,0,2,501
1234,1.0,6,1.0,1.0,7,0.0,08-00803,54.0,0,N,501
1235,1.0,6,1.0,1.0,7,0.0,08-00803,54.0,0,N,501
1236,1.0,6,1.0,1.0,7,0.0,08-00803,54.0,0,2,501
1237,1.0,6,1.0,1.0,7,0.0,19-01700,54.0,0,2,501
1238,1.0,6,1.0,1.0,7,0.0,19-01700,72.0,0,3,501
1239,1.0,6,1.0,1.0,7,0.0,24-01004,29.0,0,N,501
1240,1.0,6,1.0,1.0,7,0.0,24-01004,29.0,0,2,501
1241,1.0,6,1.0,1.0,7,0.0,24-01004,29.0,1,3,501
1242,1.0,6,1.0,1.0,7,0.0,24-01004,33.0,0,3,501
1243,1.0,6,1.0,1.0,7,0.0,24-01004,33.0,0,3,501
1244,1.0,6,1.0,1.0,7,0.0,24-01004,35.0,2,4,501
1245,1.0,6,1.0,1.0,7,0.0,24-01004,51.0,0,2,501
1246,1.0,6,1.0,1.0,7,0.0,26-02702,30.0,0,N,501
1247,1.0,6,1.0,1.0,7,0.0,26-02702,30.0,0,N,501
1248,1.0,6,1.0,1.0,7,1.0,32-00405,35.0,0,2,501
1249,1.0,6,1.0,1.0,8,0.0,06-07502,26.0,0,3,501
1250,1.0,6,1.0,1.0,8,0.0,06-07502,27.0,0,N,501
1251,1.0,6,1.0,1.0,8,0.0,06-07502,32.0,0,2,501
1252,1.0,6,1.0,1.0,8,0.0,06-07502,42.0,0,N,501
1253,1.0,6,1.0,1.0,8,0.0,29-01901,27.0,0,2,501
1254,1.0,6,1.0,1.0,8,0.0,29-01901,28.0,0,N,501
1255,1.0,6,1.0,1.0,8,0.0,29-01901,28.0,0,N,501
1256,1.0,6,1.0,1.0,8,0.0,30-00600,28.0,0,3,501
1257,1.0,6,1.0,1.0,8,0.0,30-00600,44.0,0,3,501
1258,1.0,6,1.0,1.0,8,0.0,30-00600,55.0,0,N,501
1259,1.0,6,1.0,1.0,8,0.0,30-00600,55.0,0,N,501
1260,1.0,6,1.0,1.0,8,0.0,30-00600,61.0,0,2,501
1261,1.0,6,1.0,1.0,8,0.0,30-00600,63.0,0,N,501
1262,1.0,6,1.0,1.0,8,0.0,30-00600,63.0,0,N,501
1263,1.0,6,1.0,1.0,8,0.0,30-00600,63.0,0,2,501
1264,1.0,6,1.0,1.0,8,0.0,36-03710,30.0,0,N,501
1265,1.0,6,1.0,1.0,8,0.0,36-04010,73.0,0,2,501
1266,1.0,6,1.0,1.0,8,0.0,38-00100,31.0,0,3,501
1267,1.0,6,1.0,1.0,8,0.0,38-00100,31.0,0,5,501
1268,1.0,6,1.0,1.0,8,0.0,38-00100,49.0,1,3,501
1269,1.0,6,1.0,1.0,8,0.0,38-00100,59.0,0,2,501
1270,1.0,6,1.0,1.0,8,0.0,38-00100,59.0,0,2,501
1271,1.0,6,1.0,1.0,8,0.0,38-00100,61.0,0,N,501
1272,1.0,6,1.0,1.0,8,0.0,38-00100,65.0,0,2,501
1273,1.0,6,1.0,1.0,8,0.0,38-00100,69.0,0,N,501
1274,1.0,6,1.0,1.0,8,0.0,38-00100,69.0,0,N,501
1275,1.0,6,1.0,1.0,8,0.0,38-00100,69.0,0,N,501
1276,1.0,6,1.0,1.0,8,0.0,38-00100,69.0,0,N,501
1277,1.0,6,1.0,1.0,8,0.0,38-00100,72.0,0,2,501
1278,1.0,6,1.0,1.0,8,0.0,38-00100,72.0,0,2,501
1279,1.0,6,1.0,1.0,8,0.0,51-01301,28.0,0,N,501
1280,1.0,6,1.0,1.0,8,0.0,51-01301,28.0,0,2,501
1281,1.0,6,1.0,1.0,8,0.0,51-01301,31.0,0,N,501
1282,1.0,6,1.0,1.0,8,0.0,51-01301,44.0,0,4,501
1283,1.0,6,1.0,1.0,8,0.0,51-01301,52.0,0,2,501
1284,1.0,6,1.0,1.0,8,0.0,51-01301,65.0,0,N,501
1285,1.0,6,1.0,1.0,8,0.0,51-51255,25.0,0,N,501
1286,1.0,6,1.0,1.0,8,0.0,51-51255,30.0,0,N,501
1287,1.0,6,1.0,1.0,8,0.0,51-51255,30.0,0,N,501
1288,1.0,6,1.0,1.0,8,0.0,51-51255,30.0,0,N,501
1289,1.0,6,1.0,1.0,8,0.0,51-51255,30.0,0,N,501
1290,1.0,6,1.0,1.0,8,0.0,51-51255,32.0,0,3,501
1291,1.0,6,1.0,1.0,8,0.0,51-51255,35.0,0,N,501
1292,1.0,6,1.0,1.0,8,0.0,51-51255,35.0,0,2,501
1293,1.0,6,1.0,1.0,8,0.0,51-51255,36.0,0,3,501
1294,1.0,6,1.0,1.0,8,0.0,51-51255,37.0,0,4,501
1295,1.0,6,1.0,1.0,8,0.0,51-51255,37.0,0,4,501
1296,1.0,6,1.0,1.0,8,0.0,51-51255,37.0,0,4,501
1297,1.0,6,1.0,1.0,8,0.0,51-51255,48.0,0,N,501
1298,1.0,6,1.0,1.0,8,0.0,51-51255,72.0,0,2,501
1299,1.0,6,1.0,1.0,8,0.0,06-08507,26.0,0,2,501
1300,1.0,6,1.0,1.0,8,0.0,06-08507,45.0,2,3,501
1301,1.0,6,1.0,1.0,8,0.0,06-08507,45.0,2,4,501
1302,1.0,6,1.0,1.0,8,0.0,06-08507,45.0,2,4,501
1303,1.0,6,1.0,1.0,8,0.0,06-08507,52.0,0,N,501
1304,1.0,6,1.0,1.0,8,0.0,06-08507,52.0,0,2,501
1305,1.0,6,1.0,1.0,8,0.0,06-08507,52.0,0,5,501
1306,1.0,6,1.0,1.0,8,0.0,06-08507,52.0,0,5,501
1307,1.0,6,1.0,1.0,8,0.0,08-00803,30.0,0,N,501
1308,1.0,6,1.0,1.0,8,0.0,08-00803,35.0,0,N,501
1309,1.0,6,1.0,1.0,8,0.0,13-04600,31.0,0,N,501
1310,1.0,6,1.0,1.0,8,0.0,13-04600,31.0,0,2,501
1311,1.0,6,1.0,1.0,8,0.0,13-04600,75.0,0,N,501
1312,1.0,6,1.0,1.0,8,0.0,17-03529,25.0,0,N,501
1313,1.0,6,1.0,1.0,8,0.0,17-03529,52.0,0,N,501
1314,1.0,6,1.0,1.0,8,0.0,17-03529,52.0,0,2,501
1315,1.0,6,1.0,1.0,8,0.0,17-03529,65.0,0,N,501
1316,1.0,6,1.0,1.0,8,0.0,17-03529,65.0,0,N,501
1317,1.0,6,1.0,1.0,8,0.0,19-01700,28.0,0,N,501
1318,1.0,6,1.0,1.0,8,0.0,19-01700,28.0,0,N,501
1319,1.0,6,1.0,1.0,8,0.0,19-01700,33.0,0,2,501
1320,1.0,6,1.0,1.0,8,0.0,19-01700,34.0,0,2,501
1321,1.0,6,1.0,1.0,8,0.0,19-01700,42.0,0,N,501
1322,1.0,6,1.0,1.0,8,0.0,19-01700,42.0,0,N,501
1323,1.0,6,1.0,1.0,8,0.0,19-01700,52.0,0,2,501
1324,1.0,6,1.0,1.0,8,0.0,19-01700,52.0,0,2,501
1325,1.0,6,1.0,1.0,8,0.0,19-01700,58.0,0,2,501
1326,1.0,6,1.0,1.0,8,0.0,19-01700,72.0,0,3,501
1327,1.0,6,1.0,1.0,8,0.0,24-01004,25.0,0,N,501
1328,1.0,6,1.0,1.0,8,0.0,24-01004,32.0,0,N,501
1329,1.0,6,1.0,1.0,8,0.0,24-01004,35.0,2,4,501
1330,1.0,6,1.0,1.0,8,0.0,24-01004,45.0,0,3,501
1331,1.0,6,1.0,1.0,8,0.0,24-01004,45.0,0,3,501
1332,1.0,6,1.0,1.0,8,0.0,24-01004,45.0,0,3,501
1333,1.0,6,1.0,1.0,8,0.0,24-01004,51.0,0,N,501
1334,1.0,6,1.0,1.0,8,0.0,24-01004,51.0,0,N,501
1335,1.0,6,1.0,1.0,8,0.0,24-01004,51.0,0,2,501
1336,1.0,6,1.0,1.0,8,0.0,24-01004,51.0,1,2,501
1337,1.0,6,1.0,1.0,8,0.0,24-01004,63.0,0,2,501
1338,1.0,6,1.0,1.0,8,0.0,24-01004,63.0,0,2,501
1339,1.0,6,1.0,1.0,8,0.0,24-01004,63.0,0,2,501
1340,1.0,6,1.0,1.0,8,0.0,24-01004,63.0,0,2,501
1341,1.0,6,1.0,1.0,8,0.0,26-02702,30.0,0,N,501
1342,1.0,6,1.0,1.0,9,0.0,06-07502,27.0,0,N,501
1343,1.0,6,1.0,1.0,9,0.0,06-07502,32.0,0,N,501
1344,1.0,6,1.0,1.0,9,0.0,06-07502,32.0,0,2,501
1345,1.0,6,1.0,1.0,9,0.0,06-07502,34.0,0,N,501
1346,1.0,6,1.0,1.0,9,0.0,06-07502,34.0,0,N,501
1347,1.0,6,1.0,1.0,9,0.0,29-01901,27.0,0,N,501
1348,1.0,6,1.0,1.0,9,0.0,29-01901,27.0,0,N,501
1349,1.0,6,1.0,1.0,9,0.0,29-01901,27.0,0,N,501
1350,1.0,6,1.0,1.0,9,0.0,29-01901,50.0,0,N,501
1351,1.0,6,1.0,1.0,9,0.0,30-00600,34.0,0,N,501
1352,1.0,6,1.0,1.0,9,0.0,30-00600,44.0,0,N,501
1353,1.0,6,1.0,1.0,9,0.0,30-00600,44.0,0,4,501
1354,1.0,6,1.0,1.0,9,0.0,30-00600,44.0,0,4,501
1355,1.0,6,1.0,1.0,9,0.0,30-00600,44.0,1,2,501
1356,1.0,6,1.0,1.0,9,0.0,30-00600,44.0,1,3,501
1357,1.0,6,1.0,1.0,9,0.0,30-00600,55.0,0,N,501
1358,1.0,6,1.0,1.0,9,0.0,30-00600,55.0,0,N,501
1359,1.0,6,1.0,1.0,9,0.0,30-00600,55.0,0,N,501
1360,1.0,6,1.0,1.0,9,0.0,30-00600,55.0,0,N,501
1361,1.0,6,1.0,1.0,9,0.0,30-00600,63.0,0,N,501
1362,1.0,6,1.0,1.0,9,0.0,30-00600,63.0,0,N,501
1363,1.0,6,1.0,1.0,9,0.0,30-00600,63.0,0,2,501
1364,1.0,6,1.0,1.0,9,0.0,38-00100,36.0,0,4,501
1365,1.0,6,1.0,1.0,9,0.0,38-00100,60.0,0,N,501
1366,1.0,6,1.0,1.0,9,0.0,38-00100,60.0,0,4,501
1367,1.0,6,1.0,1.0,9,0.0,38-00100,60.0,0,4,501
1368,1.0,6,1.0,1.0,9,0.0,38-00100,61.0,0,N,501
1369,1.0,6,1.0,1.0,9,0.0,51-01301,29.0,0,N,501
1370,1.0,6,1.0,1.0,9,0.0,51-01301,29.0,0,2,501
1371,1.0,6,1.0,1.0,9,0.0,51-01301,31.0,0,N,501
1372,1.0,6,1.0,1.0,9,0.0,51-01301,53.0,0,N,501
1373,1.0,6,1.0,1.0,9,0.0,51-01301,53.0,0,N,501
1374,1.0,6,1.0,1.0,9,0.0,51-51255,29.0,0,N,501
1375,1.0,6,1.0,1.0,9,0.0,51-51255,29.0,0,N,501
1376,1.0,6,1.0,1.0,9,0.0,51-51255,29.0,0,N,501
1377,1.0,6,1.0,1.0,9,0.0,51-51255,36.0,0,N,501
1378,1.0,6,1.0,1.0,9,0.0,51-51255,38.0,2,3,501
1379,1.0,6,1.0,1.0,9,0.0,51-51255,40.0,0,3,501
1380,1.0,6,1.0,1.0,9,0.0,51-51255,40.0,2,3,501
1381,1.0,6,1.0,1.0,9,0.0,51-51255,48.0,0,3,501
1382,1.0,6,1.0,1.0,9,0.0,51-51255,49.0,0,N,501
1383,1.0,6,1.0,1.0,9,0.0,51-51255,49.0,0,N,501
1384,1.0,6,1.0,1.0,9,0.0,51-51255,49.0,0,2,501
1385,1.0,6,1.0,1.0,9,0.0,51-51255,58.0,0,2,501
1386,1.0,6,1.0,1.0,9,0.0,06-08507,45.0,1,3,501
1387,1.0,6,1.0,1.0,9,0.0,06-08507,45.0,1,3,501
1388,1.0,6,1.0,1.0,9,0.0,06-08507,45.0,1,3,501
1389,1.0,6,1.0,1.0,9,0.0,06-08507,49.0,0,2,501
1390,1.0,6,1.0,1.0,9,0.0,06-08507,56.0,0,N,501
1391,1.0,6,1.0,1.0,9,0.0,06-08507,60.0,0,4,501
1392,1.0,6,1.0,1.0,9,0.0,06-08507,60.0,0,4,501
1393,1.0,6,1.0,1.0,9,0.0,06-08507,61.0,0,3,501
1394,1.0,6,1.0,1.0,9,0.0,06-08507,61.0,0,4,501
1395,1.0,6,1.0,1.0,9,0.0,06-08507,72.0,0,2,501
1396,1.0,6,1.0,1.0,9,0.0,08-00803,29.0,0,N,501
1397,1.0,6,1.0,1.0,9,0.0,08-00803,32.0,0,3,501
1398,1.0,6,1.0,1.0,9,0.0,08-00803,34.0,0,3,501
1399,1.0,6,1.0,1.0,9,0.0,13-04600,31.0,0,N,501
1400,1.0,6,1.0,1.0,9,0.0,13-04600,31.0,0,2,501
1401,1.0,6,1.0,1.0,9,0.0,13-04600,31.0,0,5,501
1402,1.0,6,1.0,1.0,9,0.0,13-04600,31.0,0,5,501
1403,1.0,6,1.0,1.0,9,0.0,19-01700,65.0,0,N,501
1404,1.0,6,1.0,1.0,9,0.0,19-01700,65.0,0,N,501
1405,1.0,6,1.0,1.0,9,0.0,19-01700,65.0,0,N,501
1406,1.0,6,1.0,1.0,9,0.0,19-01700,72.0,0,3,501
1407,1.0,6,1.0,1.0,9,0.0,24-01004,33.0,0,3,501
1408,1.0,6,1.0,1.0,9,0.0,24-01004,33.0,1,3,501
1409,1.0,6,1.0,1.0,9,0.0,24-01004,35.0,2,4,501
1410,1.0,6,1.0,1.0,9,0.0,24-01004,35.0,2,4,501
1411,1.0,6,1.0,1.0,9,0.0,24-01004,39.0,0,N,501
1412,1.0,6,1.0,1.0,9,0.0,24-01004,39.0,0,5,501
1413,1.0,6,1.0,1.0,9,0.0,24-01004,39.0,2,3,501
1414,1.0,6,1.0,1.0,9,0.0,24-01004,45.0,2,3,501
1415,1.0,6,1.0,1.0,9,0.0,24-01004,50.0,2,4,501
1416,1.0,6,1.0,1.0,9,0.0,24-01004,60.0,1,4,501
1417,1.0,6,1.0,1.0,9,0.0,24-01004,61.0,0,N,501
1418,1.0,6,1.0,1.0,9,0.0,24-01004,61.0,0,2,501
1419,1.0,6,1.0,1.0,9,0.0,24-01004,63.0,0,2,501
1420,1.0,6,1.0,1.0,9,0.0,24-01004,64.0,0,N,501
1421,1.0,6,1.0,1.0,9,0.0,24-01004,65.0,0,2,501
1422,1.0,6,1.0,1.0,9,0.0,24-01004,72.0,0,N,501
1423,1.0,6,1.0,1.0,9,0.0,24-01004,72.0,0,N,501
1424,1.0,6,1.0,1.0,9,0.0,24-01004,72.0,0,N,501
1425,1.0,6,1.0,1.0,9,0.0,24-01004,72.0,0,N,501
1426,1.0,6,1.0,1.0,9,0.0,26-02702,42.0,0,3,501
1427,1.0,6,1.0,1.0,9,1.0,30-00600,44.0,0,N,501
1428,1.0,6,1.0,2.0,0,0.0,06-07502,27.0,0,N,501
1429,1.0,6,1.0,2.0,0,0.0,06-07502,28.0,0,N,0
1430,1.0,6,1.0,2.0,0,0.0,30-00600,16.0,2,3,501
1431,1.0,6,1.0,2.0,0,0.0,30-00600,16.0,2,3,501
1432,1.0,6,1.0,2.0,0,0.0,30-00600,16.0,3,5,501
1433,1.0,6,1.0,2.0,0,0.0,30-00600,61.0,0,N,501
1434,1.0,6,1.0,2.0,0,0.0,30-00600,61.0,0,N,501
1435,1.0,6,1.0,2.0,0,0.0,32-00405,30.0,0,4,501
1436,1.0,6,1.0,2.0,0,0.0,32-00405,35.0,0,N,501
1437,1.0,6,1.0,2.0,0,0.0,38-00100,18.0,0,N,0
1438,1.0,6,1.0,2.0,0,0.0,38-00100,18.0,0,N,0
1439,1.0,6,1.0,2.0,0,0.0,38-00100,18.0,0,3,0
1440,1.0,6,1.0,2.0,0,0.0,38-00100,18.0,0,3,501
1441,1.0,6,1.0,2.0,0,0.0,38-00100,18.0,0,3,501
1442,1.0,6,1.0,2.0,0,0.0,38-00100,30.0,1,2,501
1443,1.0,6,1.0,2.0,0,0.0,51-01301,27.0,0,N,501
1444,1.0,6,1.0,2.0,0,0.0,51-01301,27.0,0,2,501
1445,1.0,6,1.0,2.0,0,0.0,51-01301,27.0,0,2,501
1446,1.0,6,1.0,2.0,0,0.0,51-01301,29.0,0,N,501
1447,1.0,6,1.0,2.0,0,0.0,51-51255,16.0,1,4,501
1448,1.0,6,1.0,2.0,0,0.0,51-51255,16.0,1,4,501
1449,1.0,6,1.0,2.0,0,0.0,51-51255,16.0,2,4,501
1450,1.0,6,1.0,2.0,0,0.0,06-08507,15.0,0,4,501
1451,1.0,6,1.0,2.0,0,0.0,06-08507,15.0,0,4,501
1452,1.0,6,1.0,2.0,0,0.0,06-08507,16.0,1,3,501
1453,1.0,6,1.0,2.0,0,0.0,13-04600,19.0,0,N,0
1454,1.0,6,1.0,2.0,0,0.0,13-04600,19.0,0,N,0
1455,1.0,6,1.0,2.0,0,0.0,13-04600,21.0,0,N,501
1456,1.0,6,1.0,2.0,0,0.0,13-04600,21.0,0,N,501
1457,1.0,6,1.0,2.0,0,0.0,13-04600,21.0,0,3,501
1458,1.0,6,1.0,2.0,0,0.0,17-03529,21.0,0,3,501
1459,1.0,6,1.0,2.0,0,0.0,17-03529,21.0,0,3,501
1460,1.0,6,1.0,2.0,0,0.0,17-03531,21.0,0,N,0
1461,1.0,6,1.0,2.0,0,0.0,19-01700,15.0,1,3,501
1462,1.0,6,1.0,2.0,0,0.0,19-01700,25.0,0,N,0
1463,1.0,6,1.0,2.0,0,0.0,19-01700,25.0,0,N,0
1464,1.0,6,1.0,2.0,0,0.0,19-01700,25.0,0,N,0
1465,1.0,6,1.0,2.0,0,0.0,19-01700,25.0,0,N,0
1466,1.0,6,1.0,2.0,0,0.0,26-02702,19.0,0,N,0
1467,1.0,6,1.0,2.0,0,0.0,26-02702,19.0,0,N,0
1468,1.0,6,1.0,2.0,1,0.0,38-00100,18.0,0,3,501
1469,1.0,6,1.0,2.0,1,0.0,38-00100,18.0,0,3,501
1470,1.0,6,1.0,2.0,1,0.0,38-00100,18.0,0,5,501
1471,1.0,6,1.0,2.0,1,0.0,51-51255,36.0,0,2,501
1472,1.0,6,1.0,2.0,1,0.0,08-00803,16.0,2,3,501
1473,1.0,6,1.0,2.0,1,0.0,08-00803,16.0,2,3,501
1474,1.0,6,1.0,2.0,1,0.0,17-03529,52.0,0,2,501
1475,1.0,6,1.0,2.0,1,0.0,17-03529,65.0,0,2,501
1476,1.0,6,1.0,2.0,1,0.0,17-03529,65.0,0,2,501
1477,1.0,6,1.0,2.0,1,0.0,26-02702,18.0,0,4,501
1478,1.0,6,1.0,2.0,2,0.0,36-03710,63.0,0,N,501
1479,1.0,6,1.0,2.0,2,0.0,08-00803,36.0,2,3,501
1480,1.0,6,1.0,2.0,2,0.0,17-03529,28.0,0,N,501
1481,1.0,6,1.0,2.0,2,0.0,17-03529,28.0,0,N,501
1482,1.0,6,1.0,2.0,2,0.0,24-01004,61.0,0,N,501
1483,1.0,6,1.0,2.0,2,0.0,24-01004,77.0,0,N,501
1484,1.0,6,1.0,2.0,2,0.0,24-01004,77.0,0,N,501
1485,1.0,6,1.0,2.0,2,0.0,24-01004,77.0,0,2,501
1486,1.0,6,1.0,2.0,2,0.0,24-01004,77.0,0,2,501
1487,1.0,6,1.0,2.0,2,0.0,24-01004,77.0,0,2,501
1488,1.0,6,1.0,2.0,3,0.0,28-01100,43.0,0,N,501
1489,1.0,6,1.0,2.0,3,0.0,29-01901,50.0,0,N,501
1490,1.0,6,1.0,2.0,3,0.0,38-00100,21.0,0,N,501
1491,1.0,6,1.0,2.0,3,0.0,38-00100,21.0,0,N,501
1492,1.0,6,1.0,2.0,3,0.0,38-00100,21.0,0,N,501
1493,1.0,6,1.0,2.0,3,0.0,38-00100,21.0,0,4,501
1494,1.0,6,1.0,2.0,3,0.0,51-51255,30.0,0,N,501
1495,1.0,6,1.0,2.0,3,0.0,51-51255,30.0,0,N,501
1496,1.0,6,1.0,2.0,3,0.0,51-51255,49.0,0,N,501
1497,1.0,6,1.0,2.0,3,0.0,51-51255,49.0,0,N,501
1498,1.0,6,1.0,2.0,3,0.0,08-00803,29.0,0,N,501
1499,1.0,6,1.0,2.0,3,0.0,08-00803,29.0,0,N,501
1500,1.0,6,1.0,2.0,3,0.0,08-00803,30.0,0,N,501
1501,1.0,6,1.0,2.0,3,0.0,08-00803,30.0,0,N,501
1502,1.0,6,1.0,2.0,3,0.0,13-04600,21.0,0,N,501
1503,1.0,6,1.0,2.0,3,0.0,17-03531,21.0,0,N,501
1504,1.0,6,1.0,2.0,3,0.0,24-01004,29.0,0,2,501
1505,1.0,6,1.0,2.0,3,0.0,24-01004,29.0,0,2,501
1506,1.0,6,1.0,2.0,4,0.0,06-07502,26.0,0,N,501
1507,1.0,6,1.0,2.0,4,0.0,30-00600,24.0,0,3,501
1508,1.0,6,1.0,2.0,4,0.0,36-04010,34.0,0,2,501
1509,1.0,6,1.0,2.0,4,0.0,38-00100,29.0,0,N,501
1510,1.0,6,1.0,2.0,4,0.0,38-00100,29.0,0,N,501
1511,1.0,6,1.0,2.0,4,0.0,51-51255,25.0,0,N,501
1512,1.0,6,1.0,2.0,4,0.0,19-01700,29.0,0,N,501
1513,1.0,6,1.0,2.0,4,0.0,19-01700,29.0,0,N,501
1514,1.0,6,1.0,2.0,4,0.0,19-01700,58.0,0,2,501
1515,1.0,6,1.0,2.0,4,0.0,26-02702,21.0,0,N,501
1516,1.0,6,1.0,2.0,4,0.0,26-02702,27.0,0,4,501
1517,1.0,6,1.0,2.0,4,1.0,36-03710,25.0,0,N,501
1518,1.0,6,1.0,2.0,5,0.0,06-07502,30.0,0,2,501
1519,1.0,6,1.0,2.0,5,0.0,28-01100,26.0,1,4,501
1520,1.0,6,1.0,2.0,5,0.0,28-01100,27.0,0,2,501
1521,1.0,6,1.0,2.0,5,0.0,36-03710,29.0,1,3,501
1522,1.0,6,1.0,2.0,5,0.0,36-03710,32.0,0,2,501
1523,1.0,6,1.0,2.0,5,0.0,38-00100,30.0,0,2,501
1524,1.0,6,1.0,2.0,5,0.0,06-08507,24.0,0,4,501
1525,1.0,6,1.0,2.0,5,0.0,06-08507,24.0,0,4,501
1526,1.0,6,1.0,2.0,5,0.0,08-00803,54.0,0,2,501
1527,1.0,6,1.0,2.0,5,0.0,17-03529,29.0,0,2,501
1528,1.0,6,1.0,2.0,5,0.0,17-03529,29.0,0,2,501
1529,1.0,6,1.0,2.0,5,0.0,17-03529,29.0,0,2,501
1530,1.0,6,1.0,2.0,5,0.0,26-02702,23.0,0,4,501
1531,1.0,6,1.0,2.0,5,0.0,26-02702,23.0,0,4,501
1532,1.0,6,1.0,2.0,5,0.0,26-02702,23.0,1,4,501
1533,1.0,6,1.0,2.0,5,0.0,26-02702,27.0,0,2,501
1534,1.0,6,1.0,2.0,6,0.0,06-07502,25.0,0,N,501
1535,1.0,6,1.0,2.0,6,0.0,06-07502,26.0,0,N,501
1536,1.0,6,1.0,2.0,6,0.0,30-00600,63.0,0,N,501
1537,1.0,6,1.0,2.0,6,0.0,30-00600,63.0,0,2,501
1538,1.0,6,1.0,2.0,6,0.0,30-00600,63.0,0,2,501
1539,1.0,6,1.0,2.0,6,0.0,51-01301,25.0,0,4,501
