SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,AGEP,HOUSING_TYPE,DVET,DEYE,target
2,1,1,1,5,3,17,1,N,2,3374
2,1,1,1,6,4,39,1,N,2,8578
1,4,1,1,7,7,62,1,N,2,2233
1,1,1,1,0,9,48,1,N,2,747
2,1,1,1,0,3,30,1,N,1,1895
1,N,1,1,N,12,4,1,N,2,8771
1,1,1,1,1,6,38,1,N,2,4905
2,3,1,2,1,3,77,1,N,2,4573
1,1,1,1,7,6,68,1,N,2,2269
1,2,1,1,7,9,62,2,N,2,5295
1,N,1,1,9,2,14,1,N,2,7293
1,1,1,1,7,6,38,1,N,2,2027
2,6,1,2,8,1,15,1,N,2,2095
2,4,2,1,6,9,63,1,N,2,5762
2,6,1,1,0,4,27,1,N,2,4020
1,4,1,1,5,9,20,1,N,2,7420
2,6,1,1,3,9,49,1,N,2,7218
1,3,1,1,0,2,17,1,N,2,8350
1,1,1,1,3,6,62,1,N,2,6051
1,1,1,1,8,9,75,1,N,2,5654
1,N,1,1,N,12,4,1,N,2,8678
2,3,1,2,2,1,73,1,N,2,5952
2,1,1,1,8,1,39,1,N,2,3297
1,1,1,1,8,4,57,1,N,2,5663
2,1,1,1,7,1,57,1,N,2,4071
2,6,8,2,3,4,31,1,N,2,7207
1,1,1,1,7,6,13,1,N,2,6707
2,N,1,1,3,12,58,1,N,2,8764
1,1,1,1,7,9,30,1,N,2,3921
2,3,1,1,8,3,67,1,N,2,4089
2,6,1,1,4,4,18,1,N,2,4746
2,4,1,1,0,6,27,1,N,2,7313
1,1,1,2,5,7,28,1,N,2,4077
1,1,1,1,5,5,31,1,N,2,697
1,1,1,1,8,9,60,1,N,2,7197
2,6,1,1,4,7,18,1,N,2,6400
2,1,1,2,7,1,48,1,N,2,527
2,1,1,1,3,8,65,1,N,2,4715
2,1,1,1,8,9,46,1,N,2,3162
1,6,1,1,4,5,18,1,N,2,2808
1,N,1,1,2,5,28,1,N,2,575
2,1,2,1,1,4,62,1,N,1,3404
2,4,1,1,2,7,56,1,N,2,7297
1,6,1,0,1,5,29,1,N,2,3814
1,1,1,1,6,9,68,1,N,2,913
2,1,1,2,8,6,36,1,N,2,5660
1,1,1,1,5,6,73,1,N,2,2222
1,4,1,2,7,3,56,1,N,2,5823
1,1,1,1,6,1,48,1,N,2,5730
1,1,1,1,8,9,63,1,N,2,3602
2,1,1,2,7,8,72,1,N,2,4734
2,2,1,2,5,4,18,1,N,2,7486
1,1,1,1,4,6,72,1,N,2,5068
1,1,1,1,N,9,56,1,N,2,648
2,4,1,1,N,1,13,1,N,2,7330
1,1,1,1,9,6,51,1,N,2,3640
2,1,1,1,7,8,52,1,N,2,8526
2,1,1,1,0,6,56,1,N,2,6008
2,1,1,1,8,5,56,1,N,2,3749
2,1,1,2,5,5,58,1,N,2,1799
1,N,1,2,9,2,3,1,N,2,7249
1,1,1,1,4,3,67,1,N,2,5157
2,1,1,2,0,7,71,1,N,2,3901
1,1,1,1,8,9,58,1,N,2,7166
1,1,1,1,4,6,63,1,N,2,2202
2,1,1,1,3,6,16,1,N,2,2054
2,4,1,1,7,2,31,1,N,2,4288
2,1,1,1,0,4,15,1,N,1,6312
1,N,1,1,9,1,3,1,N,2,8712
2,4,1,1,3,4,49,1,N,2,5194
2,1,1,2,3,5,27,1,N,2,4756
1,4,1,2,0,1,41,1,N,2,6834
2,2,1,2,3,4,39,1,N,2,5871
1,1,1,2,8,1,16,1,N,2,8594
2,1,1,2,8,7,37,1,N,2,2006
2,N,1,2,N,3,12,1,N,2,8840
1,1,1,1,6,8,72,1,N,2,7159
2,6,1,1,8,12,36,1,N,2,3649
2,1,1,1,9,9,14,1,N,2,3707
1,4,1,1,4,9,57,1,N,2,2924
1,1,1,1,7,2,63,1,N,2,8615
1,1,1,1,7,1,39,1,N,2,3042
2,1,1,1,4,7,46,1,N,2,2071
2,4,2,1,6,10,59,1,N,2,6860
2,1,1,1,9,9,72,1,N,2,6110
2,1,1,1,9,12,56,1,N,2,7568
1,1,1,1,8,6,65,1,N,2,2105
2,3,1,1,5,4,36,1,N,2,3121
1,1,1,1,9,4,59,1,N,2,1982
1,6,1,1,6,1,55,1,N,2,4056
2,6,1,2,1,7,54,1,N,2,6982
2,2,1,2,7,5,38,1,N,2,706
1,1,1,1,6,9,59,1,N,2,4018
2,1,1,1,7,7,64,1,N,2,2039
1,1,1,1,6,6,58,1,N,2,5478
2,4,1,1,4,12,70,1,N,2,7301
1,1,1,1,7,3,61,1,N,2,761
2,N,1,1,9,3,5,1,N,2,8749
1,1,1,1,4,6,40,1,N,2,3430
2,1,1,1,8,1,48,1,N,2,7161
1,1,1,1,5,5,59,1,N,2,2739
2,1,1,1,7,5,51,1,N,2,5553
2,1,1,1,9,1,41,1,N,2,726
1,N,1,2,9,2,4,1,N,2,8720
1,1,1,1,8,9,70,1,N,2,5755
2,1,1,1,7,6,74,1,N,2,7595
2,1,1,1,5,9,61,1,N,2,776
1,1,1,1,8,6,44,1,N,2,5556
1,1,1,1,8,7,61,1,N,2,2965
1,6,1,1,0,8,30,1,N,2,6258
1,6,6,1,1,9,64,1,N,2,5661
1,1,1,1,6,6,68,1,N,2,7426
1,4,1,2,1,5,27,1,N,2,8744
1,1,1,1,N,5,72,1,N,2,8902
2,2,1,2,1,5,63,1,N,2,644
2,N,1,1,1,2,5,1,N,2,7101
1,1,1,1,7,1,39,1,N,2,2217
2,N,1,1,N,6,29,1,N,2,8616
2,6,1,1,6,6,38,1,N,2,2826
1,1,6,1,0,9,35,1,N,2,8563
1,1,1,1,5,7,28,1,N,2,830
2,1,1,1,3,8,66,1,N,2,3991
1,1,1,1,1,6,77,1,N,2,1969
1,1,1,1,9,2,58,1,N,2,6109
2,1,1,1,6,9,58,1,N,2,726
2,1,1,1,0,9,60,1,N,2,4209
2,1,1,1,0,3,60,1,N,2,3448
2,6,1,1,7,4,30,1,N,2,2081
1,1,1,1,5,5,16,1,N,2,3927
1,6,1,1,N,9,27,1,N,2,5761
1,1,1,1,5,2,39,1,N,2,8434
1,1,1,1,4,6,59,1,N,2,840
2,6,2,1,3,6,15,1,N,2,7303
1,1,1,1,5,9,38,1,N,2,2564
1,1,1,1,8,8,37,1,N,2,2930
2,1,1,1,4,10,28,1,N,2,4668
2,5,2,1,3,5,53,1,N,2,5167
2,1,1,1,9,7,68,1,N,2,1997
1,N,1,2,N,9,59,1,N,2,8446
2,4,2,1,2,9,47,1,N,2,580
2,1,1,1,8,6,77,1,N,2,7491
2,3,1,1,6,9,69,1,N,2,4828
2,1,1,2,1,1,66,1,N,2,7200
2,1,1,1,0,6,28,1,N,2,7214
1,1,1,1,6,7,45,1,N,2,3759
1,6,1,1,8,5,48,1,N,2,3812
1,1,1,1,4,5,63,1,N,2,4043
1,1,1,1,8,4,36,1,N,2,662
1,1,1,1,3,5,38,1,N,2,4244
1,N,1,1,1,12,60,1,N,2,4114
1,1,1,1,0,4,51,1,N,2,4459
2,4,1,2,4,5,46,1,N,2,714
2,1,1,1,7,7,59,1,N,2,4110
1,N,1,1,N,2,11,1,N,2,8878
1,1,1,1,8,10,61,1,N,2,2075
2,N,1,1,9,3,13,1,N,2,8466
2,1,2,1,7,4,35,1,N,2,7192
1,1,1,1,0,7,49,1,N,2,3341
1,4,1,1,8,6,30,1,N,2,5630
2,6,1,1,7,4,30,1,N,2,3369
1,1,1,1,8,9,76,1,N,2,2533
1,1,1,1,8,1,64,1,N,2,3907
2,1,1,1,8,1,60,1,N,2,1918
2,6,1,1,0,3,17,1,N,2,3973
1,2,1,2,1,1,34,1,N,2,4676
2,6,1,1,7,7,30,1,N,2,7250
1,N,1,1,3,9,4,1,N,2,8844
2,6,1,1,4,9,47,1,N,2,3779
1,4,1,1,7,4,61,1,N,2,5800
2,6,1,1,1,4,28,1,N,2,6244
2,1,1,1,1,8,70,1,N,2,7539
2,6,9,0,1,3,39,3,N,2,114
2,1,1,1,1,5,4,1,N,2,7465
1,1,1,1,3,7,57,1,N,2,5758
1,1,1,1,5,6,66,1,N,2,5565
1,1,1,1,7,1,64,1,N,2,4811
1,1,1,1,5,5,29,1,N,2,2348
2,N,1,1,N,3,12,1,N,2,8388
2,1,1,1,7,9,66,1,N,2,4928
2,1,1,2,4,4,65,1,N,2,8727
2,1,1,1,7,5,37,1,N,2,2064
1,6,1,1,8,4,16,1,N,2,7212
1,1,1,1,8,4,56,1,N,2,3758
2,1,1,2,4,4,59,1,N,2,6742
1,N,1,2,N,3,13,1,N,2,8994
2,2,1,2,1,6,40,1,N,2,7209
1,1,1,1,6,9,41,1,N,2,6260
2,6,6,1,0,3,16,1,N,2,7792
1,1,1,1,6,9,37,1,N,2,7007
2,4,1,1,0,6,58,1,N,2,7265
1,1,1,1,8,1,63,1,N,2,2190
1,1,1,1,8,4,62,1,N,2,2091
2,1,1,1,8,9,64,1,N,2,6496
2,6,1,1,3,6,28,1,N,2,3046
1,1,1,1,8,9,6,1,N,2,5616
2,1,1,1,0,6,72,1,N,2,3529
1,6,1,1,7,5,62,1,N,2,4741
1,4,1,2,8,9,35,1,N,2,2091
1,1,1,1,6,4,61,1,N,2,7374
1,6,1,1,8,9,60,1,N,2,2639
1,1,1,1,6,4,42,1,N,2,826
2,N,6,2,N,1,24,1,N,2,8559
1,1,1,1,6,8,72,1,N,2,6761
2,1,1,1,6,4,14,1,N,2,5462
1,1,1,1,6,7,29,1,N,2,582
1,6,1,1,3,9,62,1,N,2,497
1,1,1,1,8,9,64,1,N,2,3680
1,N,1,1,N,2,13,1,N,2,8608
2,1,2,1,0,9,51,1,N,2,7558
2,1,1,1,0,4,32,1,N,2,5432
1,1,1,1,3,7,61,1,N,2,7644
1,4,1,1,8,7,63,1,N,2,2094
1,1,1,1,9,6,65,1,N,2,7309
1,1,2,1,8,9,36,1,N,2,3903
1,1,1,1,3,7,50,1,N,2,528
2,4,1,1,0,5,72,1,N,2,4205
1,1,1,1,5,4,39,1,N,2,8631
2,1,1,1,3,6,59,1,N,2,3876
1,1,1,2,5,3,31,1,N,2,3835
1,1,1,1,4,6,41,1,N,2,771
1,1,2,1,1,5,51,1,N,2,7080
2,N,1,2,N,9,14,1,N,2,2824
2,1,1,1,7,9,60,1,N,2,7343
2,N,1,2,1,7,16,1,N,2,747
2,1,1,1,6,4,57,1,N,2,6575
1,6,1,1,7,1,48,1,N,2,4731
2,6,1,1,0,8,28,1,N,2,821
1,1,1,1,9,2,63,1,N,2,717
2,6,1,2,4,4,27,1,N,2,771
1,4,1,1,1,9,45,1,N,2,7335
2,6,1,1,7,4,27,1,N,2,5763
1,N,1,1,9,2,11,1,N,2,9091
1,1,1,1,6,4,66,1,N,2,7156
2,1,1,2,1,10,59,1,N,2,1765
1,1,1,1,4,8,37,1,N,2,6418
2,3,1,1,7,6,57,1,N,2,750
2,1,1,1,4,5,40,1,N,2,6938
1,6,1,1,9,8,62,1,N,2,688
1,4,1,1,4,1,72,1,N,2,584
1,6,2,1,6,9,45,1,N,2,3743
2,N,1,1,4,4,74,1,N,2,4136
2,6,6,1,9,1,70,1,N,2,5759
2,1,1,1,9,10,73,1,N,1,2468
1,6,1,1,3,1,19,1,N,2,3096
2,6,1,1,0,8,56,1,N,1,3278
1,1,1,1,7,3,58,1,N,2,2307
2,1,1,1,4,9,31,1,N,2,2266
2,1,1,1,1,1,29,1,N,2,7346
1,6,1,2,4,6,38,1,N,2,7384
1,1,1,2,4,6,50,1,N,2,4178
2,1,1,2,3,5,66,1,N,2,6564
1,1,1,1,8,6,50,1,N,2,2116
2,1,1,1,8,3,64,1,N,2,817
2,1,1,1,N,7,12,1,N,2,8922
2,1,1,2,3,4,74,1,N,2,7415
1,1,2,1,5,5,34,1,N,2,827
1,1,6,2,8,6,28,1,N,2,5736
1,3,1,1,9,4,14,1,N,1,3622
2,4,1,1,6,5,39,1,N,2,1890
1,6,1,1,5,4,15,1,N,2,3014
2,N,1,2,N,4,3,1,N,2,8594
1,4,1,1,8,1,64,1,N,2,726
2,1,1,2,5,3,52,1,N,2,3773
2,2,2,1,3,3,19,1,N,2,7066
1,6,2,1,3,7,17,2,N,2,506
1,1,1,1,1,12,61,1,N,2,4122
1,3,1,1,8,9,37,1,N,2,2306
2,1,1,1,2,5,71,1,N,2,2370
2,1,1,1,2,3,38,1,N,2,3781
2,1,1,1,4,5,69,1,N,2,5751
1,1,1,1,6,6,38,1,N,2,558
1,N,1,1,1,12,3,1,N,2,7304
1,1,1,1,8,9,63,1,N,2,5859
1,4,1,1,3,3,72,1,N,2,7172
1,6,1,2,9,7,70,3,N,2,6887
2,1,1,2,1,1,38,1,N,2,4137
1,1,1,1,6,2,14,1,N,2,9104
2,1,1,1,6,9,59,1,N,2,5642
2,1,1,2,1,6,28,1,N,2,7166
2,1,1,1,6,8,57,1,N,2,1975
1,1,1,1,0,6,68,1,N,2,5296
1,6,6,1,N,9,38,1,N,2,5423
2,1,1,1,8,6,71,1,N,2,6470
1,1,1,1,5,4,66,1,N,2,763
2,4,2,1,2,3,36,1,N,2,7116
1,1,1,1,7,5,36,1,N,2,656
2,1,1,1,1,5,36,1,N,2,582
2,1,1,1,7,10,60,1,N,2,7193
1,1,1,1,1,4,57,1,N,2,1986
1,1,1,1,7,6,56,1,N,2,1968
2,N,1,1,N,2,11,1,N,2,8628
1,1,1,1,3,5,30,1,N,2,759
2,N,2,1,9,2,14,1,N,2,8736
2,1,1,2,6,12,47,1,N,2,811
1,6,1,1,0,9,16,1,N,2,2038
1,1,1,2,9,1,65,1,N,1,2189
2,6,1,1,6,5,59,1,N,2,7425
2,1,1,1,1,9,38,1,N,2,2239
1,1,1,1,0,4,64,1,N,2,5548
1,1,1,1,8,10,58,1,N,2,5434
2,1,1,1,3,4,76,1,N,2,5525
1,1,1,1,1,5,77,1,N,2,3855
1,1,1,1,7,9,14,1,N,2,4928
1,1,1,1,8,6,62,1,N,2,2011
2,N,1,1,9,12,62,1,N,2,7841
2,6,1,2,7,5,52,1,N,2,3167
2,1,1,1,3,7,72,1,N,2,7247
2,1,1,1,5,7,65,1,N,2,2176
2,1,6,2,0,2,27,1,N,2,5388
2,1,1,1,5,9,53,1,N,2,6400
1,2,1,1,1,4,14,1,N,2,3845
1,1,1,1,5,10,75,1,N,2,2583
2,1,1,1,0,9,60,1,N,2,4933
2,1,1,1,0,9,62,1,N,2,1884
2,3,1,1,1,9,60,1,N,2,7176
1,1,1,1,7,5,56,1,N,2,2017
1,4,1,1,1,7,59,1,N,2,7265
2,4,1,2,0,6,45,1,N,2,4924
2,4,1,1,2,6,38,1,N,2,866
1,1,1,1,8,9,70,1,N,2,4209
2,6,1,2,1,5,18,1,N,2,7253
2,4,1,1,6,5,64,1,N,2,7513
2,6,1,1,1,6,17,1,N,2,2037
1,1,1,1,9,8,65,1,N,2,2268
2,6,1,1,1,8,17,1,N,2,5314
2,6,1,2,1,3,70,3,N,2,663
2,6,1,1,0,5,26,1,N,2,5381
2,N,1,1,3,12,46,1,N,2,8689
1,6,1,1,4,7,27,1,N,2,7332
2,6,1,1,N,2,13,1,N,2,7341
2,4,2,2,3,8,37,1,N,2,5442
2,4,1,1,7,4,29,1,N,2,6304
1,2,1,2,5,4,34,1,N,2,6482
1,6,1,1,8,9,15,1,N,2,7065
2,1,1,1,0,1,61,1,N,2,7144
1,1,1,1,8,4,64,1,N,2,6399
2,1,1,1,4,12,61,1,N,2,7596
1,N,1,1,N,5,4,1,N,2,5763
1,6,1,1,1,8,77,1,N,2,5555
1,1,1,1,5,5,71,1,N,2,6074
2,4,1,1,4,8,61,1,N,2,5610
1,4,1,1,7,4,38,1,N,2,1914
1,6,1,1,N,4,30,1,N,2,3724
1,4,1,1,2,8,56,1,N,2,3348
1,1,1,1,9,4,37,1,N,2,6036
2,1,1,1,3,9,62,1,N,2,7230
1,3,1,1,6,7,74,1,N,2,5859
1,1,1,1,8,5,59,1,N,2,1551
2,1,1,1,5,7,74,1,N,2,460
2,6,1,1,4,6,60,1,N,2,5591
1,6,1,1,8,3,29,1,N,2,8676
2,1,1,1,7,7,62,1,N,2,619
2,1,2,1,1,9,47,1,N,2,3986
1,6,1,1,5,8,18,1,N,2,1935
1,4,1,1,7,9,58,1,N,2,1861
1,1,1,1,7,4,57,1,N,2,2072
2,1,1,2,7,4,48,1,N,2,701
1,6,1,1,1,4,18,1,N,2,3734
2,6,1,1,5,5,37,1,N,2,7495
2,1,1,2,1,6,56,1,N,2,788
1,1,1,2,7,4,30,1,N,2,7292
2,1,2,2,1,1,53,1,N,2,896
1,4,1,1,8,1,29,1,N,2,554
1,6,1,0,5,6,18,1,N,2,5674
2,1,1,1,1,4,61,1,N,2,7475
2,1,1,2,3,9,31,1,N,2,7436
1,1,1,1,4,6,31,1,N,2,3628
2,6,1,1,1,3,17,1,N,2,4621
1,1,1,1,5,4,19,1,N,2,5880
2,N,1,2,N,9,10,1,N,2,8684
2,4,1,1,0,7,47,1,N,2,445
1,6,1,1,0,5,16,1,N,2,8527
1,N,1,1,9,9,1,1,N,2,8792
2,N,1,1,N,1,14,1,N,2,8350
1,1,1,1,7,8,64,1,N,2,751
1,1,1,1,4,9,58,1,N,2,4219
1,6,1,1,6,10,35,1,N,2,2416
1,N,1,2,N,4,2,1,N,2,7626
2,N,1,1,N,7,29,1,N,2,8760
2,1,1,1,3,8,74,1,N,2,5551
2,4,1,1,4,8,63,1,N,2,1853
1,4,1,1,4,4,61,1,N,2,1984
1,1,1,1,8,9,33,1,N,2,5579
2,1,1,2,1,9,39,1,N,2,3872
2,4,1,2,0,9,39,1,N,2,5509
1,1,1,2,7,9,64,1,N,2,1873
1,1,1,1,5,7,63,1,N,2,679
2,3,1,1,9,8,72,1,N,2,5702
2,N,1,2,9,9,49,1,N,2,7465
2,6,1,0,2,6,37,1,N,2,466
1,1,1,1,1,4,78,1,N,2,3604
2,1,1,1,8,5,37,1,N,2,1869
1,1,1,1,8,3,70,1,N,2,1859
1,1,1,2,4,6,18,1,N,2,4346
1,N,1,1,N,3,15,1,N,2,7164
2,1,1,2,1,5,31,1,N,2,843
1,1,1,1,9,5,60,1,N,2,2023
1,1,1,1,8,9,54,1,N,2,5590
1,N,1,2,N,3,5,1,N,2,7327
2,1,1,1,9,3,15,1,N,2,5709
1,1,1,1,5,3,16,1,N,2,1724
1,1,1,0,4,6,51,2,N,2,470
1,1,1,1,4,9,71,1,N,2,2088
2,1,1,1,6,8,34,1,N,2,8827
2,N,1,2,4,2,15,1,N,2,7466
1,1,1,1,8,9,15,1,N,2,792
1,1,1,2,8,2,27,1,N,2,6489
2,4,1,1,9,1,67,1,N,2,2325
2,1,1,1,4,2,6,1,N,2,8549
2,1,1,1,6,6,68,1,N,2,926
2,5,1,1,1,4,62,1,N,2,2464
1,6,2,1,3,4,29,1,N,2,4926
1,4,1,1,N,12,36,1,N,2,7202
1,6,2,1,7,7,57,1,N,2,4334
2,6,1,2,6,5,70,1,N,2,5876
1,1,1,1,1,2,62,1,N,2,7535
1,6,1,2,7,7,14,1,N,2,714
2,1,1,1,7,7,38,1,N,2,8596
2,1,1,1,6,6,38,1,N,2,5567
2,1,1,1,7,6,36,1,N,2,5299
1,6,1,1,1,4,47,1,N,2,6606
2,1,1,1,1,9,13,1,N,2,1720
1,N,1,1,9,1,4,1,N,2,6995
1,1,1,1,8,7,60,1,N,2,2782
2,6,1,2,3,3,27,1,N,2,3581
1,1,1,2,7,8,51,1,N,2,7480
1,1,1,1,8,6,49,1,N,2,2143
1,1,2,1,7,8,35,1,N,2,1966
1,1,1,1,9,4,70,1,N,2,3881
2,1,1,1,6,9,46,1,N,2,747
2,4,1,1,7,1,76,1,N,2,673
1,3,1,2,5,5,73,1,N,2,4772
1,N,1,1,5,5,13,1,N,2,6496
1,1,1,1,7,6,59,1,N,2,3007
2,1,1,1,8,9,38,1,N,2,5365
2,1,1,1,6,7,54,1,N,2,2135
2,6,1,1,7,7,64,1,N,1,4827
2,1,1,1,4,4,64,1,N,2,3602
2,1,1,1,8,6,39,1,N,2,484
1,1,1,1,8,6,75,1,N,2,5016
2,1,1,2,0,7,28,1,N,2,7279
2,6,1,1,4,7,29,1,N,2,5720
2,1,1,1,0,6,38,1,N,2,5121
2,4,2,1,0,7,16,1,N,2,3282
2,6,1,1,6,8,38,1,N,2,7327
1,1,1,2,9,8,29,1,N,2,4376
2,1,1,1,6,9,36,1,N,2,3693
1,4,1,1,5,7,63,1,N,2,3970
2,N,1,1,N,1,6,1,N,2,5283
1,1,1,1,4,4,64,1,N,2,2251
2,N,1,1,N,1,4,1,N,2,8645
1,1,1,1,8,9,71,1,N,2,8753
1,1,1,1,6,6,61,1,N,2,5622
1,1,1,1,4,12,30,1,N,2,2301
1,N,1,1,9,9,4,1,N,2,8804
1,1,1,1,7,6,43,1,N,2,7215
2,1,1,1,5,9,72,1,N,2,7313
2,N,1,1,5,4,60,1,N,2,2167
2,1,1,1,4,6,73,1,N,2,807
1,1,1,1,3,12,28,1,N,2,8862
2,1,1,1,6,2,13,1,N,2,8725
1,1,1,1,8,8,64,1,N,2,1096
2,4,1,1,8,7,37,1,5,2,6990
1,1,1,1,1,1,16,1,N,2,4860
2,1,1,1,5,9,50,1,N,2,6371
2,1,1,1,4,6,52,1,N,2,1723
1,1,1,1,0,1,38,1,N,2,7187
2,2,1,2,6,5,36,1,N,2,6016
2,1,1,1,6,4,38,1,N,2,2337
1,1,1,1,N,4,62,1,N,2,948
2,1,1,1,8,8,61,1,N,2,6507
1,6,1,1,9,9,28,1,N,2,5655
2,N,1,0,N,9,12,1,N,2,8740
2,4,6,1,6,6,58,1,N,2,7345
1,1,1,1,0,7,57,1,N,2,6278
1,1,1,1,7,5,47,1,N,2,3791
1,1,1,1,7,2,65,1,N,2,2433
1,N,1,1,N,2,12,1,N,2,8789
1,1,2,1,8,1,37,1,N,2,4311
1,1,1,1,7,9,38,1,N,2,3268
2,6,1,1,4,7,17,1,N,2,2963
1,6,1,1,3,6,32,1,N,2,4722
1,1,1,1,8,5,63,1,N,2,4335
1,1,1,1,0,6,74,1,N,2,1927
1,N,1,1,N,6,28,1,N,2,2904
2,1,1,1,5,5,62,1,N,2,4731
1,1,1,1,6,6,53,1,N,2,8671
2,1,1,1,7,6,40,1,N,2,2261
2,1,1,1,2,7,72,1,N,2,6981
1,1,1,2,1,9,14,1,N,2,8659
1,6,1,1,5,7,18,1,N,2,4710
2,6,1,0,0,6,51,2,N,2,1955
1,1,1,1,1,5,59,1,N,2,4161
1,6,1,1,6,4,65,1,N,2,7188
2,1,1,1,3,3,63,1,N,2,3814
2,6,1,2,1,1,60,1,N,1,7546
2,1,1,1,8,1,69,1,N,2,3465
2,1,6,1,9,9,77,1,N,2,715
1,1,2,1,7,3,37,1,N,2,3996
1,N,1,1,3,9,6,1,N,2,5645
1,6,1,2,0,10,63,1,N,2,717
2,4,1,1,8,7,56,1,N,2,3843
2,6,1,2,0,3,30,1,N,2,1970
1,1,1,1,9,1,56,1,N,2,7058
2,1,1,1,4,9,77,1,N,2,7240
2,1,1,1,N,1,3,1,N,2,7267
2,4,1,1,2,4,74,1,N,1,6583
2,1,1,2,1,6,37,1,N,2,2253
2,1,1,1,6,9,39,1,N,2,774
1,4,1,1,5,6,58,1,N,2,3748
1,1,1,1,7,1,5,1,N,2,7559
1,1,1,1,8,7,37,1,N,2,3192
2,4,1,1,3,9,64,1,N,2,3760
1,1,1,1,8,6,57,1,N,2,2295
2,1,1,1,8,5,36,1,N,2,689
1,1,1,1,8,4,61,1,N,2,4703
2,1,1,1,2,3,65,1,N,2,797
2,N,1,1,N,4,16,1,N,2,8450
2,1,1,1,6,10,67,1,N,2,7606
2,6,1,1,0,2,38,1,N,2,425
2,3,1,1,0,7,65,1,N,2,2291
2,6,1,1,N,1,36,1,N,2,7190
1,N,1,1,7,2,16,1,N,2,8876
2,1,1,1,1,3,63,1,N,2,5750
1,1,1,1,0,4,39,1,N,2,3144
1,1,1,1,3,5,64,1,N,2,3730
1,3,1,1,3,8,60,1,N,2,5887
2,N,1,2,1,9,34,1,N,2,7566
2,1,2,1,0,9,38,1,N,2,679
1,1,1,1,5,9,72,1,N,2,680
2,N,1,2,N,2,13,1,N,2,9084
2,1,1,2,0,6,60,1,N,2,645
1,1,1,1,7,4,45,1,N,2,6468
2,1,1,1,1,1,63,1,N,2,3436
1,N,1,1,N,9,14,1,N,2,7769
1,1,1,1,9,1,55,1,N,2,884
1,1,1,1,9,6,51,1,N,2,3434
2,1,1,1,1,9,65,1,N,2,5590
2,6,1,1,4,6,5,1,N,2,2473
2,6,2,1,0,6,35,1,N,2,1894
2,1,1,2,4,7,70,1,N,2,3943
1,1,2,1,1,5,15,1,N,2,4670
1,1,1,1,7,1,59,1,N,2,2579
1,1,1,1,5,7,56,1,N,2,7009
1,6,1,1,5,7,39,1,N,2,888
1,2,1,0,4,2,85,3,N,2,3649
1,1,1,1,8,8,56,1,N,2,1805
2,1,1,0,0,4,16,2,N,2,772
2,1,1,1,6,8,39,1,N,2,5092
2,3,2,1,0,3,61,1,N,2,5275
2,4,1,1,6,8,41,1,N,2,5085
1,1,1,1,8,5,51,1,N,2,3971
2,1,2,2,0,4,28,1,N,1,5024
2,6,1,1,0,4,39,1,N,2,7441
2,1,1,1,6,4,37,1,N,2,4045
2,1,1,1,1,5,71,1,N,2,3455
2,6,1,1,9,4,15,1,N,2,5931
1,N,1,1,7,1,57,1,N,2,5887
1,6,1,1,0,2,14,1,N,2,882
2,3,1,2,5,7,61,1,N,2,5381
2,1,1,2,5,4,34,1,N,2,3021
1,1,2,1,6,4,71,1,N,2,1757
1,N,1,1,N,9,13,1,N,2,8751
1,1,1,1,6,7,70,1,N,2,4107
1,1,1,1,5,5,59,1,N,2,4081
1,4,1,1,8,6,62,1,N,2,2231
2,N,1,1,5,5,69,1,N,2,2282
1,1,1,1,3,3,67,1,N,2,4293
2,4,1,1,1,5,44,1,N,2,538
1,1,1,1,3,4,31,1,N,2,6059
2,1,1,1,3,6,57,1,N,2,529
1,1,2,1,6,9,38,1,N,2,2032
1,N,1,1,N,3,4,1,N,2,7902
1,1,1,1,3,3,14,1,N,2,8806
1,1,1,1,7,6,30,1,N,2,3864
1,1,1,2,1,7,30,1,N,2,854
2,N,2,1,N,9,54,1,N,2,7369
1,1,1,1,7,4,67,1,N,2,1631
1,4,1,1,4,5,37,1,N,2,7142
1,1,2,1,7,9,40,1,N,2,730
1,6,1,1,6,4,15,1,N,2,5241
1,1,1,1,6,5,64,1,N,2,8699
2,4,1,1,7,9,66,1,N,2,1728
1,1,1,1,6,8,29,1,N,2,761
1,6,1,2,6,5,39,1,N,2,4621
1,1,1,2,1,9,30,1,N,2,4734
1,1,1,1,7,9,61,1,N,2,1841
2,1,1,1,0,6,49,1,N,2,7131
2,6,1,1,0,9,26,1,N,2,5910
1,N,2,2,N,2,13,1,N,2,7339
1,3,1,0,1,4,70,2,N,2,376
1,1,1,2,1,7,63,1,N,2,7421
1,6,1,1,1,2,17,1,N,2,3380
1,N,1,1,N,12,5,1,N,2,8475
2,N,1,1,N,7,2,1,N,2,7632
2,1,1,1,5,9,57,1,N,2,5945
1,1,1,1,1,9,31,1,N,2,2379
2,1,1,1,7,9,64,1,N,2,4597
1,1,1,1,8,9,41,1,N,2,4744
1,6,1,1,5,7,35,1,N,2,5575
2,1,1,2,0,5,60,1,N,2,1074
1,6,1,1,1,6,16,1,N,2,7184
2,6,1,1,4,9,27,1,N,2,1989
1,1,1,1,8,6,37,1,N,2,3968
1,1,1,1,7,9,36,1,N,2,1933
1,1,1,2,6,4,39,1,N,2,7095
1,1,1,1,0,3,16,1,N,2,2262
1,1,1,1,4,12,60,1,N,2,624
1,1,1,1,3,3,62,1,N,2,950
