,library name,algorithm name,algorithm type,target dataset,feature set name,feature space size,features list,privacy category,privacy label detail,epsilon,delta,variant label,variant label detail,research papers,data path,labels path,report path,team,submission number,submission timestamp,quasi identifiers subset,deid data id
56,rsynthpop,cart,stat model,tx2019,industry-focused,32432400,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",non_dp,Non-differentially private synthetic data.  Produced using a fully conditional multilple imputation algorithm comprised of a sequence of decision trees trained on the target data.  Each  feature value in a given record is synthesized one at a time: the values of the preceding synthesized features are fed into the decision tree trained to predict the current feature.  ,,,maxfaclevels: 300,,https://doi.org/10.18637/jss.v074.i11,deid_data/rsynthpop_cart/tx/cart_industry_tx2019.csv,deid_data/rsynthpop_cart/tx/cart_industry_tx2019.json,deid_data/rsynthpop_cart/tx/r_cart_industry_tx2019,CRC,,5/20/2023 00:00:00,,fd01386fbd0cb1c199f4371c150119e5e6929965
57,rsynthpop,catall,histogram,national2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,The DP versions are differentially private conditional on 1) the known sample size 2) knowledge of the data structure and the cells presumed to be structural zeros in the table.,1.0,0,e=1 d=0 rand=False,,https://doi.org/10.48550/arXiv.2206.01362,deid_data/rsynthpop_catall_Rsynthpop-categorical/national/catall_e_1_rand_false_demographic_GRaab.csv,deid_data/rsynthpop_catall_Rsynthpop-categorical/national/catall_e_1_rand_false_demographic_GRaab.json,deid_data/rsynthpop_catall_Rsynthpop-categorical/national/r_catall_e_1_rand_false_demographic_GRaab,Rsynthpop-categorical,1.0,5/8/2023 6:58:34,,5cc4aac8ecfa028ceb331023a7cee33496d8d96e
58,rsynthpop,catall,histogram,national2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,The DP versions are differentially private conditional on 1) the known sample size 2) knowledge of the data structure and the cells presumed to be structural zeros in the table.,100.0,0,e=100 d=0 rand=False,,https://doi.org/10.48550/arXiv.2206.01362,deid_data/rsynthpop_catall_Rsynthpop-categorical/national/catall_e_100_rand_false_demographic_GRaab.csv,deid_data/rsynthpop_catall_Rsynthpop-categorical/national/catall_e_100_rand_false_demographic_GRaab.json,deid_data/rsynthpop_catall_Rsynthpop-categorical/national/r_catall_e_100_rand_false_demographic_GRaab,Rsynthpop-categorical,1.0,5/8/2023 6:58:34,,9a467d456c956e335eecd4ec3e12b534fc7e680e
59,rsynthpop,catall,histogram,national2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,The DP versions are differentially private conditional on 1) the known sample size 2) knowledge of the data structure and the cells presumed to be structural zeros in the table.,100.0,0,e=100 d=0 rand=True,,https://doi.org/10.48550/arXiv.2206.01362,deid_data/rsynthpop_catall_Rsynthpop-categorical/national/catall_e_100_demographic_GRaab.csv,deid_data/rsynthpop_catall_Rsynthpop-categorical/national/catall_e_100_demographic_GRaab.json,deid_data/rsynthpop_catall_Rsynthpop-categorical/national/r_catall_e_100_demographic_GRaab,Rsynthpop-categorical,1.0,5/8/2023 6:58:34,,5278d935a75372c2413e2c1518bc3b71a5b4a2d7
60,rsynthpop,catall,histogram,national2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,The DP versions are differentially private conditional on 1) the known sample size 2) knowledge of the data structure and the cells presumed to be structural zeros in the table.,10.0,0,e=10 d=0 rand=False,,https://doi.org/10.48550/arXiv.2206.01362,deid_data/rsynthpop_catall_Rsynthpop-categorical/national/catall_e_10_rand_false_demographic_GRaab.csv,deid_data/rsynthpop_catall_Rsynthpop-categorical/national/catall_e_10_rand_false_demographic_GRaab.json,deid_data/rsynthpop_catall_Rsynthpop-categorical/national/r_catall_e_10_rand_false_demographic_GRaab,Rsynthpop-categorical,1.0,5/8/2023 6:58:34,,1018c356395ac4f84f0c6522328a53f2096ed9ee
61,rsynthpop,catall,histogram,national2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,The DP versions are differentially private conditional on 1) the known sample size 2) knowledge of the data structure and the cells presumed to be structural zeros in the table.,10.0,0,e=10 d=0 rand=True,,https://doi.org/10.48550/arXiv.2206.01362,deid_data/rsynthpop_catall_Rsynthpop-categorical/national/catall_e_10_demographic_GRaab.csv,deid_data/rsynthpop_catall_Rsynthpop-categorical/national/catall_e_10_demographic_GRaab.json,deid_data/rsynthpop_catall_Rsynthpop-categorical/national/r_catall_e_10_demographic_GRaab,Rsynthpop-categorical,1.0,5/8/2023 6:58:34,,018dc6c3b312249a2bc4b2b4d30d630aa720c1e9
62,rsynthpop,catall,histogram,national2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,The DP versions are differentially private conditional on 1) the known sample size 2) knowledge of the data structure and the cells presumed to be structural zeros in the table.,1.0,0,e=1 d=0 rand=True,,https://doi.org/10.48550/arXiv.2206.01362,deid_data/rsynthpop_catall_Rsynthpop-categorical/national/catall_e_1_demographic_GRaab.csv,deid_data/rsynthpop_catall_Rsynthpop-categorical/national/catall_e_1_demographic_GRaab.json,deid_data/rsynthpop_catall_Rsynthpop-categorical/national/r_catall_e_1_demographic_GRaab,Rsynthpop-categorical,1.0,5/8/2023 6:58:34,,e95852c61aa626fd2ad343cd9b70f3504463ceb4
63,rsynthpop,catall_NonDP,histogram,national2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",non_dp,See catall for algorithm definition; this variant has epsilon = infininity and produces non-differentially private synthetic data. ,,,this one not DP,,https://doi.org/10.48550/arXiv.2206.01362,deid_data/rsynthpop_catall_Rsynthpop-categorical/national/catall_nondp_demographic_GRaab.csv,deid_data/rsynthpop_catall_Rsynthpop-categorical/national/catall_nondp_demographic_GRaab.json,deid_data/rsynthpop_catall_Rsynthpop-categorical/national/r_catall_nondp_demographic_GRaab,Rsynthpop-categorical,1.0,5/8/2023 6:58:34,,581dc5c92dd2b20970080b02307af2f6a37881db
64,rsynthpop,ipf,query matching,ma2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,differential privacy ,100.0,,tol=0.01,,https://doi.org/10.48550/arXiv.2206.01362,deid_data/rsynthpop_ipf/ma/ipf_e_100_demographic.csv,deid_data/rsynthpop_ipf/ma/ipf_e_100_demographic.json,deid_data/rsynthpop_ipf/ma/r_ipf_e_100_demographic,CRC,1.0,9/5/2023 00:00:00,,0a1820367d1ffa8358c8d21635f08c537555141c
65,rsynthpop,ipf,query matching,ma2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,differential privacy ,2.0,,tol=0.01,,https://doi.org/10.48550/arXiv.2206.01362,deid_data/rsynthpop_ipf/ma/ipf_e_2_demographic.csv,deid_data/rsynthpop_ipf/ma/ipf_e_2_demographic.json,deid_data/rsynthpop_ipf/ma/r_ipf_e_2_demographic,CRC,1.0,9/5/2023 00:00:00,,7e76110c35e46ff84628f4b9a0b347e217783ab5
66,rsynthpop,ipf,query matching,ma2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,differential privacy ,10.0,,tol=0.01,,https://doi.org/10.48550/arXiv.2206.01362,deid_data/rsynthpop_ipf/ma/ipf_e_10_demographic.csv,deid_data/rsynthpop_ipf/ma/ipf_e_10_demographic.json,deid_data/rsynthpop_ipf/ma/r_ipf_e_10_demographic,CRC,1.0,9/5/2023 00:00:00,,99640ae0f87804a8e8fbf6f641631735b90d2f37
67,rsynthpop,ipf,query matching,national2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,differential privacy ,100.0,,tol=0.01,,https://doi.org/10.48550/arXiv.2206.01362,deid_data/rsynthpop_ipf/national/ipf_e_100_demographic.csv,deid_data/rsynthpop_ipf/national/ipf_e_100_demographic.json,deid_data/rsynthpop_ipf/national/r_ipf_e_100_demographic,CRC,1.0,9/5/2023 00:00:00,,89fc790b9c0e435abfe280be55b7b4bb29cb37aa
68,rsynthpop,ipf,query matching,national2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,differential privacy ,2.0,,tol=0.01,,https://doi.org/10.48550/arXiv.2206.01362,deid_data/rsynthpop_ipf/national/ipf_e_2_demographic.csv,deid_data/rsynthpop_ipf/national/ipf_e_2_demographic.json,deid_data/rsynthpop_ipf/national/r_ipf_e_2_demographic,CRC,1.0,9/5/2023 00:00:00,,e2676bdb4122f619664f801db55f39226968a623
69,rsynthpop,ipf,query matching,national2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,differential privacy ,1.0,,tol=0.01,,https://doi.org/10.48550/arXiv.2206.01362,deid_data/rsynthpop_ipf/national/ipf_e_1_demographic.csv,deid_data/rsynthpop_ipf/national/ipf_e_1_demographic.json,deid_data/rsynthpop_ipf/national/r_ipf_e_1_demographic,CRC,1.0,9/5/2023 00:00:00,,9d3f4ee8d83342253a8663871eeb44385b10a607
70,rsynthpop,ipf,query matching,national2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,differential privacy ,10.0,,tol=0.01,,https://doi.org/10.48550/arXiv.2206.01362,deid_data/rsynthpop_ipf/national/ipf_e_10_demographic.csv,deid_data/rsynthpop_ipf/national/ipf_e_10_demographic.json,deid_data/rsynthpop_ipf/national/r_ipf_e_10_demographic,CRC,1.0,9/5/2023 00:00:00,,ba428026681ea2df88b64ed40db0582940e1cfcb
71,rsynthpop,ipf,query matching,national2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,differential privacy ,1.0,0,e=1,,https://doi.org/10.48550/arXiv.2206.01362,deid_data/rsynthpop_ipf_Rsynthpop-categorical/national/ipf_e_1_demographic_GRaab.csv,deid_data/rsynthpop_ipf_Rsynthpop-categorical/national/ipf_e_1_demographic_GRaab.json,deid_data/rsynthpop_ipf_Rsynthpop-categorical/national/r_ipf_e_1_demographic_GRaab,Rsynthpop-categorical,2.0,5/8/2023 11:31:23,,659b0ca059cff98d4107c5843744344520da0960
72,rsynthpop,ipf,query matching,national2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,differential privacy ,2.0,0,e=2,,https://doi.org/10.48550/arXiv.2206.01362,deid_data/rsynthpop_ipf_Rsynthpop-categorical/national/ipf_e_2_demographic_GRaab.csv,deid_data/rsynthpop_ipf_Rsynthpop-categorical/national/ipf_e_2_demographic_GRaab.json,deid_data/rsynthpop_ipf_Rsynthpop-categorical/national/r_ipf_e_2_demographic_GRaab,Rsynthpop-categorical,2.0,5/8/2023 11:31:23,,016f41caf598e5bd01e051d0581651801f29f23a
73,rsynthpop,ipf,query matching,tx2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,differential privacy ,100.0,,tol=0.01,,https://doi.org/10.48550/arXiv.2206.01362,deid_data/rsynthpop_ipf/tx/ipf_e_100_demographic.csv,deid_data/rsynthpop_ipf/tx/ipf_e_100_demographic.json,deid_data/rsynthpop_ipf/tx/r_ipf_e_100_demographic,CRC,1.0,9/5/2023 00:00:00,,645eed35f0a6584c9d08e3422de5c997bef83707
74,rsynthpop,ipf,query matching,tx2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,differential privacy ,2.0,,tol=0.01,,https://doi.org/10.48550/arXiv.2206.01362,deid_data/rsynthpop_ipf/tx/ipf_e_2_demographic.csv,deid_data/rsynthpop_ipf/tx/ipf_e_2_demographic.json,deid_data/rsynthpop_ipf/tx/r_ipf_e_2_demographic,CRC,1.0,9/5/2023 00:00:00,,ebe28b1662ad6f54eff3e7d62e62bc499082acf3
75,rsynthpop,ipf,query matching,tx2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,differential privacy ,10.0,,tol=0.01,,https://doi.org/10.48550/arXiv.2206.01362,deid_data/rsynthpop_ipf/tx/ipf_e_10_demographic.csv,deid_data/rsynthpop_ipf/tx/ipf_e_10_demographic.json,deid_data/rsynthpop_ipf/tx/r_ipf_e_10_demographic,CRC,1.0,9/5/2023 00:00:00,,dea3cd02fe20818f4123d615168c4823588c503b
76,rsynthpop,ipf_NonDP,query matching,national2019,demographic-focused,340540200,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DREM",non_dp,"this is the same as the differentially private ipf algorithm, with epsilon set to infinity.",,,no epsilon set for this,,https://doi.org/10.48550/arXiv.2206.01362,deid_data/rsynthpop_ipf_Rsynthpop-categorical/national/ipf_nondp_demographic_GRaab.csv,deid_data/rsynthpop_ipf_Rsynthpop-categorical/national/ipf_nondp_demographic_GRaab.json,deid_data/rsynthpop_ipf_Rsynthpop-categorical/national/r_ipf_nondp_demographic_GRaab,Rsynthpop-categorical,2.0,5/8/2023 11:31:23,,67a5fa35eb0b507127180f179f45e9a12929ece5
77,sdcmicro,kanonymity,sdc,ma2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",sdc,"The sdcMicro package includes two functions for local suppression. The function localSuppression() is most commonly used and allows the use of suppression on specified quasi-identifiers to achieve a certain level of k-anonymity for these quasi-identifiers.  For SDNist evaluations, records containing suppressed values were dropped from evaluation metrics (which can only run on non-suppressed values). ",,,"k: 12, key-feats: all","k: 12, all features as key features",https://doi.org/10.18637/jss.v067.i04,deid_data/sdcmicro_k_anonymity/ma/k_anonymity_k_12_demographic_focused.csv,deid_data/sdcmicro_k_anonymity/ma/k_anonymity_k_12_demographic_focused.json,deid_data/sdcmicro_k_anonymity/ma/r_k_anonymity_k_12_demographic_focused,CRC,,6/16/2023 00:00:00,,2790d03277d7d8dcc861254a1d9e4ad64e837100
78,sdcmicro,kanonymity,sdc,ma2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",sdc,"The sdcMicro package includes two functions for local suppression. The function localSuppression() is most commonly used and allows the use of suppression on specified quasi-identifiers to achieve a certain level of k-anonymity for these quasi-identifiers.  For SDNist evaluations, records containing suppressed values were dropped from evaluation metrics (which can only run on non-suppressed values). ",,,"k: 6, key-feats: all","k: 6, all features as key features",https://doi.org/10.18637/jss.v067.i04,deid_data/sdcmicro_k_anonymity/ma/k_anonymity_k_6_demographic_focused.csv,deid_data/sdcmicro_k_anonymity/ma/k_anonymity_k_6_demographic_focused.json,deid_data/sdcmicro_k_anonymity/ma/r_k_anonymity_k_6_demographic_focused,CRC,,6/16/2023 00:00:00,,edb677243664ba3eba3d464b72164e3d6440c525
79,sdcmicro,kanonymity,sdc,ma2019,family-focused,58212000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",sdc,"The sdcMicro package includes two functions for local suppression. The function localSuppression() is most commonly used and allows the use of suppression on specified quasi-identifiers to achieve a certain level of k-anonymity for these quasi-identifiers.  For SDNist evaluations, records containing suppressed values were dropped from evaluation metrics (which can only run on non-suppressed values). ",,,"k: 12, key-feats: all","k: 12, all features as key features",https://doi.org/10.18637/jss.v067.i04,deid_data/sdcmicro_k_anonymity/ma/k_anonymity_k_12_family_focused.csv,deid_data/sdcmicro_k_anonymity/ma/k_anonymity_k_12_family_focused.json,deid_data/sdcmicro_k_anonymity/ma/r_k_anonymity_k_12_family_focused,CRC,,6/16/2023 00:00:00,,479283081da75b33b7373fe0f7a5d69a983683f2
80,sdcmicro,kanonymity,sdc,ma2019,family-focused,58212000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",sdc,"The sdcMicro package includes two functions for local suppression. The function localSuppression() is most commonly used and allows the use of suppression on specified quasi-identifiers to achieve a certain level of k-anonymity for these quasi-identifiers.  For SDNist evaluations, records containing suppressed values were dropped from evaluation metrics (which can only run on non-suppressed values). ",,,"k: 6, key-feats: all","k: 6, all features as key features",https://doi.org/10.18637/jss.v067.i04,deid_data/sdcmicro_k_anonymity/ma/k_anonymity_k_6_family_focused.csv,deid_data/sdcmicro_k_anonymity/ma/k_anonymity_k_6_family_focused.json,deid_data/sdcmicro_k_anonymity/ma/r_k_anonymity_k_6_family_focused,CRC,,6/16/2023 00:00:00,,1943b0e89a8206d1b696927abd77051363f5373e
81,sdcmicro,kanonymity,sdc,ma2019,industry-focused,27027000,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",sdc,"The sdcMicro package includes two functions for local suppression. The function localSuppression() is most commonly used and allows the use of suppression on specified quasi-identifiers to achieve a certain level of k-anonymity for these quasi-identifiers.  For SDNist evaluations, records containing suppressed values were dropped from evaluation metrics (which can only run on non-suppressed values). ",,,"k: 6, key-feats: all","k: 6, all features as key features",https://doi.org/10.18637/jss.v067.i04,deid_data/sdcmicro_k_anonymity/ma/k_anonymity_k_6_industry_focused.csv,deid_data/sdcmicro_k_anonymity/ma/k_anonymity_k_6_industry_focused.json,deid_data/sdcmicro_k_anonymity/ma/r_k_anonymity_k_6_industry_focused,CRC,,6/16/2023 00:00:00,,8eea6d2ee1847f2537c75f6298d544b975b9f4ac
82,sdcmicro,kanonymity,sdc,ma2019,industry-focused,27027000,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",sdc,"The sdcMicro package includes two functions for local suppression. The function localSuppression() is most commonly used and allows the use of suppression on specified quasi-identifiers to achieve a certain level of k-anonymity for these quasi-identifiers.  For SDNist evaluations, records containing suppressed values were dropped from evaluation metrics (which can only run on non-suppressed values). ",,,"k: 12, key-feats: all","k: 12, all features as key features",https://doi.org/10.18637/jss.v067.i04,deid_data/sdcmicro_k_anonymity/ma/k_anonymity_k_12_industry_focused.csv,deid_data/sdcmicro_k_anonymity/ma/k_anonymity_k_12_industry_focused.json,deid_data/sdcmicro_k_anonymity/ma/r_k_anonymity_k_12_industry_focused,CRC,,6/16/2023 00:00:00,,5950f9f2a0243dc97ee40c05ccb019dafe84bd72
83,sdcmicro,kanonymity,sdc,national2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",sdc,"The sdcMicro package includes two functions for local suppression. The function localSuppression() is most commonly used and allows the use of suppression on specified quasi-identifiers to achieve a certain level of k-anonymity for these quasi-identifiers.  For SDNist evaluations, records containing suppressed values were dropped from evaluation metrics (which can only run on non-suppressed values). ",,,"k: 12, key-feats: all","k: 12, all features as key features",https://doi.org/10.18637/jss.v067.i04,deid_data/sdcmicro_k_anonymity/national/k_anonymity_k_12_demographic_focused_na2019.csv,deid_data/sdcmicro_k_anonymity/national/k_anonymity_k_12_demographic_focused_na2019.json,deid_data/sdcmicro_k_anonymity/national/r_k_anonymity_k_12_demographic_focused_na2019,CRC,,5/20/2023 00:00:00,,0366ac3dc31379d28ad4ec965c677d60b6238e01
84,sdcmicro,kanonymity,sdc,national2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",sdc,"The sdcMicro package includes two functions for local suppression. The function localSuppression() is most commonly used and allows the use of suppression on specified quasi-identifiers to achieve a certain level of k-anonymity for these quasi-identifiers.  For SDNist evaluations, records containing suppressed values were dropped from evaluation metrics (which can only run on non-suppressed values). ",,,"k: 6, key-feats: subset","k: 6, quasi identifiers as key features",https://doi.org/10.18637/jss.v067.i04,deid_data/sdcmicro_k_anonymity/national/k_anonymity_k_6_key_feats_quasi_demographic_focused_na2019.csv,deid_data/sdcmicro_k_anonymity/national/k_anonymity_k_6_key_feats_quasi_demographic_focused_na2019.json,deid_data/sdcmicro_k_anonymity/national/r_k_anonymity_k_6_key_feats_quasi_demographic_focused_na2019,CRC,,5/20/2023 00:00:00,"SEX, MSP, RAC1P, OWN_RENT, EDU",607642eec1ae64dc6b6ebed0870cb44263a29012
85,sdcmicro,kanonymity,sdc,national2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",sdc,"The sdcMicro package includes two functions for local suppression. The function localSuppression() is most commonly used and allows the use of suppression on specified quasi-identifiers to achieve a certain level of k-anonymity for these quasi-identifiers.  For SDNist evaluations, records containing suppressed values were dropped from evaluation metrics (which can only run on non-suppressed values). ",,,"k: 6, key-feats: all","k: 6, all features as key features",https://doi.org/10.18637/jss.v067.i04,deid_data/sdcmicro_k_anonymity/national/k_anonymity_k_6_demographic_focused_na2019.csv,deid_data/sdcmicro_k_anonymity/national/k_anonymity_k_6_demographic_focused_na2019.json,deid_data/sdcmicro_k_anonymity/national/r_k_anonymity_k_6_demographic_focused_na2019,CRC,,5/20/2023 00:00:00,,9a0b8551992a8f1db89a1f5127cb6084e01c55e7
86,sdcmicro,kanonymity,sdc,national2019,family-focused,498960000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",sdc,"The sdcMicro package includes two functions for local suppression. The function localSuppression() is most commonly used and allows the use of suppression on specified quasi-identifiers to achieve a certain level of k-anonymity for these quasi-identifiers.  For SDNist evaluations, records containing suppressed values were dropped from evaluation metrics (which can only run on non-suppressed values). ",,,"k: 12, key-feats: all","k: 12, all features as key features",https://doi.org/10.18637/jss.v067.i04,deid_data/sdcmicro_k_anonymity/national/k_anonymity_k_12_family_focused_na2019.csv,deid_data/sdcmicro_k_anonymity/national/k_anonymity_k_12_family_focused_na2019.json,deid_data/sdcmicro_k_anonymity/national/r_k_anonymity_k_12_family_focused_na2019,CRC,,5/20/2023 00:00:00,,3c06d52ec62e781085cf4763127e98f4e20a123a
87,sdcmicro,kanonymity,sdc,national2019,family-focused,498960000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",sdc,"The sdcMicro package includes two functions for local suppression. The function localSuppression() is most commonly used and allows the use of suppression on specified quasi-identifiers to achieve a certain level of k-anonymity for these quasi-identifiers.  For SDNist evaluations, records containing suppressed values were dropped from evaluation metrics (which can only run on non-suppressed values). ",,,"k: 6, key-feats: all","k: 6, all features as key features",https://doi.org/10.18637/jss.v067.i04,deid_data/sdcmicro_k_anonymity/national/k_anonymity_k_6_family_focused_na2019.csv,deid_data/sdcmicro_k_anonymity/national/k_anonymity_k_6_family_focused_na2019.json,deid_data/sdcmicro_k_anonymity/national/r_k_anonymity_k_6_family_focused_na2019,CRC,,5/20/2023 00:00:00,,47ada97046527bff28b7a65c62432b9e17b3f78c
88,sdcmicro,kanonymity,sdc,national2019,family-focused,498960000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, OWN_RENT, PINCP_DECILE, POVPIP",sdc,"The sdcMicro package includes two functions for local suppression. The function localSuppression() is most commonly used and allows the use of suppression on specified quasi-identifiers to achieve a certain level of k-anonymity for these quasi-identifiers.  For SDNist evaluations, records containing suppressed values were dropped from evaluation metrics (which can only run on non-suppressed values). ",,,"k: 6, key-feats: subset","k: 6, quasi identifiers as key features",https://doi.org/10.18637/jss.v067.i04,deid_data/sdcmicro_k_anonymity/national/k_anonymity_k_6_key_feats_quasi_family_focused_na2019.csv,deid_data/sdcmicro_k_anonymity/national/k_anonymity_k_6_key_feats_quasi_family_focused_na2019.json,deid_data/sdcmicro_k_anonymity/national/r_k_anonymity_k_6_key_feats_quasi_family_focused_na2019,CRC,,5/20/2023 00:00:00,"SEX, MSP, RAC1P, OWN_RENT, PUMA, HISP",8132c256ea253fda8d9ab6aa8e70d336c62ecd59
89,sdcmicro,kanonymity,sdc,national2019,industry-focused,108108000,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",sdc,"The sdcMicro package includes two functions for local suppression. The function localSuppression() is most commonly used and allows the use of suppression on specified quasi-identifiers to achieve a certain level of k-anonymity for these quasi-identifiers.  For SDNist evaluations, records containing suppressed values were dropped from evaluation metrics (which can only run on non-suppressed values). ",,,"k: 6, key-feats: all","k: 6, all features as key features",https://doi.org/10.18637/jss.v067.i04,deid_data/sdcmicro_k_anonymity/national/k_anonymity_k_6_industry_focused_na2019.csv,deid_data/sdcmicro_k_anonymity/national/k_anonymity_k_6_industry_focused_na2019.json,deid_data/sdcmicro_k_anonymity/national/r_k_anonymity_k_6_industry_focused_na2019,CRC,,5/20/2023 00:00:00,,bf544456ac30a92f9ed21d0a48e04143e600acea
90,sdcmicro,kanonymity,sdc,national2019,industry-focused,108108000,"PUMA, SEX, MSP, HISP, RAC1P, OWN_RENT, INDP_CAT, EDU, PINCP_DECILE",sdc,"The sdcMicro package includes two functions for local suppression. The function localSuppression() is most commonly used and allows the use of suppression on specified quasi-identifiers to achieve a certain level of k-anonymity for these quasi-identifiers.  For SDNist evaluations, records containing suppressed values were dropped from evaluation metrics (which can only run on non-suppressed values). ",,,"k: 12, key-feats: all","k: 12, all features as key features",https://doi.org/10.18637/jss.v067.i04,deid_data/sdcmicro_k_anonymity/national/k_anonymity_k_12_industry_focused_na2019.csv,deid_data/sdcmicro_k_anonymity/national/k_anonymity_k_12_industry_focused_na2019.json,deid_data/sdcmicro_k_anonymity/national/r_k_anonymity_k_12_industry_focused_na2019,CRC,,5/20/2023 00:00:00,,2be43d84ce1143fe9a87aa41fc8fc60d0c1f032a
