,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP,DEYE
4597,1,1,1,1,7,0,38-00100,36,0,3,220,2
4598,2,N,2,1,9,0,38-00100,29,0,4,501,2
4599,2,N,2,1,N,0,51-51255,64,2,7,113,2
4600,2,6,2,1,9,0,30-00600,54,0,3,501,2
4601,2,N,2,2,N,0,51-51255,35,0,N,0,2
4602,1,6,2,1,8,0,08-00803,20,N,9,292,2
4603,1,3,1,2,N,0,32-00405,18,N,2,212,2
4604,1,1,1,0,0,0,29-01901,36,0,4,163,2
4605,1,2,2,1,8,0,06-08507,3,0,N,84,2
4606,2,6,2,1,2,0,17-03529,51,0,3,501,2
4607,2,6,1,2,8,0,30-00600,56,1,3,316,2
4608,2,6,1,2,3,1,06-08507,28,2,N,N,2
4609,1,6,2,1,N,0,40-00200,58,0,N,501,2
4610,2,6,2,0,2,0,26-02702,7,2,5,501,2
4611,1,6,1,2,3,0,17-03529,62,N,6,239,2
4612,2,6,2,2,0,0,19-01700,38,0,2,102,2
4613,1,6,2,2,2,0,32-00405,32,2,4,71,2
4614,1,N,2,1,3,0,24-01004,39,0,5,501,2
4615,1,6,2,1,N,0,24-01004,27,0,2,501,2
4616,2,6,1,1,7,0,40-00200,59,0,2,225,2
4617,1,N,1,2,8,0,26-02702,18,N,4,501,2
4618,1,6,2,2,6,0,51-01301,41,0,2,501,2
4619,2,1,1,1,N,0,51-01301,23,1,4,501,2
4620,1,1,1,1,0,0,30-00600,27,1,3,240,2
4621,2,1,1,2,8,0,32-00405,56,4,2,501,2
4622,1,6,2,2,7,0,30-00600,35,0,3,316,2
4623,1,1,1,1,1,0,51-51255,69,0,2,501,2
4624,2,4,2,1,5,0,51-01301,33,0,7,146,2
4625,2,6,1,0,2,0,30-00600,93,5,2,431,2
4626,1,6,6,1,0,0,38-00100,40,4,4,501,2
4627,2,6,2,2,2,0,13-04600,89,0,4,501,2
4628,2,1,6,2,2,0,36-04010,30,0,4,269,2
4629,2,1,1,1,0,0,51-51255,42,0,N,372,2
4630,2,2,2,1,3,0,24-01004,24,1,N,N,2
4631,1,1,1,1,5,0,06-08507,44,0,4,183,2
4632,2,1,1,2,N,0,51-51255,69,0,4,501,2
4633,2,4,1,2,1,0,28-01100,77,N,N,N,2
4634,2,N,1,0,3,0,17-03531,41,0,4,501,2
4635,1,N,9,2,3,0,36-03710,8,N,2,305,2
4636,2,1,2,1,8,0,17-03531,35,9,2,49,2
4637,1,1,6,1,3,0,28-01100,56,0,10,6,2
4638,2,N,2,1,N,0,38-00100,89,2,N,45,2
4639,1,6,1,1,0,0,28-01100,52,0,2,501,2
4640,1,N,2,2,N,0,13-04600,19,N,2,214,2
4641,2,1,1,1,2,0,24-01004,44,0,4,159,2
4642,1,2,2,1,8,0,17-03529,19,N,N,501,2
4643,1,6,6,1,4,0,51-01301,42,0,2,235,2
4644,1,1,1,2,9,0,24-01004,74,0,2,501,2
4645,1,6,1,1,N,0,08-00803,20,N,3,501,2
4646,2,1,2,2,0,4,01-01301,31,0,8,321,2
4647,1,N,2,2,0,0,08-00803,15,2,N,476,2
4648,1,4,2,2,3,0,28-01100,63,0,2,204,2
4649,2,6,1,1,4,0,24-01004,41,2,2,449,2
4650,1,6,1,2,9,0,28-01100,19,N,4,215,2
4651,2,1,1,1,2,0,51-51255,49,3,2,501,2
4652,1,1,1,2,3,4,28-01100,60,0,3,501,2
4653,1,1,1,1,7,0,30-00600,37,0,N,70,2
4654,2,6,2,1,N,0,08-00803,20,0,3,299,2
4655,1,1,1,1,2,0,28-01100,9,1,11,108,1
4656,2,6,1,1,5,0,06-07502,27,0,4,240,2
4657,1,4,2,1,8,0,19-01700,6,2,N,352,2
4658,1,1,6,1,6,0,38-00100,69,0,2,227,2
4659,1,1,1,2,0,0,51-51255,46,1,N,208,2
4660,1,6,1,1,9,0,38-00100,46,0,4,501,2
4661,2,2,1,1,8,0,51-01301,36,1,2,501,2
4662,1,4,1,1,8,0,30-00600,37,0,3,501,2
4663,2,1,1,1,9,0,38-00100,48,0,2,266,2
4664,2,1,2,1,8,0,17-03529,25,0,2,501,2
4665,2,1,9,1,0,0,24-01004,4,3,N,0,2
4666,1,1,1,2,0,4,30-00600,24,0,2,501,2
4667,2,6,1,1,9,0,38-00100,51,2,2,129,2
4668,2,4,1,1,N,0,06-08507,77,1,3,243,2
4669,1,N,2,1,5,0,36-04010,50,0,3,501,2
4670,1,6,1,2,0,0,36-04010,2,2,N,197,2
4671,1,4,1,1,8,0,06-08507,44,2,5,200,2
4672,2,4,2,1,6,0,01-01301,24,0,3,501,2
4673,1,6,1,1,8,0,40-00200,68,0,N,N,2
4674,2,5,9,1,2,0,36-04010,42,N,2,371,2
4675,2,N,1,1,N,0,13-04600,10,0,5,86,2
4676,2,3,2,1,0,0,29-01901,29,5,3,501,2
4677,2,1,1,1,N,0,26-02702,10,1,N,N,2
4678,2,N,3,1,2,0,17-03531,2,0,N,337,2
4679,1,2,8,1,8,0,40-00200,21,0,4,314,2
4680,1,N,1,2,2,0,13-04600,7,3,4,176,2
4681,2,3,3,2,2,0,06-08507,18,1,2,83,2
4682,1,1,1,2,0,0,38-00100,55,1,N,145,2
4683,1,6,6,1,0,0,38-00100,19,0,3,58,2
4684,2,N,1,2,4,0,06-07502,34,0,2,501,2
4685,1,N,2,1,9,0,38-00100,45,0,5,501,2
4686,1,N,1,2,8,0,17-03529,67,0,2,393,2
4687,1,6,8,2,5,0,08-00803,43,0,3,501,2
4688,2,4,2,1,N,0,28-01100,16,0,2,501,2
4689,2,1,1,2,0,0,06-07502,23,0,N,501,2
4690,2,6,3,1,3,0,17-03529,65,0,2,501,2
4691,2,1,2,2,2,4,30-00600,20,0,2,87,2
4692,1,1,8,1,N,0,17-03529,22,1,2,501,2
4693,1,1,2,2,2,0,13-04600,49,0,2,315,2
4694,2,1,1,2,N,0,24-01004,62,0,N,90,2
4695,2,2,4,2,7,0,19-01700,9,4,2,501,2
4696,1,6,1,2,4,0,08-00803,26,0,9,189,2
4697,1,6,2,1,2,0,30-00600,59,3,7,136,2
4698,1,1,1,1,6,0,24-01004,52,0,3,501,2
4699,2,6,3,2,7,0,38-00100,71,0,N,501,2
4700,2,N,1,2,5,0,17-03529,75,0,6,501,2
4701,1,1,2,2,9,0,24-01004,72,2,4,339,2
4702,1,6,1,2,N,0,24-01004,17,2,8,315,2
4703,2,6,1,1,4,0,32-00405,59,4,2,19,2
4704,1,6,2,1,0,0,51-51255,36,0,N,501,2
4705,1,2,1,0,0,0,29-01901,32,0,N,N,2
4706,1,6,1,2,N,0,38-00100,64,0,N,501,2
4707,1,4,1,1,1,4,51-01301,25,0,4,235,2
4708,2,4,1,2,3,4,06-08507,81,0,2,295,2
4709,2,1,1,1,0,1,19-01700,8,2,4,501,2
4710,1,N,1,2,3,0,06-08507,12,3,N,501,2
4711,2,5,2,1,3,0,38-00100,21,0,3,501,2
4712,2,1,1,2,2,0,51-01301,3,2,3,183,2
4713,1,6,9,2,2,0,29-01901,89,1,2,417,2
4714,2,5,9,2,5,0,17-03529,39,3,3,501,2
4715,1,6,1,2,0,0,40-00200,38,0,8,121,2
4716,2,N,2,1,9,0,51-51255,35,0,3,293,2
4717,2,1,6,2,N,0,51-01301,41,2,4,109,2
4718,2,2,1,2,3,0,06-08507,78,0,2,501,2
4719,2,4,2,2,3,0,17-03531,80,0,4,501,2
4720,2,5,1,1,0,0,13-04600,83,0,2,259,2
4721,2,N,1,1,3,0,36-04010,42,2,N,N,2
4722,1,6,2,1,8,0,06-08507,48,1,6,407,2
4723,1,1,1,1,8,0,30-00600,60,0,4,501,2
4724,1,6,2,1,9,0,08-00803,25,0,N,501,2
4725,2,1,2,2,0,1,19-01700,20,2,4,229,2
4726,2,1,1,1,1,0,36-04010,54,0,N,74,2
4727,2,6,2,1,0,0,17-03529,40,0,3,40,2
4728,2,3,3,1,7,0,26-02702,38,N,2,332,2
4729,2,6,2,1,2,0,29-01901,63,0,N,433,2
4730,1,6,8,1,4,0,38-00100,29,0,8,315,2
4731,2,6,1,1,7,0,24-01004,39,1,2,90,2
4732,2,N,2,1,N,0,32-00405,28,0,N,238,2
4733,2,6,9,1,N,0,40-00200,28,0,4,501,2
4734,1,1,1,2,6,0,08-00803,21,N,N,186,2
4735,2,6,1,0,3,1,17-03529,39,0,5,501,2
4736,2,6,9,2,3,0,40-00200,69,0,2,501,2
4737,1,1,1,1,7,0,32-00405,61,0,3,501,2
4738,2,4,1,1,N,0,32-00405,60,0,2,486,2
4739,2,N,2,1,8,0,38-00100,32,0,6,328,2
4740,1,N,9,2,N,0,51-51255,78,0,2,501,2
4741,2,1,6,1,8,0,38-00100,19,N,4,3,2
4742,2,1,1,2,4,0,13-04600,50,0,4,331,2
4743,1,6,2,1,2,1,06-08507,67,0,6,172,2
4744,1,6,1,1,9,0,26-02702,76,0,N,184,2
4745,1,6,2,1,0,0,19-01700,60,0,4,352,2
4746,2,6,2,1,7,0,38-00100,72,0,4,501,2
4747,2,1,1,1,N,0,30-00600,64,0,4,501,2
4748,2,N,6,1,5,0,17-03529,24,0,4,293,2
4749,2,4,1,1,4,0,08-00803,60,0,3,52,2
4750,2,1,1,2,N,0,29-01901,59,0,4,501,2
4751,1,1,6,1,5,0,38-00100,11,1,6,437,2
4752,2,1,1,2,N,0,36-04010,75,0,2,501,2
4753,1,N,1,2,7,0,36-03710,8,2,N,N,2
4754,1,N,2,1,9,0,19-01700,3,2,5,501,2
4755,1,4,1,1,9,0,36-04010,5,1,2,501,1
4756,1,1,1,2,1,0,26-02702,37,2,N,501,2
4757,2,1,1,1,9,0,24-01004,64,0,3,146,2
4758,2,6,1,2,N,2,36-03710,64,0,6,465,2
4759,1,3,2,2,N,0,30-00600,22,0,N,501,2
4760,1,1,1,1,0,0,29-01901,62,N,4,501,2
4761,1,1,1,2,N,2,06-08507,70,0,5,501,2
4762,2,1,1,1,4,0,06-08507,4,2,3,501,2
4763,1,6,1,1,9,0,08-00803,45,0,2,326,2
4764,2,3,1,2,4,0,06-07502,42,4,4,501,2
4765,2,N,1,1,5,0,30-00600,39,2,4,501,2
4766,2,1,1,1,6,0,28-01100,5,0,4,501,2
4767,2,1,1,1,7,0,30-00600,33,2,4,232,2
4768,2,4,1,1,0,1,38-00100,17,2,5,501,2
4769,2,6,1,1,9,0,36-03710,16,N,6,98,2
4770,1,N,2,2,0,0,06-08507,67,0,4,45,2
4771,1,1,2,1,N,0,29-01901,50,0,3,501,2
4772,2,6,1,1,N,0,01-01301,72,2,4,501,2
4773,1,1,1,1,9,0,06-08507,39,2,3,501,2
4774,1,6,3,1,3,4,32-00405,51,0,2,11,2
4775,1,6,2,2,3,0,38-00100,29,0,N,454,1
4776,2,3,2,1,6,0,24-01004,63,1,3,501,2
4777,2,6,1,2,2,0,08-00803,22,0,N,N,2
4778,1,4,2,2,0,1,06-08507,31,0,2,501,2
4779,2,1,1,2,N,0,08-00803,36,1,N,501,2
4780,1,1,1,1,N,0,06-08507,68,2,3,452,2
4781,2,1,1,1,4,0,17-03531,56,0,N,332,2
4782,2,1,1,1,7,0,17-03531,31,2,5,266,2
4783,2,6,1,1,1,0,38-00100,40,4,N,128,2
4784,1,6,1,1,3,0,06-08507,28,2,5,247,2
4785,1,6,2,1,3,0,51-01301,40,5,2,113,2
4786,1,6,6,2,2,0,29-01901,64,5,7,19,2
4787,2,4,1,1,9,0,40-00200,38,1,4,247,2
4788,2,1,1,2,N,0,19-01700,57,0,8,177,2
4789,1,4,3,1,3,0,01-01301,21,2,N,N,2
4790,1,1,1,1,2,0,06-07502,62,0,N,38,2
4791,2,6,9,1,0,1,06-07502,7,0,2,501,2
4792,1,6,2,1,9,0,28-01100,74,0,N,127,2
4793,2,1,1,2,6,0,06-08507,50,0,5,397,2
4794,1,1,1,2,6,4,26-02702,18,N,5,501,2
4795,1,4,1,1,0,0,38-00100,58,0,4,501,2
4796,1,N,1,2,0,0,30-00600,12,2,N,N,2
4797,2,1,1,2,4,0,24-01004,72,0,3,501,2
4798,2,1,6,2,0,1,30-00600,69,0,N,191,2
4799,2,N,3,1,N,0,36-03710,48,0,2,137,2
4800,2,4,1,2,7,0,13-04600,41,3,3,203,2
4801,2,4,1,2,3,0,24-01004,9,1,2,95,2
4802,1,N,1,1,9,0,51-51255,71,0,N,501,2
4803,1,6,1,2,0,0,51-51255,60,0,N,453,2
4804,1,4,1,1,7,0,01-01301,63,0,4,501,2
4805,1,1,2,1,4,0,38-00100,43,0,N,501,2
4806,1,1,1,1,2,0,36-04010,30,1,4,176,2
4807,1,1,2,2,6,0,24-01004,49,3,2,483,2
4808,1,1,1,1,3,0,30-00600,68,0,N,N,2
4809,1,1,1,1,0,0,28-01100,54,0,N,318,2
4810,1,1,1,1,3,0,08-00803,23,0,5,269,2
4811,2,1,1,0,1,0,08-00803,32,0,4,501,2
4812,1,6,6,1,1,0,24-01004,70,0,5,501,2
4813,1,6,1,0,0,0,40-00200,34,1,4,122,2
4814,1,6,1,1,4,0,19-01700,0,5,N,298,2
4815,2,1,1,2,3,0,24-01004,24,1,3,501,2
4816,1,1,1,1,9,0,51-01301,44,1,2,501,2
4817,1,1,1,2,N,0,38-00100,40,0,6,222,2
4818,2,N,3,1,N,0,19-01700,87,0,N,453,2
4819,1,6,2,2,N,0,32-00405,27,4,5,133,2
4820,1,1,1,2,3,0,24-01004,43,0,N,N,2
4821,2,4,2,0,6,0,24-01004,48,0,N,148,2
4822,1,4,8,0,1,0,32-00405,29,0,3,422,2
4823,1,1,1,2,N,0,29-01901,68,0,5,219,2
4824,2,1,1,2,7,0,51-01301,87,1,N,N,2
4825,2,1,6,1,N,0,19-01700,67,0,4,70,2
4826,2,1,1,2,4,0,24-01004,76,0,N,487,2
4827,2,1,1,2,N,0,30-00600,53,0,3,206,2
4828,1,N,1,1,9,2,36-03710,4,2,5,501,2
4829,2,6,2,2,N,0,36-03710,86,0,3,2,2
4830,2,N,1,2,8,0,26-02702,63,0,N,45,2
4831,2,6,2,1,9,0,51-51255,77,0,2,501,2
4832,2,3,1,1,N,4,28-01100,22,0,N,144,2
4833,2,1,1,1,7,0,24-01004,39,1,2,501,2
4834,2,6,2,1,5,0,51-51255,60,0,2,217,2
4835,2,1,9,1,4,0,06-07502,33,0,2,501,2
4836,1,2,2,1,6,0,24-01004,63,0,N,85,1
4837,2,1,1,2,9,0,36-03710,56,3,2,204,2
4838,1,6,1,1,5,0,32-00405,23,0,N,15,2
4839,2,4,1,1,0,0,40-00200,20,N,N,501,2
4840,2,4,2,2,2,0,36-03710,13,N,5,96,2
4841,2,N,2,1,8,0,30-00600,62,0,2,91,2
4842,1,6,2,2,3,0,19-01700,71,2,2,74,2
4843,1,1,1,1,6,0,17-03529,0,0,N,452,2
4844,1,6,2,2,8,0,17-03531,71,0,N,202,1
4845,2,6,2,1,N,0,30-00600,39,1,5,501,2
4846,2,6,6,1,8,0,51-01301,52,1,5,263,2
4847,1,N,1,1,4,0,28-01100,13,1,4,501,2
4848,1,1,1,1,7,4,32-00405,28,0,2,429,2
4849,1,6,2,1,9,0,17-03529,13,2,3,494,2
4850,2,6,6,2,2,0,17-03529,37,1,4,501,2
4851,1,2,9,2,N,0,51-51255,64,0,N,68,2
4852,1,6,3,2,8,0,29-01901,56,0,2,501,2
4853,2,1,2,2,2,1,29-01901,69,0,3,501,2
4854,1,1,1,1,9,0,17-03531,65,0,7,0,2
4855,2,1,1,1,3,0,24-01004,72,2,2,85,2
4856,2,N,2,2,0,0,36-04010,22,0,N,N,2
4857,2,3,2,2,6,0,06-08507,15,1,4,501,2
4858,2,4,2,2,9,0,19-01700,64,0,2,501,2
4859,1,6,1,2,2,0,51-51255,27,4,4,204,2
4860,1,6,1,2,0,0,24-01004,56,0,N,0,2
4861,2,3,1,2,N,0,51-51255,50,1,2,83,2
4862,2,1,6,1,0,0,32-00405,32,0,N,501,2
4863,2,N,8,0,N,0,38-00100,89,3,N,N,2
4864,1,N,2,1,6,0,36-03710,3,1,5,501,2
4865,1,1,1,2,0,4,36-03710,29,0,2,435,2
4866,2,4,6,1,9,0,51-51255,34,0,N,324,2
4867,2,1,1,1,3,4,17-03529,73,0,3,415,2
4868,2,3,2,1,9,0,06-07502,47,0,3,150,2
4869,2,6,8,1,7,0,38-00100,40,N,5,256,2
4870,2,N,2,2,N,0,26-02702,5,2,2,501,2
4871,2,6,1,0,0,0,24-01004,41,2,N,501,2
4872,1,4,8,1,7,0,40-00200,66,0,5,501,2
4873,1,6,1,1,4,0,38-00100,53,1,3,97,2
4874,2,1,1,1,1,0,36-04010,0,2,3,501,2
4875,2,4,2,2,0,0,13-04600,12,0,N,226,2
4876,1,6,8,1,7,0,19-01700,65,1,N,473,2
4877,2,1,1,1,N,0,24-01004,79,0,N,16,2
4878,1,1,1,2,8,1,06-07502,34,0,5,270,2
4879,1,6,2,2,N,4,36-04010,41,0,4,99,2
4880,2,6,2,1,5,0,06-08507,31,2,4,501,2
4881,1,3,6,1,7,0,24-01004,63,0,N,309,2
4882,2,6,1,0,0,0,40-00200,42,1,3,104,2
4883,1,6,6,1,N,0,13-04600,28,0,N,218,1
4884,2,3,1,2,2,0,24-01004,63,0,4,501,2
4885,2,N,2,1,N,0,38-00100,49,3,3,252,2
4886,2,1,1,0,6,0,01-01301,26,0,5,501,2
4887,1,N,1,2,6,0,36-03710,41,0,2,455,2
4888,2,1,2,2,0,0,26-02702,58,0,3,501,2
4889,2,6,1,1,2,0,24-01004,25,1,2,501,2
4890,1,4,1,1,8,0,40-00200,42,1,3,315,2
4891,2,6,2,0,7,0,08-00803,18,0,N,130,1
4892,2,6,1,1,9,0,30-00600,58,0,2,501,2
4893,2,1,3,1,N,1,06-07502,16,2,2,439,2
4894,2,1,1,1,6,0,36-03710,60,0,N,99,2
4895,2,N,1,1,N,0,32-00405,14,3,5,405,2
4896,1,1,2,1,0,0,30-00600,53,2,3,206,2
4897,2,1,1,2,5,0,13-04600,18,N,3,203,2
4898,2,1,1,1,1,0,17-03529,31,0,3,501,2
4899,2,1,1,2,3,1,06-08507,44,0,3,241,2
4900,1,6,2,1,N,0,51-51255,0,2,N,501,2
4901,1,6,1,1,7,0,28-01100,32,2,3,104,2
4902,1,1,1,2,8,0,19-01700,55,0,N,501,2
4903,1,6,1,2,6,4,13-04600,28,1,3,0,2
4904,1,1,1,1,8,0,24-01004,63,0,N,418,2
4905,1,N,8,1,9,0,26-02702,3,4,N,501,2
4906,2,5,9,0,3,0,51-51255,35,0,3,354,2
4907,2,6,1,1,6,0,32-00405,40,2,4,334,2
4908,1,1,1,2,2,0,06-07502,27,0,3,464,2
4909,2,2,1,1,8,0,06-08507,33,2,4,428,2
4910,1,6,1,1,1,0,38-00100,31,0,N,87,2
4911,2,6,1,2,1,0,40-00200,49,0,3,501,2
4912,2,5,2,2,9,0,17-03531,17,1,N,229,2
4913,1,6,6,0,4,0,24-01004,85,0,2,501,2
4914,2,6,1,1,1,0,40-00200,82,0,2,265,2
4915,2,3,2,0,8,0,17-03529,56,3,2,285,2
4916,2,1,6,1,N,0,28-01100,56,0,3,501,2
4917,1,1,2,2,7,0,24-01004,51,0,N,10,2
4918,2,1,1,1,6,0,51-01301,52,0,N,246,2
4919,1,6,2,1,0,0,36-04010,42,0,4,184,2
4920,2,1,5,1,6,0,26-02702,28,0,4,501,2
4921,2,N,2,2,5,0,06-07502,47,0,3,501,2
4922,1,6,1,1,N,0,17-03531,89,0,4,429,2
4923,2,6,6,1,N,0,30-00600,50,0,2,501,2
4924,1,1,1,2,9,0,13-04600,30,1,3,83,2
4925,2,3,2,1,7,0,38-00100,8,2,2,34,2
4926,1,1,6,2,5,4,06-07502,0,2,2,501,2
4927,1,N,6,2,2,0,19-01700,34,0,3,0,2
4928,2,1,1,1,6,0,06-07502,66,0,7,282,2
4929,1,6,1,2,N,1,17-03529,48,0,2,501,2
4930,1,N,1,1,N,0,28-01100,22,0,4,501,2
4931,1,5,2,2,2,0,51-01301,44,1,5,247,2
4932,1,6,1,1,6,0,26-02702,69,0,N,501,1
4933,1,6,1,1,6,0,32-00405,28,0,N,132,2
4934,1,6,2,1,9,0,36-03710,36,N,2,259,2
4935,1,N,9,1,3,0,06-08507,39,2,N,382,2
4936,2,4,2,2,5,0,24-01004,47,0,N,303,2
4937,2,3,2,1,9,0,06-08507,40,2,3,303,2
4938,1,6,2,1,7,0,40-00200,52,0,2,88,2
4939,2,N,1,2,4,0,28-01100,44,0,2,501,2
4940,2,1,2,1,1,0,51-51255,32,0,2,381,2
4941,1,6,1,1,6,0,30-00600,67,0,N,138,2
4942,2,1,8,1,N,0,24-01004,24,0,2,501,2
4943,1,5,2,1,4,0,19-01700,54,1,4,62,2
4944,1,1,1,1,N,0,06-08507,37,0,N,N,2
4945,1,6,8,1,6,0,51-51255,77,0,N,501,2
4946,2,6,1,0,2,4,51-01301,39,1,N,488,2
4947,2,N,3,2,N,0,51-51255,23,1,N,75,1
4948,1,1,1,1,2,0,36-03710,8,2,N,501,2
4949,2,6,2,1,1,0,19-01700,12,2,N,501,2
4950,2,1,2,2,0,0,24-01004,9,3,2,501,2
4951,1,1,2,1,9,0,36-03710,89,0,2,501,2
4952,1,1,1,1,9,0,19-01700,33,0,7,143,2
4953,1,1,1,2,3,0,32-00405,75,0,N,501,2
4954,2,N,9,2,1,1,30-00600,29,0,3,501,2
4955,2,N,1,1,N,0,17-03529,40,2,2,501,2
4956,1,2,1,0,0,0,26-02702,10,2,2,14,1
4957,2,6,2,1,N,0,24-01004,77,0,N,N,2
4958,1,1,1,1,3,0,30-00600,29,2,N,219,2
4959,2,6,2,1,6,0,36-04010,82,0,5,501,2
4960,2,4,1,1,1,0,24-01004,54,0,2,501,2
4961,1,N,2,2,3,0,38-00100,63,0,4,501,2
4962,2,1,1,1,3,0,19-01700,23,N,N,N,2
4963,1,N,2,2,8,0,36-03710,77,0,N,116,2
4964,2,4,2,1,1,0,08-00803,67,0,4,468,2
4965,2,4,2,1,4,0,17-03531,56,0,N,N,2
4966,1,N,2,2,N,0,19-01700,26,0,2,341,2
4967,2,6,1,2,0,0,51-01301,70,0,4,62,2
4968,1,6,1,1,9,0,08-00803,73,0,2,74,2
4969,2,3,2,2,N,0,38-00100,50,0,4,393,2
4970,2,6,2,1,5,0,32-00405,32,0,2,501,2
4971,1,6,1,1,3,0,51-01301,28,0,N,157,2
4972,2,N,1,1,8,0,06-07502,27,0,8,492,2
4973,2,2,2,1,8,0,30-00600,67,0,N,N,2
4974,1,1,6,2,6,0,30-00600,12,3,2,213,2
4975,1,6,2,1,8,0,13-04600,67,0,5,501,2
4976,1,N,1,1,3,0,30-00600,34,0,4,249,2
4977,1,6,5,1,N,0,26-02702,18,N,N,N,2
4978,1,1,1,2,4,4,26-02702,58,0,N,0,2
4979,1,6,1,2,7,0,06-08507,48,3,2,261,2
4980,1,N,1,1,3,4,24-01004,85,0,2,0,2
4981,2,4,6,2,2,0,30-00600,55,2,4,488,2
4982,1,6,9,1,0,0,28-01100,38,0,3,362,2
4983,1,1,8,2,1,0,29-01901,94,N,2,501,2
4984,2,1,1,1,N,0,06-08507,41,1,7,501,2
4985,2,6,1,1,N,0,17-03531,66,0,2,501,2
4986,1,6,2,2,5,0,08-00803,55,0,2,267,2
4987,1,1,1,1,3,0,38-00100,8,4,N,7,2
4988,1,N,2,2,N,0,28-01100,44,0,N,501,2
4989,1,6,1,1,N,0,38-00100,61,0,2,501,2
4990,2,6,1,1,4,0,36-04010,63,0,4,501,2
4991,2,4,3,1,9,0,08-00803,7,2,5,96,2
4992,2,1,1,1,0,0,28-01100,37,0,2,317,1
4993,1,1,1,2,1,0,24-01004,62,0,2,161,2
4994,1,1,5,1,4,0,19-01700,29,0,N,126,1
4995,1,1,2,1,6,0,06-08507,71,0,N,53,2
4996,2,1,1,2,7,0,40-00200,21,N,N,501,2
4997,1,1,1,1,4,0,36-04010,73,1,2,499,2
4998,1,N,1,2,9,0,06-07502,47,0,5,501,2
4999,2,N,5,1,8,0,06-08507,30,0,6,236,2
5000,1,6,1,2,5,0,28-01100,0,1,3,501,2
5001,2,1,2,1,9,0,24-01004,55,0,2,501,2
5002,2,6,1,1,9,0,13-04600,59,2,N,501,2
5003,2,N,6,1,0,0,40-00200,59,0,5,327,2
5004,2,6,1,2,4,0,30-00600,50,0,5,501,2
5005,2,6,1,1,8,0,24-01004,64,0,2,180,2
5006,1,N,6,0,1,1,26-02702,29,0,2,501,2
5007,2,6,1,0,0,0,19-01700,67,0,2,501,2
5008,2,6,9,1,8,0,24-01004,14,4,2,501,2
5009,1,N,2,1,5,0,36-04010,50,1,2,115,2
5010,1,6,3,2,N,0,40-00200,47,0,4,501,2
5011,1,6,1,1,2,0,51-01301,71,2,N,N,2
5012,1,2,2,1,6,0,36-03710,26,N,7,235,2
5013,2,N,2,2,5,1,06-08507,66,0,N,0,2
5014,2,6,1,1,8,0,13-04600,24,0,2,501,2
5015,1,6,2,1,4,0,26-02702,15,0,N,136,2
5016,1,1,1,1,2,0,29-01901,21,N,N,501,2
5017,2,N,2,1,3,4,38-00100,67,0,2,501,2
5018,1,2,2,1,7,0,36-03710,2,3,2,501,2
5019,2,1,1,1,5,0,38-00100,23,0,4,131,2
5020,1,6,1,1,1,0,38-00100,17,2,N,305,2
5021,2,6,1,1,2,1,17-03531,41,0,N,45,2
5022,2,N,1,1,N,0,24-01004,6,2,6,305,2
5023,2,6,1,2,7,1,29-01901,78,0,4,501,2
5024,1,1,2,1,0,0,32-00405,33,1,2,216,2
5025,2,4,2,2,N,0,38-00100,40,N,3,497,2
5026,2,1,1,2,2,0,30-00600,1,1,2,267,2
5027,2,1,3,2,4,0,17-03529,42,2,N,430,2
5028,1,N,2,2,N,0,01-01301,12,N,3,501,2
5029,1,6,1,2,9,0,30-00600,45,0,2,341,2
5030,2,N,2,1,9,0,26-02702,18,N,N,167,1
5031,1,1,1,2,4,0,24-01004,10,2,6,465,2
5032,1,4,6,1,7,0,40-00200,21,0,N,381,2
5033,2,6,1,2,0,0,08-00803,22,0,2,201,2
5034,1,1,6,1,5,4,08-00803,9,1,2,102,2
5035,1,1,1,1,3,0,28-01100,54,0,4,501,2
5036,2,1,1,1,0,0,06-08507,62,1,6,116,2
5037,2,6,1,2,4,0,24-01004,18,1,N,205,2
5038,1,N,2,1,7,0,36-04010,22,1,N,N,2
5039,2,6,1,2,2,0,51-01301,33,0,2,72,2
5040,2,6,9,0,0,0,24-01004,10,0,3,501,2
5041,2,1,6,0,1,0,06-07502,5,0,5,328,2
5042,2,1,1,2,2,0,06-07502,40,0,2,217,2
5043,2,1,1,2,1,0,40-00200,80,7,4,264,2
5044,1,6,8,1,0,0,32-00405,21,0,2,402,2
5045,2,6,1,1,2,0,40-00200,57,0,N,501,1
5046,1,1,1,2,8,0,38-00100,70,0,N,0,2
5047,2,1,1,2,N,0,19-01700,46,N,3,501,2
5048,1,6,1,2,3,3,40-00200,11,4,N,69,1
5049,2,4,1,2,5,0,32-00405,72,4,2,501,2
5050,2,N,3,1,7,0,36-03710,47,0,4,501,2
5051,2,1,1,1,5,0,51-51255,30,0,6,59,2
5052,1,2,6,1,7,0,06-07502,9,0,2,501,2
5053,1,4,2,1,1,0,13-04600,73,0,4,501,2
5054,2,3,1,1,9,0,38-00100,18,1,N,91,2
5055,2,4,1,1,8,0,29-01901,76,0,4,218,2
5056,2,1,2,0,0,0,30-00600,71,0,N,501,2
5057,1,3,2,1,1,0,13-04600,19,N,4,501,2
5058,2,4,1,0,2,0,30-00600,54,0,N,4,2
5059,2,6,1,1,1,0,26-02702,58,0,2,118,2
5060,2,1,6,2,4,1,24-01004,48,1,3,501,2
