PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR
48-02510,67,1,4,0,1,0,N,1,1,6380,7,7,58010.0,7,456,N,2,2,2,2
48-02510,55,2,4,0,1,0,3,1,1,N,N,6,10700.0,3,501,N,2,2,2,1
48-02507,63,2,1,0,1,0,2,1,2,6992,9,9,95000.0,8,501,N,2,2,2,2
48-02101,47,1,6,0,1,0,3,1,1,770,3,8,0.0,0,197,N,2,2,2,2
48-02102,50,2,1,0,1,1,4,1,1,5580,6,7,18000.0,4,501,N,2,2,2,2
48-02515,73,2,1,0,1,0,2,1,1,7970,12,10,0.0,0,260,N,2,2,2,2
48-02102,44,1,1,0,1,2,6,1,1,7860,11,9,60000.0,7,311,N,2,2,2,2
48-02102,43,1,1,0,1,2,4,1,1,3580,4,6,86000.0,8,353,N,2,2,2,2
48-02516,72,2,1,1,1,0,2,1,1,770,3,3,0.0,0,253,N,2,2,2,2
48-02515,11,2,N,0,1,2,3,1,1,N,N,3,N,N,146,N,2,2,2,2
48-02102,8,2,N,1,1,6,8,1,1,N,N,3,N,N,0,N,2,2,2,2
48-02516,46,1,1,1,1,3,5,1,1,7380,10,12,30000.0,5,141,N,2,2,2,2
48-02515,62,2,4,0,1,0,N,1,1,3580,4,5,95000.0,8,501,N,2,2,2,2
48-02101,24,1,6,1,1,2,5,1,1,770,3,5,25000.0,4,251,N,2,2,2,2
48-02507,59,2,6,0,1,0,2,1,1,8170,12,8,75030.0,8,458,N,2,2,2,2
48-02510,52,2,1,0,1,1,4,1,1,N,N,10,0.0,0,501,N,2,2,2,2
48-02516,36,1,5,0,1,2,3,1,2,1990,4,9,73000.0,8,300,N,2,2,2,2
48-02101,50,1,1,0,1,1,4,1,1,7390,10,7,74000.0,8,461,N,2,2,2,2
48-02516,38,2,6,0,1,0,N,1,1,N,N,9,0.0,0,0,N,2,2,2,2
48-02510,61,1,1,0,1,0,2,1,1,4490,5,9,200300.0,9,501,N,2,2,2,2
48-02510,16,1,6,0,1,1,3,1,1,8590,14,4,36000.0,6,215,N,2,2,2,2
48-02515,17,2,6,4,1,1,3,1,1,N,N,4,0.0,0,171,N,2,2,2,2
48-02101,60,1,1,0,1,0,2,1,1,4560,5,5,109800.0,9,501,N,2,2,2,2
48-02101,10,2,N,0,1,3,5,1,1,N,N,3,N,N,281,N,2,2,2,2
48-02515,49,2,4,0,1,0,3,1,1,7690,10,9,59000.0,7,455,N,2,2,2,2
48-02101,45,2,1,0,1,0,2,1,1,7860,11,10,36400.0,6,419,N,2,2,2,2
48-02101,15,1,6,4,1,3,6,1,1,N,N,4,46200.0,6,501,N,1,2,2,2
48-02515,4,2,N,0,1,3,5,1,1,N,N,1,N,N,501,N,N,N,2,2
48-02507,75,2,3,0,1,N,N,3,0,N,N,7,7000.0,2,70,N,1,1,2,1
48-02102,55,1,6,0,1,0,N,1,1,770,3,7,45000.0,6,341,N,2,2,2,2
48-02102,2,1,N,0,1,3,5,1,1,N,N,N,N,N,501,N,N,N,2,2
48-02515,40,1,5,0,1,N,N,3,0,8680,14,7,33000.0,5,190,N,2,2,2,2
48-02510,72,1,1,0,1,0,2,1,1,6970,9,9,583000.0,9,501,N,2,2,2,2
48-02102,29,1,1,0,1,0,4,1,1,7770,10,5,27000.0,5,304,N,2,2,2,2
48-02101,82,1,1,0,1,0,2,1,1,N,N,7,12000.0,3,250,N,2,2,2,1
48-02102,26,2,6,0,1,0,11,1,1,8680,14,3,30000.0,5,241,N,2,2,2,2
48-02101,24,1,6,1,1,2,3,1,2,1080,4,8,30000.0,5,170,N,2,2,2,2
48-02507,42,1,1,0,1,3,6,1,1,4680,6,6,55000.0,7,312,N,2,2,2,2
48-02515,57,2,4,0,1,0,2,1,1,4380,5,7,35000.0,5,212,N,2,2,2,2
48-02510,72,1,1,0,1,0,2,1,1,N,N,10,52000.0,7,365,N,2,2,2,2
48-02515,2,1,N,0,2,2,4,1,1,N,N,N,N,N,501,N,N,N,2,2
48-02101,42,1,1,0,1,3,6,1,2,7290,10,7,150000.0,9,501,N,2,1,2,2
48-02516,46,2,1,0,6,0,2,1,1,N,N,7,0.0,0,501,N,2,2,2,2
48-02515,23,1,6,1,1,N,N,3,0,N,N,3,0.0,0,N,N,2,2,2,2
48-02101,84,2,3,0,1,0,3,1,1,N,N,7,35100.0,6,501,N,2,1,2,1
48-02515,51,2,4,0,1,0,N,1,2,8680,14,9,0.0,0,0,N,2,2,2,2
48-02515,30,2,6,0,2,0,N,1,2,7970,12,9,100000.0,9,501,N,2,2,2,2
48-02516,27,2,1,0,1,3,7,1,1,7071,9,5,65000.0,8,257,N,2,2,2,2
48-02507,54,1,1,1,1,1,3,1,1,6290,7,7,78000.0,8,501,N,2,2,2,2
48-02101,24,2,6,0,2,0,6,1,1,8191,12,7,2000.0,1,65,N,2,2,2,2
48-02510,56,2,1,0,1,0,2,1,1,6290,7,7,117000.0,9,501,N,2,2,2,2
48-02101,57,1,1,1,1,0,3,1,1,9470,16,7,38000.0,6,501,N,2,2,2,2
48-02507,71,2,1,0,1,0,3,1,1,N,N,5,17700.0,4,469,N,2,1,2,2
48-02102,32,1,4,0,1,0,3,1,1,9470,16,7,14000.0,3,501,N,1,2,1,1
48-02516,1,2,N,0,1,0,5,1,1,N,N,N,N,N,390,N,N,N,2,2
48-02516,77,2,3,0,1,0,N,1,1,N,N,5,0.0,0,0,N,2,2,2,2
48-02516,25,2,6,0,3,0,5,1,1,N,N,7,0.0,0,161,N,2,2,2,2
48-02101,34,2,1,0,1,2,4,1,1,7860,11,9,460.0,1,429,N,2,2,2,2
48-02101,29,1,6,0,1,0,3,1,1,7290,10,9,39930.0,6,491,N,2,2,2,2
48-02510,39,1,6,0,1,0,2,1,1,7270,10,9,125700.0,9,501,N,2,2,2,2
48-02101,66,2,1,1,1,0,2,1,1,4195,5,8,80000.0,8,501,N,2,2,2,2
48-02515,67,1,2,1,8,N,N,2,0,7580,10,6,52000.0,7,N,N,2,2,2,2
48-02516,81,1,3,0,1,0,N,1,1,N,N,5,26500.0,5,206,N,2,2,2,2
48-02101,30,1,1,0,1,2,4,1,1,9470,16,5,85000.0,8,408,N,2,2,2,2
48-02516,50,2,3,0,1,1,2,1,2,6991,9,7,0.0,0,22,N,2,2,2,2
48-02102,67,1,1,0,1,0,2,1,1,9160,15,5,50000.0,7,280,N,2,2,2,2
48-02102,38,2,4,0,1,3,4,1,2,8191,12,9,90000.0,8,275,N,2,2,2,2
48-02516,59,2,1,0,1,1,4,1,1,4670,6,7,40000.0,6,501,N,2,2,2,2
48-02510,28,1,6,0,1,0,4,1,1,5070,6,7,42000.0,6,501,N,2,2,2,2
48-02102,14,1,N,0,1,0,5,1,1,N,N,3,N,N,289,N,2,2,2,2
48-02515,23,1,6,0,1,0,N,1,2,770,3,9,81000.0,8,501,N,2,2,2,2
48-02510,4,2,N,1,1,2,4,1,1,N,N,2,N,N,245,N,N,N,2,2
48-02516,31,2,1,0,1,0,2,1,1,9470,16,6,60000.0,7,501,N,2,2,2,2
48-02101,44,2,4,0,1,0,2,1,1,7390,10,12,24000.0,4,212,N,2,2,2,2
48-02515,61,2,1,0,1,0,3,1,1,N,N,9,300.0,1,487,N,2,1,2,2
48-02510,71,2,1,0,1,0,2,1,1,N,N,9,48500.0,7,501,N,2,2,2,2
48-02101,36,2,1,1,8,1,3,1,1,8191,12,5,15000.0,3,315,N,2,2,2,2
48-02102,17,1,6,0,1,7,8,1,2,N,N,4,0.0,0,182,N,2,2,2,2
48-02101,23,1,6,0,1,1,4,1,1,8770,15,9,700.0,1,501,N,2,2,2,2
48-02510,68,1,1,0,1,0,2,1,1,7870,11,12,64000.0,7,460,N,2,2,2,2
48-02101,0,2,N,0,1,1,3,1,1,N,N,N,N,N,501,N,N,N,1,1
48-02516,53,1,1,1,1,0,2,1,1,2670,4,3,55900.0,7,501,N,2,2,2,2
48-02101,79,2,1,0,1,0,2,1,2,N,N,4,29700.0,5,238,N,1,2,2,2
48-02516,34,2,6,0,1,0,5,1,1,6290,7,7,35000.0,5,501,N,2,2,2,2
48-02102,80,1,1,0,1,0,2,1,1,N,N,7,31100.0,5,214,N,2,2,2,1
48-02101,10,2,N,1,8,4,6,1,1,N,N,3,N,N,331,N,2,2,1,2
48-02102,52,1,1,0,1,0,2,1,1,770,3,7,38000.0,6,501,N,2,2,2,2
48-02510,44,2,1,0,1,1,3,1,1,4980,6,9,190000.0,9,501,N,2,2,2,2
48-02102,81,2,4,0,1,0,N,1,2,4490,5,5,54000.0,7,428,N,2,2,2,2
48-02507,4,2,N,0,1,2,4,1,2,N,N,2,N,N,217,N,N,N,2,2
48-02510,20,2,6,0,6,1,5,1,1,8680,14,9,30000.0,5,256,N,2,2,2,2
48-02101,56,2,6,0,2,0,N,1,1,7860,11,8,10600.0,3,72,N,2,2,2,2
48-02510,8,1,N,0,1,2,4,1,2,N,N,3,N,N,325,N,2,2,2,2
48-02101,65,1,1,0,1,0,2,1,1,4690,6,5,485800.0,9,501,N,2,2,2,2
48-02510,14,2,N,0,1,3,5,1,2,N,N,3,N,N,287,N,2,2,2,2
48-02101,50,1,1,0,1,0,4,1,1,N,N,8,151450.0,9,501,5,1,1,2,2
48-02515,9,1,N,0,1,3,6,1,1,N,N,3,N,N,124,N,1,2,2,2
48-02510,18,1,6,1,1,1,3,1,1,6290,7,6,700.0,1,136,N,2,2,2,2
48-02515,36,1,4,0,1,0,6,1,1,8680,14,7,80000.0,8,501,N,2,2,2,2
48-02516,38,1,6,0,2,0,N,1,2,9470,16,9,25700.0,5,191,5,1,1,2,2
48-02507,7,2,N,1,1,3,5,1,1,N,N,3,N,N,182,N,2,2,2,2
48-02515,18,1,6,0,1,N,N,2,0,7580,10,5,600.0,1,N,N,2,2,2,2
48-02516,81,2,3,0,1,0,N,1,1,N,N,7,23000.0,4,191,N,2,2,2,2
48-02516,25,2,1,0,1,2,6,1,2,6770,8,5,20000.0,4,449,N,2,2,2,2
48-02516,26,1,1,4,8,2,4,1,2,770,3,5,64000.0,7,501,3,2,2,2,2
48-02515,54,1,1,0,1,4,6,1,1,N,N,5,15700.0,3,501,N,2,2,2,2
48-02101,36,2,1,0,1,2,4,1,2,5080,6,8,2000.0,1,501,N,2,2,2,2
48-02516,71,2,4,0,1,0,N,1,1,N,N,7,19200.0,4,155,N,2,2,2,2
48-02507,44,2,1,0,1,2,5,1,2,7970,12,10,22700.0,4,200,N,2,2,2,2
48-02515,29,1,6,0,1,0,N,1,2,8780,15,4,61000.0,7,462,N,2,2,2,2
48-02101,51,1,1,0,1,2,4,1,1,3580,4,9,483000.0,9,501,N,2,2,2,2
48-02510,68,2,1,0,6,2,8,1,1,9290,15,8,40000.0,6,144,N,2,2,2,1
48-02101,62,2,4,0,1,0,N,1,2,N,N,6,9300.0,2,78,N,2,1,2,2
48-02515,42,2,1,0,1,1,5,1,1,7390,10,7,1800.0,1,427,N,2,2,2,2
48-02102,27,2,6,0,1,0,2,1,2,7860,11,9,75000.0,8,501,N,2,2,2,2
48-02510,67,1,1,0,1,0,2,1,1,3580,4,7,138000.0,9,501,N,2,2,2,2
48-02515,1,2,N,1,1,3,4,1,2,N,N,N,N,N,251,N,N,N,2,2
48-02515,7,1,N,1,1,3,5,1,2,N,N,3,N,N,83,N,2,2,2,2
48-02510,1,2,N,0,1,2,4,1,1,N,N,N,N,N,221,N,N,N,2,2
48-02516,53,2,1,1,1,0,2,1,1,9370,16,8,37000.0,6,501,N,2,2,2,2
48-02516,33,1,6,0,1,0,3,1,1,7680,10,5,9500.0,2,210,N,2,2,2,2
48-02102,61,1,1,0,1,0,3,1,1,4090,5,7,100000.0,9,501,N,2,2,2,2
48-02510,57,1,4,0,1,0,N,1,1,6991,9,10,110000.0,9,501,N,2,2,2,2
48-02101,45,1,1,0,1,3,5,1,1,7780,10,7,45000.0,6,178,N,2,2,2,2
48-02510,27,2,6,0,1,0,3,1,1,8680,14,5,16000.0,3,232,N,2,2,2,2
48-02102,30,1,1,0,1,2,4,1,1,3980,4,7,215000.0,9,501,N,2,2,2,2
48-02510,43,2,1,0,1,0,3,1,1,N,N,9,0.0,0,501,N,2,2,2,2
48-02515,38,1,1,0,1,3,5,1,1,1270,4,8,150000.0,9,501,N,2,1,2,2
48-02101,37,2,1,1,1,2,4,1,2,6170,7,6,65000.0,8,252,N,2,2,2,2
48-02101,60,2,3,0,1,0,2,1,1,N,N,5,8900.0,2,421,N,2,2,2,2
48-02102,9,1,N,0,1,6,8,1,2,N,N,3,N,N,182,N,2,2,2,2
48-02510,75,2,4,0,1,N,N,2,0,N,N,8,13200.0,3,N,N,1,1,2,2
48-02102,71,2,3,0,1,N,N,2,0,N,N,5,14100.0,3,N,N,2,1,2,1
48-02516,21,2,6,0,1,0,2,1,1,4195,5,5,60000.0,6,334,N,2,2,2,2
48-02102,71,2,3,0,1,0,2,1,1,N,N,5,15600.0,3,183,N,2,1,2,2
48-02101,3,1,N,0,1,4,7,1,1,N,N,1,N,N,229,N,N,N,2,2
48-02507,50,2,6,0,1,0,N,1,1,7071,9,5,57000.0,7,419,N,2,2,2,2
48-02507,34,2,1,0,1,2,4,1,2,7490,10,7,0.0,0,353,N,2,2,2,2
48-02101,80,2,1,0,1,0,2,1,1,N,N,5,38600.0,6,420,N,2,2,2,2
48-02515,32,2,1,2,8,0,2,1,1,N,N,4,0.0,0,30,N,2,2,2,2
48-02101,17,2,6,0,1,2,5,1,1,8680,14,4,300.0,1,200,N,2,2,2,2
48-02515,77,2,3,0,1,0,N,1,1,N,N,5,16000.0,3,139,N,2,2,2,2
48-02510,54,1,1,0,1,1,3,1,1,9160,15,10,105000.0,9,501,N,2,2,2,2
48-02507,46,1,1,0,1,3,5,1,1,6880,9,10,260000.0,9,501,N,2,2,2,2
48-02102,83,1,1,0,1,0,2,1,1,N,N,7,52100.0,7,501,N,2,2,2,2
48-02102,44,2,1,0,1,0,3,1,1,8191,12,8,52000.0,7,501,N,2,2,2,2
48-02102,59,2,1,0,1,0,2,1,1,7870,11,7,29000.0,5,363,N,2,2,2,2
48-02515,48,2,5,4,8,N,N,2,0,N,N,6,8300.0,2,N,N,1,2,2,2
48-02101,72,2,1,0,1,0,2,1,1,N,N,7,0.0,0,295,N,2,2,2,2
48-02102,73,2,3,0,1,0,N,1,1,N,N,4,15000.0,3,121,N,2,2,2,2
48-02101,22,2,6,0,1,0,N,1,2,7970,12,4,0.0,0,0,N,1,2,2,2
48-02510,78,2,1,0,6,0,2,1,1,N,N,6,26000.0,5,467,N,2,2,2,2
48-02101,46,2,1,0,1,0,2,1,1,8770,15,9,136000.0,9,501,N,2,2,2,2
48-02102,24,1,2,0,2,1,2,1,2,9470,16,10,0.0,0,5,N,2,2,2,2
48-02101,4,2,N,0,1,5,8,1,2,N,N,2,N,N,501,N,N,N,2,2
48-02507,21,2,6,0,1,0,2,1,2,4971,6,6,0.0,0,53,N,2,2,2,2
48-02515,67,2,1,0,1,0,2,1,1,8990,15,1,0.0,0,294,N,2,2,2,2
48-02101,13,1,N,4,1,5,7,1,2,N,N,3,N,N,85,N,1,2,2,2
48-02101,59,1,1,2,1,0,2,1,1,6070,7,1,35000.0,5,364,N,2,2,2,2
48-02102,17,1,6,0,1,4,6,1,2,N,N,4,0.0,0,182,N,2,2,2,2
48-02102,11,1,N,1,1,3,4,1,1,N,N,3,N,N,56,N,2,2,2,2
48-02101,61,1,6,0,1,0,N,1,1,2490,4,5,70000.0,8,501,N,2,2,2,2
48-02515,44,2,1,1,1,0,2,1,1,7870,11,5,32500.0,5,277,N,2,2,2,2
48-02516,70,2,1,0,1,0,5,1,1,7860,11,7,14000.0,3,501,N,2,1,2,1
48-02101,38,2,1,0,1,0,2,1,1,7860,11,9,55000.0,7,501,N,2,2,2,2
48-02515,81,1,1,0,1,0,2,1,1,N,N,8,72000.0,8,501,N,2,2,2,2
48-02515,30,2,1,0,1,0,2,1,2,7970,12,10,12000.0,3,118,N,2,2,2,2
48-02510,59,1,1,0,1,0,2,1,1,6680,8,10,159000.0,9,501,N,2,2,2,2
48-02516,47,2,4,4,1,1,2,1,1,7980,12,6,30000.0,5,501,N,2,2,2,2
48-02515,76,2,1,0,1,0,2,1,1,N,N,6,29400.0,5,322,N,2,1,2,2
48-02102,12,1,N,0,1,0,7,1,2,N,N,3,N,N,116,N,2,2,2,2
48-02516,22,2,6,0,1,0,2,1,2,8770,15,7,13000.0,3,141,N,2,2,2,2
48-02101,21,1,6,0,1,0,6,1,1,4971,6,5,17000.0,3,501,N,1,2,2,2
48-02515,73,1,2,0,1,0,N,1,1,N,N,5,680.0,1,9,N,2,1,2,2
48-02101,73,1,1,0,1,0,2,1,1,9470,16,9,168300.0,9,501,N,2,2,2,2
48-02101,13,2,N,1,9,1,4,1,1,N,N,3,N,N,501,N,2,2,2,2
48-02510,68,1,1,1,1,0,2,1,1,7680,10,6,62000.0,7,501,N,2,2,2,2
48-02516,50,2,1,0,1,0,3,1,1,N,N,11,0.0,0,501,N,2,2,2,2
48-02515,59,2,2,1,1,0,N,1,2,N,N,5,1700.0,1,12,N,2,2,2,2
48-02507,49,2,1,0,1,0,3,1,1,7970,12,7,10000.0,2,501,N,2,2,2,2
48-02510,38,1,4,0,1,2,3,1,2,6170,7,6,30000.0,5,292,N,2,2,2,2
48-02507,30,2,6,0,1,0,3,1,1,8680,14,5,15000.0,3,501,N,2,2,2,2
48-02101,17,2,6,0,2,0,5,1,1,8680,14,4,1500.0,1,161,N,2,2,2,2
48-02516,60,1,4,1,1,0,3,1,1,N,N,3,20400.0,4,192,N,2,2,2,2
48-02516,9,2,N,0,1,5,7,1,1,N,N,3,N,N,323,N,2,2,2,2
48-02102,21,1,6,0,8,N,N,2,0,N,N,9,15000.0,5,N,N,2,2,2,2
48-02101,57,2,1,0,6,0,4,1,1,7860,11,10,50000.0,7,415,N,2,2,2,2
48-02515,77,1,6,0,1,0,N,1,1,N,N,11,86000.0,8,501,N,2,1,2,2
48-02101,6,2,N,0,1,3,5,1,2,N,N,2,N,N,501,N,2,2,2,2
48-02101,63,2,1,0,1,0,2,1,1,7370,10,7,60000.0,7,501,N,2,2,2,2
48-02515,8,1,N,0,1,2,4,1,1,N,N,3,N,N,282,N,1,2,2,2
48-02101,12,1,N,0,1,3,5,1,1,N,N,3,N,N,308,N,2,2,2,2
48-02516,70,1,1,0,1,0,2,1,1,7680,10,9,84200.0,8,501,N,2,2,2,2
48-02510,46,2,4,2,8,1,3,1,1,7870,11,9,32900.0,5,501,N,2,2,2,2
48-02515,59,2,1,0,1,0,2,1,2,N,N,10,61200.0,7,469,N,2,1,2,2
48-02102,9,1,N,0,1,1,2,1,2,N,N,3,N,N,170,N,2,2,2,2
48-02101,67,1,1,0,1,0,2,1,1,8563,14,9,517700.0,9,501,N,2,2,2,2
48-02507,70,2,3,0,1,0,N,1,2,7270,10,5,17600.0,4,155,N,2,2,2,2
48-02102,63,1,2,0,2,0,4,1,1,N,N,7,13980.0,3,123,N,2,1,2,2
48-02101,11,1,N,1,1,0,5,1,1,N,N,3,N,N,501,N,2,2,2,2
48-02101,28,2,1,0,1,1,3,1,1,4971,6,7,0.0,0,73,N,2,2,2,2
48-02510,59,2,1,0,1,0,4,1,1,8090,12,9,4000.0,2,365,N,2,2,2,2
48-02515,27,1,1,0,1,0,2,1,1,8180,12,10,98500.0,8,501,N,2,2,2,2
48-02510,63,2,1,1,8,0,3,1,1,9170,15,5,18300.0,4,227,N,2,2,2,2
48-02515,35,2,1,0,1,0,2,1,1,7860,11,9,61200.0,7,480,N,2,2,2,2
48-02515,23,1,6,0,1,0,N,1,2,7280,10,9,68190.0,8,501,N,2,2,2,2
48-02102,0,1,N,1,1,3,5,1,2,N,N,N,N,N,501,N,N,N,2,2
48-02101,34,2,1,1,1,5,7,1,2,8170,12,11,56000.0,7,315,N,2,2,2,2
48-02507,58,2,4,1,1,0,N,1,1,N,N,7,720.0,1,3,N,2,2,2,2
48-02102,56,2,4,0,1,N,N,2,0,N,N,4,10900.0,3,N,N,1,2,2,2
48-02516,38,1,1,1,1,11,13,1,1,6170,7,6,60000.0,7,312,N,1,2,2,2
48-02101,46,2,1,0,1,1,4,1,1,6170,7,8,102000.0,9,501,N,2,2,2,2
48-02101,77,2,1,0,1,0,2,1,1,N,N,5,24200.0,4,429,N,2,2,2,2
48-02102,34,2,1,0,1,3,6,1,1,5391,6,6,16500.0,3,501,N,2,2,2,2
48-02510,14,2,N,1,1,2,4,1,1,N,N,3,N,N,501,N,2,2,2,2
48-02507,72,2,3,0,1,0,2,1,1,N,N,10,15000.0,3,389,N,2,2,2,2
48-02102,17,1,6,0,1,1,3,1,1,N,N,4,0.0,0,194,N,2,2,2,2
48-02102,38,2,1,2,8,2,5,1,1,N,N,4,0.0,0,452,N,1,1,2,2
48-02102,28,2,1,1,8,3,7,1,1,N,N,7,0.0,0,109,N,2,2,2,2
48-02102,72,1,1,1,1,2,7,1,1,N,N,1,5000.0,2,126,N,2,2,2,2
48-02101,46,2,6,0,1,0,2,1,1,7980,12,5,60000.0,7,501,N,2,2,2,2
48-02101,69,1,1,0,1,0,2,1,1,N,N,9,49500.0,7,290,N,2,1,2,1
48-02510,66,2,1,0,1,0,3,1,1,7270,10,6,27300.0,5,501,N,2,2,2,2
48-02516,62,2,1,0,1,0,2,1,1,7860,11,6,20000.0,4,501,N,2,2,2,2
48-02516,42,1,4,0,1,0,2,1,1,7860,11,12,130000.0,9,501,N,2,2,2,2
48-02101,67,2,4,0,1,0,N,1,1,8180,12,7,45000.0,6,356,N,2,2,2,2
48-02516,58,2,1,0,1,0,3,1,1,770,3,7,61700.0,7,466,N,2,2,2,2
48-02516,33,1,1,0,1,0,2,1,1,6680,8,9,42000.0,6,385,N,2,2,2,2
48-02515,14,1,N,0,1,2,8,1,1,N,N,3,N,N,259,N,2,2,2,2
48-02101,58,1,1,0,1,0,2,1,1,2370,4,9,259600.0,9,501,N,2,2,2,2
48-02507,44,2,1,0,1,1,5,1,1,8370,13,12,75000.0,8,501,N,2,2,1,2
48-02102,39,1,1,0,1,2,4,1,2,570,2,5,68000.0,8,292,N,2,2,2,2
48-02102,77,2,3,0,1,N,N,2,0,N,N,3,14100.0,3,N,N,2,1,1,2
48-02101,44,2,4,0,1,1,2,1,1,7390,10,8,13000.0,3,75,N,2,2,2,2
48-02507,33,2,6,1,1,0,N,1,2,5391,6,6,70100.0,8,501,N,2,2,2,2
48-02101,68,2,3,0,1,0,N,1,1,N,N,5,191800.0,9,501,N,2,2,2,2
48-02507,20,2,6,0,2,0,5,1,1,N,N,5,9600.0,2,501,N,2,2,2,2
48-02507,78,1,1,0,1,0,2,1,2,N,N,8,4300.0,2,47,N,2,2,2,2
48-02101,16,2,6,0,1,2,6,1,1,N,N,4,0.0,0,501,N,2,2,2,2
48-02510,24,2,6,0,2,0,3,1,1,7860,11,9,50000.0,7,501,N,2,2,2,2
48-02510,86,2,1,0,1,0,2,1,1,N,N,9,26600.0,5,488,N,2,2,2,2
48-02515,4,1,N,1,1,3,5,1,2,N,N,1,N,N,166,N,N,N,2,2
48-02101,43,2,1,0,1,2,4,1,1,N,N,9,0.0,0,501,N,2,2,2,2
48-02101,28,2,6,0,1,0,2,1,1,3580,4,5,15600.0,3,501,N,2,2,2,2
48-02102,3,1,N,0,1,2,4,1,1,N,N,1,N,N,155,N,N,N,2,2
48-02516,24,1,6,1,8,0,5,1,1,5391,6,9,24000.0,4,454,N,2,2,2,2
48-02515,51,1,1,0,1,1,3,1,2,9470,16,7,73000.0,8,336,N,2,2,2,2
48-02507,32,1,6,0,1,0,3,1,1,770,3,5,32000.0,5,476,N,2,2,2,2
48-02516,39,2,4,0,1,1,2,1,1,7860,11,9,60650.0,7,494,N,2,2,2,2
48-02510,84,1,1,0,1,0,3,1,1,N,N,7,1400.0,1,43,N,2,2,2,2
48-02510,51,2,1,0,1,0,3,1,2,3580,4,9,470300.0,9,501,N,2,2,2,2
48-02507,1,1,N,4,8,3,5,1,1,N,N,N,N,N,109,N,N,N,2,2
48-02102,8,1,N,0,1,0,5,1,1,N,N,3,N,N,501,N,2,2,2,2
48-02102,12,1,N,0,9,2,4,1,2,N,N,3,N,N,442,N,2,2,2,2
48-02102,56,2,4,0,1,0,N,1,1,N,N,7,0.0,0,0,N,2,2,2,2
48-02101,3,2,N,1,1,4,7,1,1,N,N,1,N,N,277,N,N,N,2,2
48-02516,49,1,1,0,1,0,7,1,1,6890,9,9,60000.0,7,501,N,2,2,2,2
48-02507,67,1,1,0,6,0,2,1,1,9160,15,7,44890.0,6,453,N,2,2,2,2
48-02101,56,1,1,0,1,0,4,1,1,7770,10,7,70000.0,8,501,N,2,2,2,2
48-02102,36,2,5,0,1,2,5,1,2,8170,12,4,21000.0,4,205,N,2,2,2,2
48-02101,39,2,1,0,1,1,3,1,1,7280,10,9,150000.0,9,501,N,2,2,2,2
48-02510,77,2,3,0,1,0,2,1,1,4870,6,10,33400.0,5,302,N,2,2,2,2
48-02101,18,1,6,0,6,0,4,1,1,N,N,4,0.0,0,378,N,2,2,2,2
48-02516,7,2,N,0,1,0,4,1,1,N,N,3,N,N,501,N,2,2,2,2
48-02516,49,1,1,0,1,1,4,1,1,3580,4,7,120000.0,9,501,N,2,2,2,2
48-02510,21,2,6,0,1,1,4,1,1,8680,14,7,8000.0,2,501,N,2,2,2,2
48-02102,46,1,1,0,1,1,3,1,1,9670,17,7,60000.0,7,296,N,2,2,2,2
48-02507,65,2,4,0,1,0,2,1,1,N,N,5,10900.0,3,395,N,2,2,2,2
48-02515,63,2,1,0,1,0,2,1,1,7860,11,9,59000.0,7,501,N,2,2,2,2
48-02516,36,1,1,1,1,3,5,1,1,3580,4,9,105000.0,9,501,N,2,2,2,2
48-02102,58,2,1,0,1,0,4,1,1,4972,6,6,46000.0,6,501,N,2,2,2,2
48-02101,77,2,1,0,1,0,2,1,1,N,N,7,4600.0,2,501,N,2,2,2,2
48-02516,17,1,6,0,1,1,3,1,1,N,N,4,0.0,0,501,N,2,2,2,2
48-02516,58,2,1,0,1,0,2,1,1,7860,11,10,30000.0,5,294,N,2,2,2,2
48-02102,48,1,1,0,1,0,3,1,1,9470,16,9,82000.0,8,501,N,2,2,2,2
48-02516,71,2,1,0,1,0,2,1,1,N,N,7,50800.0,7,501,N,2,2,2,2
48-02510,5,2,N,0,1,3,6,1,1,N,N,2,N,N,258,N,2,2,2,2
48-02102,47,1,4,0,1,1,4,1,1,N,N,5,12000.0,3,73,N,2,2,2,2
48-02102,35,1,1,0,1,0,5,1,1,6170,7,7,28000.0,5,447,N,2,2,2,2
48-02101,70,2,1,0,1,0,3,1,1,N,N,7,0.0,0,221,N,2,2,2,2
48-02515,81,2,3,0,1,0,N,1,1,N,N,5,12000.0,3,98,N,2,2,2,2
48-02507,77,1,1,0,1,0,2,1,1,N,N,10,40600.0,6,346,N,2,2,2,2
48-02101,38,2,1,0,1,2,4,1,1,9480,16,10,79000.0,8,501,5,1,2,1,1
48-02510,63,2,1,0,1,0,3,1,1,7860,11,6,60000.0,7,501,N,2,2,2,2
48-02101,59,2,1,0,1,0,2,1,1,9170,15,9,1900.0,1,218,N,2,2,2,2
48-02101,37,2,1,0,1,2,4,1,1,8191,12,9,56000.0,7,501,N,2,2,2,2
48-02507,46,1,1,0,1,4,6,1,1,4270,5,9,226000.0,9,501,N,2,2,2,2
48-02102,73,2,4,0,1,0,N,1,1,8570,14,7,29000.0,5,226,N,2,2,2,2
48-02101,39,2,1,0,1,0,5,1,1,8990,15,7,30000.0,5,337,N,2,2,2,2
