PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR
25-00703,90,2,3,0,1,0,3,1,1,2195.3,N,5,39600.0,5,501,N,1,1,2,1
25-01300,46,2,1,0,6,0,3,1,1,1457.2,12,8,38000.0,5,467,N,2,2,2,2
25-00703,5,1,N,0,1,2,4,1,1,2195.3,N,2,N,N,357,N,2,2,2,2
25-00703,3,2,N,0,1,2,4,1,1,2195.3,N,1,N,N,357,N,N,N,2,2
25-00503,55,1,1,0,1,0,3,1,2,2872.7,4,5,48000.0,6,443,N,2,2,2,2
25-01300,48,1,6,0,1,N,N,2,0,1457.2,10,7,0.0,0,N,N,2,2,2,2
25-01300,65,1,1,0,6,0,3,1,1,1457.2,15,4,50000.0,6,501,N,2,2,2,2
25-00703,50,2,1,0,1,1,3,1,1,2195.3,10,10,50000.0,6,501,N,2,2,2,2
25-00703,33,2,1,0,1,0,2,1,1,2195.3,8,10,80000.0,7,501,N,2,2,2,2
25-02800,17,1,6,0,1,1,3,1,1,3683.9,N,4,0.0,0,501,N,2,2,2,2
25-00703,35,1,1,0,1,2,4,1,1,2195.3,10,9,95000.0,8,501,N,2,2,2,2
25-00503,7,1,N,0,9,1,3,1,1,2872.7,N,3,N,N,176,N,2,2,2,2
25-00703,35,2,3,4,1,3,4,1,1,2195.3,6,8,46000.0,5,204,N,2,2,2,2
25-00703,40,1,6,0,1,0,2,1,1,2195.3,11,7,40000.0,5,305,N,2,2,2,2
25-02800,94,2,3,0,1,0,N,1,2,3683.9,N,4,17200.0,3,142,N,2,2,2,2
25-01000,59,2,1,0,1,0,2,1,1,2447.1,N,7,0.0,0,190,N,2,2,2,2
25-00503,30,2,6,4,8,0,N,1,2,2872.7,15,5,21000.0,3,159,N,2,2,2,2
25-01000,11,1,N,0,1,3,5,1,1,2447.1,N,3,N,N,501,N,2,2,2,2
25-00503,69,2,6,0,1,0,N,1,1,2872.7,6,9,43000.0,5,355,N,2,2,2,2
25-00703,14,2,N,0,1,2,5,1,1,2195.3,N,3,N,N,501,N,2,2,2,2
25-00703,46,1,1,0,1,1,3,1,1,2195.3,9,10,200840.0,9,501,N,2,2,2,2
25-02800,46,2,1,0,1,2,4,1,1,3683.9,11,8,27000.0,4,493,N,2,2,2,2
25-00703,73,2,3,0,1,0,N,1,1,2195.3,6,7,126800.0,9,501,N,2,2,2,2
25-01000,29,2,2,0,1,0,N,1,2,2447.1,14,9,55000.0,6,418,N,2,2,2,2
25-01300,72,1,3,0,1,0,6,1,1,1457.2,2,5,171800.0,9,501,N,2,2,2,2
25-00503,48,2,1,0,1,1,3,1,1,2872.7,10,10,15500.0,3,501,N,2,2,2,2
25-02800,26,1,6,0,1,0,5,1,1,3683.9,2,7,90000.0,8,501,N,2,2,2,2
25-02800,45,1,4,0,1,1,2,1,2,3683.9,10,10,190000.0,9,501,N,2,2,2,2
25-00703,47,1,6,0,1,0,N,1,1,2195.3,5,10,120500.0,8,501,N,2,2,2,2
25-01300,45,1,1,0,6,2,4,1,1,1457.2,6,9,310000.0,9,501,N,2,2,2,2
25-01000,29,1,6,0,1,0,N,1,1,2447.1,15,5,150000.0,9,501,N,2,2,2,2
25-01300,34,2,1,0,1,2,4,1,1,1457.2,12,9,66000.0,7,501,N,2,2,2,2
25-01300,4,1,N,0,1,2,4,1,1,1457.2,N,1,N,N,274,N,N,N,2,2
25-01300,15,1,6,0,1,2,5,1,1,1457.2,N,4,0.0,0,480,N,2,2,2,2
25-02800,65,1,4,0,1,0,N,1,1,3683.9,3,5,72000.0,7,501,N,2,2,2,2
25-00703,38,1,1,0,1,1,3,1,2,2195.3,7,7,130000.0,9,501,N,2,2,2,2
25-01000,51,2,1,0,1,2,4,1,1,2447.1,6,8,8000.0,2,227,N,2,2,2,2
25-02800,90,2,3,0,1,0,2,1,1,3683.9,N,5,6800.0,1,218,N,2,2,2,2
25-01000,65,2,1,0,1,0,2,1,1,2447.1,10,10,74400.0,7,501,N,2,2,2,2
25-00503,47,2,1,0,1,1,4,1,1,2872.7,12,9,116000.0,8,501,N,2,2,2,2
25-01300,64,2,1,0,1,0,2,1,1,1457.2,9,7,45000.0,5,501,N,2,2,2,2
25-01000,48,2,1,0,6,2,4,1,1,2447.1,11,9,75000.0,7,501,N,2,2,2,2
25-00703,52,2,1,0,1,0,4,1,1,2195.3,9,7,19900.0,3,501,N,2,2,2,2
25-00503,18,1,6,0,1,1,4,1,1,2872.7,11,5,39000.0,5,501,N,2,2,2,2
25-00703,37,1,1,0,1,2,4,1,1,2195.3,11,10,60000.0,6,331,N,2,2,2,2
25-02800,49,2,1,0,6,1,3,1,1,3683.9,N,9,12000.0,2,501,N,2,2,2,2
25-00703,36,2,1,0,1,2,4,1,1,2195.3,10,10,54000.0,6,501,N,2,2,2,2
25-01300,54,2,4,0,1,0,2,1,1,1457.2,4,9,125000.0,9,501,N,2,2,2,2
25-02800,81,2,3,0,1,0,3,1,1,3683.9,N,7,53500.0,6,501,N,2,2,2,2
25-00503,74,1,1,0,1,0,2,1,1,2872.7,N,7,19220.0,3,353,N,2,2,2,2
25-00703,15,1,6,0,1,1,4,1,1,2195.3,N,4,0.0,0,317,N,1,2,2,2
25-01000,76,2,1,0,1,0,2,1,1,2447.1,N,7,9900.0,2,235,N,2,2,2,2
25-01300,9,1,N,0,1,2,4,1,1,1457.2,N,3,N,N,427,N,2,2,2,2
25-00503,88,2,3,0,1,0,2,1,1,2872.7,N,5,16800.0,3,501,N,2,1,1,1
25-00503,41,2,2,0,1,0,2,1,2,2872.7,14,3,26000.0,4,480,N,2,2,2,2
25-00703,45,1,6,0,1,0,N,1,1,2195.3,11,12,5000.0,1,37,N,1,2,2,1
25-00703,74,1,1,0,1,0,2,1,1,2195.3,N,7,18400.0,3,433,N,2,2,2,2
25-00703,30,2,1,0,1,0,2,1,2,2195.3,10,9,58030.0,6,501,N,2,2,2,2
25-00703,58,1,1,0,1,0,2,1,1,2195.3,N,9,250.0,1,501,N,2,2,2,2
25-00503,79,2,3,0,1,0,N,1,1,2872.7,N,5,31300.0,4,259,N,2,2,2,2
25-01000,44,1,6,0,1,0,N,1,2,2447.1,10,9,120000.0,8,501,N,2,2,2,2
25-00703,54,2,4,0,1,0,N,1,1,2195.3,15,5,56000.0,6,427,N,2,2,2,2
25-01000,51,2,1,0,1,0,2,1,1,2447.1,N,5,33000.0,4,501,N,1,1,2,2
25-02800,22,2,6,0,1,0,3,1,1,3683.9,12,9,8000.0,2,501,N,2,2,2,2
25-00703,19,1,6,0,1,0,4,1,1,2195.3,14,5,22800.0,3,501,N,2,2,2,2
25-00703,45,2,6,0,1,0,7,1,1,2195.3,6,9,15200.0,3,257,N,2,2,2,2
25-01000,29,1,1,0,6,0,2,1,2,2447.1,4,10,100000.0,8,501,N,2,2,2,2
25-01300,82,2,3,0,1,0,5,1,1,1457.2,N,5,20200.0,3,465,N,2,1,2,2
25-02800,56,1,1,0,6,0,2,1,1,3683.9,4,12,79000.0,7,501,N,2,2,2,2
25-00503,22,2,6,0,6,N,N,3,0,2872.7,10,9,18000.0,3,N,N,2,2,2,2
25-01300,32,2,1,0,6,1,3,1,1,1457.2,4,9,130010.0,9,501,N,2,2,2,2
25-01300,41,2,1,0,1,2,4,1,1,1457.2,13,10,6300.0,1,358,N,1,1,2,2
25-02800,46,2,1,0,1,1,3,1,1,3683.9,12,1,43000.0,5,501,N,2,2,2,2
25-00503,10,2,N,0,1,2,4,1,1,2872.7,N,3,N,N,501,N,2,2,2,2
25-00503,27,2,1,0,1,0,2,1,2,2872.7,11,10,12000.0,2,501,N,2,2,2,2
25-00503,19,2,6,0,6,1,6,1,1,2872.7,N,5,0.0,0,501,N,2,2,2,2
25-00703,31,2,6,0,1,0,3,1,1,2195.3,11,10,55000.0,6,420,N,2,2,2,2
25-01000,7,1,N,0,1,4,6,1,1,2447.1,N,3,N,N,501,N,2,1,2,2
25-01000,16,2,6,0,1,2,3,1,1,2447.1,12,4,1690.0,1,232,N,2,2,2,2
25-02800,45,2,1,0,9,2,4,1,1,3683.9,N,9,1000.0,1,434,N,2,2,2,2
25-00703,55,1,1,0,1,2,4,1,1,2195.3,10,11,30000.0,4,501,N,2,2,2,2
25-01000,60,2,1,0,1,0,3,1,1,2447.1,N,8,0.0,0,501,N,2,2,2,2
25-00703,12,1,N,0,1,4,6,1,1,2195.3,N,3,N,N,501,N,2,2,2,2
25-00503,60,1,1,0,1,0,2,1,1,2872.7,9,9,918000.0,9,501,N,2,2,2,2
25-01000,62,1,4,0,1,0,N,1,2,2447.1,N,8,9300.0,2,70,N,2,1,2,2
25-02800,56,1,1,0,1,0,2,1,1,3683.9,4,7,96000.0,8,501,N,2,2,2,2
25-00703,38,1,1,0,1,2,4,1,1,2195.3,6,9,0.0,0,1,N,2,1,2,2
25-00703,68,2,3,0,1,0,N,1,1,2195.3,9,10,146200.0,9,501,N,2,2,2,2
25-00503,80,2,1,0,1,0,2,1,1,2872.7,N,9,24100.0,4,233,N,2,2,2,2
25-01300,67,1,1,0,1,0,2,1,1,1457.2,7,9,36000.0,5,501,N,2,1,2,2
25-00503,74,2,3,0,1,0,N,1,1,2872.7,N,9,186000.0,9,501,N,2,1,2,1
25-00703,57,2,4,0,1,0,N,1,1,2195.3,15,7,64000.0,7,483,N,2,2,2,2
25-00503,32,1,6,0,1,0,N,1,2,2872.7,10,10,120000.0,8,501,N,2,2,2,2
25-00703,0,1,N,0,1,0,N,1,1,2195.3,N,N,N,N,N,N,N,N,2,2
25-00503,61,1,1,0,1,0,2,1,2,2872.7,10,8,100000.0,8,501,N,2,2,2,2
25-01000,1,2,N,0,1,0,3,1,1,2447.1,N,N,N,N,397,N,N,N,2,2
25-00703,41,2,1,0,1,4,6,1,1,2195.3,14,9,38260.0,5,501,N,2,2,2,2
25-00703,78,1,1,0,1,0,2,1,1,2195.3,N,7,106000.0,8,501,N,2,2,2,2
25-02800,3,2,N,0,1,2,4,1,1,3683.9,N,1,N,N,402,N,N,N,2,2
25-00503,7,1,N,0,1,2,4,1,2,2872.7,N,3,N,N,501,N,2,2,2,2
25-02800,77,1,1,0,1,0,2,1,1,3683.9,N,9,195200.0,9,501,N,2,2,2,2
25-00703,67,2,4,0,1,0,2,1,1,2195.3,N,8,54800.0,6,487,N,2,2,2,2
25-00503,17,1,6,0,6,2,4,1,1,2872.7,14,5,1000.0,1,501,N,2,2,2,2
25-01300,11,1,N,0,2,2,4,1,1,1457.2,N,3,N,N,501,N,2,2,2,2
25-01000,11,1,N,0,1,2,4,1,1,2447.1,N,3,N,N,501,N,2,2,2,2
25-01300,49,1,1,0,6,0,3,1,1,1457.2,N,5,0.0,0,501,N,2,2,2,2
25-01300,68,2,4,0,1,0,N,1,1,1457.2,N,9,80000.0,7,501,N,2,2,2,2
25-00703,90,2,3,0,1,0,N,1,1,2195.3,16,7,15000.0,3,124,N,2,2,2,2
25-01000,7,2,N,0,1,1,4,1,1,2447.1,N,3,N,N,166,N,2,2,2,2
25-01300,65,2,1,0,1,0,2,1,2,1457.2,12,10,21400.0,3,501,N,1,2,2,2
25-00503,4,1,N,0,1,1,2,1,2,2872.7,N,2,N,N,233,N,N,N,2,2
25-02800,66,1,6,0,1,0,2,1,1,3683.9,11,5,30200.0,4,501,N,2,2,2,2
25-00503,22,2,6,0,6,N,N,3,0,2872.7,11,5,20000.0,3,N,N,2,2,2,2
25-01000,54,2,4,0,1,1,2,1,2,2447.1,12,8,44100.0,5,309,N,2,2,2,2
25-00503,48,1,1,0,6,2,4,1,1,2872.7,12,11,637000.0,9,501,N,2,2,2,2
25-01000,29,1,6,0,8,N,N,3,0,2447.1,N,1,18600.0,3,141,N,1,2,2,2
25-00503,58,1,1,0,1,0,3,1,1,2872.7,14,9,250000.0,9,501,N,2,2,2,2
25-02800,52,2,6,0,1,0,N,1,1,3683.9,3,10,50000.0,6,381,N,2,2,2,2
25-01300,43,1,4,0,1,0,2,1,1,1457.2,6,5,50000.0,6,456,N,2,2,2,2
25-00703,7,1,N,0,1,2,4,1,1,2195.3,N,3,N,N,476,N,2,2,2,2
25-02800,4,1,N,0,1,3,5,1,1,3683.9,N,2,N,N,336,N,N,N,2,2
25-00503,64,2,2,0,6,2,5,1,1,2872.7,12,9,45000.0,5,501,N,2,2,2,2
25-00703,31,1,1,0,1,0,2,1,2,2195.3,9,9,130000.0,9,501,N,2,2,2,2
25-00703,48,2,1,0,1,2,4,1,1,2195.3,13,8,72000.0,7,471,N,2,2,2,2
25-00703,26,1,6,0,1,1,2,1,2,2195.3,3,7,68200.0,7,501,N,2,2,2,2
25-01000,5,2,N,0,1,2,4,1,1,2447.1,N,2,N,N,501,N,2,2,2,2
25-00503,35,2,2,0,2,0,2,1,1,2872.7,7,9,22000.0,3,165,N,2,2,2,2
25-00703,25,2,6,0,1,0,N,1,2,2195.3,12,10,41600.0,5,314,N,2,2,2,2
25-01300,12,1,N,0,1,2,4,1,1,1457.2,N,3,N,N,360,N,2,2,2,2
25-01300,19,1,6,0,1,N,N,3,0,1457.2,N,7,0.0,0,N,N,2,2,2,2
25-00703,91,1,1,0,1,0,3,1,1,2195.3,N,5,49100.0,6,501,N,2,2,2,1
25-01000,78,1,2,0,1,0,2,1,1,2447.1,N,8,74350.0,7,501,N,2,2,2,1
25-00703,58,1,1,0,1,0,2,1,1,2195.3,4,7,87000.0,8,501,N,2,2,2,2
25-01300,25,1,6,0,1,0,N,1,2,1457.2,4,5,30000.0,4,228,N,2,2,2,2
25-00703,94,2,3,0,1,0,N,1,2,2195.3,N,9,34000.0,4,280,N,2,1,1,1
25-00503,49,1,1,0,6,2,4,1,1,2872.7,9,10,100000.0,8,501,N,2,2,2,2
25-01000,84,1,3,0,1,0,N,1,1,2447.1,9,10,316000.0,9,501,N,2,2,2,2
25-00703,26,1,6,0,1,0,N,1,2,2195.3,14,10,40000.0,5,305,N,2,2,2,2
25-01300,18,2,6,0,1,0,6,1,1,1457.2,6,5,20000.0,3,501,N,2,2,2,2
25-01000,65,1,1,0,1,0,2,1,1,2447.1,6,4,47000.0,5,451,N,2,2,2,2
25-01000,24,2,6,0,1,0,4,1,1,2447.1,10,9,40000.0,5,421,N,2,2,2,2
25-02800,47,1,6,0,1,0,2,1,2,3683.9,6,5,47000.0,5,378,N,2,2,2,2
25-00703,64,2,1,0,1,0,2,1,1,2195.3,10,9,0.0,0,501,N,2,2,2,2
25-00703,19,2,6,4,9,2,7,1,1,2195.3,12,7,3400.0,1,366,N,2,2,2,2
25-00503,33,2,1,0,1,0,2,1,2,2872.7,10,9,120000.0,8,501,N,2,2,2,2
25-00703,3,2,N,0,1,2,4,1,1,2195.3,N,1,N,N,479,N,N,N,2,2
25-01300,2,2,N,0,6,2,4,1,1,1457.2,N,N,N,N,501,N,N,N,2,2
25-01300,58,1,1,0,1,0,2,1,1,1457.2,10,10,210000.0,9,501,N,2,2,2,2
25-00703,53,2,1,0,1,0,2,1,1,2195.3,9,9,-4560.0,0,180,N,2,2,2,2
25-01300,74,2,1,0,1,0,2,1,1,1457.2,N,7,41300.0,5,463,N,2,2,2,2
25-02800,54,2,1,0,1,1,3,1,1,3683.9,6,11,6000.0,1,501,N,2,2,2,2
25-00503,6,2,N,2,1,0,4,1,2,2872.7,N,2,N,N,158,N,1,2,2,2
25-01000,94,2,3,0,1,N,N,2,0,2447.1,N,4,13000.0,2,N,N,2,1,2,1
25-01000,4,1,N,0,6,2,4,1,1,2447.1,N,2,N,N,501,N,N,N,2,2
25-00703,87,2,3,0,1,0,N,1,1,2195.3,N,5,32300.0,4,266,N,2,2,2,2
25-00503,31,1,6,0,1,0,N,1,2,2872.7,9,7,75050.0,7,501,N,2,2,2,2
25-01300,39,2,4,0,1,2,5,1,1,1457.2,11,10,80000.0,7,501,N,2,2,2,2
25-01000,18,2,6,0,1,1,4,1,1,2447.1,14,5,5000.0,1,501,N,2,2,2,2
25-00503,46,1,6,0,1,0,N,1,1,2872.7,10,10,276200.0,9,501,N,2,2,2,2
25-01000,63,2,1,0,1,0,3,1,1,2447.1,15,7,28000.0,4,501,N,2,2,2,2
25-00703,1,1,N,0,1,1,3,1,1,2195.3,N,N,N,N,244,N,N,N,2,2
25-00703,6,1,N,0,1,4,6,1,1,2195.3,N,2,N,N,501,N,2,2,2,2
25-00703,57,2,1,0,1,0,4,1,1,2195.3,10,10,41000.0,5,501,N,2,2,2,2
25-00503,83,1,3,0,1,0,N,1,1,2872.7,8,10,122000.0,8,501,N,2,2,2,2
25-01300,16,2,6,0,6,2,4,1,1,1457.2,N,4,0.0,0,470,N,2,2,2,2
25-00703,79,1,1,0,1,0,2,1,1,2195.3,N,9,64650.0,7,501,2,2,2,2,1
25-00503,1,2,N,0,1,1,3,1,1,2872.7,N,N,N,N,501,N,N,N,2,2
25-01300,8,2,N,0,1,2,4,1,1,1457.2,N,3,N,N,501,N,2,2,2,2
25-01300,1,1,N,0,1,3,5,1,1,1457.2,N,N,N,N,331,N,N,N,2,2
25-00703,41,2,1,0,1,2,4,1,1,2195.3,0,4,20000.0,3,186,N,2,2,2,2
25-00703,70,2,4,0,1,0,2,1,1,2195.3,10,8,1900.0,1,195,N,2,2,2,2
25-00703,24,1,6,0,1,0,4,1,1,2195.3,0,5,45000.0,5,501,N,2,2,2,2
25-00503,67,1,1,0,1,0,3,1,1,2872.7,15,5,34200.0,4,497,N,2,1,1,1
25-00503,15,2,6,0,1,3,5,1,1,2872.7,N,4,0.0,0,501,N,2,2,2,2
25-01000,31,2,1,0,6,0,2,1,1,2447.1,10,8,85000.0,8,501,N,2,2,2,2
25-00503,39,2,1,0,6,1,3,1,2,2872.7,12,10,0.0,0,501,N,2,2,2,2
25-01000,58,1,1,0,1,0,2,1,1,2447.1,6,9,79000.0,7,501,N,2,2,2,2
25-00703,38,2,1,0,1,2,4,1,1,2195.3,11,10,77000.0,7,501,N,2,2,2,2
25-02800,60,1,1,0,1,0,4,1,1,3683.9,4,5,90000.0,8,501,N,2,2,2,2
25-00703,22,1,6,0,1,1,5,1,1,2195.3,10,7,7000.0,2,501,N,2,2,2,2
25-02800,48,2,1,0,1,0,3,1,1,3683.9,8,8,78000.0,7,501,N,2,2,2,2
25-00703,41,2,6,0,2,0,2,1,2,2195.3,N,8,8300.0,2,177,N,1,2,2,2
25-01000,63,1,1,0,1,0,2,1,1,2447.1,10,9,90000.0,8,501,N,2,2,2,2
25-02800,44,1,1,4,1,0,2,1,2,3683.9,16,5,90000.0,8,501,N,2,2,2,2
25-01000,16,2,6,0,1,1,3,1,1,2447.1,6,4,500.0,1,501,N,2,2,2,2
25-00703,68,1,1,0,1,0,2,1,1,2195.3,14,7,28820.0,4,466,N,2,2,2,2
25-00703,63,2,4,0,1,0,N,1,2,2195.3,N,9,2000.0,1,15,N,2,2,2,2
25-01300,71,2,1,0,1,0,2,1,1,1457.2,N,8,42400.0,5,501,N,1,2,2,2
25-00703,68,1,1,0,1,0,2,1,1,2195.3,4,7,90200.0,8,501,N,2,2,2,2
25-01300,45,2,1,0,1,2,4,1,1,1457.2,11,9,85000.0,8,501,N,2,2,2,2
25-01000,0,1,N,4,9,1,3,1,1,2447.1,N,N,N,N,501,N,N,N,2,2
25-01300,70,2,3,0,1,0,N,1,2,1457.2,N,7,32800.0,4,272,N,2,1,2,1
25-01000,55,2,4,0,1,0,N,1,1,2447.1,11,7,60000.0,6,456,N,2,2,2,2
25-02800,49,1,6,0,1,0,2,1,1,3683.9,4,9,1000.0,1,300,N,2,1,2,2
25-00503,58,1,1,0,1,0,2,1,1,2872.7,8,5,150000.0,9,501,N,2,2,2,2
25-00703,35,2,1,0,1,3,5,1,1,2195.3,6,5,85800.0,8,501,N,2,2,2,2
25-01300,38,1,6,0,1,0,N,1,1,1457.2,12,5,17600.0,3,133,N,2,2,2,2
25-00503,48,2,1,0,1,0,4,1,1,2872.7,9,7,72000.0,7,501,N,2,2,2,2
25-00703,53,2,6,0,1,0,N,1,1,2195.3,9,11,145000.0,9,501,N,2,2,2,2
25-00703,0,2,N,0,1,1,3,1,2,2195.3,N,N,N,N,N,N,N,N,2,2
25-01000,47,1,1,0,1,1,3,1,1,2447.1,16,9,80000.0,7,501,N,2,2,2,2
25-00503,16,1,6,3,1,2,4,1,2,2872.7,11,4,1200.0,1,501,N,2,2,2,2
25-00703,64,1,1,0,1,1,5,1,1,2195.3,8,9,97100.0,8,501,N,2,2,2,2
25-02800,25,1,1,0,1,0,2,1,2,3683.9,4,9,85020.0,8,501,N,2,2,2,2
25-01000,38,1,1,1,1,2,4,1,1,2447.1,5,9,70000.0,7,501,N,2,2,2,2
25-01000,84,2,6,0,1,0,N,1,2,2447.1,N,5,30000.0,4,248,N,2,2,2,2
25-00703,87,2,4,0,1,0,N,1,1,2195.3,N,5,18900.0,3,156,N,2,2,2,2
25-00503,61,2,1,0,1,0,2,1,1,2872.7,8,7,83000.0,7,501,N,2,2,2,2
25-02800,57,2,1,0,1,0,2,1,1,3683.9,9,9,66000.0,7,501,N,2,2,2,2
25-00703,14,2,N,0,1,2,5,1,1,2195.3,N,3,N,N,501,N,2,2,2,2
25-02800,12,2,N,0,1,2,5,1,1,3683.9,N,3,N,N,397,N,1,2,2,2
25-00503,44,2,1,0,1,2,4,1,1,2872.7,N,9,0.0,0,501,N,2,2,2,2
25-02800,40,1,1,0,1,2,4,1,1,3683.9,3,9,60000.0,6,444,N,2,2,2,2
25-00703,70,2,6,0,1,N,N,3,0,2195.3,N,4,11000.0,2,89,N,1,1,2,2
25-02800,4,2,N,0,1,2,4,1,1,3683.9,N,2,N,N,444,N,N,N,2,2
25-02800,73,1,1,0,1,0,2,1,1,3683.9,N,8,28800.0,4,411,N,2,2,2,2
25-02800,28,2,6,0,1,0,N,1,2,3683.9,11,10,70000.0,7,501,N,2,2,2,2
25-01300,72,1,1,0,1,0,2,1,1,1457.2,12,8,19200.0,3,501,2,2,2,2,2
25-00703,34,1,6,0,1,0,4,1,2,2195.3,6,9,38000.0,5,236,N,2,2,2,2
25-02800,69,1,2,0,2,N,N,2,0,3683.9,N,4,0.0,0,N,5,1,1,2,2
25-01300,39,1,1,0,6,0,2,1,2,1457.2,10,10,25000.0,4,148,N,2,2,2,2
25-01300,32,2,1,0,6,1,3,1,2,1457.2,4,12,120000.0,8,501,N,2,2,2,2
25-02800,52,2,1,0,1,0,6,1,1,3683.9,9,7,64000.0,7,501,N,2,2,2,2
25-00703,60,2,1,0,1,0,2,1,1,2195.3,11,10,62000.0,6,501,N,2,2,2,2
25-00503,69,2,1,0,1,0,2,1,1,2872.7,N,10,12000.0,2,322,N,2,2,2,2
25-01300,26,1,6,0,6,0,N,1,2,1457.2,10,9,73000.0,7,501,N,2,2,2,2
25-00703,17,2,6,0,1,4,6,1,1,2195.3,14,4,1500.0,1,501,N,2,2,2,2
25-00703,52,2,1,0,1,0,2,1,2,2195.3,11,12,90000.0,8,501,N,2,2,2,2
25-00703,8,1,N,0,1,1,3,1,1,2195.3,N,3,N,N,366,N,2,2,2,2
25-01300,19,2,6,0,1,N,N,3,0,1457.2,14,5,9300.0,2,N,N,2,2,2,2
25-00703,44,2,1,0,1,2,4,1,1,2195.3,12,7,60000.0,6,501,N,2,2,2,2
25-01300,29,2,6,0,9,0,N,1,2,1457.2,11,10,5700.0,1,43,N,2,2,2,2
25-00703,47,2,1,0,1,3,5,1,1,2195.3,9,11,130000.0,9,501,N,2,2,2,2
25-00703,21,2,6,0,1,0,N,1,2,2195.3,14,7,32000.0,4,241,N,2,2,2,2
25-00503,56,1,1,0,1,0,2,1,1,2872.7,4,11,155000.0,9,501,N,2,2,2,2
25-01300,22,1,6,0,2,0,4,1,1,1457.2,11,8,2000.0,1,440,N,2,2,2,2
25-00503,53,2,4,0,1,0,2,1,1,2872.7,14,9,44000.0,5,356,N,2,2,2,2
25-00703,18,1,6,0,1,N,N,3,0,2195.3,13,5,3500.0,1,N,N,2,2,2,2
25-00703,23,1,6,0,1,0,2,1,1,2195.3,6,5,7000.0,2,471,N,1,2,2,2
25-00503,18,1,6,0,1,N,N,3,0,2872.7,17,5,23000.0,3,N,N,2,2,2,2
25-00703,72,1,1,0,1,0,2,1,1,2195.3,9,9,91500.0,8,501,N,2,2,2,2
25-01300,45,1,1,0,1,2,4,1,1,1457.2,4,9,120000.0,8,501,N,2,2,2,2
25-01300,24,2,6,0,2,N,N,3,0,1457.2,N,5,0.0,0,0,N,1,2,2,1
25-00703,59,2,1,0,1,0,4,1,1,2195.3,N,5,0.0,0,501,N,2,2,2,2
25-00703,40,2,6,0,9,0,N,1,2,2195.3,10,9,42000.0,5,319,N,2,2,2,2
25-00703,4,1,N,0,1,3,5,1,2,2195.3,N,2,N,N,462,N,N,N,2,2
25-01000,72,1,1,0,1,0,2,1,1,2447.1,10,7,35600.0,5,467,N,2,2,2,2
25-01300,20,2,6,0,1,0,5,1,1,1457.2,12,7,600.0,1,501,N,2,2,2,2
25-00503,4,1,N,0,1,2,4,1,1,2872.7,N,1,N,N,501,N,N,N,2,2
25-01000,17,1,6,0,1,2,4,1,1,2447.1,N,4,0.0,0,501,N,1,2,2,2
25-01300,54,1,1,0,1,3,5,1,1,1457.2,14,7,86000.0,8,501,N,2,2,2,2
25-00703,42,1,1,0,1,2,4,1,1,2195.3,3,9,50200.0,6,272,N,2,2,2,2
25-01300,50,1,1,0,2,4,7,1,1,1457.2,7,6,52000.0,6,501,N,2,2,2,2
25-00503,69,2,1,0,6,0,2,1,1,2872.7,N,9,13200.0,2,467,N,2,2,2,2
25-00703,4,2,N,0,1,2,4,1,1,2195.3,N,2,N,N,501,N,N,N,2,2
25-00703,30,1,1,0,1,0,2,1,2,2195.3,11,10,52000.0,6,354,N,2,2,2,2
25-01000,34,1,6,0,1,1,3,1,1,2447.1,16,7,100000.0,8,501,N,2,2,2,2
25-00703,10,2,N,0,1,4,6,1,1,2195.3,N,3,N,N,501,N,2,2,2,2
25-00703,94,2,1,0,1,0,2,1,1,2195.3,N,9,11000.0,2,501,N,2,1,2,2
25-01300,74,2,4,0,1,0,3,1,1,1457.2,N,5,11100.0,2,54,N,2,2,2,2
25-00703,32,2,1,0,1,1,3,1,1,2195.3,10,9,89000.0,8,501,N,2,2,2,2
25-00703,77,2,1,0,1,0,2,1,1,2195.3,N,10,47300.0,5,501,N,2,2,2,2
25-00703,7,2,N,0,1,3,5,1,1,2195.3,N,3,N,N,501,N,2,2,2,2
25-00503,53,2,1,4,1,0,4,1,2,2872.7,N,10,0.0,0,325,N,2,1,2,1
25-01300,5,2,N,0,1,4,6,1,1,1457.2,N,2,N,N,501,N,2,2,2,2
25-00703,45,1,4,0,1,N,N,3,0,2195.3,N,5,2700.0,1,20,N,2,2,2,2
25-00503,50,1,1,0,1,0,4,1,1,2872.7,3,4,150000.0,9,501,N,2,2,2,2
25-02800,21,1,6,0,1,1,4,1,1,3683.9,7,5,21000.0,3,398,N,2,2,2,2
25-00703,33,1,6,0,1,0,N,1,2,2195.3,6,8,60000.0,6,454,N,2,2,2,2
25-01300,5,1,N,0,9,4,6,1,1,1457.2,N,2,N,N,501,N,2,2,2,2
25-01000,94,2,3,0,1,N,N,2,0,2447.1,N,5,13000.0,2,N,N,2,1,2,2
25-00703,15,1,6,0,1,2,4,1,1,2195.3,N,4,0.0,0,501,N,2,2,2,2
25-00703,58,2,1,0,1,0,2,1,1,2195.3,12,9,70000.0,7,501,N,2,2,2,2
25-00703,35,2,4,0,1,0,N,1,2,2195.3,14,6,52000.0,6,395,N,2,2,2,2
25-02800,29,2,6,4,1,0,4,1,1,3683.9,10,9,60000.0,6,501,N,2,2,2,2
