,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,PWGTP_x,RAC1P,SEX,WGTP_x,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,PWGTP_y,WGTP_y,percent_match
159,33,2,7,2,2,2,N,9,0,1,3,1,0,2,1,9,501,06-08507,133,6,1,122,42,2,7,2,2,2,N,1,2,4,9,501,133,124,71.42857142857143
160,4,2,12,2,N,N,N,2,0,1,N,N,2,4,2,N,501,06-07502,183,1,2,184,4,2,12,2,N,N,N,1,2,4,N,501,134,107,85.71428571428571
161,62,2,12,2,2,2,N,9,0,1,15,1,0,2,1,9,501,06-07502,98,1,2,118,34,2,12,2,2,2,N,1,1,3,6,501,123,112,57.14285714285714
162,62,2,12,2,2,2,N,6,0,3,N,6,N,N,0,0,0,06-07502,71,6,1,0,52,2,12,1,1,1,N,2,N,N,2,N,10,0,42.857142857142854
163,25,2,12,2,2,2,N,7,0,1,9,1,0,2,2,9,501,06-07502,247,1,1,246,50,2,12,2,2,2,N,1,0,2,9,501,70,70,78.57142857142857
164,72,2,12,2,2,2,N,9,0,1,N,4,0,N,2,6,252,06-07502,67,1,2,67,73,2,12,2,2,2,N,1,0,N,5,294,68,68,64.28571428571429
165,45,2,7,2,2,2,N,10,0,1,N,2,1,4,2,9,501,06-08507,85,1,2,85,85,1,7,2,2,2,N,1,0,N,5,270,318,317,42.857142857142854
166,33,2,12,2,2,2,N,10,0,1,8,1,0,2,2,0,132,06-07502,110,1,2,146,31,2,12,2,2,2,N,1,0,2,9,501,123,132,64.28571428571429
167,53,2,12,2,2,2,N,5,0,1,6,4,0,N,2,4,147,06-07502,218,6,2,218,38,2,12,2,2,2,N,1,0,5,5,297,54,42,57.14285714285714
168,56,2,12,2,2,2,N,5,0,1,10,6,0,N,2,7,462,06-07502,100,1,1,100,22,2,12,2,2,2,N,1,0,N,5,264,33,37,64.28571428571429
169,38,2,7,2,2,2,N,9,0,1,6,6,0,N,2,7,501,06-08507,121,6,1,111,24,2,7,2,2,2,N,1,0,N,8,501,93,93,71.42857142857143
170,78,2,7,2,2,2,N,9,0,1,12,4,0,N,1,7,501,06-08507,49,1,2,48,61,2,7,2,2,2,N,1,0,3,9,501,75,75,64.28571428571429
171,33,2,12,2,2,2,N,9,0,1,10,1,0,3,2,9,501,06-07502,69,6,1,49,39,2,12,2,2,2,N,1,2,4,6,265,72,75,50.0
172,32,1,7,2,2,2,N,9,0,1,3,6,0,N,1,9,501,06-08507,51,1,1,51,32,2,7,2,2,2,N,1,0,3,8,501,80,55,64.28571428571429
173,46,2,7,2,1,2,N,7,0,3,8,6,N,N,0,4,N,08-00803,70,1,2,0,20,2,7,2,2,2,N,3,N,N,1,N,13,0,71.42857142857143
174,21,2,7,2,2,2,N,8,0,1,10,6,0,N,2,5,266,08-00803,70,1,2,82,55,2,7,2,2,2,N,1,0,3,7,501,109,97,57.14285714285714
175,46,2,7,2,2,2,N,9,0,1,9,4,0,N,2,2,69,08-00803,80,1,2,80,57,2,7,2,2,2,N,1,0,N,4,190,79,82,64.28571428571429
176,69,2,7,2,2,2,N,11,0,1,12,4,0,N,1,9,446,08-00803,24,1,2,24,67,2,7,2,2,2,N,1,0,N,4,223,47,47,64.28571428571429
177,20,2,7,2,2,2,N,7,0,1,6,4,0,N,2,3,152,08-00803,146,1,2,145,76,2,7,2,2,2,N,1,0,3,2,281,82,80,57.14285714285714
178,28,2,7,2,2,2,N,9,0,1,8,6,0,N,1,9,501,08-00803,56,1,1,32,27,2,7,2,2,2,N,1,0,N,6,431,53,53,64.28571428571429
179,88,2,7,2,2,2,N,12,0,1,N,2,0,N,1,2,53,08-00803,54,1,2,54,85,2,7,2,2,2,N,1,0,N,9,501,53,54,71.42857142857143
180,28,2,7,2,2,2,N,7,0,3,10,6,N,N,0,2,N,08-00803,48,1,2,0,18,2,7,2,2,2,N,3,N,N,1,N,72,0,78.57142857142857
181,15,2,7,2,2,2,N,4,0,1,8,6,3,5,1,1,501,08-00803,41,1,1,50,16,2,7,2,2,2,N,1,0,3,1,190,248,194,57.14285714285714
182,38,2,7,2,2,2,N,8,0,1,15,1,1,4,1,3,427,08-00803,52,1,2,50,66,2,7,2,2,2,N,1,0,2,3,501,85,87,57.14285714285714
183,17,2,7,2,2,2,N,5,0,1,N,6,0,N,2,0,0,08-00803,69,1,1,62,54,2,7,2,2,2,4,1,0,N,2,78,196,196,57.14285714285714
184,64,2,7,2,2,2,N,10,0,1,N,4,0,N,1,4,309,08-00803,90,1,2,92,72,2,7,2,2,2,N,1,0,N,3,127,100,100,64.28571428571429
185,63,2,7,2,2,2,N,12,0,1,16,1,0,2,1,9,501,08-00803,66,1,1,55,41,2,7,2,2,2,N,1,3,5,7,501,53,55,64.28571428571429
186,5,2,7,2,2,2,N,2,1,1,N,N,2,4,2,N,501,08-00803,80,1,1,93,8,2,7,2,2,1,N,1,5,7,N,186,405,718,50.0
187,57,2,7,2,2,2,N,10,0,1,6,4,0,N,1,7,501,08-00803,128,1,2,128,55,2,7,2,2,2,N,1,1,2,2,82,27,27,50.0
188,42,2,7,2,2,2,N,10,3,1,11,6,0,N,1,9,501,08-00803,74,1,2,76,39,2,7,2,2,2,N,1,0,5,4,501,73,79,64.28571428571429
189,26,2,7,2,2,2,N,7,0,1,5,6,0,N,2,2,90,08-00803,46,1,1,45,23,2,7,2,2,2,N,1,0,N,1,34,55,54,64.28571428571429
190,46,2,7,2,2,2,N,10,0,1,4,4,0,N,1,8,501,08-00803,49,1,1,43,62,2,7,2,2,2,N,1,0,N,7,454,64,58,64.28571428571429
191,65,2,7,2,2,2,N,11,0,1,14,1,0,2,1,7,501,08-00803,89,1,2,180,41,2,7,2,2,2,N,1,2,4,1,207,48,48,50.0
192,67,2,7,2,2,2,N,9,0,1,12,4,0,N,1,7,501,08-00803,42,1,1,42,44,2,7,2,2,2,N,1,0,4,4,428,108,99,57.14285714285714
193,24,2,7,2,2,2,N,9,0,1,10,3,0,N,2,7,454,08-00803,137,1,2,134,64,2,7,2,2,2,N,1,0,N,3,137,204,198,64.28571428571429
194,52,2,7,2,2,2,N,9,0,1,N,4,0,N,1,8,501,08-00803,347,1,2,357,72,2,7,2,2,2,N,1,0,N,1,55,96,96,64.28571428571429
195,47,2,7,2,2,2,N,9,0,1,13,1,0,2,2,6,407,08-00803,67,1,2,69,38,2,7,2,2,2,N,1,2,4,6,476,392,392,57.14285714285714
196,17,2,7,2,2,2,N,4,0,1,14,6,0,2,1,3,501,08-00803,129,1,2,185,16,2,7,2,2,2,N,1,1,3,1,501,87,103,57.14285714285714
197,30,2,7,2,2,2,N,10,0,1,12,6,0,N,2,6,340,08-00803,88,1,1,88,33,2,7,2,2,2,N,1,0,N,1,3,74,75,64.28571428571429
198,28,2,7,2,2,2,N,10,0,1,14,6,0,2,1,7,501,08-00803,60,1,2,60,51,2,7,2,2,2,N,1,0,N,7,488,66,65,64.28571428571429
199,17,2,7,2,2,2,N,5,0,1,10,6,1,4,1,1,439,08-00803,55,1,1,56,23,2,7,2,2,2,N,1,0,2,1,501,136,85,57.14285714285714
200,21,2,7,2,2,2,N,7,0,1,13,6,0,N,2,6,440,08-00803,169,1,1,165,21,2,7,2,2,2,N,1,0,N,1,18,147,135,71.42857142857143
201,50,2,7,2,2,2,N,7,0,1,N,1,4,5,2,0,382,08-00803,67,1,2,47,85,1,7,1,2,1,N,1,0,2,2,225,58,58,28.57142857142857
202,15,2,7,2,2,2,N,4,1,1,N,6,2,6,1,0,501,08-00803,66,1,1,55,16,2,7,2,2,2,N,1,1,3,0,501,159,223,64.28571428571429
203,57,2,7,2,2,2,N,7,0,1,11,4,0,N,1,2,90,08-00803,61,1,2,61,69,2,7,2,2,2,N,1,0,N,4,244,42,41,64.28571428571429
204,41,2,7,2,2,2,N,7,0,1,6,1,3,5,1,1,501,08-00803,106,1,2,194,69,2,7,2,2,2,N,1,0,2,0,390,51,51,50.0
205,24,2,7,2,2,2,N,7,1,1,15,6,0,N,1,0,0,08-00803,99,1,1,48,25,2,7,2,2,1,N,1,0,5,2,501,79,112,50.0
206,41,2,7,2,2,2,N,9,0,1,5,4,0,N,2,7,501,08-00803,122,1,1,123,67,2,7,2,2,2,N,1,0,N,4,249,67,66,64.28571428571429
207,22,2,7,2,2,2,N,5,1,1,14,6,0,N,2,4,241,08-00803,50,1,1,51,20,2,7,2,2,2,N,1,0,4,2,137,39,39,57.14285714285714
208,24,2,7,2,2,2,N,7,1,1,14,6,0,N,2,3,155,08-00803,241,1,1,143,22,2,7,2,2,2,N,1,0,N,2,79,223,223,64.28571428571429
209,38,2,7,2,2,2,N,7,0,1,N,4,0,N,2,3,72,08-00803,56,1,2,56,77,2,7,2,1,2,N,1,0,N,2,107,59,59,57.14285714285714
210,88,2,7,2,2,2,N,10,0,1,N,3,0,N,1,9,501,08-00803,57,1,1,56,74,2,7,2,2,2,2,1,0,N,9,501,44,44,71.42857142857143
211,25,2,7,2,2,1,N,6,0,3,N,6,N,N,0,0,0,08-00803,13,1,2,0,75,2,7,2,1,1,N,2,N,N,2,N,20,0,57.14285714285714
212,40,2,7,2,2,2,N,6,0,1,15,6,0,N,2,6,342,08-00803,99,1,1,98,23,2,7,2,2,1,N,1,0,N,5,264,179,179,57.14285714285714
213,25,2,7,2,2,2,N,8,0,1,14,6,1,3,1,2,501,08-00803,66,1,2,46,24,2,7,2,2,2,N,1,0,N,3,167,81,41,50.0
214,27,2,7,2,2,2,N,7,0,1,6,1,0,2,2,4,244,08-00803,61,1,1,61,33,2,7,2,2,2,N,1,0,2,5,400,111,111,64.28571428571429
215,77,2,7,2,2,2,N,10,0,1,16,1,0,2,2,9,501,08-00803,80,1,2,80,29,2,7,2,2,2,N,1,0,2,7,379,49,50,64.28571428571429
216,90,1,7,2,1,1,N,9,0,1,N,6,0,N,1,3,110,08-00803,84,1,2,52,71,2,7,2,2,2,N,1,0,N,4,256,39,39,42.857142857142854
217,36,2,7,2,2,2,N,9,0,1,15,1,0,2,2,7,501,08-00803,76,1,2,57,35,2,7,2,2,2,N,1,0,2,6,501,50,50,71.42857142857143
218,23,2,7,2,2,2,N,12,0,1,11,6,0,N,2,7,382,08-00803,48,6,2,47,34,2,7,2,2,2,N,1,0,N,8,501,28,28,64.28571428571429
219,72,2,7,2,2,2,N,6,0,1,N,1,0,3,1,3,432,08-00803,64,1,2,74,55,2,7,2,2,2,N,1,1,3,3,341,431,431,64.28571428571429
220,21,2,7,2,2,2,N,9,0,1,8,1,1,4,2,7,390,08-00803,54,1,1,74,35,2,7,2,2,2,N,1,0,2,8,501,50,50,50.0
221,95,1,7,2,1,1,N,8,0,1,N,1,0,2,1,1,296,08-00803,62,1,1,61,73,2,7,2,2,2,N,1,0,2,6,391,35,34,42.857142857142854
222,53,2,7,2,2,2,N,11,0,1,10,4,0,N,1,9,501,08-00803,132,1,1,132,66,2,7,2,2,2,N,1,0,N,9,501,40,40,78.57142857142857
223,23,2,7,2,2,2,N,9,0,1,7,6,0,N,2,5,242,08-00803,418,1,2,318,29,2,7,2,2,2,N,1,0,N,4,243,65,76,64.28571428571429
224,84,2,7,2,2,2,N,10,0,1,12,4,0,N,1,2,91,08-00803,89,1,2,89,67,2,7,2,2,2,N,1,0,N,6,367,50,50,64.28571428571429
225,83,2,7,2,2,2,N,4,0,1,N,3,0,N,2,3,89,08-00803,59,1,2,50,93,2,7,1,1,2,N,1,0,N,0,0,96,95,50.0
226,36,2,7,2,2,2,N,10,0,1,15,1,3,5,1,1,334,08-00803,109,1,1,109,73,2,7,2,2,2,N,1,0,2,5,501,87,82,50.0
227,80,2,7,2,2,2,N,10,0,1,N,4,1,2,1,6,481,08-00803,75,1,1,65,86,2,7,2,2,2,N,1,0,N,5,323,93,94,50.0
228,34,2,7,2,2,2,N,10,0,1,4,6,0,N,2,9,501,08-00803,105,1,1,105,29,2,7,2,2,2,N,1,0,N,8,501,67,68,71.42857142857143
229,15,2,7,2,2,2,N,4,0,1,N,6,0,3,1,0,481,08-00803,82,6,1,76,17,2,7,2,2,2,N,1,2,4,0,501,74,90,57.14285714285714
230,43,2,7,2,2,2,N,9,0,1,5,6,0,2,1,6,380,08-00803,145,1,1,147,69,2,7,2,2,2,N,1,0,N,9,501,54,54,57.14285714285714
231,20,2,7,2,2,1,N,7,0,1,6,6,0,2,1,1,306,08-00803,260,1,2,232,19,2,7,2,2,2,N,1,0,N,1,30,88,88,57.14285714285714
232,50,2,7,2,2,2,N,7,0,1,10,4,0,N,2,7,415,08-00803,60,1,2,69,66,2,7,2,2,2,N,1,0,N,2,82,46,46,64.28571428571429
233,31,2,7,2,2,2,N,10,0,1,3,6,0,N,2,1,15,08-00803,141,1,1,122,27,2,7,2,2,2,N,1,0,N,6,382,73,76,64.28571428571429
234,68,2,7,2,2,2,N,9,0,1,16,3,0,N,1,7,482,13-04600,25,2,2,26,66,2,7,1,2,2,N,1,2,5,2,299,26,39,42.857142857142854
235,51,2,7,2,2,2,N,7,0,1,6,6,0,3,1,9,501,13-04600,71,2,1,71,63,2,7,2,2,2,N,1,0,5,4,176,60,60,57.14285714285714
236,45,2,7,2,2,2,N,4,0,1,N,6,0,2,1,2,199,13-04600,32,1,1,32,15,2,7,2,2,2,N,1,3,5,3,50,47,44,50.0
237,34,2,7,2,2,2,N,10,0,1,11,6,0,2,2,8,501,13-04600,150,2,2,179,50,2,7,2,2,2,N,1,0,N,8,501,61,62,71.42857142857143
238,21,2,7,2,2,2,N,7,1,1,14,6,1,2,2,5,228,13-04600,118,1,2,197,20,2,7,2,2,2,N,1,2,5,3,207,64,67,50.0
239,56,2,7,2,2,2,N,7,0,1,6,6,0,2,2,5,191,13-04600,95,2,1,95,51,2,7,2,2,2,N,1,0,N,6,271,174,174,57.14285714285714
240,63,2,7,2,2,2,N,5,0,1,5,6,0,N,1,6,311,13-04600,98,2,1,97,49,2,7,2,2,2,N,1,0,4,9,501,126,88,57.14285714285714
241,21,2,7,2,2,2,N,7,0,1,14,6,0,3,1,2,293,13-04600,478,2,1,377,31,2,7,2,2,2,N,1,0,N,5,228,184,127,57.14285714285714
242,77,2,7,2,2,2,N,9,0,1,11,1,0,2,1,9,501,13-04600,90,2,1,99,52,2,7,2,2,2,N,1,0,4,9,501,205,250,71.42857142857143
243,47,2,7,2,2,2,N,10,0,1,9,6,0,N,2,7,427,13-04600,170,2,1,170,61,2,7,2,2,2,N,1,0,N,6,346,277,277,64.28571428571429
244,66,2,7,2,2,2,N,9,0,1,N,1,0,2,1,2,453,13-04600,88,1,2,85,48,2,7,2,2,2,N,1,3,5,0,50,42,44,50.0
245,76,2,7,2,2,2,N,1,0,1,N,3,0,N,2,4,136,13-04600,277,2,2,277,88,1,7,1,1,1,N,1,0,3,2,54,107,107,28.57142857142857
246,79,1,7,2,1,2,2,9,0,1,13,4,0,N,1,8,501,13-04600,96,2,2,95,46,2,7,2,2,2,N,1,0,N,7,381,102,102,42.857142857142854
247,61,2,7,2,2,2,N,6,0,1,N,1,0,3,2,5,205,13-04600,57,2,1,53,53,2,7,1,1,1,N,1,2,4,1,4,318,318,28.57142857142857
248,53,2,7,2,2,2,N,6,0,1,12,1,1,3,1,5,216,13-04600,45,2,2,45,63,2,7,2,2,2,N,1,0,2,5,456,65,45,64.28571428571429
249,50,2,7,2,2,2,N,5,0,1,9,6,0,N,2,4,245,13-04600,120,2,1,121,19,2,7,1,2,2,N,1,0,N,5,229,257,256,57.14285714285714
250,71,2,7,2,2,2,N,7,0,1,10,1,0,2,1,5,501,13-04600,24,1,1,26,57,2,7,2,2,2,N,1,0,2,9,501,107,107,71.42857142857143
251,20,2,7,2,2,2,N,7,0,3,4,6,N,N,0,1,N,13-04600,188,1,1,0,28,2,7,2,2,2,N,3,N,N,4,171,16,0,71.42857142857143
252,79,2,7,2,1,2,N,3,0,1,N,3,0,5,2,3,63,13-04600,53,2,2,49,81,2,7,2,2,2,N,1,0,N,2,78,72,71,50.0
253,32,2,7,2,2,2,N,11,0,1,10,6,0,2,1,8,501,13-04600,144,1,1,126,28,2,7,2,2,2,N,1,0,N,8,501,33,31,71.42857142857143
254,53,2,7,2,2,2,N,10,0,1,10,4,0,4,1,6,208,13-04600,108,2,2,99,49,2,7,2,2,2,N,1,0,N,9,501,217,217,57.14285714285714
255,40,2,7,2,2,2,N,10,0,1,N,6,0,2,1,2,395,13-04600,61,2,2,62,45,2,7,2,2,2,N,1,2,5,4,397,47,47,50.0
256,74,2,7,1,1,2,N,5,0,1,N,3,0,2,1,3,91,13-04600,48,1,2,49,72,2,7,2,2,2,N,1,0,N,5,246,22,22,42.857142857142854
257,69,2,7,2,2,2,N,8,0,1,6,4,0,N,2,7,381,13-04600,155,2,2,156,45,2,7,2,2,2,N,1,1,3,6,221,112,111,50.0
258,64,2,7,2,2,2,N,5,0,1,14,4,0,N,2,3,128,13-04600,66,2,2,56,59,2,7,2,2,2,N,1,0,N,2,82,57,56,71.42857142857143
259,30,2,7,2,2,2,N,7,0,1,14,6,0,5,1,4,426,13-04600,48,9,1,75,51,2,7,2,2,2,N,1,0,N,4,183,82,81,64.28571428571429
260,29,2,7,2,2,2,N,9,0,1,12,6,0,2,1,2,67,13-04600,71,1,2,42,25,2,7,2,2,2,N,1,0,N,0,0,19,26,57.14285714285714
261,51,2,7,2,2,2,N,7,4,1,7,6,0,2,2,2,56,13-04600,109,2,2,99,29,2,7,2,2,2,N,1,4,5,5,116,39,39,50.0
262,34,2,7,2,2,2,N,9,1,1,11,4,0,N,2,6,304,13-04600,406,2,2,435,66,2,7,2,2,2,N,1,0,2,5,501,74,61,57.14285714285714
263,30,2,7,2,2,2,N,5,0,2,10,6,N,N,0,3,N,13-04600,72,2,1,0,28,2,7,2,2,2,N,2,N,N,2,N,64,0,78.57142857142857
264,72,2,7,2,2,2,N,10,0,1,N,4,0,2,2,6,309,13-04600,121,2,2,121,64,2,7,2,2,2,N,1,0,N,3,97,128,128,57.14285714285714
265,35,2,7,2,2,2,N,5,0,1,4,6,0,6,1,5,152,13-04600,46,2,1,46,48,2,7,2,2,2,N,1,0,2,4,191,178,85,57.14285714285714
266,80,1,7,1,1,1,N,5,0,1,N,3,0,3,1,3,277,13-04600,34,2,1,33,72,2,7,2,2,2,N,1,0,2,3,150,208,209,35.714285714285715
267,36,2,7,2,2,2,N,9,0,1,15,6,2,4,1,2,50,13-04600,49,1,2,42,25,2,7,2,2,2,N,1,0,N,6,334,24,19,50.0
268,84,2,7,2,2,2,N,7,0,1,N,2,0,2,1,3,139,13-04600,76,2,2,77,84,2,7,2,1,2,N,1,0,N,5,280,45,45,57.14285714285714
269,21,2,7,2,2,1,N,3,0,1,N,6,2,6,2,2,147,13-04600,158,2,1,165,15,2,7,2,2,2,N,1,1,3,0,2,197,187,42.857142857142854
270,11,2,7,2,2,2,N,3,0,1,N,N,0,7,1,N,208,13-04600,81,6,2,66,9,2,7,2,2,2,N,1,2,9,N,199,28,32,57.14285714285714
271,55,2,7,2,2,2,N,8,0,1,10,1,0,2,1,9,501,13-04600,63,1,1,63,61,2,7,2,2,2,N,1,0,2,7,451,34,33,64.28571428571429
272,29,2,7,2,2,2,N,4,0,3,N,6,N,N,0,0,N,13-04600,51,1,1,0,16,2,7,2,2,2,N,2,N,N,0,N,118,0,78.57142857142857
273,65,2,7,2,2,2,N,5,0,1,10,4,0,5,1,2,63,13-04600,184,2,1,171,54,2,7,2,1,2,N,1,0,4,4,139,75,76,50.0
274,27,2,7,2,2,2,N,7,0,1,12,6,0,N,2,6,252,13-04600,140,2,1,120,30,2,7,2,2,2,N,1,0,4,4,408,97,74,57.14285714285714
275,61,2,7,2,2,2,N,9,0,1,15,1,0,2,1,2,142,13-04600,45,1,1,33,67,2,7,2,2,2,N,1,0,2,8,501,51,49,64.28571428571429
276,35,2,7,2,2,2,N,5,0,1,11,6,0,2,1,2,92,13-04600,101,2,2,1,24,2,7,2,2,2,N,1,0,3,2,251,189,98,64.28571428571429
277,79,2,7,2,2,2,N,9,0,1,14,4,0,N,1,2,70,13-04600,82,2,2,82,32,2,7,2,2,2,N,1,0,3,2,501,46,30,64.28571428571429
278,18,2,7,2,2,2,N,7,0,1,14,6,0,3,1,2,145,13-04600,123,2,2,106,23,2,7,2,2,2,N,1,0,3,1,251,188,98,64.28571428571429
279,61,2,7,2,1,2,N,7,0,1,4,4,0,N,2,4,208,13-04600,43,2,1,45,50,2,7,2,2,2,N,1,1,3,4,148,84,84,50.0
280,29,2,7,2,2,2,N,7,0,1,16,6,0,N,2,7,381,13-04600,86,2,1,66,64,2,7,2,2,2,N,1,0,4,1,53,52,51,57.14285714285714
281,22,2,7,2,2,2,N,7,0,1,10,6,0,2,1,2,264,13-04600,24,1,1,29,47,2,7,2,2,2,N,1,0,N,8,492,86,87,57.14285714285714
282,77,2,7,2,2,2,5,9,0,1,N,4,0,2,1,7,427,13-04600,117,2,1,117,70,2,7,2,2,2,N,1,0,N,7,501,20,20,57.14285714285714
283,29,2,7,2,2,2,N,7,0,2,14,6,N,N,0,0,N,13-04600,81,1,1,0,18,2,7,2,2,2,N,3,N,N,4,N,56,0,71.42857142857143
284,55,2,7,2,2,2,N,9,0,1,10,1,0,2,1,9,501,13-04600,63,1,1,65,50,2,7,2,2,2,N,1,3,5,0,50,44,44,50.0
285,53,2,7,2,2,2,N,7,0,1,5,1,0,3,2,8,240,13-04600,111,2,1,111,40,2,7,2,2,2,N,1,0,2,0,207,57,34,57.14285714285714
286,21,2,7,2,2,2,N,7,0,1,10,6,0,2,1,2,501,13-04600,110,2,2,77,33,2,7,2,2,2,N,1,0,2,4,277,175,109,64.28571428571429
287,76,2,7,1,1,2,N,7,0,1,N,3,0,3,2,6,318,13-04600,78,2,1,79,68,2,7,2,2,1,N,1,0,N,3,91,312,277,35.714285714285715
288,29,2,7,2,2,2,N,10,0,1,13,1,0,2,1,6,501,13-04600,54,2,2,44,39,2,7,2,2,2,N,1,2,5,7,299,39,39,50.0
289,28,2,7,2,2,2,N,9,0,1,12,6,0,N,2,6,376,13-04600,51,1,1,42,53,2,7,2,2,1,N,1,0,N,8,501,162,163,57.14285714285714
290,3,2,7,2,N,N,N,1,0,1,N,N,2,4,2,N,212,13-04600,163,1,1,96,4,2,7,2,N,N,N,1,4,5,N,64,182,112,57.14285714285714
291,60,2,7,2,2,2,N,5,0,1,10,1,0,4,1,2,397,13-04600,59,2,2,59,56,2,7,2,2,2,N,1,0,2,4,220,59,59,71.42857142857143
292,56,2,7,2,2,2,N,5,0,1,7,1,0,3,1,5,216,13-04600,99,2,2,96,61,2,7,2,2,2,N,1,0,5,7,484,27,19,57.14285714285714
293,70,2,11,1,2,2,N,10,0,1,N,3,0,N,1,0,0,17-03529,78,2,2,78,87,2,11,2,2,2,N,1,0,N,1,49,82,82,57.14285714285714
294,38,2,11,2,2,2,N,8,0,1,6,6,0,2,1,7,401,17-03529,83,2,2,92,38,2,11,2,2,2,N,1,0,3,0,474,133,80,64.28571428571429
295,53,2,11,2,2,2,N,7,0,1,16,1,0,2,2,0,46,17-03529,186,2,2,184,59,2,11,2,2,2,N,1,0,3,7,454,132,132,57.14285714285714
296,38,2,10,2,2,2,N,5,0,1,10,4,2,3,1,5,307,17-03531,85,2,1,95,41,2,10,2,2,2,N,1,0,2,8,501,188,90,50.0
297,5,2,11,2,2,2,N,2,0,1,N,N,5,6,1,N,N,17-03529,37,9,2,48,4,2,11,2,N,N,N,1,1,4,N,501,101,99,42.857142857142854
298,28,2,11,2,2,2,N,8,0,1,9,6,0,N,2,4,190,17-03529,86,2,2,88,30,2,11,2,2,2,N,1,0,N,4,174,165,165,71.42857142857143
299,15,2,11,2,2,2,N,1,0,3,N,6,N,N,0,0,N,17-03529,81,2,1,0,41,2,11,2,2,1,N,3,N,N,0,0,18,0,71.42857142857143
300,74,2,11,2,2,2,N,11,0,1,10,1,0,2,1,8,501,17-03529,55,1,2,50,65,2,11,2,2,2,N,1,0,2,9,501,37,38,71.42857142857143
301,79,1,11,2,1,2,N,4,0,1,N,1,0,2,1,2,501,17-03529,46,2,1,41,35,2,11,2,1,2,N,1,0,2,0,46,120,120,57.14285714285714
302,38,2,10,2,2,2,N,7,0,1,14,6,3,6,1,2,108,17-03531,131,1,2,71,19,2,10,2,2,2,N,1,0,3,1,460,78,74,50.0
303,57,2,11,2,2,2,N,9,0,1,11,4,0,N,1,4,165,17-03529,65,2,2,61,40,2,11,2,2,2,N,1,0,N,7,423,138,139,64.28571428571429
304,77,2,10,2,2,2,N,7,0,1,13,3,0,N,1,2,98,17-03531,71,2,2,71,70,2,10,2,2,2,N,1,0,4,5,437,69,68,57.14285714285714
305,30,2,10,2,2,2,N,9,0,1,9,6,1,3,2,7,304,17-03531,80,2,2,81,33,2,10,2,2,2,N,1,0,N,6,305,94,94,50.0
306,73,2,11,2,1,2,N,10,0,1,N,6,0,N,2,1,12,17-03529,76,2,1,56,64,2,11,2,2,1,N,1,0,N,3,105,163,164,50.0
307,88,2,11,2,1,2,N,3,0,1,N,1,0,2,1,2,206,17-03529,67,2,1,61,56,2,11,2,1,2,N,1,2,5,2,168,167,167,57.14285714285714
308,11,2,11,2,2,2,N,3,2,1,N,N,2,4,1,N,480,17-03529,70,1,2,45,10,2,11,2,2,2,N,1,3,4,N,164,109,111,64.28571428571429
309,13,2,10,2,2,1,N,4,0,1,N,N,1,5,2,N,0,17-03531,140,2,1,124,13,2,10,2,2,1,N,1,4,5,N,148,343,304,71.42857142857143
310,75,2,11,2,1,2,N,6,0,1,N,3,0,N,1,3,108,17-03529,91,2,2,91,74,2,11,2,2,2,N,1,0,3,3,501,81,81,57.14285714285714
311,33,2,10,2,2,2,N,7,0,1,10,6,2,3,1,8,421,17-03531,139,2,2,128,50,2,10,2,2,2,N,1,0,2,3,245,67,41,50.0
312,35,2,10,2,2,2,N,7,0,1,6,4,2,4,1,5,215,17-03531,122,2,2,101,61,2,10,2,2,2,N,1,0,2,5,374,108,75,57.14285714285714
313,20,2,11,2,2,2,N,7,0,3,6,6,N,N,0,1,N,17-03529,84,6,1,0,21,2,11,2,2,2,N,3,N,N,0,N,17,0,78.57142857142857
314,62,2,11,2,1,2,N,7,0,1,12,4,0,N,1,7,382,17-03529,33,2,2,38,54,1,11,2,2,2,N,1,0,4,3,172,103,58,42.857142857142854
315,83,2,11,2,2,2,N,10,0,1,N,6,0,N,2,2,92,17-03529,59,2,2,59,67,2,11,2,2,2,N,1,0,N,1,11,34,34,64.28571428571429
316,49,2,11,2,2,2,N,9,0,1,10,1,0,2,2,9,501,17-03529,69,1,1,60,71,2,11,2,2,2,N,1,0,2,8,501,46,40,71.42857142857143
317,26,2,11,2,2,2,N,9,1,1,15,6,0,N,2,5,304,17-03529,69,1,2,69,25,2,11,2,2,2,N,1,0,N,4,174,146,180,64.28571428571429
318,42,2,10,2,2,2,N,7,0,1,12,5,0,N,2,2,91,17-03531,165,2,1,145,71,2,10,2,2,2,N,1,0,N,3,114,187,186,64.28571428571429
319,58,2,10,2,2,2,N,9,0,1,13,6,1,3,2,1,63,17-03531,264,2,2,118,29,2,10,2,2,2,N,1,0,N,5,228,145,145,50.0
320,40,2,11,2,2,2,N,10,0,1,9,6,0,N,2,9,501,17-03529,80,2,1,81,28,2,11,2,2,2,N,1,0,N,7,501,200,200,71.42857142857143
