PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR
48-02510,55,2,1,0,1,0,4,1,1,3092.4,N,9,0.0,0,501,N,2,2,2,2
48-02516,13,1,N,0,1,2,4,1,1,1338.4,N,3,N,N,501,N,2,2,2,2
48-02507,73,1,1,0,1,0,3,1,1,3731.1,12,9,96700.0,8,501,N,2,2,2,2
48-02102,58,1,4,0,1,0,N,1,1,450.9,N,6,9600.0,2,72,N,2,2,2,2
48-02101,70,2,1,0,1,0,3,1,1,357.4,N,4,8800.0,2,290,N,2,1,2,2
48-02507,52,1,6,3,2,1,2,1,2,3731.1,4,6,4000.0,2,22,N,2,2,2,2
48-02515,25,1,1,0,1,0,2,1,2,2134.8,17,5,35000.0,5,235,N,2,2,2,2
48-02507,36,1,1,0,2,2,4,1,1,3731.1,10,10,80000.0,8,417,N,2,2,2,2
48-02510,40,2,4,0,1,2,3,1,1,3092.4,12,5,20000.0,4,152,N,2,2,2,2
48-02102,12,1,N,0,1,1,3,1,1,450.9,N,3,N,N,475,N,2,2,2,2
48-02102,39,2,6,0,1,1,2,1,1,450.9,12,8,36000.0,6,208,N,2,2,2,2
48-02102,13,1,N,1,1,6,8,1,1,450.9,N,3,N,N,28,N,2,2,2,2
48-02507,8,2,N,0,1,2,3,1,1,3731.1,N,3,N,N,21,N,2,2,2,2
48-02516,62,1,1,0,1,0,4,1,1,1338.4,7,9,230000.0,9,501,N,2,2,2,2
48-02516,43,2,1,1,1,0,2,1,1,1338.4,12,9,92000.0,8,501,N,2,2,2,2
48-02516,69,2,1,0,1,0,3,1,1,1338.4,N,12,4300.0,2,21,N,2,2,2,2
48-02102,85,2,3,0,1,0,N,1,2,450.9,N,9,109000.0,9,501,N,2,2,2,2
48-02510,21,1,6,0,1,0,3,1,2,3092.4,N,7,0.0,0,501,N,2,2,2,2
48-02507,49,2,4,0,2,0,2,1,1,3731.1,11,10,61000.0,7,357,N,2,2,2,2
48-02515,9,1,N,0,1,3,5,1,1,2134.8,N,3,N,N,239,N,1,2,2,2
48-02515,57,2,4,0,2,0,2,1,1,2134.8,14,7,40000.0,6,303,N,2,2,2,2
48-02510,16,1,2,0,6,0,3,1,1,3092.4,N,4,0.0,0,501,N,2,2,2,2
48-02101,25,2,1,0,1,1,3,1,2,357.4,6,8,2500.0,1,209,N,2,2,2,2
48-02510,55,1,1,0,1,1,3,1,1,3092.4,3,5,40000.0,6,197,N,2,2,2,2
48-02515,32,1,1,0,1,1,3,1,1,2134.8,11,7,25000.0,4,173,N,2,2,2,2
48-02101,70,1,1,0,1,0,2,1,1,357.4,0,7,48600.0,7,501,5,2,2,2,2
48-02102,72,2,4,0,1,0,N,1,1,450.9,0,5,22000.0,4,181,N,2,2,2,2
48-02101,16,2,6,0,9,0,4,1,1,357.4,N,4,0.0,0,248,N,2,2,2,2
48-02101,26,1,6,0,1,0,3,1,1,357.4,6,5,22330.0,4,501,N,1,2,2,2
48-02101,54,2,1,0,1,0,3,1,2,357.4,6,7,40000.0,6,501,N,2,2,2,2
48-02510,9,1,N,0,1,2,3,1,1,3092.4,N,3,N,N,501,N,2,2,2,2
48-02515,62,1,1,0,1,0,3,1,1,2134.8,4,9,72000.0,8,501,N,2,2,2,2
48-02516,1,1,N,0,1,3,5,1,1,1338.4,N,N,N,N,409,N,N,N,2,2
48-02102,36,2,1,0,1,1,3,1,2,450.9,11,5,22000.0,4,302,N,2,2,2,2
48-02516,72,2,1,0,1,0,2,1,1,1338.4,N,7,56000.0,7,501,N,2,2,2,2
48-02515,12,2,N,0,9,2,3,1,2,2134.8,N,3,N,N,8,N,2,2,2,2
48-02102,14,2,N,0,1,2,7,1,1,450.9,N,3,N,N,476,N,2,2,2,2
48-02101,60,1,1,0,1,0,2,1,1,357.4,4,7,2900.0,1,354,N,2,2,2,2
48-02516,80,1,1,1,1,0,3,1,1,1338.4,N,7,38300.0,6,192,N,2,2,2,2
48-02510,37,2,1,0,1,2,4,1,1,3092.4,7,9,88000.0,8,501,N,2,2,2,2
48-02507,45,1,1,0,9,0,5,1,2,3731.1,5,7,63000.0,7,306,N,2,2,2,2
48-02101,59,2,1,1,1,0,3,1,1,357.4,11,7,11800.0,3,454,N,2,2,2,2
48-02515,31,1,6,0,1,0,N,1,2,2134.8,7,5,27500.0,5,209,N,2,2,2,2
48-02507,35,2,4,1,1,0,3,1,2,3731.1,5,6,12000.0,3,228,N,2,2,2,2
48-02507,46,2,1,1,1,2,5,1,2,3731.1,N,1,5400.0,2,200,N,2,2,2,2
48-02101,88,1,3,0,1,N,N,2,0,357.4,N,9,9600.0,2,N,N,1,1,2,1
48-02102,51,2,1,0,1,0,2,1,1,450.9,10,7,40000.0,6,501,N,2,2,2,2
48-02516,4,1,N,0,1,0,7,1,1,1338.4,N,1,N,N,501,N,N,N,2,2
48-02507,54,2,1,0,6,0,4,1,1,3731.1,14,9,0.0,0,385,N,2,2,2,2
48-02515,50,2,1,1,1,2,6,1,1,2134.8,N,9,0.0,0,140,N,2,2,2,2
48-02507,55,2,5,1,1,0,2,1,2,3731.1,14,1,45900.0,6,430,N,2,2,2,2
48-02101,78,1,1,0,1,0,2,1,1,357.4,N,5,33800.0,5,388,N,2,2,2,2
48-02510,66,1,1,0,1,0,3,1,1,3092.4,N,7,74600.0,8,501,N,2,2,2,2
48-02507,10,1,N,0,1,2,4,1,1,3731.1,N,3,N,N,289,N,2,2,2,2
48-02515,59,2,4,0,1,0,N,1,1,2134.8,6,9,58200.0,7,445,N,2,2,2,2
48-02516,66,1,1,0,1,0,2,1,1,1338.4,N,5,27500.0,5,279,N,2,2,2,2
48-02516,58,2,1,0,1,0,2,1,1,1338.4,13,9,0.0,0,501,N,2,2,2,2
48-02102,39,1,1,0,1,3,5,1,1,450.9,5,7,38000.0,6,252,N,2,2,2,2
48-02101,47,2,1,0,1,1,3,1,2,357.4,11,7,28000.0,5,453,N,2,2,2,2
48-02510,39,2,1,0,1,3,5,1,1,3092.4,N,7,0.0,0,206,N,2,2,2,2
48-02102,42,2,1,0,1,2,4,1,1,450.9,N,5,0.0,0,253,N,2,2,2,2
48-02516,28,2,1,0,1,0,2,1,2,1338.4,9,7,45000.0,6,501,N,2,2,2,2
48-02101,55,1,1,0,1,2,4,1,1,357.4,4,7,175000.0,9,501,N,2,2,2,2
48-02507,80,1,1,0,1,0,3,1,1,3731.1,N,7,22550.0,4,501,N,2,1,2,2
48-02102,23,2,1,1,1,0,2,1,1,450.9,N,5,0.0,0,0,N,2,2,2,2
48-02510,43,2,6,0,1,0,N,1,2,3092.4,15,6,95000.0,8,501,N,2,2,2,2
48-02510,59,1,1,0,1,0,2,1,1,3092.4,10,9,125000.0,9,501,N,2,2,2,2
48-02515,59,2,1,1,1,1,3,1,1,2134.8,11,7,2000.0,1,401,N,2,2,2,2
48-02101,4,2,N,0,1,3,5,1,1,357.4,N,2,N,N,237,N,N,N,2,2
48-02516,45,1,1,2,1,1,3,1,1,1338.4,7,7,90610.0,8,447,N,2,2,2,2
48-02516,29,1,1,1,8,0,2,1,2,1338.4,4,7,45000.0,6,501,N,2,2,2,2
48-02510,33,2,6,0,1,1,2,1,1,3092.4,16,9,71200.0,8,411,N,2,2,2,2
48-02516,33,1,1,0,1,0,2,1,1,1338.4,10,7,60000.0,7,501,N,2,2,2,2
48-02515,55,2,4,1,8,3,8,1,1,2134.8,7,3,25400.0,5,210,N,2,2,2,2
48-02510,26,2,6,1,1,0,4,1,2,3092.4,6,8,20700.0,4,292,N,2,2,2,2
48-02510,42,2,4,0,1,2,3,1,1,3092.4,8,9,135000.0,9,501,N,2,2,2,2
48-02102,60,1,4,0,1,N,N,2,0,450.9,N,4,1300.0,1,N,N,2,1,2,2
48-02101,39,1,1,0,1,0,2,1,1,357.4,10,12,92500.0,8,501,N,2,2,2,2
48-02102,36,1,1,1,1,4,6,1,1,450.9,3,5,40000.0,6,118,N,2,2,2,2
48-02507,19,2,6,1,9,3,5,1,2,3731.1,8,4,2000.0,1,13,N,2,2,2,2
48-02101,20,1,6,1,1,2,6,1,2,357.4,6,5,53000.0,7,458,N,2,2,2,2
48-02516,0,2,N,0,1,1,3,1,1,1338.4,N,N,N,N,501,N,N,N,2,2
48-02510,2,1,N,1,1,2,4,1,1,3092.4,N,N,N,N,501,N,N,N,2,2
48-02101,48,2,1,0,1,0,3,1,1,357.4,4,4,6000.0,2,431,N,2,2,2,2
48-02510,19,2,6,0,1,0,3,1,1,3092.4,15,7,5000.0,2,501,N,2,2,2,2
48-02101,23,2,6,0,1,0,3,1,1,357.4,10,5,20000.0,4,501,N,2,2,2,2
48-02516,31,1,1,1,1,2,4,1,1,1338.4,10,10,80000.0,8,309,N,2,2,2,2
48-02102,55,1,1,0,1,0,2,1,1,450.9,4,9,145000.0,9,501,N,2,2,2,2
48-02102,66,2,4,0,1,0,N,1,2,450.9,N,5,24000.0,4,197,N,2,1,2,2
48-02515,68,1,1,0,1,0,2,1,1,2134.8,1,10,101100.0,9,501,N,2,2,2,2
48-02510,47,2,1,0,1,2,5,1,1,3092.4,4,9,100000.0,9,501,N,2,2,2,2
48-02101,30,1,6,0,1,0,N,1,1,357.4,5,9,60000.0,7,452,N,2,2,2,2
48-02101,66,1,4,0,1,1,3,1,2,357.4,6,7,57000.0,7,370,N,2,2,2,2
48-02515,12,2,N,0,1,2,4,1,1,2134.8,N,3,N,N,346,N,2,2,2,2
48-02510,39,2,1,0,1,2,4,1,1,3092.4,6,7,18000.0,4,446,N,2,2,2,2
48-02101,30,1,6,0,1,0,6,1,1,357.4,N,4,0.0,0,197,N,1,2,2,2
48-02102,30,1,1,1,1,2,4,1,2,450.9,3,7,53000.0,7,407,N,2,2,2,2
48-02102,45,2,1,0,1,0,2,1,1,450.9,4,5,45150.0,6,459,N,2,2,2,2
48-02101,58,2,1,0,1,0,3,1,1,357.4,N,5,0.0,0,501,N,2,2,2,2
48-02102,9,1,N,0,1,1,3,1,1,450.9,N,3,N,N,501,N,2,2,2,2
48-02101,13,1,N,1,1,4,7,1,1,357.4,N,3,N,N,501,N,2,2,2,2
48-02515,29,2,6,1,1,N,N,2,0,2134.8,10,6,20000.0,4,N,N,1,2,2,2
48-02516,63,2,1,0,1,0,2,1,1,1338.4,15,7,10800.0,3,351,N,2,2,2,2
48-02516,48,1,1,0,1,2,4,1,1,1338.4,10,9,83000.0,8,392,N,2,2,2,2
48-02101,3,2,N,1,1,2,4,1,1,357.4,N,1,N,N,86,N,N,N,2,2
48-02516,15,1,6,0,1,1,3,1,1,1338.4,N,4,0.0,0,501,N,2,2,2,2
48-02102,34,2,1,0,1,2,4,1,1,450.9,16,9,79000.0,8,501,N,2,2,2,2
48-02516,35,1,1,1,1,2,4,1,1,1338.4,16,5,80000.0,8,490,N,2,2,2,2
48-02101,42,2,4,1,1,2,4,1,1,357.4,6,3,19200.0,4,86,N,2,2,2,2
48-02102,84,2,3,0,1,0,N,1,1,450.9,N,7,2700.0,1,22,N,2,2,2,1
48-02510,53,1,6,0,1,0,N,1,1,3092.4,18,5,0.0,0,0,N,2,2,1,2
48-02102,71,1,4,0,1,0,2,1,1,450.9,14,4,5000.0,2,32,N,2,2,2,2
48-02510,52,1,1,0,1,0,2,1,1,3092.4,4,10,85000.0,8,501,N,2,2,2,2
48-02507,66,1,1,0,1,0,2,1,1,3731.1,5,5,101000.0,9,501,N,2,2,2,2
48-02507,67,2,1,0,6,0,2,1,1,3731.1,4,1,86000.0,8,501,N,2,2,2,2
48-02515,65,1,1,0,1,0,2,1,1,2134.8,0,9,447000.0,9,501,N,2,2,2,2
48-02507,5,2,N,0,1,2,4,1,2,3731.1,N,1,N,N,241,N,2,2,2,2
48-02510,16,2,6,0,1,3,4,1,1,3092.4,N,4,0.0,0,249,N,2,2,2,2
48-02101,60,2,1,0,1,0,4,1,1,357.4,6,8,41500.0,6,423,N,2,2,2,2
48-02507,6,1,N,0,1,3,5,1,1,3731.1,N,2,N,N,473,N,2,2,2,2
48-02507,72,1,1,0,2,0,2,1,2,3731.1,4,5,21800.0,4,382,5,2,1,2,2
48-02515,39,2,1,0,1,3,6,1,1,2134.8,N,9,0.0,0,501,N,2,2,2,2
48-02507,59,2,4,0,1,0,N,1,1,3731.1,5,9,75000.0,8,501,N,2,2,2,2
48-02102,46,2,6,0,1,1,3,1,2,450.9,14,6,30000.0,5,190,N,2,2,2,2
48-02101,27,2,4,4,1,2,3,1,2,357.4,10,7,12000.0,3,91,N,2,2,2,2
48-02101,46,2,1,0,1,0,2,1,1,357.4,12,4,30000.0,5,471,N,2,2,2,2
48-02507,92,1,3,0,1,N,N,2,0,3731.1,N,5,10100.0,3,N,N,1,1,2,2
48-02101,60,2,1,0,2,0,4,1,1,357.4,12,4,9800.0,2,69,N,2,2,2,2
48-02515,32,1,1,2,1,3,5,1,1,2134.8,4,10,124400.0,9,411,N,2,2,2,2
48-02507,65,2,1,0,1,0,2,1,1,3731.1,N,5,680.0,1,260,N,2,2,2,2
48-02516,64,2,4,0,1,0,N,1,1,1338.4,16,5,31100.0,5,237,N,2,2,2,2
48-02515,10,2,N,1,1,3,5,1,1,2134.8,N,3,N,N,266,N,2,2,2,2
48-02510,64,1,1,0,1,0,2,1,1,3092.4,6,5,82000.0,8,487,N,2,2,2,2
48-02101,47,1,1,0,1,0,7,1,1,357.4,5,4,0.0,0,44,N,2,2,2,2
48-02510,11,1,N,0,1,2,4,1,1,3092.4,N,3,N,N,501,N,1,2,2,2
48-02102,31,2,6,1,1,3,4,1,1,450.9,15,4,24000.0,4,92,N,2,2,2,2
48-02101,50,1,1,1,1,1,3,1,1,357.4,8,7,47000.0,6,280,N,2,2,2,2
48-02101,68,2,1,0,1,0,2,1,1,357.4,N,9,19200.0,4,257,N,2,2,2,2
48-02510,64,2,5,0,1,0,2,1,1,3092.4,15,8,39000.0,6,290,N,2,2,2,2
48-02102,16,1,6,0,2,3,5,1,1,450.9,14,4,5000.0,2,315,N,2,2,2,2
48-02102,46,2,1,0,2,1,5,1,2,450.9,12,8,30000.0,5,338,N,2,2,2,2
48-02510,71,2,1,0,1,0,2,1,1,3092.4,N,9,14500.0,3,501,N,2,2,2,2
48-02102,50,1,1,0,1,2,4,1,1,450.9,6,7,73000.0,8,282,N,2,2,2,2
48-02101,38,2,4,0,1,0,2,1,1,357.4,5,6,16000.0,3,447,N,2,2,2,2
48-02515,65,1,1,0,1,0,2,1,1,2134.8,16,10,50120.0,7,325,N,2,2,2,2
48-02102,40,2,1,0,1,0,6,1,1,450.9,14,7,0.0,0,138,N,2,2,2,2
48-02101,21,2,6,0,1,N,N,3,0,357.4,8,7,790.0,1,N,N,2,2,2,2
48-02507,58,2,1,0,1,0,3,1,1,3731.1,14,6,27000.0,5,323,N,2,2,2,2
48-02510,60,2,1,0,1,0,2,1,1,3092.4,10,9,31200.0,5,501,N,2,2,2,2
48-02510,78,2,1,0,1,0,2,1,1,3092.4,N,5,18000.0,4,501,N,2,2,2,2
48-02102,3,2,N,1,1,4,6,1,1,450.9,N,1,N,N,262,N,N,N,2,2
48-02507,19,1,6,0,1,0,N,1,2,3731.1,14,5,15000.0,3,113,N,2,2,2,2
48-02510,14,2,N,1,1,2,4,1,1,3092.4,N,3,N,N,501,N,2,2,2,2
48-02510,38,1,1,0,1,0,3,1,1,3092.4,N,5,1100.0,1,163,N,1,1,2,2
48-02102,5,2,N,1,1,2,4,1,1,450.9,N,2,N,N,501,N,2,2,2,2
48-02507,26,1,6,0,2,0,2,1,1,3731.1,5,5,4500.0,2,64,N,2,2,2,2
48-02102,77,2,4,0,1,0,N,1,2,450.9,N,4,13200.0,3,109,N,2,2,2,2
48-02515,18,1,6,0,1,0,2,1,1,2134.8,10,7,7200.0,2,338,N,2,2,2,2
48-02516,70,1,4,0,1,0,3,1,1,1338.4,N,5,13800.0,3,258,N,2,1,2,2
48-02102,51,1,1,0,1,0,5,1,1,450.9,5,9,126000.0,9,501,N,2,2,2,2
48-02510,68,1,6,0,1,0,2,1,2,3092.4,9,5,485000.0,9,501,N,2,2,2,2
48-02102,55,1,1,0,1,1,3,1,1,450.9,14,6,60000.0,7,377,N,2,2,2,2
48-02515,42,1,4,1,8,0,2,1,1,2134.8,15,5,50000.0,7,487,N,2,2,2,2
48-02516,26,2,1,0,1,3,5,1,2,1338.4,N,5,0.0,0,199,N,2,2,2,2
48-02102,17,1,6,0,1,1,4,1,1,450.9,11,4,4000.0,2,501,N,2,2,2,2
48-02510,34,1,6,1,1,0,2,1,1,3092.4,3,7,25000.0,4,190,N,2,2,2,2
48-02516,34,2,1,0,1,2,4,1,1,1338.4,10,5,24000.0,4,501,N,2,2,2,2
48-02515,38,1,1,4,1,2,4,1,1,2134.8,12,8,50000.0,7,466,N,2,2,2,2
48-02102,43,2,6,0,1,0,N,1,1,450.9,9,9,80000.0,8,501,N,2,2,2,2
48-02510,59,1,1,0,1,0,3,1,1,3092.4,6,8,139600.0,9,501,N,2,2,2,2
48-02510,42,2,4,0,1,0,2,1,2,3092.4,N,7,12800.0,3,75,N,1,1,2,2
48-02102,32,2,1,0,1,3,5,1,1,450.9,4,5,35000.0,5,222,N,2,2,2,2
48-02510,60,2,6,0,2,N,N,2,0,3092.4,N,5,0.0,0,N,N,1,1,2,2
48-02101,57,2,6,0,1,0,N,1,1,357.4,6,7,61000.0,7,463,N,2,2,2,2
48-02507,69,1,1,0,1,0,3,1,1,3731.1,N,7,186300.0,9,501,N,2,2,2,2
48-02102,0,1,N,0,1,0,5,1,1,450.9,N,N,N,N,501,N,N,N,2,2
48-02102,3,1,N,0,1,2,4,1,1,450.9,N,1,N,N,155,N,N,N,2,2
48-02101,66,2,1,0,1,0,2,1,1,357.4,14,9,26900.0,5,501,N,2,2,2,2
48-02516,9,1,N,0,1,3,5,1,1,1338.4,N,3,N,N,14,N,2,2,2,2
48-02516,33,1,6,0,1,0,3,1,1,1338.4,10,5,45000.0,6,501,N,2,2,2,2
48-02515,71,2,4,0,2,0,N,1,2,2134.8,16,7,11900.0,3,97,N,2,1,2,1
48-02101,80,2,4,0,2,0,N,1,1,357.4,N,4,10400.0,3,85,N,2,2,2,2
48-02102,74,2,3,0,1,0,3,1,1,450.9,N,5,42400.0,6,501,N,2,2,2,2
48-02510,52,2,1,0,1,2,4,1,1,3092.4,4,10,6000.0,2,27,N,2,2,2,2
48-02101,21,1,1,0,1,1,3,1,2,357.4,4,5,27000.0,5,182,N,2,2,2,2
48-02101,53,2,1,0,1,0,6,1,1,357.4,11,5,0.0,0,174,N,2,1,2,2
48-02516,5,1,N,0,1,3,5,1,1,1338.4,N,1,N,N,278,N,2,2,2,2
48-02507,85,1,1,0,9,0,2,1,2,3731.1,N,8,13000.0,3,85,N,2,2,2,2
48-02516,56,2,1,0,1,0,2,1,1,1338.4,N,4,8000.0,2,225,N,1,1,2,2
48-02102,67,1,1,0,6,0,2,1,1,450.9,4,9,95000.0,8,501,N,2,2,2,2
48-02515,80,2,3,0,1,0,N,1,1,2134.8,N,4,22670.0,4,186,N,2,2,2,2
48-02516,62,2,5,0,1,0,4,1,2,1338.4,N,7,0.0,0,148,N,2,2,2,2
48-02102,6,1,N,0,1,0,11,1,1,450.9,N,3,N,N,241,N,2,2,2,2
48-02101,42,2,1,1,1,0,5,1,1,357.4,15,7,6500.0,2,412,N,1,1,2,2
48-02102,45,2,1,0,1,0,2,1,2,450.9,10,9,72000.0,8,501,N,2,2,2,2
48-02101,5,2,N,0,1,2,5,1,1,357.4,N,1,N,N,269,N,2,2,2,2
48-02507,41,1,6,0,1,0,N,1,2,3731.1,6,5,-600.0,0,0,N,2,2,2,2
48-02102,56,2,1,0,1,0,2,1,1,450.9,N,4,0.0,0,289,N,2,2,2,2
48-02516,55,2,4,0,1,1,2,1,2,1338.4,9,7,14400.0,3,81,N,1,2,2,2
48-02101,9,2,N,1,1,1,3,1,1,357.4,N,3,N,N,402,N,2,2,2,2
48-02101,10,1,N,0,1,2,4,1,1,357.4,N,3,N,N,499,N,2,2,2,2
48-02102,44,2,4,0,1,0,4,1,1,450.9,4,9,48000.0,6,379,N,2,2,2,2
48-02515,24,1,1,1,1,1,3,1,2,2134.8,3,5,30000.0,5,245,N,2,2,2,2
48-02102,18,1,6,0,1,0,5,1,1,450.9,4,4,4000.0,2,197,N,2,2,2,2
48-02102,34,2,1,0,1,0,2,1,1,450.9,14,9,55000.0,7,501,N,2,2,2,2
48-02102,58,1,1,0,1,0,2,1,1,450.9,16,7,40000.0,6,501,N,2,2,2,2
48-02507,39,2,6,0,1,N,N,3,0,3731.1,6,5,0.0,0,0,N,2,2,2,2
48-02515,36,1,1,0,1,3,6,1,1,2134.8,7,5,80000.0,8,412,N,2,2,2,2
48-02101,23,1,6,0,2,0,2,1,1,357.4,4,5,48000.0,6,397,N,2,2,2,2
48-02510,36,2,1,0,2,0,2,1,2,3092.4,10,10,41600.0,6,283,N,2,2,2,2
48-02510,36,1,1,0,1,2,4,1,1,3092.4,7,5,51000.0,7,391,4,2,2,2,2
48-02101,41,2,1,0,1,0,3,1,1,357.4,16,8,44000.0,6,501,N,2,2,2,2
48-02101,48,2,1,0,1,0,2,1,2,357.4,11,10,48000.0,6,501,N,2,2,2,2
48-02516,11,1,N,0,1,2,3,1,1,1338.4,N,3,N,N,501,N,2,2,2,2
48-02516,10,2,N,1,1,3,5,1,1,1338.4,N,3,N,N,118,N,2,2,2,2
48-02510,26,1,6,0,1,0,5,1,1,3092.4,3,4,25000.0,4,501,N,2,2,2,2
48-02102,27,2,6,0,1,0,4,1,1,450.9,6,5,13000.0,3,434,N,2,2,2,2
48-02507,18,1,6,1,1,3,6,1,1,3731.1,14,4,4000.0,2,311,N,2,2,2,2
48-02510,71,2,1,0,1,0,2,1,1,3092.4,N,8,15600.0,3,501,N,2,2,2,2
48-02507,40,2,1,0,2,2,4,1,2,3731.1,7,10,5500.0,2,210,N,2,2,2,2
48-02102,5,2,N,0,1,4,6,1,1,450.9,N,1,N,N,501,N,2,2,2,2
48-02510,45,2,1,0,1,1,4,1,1,3092.4,15,5,12200.0,3,358,N,2,2,2,2
48-02101,23,2,6,1,1,1,7,1,2,357.4,14,5,20800.0,4,179,N,2,2,2,2
48-02515,20,1,6,1,1,0,3,1,2,2134.8,N,3,0.0,0,207,N,1,2,2,2
48-02102,10,1,N,0,1,2,4,1,1,450.9,N,3,N,N,282,N,2,2,2,2
48-02510,56,2,1,0,1,0,2,1,1,3092.4,14,6,25000.0,4,327,N,2,2,2,2
48-02101,15,1,6,0,1,5,8,1,2,357.4,N,4,0.0,0,501,N,2,2,2,2
48-02102,69,2,1,0,1,0,2,1,2,450.9,N,5,13200.0,3,96,N,2,1,2,2
48-02515,4,1,N,0,1,1,3,1,1,2134.8,N,1,N,N,114,N,N,N,2,2
48-02510,62,2,1,1,1,0,2,1,1,3092.4,10,7,51000.0,7,501,N,2,2,2,2
48-02515,47,1,1,0,1,0,2,1,1,2134.8,3,9,275000.0,9,501,N,2,2,2,2
48-02507,66,2,1,0,2,0,2,1,1,3731.1,N,7,18600.0,4,491,N,2,2,2,2
48-02516,72,1,1,0,1,0,2,1,1,1338.4,N,9,32000.0,5,501,N,2,2,2,2
48-02515,45,1,4,0,1,0,N,1,2,2134.8,10,7,80000.0,8,501,N,2,2,2,2
48-02515,80,2,3,0,1,0,N,1,2,2134.8,N,5,80000.0,8,501,N,2,2,2,2
48-02510,34,1,1,0,1,2,4,1,1,3092.4,9,9,150000.0,9,501,N,2,2,2,2
48-02510,29,1,1,0,2,2,4,1,2,3092.4,7,7,55000.0,7,214,N,2,2,2,2
48-02515,32,2,1,1,1,0,2,1,1,2134.8,9,9,80000.0,8,501,N,2,2,2,2
48-02101,3,1,N,0,1,2,4,1,1,357.4,N,1,N,N,483,N,N,N,2,2
48-02515,10,2,N,1,2,3,4,1,1,2134.8,N,3,N,N,194,N,2,2,2,2
48-02515,58,1,1,0,1,1,3,1,1,2134.8,15,9,70000.0,8,501,N,2,2,2,2
48-02101,60,2,4,0,1,3,6,1,1,357.4,12,7,60000.0,7,501,N,2,2,2,2
48-02516,28,2,1,0,1,1,3,1,1,1338.4,10,9,60000.0,7,501,N,2,2,2,2
48-02510,5,1,N,0,1,2,4,1,1,3092.4,N,2,N,N,185,N,2,2,2,2
48-02101,2,2,N,0,1,3,6,1,1,357.4,N,N,N,N,260,N,N,N,2,2
48-02516,0,1,N,0,1,1,3,1,1,1338.4,N,N,N,N,501,N,N,N,2,2
48-02101,37,1,4,0,2,0,2,1,1,357.4,11,9,58000.0,7,400,N,2,2,2,2
48-02102,73,2,1,0,1,0,2,1,1,450.9,N,4,9900.0,2,199,N,2,2,2,2
48-02507,57,1,1,0,1,0,3,1,1,3731.1,4,7,28000.0,5,461,N,2,2,2,2
48-02101,84,1,1,0,1,0,2,1,1,357.4,N,10,40600.0,6,325,N,2,2,2,2
48-02507,41,2,1,0,1,3,5,1,1,3731.1,11,9,10000.0,2,338,N,2,2,2,2
48-02510,61,1,1,0,1,0,2,1,1,3092.4,4,5,133000.0,9,501,N,2,2,2,2
48-02510,14,2,N,0,1,0,6,1,1,3092.4,N,3,N,N,436,N,2,2,2,2
48-02102,60,2,1,0,1,0,2,1,1,450.9,4,4,50000.0,7,501,N,2,2,2,2
48-02510,69,2,1,0,1,0,2,1,1,3092.4,9,5,14700.0,3,501,N,2,2,2,2
48-02515,17,1,6,1,1,1,2,1,1,2134.8,N,4,0.0,0,119,N,2,2,2,2
48-02101,40,2,1,0,1,2,4,1,2,357.4,10,9,480.0,1,353,N,2,2,2,2
48-02101,82,1,1,0,1,0,2,1,1,357.4,N,7,70300.0,8,501,N,2,2,2,2
48-02507,30,1,6,4,8,2,8,1,1,3731.1,15,4,31200.0,5,201,N,2,2,2,2
48-02101,10,1,N,0,1,3,5,1,1,357.4,N,3,N,N,501,N,2,2,2,2
48-02102,84,2,4,0,1,0,2,1,1,450.9,10,7,32500.0,5,213,N,2,1,1,1
48-02101,1,2,N,0,1,2,4,1,1,357.4,N,N,N,N,305,N,N,N,2,2
48-02510,65,2,1,0,1,0,2,1,1,3092.4,6,5,41200.0,6,297,N,2,2,2,2
48-02101,53,2,1,0,1,0,2,1,1,357.4,N,5,17700.0,4,235,N,2,1,2,2
48-02507,0,1,N,0,2,0,N,1,2,3731.1,N,N,N,N,N,N,N,N,2,2
48-02515,11,1,N,1,1,0,6,1,1,2134.8,N,3,N,N,501,N,2,2,2,2
48-02507,57,1,1,0,1,0,2,1,1,3731.1,11,10,91000.0,8,501,N,2,2,2,2
48-02102,39,2,1,0,1,2,4,1,2,450.9,11,7,13200.0,3,356,N,2,2,2,2
48-02510,6,1,N,0,1,5,7,1,1,3092.4,N,2,N,N,245,N,2,2,2,2
48-02101,45,2,3,1,1,0,N,1,2,357.4,14,4,19000.0,4,144,N,2,2,2,2
48-02515,67,2,1,0,1,0,2,1,1,2134.8,N,7,6000.0,2,501,N,2,2,2,2
48-02102,56,1,1,0,1,0,2,1,1,450.9,1,6,160000.0,9,501,N,2,2,2,2
48-02102,10,2,N,1,1,1,2,1,2,450.9,N,3,N,N,163,N,2,2,2,2
48-02101,29,2,6,1,9,6,7,1,2,357.4,15,4,0.0,0,0,N,2,2,2,2
48-02101,50,2,1,0,1,1,4,1,1,357.4,N,5,0.0,0,375,N,1,2,2,2
48-02101,58,1,1,0,1,0,2,1,1,357.4,2,5,91000.0,8,501,N,2,2,2,2
48-02102,17,2,6,1,1,1,2,1,1,450.9,N,7,0.0,0,285,N,2,2,2,2
48-02510,4,2,N,1,1,1,3,1,1,3092.4,N,1,N,N,501,N,N,N,2,2
