SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP,DEYE
2,6,2,1,5,0,40-00200,90,1,12,151,2
2,6,1,2,4,0,38-00100,55,N,5,87,2
2,6,1,1,3,0,30-00600,21,0,4,114,2
2,1,1,1,2,0,36-04010,60,0,3,163,1
2,6,4,2,N,0,51-51255,18,0,2,415,2
2,6,1,1,9,0,17-03529,22,1,7,66,2
2,1,1,1,6,0,24-01004,32,0,4,173,2
2,6,1,1,1,0,38-00100,26,1,3,118,2
2,6,3,2,4,0,17-03529,13,3,5,231,2
2,1,1,1,7,0,06-07502,18,0,N,101,2
2,6,1,1,6,0,17-03529,38,1,5,275,2
2,6,2,2,9,0,29-01901,71,0,2,237,2
1,4,8,1,9,0,17-03529,52,0,3,136,2
2,2,1,1,2,1,08-00803,78,0,N,451,2
2,6,2,1,6,0,32-00405,39,0,2,193,2
2,6,1,1,1,1,28-01100,15,0,2,283,2
2,1,1,1,7,0,30-00600,0,0,3,341,2
2,6,2,0,0,0,24-01004,51,0,4,0,2
1,1,1,1,0,0,51-51255,25,2,2,165,2
1,6,2,1,0,0,36-04010,95,0,3,501,2
1,1,6,1,9,0,51-01301,20,9,N,157,2
2,4,1,1,5,3,38-00100,49,1,4,182,2
2,6,1,1,5,0,51-51255,60,0,4,353,2
2,1,2,1,5,0,28-01100,58,4,2,65,2
2,6,1,1,4,0,36-04010,81,1,3,382,2
1,4,1,2,5,0,13-04600,52,0,2,54,2
1,1,2,1,4,0,26-02702,23,0,11,332,2
2,4,1,1,7,0,38-00100,33,6,4,N,2
2,6,2,1,0,0,19-01700,33,1,2,199,2
2,1,8,2,1,0,32-00405,53,0,3,77,2
2,6,2,2,7,0,36-04010,58,1,2,501,2
1,1,2,2,5,0,17-03531,68,0,3,48,2
2,6,9,2,6,0,30-00600,15,0,2,113,2
2,6,1,1,7,0,38-00100,29,0,3,206,2
2,6,2,1,5,1,13-04600,34,0,3,265,2
2,6,2,2,0,0,17-03531,66,0,5,407,2
2,6,2,2,0,0,32-00405,29,0,5,480,1
1,1,1,1,5,0,38-00100,23,0,2,136,2
2,6,6,1,0,0,17-03531,18,0,4,178,2
2,6,1,2,4,0,36-03710,20,5,4,483,2
2,1,2,2,5,0,36-04010,24,1,2,156,2
1,1,1,2,1,0,24-01004,50,2,2,479,2
2,6,1,1,1,0,19-01700,47,0,5,227,2
1,4,6,2,0,0,29-01901,69,0,5,453,2
2,6,4,1,2,0,38-00100,27,2,2,75,2
2,1,2,1,7,0,51-01301,38,0,3,218,2
1,3,2,2,0,0,29-01901,65,0,2,362,2
2,6,9,2,6,0,51-51255,28,0,2,183,2
2,1,1,1,N,1,17-03531,51,1,2,399,2
1,1,2,2,7,1,06-07502,31,2,4,72,2
1,4,9,1,3,0,17-03531,60,1,7,3,2
1,5,6,2,8,0,32-00405,51,3,2,137,2
2,1,1,2,5,0,36-04010,76,0,6,144,2
2,6,7,2,1,0,08-00803,31,0,N,0,2
2,6,1,1,6,0,08-00803,62,0,11,449,2
2,1,1,2,5,0,06-07502,16,0,2,206,2
2,6,2,1,0,0,32-00405,47,0,2,501,2
2,1,2,2,3,0,40-00200,34,4,2,154,2
1,6,2,1,3,0,06-07502,16,0,5,255,2
2,1,1,2,N,4,51-51255,36,0,3,103,2
1,1,6,1,0,3,13-04600,63,0,6,423,2
1,4,1,2,8,2,30-00600,61,0,4,142,2
2,6,1,1,1,0,38-00100,58,0,3,142,2
1,1,3,1,5,0,36-03710,60,0,2,219,2
1,5,2,2,7,0,51-51255,46,1,6,102,2
1,1,2,1,6,0,38-00100,32,0,4,107,2
2,1,6,2,8,0,06-07502,26,1,2,429,2
2,1,1,2,8,0,30-00600,86,0,2,297,2
1,6,9,1,6,1,17-03531,70,1,2,0,2
1,4,6,1,3,0,08-00803,40,3,6,305,2
2,6,1,1,2,0,51-51255,19,1,4,144,2
2,6,2,2,4,4,29-01901,34,1,4,371,2
1,4,1,2,1,0,38-00100,87,0,6,58,2
2,6,2,2,2,0,38-00100,30,0,4,400,2
1,2,2,2,4,0,17-03531,3,1,2,64,2
2,1,6,1,9,0,30-00600,38,0,5,199,2
2,6,2,1,5,0,30-00600,66,0,11,8,2
2,3,1,1,N,0,24-01004,57,3,3,287,2
2,6,1,2,6,0,36-04010,93,0,2,444,2
2,1,2,1,0,0,24-01004,45,0,12,501,2
2,4,1,2,5,0,38-00100,34,0,3,415,2
2,4,2,1,6,0,08-00803,75,0,6,292,2
2,6,2,1,3,0,30-00600,11,0,2,88,2
2,1,1,1,7,0,38-00100,31,0,3,273,2
2,6,1,1,0,0,17-03529,25,0,2,193,2
2,1,6,2,1,0,40-00200,52,1,2,501,2
1,1,1,2,6,0,24-01004,7,2,2,65,2
2,3,3,2,0,0,32-00405,87,0,2,194,2
2,6,8,1,0,0,51-01301,32,0,2,408,2
1,6,1,1,3,0,30-00600,29,1,4,72,2
2,1,1,2,5,0,30-00600,61,3,N,431,2
2,3,2,1,0,0,38-00100,29,0,3,372,2
2,6,1,2,0,0,29-01901,60,0,7,390,2
2,1,2,2,5,0,51-51255,29,1,2,366,2
2,3,1,1,5,0,17-03529,74,0,3,169,2
2,6,1,2,0,0,51-01301,22,3,N,77,2
1,6,1,2,1,1,36-03710,23,2,3,432,2
1,1,2,1,3,4,26-02702,63,0,2,112,2
2,N,6,2,2,0,30-00600,45,3,4,0,2
1,1,2,1,4,0,29-01901,54,0,6,401,2
1,6,1,1,2,0,28-01100,43,0,4,501,2
2,6,9,1,1,0,19-01700,61,0,2,83,2
1,1,1,1,2,0,38-00100,1,4,4,226,2
1,6,1,1,5,0,29-01901,37,1,2,316,2
2,6,2,2,4,0,06-08507,52,2,6,N,2
2,6,2,2,0,0,17-03529,2,9,3,286,2
1,6,1,1,0,4,06-07502,4,0,N,278,2
2,4,1,2,3,0,30-00600,10,1,5,276,2
2,6,6,2,8,0,24-01004,73,0,8,74,2
1,6,1,2,1,0,17-03529,41,0,4,74,2
2,6,6,0,6,0,51-01301,54,2,2,386,2
2,4,2,1,3,0,28-01100,18,3,2,11,2
2,4,2,1,5,1,29-01901,71,0,6,378,2
1,6,2,1,5,0,36-03710,90,3,11,281,2
1,1,2,2,0,0,24-01004,77,0,4,263,2
1,6,2,1,2,0,36-03710,18,0,2,233,2
1,1,2,1,2,0,26-02702,16,0,5,501,2
2,6,1,2,2,0,36-03710,62,0,5,261,2
2,4,1,1,8,0,38-00100,76,0,2,237,1
2,1,2,2,N,0,36-03710,40,2,2,118,2
1,1,1,1,4,0,13-04600,53,0,2,343,2
1,5,4,1,1,0,24-01004,48,0,2,70,2
1,5,2,2,2,0,38-00100,30,2,4,389,2
1,2,1,1,6,0,36-03710,32,1,3,41,2
1,1,9,2,2,0,38-00100,61,2,4,235,2
1,6,2,2,6,1,30-00600,58,0,3,216,2
2,1,1,2,6,0,28-01100,35,6,3,233,2
1,1,1,1,7,0,13-04600,20,2,3,121,2
2,6,2,1,6,3,32-00405,10,0,3,501,2
2,1,3,2,0,0,08-00803,20,0,10,131,2
2,6,2,1,0,0,51-51255,49,1,2,50,2
2,2,1,1,9,0,01-01301,45,2,4,140,2
1,6,2,1,0,0,24-01004,36,4,3,165,2
1,6,1,1,3,0,30-00600,56,0,6,374,2
2,1,1,2,6,0,36-04010,53,1,5,448,2
2,3,1,1,9,0,38-00100,75,1,2,501,2
2,3,2,2,5,0,24-01004,44,3,5,5,2
1,1,1,1,8,0,40-00200,46,0,4,16,2
1,1,2,2,4,2,26-02702,50,1,2,457,2
2,6,1,1,7,4,08-00803,41,2,4,161,2
2,6,1,2,2,1,32-00405,35,0,2,86,2
2,3,1,2,0,0,30-00600,20,0,2,196,2
2,4,1,1,2,0,38-00100,22,0,8,237,2
2,1,6,2,0,0,30-00600,41,0,3,442,2
1,3,2,2,4,3,51-51255,34,0,5,327,2
1,6,9,2,6,0,28-01100,65,0,3,448,1
2,6,2,2,7,0,36-04010,38,0,3,311,2
2,6,1,2,0,1,30-00600,29,0,3,98,2
2,1,2,1,4,0,17-03529,87,7,2,481,2
2,1,2,1,2,0,38-00100,29,0,3,372,2
2,6,1,1,2,0,17-03529,32,2,4,428,2
2,6,2,2,6,0,36-04010,60,0,3,250,2
1,4,2,2,6,4,36-03710,67,0,6,227,2
2,2,6,1,0,0,40-00200,52,0,3,148,2
1,2,2,1,4,0,51-51255,35,0,5,191,2
2,1,1,2,1,0,13-04600,36,0,4,214,2
2,6,8,2,1,0,17-03529,23,0,4,113,2
1,1,2,2,0,0,51-51255,23,0,3,37,2
1,2,9,2,0,0,36-03710,39,0,6,190,2
1,4,2,1,7,0,32-00405,9,2,3,225,2
2,1,1,2,5,4,29-01901,54,0,3,91,1
2,5,2,2,5,0,28-01100,60,2,2,188,2
2,4,6,1,6,0,29-01901,78,9,4,322,2
2,1,2,1,7,0,36-04010,5,1,2,362,2
2,1,2,1,4,0,17-03531,47,1,12,101,2
1,4,2,1,5,0,51-01301,48,1,2,345,2
1,1,2,1,6,0,08-00803,50,5,10,428,2
2,1,1,2,2,0,24-01004,32,0,3,268,1
1,4,1,1,1,0,36-04010,2,3,N,230,2
1,1,2,1,4,0,36-03710,24,0,6,295,2
2,1,6,1,6,0,01-01301,23,3,2,56,2
1,2,2,2,5,0,13-04600,74,3,2,279,2
2,6,1,1,1,0,36-04010,64,1,3,72,2
1,6,6,1,7,1,17-03529,23,0,4,109,2
2,1,5,1,7,0,17-03529,31,0,3,365,2
1,1,2,2,0,4,24-01004,44,5,5,432,2
1,1,2,1,9,1,51-51255,75,1,2,501,2
1,2,1,2,9,0,24-01004,16,4,2,388,2
1,6,1,1,2,0,19-01700,24,0,2,9,2
1,5,2,2,2,1,17-03529,39,0,3,394,2
1,6,7,1,3,1,38-00100,52,1,2,264,2
2,4,1,1,3,0,29-01901,66,0,3,130,2
1,4,2,1,8,0,32-00405,59,0,3,501,2
2,4,9,1,0,4,24-01004,24,0,3,409,2
1,4,2,2,6,0,17-03531,32,1,6,344,2
2,6,1,2,7,0,06-08507,27,2,4,48,1
2,1,2,2,3,0,17-03529,33,0,3,492,2
2,1,1,2,5,0,38-00100,70,3,6,374,2
2,1,6,1,9,0,36-03710,11,1,2,178,2
1,2,1,1,0,0,17-03529,54,0,3,442,2
1,5,1,1,9,0,06-08507,38,5,4,63,2
2,6,3,2,3,0,51-51255,52,0,6,249,2
2,6,1,1,4,4,30-00600,28,0,4,351,2
2,6,3,1,2,0,29-01901,72,0,4,0,2
2,1,1,2,5,1,17-03529,48,0,7,394,2
2,6,3,1,5,0,17-03531,54,0,3,181,2
1,1,2,1,3,4,24-01004,29,3,N,417,2
1,3,1,1,3,1,36-03710,32,0,4,355,2
1,1,9,1,N,0,30-00600,29,1,5,150,2
1,6,2,1,3,0,30-00600,38,0,4,432,2
1,6,1,2,3,0,13-04600,55,0,3,308,2
2,5,2,1,5,0,40-00200,83,0,4,501,2
1,6,2,1,0,1,30-00600,50,3,N,306,2
1,4,6,1,5,0,30-00600,66,0,4,158,2
1,1,6,2,2,0,08-00803,26,2,4,53,2
1,6,1,2,1,0,32-00405,77,1,4,474,2
2,6,1,2,1,0,06-07502,31,1,3,369,2
2,6,2,1,9,0,28-01100,63,2,3,18,2
1,1,2,2,7,0,17-03529,45,1,4,214,2
1,4,1,2,1,0,01-01301,21,3,2,327,2
2,6,1,1,3,0,19-01700,30,1,3,485,2
2,1,2,1,4,0,06-08507,30,1,4,0,2
1,6,2,2,4,0,24-01004,1,0,3,84,2
2,1,1,1,6,0,24-01004,42,1,4,458,2
1,3,9,2,6,0,17-03531,35,4,6,46,2
2,4,2,1,1,1,36-04010,22,2,5,501,2
2,1,1,2,8,0,38-00100,3,1,2,0,2
2,1,2,1,5,0,51-51255,0,2,3,77,2
2,6,1,1,5,0,17-03529,48,0,2,259,2
2,1,1,1,2,0,29-01901,40,0,4,333,2
2,6,1,1,2,0,38-00100,56,1,2,273,2
2,1,3,1,2,0,01-01301,41,0,4,0,2
1,4,1,2,3,3,28-01100,71,0,4,204,2
2,3,2,1,7,0,06-08507,19,0,5,357,2
1,6,1,2,8,2,24-01004,22,0,4,225,2
2,1,2,1,0,4,01-01301,60,0,2,183,2
1,2,2,1,3,0,19-01700,43,0,3,352,2
1,1,1,2,0,0,51-51255,57,2,3,496,2
1,4,2,1,1,0,38-00100,35,3,6,498,2
1,6,1,2,6,0,19-01700,45,2,3,105,2
2,6,2,1,8,0,30-00600,32,0,N,290,2
1,6,1,1,1,0,13-04600,47,0,5,4,2
2,6,2,2,9,0,17-03529,27,3,N,261,2
2,6,3,2,0,0,51-01301,88,1,4,147,2
1,2,6,2,1,0,19-01700,52,1,2,240,2
1,1,1,1,3,0,06-07502,3,0,4,125,2
2,2,1,1,4,1,17-03529,8,2,4,43,2
1,4,1,2,3,0,24-01004,47,2,3,491,2
2,6,6,2,5,0,30-00600,21,2,4,400,2
2,6,1,1,5,0,06-07502,89,0,3,501,2
1,1,8,2,6,0,51-51255,28,0,N,501,2
2,1,1,1,1,4,17-03531,61,2,4,445,2
2,6,3,2,2,0,24-01004,27,0,2,125,2
1,1,1,1,7,0,51-51255,76,0,2,121,2
1,6,1,1,0,0,17-03531,64,0,5,465,2
2,6,1,1,3,0,51-01301,19,0,8,36,2
1,6,1,1,1,4,08-00803,45,2,5,305,1
2,6,1,2,1,0,17-03531,48,1,N,261,2
1,1,1,1,1,0,30-00600,19,0,3,93,2
2,5,1,2,4,0,13-04600,59,1,2,282,2
2,5,1,1,1,0,28-01100,28,0,4,157,2
2,1,2,1,5,0,30-00600,29,0,2,60,2
1,6,2,1,2,0,38-00100,22,4,3,394,2
1,6,2,1,0,0,36-04010,24,0,7,452,2
2,6,6,1,5,0,17-03529,27,0,7,338,2
2,1,1,1,0,0,06-07502,52,3,2,500,2
1,1,2,2,3,1,36-03710,30,2,6,277,2
2,1,2,1,4,0,26-02702,35,2,3,166,2
1,1,2,2,7,0,19-01700,1,0,2,427,1
1,6,1,2,2,0,32-00405,49,2,6,300,2
1,6,1,1,5,0,36-04010,11,0,4,63,2
1,6,2,1,4,0,36-03710,26,0,5,142,2
1,1,2,2,3,0,51-51255,18,2,3,308,2
1,6,2,1,3,0,51-51255,54,N,3,137,2
1,6,3,1,0,0,40-00200,53,0,4,80,2
2,5,1,1,6,2,38-00100,38,0,3,153,1
1,6,2,1,8,0,06-07502,70,2,N,129,2
1,1,1,1,0,0,28-01100,59,0,5,58,2
1,6,2,2,1,0,36-04010,29,1,N,36,2
2,6,6,1,5,0,26-02702,43,0,5,333,2
1,6,2,2,1,0,29-01901,94,3,2,351,2
1,4,2,2,0,0,17-03529,23,0,3,78,1
2,2,2,1,0,0,30-00600,17,1,2,182,1
2,6,1,2,5,0,17-03531,44,0,2,98,2
2,1,3,2,5,0,26-02702,48,1,N,462,2
1,4,2,1,2,3,19-01700,18,2,2,254,2
2,4,3,2,8,0,38-00100,29,1,4,58,2
2,4,6,1,2,0,08-00803,40,0,3,144,2
2,N,1,2,0,0,17-03531,33,2,5,321,2
2,1,1,2,1,0,17-03529,51,1,4,243,2
2,1,2,1,4,0,06-07502,44,0,6,303,2
1,6,1,1,0,0,38-00100,3,0,6,317,2
2,6,2,2,3,0,19-01700,38,1,2,267,2
1,6,1,2,5,4,38-00100,2,1,5,412,2
1,1,5,1,5,0,01-01301,19,0,2,322,2
2,1,1,2,0,0,24-01004,70,4,2,176,2
2,6,2,2,4,0,30-00600,72,2,4,0,2
1,1,1,2,0,4,24-01004,54,5,2,87,2
2,6,1,2,3,0,24-01004,27,3,2,0,2
1,1,2,2,5,0,51-51255,50,2,5,95,2
1,6,2,1,1,0,24-01004,7,0,4,96,2
1,6,2,1,0,0,29-01901,55,0,3,259,2
2,6,2,2,4,2,38-00100,62,0,4,116,2
2,1,2,1,1,0,36-04010,56,0,6,441,2
2,N,1,1,6,3,40-00200,29,0,N,362,2
1,1,2,1,4,3,24-01004,62,6,3,185,2
2,1,1,2,8,1,17-03531,5,0,4,238,2
1,6,2,1,3,4,32-00405,67,2,4,501,2
1,3,2,2,6,0,01-01301,28,3,4,501,2
2,1,6,1,7,0,24-01004,75,2,10,227,2
1,1,1,1,5,0,26-02702,72,1,2,171,2
2,6,2,1,6,0,38-00100,16,0,2,114,2
1,6,2,1,1,0,19-01700,58,0,12,345,2
2,6,9,1,0,1,06-07502,77,0,3,256,2
1,6,1,1,0,0,38-00100,18,4,N,303,2
2,1,1,2,3,0,24-01004,83,1,7,414,2
1,1,2,1,6,0,24-01004,5,0,3,28,2
2,5,5,2,0,4,06-07502,59,0,2,228,1
2,1,8,1,3,0,38-00100,33,1,2,172,2
2,6,6,2,2,0,13-04600,50,0,N,162,2
1,1,1,1,1,1,51-01301,53,0,4,47,2
2,6,1,2,4,0,40-00200,78,1,4,501,2
2,6,1,2,3,0,36-03710,52,3,5,63,2
1,1,2,2,2,0,06-08507,58,2,2,308,2
1,3,4,2,6,0,24-01004,34,0,N,466,2
2,6,1,2,2,1,06-08507,48,0,5,175,2
1,1,1,1,1,0,30-00600,43,0,5,240,2
1,4,5,2,2,0,51-01301,57,4,2,434,2
2,1,1,1,2,0,29-01901,23,0,3,202,2
2,6,1,0,1,0,08-00803,30,0,7,470,2
2,2,1,2,2,0,30-00600,23,0,5,188,2
1,6,2,2,7,0,38-00100,32,0,2,27,2
1,1,8,1,0,4,38-00100,49,0,7,100,2
2,6,2,1,5,0,06-08507,4,2,6,501,2
1,6,2,2,4,0,08-00803,31,2,3,21,2
1,4,2,1,6,0,17-03529,26,0,3,274,2
1,2,7,1,3,0,51-51255,22,2,4,0,2
2,6,9,2,6,0,32-00405,78,1,N,387,2
1,6,1,2,7,0,36-03710,31,1,2,281,2
2,6,2,1,2,0,06-08507,40,3,3,274,2
2,6,2,1,9,1,24-01004,48,2,2,250,2
2,1,1,1,7,0,17-03529,31,0,3,264,2
2,N,8,1,0,0,38-00100,22,0,3,322,2
2,4,2,1,N,0,28-01100,39,0,4,33,2
2,1,2,2,0,0,40-00200,21,0,4,323,2
2,6,9,1,2,0,40-00200,9,2,2,435,2
1,6,1,1,0,0,38-00100,32,0,2,347,2
1,5,2,2,0,0,32-00405,23,3,5,501,2
1,1,2,1,7,0,36-04010,88,0,4,501,2
2,1,6,2,2,0,08-00803,61,0,5,488,2
1,2,2,1,2,0,38-00100,47,1,3,448,2
2,2,2,1,4,0,01-01301,45,1,5,501,2
1,6,2,2,7,0,06-07502,57,0,5,150,2
2,6,8,2,0,0,36-04010,19,1,2,411,2
2,1,2,2,1,0,38-00100,55,0,3,219,2
2,6,1,2,6,0,28-01100,31,2,5,367,2
1,6,2,2,7,0,17-03529,60,3,2,271,2
2,3,1,1,0,1,17-03531,26,2,2,248,2
2,6,2,2,0,1,17-03529,20,1,N,278,2
1,1,2,2,7,0,24-01004,64,1,N,379,2
2,1,1,2,8,1,17-03529,36,0,4,109,2
2,6,9,2,0,0,17-03531,21,0,4,345,2
2,6,2,2,0,0,13-04600,95,0,2,357,2
1,4,1,2,6,0,06-08507,50,0,5,259,2
2,3,2,2,4,0,17-03529,56,0,4,217,2
2,3,1,2,2,0,38-00100,35,3,6,314,2
2,6,1,1,2,0,08-00803,40,1,2,334,2
2,6,1,2,0,0,51-01301,30,1,2,362,2
2,6,2,2,7,0,36-04010,87,5,2,338,2
1,1,1,1,0,0,40-00200,16,0,4,213,2
2,1,2,0,1,0,36-03710,51,1,4,189,2
1,1,1,1,4,0,28-01100,60,4,N,76,2
2,6,1,2,3,0,36-04010,36,0,7,425,1
2,1,2,1,N,1,19-01700,37,0,3,501,2
1,N,2,2,5,0,30-00600,63,0,4,190,2
2,N,2,1,0,0,06-07502,48,2,2,80,1
2,6,2,1,0,0,06-07502,32,0,3,33,2
1,1,9,1,3,0,28-01100,40,0,7,232,2
1,4,1,1,2,0,30-00600,51,0,3,92,2
2,1,2,2,9,0,30-00600,28,0,5,15,2
1,6,1,1,3,0,36-04010,81,1,2,413,2
1,4,2,1,2,3,30-00600,27,6,5,501,2
1,6,1,2,2,0,30-00600,55,0,2,212,2
1,6,1,1,2,0,06-08507,46,0,5,8,2
2,4,1,2,1,0,38-00100,50,0,5,336,2
2,6,1,1,3,0,13-04600,2,0,3,0,2
2,4,2,1,0,1,06-08507,33,2,3,501,2
2,1,1,1,1,0,51-51255,44,3,N,501,2
2,1,9,1,3,1,17-03531,56,3,N,8,2
1,1,2,1,2,0,32-00405,52,0,4,157,2
2,6,1,1,5,0,40-00200,38,2,5,429,2
2,1,2,1,0,3,24-01004,48,0,N,146,2
2,1,2,2,4,0,38-00100,38,0,3,116,2
1,6,1,1,N,0,32-00405,77,0,3,19,2
1,6,9,2,1,0,51-01301,26,2,2,211,2
2,1,1,2,3,0,13-04600,48,0,3,172,2
2,6,2,1,0,4,17-03531,20,3,3,418,2
2,6,1,1,8,0,40-00200,21,2,N,320,2
2,6,1,1,5,0,26-02702,25,3,3,231,2
1,6,6,2,0,0,01-01301,30,0,4,273,2
1,4,1,1,3,0,36-04010,49,0,2,146,2
1,6,2,2,2,0,19-01700,67,0,2,144,2
1,2,2,2,3,0,36-03710,42,3,3,453,2
1,6,3,1,1,0,36-04010,59,2,2,458,2
2,2,5,1,1,0,17-03531,68,0,4,207,2
2,1,1,2,1,1,26-02702,30,0,2,183,2
2,N,2,2,6,0,24-01004,61,0,4,81,2
1,1,9,2,7,4,36-04010,38,0,3,76,2
1,1,2,2,0,0,17-03531,17,0,2,248,2
2,6,2,2,0,0,24-01004,65,0,2,67,2
1,3,2,2,6,0,51-01301,28,0,2,305,2
2,4,3,2,1,0,06-08507,40,0,3,152,2
1,6,1,1,4,0,17-03531,52,0,2,144,2
1,6,1,2,2,0,38-00100,37,1,4,141,2
1,6,2,1,1,0,06-08507,72,0,3,256,2
2,6,7,1,3,0,26-02702,73,0,4,57,2
1,6,1,2,5,0,17-03529,24,1,N,114,2
2,4,2,1,8,0,08-00803,31,0,3,180,2
1,1,1,2,1,0,08-00803,63,0,2,320,2
2,6,9,1,4,0,13-04600,54,0,3,173,2
2,6,2,2,5,4,30-00600,36,4,4,405,2
2,6,2,1,9,0,06-08507,2,2,4,136,2
1,6,1,2,4,0,13-04600,39,0,2,441,2
2,6,2,1,0,0,28-01100,62,0,2,13,2
2,6,3,1,5,0,06-07502,54,0,2,413,2
2,6,6,1,5,0,30-00600,62,0,3,423,2
2,1,2,2,0,0,51-01301,66,0,4,400,2
2,6,1,1,6,1,01-01301,71,0,2,211,2
1,6,1,2,6,0,40-00200,54,0,3,26,2
2,1,1,2,6,0,06-07502,61,0,9,115,2
1,5,2,1,8,0,38-00100,42,0,2,58,2
1,6,2,2,4,0,38-00100,30,0,4,478,2
1,1,2,2,6,0,51-01301,17,0,2,272,2
1,6,1,2,9,0,51-51255,34,1,6,123,2
2,6,2,1,0,0,17-03529,33,1,N,122,2
2,1,1,1,5,0,28-01100,47,3,3,247,2
1,1,2,1,0,0,28-01100,47,2,5,7,2
1,6,1,1,3,0,51-01301,68,0,3,142,2
2,6,2,1,5,0,38-00100,27,0,3,249,2
2,6,2,2,0,0,17-03531,59,0,3,0,2
2,6,1,2,2,0,08-00803,64,1,5,380,2
1,2,1,2,6,0,19-01700,66,0,4,65,2
2,6,2,1,2,0,40-00200,21,0,2,0,2
2,6,9,1,6,0,13-04600,24,N,N,108,2
1,1,2,1,5,3,51-01301,83,0,2,44,2
1,6,2,1,N,0,29-01901,61,2,5,376,2
2,1,1,2,7,0,17-03529,41,4,2,478,2
1,1,2,1,4,0,38-00100,18,2,4,362,2
1,1,9,1,7,0,06-07502,52,0,4,490,2
2,1,1,2,9,0,51-01301,61,0,2,491,2
1,1,2,1,2,1,36-04010,35,3,2,7,2
2,5,1,1,7,0,24-01004,60,0,2,466,2
1,3,1,1,7,0,36-03710,50,3,2,116,2
1,6,2,2,5,0,30-00600,22,1,2,N,2
1,4,2,2,5,0,38-00100,36,3,12,260,2
2,6,6,1,6,0,06-07502,69,0,2,290,2
2,1,2,2,7,3,17-03529,42,9,3,201,2
1,6,6,1,5,0,06-07502,26,0,3,117,2
2,1,2,1,0,0,01-01301,65,0,5,138,2
1,1,2,1,0,0,36-04010,44,2,2,202,2
2,6,1,1,2,4,06-07502,30,0,2,127,2
1,6,2,2,7,0,51-01301,58,0,5,337,2
2,5,3,2,2,3,01-01301,30,1,3,188,2
1,6,2,2,2,0,06-08507,42,1,6,224,2
2,6,2,1,3,0,06-08507,32,3,4,7,2
2,1,1,2,1,0,32-00405,43,2,7,226,2
2,1,2,2,6,0,28-01100,26,0,3,166,2
2,5,1,1,2,0,01-01301,36,1,6,314,2
1,6,7,1,4,3,06-07502,26,0,7,352,2
1,2,8,2,7,0,36-04010,27,0,4,149,2
1,6,2,1,7,0,40-00200,1,2,3,334,2
1,6,1,1,4,0,08-00803,39,3,8,74,2
1,6,9,1,5,0,28-01100,56,2,3,501,2
2,5,2,1,4,0,36-03710,37,0,2,59,2
2,4,1,1,1,0,38-00100,30,0,2,45,2
2,1,7,1,4,0,17-03529,67,4,4,37,2
2,6,2,2,2,0,32-00405,10,0,3,0,2
2,4,2,1,0,0,17-03531,40,0,5,46,2
2,4,2,2,2,0,17-03529,59,1,2,341,2
2,6,9,1,6,0,51-51255,20,0,3,116,2
2,6,2,2,0,0,13-04600,54,N,5,145,2
1,1,2,1,4,0,17-03529,45,1,2,224,2
1,4,2,2,7,0,17-03529,75,0,2,328,2
1,6,1,2,5,0,17-03529,83,0,N,232,2
2,1,6,2,7,0,08-00803,36,1,3,139,2
2,6,1,1,7,0,01-01301,95,3,3,68,2
2,1,1,1,7,0,24-01004,29,2,3,501,2
1,6,2,2,8,0,06-07502,51,6,6,86,2
1,6,1,2,7,0,08-00803,76,0,4,435,2
1,1,1,2,5,0,06-07502,44,0,3,253,2
1,6,2,2,3,0,06-08507,28,0,4,221,2
1,6,2,1,1,0,38-00100,41,0,7,4,2
2,1,2,2,1,0,08-00803,54,0,4,392,2
1,6,2,1,2,0,32-00405,43,0,3,501,2
1,6,2,1,2,0,38-00100,48,0,4,397,2
1,3,2,1,1,0,51-01301,30,1,6,292,2
2,6,2,1,6,0,30-00600,45,3,3,4,2
1,1,1,2,5,0,30-00600,72,0,5,132,2
1,6,2,1,0,0,06-07502,38,1,3,101,2
1,6,2,2,5,0,40-00200,41,4,7,187,2
1,1,2,1,1,0,17-03531,62,0,2,415,2
1,6,2,1,9,0,17-03531,47,2,4,433,2
2,1,1,2,5,0,30-00600,35,5,2,56,2
1,4,2,2,0,0,08-00803,24,0,4,153,2
2,6,1,1,2,0,13-04600,54,0,7,365,2
2,4,6,2,7,0,28-01100,32,1,3,494,2
2,6,1,1,5,0,36-04010,63,3,5,472,2
2,6,1,1,7,0,38-00100,22,2,2,385,2
2,6,2,1,1,3,38-00100,11,0,3,445,2
2,6,2,1,0,0,30-00600,28,0,3,30,2
2,6,2,2,1,0,51-01301,59,0,3,118,2
2,3,1,1,0,0,01-01301,42,0,5,3,2
2,6,1,1,5,0,24-01004,5,3,2,N,2
2,4,9,1,0,0,17-03531,91,1,6,90,2
1,1,8,1,0,0,19-01700,72,1,3,400,2
2,1,2,1,4,4,36-03710,59,0,2,54,2
1,6,1,2,0,0,32-00405,38,0,2,338,2
2,3,2,1,9,0,01-01301,43,0,5,231,2
1,6,2,2,3,0,17-03531,76,0,2,62,2
2,1,8,2,0,0,32-00405,4,0,4,16,2
1,2,2,1,4,0,40-00200,33,0,4,501,1
2,1,1,1,2,0,17-03529,26,1,6,108,2
2,6,1,1,0,0,40-00200,54,0,2,214,2
1,1,2,1,5,0,32-00405,82,2,2,501,2
1,4,5,1,7,0,01-01301,80,0,5,362,2
1,6,3,2,2,0,24-01004,8,0,4,254,2
