SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP,DEYE
2,6,1,1,5,0,06-08507,30,0,N,501,2
2,2,1,1,7,0,38-00100,61,0,N,501,2
1,1,1,1,8,0,24-01004,68,0,2,501,2
1,6,1,2,9,0,51-51255,26,0,N,501,2
2,2,1,2,5,0,26-02702,39,0,N,501,2
2,6,2,2,N,0,36-04010,20,0,4,435,2
2,4,8,2,9,0,32-00405,49,0,N,306,2
1,1,1,1,7,0,40-00200,59,1,2,501,2
2,6,1,1,3,0,06-08507,42,0,N,245,1
1,N,1,1,3,0,08-00803,6,2,4,501,2
2,1,2,2,3,0,36-04010,38,1,3,80,2
2,1,1,1,N,0,06-08507,59,1,2,501,2
1,1,1,1,4,0,38-00100,74,0,5,183,2
1,6,1,1,2,1,51-51255,30,N,N,287,2
2,6,1,2,3,0,24-01004,22,1,3,106,2
1,6,1,1,9,0,40-00200,30,0,N,501,2
2,1,2,2,6,0,17-03529,61,3,4,501,2
1,1,1,1,2,0,28-01100,47,0,2,75,2
1,6,2,2,0,0,28-01100,27,N,N,108,2
1,N,1,1,1,0,17-03529,12,1,4,9,2
1,3,1,1,2,0,24-01004,72,N,N,501,2
2,1,2,1,3,0,28-01100,80,2,4,398,2
2,6,1,1,3,0,28-01100,65,0,N,371,2
1,1,2,1,4,0,36-04010,57,2,4,381,2
1,N,1,1,2,0,40-00200,14,2,4,67,2
2,N,2,1,5,2,13-04600,8,0,3,161,2
2,4,2,1,8,0,13-04600,67,2,3,501,2
2,6,1,2,N,0,06-08507,75,0,N,501,2
1,1,2,1,5,0,17-03529,75,0,2,168,2
2,N,3,2,4,0,30-00600,2,7,8,162,2
2,1,1,2,N,0,24-01004,45,3,5,231,2
1,N,1,1,N,0,08-00803,11,3,5,246,2
2,1,8,2,7,0,36-03710,62,1,2,501,2
2,1,1,1,1,0,30-00600,27,1,4,446,2
2,1,1,2,1,4,30-00600,51,2,3,6,2
1,6,1,2,N,0,40-00200,29,0,N,89,2
1,6,2,2,6,0,17-03529,53,0,N,498,2
2,6,2,2,6,0,36-04010,22,0,N,501,2
1,6,1,1,0,2,51-01301,23,0,N,339,2
2,N,9,1,1,0,38-00100,4,0,3,429,2
2,1,1,1,8,0,06-08507,52,0,3,501,2
2,3,2,1,8,0,17-03531,74,0,N,501,2
1,N,2,1,6,0,01-01301,11,0,4,501,2
1,N,1,2,3,0,38-00100,2,2,3,152,2
1,1,2,2,0,0,17-03529,59,1,2,0,2
2,6,1,2,7,0,38-00100,22,0,N,401,2
2,1,6,1,0,0,24-01004,47,0,2,501,2
1,5,2,1,8,0,29-01901,45,0,3,501,2
1,6,2,2,1,0,01-01301,26,0,2,358,2
1,6,1,0,1,0,40-00200,18,0,5,N,2
1,1,2,2,N,2,36-03710,61,3,4,136,2
1,6,2,1,1,0,17-03529,57,0,N,247,2
2,N,1,1,9,0,08-00803,13,0,2,501,2
1,1,2,1,9,0,13-04600,56,0,2,501,2
1,6,2,1,2,0,13-04600,21,2,4,374,2
2,1,3,1,2,0,30-00600,73,0,2,422,2
1,6,1,2,1,0,26-02702,69,N,N,56,2
1,6,1,1,9,1,06-08507,31,0,3,501,2
1,1,1,1,9,0,51-51255,35,1,3,501,2
1,N,1,2,2,0,32-00405,1,2,4,98,2
1,1,2,1,2,0,17-03531,82,2,4,310,2
1,4,2,1,6,0,36-04010,48,N,N,501,2
1,3,1,1,3,0,24-01004,42,N,N,501,2
1,1,8,0,3,0,32-00405,77,0,2,137,2
2,6,9,0,0,0,26-02702,20,0,3,N,2
1,1,1,1,1,0,30-00600,53,0,2,501,2
1,6,1,2,2,0,38-00100,55,0,N,14,2
2,6,1,1,3,0,32-00405,18,2,4,412,1
2,6,1,2,8,0,08-00803,43,0,N,501,2
2,1,1,1,8,0,51-01301,44,0,2,501,2
1,1,2,2,9,0,17-03529,50,0,2,501,2
1,6,1,2,4,0,30-00600,26,0,N,31,2
2,1,1,2,4,4,30-00600,25,0,2,138,2
1,6,2,1,5,0,36-03710,33,N,N,241,2
2,4,2,1,8,0,17-03529,71,1,3,501,2
2,3,1,1,3,0,30-00600,67,0,N,297,2
2,1,1,1,9,0,06-07502,71,0,2,501,2
1,4,9,1,4,0,51-51255,68,0,3,404,2
1,6,2,1,1,0,17-03531,27,1,2,199,2
1,1,2,1,7,0,36-03710,32,1,3,489,2
2,5,2,1,N,0,36-04010,27,0,2,501,2
2,1,8,2,0,0,32-00405,64,2,4,0,2
2,6,2,1,5,0,29-01901,26,0,3,206,2
1,1,1,1,6,0,06-07502,34,0,2,501,2
1,1,1,1,0,0,32-00405,32,0,2,483,2
2,N,2,1,1,0,17-03529,14,2,3,482,2
2,4,2,1,5,0,17-03531,69,0,N,35,2
2,6,1,1,N,0,19-01700,20,1,3,501,2
2,N,1,2,1,0,32-00405,12,0,2,102,2
1,6,1,1,1,0,38-00100,16,0,N,41,2
1,6,1,2,5,0,38-00100,19,N,N,292,2
2,N,1,1,5,0,19-01700,8,3,5,155,2
2,6,8,1,7,0,06-08507,61,1,2,501,2
2,6,2,0,1,0,13-04600,18,0,N,N,2
2,1,1,1,1,0,08-00803,59,0,2,82,2
2,1,6,0,3,0,17-03529,62,0,2,113,2
2,1,8,1,0,0,36-03710,37,0,2,0,2
1,6,1,1,7,0,26-02702,51,0,N,501,2
1,1,1,1,1,4,40-00200,62,0,3,199,2
2,N,2,1,4,0,29-01901,14,2,4,480,2
1,3,9,1,9,0,51-51255,80,0,N,501,2
1,6,2,1,0,0,17-03531,28,0,N,228,2
2,6,2,1,7,0,17-03531,22,N,N,394,2
1,1,1,1,8,0,51-01301,72,0,2,501,2
2,N,2,1,2,0,36-04010,8,1,3,235,2
1,4,1,1,3,0,19-01700,49,1,2,501,2
1,N,1,2,6,0,30-00600,9,1,4,223,2
2,2,1,0,2,0,38-00100,47,2,5,N,2
2,1,1,1,7,0,51-01301,56,2,4,501,2
2,6,2,0,4,0,36-04010,34,0,N,N,2
1,6,2,1,7,0,36-04010,82,N,N,291,2
1,6,6,0,2,0,08-00803,30,0,N,N,2
2,1,1,2,2,0,24-01004,64,2,6,501,2
1,1,1,1,N,0,51-01301,52,2,4,501,2
1,1,1,2,5,0,32-00405,60,0,2,410,2
2,3,2,2,8,0,36-04010,79,0,2,283,2
1,1,1,1,0,0,30-00600,39,0,2,501,2
2,4,2,2,N,0,28-01100,60,1,3,501,2
1,6,1,1,5,0,06-07502,54,0,N,501,2
1,1,2,1,6,0,36-03710,73,0,2,241,2
2,4,1,1,8,0,51-01301,67,0,N,501,2
2,6,1,1,3,0,51-01301,16,0,N,146,1
2,6,1,1,1,0,06-08507,36,0,2,334,1
1,4,9,2,N,0,51-01301,77,2,4,501,2
1,6,2,2,6,0,36-04010,21,N,N,285,2
1,N,2,1,5,0,17-03529,13,2,3,271,2
1,3,1,2,3,0,38-00100,29,2,4,304,1
2,3,1,1,3,0,40-00200,70,0,N,97,2
1,1,1,1,N,0,51-51255,69,0,2,501,2
2,1,1,1,0,1,40-00200,44,0,2,149,2
2,1,1,2,9,0,26-02702,60,0,4,501,2
2,1,9,0,0,1,40-00200,75,2,4,408,2
2,2,1,1,N,0,06-08507,32,2,4,501,2
2,4,2,1,4,0,36-04010,81,N,N,472,1
1,6,3,2,2,0,30-00600,26,0,N,195,2
1,N,1,2,1,0,06-07502,2,3,5,110,2
2,1,6,2,1,0,17-03531,67,0,3,53,2
2,6,1,1,9,0,08-00803,43,2,6,501,2
1,1,6,2,3,0,06-07502,78,0,2,440,2
1,4,1,2,2,0,01-01301,63,0,N,501,2
2,1,2,0,0,0,13-04600,74,0,3,N,2
2,1,2,1,9,0,17-03529,38,1,3,501,2
2,1,2,2,N,0,13-04600,31,0,2,501,2
2,3,2,2,2,0,28-01100,56,0,2,3,2
2,1,1,2,9,0,24-01004,64,0,2,501,2
1,6,1,2,3,0,19-01700,18,2,4,128,2
1,6,6,1,4,0,06-08507,15,N,N,501,2
2,N,2,1,7,1,01-01301,7,2,5,221,2
2,1,1,1,1,0,51-01301,50,2,4,501,2
2,1,2,1,2,0,36-04010,32,1,3,501,2
2,6,2,1,N,0,17-03531,31,0,2,488,2
1,6,1,1,7,1,30-00600,15,0,N,501,2
2,4,1,1,0,0,08-00803,65,0,N,501,2
2,2,1,2,2,0,06-07502,65,0,N,78,2
1,N,1,1,0,0,40-00200,3,3,7,289,2
1,1,1,1,9,0,51-01301,82,0,2,501,2
2,4,2,1,6,0,51-01301,79,0,N,501,2
2,6,2,2,0,0,13-04600,21,N,N,286,2
2,4,1,1,9,0,06-08507,43,0,N,501,2
1,6,1,2,N,0,26-02702,15,1,3,86,2
1,1,9,1,2,0,06-07502,68,1,3,205,1
2,6,1,2,N,0,24-01004,25,N,N,309,2
1,N,1,1,6,0,30-00600,10,0,2,365,2
2,N,1,1,7,0,06-07502,12,0,3,394,2
2,6,2,1,2,0,36-03710,16,0,N,126,2
1,6,3,1,N,0,30-00600,35,3,4,501,2
1,1,1,1,7,0,08-00803,72,1,3,501,2
2,N,6,1,2,0,06-08507,3,1,3,501,2
1,6,1,2,1,0,13-04600,26,N,N,374,2
1,1,1,2,8,1,29-01901,60,0,5,328,2
2,6,1,1,N,0,51-01301,32,0,3,237,2
1,4,1,1,6,0,30-00600,58,0,N,501,2
2,N,2,0,N,0,32-00405,5,3,5,37,2
1,5,2,2,N,4,28-01100,36,0,N,0,2
1,6,1,0,2,0,24-01004,20,0,N,N,2
2,1,2,1,3,0,13-04600,62,0,2,308,2
1,4,6,1,3,0,38-00100,40,0,N,378,2
1,6,9,1,6,0,30-00600,15,N,N,400,2
2,6,1,1,1,0,32-00405,26,0,N,37,2
2,1,2,1,8,0,51-01301,35,1,2,501,2
2,6,2,1,0,0,29-01901,32,N,N,416,2
2,3,8,1,7,0,51-01301,66,0,N,455,2
2,1,2,1,4,0,01-01301,37,0,4,62,2
1,1,1,1,5,0,28-01100,37,0,3,501,2
1,3,2,1,7,0,36-03710,74,1,3,61,2
2,1,1,1,4,0,06-07502,34,0,2,501,2
1,6,1,2,7,0,29-01901,15,0,N,288,2
2,4,2,1,6,1,17-03529,40,0,N,366,2
2,6,1,2,N,0,17-03529,39,2,3,229,2
2,1,1,2,N,0,08-00803,81,0,2,127,2
1,1,2,1,5,0,36-04010,42,0,4,47,2
2,N,6,1,5,0,06-07502,12,0,8,235,2
2,6,1,1,4,0,30-00600,18,0,N,315,2
2,6,6,1,8,0,24-01004,36,0,3,173,2
2,N,6,1,1,0,26-02702,10,1,6,36,2
1,6,1,2,7,0,38-00100,15,N,N,269,2
2,N,2,1,2,0,36-04010,6,0,3,501,2
2,1,2,2,N,0,17-03531,23,0,2,80,2
2,6,1,1,7,0,36-04010,38,0,N,501,2
2,6,3,1,4,0,38-00100,60,3,5,408,2
2,1,1,1,6,0,51-51255,45,0,2,501,2
1,1,1,1,5,1,26-02702,49,0,2,501,2
1,6,1,0,0,0,26-02702,20,0,N,N,2
1,N,2,1,9,0,36-04010,10,1,4,501,2
2,4,1,2,2,0,01-01301,35,0,N,320,2
2,6,1,1,7,0,40-00200,36,0,3,278,2
1,6,1,1,5,1,26-02702,28,0,2,273,2
2,1,6,2,9,0,06-07502,37,2,4,501,2
2,1,1,1,N,0,06-08507,57,1,3,501,2
1,1,1,1,4,0,38-00100,63,3,5,44,2
2,1,1,1,0,0,08-00803,91,2,4,178,2
1,6,1,1,2,0,30-00600,62,0,2,501,2
2,6,8,2,1,0,13-04600,15,N,N,126,2
1,1,2,1,1,0,36-03710,30,0,2,228,2
1,4,1,2,2,4,51-51255,52,0,N,206,2
2,6,1,1,5,0,51-01301,15,0,3,492,2
2,1,1,2,6,0,06-08507,69,0,2,501,2
1,1,2,1,7,0,36-04010,59,0,3,501,2
1,6,1,0,0,1,26-02702,18,0,N,N,2
1,6,1,2,2,0,38-00100,27,0,N,78,2
1,N,2,1,3,0,28-01100,2,1,3,215,2
2,N,1,1,2,0,24-01004,9,1,3,501,2
2,N,6,1,9,0,06-08507,7,1,5,501,2
2,1,1,1,0,0,51-51255,33,0,3,501,2
2,5,1,2,0,0,06-08507,52,5,6,501,2
2,N,1,1,3,0,19-01700,7,1,7,334,2
1,6,1,2,6,0,30-00600,21,0,3,205,2
2,N,2,1,6,0,36-04010,11,0,3,163,2
1,6,8,0,0,0,36-03710,22,1,4,N,2
1,6,2,2,4,0,36-03710,35,0,3,346,2
1,6,1,2,0,0,29-01901,36,0,N,0,2
1,1,8,2,N,0,32-00405,64,0,2,401,2
2,1,3,1,5,0,40-00200,82,0,2,386,2
1,6,1,2,9,0,38-00100,71,N,N,501,2
2,1,1,1,9,0,38-00100,57,0,2,501,2
1,N,8,2,6,0,19-01700,6,1,3,263,2
1,N,1,1,3,4,40-00200,2,0,12,338,2
1,1,1,2,9,0,24-01004,43,0,2,501,2
1,1,1,2,6,0,32-00405,57,0,2,148,2
2,1,1,2,N,0,06-07502,67,0,3,501,2
2,6,1,2,2,0,06-08507,53,N,N,76,2
1,6,1,1,N,0,24-01004,24,0,N,501,2
1,N,6,1,2,0,06-08507,12,3,5,501,2
2,N,3,1,5,0,06-08507,13,0,5,501,2
1,5,2,2,8,4,17-03529,43,0,N,N,2
1,6,1,1,4,0,08-00803,19,0,N,N,1
2,1,3,1,7,0,40-00200,41,0,3,10,2
2,1,1,2,6,0,32-00405,78,0,2,181,2
2,N,1,2,N,0,51-01301,8,4,5,387,2
2,1,3,2,0,0,30-00600,34,2,3,274,2
1,1,1,1,9,4,08-00803,70,1,3,501,2
2,N,2,1,6,0,32-00405,0,0,3,400,2
1,6,2,0,1,0,29-01901,17,0,7,N,2
1,1,6,1,0,0,06-07502,72,0,2,501,2
2,4,1,1,5,0,30-00600,65,N,N,176,2
2,1,1,1,9,0,24-01004,26,0,2,501,2
2,N,1,1,N,0,30-00600,0,1,3,364,2
2,2,1,0,1,1,08-00803,68,0,N,N,2
2,1,1,1,0,0,30-00600,36,1,3,85,2
1,N,1,1,3,0,32-00405,11,1,3,321,2
2,3,1,1,6,0,24-01004,70,0,3,501,2
1,6,1,1,0,0,30-00600,21,2,4,31,2
2,6,1,1,8,0,24-01004,18,0,N,501,2
2,4,1,2,N,0,29-01901,58,0,N,0,2
1,6,1,1,5,0,28-01100,57,0,N,409,2
2,2,1,2,2,0,17-03529,30,0,N,126,2
1,1,1,1,N,0,19-01700,37,0,2,501,2
1,6,2,1,1,0,19-01700,62,4,6,501,2
1,3,2,1,5,0,08-00803,80,0,N,501,2
2,6,1,2,5,0,01-01301,23,N,N,17,2
1,1,1,1,3,0,32-00405,27,0,2,113,2
2,4,1,1,1,0,26-02702,49,0,N,365,2
2,N,1,1,3,0,30-00600,8,2,4,81,2
1,1,1,1,2,0,08-00803,38,1,3,293,2
2,N,1,1,9,1,06-07502,13,7,7,501,2
1,6,1,1,8,0,24-01004,15,0,N,501,2
1,1,1,2,9,0,08-00803,73,2,4,501,2
1,1,1,1,8,0,51-51255,74,3,5,501,2
1,4,1,1,3,0,29-01901,52,0,N,215,2
2,N,2,2,0,0,28-01100,11,1,4,215,2
1,1,1,1,4,0,38-00100,45,0,2,501,2
1,N,1,2,7,0,19-01700,14,0,8,501,2
1,6,1,1,9,0,13-04600,60,N,N,501,2
2,6,9,1,N,2,06-08507,28,0,2,413,2
2,6,1,0,0,0,51-51255,23,0,2,N,2
1,4,1,1,0,0,51-51255,44,0,N,501,2
2,1,1,2,N,0,38-00100,53,3,4,58,2
1,1,1,1,N,1,24-01004,36,3,5,501,2
2,1,1,1,4,0,19-01700,50,0,2,199,2
1,1,1,1,N,0,32-00405,66,0,3,46,2
2,N,1,0,0,0,32-00405,11,2,3,N,2
2,1,1,0,N,0,40-00200,65,0,2,102,2
1,6,2,0,0,0,36-04010,20,N,N,N,2
1,N,1,1,9,0,24-01004,14,3,5,501,2
2,1,1,1,9,0,06-07502,74,0,2,501,2
2,1,2,1,4,0,17-03529,30,1,3,120,2
1,1,2,1,N,0,13-04600,46,0,2,48,2
2,6,1,2,6,3,40-00200,51,N,N,33,2
2,1,1,2,8,0,24-01004,41,2,4,501,2
1,1,6,1,2,0,06-08507,65,0,2,280,2
1,1,1,1,7,0,26-02702,36,0,3,501,2
2,1,2,2,3,0,17-03529,72,1,4,106,2
2,1,1,1,9,0,51-01301,64,0,3,501,2
1,N,1,2,4,1,08-00803,11,1,5,200,2
2,1,2,1,N,4,51-51255,51,0,3,501,2
1,6,8,1,7,0,32-00405,54,2,3,37,2
2,1,9,1,N,0,51-51255,90,4,6,501,2
2,N,8,1,N,0,32-00405,8,1,3,121,2
1,N,1,1,9,0,17-03529,10,1,4,501,2
1,N,1,1,9,0,51-01301,11,2,4,501,2
1,6,6,1,N,0,24-01004,46,0,N,501,2
1,6,6,1,9,0,24-01004,31,0,4,501,2
1,6,1,2,2,0,38-00100,43,0,N,76,2
1,1,1,2,8,0,51-01301,56,0,2,501,2
2,6,1,2,5,1,51-01301,21,N,N,135,2
2,1,2,1,9,0,19-01700,71,0,5,211,2
1,6,1,2,6,0,51-51255,44,2,5,266,2
2,6,1,1,0,0,29-01901,26,0,N,57,2
1,4,1,2,1,0,08-00803,70,1,3,397,2
1,6,7,1,4,0,30-00600,67,N,N,501,2
2,N,9,2,1,1,40-00200,9,3,5,187,2
1,1,2,1,5,0,24-01004,60,1,5,488,2
2,4,1,2,N,0,24-01004,57,N,N,501,2
2,6,1,0,0,0,19-01700,17,3,7,N,2
1,1,1,1,8,0,24-01004,46,2,4,501,2
1,N,2,2,N,0,17-03531,8,0,4,77,2
1,N,1,1,3,0,32-00405,10,3,5,196,2
2,6,9,1,4,0,08-00803,69,N,N,188,2
1,N,2,2,N,1,29-01901,9,2,4,204,2
2,3,1,1,N,0,38-00100,73,1,3,370,2
2,N,1,2,N,0,26-02702,7,0,2,463,2
2,2,1,1,7,0,06-08507,83,2,6,501,2
2,1,1,1,8,0,38-00100,65,0,2,12,2
1,4,2,2,N,2,28-01100,61,0,N,136,2
2,N,1,1,9,0,30-00600,13,2,4,501,2
1,1,1,1,9,0,08-00803,58,0,2,501,2
2,1,1,1,N,0,24-01004,62,0,2,501,2
2,N,1,1,2,0,28-01100,13,0,2,384,2
2,N,9,1,9,0,38-00100,4,5,7,501,2
1,6,1,1,9,0,24-01004,18,0,5,501,2
1,6,1,1,8,0,38-00100,25,0,2,501,2
2,2,1,1,N,0,30-00600,29,0,N,58,2
2,1,2,0,N,0,36-04010,66,2,4,257,2
1,6,6,1,9,0,24-01004,30,N,N,160,1
2,N,2,1,6,4,28-01100,0,0,2,326,2
1,1,9,2,3,0,24-01004,68,0,3,501,2
1,6,2,1,N,0,17-03529,24,N,N,226,2
2,6,6,2,6,0,06-08507,41,N,N,501,2
2,3,2,1,5,0,13-04600,27,0,4,274,2
1,1,8,2,4,0,36-03710,55,0,2,434,2
2,6,1,2,7,0,08-00803,34,0,3,499,2
2,1,6,2,5,0,32-00405,80,1,7,145,2
2,3,8,1,0,0,32-00405,63,0,N,36,2
1,1,2,2,4,0,36-04010,32,0,2,151,2
2,N,1,2,0,0,51-51255,7,2,4,0,2
2,6,9,1,5,0,30-00600,43,0,3,317,2
2,N,1,2,2,0,28-01100,4,2,4,137,2
1,N,1,1,N,0,30-00600,7,2,3,447,2
2,N,2,0,0,0,28-01100,12,5,5,71,2
1,1,2,2,9,0,51-51255,59,2,4,501,2
2,1,2,2,7,0,17-03531,40,0,3,501,2
2,6,1,1,4,0,08-00803,17,N,N,501,2
1,1,6,2,N,0,24-01004,65,0,2,501,2
2,3,1,1,N,0,36-03710,69,N,N,501,2
2,N,1,2,1,0,30-00600,2,0,4,484,2
2,6,1,2,8,0,19-01700,29,0,N,501,1
2,1,1,2,2,0,51-51255,80,0,2,69,2
1,4,2,2,6,0,36-04010,69,0,N,436,2
1,6,1,2,7,0,51-01301,41,0,6,501,2
2,2,1,2,N,0,51-01301,56,1,5,501,2
2,2,1,1,6,0,29-01901,60,0,2,130,2
1,3,1,2,4,0,30-00600,48,0,2,256,2
1,1,1,2,2,0,40-00200,43,0,5,69,2
2,4,6,1,N,4,08-00803,42,3,4,458,1
2,1,6,1,7,0,06-07502,69,1,2,501,2
1,6,8,1,7,0,19-01700,26,0,N,455,2
1,6,9,2,N,0,38-00100,15,0,N,67,2
2,6,1,1,4,0,24-01004,52,1,3,501,2
1,6,1,1,8,0,51-51255,24,0,N,501,2
1,6,1,1,5,0,30-00600,28,0,N,222,2
1,1,1,1,N,0,30-00600,47,2,4,331,2
2,1,8,1,5,0,36-03710,71,0,2,228,2
1,6,1,1,7,0,17-03529,30,0,N,425,2
1,6,1,2,N,0,06-07502,16,0,N,501,2
1,6,1,0,0,0,26-02702,19,0,N,N,2
2,6,1,1,8,1,32-00405,16,1,3,498,2
2,1,6,1,9,0,06-07502,39,0,2,501,2
2,1,1,1,4,0,32-00405,38,0,2,372,2
2,6,1,2,2,0,38-00100,37,0,N,49,2
1,1,9,1,8,0,17-03529,37,2,4,501,2
2,1,1,1,4,0,30-00600,37,2,4,153,2
1,1,1,1,8,0,06-07502,51,0,2,501,2
2,6,6,1,1,0,06-08507,24,0,N,199,2
2,4,1,1,9,0,06-07502,71,0,N,501,2
2,1,8,2,0,0,32-00405,68,0,2,1,2
1,N,1,1,9,0,08-00803,11,2,4,501,2
2,1,2,2,8,0,36-04010,35,0,2,60,2
1,6,1,0,1,0,26-02702,43,0,N,N,2
2,N,2,2,7,0,28-01100,9,1,3,48,2
2,4,2,1,N,0,36-04010,47,0,N,154,2
1,4,1,1,2,0,38-00100,84,0,N,419,2
2,1,2,2,4,4,51-01301,77,0,2,145,2
2,6,2,2,4,0,30-00600,50,0,2,484,2
2,N,1,2,9,0,06-07502,2,3,5,501,2
1,1,2,1,9,0,36-04010,67,0,2,501,2
2,6,1,1,N,0,30-00600,29,0,N,492,2
1,1,2,1,4,0,28-01100,66,2,4,229,2
2,N,8,2,8,0,32-00405,5,3,5,166,2
2,6,2,1,8,0,13-04600,17,3,5,209,2
2,N,1,2,2,0,08-00803,13,0,2,49,2
2,N,1,2,0,0,30-00600,9,2,4,0,2
2,6,2,1,0,0,36-04010,24,0,3,199,2
1,4,1,2,N,0,28-01100,83,N,N,194,2
1,6,1,0,0,0,51-51255,19,0,2,N,2
2,N,2,2,9,0,13-04600,6,3,5,501,2
1,6,5,2,1,0,38-00100,28,0,N,457,2
2,1,1,2,5,1,28-01100,77,0,2,175,2
2,N,2,2,6,0,51-51255,4,3,5,501,2
1,2,1,1,N,0,51-01301,35,3,12,501,2
2,N,6,1,2,0,51-51255,1,0,3,319,2
1,1,1,1,9,0,08-00803,64,2,4,501,2
2,5,2,2,N,0,36-03710,39,0,N,217,2
1,6,1,1,3,0,38-00100,23,0,N,127,2
2,4,6,1,5,0,06-07502,46,0,N,220,2
2,4,1,2,9,0,51-01301,88,0,2,501,2
1,6,1,1,9,0,24-01004,43,0,N,501,2
1,6,1,2,0,0,24-01004,30,0,N,392,2
2,3,2,1,8,0,36-04010,53,0,N,501,2
1,1,2,2,6,0,17-03531,33,1,2,380,2
1,N,1,2,2,0,19-01700,13,1,5,83,2
1,1,1,2,0,0,36-03710,37,0,2,501,2
1,6,1,2,4,0,51-01301,72,0,N,150,2
2,1,1,1,0,0,24-01004,51,1,3,501,2
2,1,1,1,7,0,38-00100,44,1,3,501,2
2,N,1,1,4,1,24-01004,13,1,3,206,2
2,6,2,1,6,0,29-01901,69,0,N,169,2
2,1,9,1,N,0,29-01901,59,1,3,82,1
2,1,1,1,9,0,24-01004,74,1,3,501,2
1,1,1,0,2,0,19-01700,61,0,3,N,2
1,N,1,1,N,0,40-00200,5,3,8,343,2
2,4,1,1,9,4,38-00100,79,0,N,501,2
1,6,1,2,0,0,38-00100,21,1,3,286,2
1,6,1,1,4,2,40-00200,78,0,N,117,2
1,1,1,2,0,0,17-03529,71,0,2,147,2
2,4,6,1,7,4,06-07502,64,0,5,501,2
2,6,6,2,9,0,06-07502,34,0,N,501,2
2,6,2,1,1,4,29-01901,24,N,N,199,2
1,4,2,2,N,1,51-51255,61,0,N,132,1
2,4,3,1,4,0,38-00100,41,0,2,427,2
1,2,3,1,8,1,30-00600,40,0,3,501,2
2,5,3,1,5,0,38-00100,80,1,3,388,2
1,6,2,1,4,0,17-03531,28,3,4,325,2
2,1,2,1,0,0,29-01901,46,0,2,0,2
1,1,1,2,5,0,28-01100,69,0,2,18,2
2,N,2,1,7,0,17-03529,8,2,4,482,2
2,6,1,2,4,0,51-51255,16,2,4,110,2
2,6,2,1,0,0,28-01100,24,0,3,83,2
2,1,6,1,N,0,24-01004,53,1,2,501,2
1,5,6,1,9,0,51-51255,69,2,4,501,2
2,1,2,2,2,0,01-01301,63,1,2,271,2
2,1,2,1,1,0,28-01100,63,0,2,501,2
1,2,1,2,4,0,08-00803,82,0,N,183,2
2,N,1,1,6,0,24-01004,2,0,2,501,2
2,1,1,1,4,1,19-01700,78,1,2,349,2
1,N,6,1,8,0,32-00405,12,0,4,501,2
1,1,1,1,5,0,06-08507,55,0,2,501,2
2,6,2,2,0,0,17-03529,27,4,6,0,2
2,1,1,1,6,0,30-00600,57,0,2,449,2
1,4,1,2,N,0,40-00200,52,0,N,501,2
2,1,6,1,9,0,06-08507,50,0,2,501,2
1,6,1,1,9,0,51-51255,53,2,4,501,2
2,6,1,0,0,0,38-00100,21,0,3,N,2
2,1,1,1,0,4,24-01004,46,1,5,188,2
1,3,6,1,9,0,06-08507,89,N,N,501,2
2,6,1,1,7,0,30-00600,33,0,N,380,2
2,N,9,2,6,0,38-00100,10,2,4,291,2
2,6,1,2,8,0,19-01700,86,0,N,501,2
2,1,2,2,8,0,17-03531,70,4,5,397,2
2,N,1,2,7,4,30-00600,6,2,4,50,2
2,2,1,2,2,0,51-01301,60,0,5,501,2
1,N,2,1,N,0,13-04600,10,0,3,317,2
2,6,1,2,N,0,26-02702,22,N,N,3,2
1,1,6,2,2,0,19-01700,71,0,2,17,2
1,1,2,2,4,0,19-01700,27,2,4,153,2
2,N,1,2,N,0,32-00405,1,3,6,98,2
2,6,8,1,8,0,32-00405,35,0,2,5,1
2,6,8,2,4,0,36-04010,22,0,N,235,2
1,6,6,1,0,0,24-01004,29,0,N,501,2
2,1,1,2,0,0,40-00200,60,0,2,199,2
2,1,1,1,8,0,51-01301,50,0,2,501,2
1,6,3,1,N,0,38-00100,28,0,N,501,2
2,2,1,1,N,0,08-00803,41,0,N,473,2
1,1,1,2,3,3,36-03710,28,2,4,45,2
1,4,2,0,2,0,13-04600,92,N,N,N,2
1,6,1,2,0,0,17-03529,61,0,5,193,2
1,N,1,1,5,0,32-00405,11,0,4,489,2
2,1,1,1,4,1,32-00405,69,2,3,176,2
2,6,1,0,2,0,08-00803,20,N,N,126,2
1,1,1,2,9,0,24-01004,59,3,4,501,2
2,1,1,2,8,0,08-00803,38,0,2,501,2
1,4,8,2,8,0,36-03710,38,0,6,464,2
2,1,1,1,N,0,06-08507,37,0,3,501,2
1,1,6,2,1,0,26-02702,30,0,2,7,2
2,1,2,2,N,0,17-03529,78,0,3,181,2
2,N,1,2,N,0,26-02702,12,2,8,120,2
2,1,2,1,2,0,17-03531,83,0,2,501,2
2,1,2,1,0,0,13-04600,39,3,5,483,2
1,1,1,2,4,0,08-00803,39,1,3,229,2
2,6,1,2,8,0,26-02702,62,2,4,501,2
1,N,1,1,4,0,24-01004,3,1,4,461,2
2,N,2,2,N,0,13-04600,8,0,N,48,2
1,1,2,1,9,0,51-51255,38,0,3,501,2
2,1,1,2,2,1,17-03529,39,2,4,69,2
2,4,1,1,5,0,24-01004,65,0,N,501,2
2,6,2,1,0,0,17-03531,24,0,2,250,2
1,1,1,2,N,0,06-07502,45,0,2,86,2
