,Unnamed: 0,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP,PUMA
7422,26623,72,1,N,1,2,1,4,1,1,N,10,6,N,0,219,N,2,2,1,2,14,104,24-01004
7423,9543,77,1,N,1,6,0,2,3,1,N,N,4,106584,8,411,N,2,2,2,2,62,197,08-00803
7424,24682,52,2,1,0,2,2,3,1,2,7390,10,5,82535,9,464,N,2,2,1,1,81,128,38-00100
7425,14467,13,1,1,0,1,0,2,1,1,8680,10,10,-9000,3,332,5,2,2,2,2,112,179,38-00100
7426,4456,10,2,1,0,1,0,4,1,1,9590,11,5,111445,7,501,5,1,2,2,2,58,85,38-00100
7427,1483,73,2,1,0,1,2,2,1,1,7860,N,5,105746,9,501,N,2,2,2,2,100,101,08-00803
7428,23331,45,1,6,0,2,N,4,1,0,7860,N,10,N,9,236,N,2,2,2,2,34,82,30-00600
7429,3439,37,2,4,0,2,0,N,1,1,7860,10,7,-9000,4,323,N,2,2,2,2,96,52,24-01004
7430,24046,10,1,5,0,1,2,4,1,2,6870,4,7,-9000,7,501,N,N,2,2,2,97,60,24-01004
7431,16129,18,2,3,0,2,N,3,1,1,6991,11,7,30984,5,456,N,2,1,1,2,38,84,08-00803
7432,26215,46,2,6,0,1,0,6,1,1,7690,6,9,51545,3,483,N,2,2,2,2,43,85,51-51255
7433,1483,27,2,1,0,1,0,N,3,2,180,12,9,77190,N,357,N,2,2,2,1,274,197,38-00100
7434,11618,74,2,1,0,2,0,N,1,1,7860,10,7,-7754,0,410,N,1,2,2,2,110,19,17-03531
7435,22707,5,1,6,0,6,0,N,1,1,7860,N,7,-9000,3,403,N,2,1,2,1,278,55,32-00405
7436,11892,16,1,N,0,6,0,2,1,2,N,N,7,-9000,7,54,N,2,2,2,2,46,49,01-01301
7437,23682,14,1,6,1,2,2,3,1,1,8270,12,7,103386,1,210,N,2,2,2,2,198,225,30-00600
7438,12343,23,2,N,0,1,0,2,1,1,6770,9,10,133848,4,399,N,2,2,1,2,37,102,08-00803
7439,22144,50,2,4,0,2,N,5,1,1,N,N,7,-9000,N,82,N,2,1,2,2,70,92,30-00600
7440,5717,48,2,6,0,2,2,5,3,1,N,4,10,40758,4,229,N,2,2,2,2,97,69,28-01100
7441,18243,19,2,1,0,2,0,4,1,2,N,16,N,-9000,1,240,N,2,2,2,2,23,105,32-00405
7442,14795,11,2,1,0,1,4,3,1,1,8990,15,9,29901,9,501,N,2,2,2,2,111,97,19-01700
7443,8450,28,2,1,1,1,0,2,1,1,7580,2,10,72383,5,379,N,2,2,2,2,141,36,13-04600
7444,23122,7,2,1,0,2,0,N,1,1,7860,10,5,8028,4,501,N,2,2,2,2,33,133,08-00803
7445,1832,31,2,1,0,1,1,4,1,2,N,4,7,32005,2,379,N,2,2,2,2,96,92,06-07502
7446,17071,0,2,6,0,1,2,3,1,0,8270,10,9,122501,0,495,N,2,2,2,2,40,232,24-01004
7447,12262,43,2,6,0,1,0,N,1,2,180,11,10,252123,0,501,N,2,2,2,2,142,42,32-00405
7448,16190,25,1,6,1,2,0,4,1,1,770,16,10,-9000,1,283,N,2,2,1,2,108,34,30-00600
7449,24698,55,1,N,0,1,0,N,1,1,N,N,10,8740,8,263,N,2,1,2,2,107,98,36-03710
7450,9564,9,2,4,0,8,0,N,1,2,7870,14,10,51624,9,172,N,2,1,2,2,103,50,06-07502
7451,20842,68,2,6,0,2,1,7,1,2,N,10,5,N,8,247,N,2,2,2,1,44,74,38-00100
7452,8975,21,1,6,0,1,0,2,1,1,7860,10,5,241586,8,481,N,1,1,2,2,111,134,08-00803
7453,26203,64,2,6,0,1,0,5,1,1,8191,14,12,-9000,1,441,N,2,2,2,2,21,13,24-01004
7454,24926,25,1,N,0,2,0,6,1,1,770,9,10,132241,1,362,N,2,2,1,2,98,180,51-01301
7455,23086,66,2,6,0,2,0,3,1,2,7860,N,7,88499,0,261,N,2,2,2,2,69,53,51-01301
7456,24395,64,1,6,0,1,0,5,1,2,8770,N,7,39287,3,176,N,2,2,2,2,135,166,06-08507
7457,9398,73,1,6,1,1,2,4,1,1,5670,N,9,20098,0,245,N,2,2,2,2,66,210,06-07502
7458,1250,6,2,3,0,2,0,N,1,1,7580,14,9,98732,0,275,N,1,2,2,2,52,57,51-01301
7459,21320,37,2,4,1,6,0,N,1,2,8680,10,4,-9000,6,172,N,2,2,2,2,20,73,06-08507
7460,14294,33,2,6,0,1,1,2,1,2,8660,11,5,38787,4,154,N,2,2,2,1,33,90,38-00100
7461,50,52,2,6,1,2,0,5,1,1,7770,6,9,23207,3,83,N,2,2,2,2,124,140,01-01301
7462,13225,4,1,6,0,1,2,2,1,2,7860,10,5,-9000,7,165,N,2,2,2,2,64,153,06-07502
7463,1,47,2,1,0,2,2,2,1,1,8891,N,7,165588,7,490,N,2,2,2,2,151,0,51-01301
7464,5214,45,2,1,0,1,0,2,1,1,N,N,1,131950,0,258,N,2,2,2,2,66,0,19-01700
7465,13026,48,1,6,1,1,N,3,1,1,N,N,8,N,N,133,N,1,1,2,2,13,89,28-01100
7466,19492,8,2,1,0,2,2,N,1,1,7860,11,4,12427,8,384,N,2,2,2,2,83,63,38-00100
7467,19159,9,2,1,1,6,2,N,3,1,770,10,10,77240,1,501,N,2,2,2,1,191,75,36-04010
7468,17631,61,1,1,0,2,0,2,1,1,7270,6,10,34528,8,501,N,2,2,2,2,92,71,30-00600
7469,23591,37,2,6,0,1,2,2,3,1,N,N,6,N,2,321,N,2,1,1,2,34,129,17-03529
7470,4790,37,2,N,1,2,2,3,1,2,770,10,10,-9000,N,435,N,1,2,2,2,66,79,06-08507
7471,3925,31,1,1,0,1,0,2,1,1,8170,10,5,189286,7,458,N,2,1,2,1,67,47,08-00803
7472,922,64,1,1,0,2,0,4,1,1,N,N,10,140659,7,127,N,2,2,1,2,57,132,32-00405
7473,23185,27,1,1,0,2,0,5,1,1,7860,10,5,61422,3,263,N,2,2,2,2,19,85,51-01301
7474,19280,1,2,6,0,2,0,N,1,2,9470,10,7,-9000,7,79,N,2,2,2,2,76,35,06-07502
7475,5101,57,1,N,0,1,0,2,1,1,6770,15,9,157141,0,424,5,2,2,2,2,93,87,06-08507
7476,4305,50,1,6,0,1,0,4,1,1,7870,10,12,158995,9,501,N,2,2,2,2,63,51,26-02702
7477,19898,15,2,N,0,1,1,5,1,1,N,10,9,N,2,501,N,1,2,2,2,13,93,36-03710
7478,24721,21,2,3,0,6,0,N,1,1,8191,10,2,29560,4,172,N,2,2,2,2,149,45,51-51255
7479,7415,19,1,3,0,2,2,2,1,0,N,3,10,N,9,184,N,2,1,2,2,163,136,30-00600
7480,1157,79,1,N,0,2,1,3,1,1,3291,14,10,85265,7,212,N,2,2,2,2,129,48,17-03529
7481,6612,70,1,N,0,2,2,3,1,1,7380,11,3,18475,3,412,N,2,2,1,2,264,56,51-01301
7482,4733,57,1,1,0,1,0,4,1,2,5080,15,9,75811,2,145,N,2,2,1,2,108,103,17-03529
7483,2540,22,2,1,0,1,2,5,1,1,180,11,10,-9000,4,257,N,2,2,2,2,87,90,19-01700
7484,27039,44,2,3,0,8,0,2,1,2,3390,18,7,N,N,261,N,2,2,2,2,142,26,06-08507
7485,27196,62,2,6,0,1,1,6,1,1,7580,12,9,53316,6,189,N,2,1,2,1,121,23,38-00100
7486,16947,54,1,6,1,1,0,2,1,2,7860,11,5,13564,0,261,N,2,2,2,2,138,31,06-08507
7487,15953,49,1,N,1,2,0,N,1,1,N,N,4,N,3,94,N,1,1,1,2,271,63,13-04600
7488,1722,31,2,6,0,6,0,4,1,1,N,9,6,-9000,8,445,N,1,2,2,2,53,62,40-00200
7489,3697,53,1,N,0,1,N,2,1,2,180,11,5,-9000,5,209,N,1,2,2,2,60,346,30-00600
7490,24001,49,2,N,0,2,2,2,1,1,7860,10,5,-9000,2,228,N,2,2,2,2,79,71,17-03529
7491,1843,48,2,N,0,1,0,4,1,0,8680,10,3,61035,9,108,N,2,2,2,1,63,73,32-00405
7492,24386,81,1,6,1,1,2,4,1,0,770,11,1,122832,0,463,N,2,2,2,1,42,66,19-01700
7493,25542,19,1,1,0,2,0,N,1,1,5381,6,9,37102,0,308,N,2,2,2,2,114,21,38-00100
7494,25133,15,2,N,0,1,1,4,1,1,7870,10,5,11709,2,366,N,2,2,2,2,30,103,26-02702
7495,1880,65,1,1,0,1,2,2,1,1,7860,N,3,151170,2,326,N,1,1,2,2,31,27,30-00600
7496,8967,81,1,N,0,1,1,4,1,1,N,10,4,N,2,69,N,2,N,2,2,81,35,06-08507
7497,23866,79,2,1,0,1,N,2,1,1,6290,16,10,249016,4,277,N,2,2,2,2,84,30,51-01301
7498,11681,64,2,6,0,2,2,3,1,1,N,N,7,-8773,8,364,N,2,2,2,2,92,49,26-02702
7499,8413,62,2,6,1,1,2,4,1,1,6880,7,9,N,N,69,N,2,2,2,2,68,99,08-00803
7500,24685,27,1,1,0,2,0,4,1,1,8590,12,8,18954,7,170,N,1,1,2,2,120,203,17-03529
7501,4132,14,1,N,1,2,0,4,1,1,7860,10,N,44648,2,291,N,2,2,2,2,39,113,30-00600
7502,20252,44,1,1,0,1,2,4,1,2,8564,3,3,N,N,346,N,2,2,2,2,367,190,24-01004
7503,13259,68,1,1,0,2,2,4,1,2,9380,7,12,38671,8,469,N,2,2,2,2,95,43,51-51255
7504,13515,40,2,6,0,2,2,3,1,1,7860,14,7,N,0,436,N,1,2,2,2,166,120,51-51255
7505,20588,32,1,N,0,2,0,5,1,1,7380,11,1,N,9,0,N,2,2,2,2,65,227,19-01700
7506,6876,15,1,6,0,1,0,2,1,2,9670,2,5,99366,8,365,N,2,2,2,1,130,15,19-01700
7507,18184,84,1,6,1,2,1,4,1,2,7870,N,10,-9000,3,339,N,2,2,2,2,71,61,13-04600
7508,24981,55,1,1,0,1,N,5,1,2,170,11,4,105370,2,405,5,1,1,2,2,104,52,51-01301
7509,22511,60,1,6,0,2,0,4,3,2,N,N,5,50634,1,131,N,2,2,2,1,50,27,32-00405
7510,21933,10,2,6,0,6,N,2,3,2,3080,N,5,-3471,4,173,N,2,2,2,1,142,136,40-00200
7511,15936,56,2,6,0,6,2,4,1,1,N,N,3,55394,2,97,N,2,1,2,2,11,99,17-03531
7512,25684,35,1,6,0,2,2,N,1,2,5170,6,3,74559,7,155,N,2,2,2,2,107,19,51-51255
7513,2053,11,1,6,0,1,0,4,1,1,7860,10,7,-9000,3,359,N,2,2,2,2,38,74,06-08507
7514,3905,31,1,1,0,1,0,4,1,1,8290,13,9,88491,5,194,N,1,2,2,2,195,155,38-00100
7515,15432,52,1,6,1,1,3,4,1,2,9570,4,3,143827,2,338,N,2,2,2,1,325,25,36-03710
7516,17993,10,2,1,0,1,2,N,1,1,7870,12,7,29433,2,240,N,2,2,2,2,106,103,40-00200
7517,11077,4,1,N,0,1,0,3,1,2,6991,14,5,-9000,1,333,N,2,2,1,2,140,20,13-04600
7518,21178,16,1,6,0,1,2,N,1,1,N,10,10,N,2,405,5,2,1,2,2,93,36,13-04600
7519,23881,42,1,N,0,2,0,4,1,1,7390,11,8,-9000,1,364,N,2,N,2,2,118,107,26-02702
7520,3623,21,1,1,0,1,0,2,1,2,5190,5,7,232148,3,501,N,2,2,2,2,86,96,19-01700
7521,3432,18,1,1,1,2,0,3,1,1,7480,N,7,50279,1,456,N,2,2,2,1,224,54,28-01100
7522,20808,59,1,6,0,5,0,N,1,2,8770,14,7,-9000,6,84,N,2,2,2,2,38,82,06-08507
7523,3696,22,1,6,0,2,0,2,1,0,9470,12,7,200715,0,501,N,2,1,1,2,98,57,17-03529
7524,13152,48,1,1,1,2,3,N,1,2,N,10,N,N,8,278,N,2,2,2,1,106,50,28-01100
7525,2790,72,1,1,0,6,0,N,1,1,7860,N,3,52652,8,320,N,2,1,2,1,65,79,19-01700
7526,21207,18,1,1,1,1,0,3,1,2,6970,14,3,N,8,192,N,2,2,2,2,40,74,08-00803
7527,27009,15,2,N,0,9,0,N,1,2,9480,6,7,-9000,6,180,N,2,2,2,2,126,0,51-01301
7528,1466,65,1,1,0,1,0,2,1,0,4972,N,9,184527,4,501,N,2,2,2,1,77,67,51-51255
7529,114,19,2,6,0,1,0,2,3,1,8180,11,9,179331,0,501,N,1,1,1,2,58,52,19-01700
7530,23862,54,1,1,1,9,0,N,1,1,8191,14,11,60959,8,0,N,2,1,2,2,118,82,32-00405
7531,21237,4,1,N,1,1,0,N,1,2,6170,0,5,33802,0,149,N,2,1,2,2,95,76,17-03529
7532,21765,63,2,1,0,1,0,3,1,1,7460,16,5,164218,7,491,N,2,2,2,2,21,22,24-01004
7533,6371,50,1,N,0,2,2,N,1,2,7860,N,7,128250,N,374,N,2,1,2,2,17,63,36-03710
7534,8775,20,2,5,0,6,0,4,1,1,6870,12,5,N,0,102,N,2,2,1,2,15,92,13-04600
7535,832,46,1,1,0,6,0,4,1,2,8660,14,10,-9000,8,226,N,2,1,2,2,80,101,51-51255
7536,16246,90,1,3,0,2,2,2,1,2,770,10,4,-2817,2,248,N,2,1,2,2,159,85,19-01700
7537,11206,59,1,5,0,1,0,2,1,0,7290,14,10,183872,3,476,N,2,2,2,2,61,63,51-01301
7538,19204,36,1,6,0,6,2,N,1,1,8590,12,9,164408,N,501,N,2,1,2,2,119,177,51-51255
7539,5368,34,2,6,0,1,0,6,1,1,8191,11,8,145991,4,501,N,1,2,2,2,155,110,19-01700
7540,3618,7,2,1,1,2,2,3,1,0,7072,7,8,N,6,384,5,N,1,2,2,62,71,30-00600
7541,5407,5,2,N,1,1,0,N,1,1,8680,N,6,84248,N,359,N,1,1,2,2,15,112,38-00100
7542,6502,48,2,N,0,1,0,3,1,1,2380,N,7,-9000,9,0,N,2,1,2,2,347,219,19-01700
7543,2508,46,1,1,0,6,0,4,3,2,N,N,6,158414,0,501,N,2,2,2,2,195,0,17-03529
7544,20216,9,2,1,0,2,2,5,1,2,N,N,4,28917,9,472,N,2,2,2,2,60,39,51-51255
7545,8245,45,1,N,0,2,1,5,3,2,7071,10,5,26165,9,440,N,2,2,2,2,49,79,36-04010
7546,25929,35,2,6,0,1,0,2,1,1,7860,10,8,161683,3,178,N,2,2,2,2,80,41,32-00405
7547,1024,10,1,6,0,1,1,N,3,2,8191,10,7,28121,8,251,N,2,2,1,2,39,59,26-02702
7548,14662,45,2,6,0,2,2,N,1,1,770,10,5,166098,2,501,N,2,2,2,2,67,45,32-00405
7549,851,55,2,6,0,9,2,N,1,2,N,10,10,-9000,4,191,5,2,2,2,2,15,38,19-01700
7550,4372,54,1,1,0,1,0,3,1,1,N,N,8,-9000,4,483,N,2,2,1,2,50,65,51-51255
7551,20640,33,1,N,0,1,N,2,3,1,7580,10,5,53290,9,249,N,2,1,2,2,23,323,06-08507
7552,3240,25,1,N,0,1,2,4,1,1,770,11,10,-9000,1,91,N,2,2,2,2,43,49,36-03710
7553,13093,33,2,3,0,3,2,7,3,0,8191,10,7,-9000,1,49,N,1,2,2,2,19,100,06-08507
7554,9626,19,2,1,1,1,0,6,1,2,7980,13,2,148732,2,171,N,2,2,2,2,41,97,13-04600
7555,4236,58,1,6,0,2,N,N,1,1,N,N,9,N,8,N,N,1,2,1,2,122,83,29-01901
7556,22071,36,2,6,0,2,2,4,1,1,7860,10,7,35113,3,0,N,2,2,2,2,257,16,32-00405
7557,24602,20,2,6,0,2,0,2,3,1,170,7,8,351,7,187,N,2,2,1,2,51,50,51-01301
7558,18197,34,1,1,0,8,2,4,1,1,7380,11,10,N,9,322,N,2,2,2,1,87,27,32-00405
7559,22680,36,2,6,0,1,2,6,1,1,7390,N,5,N,9,306,N,2,2,2,2,128,138,08-00803
7560,3965,31,2,6,0,1,1,4,1,2,6370,4,7,11872,9,405,N,2,1,2,1,82,32,30-00600
7561,26918,21,2,1,0,9,0,2,1,2,8191,10,8,105847,9,501,N,2,1,2,2,38,74,01-01301
7562,6212,25,1,2,1,1,0,3,1,1,N,N,3,33813,8,142,N,2,1,2,2,83,76,30-00600
7563,245,67,1,6,0,1,2,4,3,1,8590,12,5,43283,N,416,N,2,1,2,2,73,315,06-08507
7564,10066,10,2,1,0,1,2,N,1,1,8680,12,7,184476,4,501,N,2,2,1,2,49,69,19-01700
7565,23492,16,2,6,0,2,2,2,1,2,6190,6,8,115571,0,284,5,1,2,2,2,50,71,26-02702
7566,26825,70,2,N,0,1,0,3,1,2,770,10,10,-9000,4,218,N,1,1,2,2,81,83,51-51255
7567,1291,77,2,1,0,1,2,3,1,1,7860,N,8,127335,2,225,N,2,2,2,2,53,87,29-01901
7568,20643,59,1,4,0,1,1,4,1,2,N,N,12,51059,9,14,N,1,1,2,2,27,37,32-00405
7569,12627,56,1,1,0,1,N,6,1,1,N,10,1,4514,4,258,N,2,2,2,2,20,208,30-00600
7570,12545,56,2,6,0,2,3,4,3,2,9490,9,3,30207,2,272,N,2,2,2,2,79,87,24-01004
7571,13655,61,1,6,0,1,0,2,1,2,8564,13,10,120044,8,111,N,2,2,2,2,93,119,08-00803
7572,16124,74,2,1,0,2,2,3,1,1,N,9,5,5731,N,124,5,2,2,2,2,27,112,28-01100
7573,22778,61,1,6,0,2,0,N,1,2,7870,9,7,-9000,8,379,N,2,2,2,2,50,48,51-51255
7574,24742,31,1,6,1,1,0,2,1,2,8370,10,7,-9000,4,181,N,2,2,2,2,134,116,36-03710
7575,18606,69,2,6,0,2,0,2,1,1,3390,14,10,-9000,N,0,N,2,2,2,2,19,109,51-01301
7576,179,32,2,N,0,2,3,N,1,1,7860,10,5,N,6,308,N,2,2,2,2,202,202,28-01100
7577,25254,54,1,N,1,2,0,N,3,2,8680,10,7,7476,6,391,5,2,2,2,2,370,71,36-03710
7578,15185,35,1,1,0,1,0,3,1,1,7790,16,7,-9000,8,339,N,2,2,2,2,103,181,17-03529
7579,5440,15,2,6,0,2,3,3,3,2,770,10,3,-4541,N,122,N,1,1,2,2,37,31,36-04010
7580,15813,18,1,N,1,2,0,3,1,2,N,12,3,-9000,5,131,5,2,1,2,2,283,156,28-01100
7581,26701,60,2,1,0,1,0,3,1,1,7860,N,1,N,N,501,N,2,2,2,2,158,176,08-00803
7582,24702,38,1,4,0,2,0,N,1,2,7380,10,9,-1119,6,85,N,2,1,2,2,227,105,51-01301
7583,2245,15,2,6,0,1,3,3,1,2,7390,10,5,N,0,426,N,2,2,2,2,43,77,36-04010
7584,7874,61,2,6,0,6,0,3,3,2,180,14,11,166842,3,501,5,2,2,1,2,231,0,51-01301
7585,21892,38,1,6,0,6,0,2,1,1,180,7,10,125299,5,233,N,2,2,2,2,4,97,30-00600
7586,365,12,2,4,0,6,0,N,1,1,N,N,3,N,6,237,N,2,2,2,2,285,48,19-01700
7587,898,27,1,N,0,6,0,N,1,2,2870,15,7,-720,8,173,N,2,2,2,2,116,122,28-01100
7588,11403,14,2,3,0,1,0,N,1,2,8660,10,8,69566,3,354,N,2,2,1,2,67,0,30-00600
7589,2415,35,2,6,0,3,0,2,1,1,3390,2,5,7014,2,331,N,2,2,2,2,35,27,38-00100
7590,15283,41,2,4,0,1,0,2,1,2,N,10,9,-9000,4,146,N,2,2,2,2,129,44,08-00803
7591,3943,48,1,6,0,1,0,3,1,2,9290,4,5,-9000,N,0,N,2,2,2,2,98,93,40-00200
7592,5275,4,1,1,1,1,0,N,3,1,6670,N,5,204544,7,450,N,1,2,2,2,42,96,28-01100
7593,13491,41,2,N,0,2,2,6,1,2,7870,11,10,-9000,5,243,N,2,1,2,2,65,146,19-01700
7594,3655,12,2,3,0,2,2,N,1,1,N,10,5,56996,9,287,N,2,2,2,2,74,58,06-08507
7595,6355,29,2,6,0,2,0,2,3,2,5070,6,9,262985,4,501,N,1,2,2,2,177,556,32-00405
7596,1877,41,1,1,0,2,1,2,1,1,8680,N,12,-9000,5,289,N,2,2,2,2,35,85,51-01301
7597,19664,37,2,N,1,1,N,4,3,1,N,10,6,N,2,363,N,2,1,2,1,80,108,17-03529
7598,2349,18,1,1,0,1,0,N,1,1,9160,4,7,86620,2,N,N,2,2,2,2,69,56,26-02702
7599,6362,25,2,1,4,1,0,5,1,1,N,N,9,32454,8,380,N,2,2,2,1,74,67,30-00600
7600,22794,8,1,6,0,3,0,3,1,1,N,N,9,N,4,245,N,1,N,2,2,79,69,29-01901
7601,1875,46,2,6,0,1,1,3,1,2,N,N,5,47215,0,285,N,2,2,2,2,111,74,40-00200
7602,6383,1,2,1,0,1,2,2,1,0,N,N,5,22165,8,331,N,2,1,2,2,176,121,24-01004
7603,4011,9,1,1,1,2,0,N,1,2,7860,N,5,250532,6,501,N,2,2,2,2,78,71,36-04010
7604,16964,62,2,6,0,1,0,3,1,1,N,N,3,-9000,7,232,N,2,2,2,2,59,55,06-08507
7605,8167,50,1,6,0,2,0,2,1,2,7860,N,7,60824,3,443,N,2,2,2,2,95,75,08-00803
7606,5993,46,2,N,0,2,0,4,1,1,8680,10,5,168893,9,419,N,2,2,2,2,25,271,17-03531
7607,6515,9,2,1,0,6,0,N,1,1,9480,12,10,114401,3,401,N,2,2,1,2,33,112,06-07502
7608,22829,20,1,4,0,1,2,2,1,1,N,10,3,189641,7,501,N,2,2,2,2,73,87,29-01901
7609,4145,70,1,6,0,1,0,4,1,1,5391,12,7,N,2,237,N,2,2,2,2,111,367,51-51255
7610,23921,32,2,6,0,1,2,4,1,1,7860,10,5,49580,7,311,N,2,2,2,2,59,58,08-00803
7611,11422,48,2,1,0,1,0,N,2,1,2380,9,9,135944,7,501,N,2,2,2,2,84,12,26-02702
7612,24943,60,1,3,0,2,2,N,3,1,8290,5,8,121800,8,143,N,2,2,2,2,274,102,01-01301
7613,16298,28,2,N,0,1,0,4,1,2,8180,4,10,40470,8,501,5,2,2,1,2,97,86,36-03710
7614,21454,65,1,6,1,8,0,N,3,0,N,0,7,-9000,5,0,N,2,2,2,2,82,100,36-03710
7615,12682,24,2,N,4,2,2,N,1,1,7860,11,10,32560,8,N,N,2,2,2,2,93,58,26-02702
7616,12705,32,2,6,0,2,0,5,3,0,N,N,5,98389,4,N,N,1,2,2,1,38,90,28-01100
7617,1032,56,1,6,0,2,0,N,1,2,9470,10,10,73000,0,N,N,1,2,2,2,167,106,51-51255
7618,15901,32,1,1,0,1,0,2,1,1,9490,12,10,113475,0,236,N,2,2,2,2,86,112,36-04010
7619,19720,32,1,1,0,1,2,2,1,2,7860,N,3,108224,2,334,N,2,2,1,2,65,38,40-00200
7620,20196,27,1,N,0,1,0,5,1,1,7390,14,10,116249,9,212,N,2,2,2,2,130,0,40-00200
7621,22752,37,2,N,0,2,2,N,1,0,8680,N,10,4132,0,114,N,2,1,2,2,142,113,32-00405
7622,25684,72,2,5,1,2,2,2,1,2,8191,10,10,N,9,197,N,2,2,2,2,95,82,51-51255
7623,21763,83,1,1,0,2,2,2,1,2,8470,11,9,36575,7,210,N,2,N,2,2,77,45,51-51255
7624,26479,68,1,5,0,1,0,4,1,2,7860,14,5,1462,3,156,N,2,2,2,2,41,14,30-00600
7625,18280,55,2,6,0,1,2,4,1,1,8170,6,2,84381,8,347,N,2,2,2,2,55,68,19-01700
7626,26903,82,1,1,0,6,0,2,3,1,N,11,N,N,0,314,5,2,2,2,2,84,99,08-00803
7627,197,59,1,6,0,1,0,3,1,1,5080,15,5,146187,3,232,N,1,2,2,2,21,112,06-08507
7628,15976,82,1,N,0,1,0,2,1,2,7860,10,10,74856,9,136,N,2,1,1,2,82,68,51-51255
7629,5341,38,1,2,0,1,0,4,1,1,N,N,2,118724,9,463,5,2,1,2,2,78,52,51-51255
7630,26227,5,2,N,0,2,0,2,1,2,5170,11,10,33928,1,197,N,2,2,2,2,120,31,06-08507
7631,19138,46,1,6,0,1,0,N,1,1,4971,5,5,78365,9,442,N,2,2,2,2,877,54,26-02702
7632,23307,60,1,1,0,1,0,2,1,1,7280,13,5,28459,1,168,N,2,2,2,2,106,232,40-00200
7633,24450,74,1,6,0,1,1,2,1,1,7390,11,12,N,N,119,N,1,2,1,2,63,50,01-01301
7634,16775,68,2,6,0,2,2,7,1,1,7860,12,8,83308,0,240,N,2,2,2,2,172,126,08-00803
7635,21764,56,2,1,0,1,2,N,1,2,6170,3,5,220960,2,379,N,2,1,2,2,35,93,01-01301
7636,23739,38,1,6,0,1,0,6,1,1,7071,12,7,179120,N,501,N,2,2,2,2,69,75,13-04600
7637,4672,60,1,1,0,2,0,N,1,2,9490,6,7,120291,N,416,N,2,2,2,1,86,157,32-00405
7638,15065,11,1,1,0,6,0,5,1,2,N,N,5,173477,9,351,N,2,2,2,2,124,166,32-00405
7639,21485,61,2,6,0,2,0,5,1,0,7680,9,9,-9000,9,317,N,2,2,2,2,233,61,13-04600
7640,13374,70,1,N,0,1,4,4,1,1,7390,11,N,N,0,293,N,1,1,2,2,49,380,51-51255
7641,19133,72,1,6,0,2,3,2,3,2,7860,N,10,30025,8,320,N,2,2,2,2,166,105,19-01700
7642,12850,54,1,4,0,1,2,2,3,2,7860,N,7,28531,0,175,N,1,2,2,2,94,0,30-00600
7643,10900,52,2,6,0,2,0,4,1,1,N,10,8,243866,0,354,N,2,2,2,2,334,248,13-04600
7644,14511,33,1,6,0,6,2,2,1,1,7860,N,10,25476,0,501,N,2,1,2,2,13,24,51-51255
7645,1633,7,2,6,0,1,2,3,1,1,7870,N,1,N,0,459,N,1,2,2,2,112,21,51-01301
7646,4000,22,2,6,0,1,0,N,1,1,7870,11,7,-9000,7,280,N,2,2,2,2,90,36,40-00200
7647,25493,33,1,6,1,2,2,4,1,2,7270,11,5,N,3,256,5,2,2,2,2,150,111,40-00200
7648,26244,66,1,1,0,1,0,N,2,1,4972,N,5,68729,7,501,N,2,2,2,2,71,56,30-00600
7649,15415,68,1,1,0,2,1,2,1,1,7380,6,9,N,N,267,N,1,2,1,2,52,77,13-04600
7650,23701,41,1,1,0,2,1,N,1,2,4480,N,5,-9000,8,154,N,2,2,2,2,129,42,08-00803
7651,12797,26,1,N,0,2,1,4,1,1,7460,14,12,250075,N,395,N,2,2,2,2,105,43,08-00803
7652,13874,33,1,6,0,2,2,2,1,2,9380,15,3,N,N,304,N,2,1,2,2,132,28,06-07502
7653,685,58,1,4,1,2,1,3,1,1,7860,6,3,97930,9,112,N,2,2,2,2,20,20,26-02702
7654,16307,36,2,1,0,2,0,3,1,2,8191,16,10,44842,2,501,N,2,2,2,2,55,58,32-00405
7655,17735,25,1,6,0,5,3,4,1,1,7860,11,8,N,9,312,N,2,1,2,2,48,62,17-03529
7656,20158,32,2,N,0,1,N,N,1,2,770,N,4,-9000,4,189,N,2,1,2,1,101,102,01-01301
7657,21480,73,1,4,0,2,1,2,3,1,7860,10,10,N,9,258,N,2,1,2,2,31,116,08-00803
7658,6363,33,2,1,0,1,0,N,1,2,N,N,10,10600,3,375,N,2,2,2,2,175,133,32-00405
7659,16374,15,1,N,1,1,2,2,1,1,770,10,N,280790,9,501,N,2,2,2,2,385,0,51-51255
7660,116,16,1,6,0,1,4,4,1,2,N,13,10,23091,4,286,N,2,2,2,2,60,66,08-00803
7661,11872,59,2,6,0,2,2,3,1,1,7460,6,12,251947,2,313,5,2,1,2,2,11,5,19-01700
7662,19420,3,2,6,0,2,2,N,1,2,8680,11,5,-9000,2,109,N,1,1,2,2,175,97,38-00100
7663,21234,31,2,4,0,2,1,N,1,0,7380,6,5,2788,3,315,N,1,1,2,2,200,23,13-04600
7664,10228,2,1,1,0,6,0,2,3,1,8370,14,7,196914,9,501,N,2,2,2,2,15,20,01-01301
7665,16319,9,2,1,0,2,0,2,1,2,N,N,5,286031,8,283,N,2,2,2,2,188,131,24-01004
