PUMA,SEX,MSP,HISP,RAC1P,HOUSING_TYPE,OWN_RENT,INDP_CAT,DREM,DPHY,DEYE,DEAR,AGEP,NOC,NPF,EDU,PINCP_DECILE,DVET,POVPIP,PINCP,DENSITY
24-01004,2,N,0,1,1,1,N,N,N,2,2,14,0,4,5,N,N,500,N,4187.899999999999
38-00100,1,1,0,1,1,1,10,2,1,2,1,88,0,5,5,1,N,439,21411.242416,72.99999999999496
06-08507,1,N,0,1,1,1,N,N,N,2,2,2,0,4,N,N,N,501,N,3305.099999999997
36-04010,2,N,0,2,1,2,N,2,2,2,2,5,0,2,1,N,N,204,N,50441.59999999999
19-01700,1,6,0,1,1,2,18,2,2,2,2,26,3,N,4,1,N,251,14668.553288000003,3572.2999999999975
32-00405,1,6,1,2,1,2,7,2,2,2,2,20,0,3,5,2,3,49,-5.58507599999939,7990.499999999998
40-00200,1,1,0,1,1,1,12,2,2,2,2,66,0,3,3,5,N,497,667873.13752,90.69999999999706
38-00100,1,3,0,6,1,2,9,2,1,1,2,34,2,N,4,1,N,456,781546.2566399999,72.99999999999496
24-01004,2,N,0,1,1,1,N,2,2,2,2,10,0,N,9,N,N,157,N,4187.899999999999
17-03531,1,6,0,2,1,1,14,2,2,2,2,43,1,3,7,5,N,81,4385.930424,11171.599999999997
17-03529,1,5,0,2,3,0,N,2,2,2,2,21,N,N,5,9,N,172,-3.9691839999995864,15097.5
28-01100,1,6,0,2,1,2,10,2,2,2,2,40,2,4,9,6,N,71,49519.009744,2674.299999999996
17-03531,2,1,0,9,1,1,3,2,2,2,2,60,0,2,5,7,N,501,72618.45776,11171.599999999997
51-51255,2,4,0,1,3,0,N,1,1,1,1,65,N,N,9,2,N,293,687.3587120000011,11224.3
51-01301,1,1,0,1,1,2,11,2,2,2,2,58,0,N,9,9,N,501,99844.01352000001,11162.799999999997
19-01700,1,4,0,1,1,1,11,2,2,2,2,42,0,4,8,2,N,142,37125.971807999995,3572.2999999999975
24-01004,2,1,0,1,1,1,3,2,2,2,2,58,0,2,9,6,N,501,63322.839632,4187.899999999999
30-00600,2,1,0,1,1,1,9,2,2,2,2,63,1,3,5,4,N,501,-5597.632847999999,16.3
26-02702,2,3,0,5,1,1,17,1,2,1,1,55,0,N,4,0,3,295,42667.747903999996,4817.2
13-04600,1,6,0,2,1,2,18,2,2,2,2,22,1,N,7,6,N,395,16302.521368000002,3670.3999999999983
51-51255,2,1,0,1,1,1,9,2,2,2,2,76,3,N,9,4,N,501,80532.17894400001,11224.3
24-01004,2,1,0,1,1,1,2,2,2,2,2,51,2,4,3,9,N,501,373526.90008000005,4187.899999999999
36-03710,2,5,2,3,1,2,5,2,2,2,2,48,7,12,5,4,N,91,34934.64056,52864.7
51-01301,2,6,0,1,1,1,10,2,2,2,2,37,0,N,9,9,N,501,31096.677288,11162.799999999997
24-01004,2,6,0,1,1,1,11,2,2,2,2,55,4,N,5,2,N,109,14798.504672000003,4187.899999999999
36-03710,2,6,0,8,3,0,10,2,2,2,2,22,N,N,9,4,N,1,475.36303360000056,52864.7
36-03710,1,N,0,2,1,2,N,2,2,2,2,9,3,4,4,N,N,336,N,52864.7
38-00100,2,1,0,1,1,1,3,2,2,2,2,29,0,4,7,5,N,0,37439.64056,72.99999999999496
29-01901,2,6,0,2,1,2,12,2,2,2,2,35,0,3,5,0,N,359,10293.2428,5434.8
24-01004,1,N,0,1,1,1,N,N,N,2,2,1,3,5,N,N,N,501,N,4187.899999999999
24-01004,1,1,0,1,1,1,N,2,2,2,2,63,0,2,5,0,N,501,2312.7870799999982,4187.899999999999
06-08507,2,N,0,1,1,1,N,2,2,2,2,8,0,4,9,N,N,501,N,3305.099999999997
51-01301,2,4,0,1,1,1,11,2,2,2,2,31,0,3,1,0,N,501,14771.214200000002,11162.799999999997
01-01301,1,1,0,2,1,2,11,2,2,2,2,47,0,3,8,6,N,501,56003.09336,2731.1999999999957
36-04010,1,3,0,2,1,2,N,2,2,2,2,79,0,N,4,5,N,224,-38.31774399999995,50441.59999999999
28-01100,2,N,0,2,1,1,N,N,2,2,2,7,0,2,3,N,N,N,N,2674.299999999996
51-51255,2,1,0,6,1,2,4,2,2,2,2,63,2,3,10,9,N,501,28612.63512,11224.3
08-00803,1,1,0,1,1,2,10,2,2,2,2,42,0,6,9,7,N,498,142496.82888000002,3393.199999999999
06-07502,2,6,0,1,1,1,12,2,1,2,2,32,0,N,7,3,N,222,135536.91016,33632.6
38-00100,1,N,0,1,1,1,N,2,2,2,2,7,2,3,5,N,N,501,N,72.99999999999496
36-04010,1,2,0,2,3,0,N,2,2,2,1,76,N,N,7,0,N,95,0.26593599999978323,50441.59999999999
51-51255,2,N,4,1,1,1,N,2,2,2,1,7,0,4,10,N,N,11,N,11224.3
30-00600,1,6,0,1,1,1,11,2,2,2,2,48,0,2,7,2,N,501,33605.419424,16.3
36-04010,2,N,0,1,1,2,N,2,2,2,2,5,0,N,9,N,N,500,N,50441.59999999999
06-08507,2,2,0,9,3,0,7,2,2,1,2,73,N,N,7,5,5,489,189643.01304,3305.099999999997
30-00600,1,1,0,1,1,1,12,2,2,2,2,68,0,3,9,6,N,501,36494.531447999994,16.3
17-03529,1,N,4,9,1,2,N,2,2,2,2,13,1,2,3,N,N,112,N,15097.5
36-04010,2,N,0,2,1,1,N,2,2,2,2,12,0,2,3,N,N,501,N,50441.59999999999
30-00600,2,6,0,1,1,2,6,2,2,2,2,23,1,N,7,3,N,0,20405.846304000002,16.3
40-00200,2,N,0,8,1,2,N,2,2,2,2,7,0,5,5,N,N,N,N,90.69999999999706
19-01700,2,1,0,1,1,1,10,2,2,2,2,54,0,2,7,0,N,501,18372.925912,3572.2999999999975
19-01700,1,1,0,1,1,1,4,2,2,2,2,65,0,2,9,8,N,501,290005.32368,3572.2999999999975
36-03710,1,4,4,1,1,2,N,2,2,2,2,19,2,7,6,3,N,263,14658.967487999998,52864.7
17-03529,1,6,0,2,1,2,9,2,2,2,2,63,0,N,7,0,N,89,-8.013256000000183,15097.5
29-01901,2,4,0,9,1,2,N,2,2,2,2,56,2,4,5,9,N,109,21751.86096,5434.8
24-01004,1,3,0,2,1,1,16,2,2,2,2,45,2,N,9,7,N,501,37624.512232,4187.899999999999
38-00100,2,N,0,1,1,1,N,2,2,2,2,8,0,4,3,N,N,501,N,72.99999999999496
24-01004,2,N,0,1,1,1,N,2,2,2,2,13,0,2,9,N,N,501,N,4187.899999999999
13-04600,1,6,0,2,1,1,N,2,2,2,2,18,0,N,9,4,N,287,11820.218655999997,3670.3999999999983
06-08507,2,N,0,1,1,1,N,2,2,2,2,5,0,2,9,N,N,501,N,3305.099999999997
51-01301,1,1,0,1,1,1,16,2,2,2,2,56,0,3,9,7,N,501,70366.621744,11162.799999999997
40-00200,1,1,0,1,1,1,14,2,2,2,2,62,0,2,8,4,N,501,-95.48384799999985,90.69999999999706
17-03531,1,1,0,1,1,1,13,2,2,2,2,73,0,2,9,1,N,3,-28.809432000000015,11171.599999999997
24-01004,2,1,0,1,1,1,12,2,2,2,2,46,0,N,7,2,N,501,29319.496688,4187.899999999999
06-08507,1,N,0,2,1,1,N,2,2,2,2,6,0,2,3,N,N,501,N,3305.099999999997
51-51255,1,4,0,3,1,2,4,2,2,2,2,56,2,N,7,8,N,170,32184.547352,11224.3
19-01700,2,1,0,1,1,2,14,2,2,2,2,55,0,3,3,2,N,184,46758.249912,3572.2999999999975
17-03529,2,1,0,1,1,2,N,2,2,2,2,77,0,2,7,2,N,501,31411.906488,15097.5
29-01901,1,1,0,2,1,1,11,2,2,2,2,56,0,6,5,5,N,277,10367.014048000001,5434.8
30-00600,2,4,0,1,1,2,18,2,2,2,2,42,3,5,1,2,N,163,19340.561319999997,16.3
13-04600,1,6,0,1,1,1,16,2,2,2,2,21,0,N,10,7,N,501,13766.031847999999,3670.3999999999983
24-01004,2,1,0,2,1,2,2,2,2,2,2,66,1,3,9,9,N,501,138634.19904,4187.899999999999
51-01301,1,3,0,6,1,1,10,2,2,2,2,28,3,6,12,9,N,352,461955.67128,11162.799999999997
29-01901,2,6,0,2,1,2,N,2,2,2,2,64,1,5,5,0,N,11,-1.2023279999993974,5434.8
30-00600,1,6,0,2,1,1,16,2,2,2,2,24,1,4,7,9,N,501,-3.7224248000002262,16.3
24-01004,2,1,0,1,1,1,3,2,2,2,2,71,0,4,10,9,N,501,87885.75808000001,4187.899999999999
19-01700,2,1,0,1,1,1,15,2,2,2,1,73,2,3,10,7,N,501,57026.03516,3572.2999999999975
38-00100,2,4,0,1,1,1,7,2,2,2,2,60,3,5,7,2,N,388,19510.958768,72.99999999999496
26-02702,2,3,3,9,2,0,2,1,1,2,1,63,N,N,7,4,N,50,7186.115616000001,4817.2
24-01004,1,1,0,1,1,1,N,2,2,2,2,73,1,4,9,8,N,501,99520.054896,4187.899999999999
17-03529,2,2,0,2,1,1,12,2,2,2,2,38,0,2,12,3,N,501,34018.89272,15097.5
38-00100,1,1,0,1,1,1,N,2,2,2,2,40,3,4,9,7,N,501,82306.60872,72.99999999999496
24-01004,1,1,0,1,1,1,6,2,2,2,2,60,0,4,12,6,N,501,39196.98824,4187.899999999999
30-00600,2,1,0,1,1,1,10,2,2,2,2,68,0,4,9,4,N,18,15857.660088,16.3
08-00803,1,1,0,1,1,1,N,2,2,2,2,55,0,2,3,9,N,501,125854.08316000001,3393.199999999999
36-04010,2,N,0,3,1,1,N,2,2,2,2,14,0,6,4,N,N,501,N,50441.59999999999
26-02702,1,6,0,1,1,2,6,2,2,2,2,25,0,N,7,1,N,1,36825.570872,4817.2
30-00600,1,1,0,1,1,2,12,2,2,2,2,61,0,2,12,7,N,500,69906.274888,16.3
06-08507,2,1,0,2,1,1,3,2,2,1,2,66,4,6,3,0,N,278,14966.654967999999,3305.099999999997
17-03531,2,6,0,1,1,1,6,2,2,2,2,51,0,4,9,0,N,501,22938.295759999997,11171.599999999997
32-00405,1,5,0,1,1,2,12,2,2,2,2,29,0,N,3,6,N,232,73006.869032,7990.499999999998
08-00803,1,6,0,1,1,2,14,2,2,2,2,75,2,4,10,0,N,25,9726.927096,3393.199999999999
30-00600,2,4,0,1,1,1,N,2,2,2,2,60,0,2,7,0,N,196,18857.113688,16.3
08-00803,1,6,0,1,1,2,N,2,2,2,2,22,2,N,7,3,N,2,13725.787519999998,3393.199999999999
30-00600,2,N,0,2,1,1,N,N,N,2,2,4,0,N,4,N,N,286,N,16.3
38-00100,1,1,0,1,1,1,N,2,2,2,2,57,0,2,9,9,N,501,38968.780736,72.99999999999496
13-04600,2,6,0,2,1,2,N,2,2,2,2,27,0,N,7,3,N,7,29896.100928,3670.3999999999983
28-01100,1,4,2,7,1,2,1,1,1,1,2,74,4,12,11,7,3,225,222789.85439999998,2674.299999999996
17-03531,1,N,0,2,1,2,N,2,2,2,2,13,1,4,1,N,N,501,N,11171.599999999997
06-08507,2,1,0,6,1,1,10,2,2,2,2,48,0,2,7,8,N,501,371672.59888,3305.099999999997
38-00100,1,6,0,1,1,1,10,2,2,2,2,32,1,2,8,3,N,246,193.6412479999999,72.99999999999496
06-07502,1,3,0,6,1,2,8,2,2,2,2,22,0,N,9,2,N,501,86919.81671999999,33632.6
26-02702,2,6,0,1,1,2,10,2,2,2,2,34,2,4,9,7,N,501,11393.414752,4817.2
38-00100,1,2,0,1,1,1,11,2,2,2,2,29,2,5,7,7,N,501,70560.02912,72.99999999999496
30-00600,1,N,0,1,1,1,N,N,2,2,2,8,1,4,5,N,N,170,N,16.3
13-04600,1,6,0,2,1,1,16,2,1,2,2,19,2,11,3,2,N,501,5665.444344000001,3670.3999999999983
28-01100,1,N,0,2,1,1,N,N,2,2,2,13,3,5,5,N,N,267,N,2674.299999999996
01-01301,2,1,0,9,1,1,N,2,2,2,2,48,0,2,5,8,N,328,384708.68568,2731.1999999999957
19-01700,2,N,0,1,1,2,N,N,2,2,2,12,2,4,3,N,N,501,N,3572.2999999999975
06-07502,1,1,0,2,1,2,7,2,2,2,2,40,0,2,9,4,N,71,36520.650248,33632.6
36-04010,1,2,0,1,1,1,10,2,2,2,2,57,0,N,3,3,N,221,296620.78152,50441.59999999999
51-51255,2,6,0,1,1,2,14,2,2,2,2,17,0,2,3,4,N,314,-8208.4423112,11224.3
40-00200,2,N,0,6,1,2,N,2,2,2,2,7,0,2,5,N,N,68,N,90.69999999999706
30-00600,1,N,0,1,1,1,N,2,2,2,2,14,1,N,4,N,N,33,N,16.3
51-51255,1,4,0,1,1,2,N,2,2,2,2,54,3,N,9,7,N,501,49631.768144,11224.3
06-08507,1,1,0,1,1,1,N,2,2,2,2,57,0,N,7,5,N,501,39429.104880000006,3305.099999999997
29-01901,1,4,0,5,2,0,2,2,1,1,1,42,N,N,6,6,5,202,0.1172392000007676,5434.8
17-03531,1,6,0,2,1,2,10,2,2,2,2,38,0,2,5,2,N,167,19115.287672,11171.599999999997
38-00100,1,6,0,1,1,2,N,2,2,2,2,17,0,4,5,2,N,70,22180.365592,72.99999999999496
08-00803,1,N,0,2,1,1,N,N,2,2,2,7,2,5,1,N,N,501,N,3393.199999999999
51-51255,2,6,3,2,1,1,16,2,1,2,1,30,0,5,10,0,N,375,1.9899103999996441,11224.3
38-00100,1,1,0,1,1,1,10,2,2,2,2,40,1,4,9,7,N,342,38395.262656000006,72.99999999999496
06-07502,1,6,0,1,1,2,3,2,2,2,2,28,1,N,10,8,N,501,78767.852,33632.6
29-01901,1,2,0,1,2,0,12,1,1,1,1,88,N,N,4,4,3,240,9502.394928000002,5434.8
24-01004,2,4,0,2,1,2,10,2,2,2,2,66,0,3,3,8,N,501,3988.783048000001,4187.899999999999
17-03529,2,6,0,2,1,2,12,2,2,2,2,27,4,6,3,9,N,372,54698.2422,15097.5
24-01004,2,1,0,1,1,1,10,2,2,2,2,43,0,2,12,6,N,501,150531.1588,4187.899999999999
13-04600,1,6,0,1,1,1,18,2,2,2,2,75,0,8,9,1,N,444,2857.5063439999994,3670.3999999999983
26-02702,2,1,0,1,1,1,6,2,2,2,2,41,0,2,7,8,N,501,275700.8652,4817.2
30-00600,1,1,1,1,1,1,3,2,2,2,2,32,3,6,4,7,N,171,167517.71744,16.3
40-00200,2,6,0,1,1,1,11,2,2,2,2,84,3,5,3,2,N,385,-8032.89521112,90.69999999999706
17-03531,2,6,0,2,1,1,16,2,2,2,2,34,0,4,9,6,N,37,10430.886872000003,11171.599999999997
17-03531,1,4,0,2,1,1,7,2,2,2,2,20,1,2,9,8,N,192,193285.64376,11171.599999999997
13-04600,2,1,0,2,1,2,N,2,2,2,2,60,0,2,5,1,N,501,59637.744152,3670.3999999999983
36-03710,1,1,1,2,1,2,9,2,2,2,2,39,0,2,8,9,N,152,10185.050847999999,52864.7
51-51255,1,1,0,1,1,1,16,2,2,2,2,44,0,2,10,8,4,501,550073.3816,11224.3
36-03710,1,6,2,8,1,2,N,2,2,2,2,19,0,N,9,0,N,25,53623.447568,52864.7
13-04600,2,6,0,2,3,0,12,2,2,2,2,22,N,N,7,0,N,464,26725.985352000003,3670.3999999999983
28-01100,2,6,0,2,1,2,5,2,2,2,2,68,0,N,3,2,N,63,18650.745776,2674.299999999996
17-03529,2,1,0,2,1,1,10,2,2,2,2,59,0,4,7,2,N,501,23373.516464000004,15097.5
38-00100,1,N,1,1,1,1,N,2,2,2,2,8,0,5,5,N,N,299,N,72.99999999999496
17-03529,1,1,0,2,1,1,14,2,2,2,2,32,2,4,9,1,N,501,40105.465568,15097.5
40-00200,2,N,0,1,1,1,N,N,1,2,2,11,0,3,2,N,N,98,N,90.69999999999706
13-04600,2,6,0,2,1,1,N,2,2,2,2,30,0,2,9,4,N,78,9251.399271999999,3670.3999999999983
08-00803,1,6,0,1,1,1,N,2,2,2,2,17,0,N,7,1,N,200,2188.858384000001,3393.199999999999
24-01004,2,6,0,6,1,1,12,2,2,2,2,35,0,2,11,1,N,125,-1.4013919999997597,4187.899999999999
30-00600,2,2,0,1,1,1,N,2,2,2,2,17,1,3,4,1,N,418,-0.5129519999991317,16.3
01-01301,2,1,0,2,1,2,6,2,2,2,2,72,0,2,10,1,N,435,49973.591759999996,2731.1999999999957
01-01301,2,1,0,9,1,1,12,2,2,2,2,27,0,2,9,4,N,129,63163.033992,2731.1999999999957
28-01100,2,6,0,2,1,2,N,2,2,2,2,58,0,N,7,0,N,170,77160.368784,2674.299999999996
06-07502,2,1,0,6,1,1,3,2,2,2,2,75,0,2,9,9,N,501,229799.48568,33632.6
30-00600,2,N,3,3,1,1,N,1,2,1,2,9,1,2,3,N,N,367,N,16.3
17-03531,2,6,0,2,1,2,10,2,2,2,2,34,0,N,7,4,N,125,9220.823575999999,11171.599999999997
36-03710,1,6,0,2,1,2,0,2,2,2,2,39,0,N,5,4,N,0,7288.072456,52864.7
29-01901,2,6,0,9,3,0,6,2,2,2,2,25,N,N,4,0,N,260,23308.024407999997,5434.8
29-01901,1,6,0,6,1,1,14,2,2,2,2,60,1,3,11,9,N,501,9959.078472000001,5434.8
17-03529,2,4,0,2,1,2,17,1,2,2,2,50,0,12,8,2,N,7,132352.67440000002,15097.5
24-01004,2,1,0,1,1,1,15,2,2,2,2,45,2,5,9,6,N,499,10511.334112,4187.899999999999
36-04010,2,1,0,1,1,1,17,1,2,2,1,66,3,4,12,8,N,501,431268.80672,50441.59999999999
32-00405,1,6,0,1,1,1,1,2,2,2,2,71,1,4,5,6,N,501,44227.36224,7990.499999999998
38-00100,1,1,0,1,1,1,17,2,2,2,2,74,0,2,10,7,N,417,10348.197823999999,72.99999999999496
08-00803,1,5,0,1,3,0,15,2,2,2,2,25,N,N,3,3,N,275,300762.50176,3393.199999999999
08-00803,2,6,0,6,1,1,N,2,2,2,2,41,0,N,7,4,N,363,23646.38912,3393.199999999999
29-01901,2,2,0,2,1,2,10,2,2,2,2,34,2,N,5,2,N,246,34527.75508,5434.8
06-07502,1,1,0,1,3,0,17,2,2,2,2,20,N,N,9,1,N,254,201160.00103999997,33632.6
51-51255,2,1,0,1,1,1,9,2,2,2,2,67,0,2,9,6,N,501,509880.44952,11224.3
01-01301,2,6,0,3,1,1,N,1,1,1,1,42,9,N,6,3,N,177,16458.074520000002,2731.1999999999957
36-04010,2,6,0,2,1,2,18,2,2,2,2,24,1,3,4,5,N,501,29292.369208000004,50441.59999999999
51-51255,1,1,0,1,1,1,15,2,2,2,2,36,1,4,10,9,N,501,81422.72447999999,11224.3
28-01100,2,6,0,1,1,2,11,2,2,2,2,19,0,2,7,7,N,48,23925.275111999996,2674.299999999996
40-00200,1,6,2,5,3,0,9,2,2,2,1,46,N,N,4,7,N,480,-0.08863840000049095,90.69999999999706
17-03529,2,1,0,1,1,2,N,2,2,2,2,42,0,5,12,9,N,501,98842.69488,15097.5
17-03529,2,6,0,2,1,2,9,2,2,2,2,24,3,N,7,2,N,204,2658.4263120000014,15097.5
32-00405,1,N,1,5,1,2,N,2,2,2,2,13,0,6,2,N,N,182,N,7990.499999999998
19-01700,1,5,0,1,1,2,5,1,2,2,1,85,2,10,1,6,N,336,63857.194208,3572.2999999999975
51-51255,2,N,0,1,1,1,N,2,2,2,2,7,0,2,3,N,N,501,N,11224.3
51-51255,1,N,4,5,1,2,N,1,1,2,1,8,1,2,3,N,N,501,N,11224.3
38-00100,1,1,0,1,1,1,3,2,2,2,2,65,0,4,5,3,N,404,24998.717711999998,72.99999999999496
28-01100,2,2,2,2,1,1,5,2,2,2,2,28,4,8,10,6,N,67,16983.614168,2674.299999999996
38-00100,2,6,0,2,1,2,10,2,2,2,2,64,0,N,7,5,N,407,35297.301768000005,72.99999999999496
17-03529,2,N,0,2,1,1,N,N,2,2,2,5,2,5,3,N,N,357,N,15097.5
19-01700,1,4,0,2,1,2,6,2,1,2,2,41,0,3,4,9,N,374,2.3901760000007926,3572.2999999999975
06-07502,1,4,0,1,1,1,5,2,2,2,2,55,0,5,6,9,N,368,147464.25056000001,33632.6
51-51255,2,N,0,1,1,1,N,2,N,2,2,8,0,2,7,N,N,501,N,11224.3
36-04010,1,4,0,1,1,2,12,2,2,2,2,95,0,N,12,7,N,N,48968.28649600001,50441.59999999999
38-00100,1,1,0,1,1,2,3,2,2,2,2,44,0,2,12,8,N,204,11276.004400000002,72.99999999999496
51-01301,2,1,0,1,1,1,10,2,2,2,2,26,0,2,10,9,N,501,374209.15520000004,11162.799999999997
06-08507,1,6,0,6,1,1,10,2,2,2,2,37,0,N,11,9,N,501,81551.416016,3305.099999999997
01-01301,2,4,0,2,1,1,12,2,2,2,2,55,0,4,7,8,N,104,66943.52388000001,2731.1999999999957
29-01901,1,6,0,2,3,0,N,2,2,2,2,32,N,N,7,4,N,218,14891.968560000001,5434.8
24-01004,2,4,4,2,1,2,9,2,2,2,2,93,0,N,9,5,N,73,35671.3978,4187.899999999999
13-04600,2,2,2,3,1,2,5,2,2,1,2,25,N,9,4,5,1,4,442404.11288,3670.3999999999983
26-02702,1,6,0,1,1,2,11,2,2,2,2,31,0,3,9,8,N,180,62881.978336,4817.2
36-04010,2,6,0,1,1,2,12,2,2,2,2,43,3,N,8,4,3,459,8592.171448000001,50441.59999999999
06-08507,2,6,0,1,1,1,N,2,2,2,2,87,0,2,7,5,N,501,178773.15672,3305.099999999997
19-01700,1,6,0,1,1,1,N,2,2,2,2,18,0,4,4,1,N,220,10624.662984000002,3572.2999999999975
06-08507,1,6,0,6,1,2,0,2,2,2,2,18,0,2,3,9,N,107,146297.94928,3305.099999999997
17-03529,1,6,0,2,1,2,14,2,2,2,2,41,0,9,9,9,N,501,101100.06728,15097.5
51-51255,2,6,0,1,1,2,6,2,2,2,2,23,0,N,9,8,N,190,23438.36724,11224.3
06-07502,1,6,0,5,2,0,N,1,1,2,2,54,N,N,2,4,N,118,150924.73104,33632.6
06-08507,1,3,0,6,1,2,3,2,2,2,2,51,0,2,5,6,N,199,9567.002552000002,3305.099999999997
06-07502,1,6,0,6,3,0,14,2,2,2,2,34,N,N,9,0,N,123,9572.933056000002,33632.6
17-03529,1,N,0,1,1,2,N,2,2,2,2,8,2,3,9,N,N,120,N,15097.5
30-00600,2,1,1,1,1,1,11,2,2,2,2,65,0,6,10,7,N,500,3850.6860720000004,16.3
51-51255,1,4,0,2,1,2,14,2,2,2,2,37,0,2,10,5,N,501,66377.177448,11224.3
26-02702,2,4,0,1,1,2,10,2,2,2,2,37,0,2,8,2,N,501,9288.829984,4817.2
38-00100,2,4,0,1,1,1,8,2,2,2,2,72,0,2,6,0,N,158,5516.7595679999995,72.99999999999496
06-08507,2,1,0,6,1,1,11,2,2,2,2,40,2,4,12,9,N,501,88417.15207999999,3305.099999999997
38-00100,1,6,0,1,1,1,3,2,2,2,2,17,0,3,2,6,N,7,103309.015024,72.99999999999496
51-51255,1,6,0,1,1,2,10,2,2,2,2,25,2,N,9,8,N,501,84160.33544,11224.3
28-01100,2,6,0,1,1,2,7,2,2,2,2,80,0,2,6,2,N,2,20130.681072,2674.299999999996
08-00803,2,1,0,1,1,1,14,2,2,2,2,82,0,2,9,9,N,501,83194.96856,3393.199999999999
51-01301,2,1,0,1,1,2,10,2,2,2,2,36,0,N,9,8,5,501,149184.44408000002,11162.799999999997
06-07502,2,6,0,9,1,2,10,2,2,2,2,24,0,N,9,9,N,501,305615.60192,33632.6
51-01301,2,6,0,1,1,1,10,2,2,2,2,29,0,3,9,9,N,501,84336.7676,11162.799999999997
30-00600,2,6,0,1,1,1,10,2,2,2,2,30,0,3,12,5,N,31,57411.403024,16.3
24-01004,2,1,0,1,1,1,9,2,2,2,2,41,0,4,9,7,N,186,88278.52204,4187.899999999999
38-00100,2,1,0,1,1,1,10,2,2,2,2,47,2,3,10,8,N,336,1475.3796079999993,72.99999999999496
30-00600,1,1,0,1,1,1,10,2,2,2,2,28,0,2,7,5,N,501,36210.88128,16.3
26-02702,1,1,1,1,1,1,N,2,2,2,2,81,0,2,11,3,N,432,47439.80096,4817.2
19-01700,2,5,0,1,1,2,N,2,2,2,2,15,1,2,4,0,N,0,-1.1363295999999536,3572.2999999999975
24-01004,2,1,0,1,1,1,18,2,2,2,2,62,0,3,9,9,N,501,43555.986168,4187.899999999999
51-51255,2,6,0,1,1,2,13,2,2,2,2,62,0,2,9,0,N,240,63982.7408,11224.3
51-51255,2,1,0,1,1,1,10,2,2,2,2,67,0,2,10,8,N,501,83921.78596000001,11224.3
19-01700,1,1,0,2,1,2,13,2,2,2,2,69,3,4,11,1,N,383,469.87835280000036,3572.2999999999975
51-01301,1,6,0,6,1,2,11,2,2,2,2,43,0,4,7,8,N,501,63623.285992000005,11162.799999999997
36-04010,1,6,0,2,1,2,12,2,2,2,2,37,0,N,11,7,N,14,-3434.8509847999994,50441.59999999999
51-51255,1,6,0,6,1,2,16,2,2,2,2,38,2,4,7,3,N,501,2929.1720560000012,11224.3
08-00803,2,1,0,1,1,1,N,2,2,2,2,54,1,4,9,9,N,501,68980.59655999999,3393.199999999999
29-01901,1,6,0,2,1,2,6,2,2,2,2,19,0,2,5,0,2,247,66995.26048,5434.8
01-01301,1,6,0,1,1,2,16,2,1,2,2,28,0,10,7,0,N,15,20010.728312,2731.1999999999957
51-01301,1,1,0,6,1,2,N,2,2,2,2,60,2,4,9,6,N,501,78395.71721599999,11162.799999999997
24-01004,1,N,0,1,1,1,N,2,2,2,2,9,0,2,3,N,N,501,N,4187.899999999999
29-01901,2,4,0,2,1,1,N,2,2,2,2,46,0,N,7,1,N,12,7727.055336000001,5434.8
17-03531,2,1,0,1,1,2,11,2,2,2,2,74,0,3,9,5,N,87,15.84463119999964,11171.599999999997
17-03529,2,6,1,2,3,0,4,1,2,2,2,18,N,N,1,1,N,11,11587.009168,15097.5
38-00100,2,1,0,1,1,1,N,2,2,2,2,54,0,2,7,9,N,501,967.7196480000002,72.99999999999496
01-01301,1,N,0,1,1,1,N,2,2,2,2,13,0,5,5,N,N,153,N,2731.1999999999957
40-00200,2,1,0,1,1,2,N,1,1,2,2,67,0,2,5,1,N,163,24693.751664000003,90.69999999999706
40-00200,2,1,0,1,1,1,8,2,2,2,2,55,0,3,5,8,N,93,57740.14719999999,90.69999999999706
36-03710,1,6,0,1,1,2,4,2,2,2,2,20,2,N,5,1,N,24,10101.765943999999,52864.7
40-00200,2,1,0,3,1,1,10,2,2,2,2,39,3,4,10,9,N,501,805506.5616,90.69999999999706
51-01301,1,2,0,1,1,1,17,2,2,2,2,45,0,N,7,6,N,501,88554.72,11162.799999999997
17-03529,1,N,0,2,1,2,N,1,1,1,2,5,0,N,5,N,N,418,N,15097.5
40-00200,1,1,0,8,3,0,N,2,2,2,2,47,N,N,7,4,N,266,21805.506704000003,90.69999999999706
40-00200,1,6,0,8,1,1,N,1,1,1,1,30,0,N,11,0,N,396,-3.4393264000009367,90.69999999999706
38-00100,1,N,0,1,1,2,N,2,2,2,2,11,0,2,5,N,N,88,N,72.99999999999496
24-01004,2,1,0,1,1,1,11,2,2,2,2,83,0,2,10,4,N,501,80950.8092,4187.899999999999
38-00100,1,6,0,1,1,1,15,2,2,2,2,69,0,5,3,7,N,235,-2102.2432224000004,72.99999999999496
38-00100,2,2,0,1,1,1,8,2,2,2,2,66,2,N,5,0,N,149,27214.559216,72.99999999999496
06-07502,2,N,1,3,1,2,N,1,2,2,2,13,3,6,3,N,N,2,N,33632.6
28-01100,2,3,0,1,1,2,4,2,2,2,2,63,1,4,7,0,N,501,17874.850415999997,2674.299999999996
24-01004,1,N,0,1,1,1,N,2,2,2,2,11,0,2,2,N,N,501,N,4187.899999999999
36-03710,1,N,3,9,1,1,N,2,1,1,2,12,0,4,2,N,N,373,N,52864.7
24-01004,2,1,0,1,1,1,10,2,2,2,2,41,1,4,10,8,N,501,353759.404,4187.899999999999
