PUMA,SEX,MSP,HISP,RAC1P,HOUSING_TYPE,OWN_RENT,INDP_CAT,DREM,DPHY,DEYE,DEAR,AGEP,NOC,NPF,EDU,PINCP_DECILE,DVET,POVPIP,DENSITY,PINCP
13-04600,2,4,0,2,1,1,N,2,2,2,2,56,2,3,7,1,N,501,4200.6273494264,21658.316912
51-51255,1,6,0,2,3,0,N,2,2,2,2,46,N,N,7,0,N,N,10938.077180159999,-0.3492920000007871
24-01004,2,4,0,1,1,1,15,2,2,2,2,67,0,N,10,9,N,501,3806.3362180999993,153314.68808
36-03710,2,N,2,8,1,1,N,2,2,2,2,13,2,4,3,N,N,142,52760.2583495,N
32-00405,1,1,0,2,1,2,14,2,2,2,2,73,0,2,5,1,N,295,7871.391810412,6399.371936000001
19-01700,2,1,0,1,1,2,12,2,2,2,2,29,0,2,5,6,N,N,3659.8142933419995,100536.58256
36-03710,1,6,4,8,1,2,14,2,2,2,2,20,0,2,5,2,N,122,41510.261953268,12965.405792000001
40-00200,2,4,0,1,1,1,6,2,2,2,2,49,0,2,8,6,N,312,184.6302398052,32582.601872
51-01301,2,1,0,1,1,1,N,2,2,2,2,24,1,3,9,4,N,501,11177.577144731998,20756.121456
40-00200,2,2,0,3,1,1,13,2,1,2,2,56,0,2,5,3,N,51,455.61284183159995,15236.416079999999
06-08507,2,1,0,6,1,1,4,2,2,2,2,69,1,2,10,9,N,501,2826.0334365892,207881.68424
28-01100,2,6,0,2,1,2,N,2,2,2,2,94,0,2,4,2,N,15,2854.4780309212,9081.790064
32-00405,1,1,1,8,1,1,0,2,2,2,2,39,2,4,5,4,N,149,7585.024827751999,26647.226816000002
08-00803,1,6,0,1,3,0,N,2,2,2,2,53,N,N,7,1,N,N,3989.1615585119994,2285.659599999999
38-00100,1,6,0,1,1,2,10,2,2,2,2,26,0,N,5,5,N,501,851.4259542295999,41900.57128
51-01301,2,6,0,1,1,2,10,2,2,2,2,34,0,N,10,6,N,389,11694.546535339998,96050.446864
06-08507,1,N,0,6,1,2,N,1,2,2,2,10,1,3,3,N,N,121,2761.6086474176,N
01-01301,2,3,0,2,1,1,15,2,2,2,2,60,0,N,9,7,N,341,3174.4767312216,27560.965312
32-00405,2,N,1,8,1,2,N,2,2,2,2,5,4,5,2,N,N,296,7584.441909899999,N
17-03529,1,6,0,2,1,2,N,2,2,2,2,37,2,4,9,0,N,235,14527.501928827998,-3.6708552000000054
24-01004,1,1,0,1,1,1,5,2,2,2,2,41,2,4,11,9,N,501,3556.451542928,951672.176
51-51255,1,1,0,2,1,1,7,2,2,2,2,51,0,3,5,7,N,501,11652.481322875998,53014.223551999996
17-03529,1,6,0,2,1,1,N,2,2,2,2,15,2,4,3,4,N,157,14522.831715719998,29628.707208
28-01100,2,1,0,2,1,1,12,2,2,2,2,62,0,2,5,8,N,501,2653.438066662,91749.36319999999
36-04010,2,6,0,2,1,2,10,2,2,2,2,60,1,4,8,5,N,173,50967.146488959996,36046.040256
51-01301,1,6,0,1,1,2,8,2,2,2,2,27,0,3,9,8,N,501,11395.986369831999,100348.94136
06-07502,2,1,0,1,1,2,13,2,2,2,2,58,0,2,10,8,N,501,33763.08974656,71315.75756
13-04600,2,N,0,2,1,2,N,N,N,2,2,4,4,6,2,N,N,303,3462.722791592,N
06-07502,1,6,0,1,1,2,3,2,2,2,2,35,0,N,9,3,N,12,34011.82074116,22917.40072
24-01004,2,6,0,1,1,2,N,2,2,2,2,34,0,3,7,0,N,501,3793.2290750224,-1.3993879999998171
36-03710,2,3,4,8,2,0,N,2,1,1,2,63,N,N,3,0,N,83,24711.446742067998,-8.679920000000493
38-00100,1,1,0,8,1,1,N,2,2,2,2,54,0,5,6,5,N,501,181.45411966812,35790.589040000006
30-00600,2,N,0,1,1,2,N,N,N,2,2,2,3,6,N,N,N,75,221.24182504928,N
30-00600,2,1,0,1,2,0,15,2,2,2,2,43,N,N,5,6,N,471,190.95776288268,36167.16068
30-00600,1,1,0,1,1,1,15,1,2,1,1,36,0,2,5,5,2,362,771.3133289115999,35568.647376
24-01004,2,6,0,1,1,1,14,2,2,2,2,19,1,4,7,1,N,488,3984.859170268,1771.7685359999996
36-03710,1,6,4,1,3,0,6,2,2,2,2,19,N,N,7,1,N,N,31963.097552823994,7821.358232000002
24-01004,1,1,0,1,1,1,14,2,2,2,2,51,0,2,9,1,N,501,4209.077491495999,949.8346160000001
32-00405,1,6,0,2,1,1,N,2,2,2,2,45,3,5,7,0,N,412,7636.110733611999,-4.027968000000328
40-00200,1,6,0,1,1,2,N,2,2,2,2,22,0,2,7,2,N,70,523.5361950831999,10774.759912000001
08-00803,1,6,0,1,3,0,N,2,2,2,2,18,N,N,7,0,N,105,3913.3999948143996,-3.521624000000884
36-03710,1,6,1,9,1,2,N,2,2,2,2,16,4,5,3,0,N,0,19357.084671867997,2152.948040000001
36-03710,2,1,2,8,1,2,N,2,2,2,2,25,2,4,9,4,N,379,34233.90028764,20611.236264
19-01700,2,3,0,2,1,1,N,1,1,2,1,80,0,2,5,3,N,501,4201.729449959999,15526.643376000004
32-00405,2,4,0,1,1,2,N,2,1,2,2,83,0,2,4,1,N,161,8008.096352143999,428.0237440000001
24-01004,2,1,0,1,1,1,N,2,1,2,2,70,0,3,5,4,N,185,3573.894157348,23283.625040000003
08-00803,2,N,0,1,1,2,N,2,2,2,2,5,2,4,9,N,N,N,4161.888626651999,N
29-01901,2,1,0,2,1,1,N,2,2,2,2,54,0,3,5,0,N,501,5883.784625771999,-3.1308439999993425
24-01004,2,1,0,1,1,1,N,2,2,2,1,79,0,2,10,7,N,501,5364.543282448,41471.11408
30-00600,2,1,0,2,1,1,16,2,2,2,2,53,3,5,7,4,N,266,595.0508613567999,19267.459408
51-51255,1,1,0,1,1,1,N,2,2,2,2,77,0,2,9,4,N,98,11562.577738731998,27817.695079999998
36-04010,1,3,0,1,1,1,N,2,1,1,2,78,0,11,4,5,N,501,4322.65980126,41435.370736
30-00600,1,1,0,1,1,1,N,2,1,2,2,67,0,2,9,2,N,123,238.34145863811997,13696.462319999999
51-51255,2,1,0,1,1,1,N,2,2,2,2,71,2,4,4,0,N,501,11252.511948059999,0.2516408000010415
24-01004,2,6,0,6,1,1,13,2,2,2,2,15,1,6,4,3,N,501,4616.967784504,15409.505568
36-04010,1,N,0,2,1,2,N,N,N,2,2,2,1,5,N,N,N,308,50873.56782708,N
26-02702,2,6,0,1,1,2,11,2,2,2,2,27,0,N,9,5,N,274,4574.4843298024,27744.422160000002
29-01901,2,3,0,1,1,1,N,1,1,2,2,89,0,5,5,3,N,136,517.835808114,15626.155336
51-51255,1,6,0,1,1,2,11,2,2,2,2,26,0,4,10,8,N,501,11322.316228715998,80087.44592
13-04600,1,6,0,2,1,1,4,2,2,2,2,19,0,4,4,3,N,168,3398.9759945439996,19856.802408
24-01004,1,N,0,1,1,1,N,N,N,2,2,3,2,5,1,N,N,501,3427.755647732,N
40-00200,2,6,0,2,1,2,14,1,2,2,2,50,0,2,4,1,N,201,22389.744127759997,10809.323568
36-03710,2,1,4,2,1,2,14,2,2,2,2,51,1,3,1,3,N,65,52481.52003338,15456.019744000001
51-51255,1,1,0,6,1,2,11,2,2,2,2,66,0,2,10,7,N,487,10983.041127363998,221141.64456000002
26-02702,2,2,0,2,1,1,12,2,2,2,2,60,0,2,8,4,N,24,4781.553556624,21258.358592
30-00600,1,6,0,1,1,1,12,2,2,2,2,37,4,5,7,7,N,357,196.02126849863998,68892.009072
17-03529,2,N,0,2,1,2,N,2,2,2,2,11,3,5,4,N,N,62,14587.623854119998,N
17-03529,2,3,0,2,1,1,N,2,1,2,2,79,0,2,8,1,N,212,15111.539109939997,5992.342168000001
24-01004,1,4,0,1,1,1,9,2,1,2,2,53,0,N,9,9,N,501,3428.987543936,201035.0984
29-01901,2,4,0,2,1,1,12,2,2,2,2,64,0,2,5,7,N,241,5844.7386424,46902.443056
51-51255,2,3,0,1,1,1,N,2,2,2,2,84,0,N,11,9,N,501,10936.692023595999,213210.32024
38-00100,2,4,0,5,1,1,16,2,2,2,2,70,1,3,8,5,N,501,381.08992307868,35190.49124
28-01100,2,3,0,1,1,1,6,2,2,2,2,63,0,2,5,3,N,129,385.15003840255997,18410.85896
40-00200,1,4,4,1,1,1,12,2,2,2,2,73,0,N,4,3,N,114,278.41864113028,14940.590944
30-00600,1,1,1,1,1,1,6,2,2,2,2,52,0,5,5,8,N,501,382.77424386539997,28339.10248
51-51255,1,1,0,1,1,2,10,2,2,2,2,36,1,3,2,5,N,363,11748.854608147998,696807.11664
30-00600,2,6,0,1,1,2,6,2,2,2,2,29,1,4,5,0,N,405,174.16441748088,0.8476303999996162
51-51255,2,1,0,1,1,1,N,2,2,2,2,53,1,2,7,0,N,501,11275.076629407999,-0.6118160000005446
26-02702,2,4,0,1,1,1,11,2,2,2,2,53,0,N,9,8,N,501,4613.167984543999,63863.102
17-03529,1,4,0,2,1,2,14,2,2,2,2,23,0,N,7,3,N,14,14341.964937011997,12072.3272
30-00600,1,1,0,1,1,1,16,2,2,2,2,36,0,3,12,8,N,501,817.2086763171999,442233.14496
40-00200,1,1,0,1,1,1,3,2,2,2,2,57,2,3,8,8,N,501,444.8096776004,100655.31288000001
06-07502,1,1,0,1,1,2,10,1,2,2,1,26,0,2,9,7,N,468,34098.88319532,70996.08616
32-00405,2,4,1,8,1,2,7,2,1,2,2,52,0,3,5,6,N,501,8187.797823632,43368.634880000005
40-00200,1,1,0,1,1,1,N,2,2,2,1,70,0,2,8,2,N,281,617.4331628763998,6325.046247999999
38-00100,1,1,0,1,1,1,10,2,2,2,2,47,3,5,7,4,N,289,375.63124883655996,28256.53768
08-00803,2,4,0,1,1,1,15,2,2,2,2,63,0,N,9,9,N,501,4121.55578474,115168.66832
19-01700,1,1,0,1,1,1,N,2,2,2,2,73,0,3,1,4,N,393,4149.09508598,33126.33784
30-00600,1,1,0,1,1,1,3,1,2,2,2,51,0,4,7,9,N,501,693.7272270523999,112854.34224
38-00100,2,6,0,1,1,1,14,2,2,2,2,23,0,2,10,7,N,501,474.6453475171999,34376.430368
51-51255,2,2,0,1,1,1,10,2,2,2,2,62,0,N,9,8,N,501,11279.494227163997,131887.337584
30-00600,2,1,0,1,1,1,16,2,2,2,2,47,0,2,7,6,N,22,552.4443227315999,61529.755288
24-01004,1,1,0,1,1,1,16,2,2,2,2,65,0,4,11,7,N,395,3429.978451436,50956.698048
51-01301,1,1,0,1,1,1,N,2,2,2,2,72,0,2,9,7,N,501,11501.236600851998,49039.163968
06-08507,2,6,0,6,1,2,18,2,2,2,2,19,2,4,9,0,N,58,2719.3173494984,-0.5272471999996924
30-00600,1,4,0,3,1,2,N,2,2,2,2,48,0,N,5,4,N,53,379.74523781939996,19713.317344
24-01004,2,1,0,1,1,1,8,2,2,2,2,36,0,2,9,6,N,501,3708.3764238599997,52621.479632
26-02702,1,6,0,1,1,1,14,2,2,2,2,18,0,2,7,0,N,N,4699.2812814399995,-1.435460000000603
13-04600,1,1,0,2,1,2,N,2,2,2,2,63,0,2,7,6,N,431,4037.9494045463994,40297.21096
51-51255,2,1,0,2,1,2,10,2,1,2,2,62,0,2,6,1,N,78,10941.791365711999,1740.9363279999998
40-00200,2,6,0,1,1,2,12,2,2,2,2,34,5,6,4,4,N,235,87.18152658707999,30769.318544
38-00100,2,1,0,1,1,1,N,2,2,2,2,76,0,2,7,3,N,501,315.67561632,17411.640512
30-00600,1,1,0,1,1,1,N,2,1,2,2,70,0,4,5,3,N,83,237.975520462,13947.968327999999
08-00803,1,1,0,1,1,2,N,2,1,2,1,71,0,2,4,4,N,77,4153.4917557696,14836.565976000002
51-51255,2,6,0,1,1,1,11,2,2,2,2,51,0,N,9,7,N,501,11393.662097199998,63741.678304
06-08507,2,3,0,1,1,1,4,2,2,2,2,48,0,8,7,9,N,501,3003.9808168328,386898.6168
24-01004,1,6,0,6,1,1,10,2,2,2,2,61,0,2,10,2,N,501,4191.7204914839995,8786.472608
38-00100,1,1,0,1,1,1,11,2,2,2,2,43,0,2,9,5,N,408,448.3995108672,25779.855535999995
17-03531,2,1,0,2,1,1,10,2,2,2,2,57,0,3,5,3,N,159,11490.279013595999,15837.478471999999
24-01004,2,N,0,1,2,0,N,N,N,2,2,2,N,N,N,N,N,N,4095.7472685999996,N
51-01301,2,6,0,1,1,1,11,2,2,2,2,23,0,N,9,8,N,501,11123.346759072,138410.41904
06-08507,1,1,0,1,1,1,8,2,2,2,2,38,0,2,11,8,N,501,3296.0542640279996,129948.7428
51-01301,1,3,0,1,1,1,9,1,1,2,1,82,0,N,5,9,4,501,10979.799934992,169352.47296
51-01301,2,4,0,1,1,1,9,2,2,2,2,67,0,N,9,7,N,501,11179.368705491997,24327.34164
06-07502,1,1,0,6,1,2,7,2,2,2,2,45,3,6,10,9,2,501,33931.838387148,195891.52512
36-04010,2,N,4,2,1,1,N,N,N,2,2,1,2,5,N,N,N,446,51024.92564468,N
32-00405,1,6,1,1,1,1,14,2,2,2,2,50,0,4,6,5,N,244,7649.996650712,35755.543088
06-08507,1,1,0,6,1,2,5,2,2,2,2,48,2,4,7,5,N,226,2621.912674852,35871.88464
06-08507,1,1,0,6,1,1,3,2,2,2,2,47,2,4,9,6,N,501,2867.794083724,40139.17952799999
06-07502,2,6,0,2,1,2,14,2,1,2,2,37,0,3,10,2,N,501,8012.020874328,6304.0470000000005
29-01901,2,6,0,1,1,2,3,2,2,2,2,63,0,N,7,2,N,15,5319.312450824,10742.535592
17-03531,2,1,0,1,1,1,12,2,2,2,2,64,0,2,7,8,N,501,10928.772690855998,92696.82768
40-00200,1,N,0,1,1,1,N,N,N,2,2,3,1,3,3,N,N,179,240.95484901199998,N
32-00405,2,N,0,2,1,2,N,2,2,2,2,13,5,8,3,N,N,0,8315.684609823998,N
17-03531,2,6,0,2,1,2,14,2,2,2,2,29,0,3,4,1,N,71,11564.931077983998,4278.629584
30-00600,2,6,0,3,1,2,6,1,2,2,2,37,0,N,9,5,N,227,431.382431764,32753.026040000004
38-00100,1,1,0,3,1,1,N,2,2,2,2,51,3,7,6,0,N,0,100.86743363243998,14187.660088
17-03531,2,4,0,2,1,2,N,2,2,1,2,64,0,2,5,0,N,0,11651.050716687998,725.3425279999992
36-04010,1,N,0,2,1,1,N,2,2,2,2,5,2,4,2,N,N,501,50407.45920814799,N
24-01004,1,1,1,1,1,1,10,2,2,2,2,29,0,4,9,9,N,501,3814.6138629919997,156341.58312
36-03710,1,4,0,1,1,2,15,2,2,2,2,58,1,3,5,3,N,285,52421.172445419994,10031.842376
30-00600,1,6,0,1,1,1,14,2,2,2,2,25,0,2,7,6,N,483,683.7991794767998,47999.272335999995
13-04600,2,6,0,2,1,1,0,2,2,2,2,53,0,2,7,5,5,422,764.2321189471999,79206.508896
24-01004,2,3,0,1,1,1,10,2,2,2,2,21,0,3,10,8,N,501,3423.5135066639996,71585.23543999999
19-01700,1,N,1,1,1,2,N,2,2,2,2,9,3,5,3,N,N,289,3777.451396596,N
51-51255,1,N,0,1,1,2,N,2,2,2,2,9,0,2,3,N,N,501,11193.246166847997,N
36-04010,2,6,4,5,3,0,N,2,1,2,1,20,N,N,5,1,N,1,50869.363736859996,-7.381327999999485
51-51255,1,1,0,1,1,1,N,2,1,2,2,65,0,2,9,4,N,501,11739.295918039998,27389.34676
51-51255,1,1,0,1,1,1,10,2,2,2,2,58,3,5,9,9,N,501,11555.800988399997,222608.94663999998
38-00100,1,2,0,1,3,0,N,1,2,2,2,60,N,N,7,2,N,N,177.06391852268,463.55733599999985
13-04600,1,6,0,2,1,2,10,2,2,2,2,40,0,N,7,7,N,433,3421.5589614384,69314.058152
19-01700,2,6,4,1,3,0,N,2,2,2,2,19,N,N,7,1,N,112,4141.033591044,7766.794656000002
30-00600,1,3,0,3,1,1,N,2,2,2,2,58,0,3,5,2,N,437,468.9131458111999,2885.8869919999997
13-04600,2,6,0,2,1,1,N,2,2,2,2,17,0,2,4,0,N,219,4157.6958459896,0.3853744000007282
38-00100,1,N,0,1,1,1,N,2,2,2,2,6,3,5,2,N,N,501,338.74232047412,N
19-01700,1,6,0,1,1,1,10,2,2,2,2,39,0,N,9,5,N,398,3466.9786732439998,39806.57832
28-01100,2,1,0,1,1,1,N,2,2,2,2,56,0,4,11,8,N,501,2833.8530972468,82446.74175999999
30-00600,1,1,0,1,1,1,16,2,2,2,2,44,0,4,7,9,N,501,484.75905152199994,33117.554976
06-07502,1,6,0,1,1,2,11,2,2,2,2,37,0,N,10,8,N,371,33735.18050652,73820.26324
30-00600,2,1,0,1,1,1,11,2,2,2,2,58,0,2,7,8,N,501,2859.9762199119996,66328.34264
32-00405,2,1,0,1,1,1,N,2,2,2,2,62,0,3,7,8,N,501,8113.186980996,37770.466224
51-51255,1,6,0,1,1,2,N,2,2,2,2,28,0,N,9,7,N,501,11038.859607444,54632.35736
40-00200,2,N,0,3,1,1,N,N,N,2,2,0,0,4,N,N,N,488,393.67751353588,N
36-04010,2,5,0,2,1,2,N,2,2,2,2,36,1,5,9,0,N,229,50708.562438664,0.44268879999981436
06-08507,1,6,0,6,1,1,15,2,2,2,2,28,0,N,10,7,N,501,2852.898762184,64246.897392
51-51255,2,6,0,1,1,2,10,1,2,2,2,33,0,N,9,4,N,48,11227.860283395998,15230.482904
36-04010,1,1,0,2,1,2,N,2,2,2,2,66,0,2,4,5,N,501,50719.27163844,82245.15272
06-08507,2,N,0,6,1,1,N,2,2,2,2,9,2,4,3,N,N,501,2771.9729585351997,N
13-04600,2,3,0,2,1,1,N,2,2,2,2,65,0,3,9,3,N,N,3383.553245972,15577.774768
51-51255,1,1,0,1,1,1,16,2,2,2,2,60,0,2,10,9,N,501,11492.953671119998,176433.80735999998
06-08507,1,1,0,1,1,1,10,2,2,2,2,65,0,2,10,9,N,501,4984.5458464759995,217585.29272000003
51-51255,2,6,0,2,1,2,6,2,2,2,2,31,0,N,4,3,N,68,11420.791823339998,15183.912615999998
38-00100,2,N,0,1,1,1,N,N,N,2,2,3,2,4,1,N,N,246,807.9022316223999,N
51-51255,1,6,0,1,1,2,16,2,2,2,2,18,0,6,5,1,N,33,11378.179101451999,7943.029087999999
19-01700,2,6,0,1,1,2,8,2,2,2,2,18,1,N,9,1,N,32,4140.0317967736,17310.132568
01-01301,1,6,0,1,1,1,N,2,2,2,2,26,0,2,4,0,N,45,2561.5585865388,-3.7420640000000276
06-08507,2,N,0,6,1,1,N,2,2,2,2,5,2,4,2,N,N,501,2944.8055120815998,N
26-02702,1,6,0,1,1,2,N,2,2,2,2,26,0,N,9,3,N,221,4967.062010303999,14414.24168
17-03529,1,6,0,2,1,2,7,2,1,2,2,62,0,N,7,3,N,74,14605.993957959998,15486.372328000001
38-00100,2,1,0,1,1,1,11,2,2,2,2,29,0,2,9,8,N,501,286.79375432639995,71517.15288
38-00100,2,1,0,1,1,1,11,2,2,2,2,45,1,2,7,8,N,501,382.30693188839996,40416.790976000004
30-00600,1,1,0,1,1,1,6,2,2,2,2,76,0,4,7,8,N,501,248.58804465987998,73931.568072
36-04010,2,3,0,2,1,2,7,2,2,2,2,63,0,2,5,4,N,54,50982.761077224,18639.881424000003
51-01301,2,1,0,1,1,1,16,2,2,2,2,68,0,2,8,7,N,477,11569.735526027998,66131.3628
17-03529,1,6,0,2,1,2,7,2,2,2,2,49,0,N,9,6,N,476,14842.553966039997,53508.64776
26-02702,2,6,0,1,1,2,7,2,2,2,2,23,0,N,7,2,N,90,4625.035621248,6866.353368
06-07502,1,6,0,6,1,2,10,2,2,2,2,27,0,N,8,2,N,111,34389.46219546,7043.748783999999
06-07502,1,1,0,1,1,2,14,2,2,2,2,45,1,2,9,9,N,501,33860.254172379995,125833.55552
51-51255,1,6,0,8,1,1,10,2,2,2,2,44,0,5,5,3,N,349,10965.565746935998,16127.562816000001
24-01004,2,3,0,1,1,1,N,1,1,2,1,94,0,2,8,3,N,309,3495.335010748,14788.518071999999
06-08507,1,1,0,6,1,1,3,2,2,2,2,62,0,2,9,8,N,501,3346.8434789703997,47390.78311999999
36-04010,2,6,0,2,1,2,12,2,2,2,2,29,0,3,4,5,N,472,51094.1993274,34177.748464
08-00803,1,6,0,1,1,2,N,2,1,2,2,44,0,N,6,1,N,N,4199.617363654,13925.263007999998
01-01301,2,6,0,2,1,2,12,2,2,2,2,55,0,12,5,6,N,36,2767.4585953588,47546.863992
06-08507,2,1,0,1,1,1,N,2,2,2,2,52,1,2,10,9,N,501,2760.6976995468,206586.32536000002
30-00600,2,1,0,1,1,1,15,2,2,2,2,71,0,2,9,6,N,501,681.0260125351999,52679.611664
38-00100,2,6,0,3,1,1,14,1,2,2,2,35,0,6,3,1,N,138,810.5776818723998,2393.0820159999985
06-08507,2,N,0,1,1,2,N,2,2,2,2,14,2,4,3,N,N,501,3151.1028351728,N
36-03710,2,4,0,2,1,2,N,2,1,2,2,61,0,2,5,2,N,123,52311.533154779994,11494.417688000001
24-01004,1,1,3,6,1,1,16,2,2,2,2,49,0,4,9,9,N,501,4136.4141124,125587.65135999999
13-04600,2,6,0,2,3,0,N,2,2,2,2,18,N,N,5,0,N,N,3745.8311419079996,-4.248407999999472
26-02702,1,1,0,1,1,1,N,2,2,2,2,63,0,4,12,7,N,501,4464.43620394,63381.936256
38-00100,1,1,0,5,1,1,1,2,2,2,2,40,2,4,10,9,N,501,731.6483850787998,94443.89484000001
24-01004,2,N,0,1,1,2,N,2,2,2,2,11,2,4,3,N,N,194,3608.7278589979996,N
30-00600,1,N,0,1,1,1,N,2,2,2,2,11,3,4,3,N,N,155,459.45603032799994,N
29-01901,1,6,0,2,1,2,N,2,2,2,2,69,0,N,7,1,N,501,5751.794161319999,-1.4902359999996406
30-00600,2,N,0,1,1,1,N,2,2,2,2,6,2,4,2,N,N,139,186.14854262816,N
19-01700,1,4,0,2,1,1,15,2,2,2,2,64,0,N,8,7,6,38,5540.693341456,51486.251039999996
29-01901,2,1,0,9,1,1,11,2,2,2,2,66,0,2,10,7,N,501,11665.320841655997,51813.036640000006
51-51255,2,1,0,1,1,1,12,2,2,2,2,73,1,2,9,4,N,501,10932.403904419998,19317.053064
24-01004,2,6,0,1,1,1,9,2,2,2,2,81,0,N,9,9,N,501,4001.2464021399996,159846.35199999998
32-00405,2,1,1,1,1,2,11,2,2,2,2,38,0,2,9,6,N,366,7901.581458912,54974.27984
36-03710,1,6,0,2,1,1,N,2,2,2,2,73,0,N,4,1,N,0,2932.5838967944,14829.397
38-00100,1,1,0,1,1,1,3,2,2,2,2,59,0,2,7,6,N,469,685.4314551591998,40246.528463999995
06-07502,2,N,0,6,1,2,N,2,2,2,2,11,0,2,3,N,N,501,34051.11352656,N
38-00100,1,1,0,1,1,1,11,2,2,2,2,50,2,3,5,1,N,249,97.00829020407998,266.7531799999997
24-01004,1,2,0,1,1,1,10,2,2,2,2,65,0,N,10,7,N,501,3929.99883168,72475.984048
17-03531,2,5,0,2,1,2,12,2,2,2,2,39,0,N,7,5,N,442,11340.838535947998,33971.646415999996
30-00600,2,1,0,1,1,1,9,2,2,2,2,61,0,2,9,7,N,501,813.3020168923999,54007.75999199999
51-51255,1,N,0,2,1,2,N,2,2,2,2,5,2,4,2,N,N,501,10966.140737527998,N
19-01700,2,5,0,1,1,1,4,2,1,2,2,51,0,3,3,2,N,101,3674.1055048216,4744.407279999999
38-00100,2,6,0,1,1,2,11,2,2,2,2,20,0,N,7,2,N,302,589.5359194231999,8203.948552000002
24-01004,1,1,0,6,1,2,14,2,2,2,2,32,2,3,3,4,N,501,3955.5600173079993,24692.0496
30-00600,2,N,1,1,1,1,N,N,N,2,2,3,0,6,3,N,N,501,161.00516588087999,N
13-04600,1,6,0,9,1,1,N,2,2,2,2,47,0,N,9,6,N,501,4143.1258592,40760.004032000004
08-00803,1,3,0,1,1,1,N,2,1,2,2,82,0,N,12,8,N,501,4009.3004983,61615.260624
38-00100,2,6,0,1,1,1,6,2,2,2,2,26,1,2,5,1,N,479,654.2600419323999,7670.163111999998
51-01301,2,1,0,1,1,1,10,2,2,2,2,52,0,2,11,9,N,501,11575.037805999998,136277.2412
17-03529,2,6,0,2,1,2,N,2,1,2,2,58,0,7,4,2,N,254,15033.162290319999,9252.693855999998
32-00405,2,N,1,1,1,2,N,2,2,2,2,8,2,4,3,N,N,0,7654.26257356,N
40-00200,1,6,0,3,1,1,10,2,2,2,2,42,2,4,6,0,N,310,192.59718366876,0.9054792000006273
32-00405,2,6,0,2,1,2,N,2,2,2,2,31,3,6,4,3,N,356,7692.861987951998,21664.147215999998
30-00600,1,N,0,1,1,1,N,2,2,2,2,13,2,3,3,N,N,234,191.65907700519998,N
13-04600,1,N,0,2,1,1,N,2,2,2,2,12,3,5,3,N,N,306,3583.496183144,N
19-01700,1,1,0,1,1,1,10,2,2,2,2,31,4,7,8,9,N,501,178.19586254776,78915.26624
13-04600,1,6,0,2,1,2,11,2,2,2,2,23,0,2,9,2,N,195,3675.477766376,9113.525408000001
26-02702,1,1,0,1,1,1,11,2,2,2,2,33,0,3,10,9,N,501,4845.8766126256,77996.63264000001
51-51255,1,N,0,1,1,1,N,2,2,2,2,7,1,3,3,N,N,305,11491.578027267999,N
38-00100,1,6,0,1,1,1,10,2,1,2,2,44,0,N,9,9,N,501,317.7159344988,223777.46568
38-00100,1,1,0,1,1,1,7,2,2,2,1,40,0,2,6,8,N,501,440.74489576279996,133942.30064
19-01700,1,1,0,9,1,1,11,2,2,2,2,31,1,3,7,6,N,452,4158.053418263999,44397.916
26-02702,1,6,0,6,1,2,10,2,2,2,2,21,0,N,5,2,N,230,3764.348692784,8817.080368000003
08-00803,1,N,0,1,1,1,N,2,2,2,2,9,2,4,3,N,N,501,3723.1562716459994,N
29-01901,1,3,0,2,1,2,10,2,2,2,2,26,3,5,10,7,N,191,5188.462454844,67796.276648
38-00100,1,1,0,1,1,1,3,2,2,2,2,45,0,2,7,5,N,305,174.99030056703998,63951.896568
38-00100,1,1,0,1,1,1,N,2,2,2,2,48,1,3,5,7,N,501,574.3646763867998,55001.039919999996
38-00100,2,N,0,9,1,1,N,2,2,2,2,6,1,3,2,N,N,501,700.5418696871999,N
38-00100,2,N,0,1,1,1,N,2,2,2,2,10,3,4,3,N,N,98,307.4995460528,N
30-00600,2,1,0,1,1,1,12,2,2,2,2,62,0,2,9,7,N,501,219.20349397031998,61443.648751999994
13-04600,2,1,0,2,1,1,N,2,1,2,2,60,0,2,5,2,N,323,4149.898381659999,3959.6809599999997
32-00405,2,6,1,1,1,2,4,2,2,2,2,29,0,7,5,2,N,208,8226.820025223999,9506.402928
40-00200,1,1,0,1,1,1,0,2,2,2,2,87,4,6,8,3,N,398,195.70218042912,14389.591144000002
24-01004,2,1,0,9,1,1,10,2,2,2,2,38,1,3,9,9,N,501,3871.43355601,111398.83035999999
01-01301,2,5,0,2,1,1,3,2,2,2,2,68,4,6,4,4,N,152,3007.0266815184,13175.424992
29-01901,2,1,0,2,1,2,18,2,2,2,2,58,1,3,5,1,N,155,5089.025547824,71.33846400000039
01-01301,2,1,0,2,1,1,N,2,2,2,2,38,1,4,5,8,N,246,2954.64197338,15563.472888
29-01901,1,4,0,9,1,1,9,2,2,2,2,35,0,2,7,3,N,336,5621.761730088,15481.696328000002
08-00803,2,6,0,1,1,1,9,2,2,2,2,28,0,N,9,5,N,501,4150.3641874576,30247.331319999998
30-00600,2,1,0,1,1,1,15,2,2,2,2,42,0,3,7,2,N,315,109.43319743155998,13180.55256
24-01004,1,1,0,6,1,1,16,2,2,2,2,38,3,5,11,7,N,501,3440.4432802103993,77107.77848000001
17-03531,2,1,0,2,1,1,12,2,2,2,2,48,0,4,8,7,N,267,11126.189474507999,66791.3134
