SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,AGEP,HOUSING_TYPE,DVET,DEYE,target
1,1,1,1,6,9,59,1,N,2,5157
1,6,1,1,1,7,70,1,5,2,2675
2,N,1,1,3,9,36,3,N,2,3857
2,6,1,1,4,7,34,1,3,2,6291
1,1,5,0,0,4,68,1,N,2,1149
1,1,1,1,N,5,21,1,N,2,4352
2,1,1,1,8,12,0,1,N,2,12
2,6,1,1,N,7,1,1,N,1,4270
2,5,1,1,9,N,24,1,N,2,5895
2,6,1,2,9,12,37,1,N,2,3635
1,6,1,1,9,8,52,1,N,2,2929
1,1,1,2,0,9,3,1,N,1,0
2,1,9,1,0,N,0,1,5,1,2784
2,1,1,1,6,11,13,1,N,2,4623
1,5,1,1,N,1,74,1,2,1,6323
1,N,5,1,5,9,45,1,N,2,775
2,5,1,0,0,4,80,1,N,2,1343
1,1,1,0,7,6,6,2,N,1,855
1,1,6,1,0,9,3,1,6,2,4870
1,6,3,1,5,12,24,1,N,2,3156
1,6,1,1,1,2,8,1,N,1,4395
1,2,1,1,1,11,51,1,N,2,4847
2,3,1,2,0,6,57,1,6,2,3127
1,1,8,2,5,8,37,3,N,2,0
2,1,1,1,0,N,48,1,N,2,2619
1,1,1,2,1,9,19,3,N,2,941
2,5,6,0,7,8,77,1,4,2,7633
1,1,1,1,5,10,24,1,N,2,7633
2,3,1,2,9,1,49,1,N,2,7277
2,4,9,1,1,6,54,3,N,2,5786
2,1,1,1,N,6,9,1,N,2,6420
2,3,5,1,8,10,13,1,N,2,1490
1,1,8,1,1,9,0,1,1,2,2716
1,6,1,1,0,5,0,1,N,2,2882
1,1,1,0,3,5,27,1,N,2,855
1,6,1,2,0,8,42,1,N,2,2619
2,1,1,1,9,6,54,1,N,2,4167
2,1,1,1,1,3,37,1,N,2,7009
2,2,1,2,0,7,86,1,N,2,1168
2,1,1,1,6,5,64,1,N,2,4784
1,1,1,1,N,8,23,1,N,2,6017
1,4,1,1,3,5,11,1,N,2,3893
1,1,1,0,9,5,54,1,4,2,1960
1,6,5,1,1,4,42,1,3,2,7424
1,1,1,0,5,9,47,1,1,2,3019
2,1,1,1,0,11,70,1,N,2,91
2,3,1,1,0,9,34,1,N,2,5613
1,1,1,1,1,9,39,1,1,2,3583
1,1,1,2,6,N,30,1,N,2,2619
1,1,1,1,8,9,0,1,N,2,5409
1,3,1,1,9,8,54,1,N,2,2374
2,N,1,1,7,9,56,1,N,2,3875
2,1,7,1,1,9,14,1,4,2,2882
1,1,1,2,9,8,3,1,3,2,3972
2,5,1,1,N,6,65,1,6,2,7633
1,5,1,1,8,9,69,1,N,2,3730
1,2,1,1,8,9,21,1,N,2,2277
2,1,1,1,N,8,50,1,N,2,1259
2,5,2,2,9,8,14,2,N,2,0
2,3,1,0,3,5,81,1,N,2,6703
1,1,1,1,0,12,75,1,N,2,5995
1,3,1,2,0,9,0,1,N,2,1179
2,6,1,1,0,N,59,1,N,1,2619
2,1,2,1,7,9,57,1,N,2,3212
1,1,1,0,1,5,27,1,N,2,3536
2,4,9,1,5,10,60,1,N,2,1875
2,1,1,1,3,10,34,1,5,2,6177
1,N,1,1,0,9,53,1,4,2,6386
1,1,1,1,7,6,59,1,N,2,1511
2,3,1,1,9,7,48,1,N,2,2683
2,6,1,1,1,10,19,1,6,2,0
1,5,1,1,N,5,6,1,N,2,1982
2,1,1,1,6,5,23,1,N,1,3657
2,4,9,1,9,10,41,1,N,2,7633
2,1,8,1,N,5,47,1,N,2,981
1,1,1,2,8,9,9,1,N,2,1562
1,4,1,1,9,1,71,2,N,2,5224
1,1,1,1,N,9,35,1,3,2,4908
2,1,1,2,8,7,26,1,N,2,372
2,1,1,1,4,8,65,1,N,2,803
2,4,1,1,9,11,17,1,N,2,272
2,1,1,1,6,N,4,1,N,2,3719
1,1,1,1,8,5,24,1,N,2,6966
1,1,1,1,1,12,73,1,N,2,5327
2,6,1,0,1,9,0,1,N,2,1852
1,1,1,1,1,8,28,1,N,2,5426
1,4,9,1,8,N,71,1,6,2,2894
1,1,1,2,2,9,44,1,N,2,4983
1,1,1,0,2,2,13,1,N,2,0
2,1,1,1,N,12,25,1,N,2,883
2,1,1,1,4,9,17,1,N,2,6335
2,2,1,1,N,9,49,1,N,2,3374
1,1,1,0,4,5,14,1,N,1,5856
2,1,1,1,6,N,8,1,N,2,3599
2,1,1,1,3,6,51,1,N,1,1698
2,1,1,1,9,11,0,3,N,2,2516
2,1,1,2,0,9,15,1,N,2,2958
1,5,1,2,2,10,49,1,N,2,7633
2,6,1,1,9,8,35,1,1,2,2743
1,6,1,1,0,9,64,1,N,2,356
1,3,1,2,3,9,17,1,N,2,2619
1,6,1,1,1,5,0,1,N,2,2736
2,6,1,1,3,5,42,1,N,2,195
2,N,1,1,N,9,53,1,N,2,7541
2,4,1,2,4,12,59,1,N,2,0
2,1,1,1,6,10,26,1,N,2,4044
2,1,1,1,4,11,0,1,N,2,910
2,N,1,2,9,1,80,1,N,2,5237
1,1,1,1,N,7,35,1,N,2,0
2,4,1,1,9,7,37,1,N,2,5404
2,N,1,1,N,12,3,2,6,2,6090
2,6,5,1,5,7,18,1,N,2,4981
2,6,1,1,0,9,53,1,4,2,5013
1,1,1,1,6,4,0,3,N,2,7414
1,5,1,1,2,5,22,1,N,2,0
2,1,1,1,3,8,12,1,4,2,7265
1,3,1,1,7,8,17,1,N,2,5571
2,1,9,2,0,4,69,1,N,2,4238
2,5,1,1,N,12,44,1,N,2,0
2,1,1,1,9,5,23,1,N,2,5308
1,1,1,1,1,9,9,1,N,2,3377
1,6,1,2,0,7,2,1,N,2,5514
1,6,7,1,5,6,68,1,1,2,997
1,3,1,1,2,8,94,1,N,2,3038
2,1,1,2,7,10,58,1,N,2,3447
1,N,9,2,0,4,55,1,N,1,6771
2,1,1,1,8,8,78,3,N,2,4566
1,1,1,1,6,8,51,1,1,2,3602
1,3,8,1,N,N,2,1,N,2,0
2,6,1,1,8,5,0,1,N,2,2498
1,4,1,1,7,N,23,1,N,2,1237
2,3,1,1,7,10,49,2,N,2,5002
2,1,1,1,0,7,11,1,N,2,3572
2,4,8,1,1,12,34,1,N,2,4641
2,6,3,1,6,9,28,1,N,2,2299
1,1,1,1,2,5,41,1,N,2,345
1,1,1,1,9,9,4,1,N,2,5679
2,6,1,1,0,12,75,1,N,2,194
2,5,1,1,9,9,12,1,N,2,5106
1,1,1,1,0,7,27,1,N,2,5308
2,4,1,1,9,6,46,1,N,2,7296
2,6,1,0,7,9,34,1,N,2,7168
2,1,1,1,6,12,32,1,N,2,4324
1,1,3,1,0,6,50,1,N,2,4607
2,1,1,0,N,7,3,1,N,2,4679
1,1,1,1,7,5,56,1,N,1,5398
1,1,1,1,7,9,25,3,6,2,977
1,N,1,1,8,8,55,1,N,2,2639
2,1,1,1,2,7,18,1,N,2,6135
1,1,1,0,N,7,61,1,N,2,5022
2,1,1,1,8,5,36,1,N,2,5327
2,6,1,2,9,4,15,1,N,2,1606
2,N,1,2,4,8,33,1,N,2,2619
1,1,1,1,8,4,0,1,N,1,3279
1,1,1,0,7,5,74,1,N,1,2117
2,1,1,1,2,6,7,1,N,2,4539
2,4,6,1,9,1,64,1,N,2,7548
1,1,1,1,5,N,56,1,5,2,4014
1,1,1,0,9,11,31,1,N,2,2203
1,N,1,2,8,5,21,1,N,2,1171
2,6,1,1,8,1,10,1,4,1,1702
1,5,1,2,0,5,0,1,N,2,321
1,1,1,1,2,5,19,1,4,2,3903
1,1,1,1,0,5,3,1,N,2,4381
1,4,1,2,9,5,3,1,N,2,0
2,1,1,1,6,1,28,1,N,2,4635
1,6,1,2,8,5,16,1,N,2,0
1,6,1,1,9,11,32,1,N,2,6368
1,N,1,2,1,8,48,1,N,2,580
2,5,1,1,0,1,66,1,N,2,3524
2,N,1,2,6,2,52,1,6,1,527
2,1,1,1,N,12,30,1,N,2,0
2,1,1,1,9,9,44,1,N,2,6268
1,6,1,0,9,11,43,1,N,2,3428
2,5,9,1,5,11,0,1,N,2,1675
1,1,1,1,9,1,4,1,N,2,5756
2,1,1,1,6,1,58,1,N,2,7626
2,1,7,1,6,10,44,1,N,2,7633
1,1,1,1,0,11,40,1,N,2,122
2,6,1,1,0,5,5,1,N,2,4022
1,1,1,2,1,8,30,1,5,2,482
2,6,2,1,9,5,54,1,N,2,7162
1,1,1,1,0,N,68,1,N,2,2619
1,1,1,1,7,5,25,1,6,2,2062
2,6,1,0,9,7,43,1,N,2,2412
2,1,1,1,0,11,6,1,N,2,3997
2,1,1,2,N,11,21,1,N,2,124
1,4,1,1,9,5,2,1,N,2,4600
1,1,9,2,N,10,13,1,N,2,427
2,6,1,1,0,9,21,1,N,2,3080
2,1,2,1,9,8,36,1,N,2,2793
1,1,1,1,8,9,22,1,N,1,4771
1,6,1,1,0,10,23,1,N,2,4199
1,6,1,1,9,N,0,1,N,2,0
1,1,1,2,3,10,51,1,4,2,7281
1,3,5,2,N,11,71,1,N,2,6315
1,1,1,2,0,5,38,1,N,2,3036
2,1,3,1,0,7,0,3,4,2,4263
2,1,8,1,2,9,21,1,N,2,5720
1,1,1,1,1,4,12,1,6,2,4446
1,4,9,1,N,5,21,1,N,2,6280
1,1,1,1,N,9,49,3,N,2,459
1,1,1,1,4,2,30,1,N,2,1886
2,4,1,0,N,8,2,1,1,2,7633
2,1,7,1,N,8,94,1,N,2,1531
1,4,1,1,9,6,0,1,N,2,7633
1,1,1,1,1,7,50,1,N,2,100
2,4,8,1,1,7,58,1,N,2,5224
2,4,1,1,3,11,5,1,N,2,5556
2,4,1,1,N,N,35,1,N,2,5821
2,4,1,1,3,12,42,1,N,2,2619
2,4,1,2,2,8,34,1,N,2,3894
1,1,1,1,9,5,33,1,1,2,3906
1,6,1,1,3,9,69,1,1,1,3460
2,1,1,2,3,12,51,1,N,2,2074
1,1,3,1,3,5,25,1,N,1,3392
1,6,1,1,3,7,23,1,N,2,1191
1,1,1,1,8,7,39,3,N,2,4291
2,1,1,1,N,11,47,1,6,2,4608
1,6,1,1,N,12,21,1,N,1,4121
2,1,5,1,5,7,0,1,N,1,5128
2,1,1,1,4,5,50,1,N,2,7358
2,4,1,2,9,9,56,1,6,2,5295
1,4,9,1,0,5,0,1,N,2,516
2,5,1,2,6,1,19,1,N,2,6651
2,N,1,2,9,10,40,2,N,2,5118
1,6,1,2,8,8,34,1,N,2,3607
1,1,1,1,8,5,40,1,N,2,0
2,N,1,1,0,8,61,1,N,2,6851
1,6,1,1,N,11,25,2,N,2,2338
2,5,1,1,6,5,21,1,N,2,855
2,1,1,1,2,1,49,1,N,2,4718
1,N,1,2,4,9,21,1,N,2,855
2,1,1,2,2,3,7,1,N,2,4874
2,2,1,1,8,N,4,1,4,2,5538
2,1,1,1,4,7,32,1,N,2,3229
1,1,3,1,7,9,47,1,N,2,621
1,1,1,1,0,5,21,1,N,2,3644
2,2,1,1,0,3,62,1,N,2,2355
2,6,1,0,8,5,47,1,N,2,3877
1,1,1,1,N,N,48,1,N,2,5768
2,6,6,1,2,9,43,1,N,2,6156
1,6,1,1,6,5,38,1,N,2,872
2,N,1,2,0,1,65,1,6,2,7476
2,1,6,2,9,11,66,1,N,2,381
2,1,1,1,6,N,89,3,N,2,855
1,1,8,1,3,6,30,1,N,2,5354
2,1,1,1,8,8,4,1,N,2,2574
2,1,6,0,4,9,57,1,N,2,0
1,1,1,1,0,1,17,1,N,2,1554
1,1,1,1,7,9,46,1,N,2,6830
1,1,1,1,9,9,59,1,N,2,1048
1,6,1,1,1,8,35,1,N,2,4852
2,2,1,1,7,N,55,1,6,2,520
1,3,6,1,4,11,3,1,N,2,0
2,1,1,1,N,N,21,1,N,2,4001
2,1,1,1,N,1,15,1,N,2,7281
1,1,1,1,N,9,0,1,4,2,6943
2,1,1,1,1,8,64,1,N,2,2262
1,1,1,1,N,10,53,1,N,2,437
1,6,1,1,9,8,68,1,4,2,5448
1,3,6,0,8,4,0,3,N,1,6826
2,6,1,1,2,9,82,1,N,2,3191
1,1,1,1,9,9,37,3,N,2,1998
1,3,1,2,9,8,19,1,N,2,3386
2,3,1,0,8,9,23,1,6,2,2930
2,5,1,2,8,12,0,1,N,2,323
1,5,1,1,0,9,4,1,N,2,0
2,5,1,1,5,6,0,1,N,2,4164
1,1,1,1,N,N,21,1,N,2,4593
1,1,1,1,N,8,47,1,N,1,3510
2,1,9,1,4,9,18,1,N,1,5827
2,6,8,1,N,7,59,1,4,2,2329
2,1,1,1,0,5,48,1,N,2,273
1,3,1,1,0,12,32,1,N,2,3002
1,1,1,1,N,12,40,1,N,2,4205
2,6,1,1,9,9,23,1,N,2,7571
2,1,1,1,4,10,18,1,N,2,395
1,4,1,0,3,9,42,1,N,1,3098
2,1,1,1,2,3,1,1,2,2,4270
1,N,1,1,8,N,29,2,N,2,2985
2,1,1,1,4,N,0,1,N,2,1395
1,1,3,1,4,11,15,1,6,2,2130
1,6,1,1,0,12,10,1,N,2,1034
1,6,1,1,9,8,41,1,N,2,6443
1,1,1,1,0,4,37,1,N,2,4479
1,1,1,1,0,1,65,1,N,2,3746
1,3,1,1,4,12,72,1,N,2,5366
1,1,1,2,3,8,65,1,N,2,3085
1,3,9,2,9,4,49,1,N,2,3632
2,1,1,1,5,3,36,1,1,2,4271
1,1,1,1,6,N,6,1,N,2,4712
2,1,1,1,2,4,16,1,N,2,2296
2,6,5,1,8,3,7,1,N,2,3342
2,2,1,1,3,3,44,1,N,2,4105
2,1,1,0,N,5,40,1,N,2,6720
2,1,2,2,5,7,69,1,N,2,0
1,5,1,1,0,2,54,1,N,2,1975
2,6,1,1,8,11,8,1,N,2,269
2,6,1,1,1,9,21,1,N,2,7176
1,3,1,1,5,7,41,1,N,2,7014
1,6,1,2,4,11,67,1,N,2,4326
2,2,1,1,6,12,33,1,N,1,3791
2,6,6,2,N,7,27,1,N,2,2239
2,6,2,1,9,7,54,1,2,2,7633
1,6,1,2,0,11,20,1,N,2,0
1,6,1,1,7,3,11,1,N,2,3573
1,2,1,1,8,6,43,1,N,2,0
1,6,1,1,0,5,0,1,N,2,2697
2,4,1,1,4,N,24,1,N,2,4327
2,1,1,1,2,1,31,1,N,2,5999
1,N,8,1,4,11,0,1,3,2,4928
1,1,1,2,1,8,52,1,N,2,4395
2,2,7,1,1,5,36,1,N,2,270
1,6,3,1,8,N,0,1,N,2,7633
1,5,1,2,N,11,39,1,N,2,5075
2,1,2,1,0,6,30,3,N,1,5881
1,6,1,1,N,9,3,1,N,2,6199
1,5,6,2,0,11,52,1,N,2,2619
1,6,1,1,N,8,0,1,N,2,3720
2,6,1,1,9,5,57,1,N,2,4698
1,1,1,1,N,5,0,1,N,2,3992
2,N,1,1,2,7,41,1,1,2,7633
2,6,1,1,N,6,21,1,N,2,5049
1,1,1,1,0,N,23,1,N,2,0
1,1,1,1,0,1,18,1,N,2,3980
1,1,1,2,9,9,0,1,N,2,3093
2,N,1,1,5,6,79,1,N,2,3503
2,1,1,1,1,9,8,1,N,2,5744
1,1,1,1,4,N,62,1,N,2,64
2,6,5,1,9,8,81,1,N,2,53
1,4,2,1,N,5,21,1,N,2,7362
1,1,1,2,0,10,33,1,N,2,5265
2,6,1,1,7,8,77,1,2,2,3465
2,1,1,2,8,N,37,1,N,2,2668
2,1,1,1,5,8,39,1,N,2,3617
2,6,1,2,9,8,0,1,N,2,7633
2,1,1,1,9,10,39,1,6,2,2331
2,1,1,1,9,8,5,1,2,1,6736
1,6,6,2,5,5,0,1,N,2,3988
1,3,1,1,4,9,79,1,N,1,3761
1,6,1,2,3,4,66,1,N,2,2874
1,6,1,1,1,4,22,1,N,2,3221
2,6,1,1,9,5,60,1,N,2,2330
1,1,6,1,9,6,53,1,N,2,5253
2,1,1,1,9,5,21,1,N,2,0
2,1,1,1,5,12,37,1,N,2,855
1,1,1,2,3,6,54,1,N,2,5144
2,6,5,1,2,9,35,1,N,2,2464
1,1,1,0,8,7,71,1,N,2,838
2,1,1,2,4,5,22,1,N,2,6037
2,4,1,1,0,7,21,1,N,2,0
2,4,1,1,8,2,8,3,N,2,6912
2,1,1,1,2,N,63,1,N,2,2968
2,1,1,1,N,11,32,1,N,2,2866
2,4,1,1,3,9,34,1,N,2,3925
2,4,1,1,5,7,36,1,N,2,1393
1,1,1,1,N,9,40,3,N,2,4474
2,6,1,1,6,5,42,1,N,2,0
1,6,1,1,N,9,54,1,N,2,5954
2,5,1,1,3,5,3,1,N,2,3514
1,N,1,1,9,9,5,1,N,2,0
1,1,1,1,1,4,8,1,N,2,1972
2,1,1,2,7,N,52,1,N,2,855
1,1,1,2,1,11,19,1,N,2,3682
2,4,1,2,9,12,39,1,N,2,1967
2,1,1,1,N,12,68,1,N,2,5696
2,1,1,1,N,12,12,1,N,2,7416
1,1,1,1,N,3,46,2,5,2,3237
2,6,1,2,2,9,59,1,N,2,4649
2,4,6,1,1,5,81,1,N,2,599
2,N,1,2,2,7,20,1,N,2,6673
2,1,1,1,0,9,59,1,N,2,0
2,6,1,1,9,9,63,1,N,2,1871
2,1,8,1,N,1,8,1,4,2,5748
1,1,1,1,N,N,0,1,N,2,3768
1,6,1,1,1,12,40,1,N,2,5509
2,1,1,1,7,9,33,1,N,1,5195
2,6,1,0,0,9,5,1,N,2,1233
2,N,1,2,7,3,49,1,N,2,6428
2,1,1,1,1,9,21,1,N,2,4686
1,6,1,0,9,12,11,1,5,2,397
1,6,7,2,N,5,15,1,N,2,6030
2,3,1,1,9,5,0,1,N,2,556
1,2,1,1,1,1,2,1,N,2,7633
1,6,6,1,7,N,46,1,N,2,3814
2,4,1,0,1,7,21,1,N,2,1041
2,3,1,2,N,9,70,1,N,2,5371
1,2,1,1,9,8,32,1,N,2,5041
2,1,1,1,7,N,35,1,1,2,6372
1,5,3,1,0,9,18,1,N,2,7294
1,2,1,2,N,5,3,1,N,2,1716
2,1,1,1,6,12,12,1,N,2,1901
1,5,1,0,2,11,12,1,N,2,5077
1,1,1,1,N,N,23,1,5,2,6648
2,1,1,1,2,8,18,1,N,2,7304
2,1,1,1,5,N,45,1,6,2,3042
2,6,1,1,1,9,10,1,N,2,5129
2,6,1,1,5,N,0,1,N,2,3156
1,1,1,1,3,12,38,1,N,2,2619
1,1,1,2,7,N,0,1,N,2,907
2,1,7,2,N,8,35,2,N,2,7155
1,6,1,1,1,5,75,2,2,2,1851
2,2,1,1,1,9,81,1,4,2,2482
1,1,5,1,0,3,34,1,N,2,2619
2,1,1,1,8,N,40,1,N,2,0
1,6,1,1,N,12,11,1,N,2,4735
1,1,8,2,8,11,19,1,N,2,855
1,1,3,1,1,5,0,1,N,2,3959
2,1,8,1,9,5,47,1,N,1,5976
1,6,1,2,N,11,20,1,N,2,4294
2,4,1,1,N,8,4,1,N,2,5927
2,N,1,2,N,11,0,1,N,2,7290
2,1,1,1,1,10,30,1,N,2,857
2,1,1,1,9,9,32,1,N,2,5816
2,5,1,1,9,8,22,3,N,2,1336
2,N,1,1,4,1,0,1,N,2,6908
1,1,1,1,2,5,35,1,N,2,7633
2,6,2,1,0,5,27,1,N,2,3127
1,3,2,2,8,9,0,1,1,2,7106
1,1,3,1,8,N,0,1,N,2,0
2,1,1,2,0,12,73,1,N,2,492
1,1,1,1,N,9,52,1,N,2,2687
2,6,1,1,N,N,46,1,1,2,2432
1,4,6,2,2,9,32,1,N,2,6006
1,4,1,2,3,5,76,1,6,2,5414
1,6,7,1,6,7,12,1,N,2,512
1,3,1,1,N,10,20,1,N,1,6908
2,4,1,0,N,N,56,1,N,2,3541
1,6,1,1,N,9,3,1,N,2,1427
1,6,1,1,N,11,65,1,N,2,5095
1,1,1,2,6,N,29,1,4,2,900
2,1,1,1,8,4,50,1,N,2,762
1,3,1,1,6,N,28,1,N,1,0
2,1,6,0,9,5,49,3,4,2,3661
1,1,1,1,2,12,3,1,N,2,3771
1,N,1,1,4,11,3,1,N,2,4127
2,6,6,1,6,8,72,1,N,2,4823
2,6,5,2,1,11,34,1,N,2,6643
1,1,1,1,7,5,49,3,N,2,5044
1,1,1,1,N,10,55,2,N,2,7633
1,1,6,1,2,6,12,3,N,2,540
2,6,5,1,N,4,34,2,N,2,5609
2,1,1,1,9,5,57,1,N,2,3528
1,3,1,1,0,5,0,1,N,2,4140
2,1,1,2,8,5,0,1,6,2,3244
2,1,3,1,1,9,0,1,N,2,2627
1,6,1,1,8,4,31,1,N,2,2513
1,1,1,1,8,9,54,1,N,2,0
1,5,1,1,9,11,19,1,N,2,462
2,1,1,1,N,4,21,1,N,2,7633
1,1,1,1,2,9,66,1,N,2,7611
2,6,1,1,7,3,69,1,N,2,5934
2,1,1,2,4,N,68,2,N,2,5903
1,1,1,0,9,2,16,1,N,2,2490
2,6,1,2,N,6,22,1,N,2,7633
1,3,1,1,8,5,58,1,N,2,6716
1,6,1,1,9,11,34,1,N,2,3368
2,N,1,1,N,10,63,3,N,2,6410
1,6,1,1,6,12,3,1,N,2,4861
2,2,5,2,1,5,7,1,N,2,5823
1,4,1,1,0,8,46,1,5,2,7340
2,6,1,1,N,8,24,1,N,2,6781
1,N,1,1,1,N,62,1,3,2,5373
2,4,1,0,1,10,29,3,N,1,5858
1,6,1,1,5,N,34,1,N,2,1327
2,1,1,1,N,5,24,1,N,2,5901
1,6,1,1,7,7,37,1,N,2,2619
1,6,7,1,4,11,58,1,N,2,2726
2,1,1,1,9,N,25,1,N,2,0
2,1,1,1,9,1,67,2,1,2,1452
2,1,1,1,8,12,43,1,N,2,0
1,1,1,0,8,9,43,1,3,2,730
1,1,1,1,N,12,3,1,N,2,2384
1,1,1,0,N,4,21,1,N,2,7146
1,1,1,1,0,4,43,1,N,2,4143
2,6,1,1,6,N,0,1,N,2,0
1,1,1,1,2,1,43,1,1,2,7633
1,1,1,2,N,N,21,1,N,2,5963
2,4,1,1,1,5,46,1,N,2,7633
2,6,1,1,0,4,46,1,4,2,1460
1,6,1,2,9,9,47,1,N,2,5636
2,1,1,1,9,12,21,1,N,2,2619
1,1,3,2,2,11,5,1,N,2,4706
1,5,2,1,5,11,10,1,N,2,2747
2,1,7,1,3,10,40,1,N,2,3234
2,1,1,2,N,6,30,1,N,2,694
2,1,5,1,8,5,28,1,N,2,0
2,N,1,2,N,5,3,1,5,1,48
1,1,1,1,3,9,36,1,N,2,855
1,1,6,1,7,9,94,1,4,2,4401
1,6,1,1,N,9,3,1,N,2,2288
1,6,9,2,N,8,40,1,5,2,5967
2,3,1,1,6,12,0,1,N,2,4476
2,3,7,0,8,N,66,1,N,2,152
1,6,1,1,1,9,65,1,N,2,6521
1,4,1,1,N,9,12,1,N,2,360
1,1,3,1,8,9,26,3,2,2,7138
1,1,6,1,9,2,33,1,2,2,5702
2,1,1,1,6,9,0,1,N,2,4538
2,6,1,0,3,7,39,1,N,2,7390
1,5,7,1,5,7,20,1,3,2,76
1,4,1,1,9,N,0,1,N,2,302
2,6,1,1,1,1,6,1,N,2,6211
1,6,1,1,6,N,0,1,N,2,5632
2,1,1,2,1,6,55,1,N,2,6121
2,1,1,1,0,12,2,1,N,2,5688
1,1,1,1,0,12,94,1,N,2,4723
2,1,6,2,0,N,10,1,N,2,5013
1,4,1,1,8,11,18,1,N,2,5152
2,1,1,1,0,6,80,1,N,2,2952
1,4,9,1,7,11,21,1,N,2,2101
1,1,1,1,4,9,47,1,N,2,5229
1,1,3,1,2,9,54,1,N,2,5509
1,1,1,1,1,N,12,1,N,2,4257
1,3,1,1,2,N,44,1,N,2,6945
1,1,3,1,5,11,33,1,N,2,4059
2,3,1,1,6,11,21,1,N,2,7570
1,6,1,1,6,5,3,1,N,2,1638
1,4,1,1,9,9,6,1,N,2,478
2,6,1,1,4,5,47,1,N,2,6347
2,1,1,2,6,7,74,1,N,2,7066
1,6,1,1,8,11,40,1,N,2,4542
2,6,1,1,6,9,51,1,3,2,784
1,4,6,1,1,11,55,1,2,2,4126
2,1,2,1,1,9,0,1,N,2,5589
2,2,1,1,1,12,58,3,N,2,2848
1,4,1,1,7,9,21,1,N,2,5437
1,1,1,1,3,6,31,1,3,2,3579
2,3,1,1,0,7,0,1,N,2,2551
1,1,6,2,N,3,17,1,N,2,7633
1,1,1,1,0,11,12,1,N,2,0
2,1,1,2,1,9,56,1,5,2,2545
2,1,5,2,6,8,35,1,N,2,1442
1,2,9,1,9,11,17,1,N,2,1739
2,1,1,0,3,5,55,1,1,2,5344
1,1,1,0,4,N,30,1,N,2,2619
2,1,1,1,N,4,58,1,N,2,6950
1,1,1,1,N,5,65,1,N,2,4809
2,4,1,2,2,9,34,1,N,2,6795
2,6,6,1,9,12,51,1,N,2,4544
1,1,1,1,8,1,49,1,4,2,5903
1,6,1,1,N,7,0,1,N,2,5033
1,1,1,1,7,9,88,1,2,2,4570
1,6,1,1,4,4,47,1,N,2,5831
2,3,1,1,0,N,50,1,N,2,855
2,2,1,2,5,4,44,1,N,2,4392
1,6,1,1,3,N,1,1,N,2,3605
2,1,1,1,9,8,37,1,N,2,7470
2,1,1,1,N,10,27,1,N,2,7633
1,1,1,1,9,7,78,1,1,2,5237
1,6,1,1,3,8,52,1,N,2,2741
1,6,2,1,N,9,19,1,N,2,0
1,2,1,1,8,7,35,2,N,2,4957
1,6,1,1,N,5,0,1,N,2,4561
1,2,1,2,7,10,30,1,N,2,4596
2,1,2,1,8,5,45,1,N,2,5642
2,4,1,1,N,9,6,1,N,1,2622
1,6,1,1,N,4,24,1,N,2,4431
2,N,8,2,1,9,45,3,N,2,0
1,6,1,1,5,N,9,1,N,1,2075
2,6,1,1,9,11,0,1,N,2,965
1,6,1,1,0,N,33,1,N,2,4894
1,1,1,1,1,7,58,1,N,2,872
1,1,1,1,0,1,48,1,N,2,4692
2,1,6,1,9,8,7,1,3,2,496
1,1,1,2,N,9,3,1,N,2,3805
1,1,5,0,N,10,34,1,N,2,7633
2,1,1,1,9,12,3,1,N,2,855
1,1,1,1,2,9,21,1,N,2,2199
1,4,9,1,9,10,54,1,N,2,1145
2,3,1,1,0,N,36,1,6,2,1005
1,1,3,1,N,8,2,1,N,2,5691
2,6,1,2,1,1,34,1,N,2,1203
1,1,1,1,5,7,89,1,5,2,1497
2,1,1,1,0,5,48,1,N,2,4989
1,5,1,1,9,5,35,1,N,2,3127
1,6,1,2,5,8,76,1,N,2,2096
1,6,5,2,3,12,0,1,N,2,747
1,N,1,2,8,N,8,1,N,2,180
2,1,1,1,N,8,40,1,N,2,5571
1,2,3,1,9,9,3,1,N,2,4682
2,N,1,0,1,5,28,1,N,2,4912
2,6,1,1,9,12,65,1,N,2,1264
1,1,7,2,0,11,4,3,N,2,3578
1,6,1,1,0,8,37,1,1,2,5179
2,5,7,1,4,10,23,2,N,2,5049
2,1,9,1,2,11,15,1,N,2,3255
1,1,1,1,6,5,62,1,N,2,4327
2,N,1,1,3,9,21,3,N,2,4431
2,1,1,1,N,8,25,1,N,2,2604
1,6,1,1,0,11,21,1,N,2,181
2,4,1,1,0,8,70,1,N,2,1742
1,4,1,1,6,4,67,1,5,2,7312
1,1,1,1,8,5,0,1,N,2,57
1,6,8,1,0,10,35,3,N,2,2781
2,6,1,1,1,7,83,1,N,2,6960
2,1,1,1,0,2,36,1,N,2,4967
1,1,1,1,2,12,8,1,5,2,3262
2,6,1,1,0,10,21,1,N,2,5736
1,1,6,1,0,9,2,1,N,2,4382
1,2,1,1,2,12,21,1,4,2,4233
1,1,2,1,7,6,22,1,1,2,4616
2,1,1,1,1,10,43,1,N,2,4610
1,1,1,1,0,7,42,1,N,2,977
2,1,1,1,3,7,0,1,N,2,2753
2,1,1,1,1,9,35,1,N,2,5827
2,N,1,1,6,5,2,1,2,2,3876
2,N,1,2,0,8,40,2,N,2,339
1,4,1,1,3,9,23,2,N,2,1854
1,1,1,1,9,5,51,1,N,2,1715
