SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP_CAT,target
2,6,3,2,2,6,0,48-02102,9,518
2,1,1,0,1,9,4,48-02507,N,4761
2,1,1,2,6,6,0,48-02507,10,6342
2,1,1,1,8,8,0,48-02510,4,9083
1,1,1,1,5,8,0,48-02510,12,6564
2,1,1,1,4,7,0,48-02510,9,6452
2,1,1,2,5,9,0,48-02516,N,8960
1,1,6,0,9,9,3,48-02510,15,5897
1,1,8,0,5,6,3,48-02510,17,4237
2,6,1,2,1,4,4,48-02102,13,4095
2,1,6,1,8,9,0,48-02102,6,1103
2,N,9,2,N,1,1,48-02507,N,5003
1,4,4,0,9,9,3,48-02102,12,5832
2,1,1,2,9,11,2,48-02516,3,7621
2,3,4,2,8,9,3,48-02102,2,1270
2,1,1,2,0,9,0,48-02507,16,581
2,4,1,0,3,6,0,48-02510,N,3859
1,1,1,2,7,7,0,48-02510,3,3075
1,1,5,0,7,9,2,48-02101,1,5008
1,6,1,1,7,5,0,48-02516,14,3167
1,1,1,2,8,9,0,48-02515,6,1215
2,1,1,2,4,8,3,48-02101,8,1883
2,1,1,1,8,9,0,48-02515,11,9263
2,6,1,2,0,4,0,48-02515,N,3077
1,4,1,2,4,7,0,48-02507,4,5987
1,1,1,1,9,10,0,48-02102,9,5299
1,6,1,1,0,4,0,48-02515,N,4391
1,1,1,0,9,5,2,48-02516,16,3051
1,1,1,2,7,7,0,48-02515,N,2238
1,6,1,0,6,8,4,48-02507,14,4044
1,1,1,0,8,9,1,48-02516,9,3936
1,6,8,0,2,5,4,48-02101,14,4764
2,6,1,1,6,4,0,48-02102,12,4126
2,1,4,0,8,5,4,48-02510,2,712
2,1,9,1,8,5,1,48-02516,2,2246
1,6,1,2,5,8,0,48-02102,6,4062
1,3,1,2,9,5,0,48-02515,18,3233
2,6,2,2,1,4,3,48-02507,14,2356
1,1,1,1,8,9,1,48-02507,16,1204
1,1,1,2,9,5,4,48-02507,5,8973
2,1,1,1,3,7,0,48-02102,N,5608
1,1,1,1,8,9,0,48-02515,16,2842
1,1,2,0,3,6,0,48-02510,16,4961
1,1,1,1,7,5,0,48-02507,5,6160
2,6,1,1,2,7,1,48-02515,12,6275
2,1,1,1,0,3,1,48-02510,N,2073
2,1,1,0,2,5,0,48-02515,N,9070
2,1,1,1,6,9,0,48-02516,11,1463
1,6,1,2,0,5,1,48-02515,0,6947
1,1,2,0,6,8,0,48-02102,17,7712
2,1,8,1,3,5,4,48-02516,N,2211
1,5,8,0,3,10,2,48-02102,6,9126
1,1,1,1,8,5,0,48-02102,15,2983
1,N,9,0,N,3,0,48-02515,N,6634
2,1,4,0,6,8,3,48-02101,14,8586
2,3,1,2,9,1,1,48-02101,11,9099
2,1,1,1,2,7,0,48-02515,16,2713
2,4,4,1,3,3,3,48-02101,16,6745
1,1,1,1,2,1,0,48-02101,12,8453
2,1,1,2,0,5,3,48-02507,17,7678
2,6,1,1,0,7,0,48-02515,N,2187
2,1,2,2,3,7,0,48-02102,N,6989
2,1,1,2,6,7,4,48-02516,12,8133
1,1,1,1,8,6,0,48-02510,14,7216
2,1,1,1,7,7,0,48-02510,4,3328
1,1,1,2,7,8,0,48-02516,7,2873
2,6,1,2,8,5,0,48-02516,12,331
2,1,1,0,7,10,4,48-02101,12,8497
1,1,1,2,5,7,0,48-02507,15,7640
1,1,1,0,8,8,0,48-02510,7,3489
2,1,1,1,1,4,0,48-02515,6,8014
2,1,2,2,6,7,0,48-02516,7,976
2,1,7,0,6,7,3,48-02510,10,361
2,1,6,0,5,7,4,48-02102,11,1915
2,6,9,2,2,6,0,48-02101,14,970
1,1,1,1,9,7,0,48-02515,3,8297
1,1,1,1,7,5,0,48-02507,10,6131
2,4,1,2,7,5,1,48-02515,3,4288
1,N,5,0,N,3,4,48-02510,N,2842
1,6,1,1,3,7,0,48-02101,4,3832
1,1,1,1,1,8,0,48-02515,14,7876
1,1,6,0,7,7,1,48-02515,3,6625
2,6,1,1,2,6,0,48-02516,16,7123
1,N,1,1,N,2,0,48-02515,N,5864
1,1,1,1,8,8,0,48-02101,6,2863
2,N,8,1,N,N,2,48-02516,1,4605
2,1,1,1,3,5,0,48-02515,N,8726
2,3,8,0,9,9,4,48-02102,17,1018
1,1,2,2,6,10,0,48-02510,N,8438
2,N,2,2,N,3,0,48-02510,N,8847
2,6,2,1,0,8,0,48-02516,N,6392
1,1,1,1,8,7,0,48-02510,4,1753
1,6,1,2,N,10,2,48-02102,9,2007
2,1,1,1,9,6,0,48-02510,12,7909
2,1,1,2,6,9,0,48-02516,11,31
2,1,1,1,6,9,0,48-02102,12,8365
1,1,1,0,9,9,1,48-02516,15,7364
2,1,1,1,9,10,0,48-02507,4,7454
2,N,3,0,N,1,4,48-02516,N,7680
2,1,8,2,7,6,1,48-02515,12,999
2,4,1,0,2,6,0,48-02515,15,6685
1,6,4,0,3,7,4,48-02101,7,3884
2,6,1,1,2,5,0,48-02507,N,9146
2,N,1,1,N,2,0,48-02101,N,3395
2,N,1,0,N,3,0,48-02516,N,4016
2,6,6,0,6,9,2,48-02507,6,8328
1,1,1,2,9,10,2,48-02516,9,6481
1,1,1,1,8,7,0,48-02515,7,8203
1,N,1,0,N,2,3,48-02101,N,3318
1,1,2,0,8,7,0,48-02101,4,5748
1,6,1,2,0,4,0,48-02101,N,5459
2,1,1,2,5,7,0,48-02101,N,7145
2,1,1,0,3,7,0,48-02102,N,8128
1,1,3,2,0,7,4,48-02515,18,1199
1,1,4,0,9,9,4,48-02101,7,8035
2,1,6,1,0,5,0,48-02510,6,1130
2,1,7,0,2,7,1,48-02102,11,2152
1,1,1,0,9,9,3,48-02515,11,8407
1,4,1,2,9,4,0,48-02510,5,1306
1,1,3,0,9,10,2,48-02102,7,5751
1,1,1,1,4,8,1,48-02101,6,684
1,N,1,0,N,1,0,48-02101,9,7818
1,5,1,1,8,9,0,48-02101,9,2278
1,6,1,0,0,4,0,48-02507,N,8009
1,6,2,2,9,7,0,48-02510,4,6721
2,N,1,2,N,1,0,48-02101,N,1255
1,N,1,2,N,2,0,48-02507,N,6160
2,1,1,1,2,5,0,48-02102,13,6878
1,N,7,0,N,N,2,48-02101,N,2238
2,6,9,2,6,7,0,48-02102,18,212
1,1,1,0,9,5,1,48-02516,8,6442
1,1,2,0,9,9,0,48-02101,16,7601
2,1,1,2,7,10,0,48-02507,11,6926
1,N,9,2,N,N,0,48-02102,N,3829
1,N,2,2,N,3,0,48-02101,N,9159
1,1,8,0,8,9,4,48-02102,1,797
1,3,8,0,3,6,2,48-02507,8,6719
1,1,9,0,5,7,2,48-02101,6,325
1,N,2,2,N,3,0,48-02101,N,4157
1,1,1,2,4,5,0,48-02516,3,7563
1,1,1,0,7,7,0,48-02507,3,3308
1,1,2,0,7,6,1,48-02102,8,2928
2,1,6,0,9,9,0,48-02516,10,4842
1,1,1,1,0,9,3,48-02515,13,8542
2,1,1,0,3,4,3,48-02516,17,4668
2,6,8,0,4,9,4,48-02507,10,3144
1,1,1,1,7,9,0,48-02101,11,6307
1,2,1,1,8,4,0,48-02101,3,6015
1,1,1,2,6,6,1,48-02516,5,2021
1,1,1,1,4,9,0,48-02510,10,2629
2,1,1,1,8,5,0,48-02102,4,9220
1,6,1,1,6,5,1,48-02507,3,1578
1,1,1,1,8,7,0,48-02101,6,5198
2,4,1,2,5,5,0,48-02507,11,589
1,1,2,0,9,9,0,48-02102,N,4388
1,6,1,2,3,5,0,48-02516,N,8513
2,6,4,2,1,5,2,48-02102,6,3543
2,3,9,2,8,10,0,48-02515,N,5974
1,1,8,1,8,5,2,48-02102,6,2562
2,6,8,0,0,9,4,48-02102,N,4652
1,4,6,2,3,5,0,48-02102,17,6415
2,1,1,0,6,6,0,48-02101,16,588
1,1,1,0,6,5,0,48-02507,4,3012
2,1,1,1,7,5,0,48-02101,16,2401
2,1,1,1,3,8,0,48-02516,16,1335
2,N,1,2,N,3,0,48-02101,N,4667
1,4,1,1,2,5,0,48-02102,13,2254
1,1,2,2,8,9,0,48-02515,4,7410
2,6,8,0,0,3,1,48-02510,N,2839
1,1,1,1,9,7,0,48-02515,10,1537
2,6,1,0,0,7,1,48-02101,N,3524
1,1,7,1,9,11,3,48-02101,7,5572
1,N,2,1,N,1,2,48-02515,N,5302
1,1,9,0,9,12,4,48-02515,11,2270
1,1,1,2,1,4,0,48-02102,3,4913
2,N,1,0,N,N,0,48-02102,N,4201
1,N,2,2,N,3,1,48-02515,N,5636
1,1,5,1,5,7,3,48-02102,10,8132
1,1,1,1,8,7,0,48-02516,2,4116
1,N,1,2,N,2,0,48-02101,N,2112
2,1,9,1,6,5,0,48-02515,15,7934
2,6,1,2,4,7,2,48-02516,2,5437
2,6,1,2,2,9,1,48-02516,1,7469
2,6,1,1,0,3,1,48-02101,1,6418
1,N,1,2,N,N,0,48-02101,N,896
1,1,6,0,2,7,3,48-02515,0,1161
2,1,1,1,2,5,1,48-02515,15,5411
1,1,1,2,6,6,0,48-02101,4,7628
2,2,5,0,7,10,1,48-02507,17,1550
2,1,8,1,3,7,1,48-02102,15,7799
1,N,1,2,N,2,0,48-02507,N,5075
2,1,1,0,0,7,0,48-02101,N,3091
2,4,1,2,3,11,0,48-02101,12,6800
2,6,2,0,2,7,1,48-02510,12,2840
1,4,1,1,6,5,0,48-02101,17,2272
2,1,9,0,2,9,4,48-02510,N,5266
2,1,1,2,5,4,0,48-02101,10,4621
1,6,2,0,0,5,0,48-02510,N,2769
1,1,1,1,9,10,0,48-02102,N,9244
1,1,9,0,9,9,1,48-02515,13,7000
1,1,1,2,9,9,0,48-02515,10,1142
2,1,1,1,7,7,0,48-02102,9,7557
1,1,2,0,9,9,2,48-02102,6,270
2,1,2,2,8,9,0,48-02102,16,6851
2,1,1,0,5,7,3,48-02515,5,8968
2,N,1,2,N,3,0,48-02102,N,7712
1,3,4,0,9,7,4,48-02515,0,5655
1,5,1,0,2,9,0,48-02507,16,1679
2,N,1,2,N,1,0,48-02516,N,5515
1,1,1,2,3,7,0,48-02102,N,5077
2,1,1,1,3,6,0,48-02101,16,55
1,1,1,1,9,10,0,48-02102,7,4752
1,N,1,0,N,3,0,48-02101,N,3498
2,6,1,1,0,3,0,48-02101,5,5470
1,N,1,2,N,1,0,48-02507,N,532
1,1,1,1,9,5,0,48-02510,N,7362
1,3,3,1,3,4,1,48-02515,9,7779
1,1,2,0,8,7,0,48-02515,N,1638
2,4,1,0,7,3,1,48-02101,13,6069
1,1,3,2,9,9,3,48-02507,6,6738
1,N,1,2,N,3,4,48-02507,N,6007
2,6,5,2,0,4,4,48-02101,15,3215
2,6,2,0,0,5,0,48-02102,N,1879
1,1,1,1,7,7,0,48-02101,3,9236
1,6,2,2,0,5,0,48-02507,N,3601
2,1,1,1,2,6,1,48-02507,N,5883
2,N,5,0,N,N,4,48-02102,N,8627
1,1,1,0,9,8,3,48-02507,N,6774
2,6,5,0,0,3,1,48-02516,N,391
1,1,1,1,3,7,0,48-02102,N,285
1,6,1,0,0,4,0,48-02507,N,7487
2,6,1,1,6,8,0,48-02102,16,7408
2,1,9,2,1,5,1,48-02510,N,1696
1,4,1,1,4,8,0,48-02515,10,6342
2,2,1,2,3,3,2,48-02507,11,5709
2,3,6,2,7,9,0,48-02510,N,1656
1,3,1,2,7,5,0,48-02101,N,1711
2,1,1,1,6,7,1,48-02102,12,9058
2,3,2,2,0,9,0,48-02101,1,839
1,N,8,1,N,3,1,48-02507,N,2738
2,N,9,1,N,1,4,48-02101,N,7015
2,1,7,0,3,9,1,48-02507,13,836
1,1,1,2,3,9,1,48-02507,7,5767
1,1,2,0,9,8,0,48-02101,7,3849
1,N,6,0,N,2,4,48-02510,N,7951
2,1,1,0,5,4,0,48-02515,3,1291
1,N,2,2,N,2,1,48-02515,N,8541
2,N,1,2,N,4,0,48-02102,N,7475
2,N,3,0,N,2,4,48-02510,N,4165
1,N,9,2,N,1,0,48-02516,N,4870
1,6,3,0,7,10,3,48-02507,3,9075
1,N,1,2,3,2,1,48-02101,13,4517
2,4,1,0,6,7,0,48-02102,N,805
1,1,2,0,8,6,4,48-02510,6,146
2,3,1,2,1,4,0,48-02507,N,3968
1,N,1,2,N,1,0,48-02515,N,92
2,1,2,2,2,9,0,48-02515,N,6159
1,1,3,0,8,5,0,48-02516,N,4769
1,1,1,1,2,7,0,48-02516,N,2885
2,1,1,0,0,5,0,48-02515,N,6789
1,1,5,0,5,9,3,48-02102,11,8104
1,4,1,2,4,7,0,48-02507,4,327
2,1,9,2,3,4,3,48-02515,9,7235
1,N,1,1,N,2,0,48-02510,N,9228
2,1,1,2,7,9,0,48-02101,10,7552
2,N,9,2,N,N,1,48-02102,N,8223
1,6,5,0,7,5,2,48-02101,10,5489
2,4,1,2,5,7,4,48-02510,4,4215
2,N,1,2,N,3,0,48-02101,N,8802
1,N,1,1,N,3,1,48-02516,N,1814
2,1,1,1,7,6,0,48-02102,N,4274
1,6,2,1,0,4,0,48-02510,N,7477
1,6,6,0,0,5,4,48-02516,8,4660
2,1,1,1,0,8,0,48-02507,3,6148
2,1,2,0,9,9,0,48-02102,4,3217
1,1,1,2,8,10,4,48-02515,4,6286
1,6,1,1,4,9,0,48-02516,2,6978
1,N,1,2,N,3,0,48-02510,N,6649
2,4,2,0,N,8,0,48-02101,15,4113
2,N,1,2,N,N,1,48-02101,N,897
1,2,1,0,7,8,1,48-02101,1,7504
2,3,1,1,8,7,0,48-02516,11,6825
1,1,3,0,8,7,2,48-02515,4,8228
1,1,1,2,7,9,0,48-02102,12,7854
1,1,1,1,8,6,0,48-02515,9,399
1,6,1,2,4,7,0,48-02102,3,5370
1,1,9,0,9,11,2,48-02510,12,813
2,1,5,0,8,7,3,48-02510,4,4558
2,1,1,2,5,6,0,48-02515,11,2498
1,1,1,1,9,9,0,48-02101,9,1378
1,1,1,1,0,4,1,48-02515,10,2673
2,1,1,1,9,10,0,48-02510,12,4714
1,1,1,1,9,10,1,48-02516,4,952
1,1,1,0,5,6,1,48-02510,17,3146
1,1,1,0,7,9,3,48-02102,11,2191
1,N,2,1,N,3,0,48-02515,N,4306
2,N,1,0,N,2,4,48-02102,N,5918
2,1,1,2,8,6,0,48-02510,10,4766
1,6,1,1,9,9,0,48-02102,12,7908
1,1,9,0,9,10,4,48-02516,7,5694
2,1,1,1,0,3,4,48-02101,0,9201
2,1,1,1,1,6,0,48-02510,12,2145
1,6,5,0,8,7,4,48-02510,4,6394
2,1,4,0,3,7,1,48-02507,11,218
2,4,1,1,9,5,1,48-02101,15,5607
1,1,1,1,9,12,0,48-02516,11,3971
2,1,1,0,0,4,1,48-02516,N,3345
1,4,5,0,3,4,4,48-02516,2,6129
2,1,3,2,8,9,3,48-02515,12,139
2,N,7,0,N,2,4,48-02102,N,2885
2,N,1,0,N,1,4,48-02507,N,4055
1,1,8,2,7,11,3,48-02102,7,8985
2,N,1,1,N,3,0,48-02516,N,7526
1,1,1,1,7,8,0,48-02102,7,2665
2,1,9,1,7,8,0,48-02102,14,4951
2,6,7,0,2,4,3,48-02516,3,4478
2,1,1,1,0,7,0,48-02101,N,3627
1,N,8,0,N,3,1,48-02516,N,960
2,1,2,2,8,7,0,48-02101,7,7452
1,N,1,2,N,3,0,48-02515,N,6423
1,N,1,2,N,3,0,48-02510,N,3275
1,1,1,2,8,8,4,48-02507,N,6377
1,6,1,0,0,3,3,48-02510,11,3016
1,N,1,2,N,3,0,48-02515,N,3876
1,N,1,1,N,3,1,48-02510,N,6538
2,N,1,1,N,N,0,48-02516,N,3378
2,5,6,0,6,7,3,48-02516,N,410
1,1,7,0,6,5,2,48-02101,7,5839
2,N,3,2,N,3,4,48-02507,N,6312
2,1,1,2,8,10,1,48-02102,12,4449
1,5,1,1,6,7,0,48-02510,7,6572
2,1,1,2,9,10,0,48-02515,8,422
2,1,1,0,3,6,1,48-02102,9,1184
2,4,5,0,6,5,1,48-02515,N,5457
1,6,1,2,2,7,0,48-02507,3,7506
2,1,6,1,6,5,0,48-02102,5,3879
1,1,3,1,7,3,2,48-02101,10,8703
2,N,1,0,N,3,0,48-02102,N,3748
1,1,2,0,2,3,4,48-02102,5,5085
1,6,1,1,5,8,0,48-02102,10,1113
2,4,6,0,4,7,1,48-02515,6,2236
2,1,1,2,7,8,0,48-02507,12,6
2,N,1,1,N,3,0,48-02516,N,2948
2,N,4,0,N,3,4,48-02101,N,3185
2,1,1,0,6,7,0,48-02516,N,1574
1,1,4,0,4,7,4,48-02515,16,5879
1,4,1,2,0,9,0,48-02515,3,6034
2,6,6,0,4,9,3,48-02510,7,8616
1,1,8,1,5,5,2,48-02102,15,6956
1,N,1,2,N,3,1,48-02507,N,7729
1,N,1,2,N,2,0,48-02507,N,4548
2,1,1,2,7,7,0,48-02516,N,1738
1,2,1,2,0,5,0,48-02516,10,5632
1,3,1,2,4,9,0,48-02515,N,5041
1,N,1,1,N,3,0,48-02101,N,4864
1,2,9,2,2,7,0,48-02102,N,5373
1,4,7,0,0,5,4,48-02101,7,5732
2,1,1,1,3,9,0,48-02101,10,5483
1,N,2,0,N,2,3,48-02101,N,369
2,1,1,0,0,10,0,48-02507,4,8387
2,1,1,1,0,10,0,48-02101,13,8360
2,N,1,2,N,3,1,48-02101,N,1718
1,6,1,1,0,4,0,48-02102,N,7291
1,1,1,1,9,10,0,48-02102,6,7730
1,4,5,0,2,4,4,48-02101,10,3763
2,1,1,1,8,7,0,48-02101,9,9224
2,1,1,2,9,9,2,48-02102,N,709
1,6,1,2,4,7,0,48-02102,14,8286
1,1,4,0,9,10,4,48-02507,10,9167
1,1,1,2,9,10,0,48-02101,17,3567
1,1,1,0,6,7,0,48-02102,4,7387
2,1,1,2,9,9,0,48-02101,N,3928
2,N,1,1,N,3,0,48-02510,N,4218
1,4,1,1,7,5,0,48-02507,14,2230
1,N,6,0,N,3,4,48-02510,N,8225
1,1,9,2,7,10,0,48-02101,16,5368
1,1,2,1,8,10,0,48-02510,N,2056
1,1,1,0,5,7,0,48-02101,N,5255
2,1,1,2,7,7,0,48-02101,5,3832
1,1,1,2,7,5,0,48-02101,7,2971
2,1,1,1,2,4,0,48-02510,15,677
2,3,6,2,2,5,0,48-02516,N,4526
1,4,5,0,9,9,2,48-02515,16,9147
2,1,1,1,3,9,0,48-02102,8,1585
2,6,1,0,6,9,1,48-02516,11,5516
2,1,1,0,4,10,0,48-02515,N,209
1,6,8,1,2,6,4,48-02102,8,4141
2,N,1,2,N,3,1,48-02516,N,1559
2,6,8,0,8,5,1,48-02507,15,4593
2,3,7,2,0,5,2,48-02101,9,416
2,6,1,1,0,3,1,48-02510,N,1764
2,N,1,2,N,2,1,48-02507,N,9269
1,N,2,0,N,2,2,48-02516,N,5703
2,1,1,1,4,7,0,48-02516,6,521
2,3,1,2,2,9,0,48-02102,15,396
1,N,1,0,N,1,1,48-02102,N,8499
2,1,1,2,6,5,0,48-02102,9,6868
1,2,5,0,4,10,3,48-02101,11,1841
2,1,1,1,7,9,0,48-02515,12,6977
1,6,1,2,6,8,0,48-02516,9,3408
2,1,1,0,9,9,1,48-02102,3,8315
1,6,1,1,5,4,0,48-02516,15,6489
1,6,6,1,0,7,0,48-02102,N,6800
2,1,9,0,1,5,3,48-02510,11,8318
2,N,6,1,N,1,0,48-02101,N,749
2,1,1,2,3,5,0,48-02101,5,756
2,1,1,1,6,7,0,48-02510,16,6964
2,1,2,2,5,5,0,48-02101,9,6262
1,1,1,1,9,9,0,48-02507,15,1871
1,1,1,0,7,9,4,48-02101,14,7226
2,6,6,0,1,8,2,48-02515,6,602
1,N,9,0,N,N,1,48-02101,N,7999
1,N,1,2,N,3,0,48-02510,N,8278
2,1,1,1,7,9,1,48-02516,7,738
2,1,1,1,9,9,4,48-02515,18,2950
2,4,1,2,5,5,0,48-02102,10,7010
1,4,1,1,9,10,0,48-02507,12,8301
2,1,1,0,3,5,1,48-02101,6,3347
2,N,1,1,N,N,1,48-02102,N,3852
2,N,1,2,N,3,1,48-02102,N,1364
2,1,1,0,9,9,0,48-02102,13,8566
2,1,1,1,9,9,0,48-02516,4,7829
2,1,8,2,3,7,1,48-02102,14,8909
1,1,9,2,9,8,1,48-02510,7,4370
2,3,1,2,8,2,0,48-02510,N,8532
2,6,1,0,N,8,1,48-02102,0,7326
1,6,1,1,2,6,2,48-02507,N,8706
1,6,2,0,0,4,0,48-02102,N,6085
1,6,9,2,0,4,1,48-02102,N,4924
1,1,1,2,3,5,0,48-02507,N,4803
2,1,1,0,0,4,0,48-02101,N,3983
2,6,1,1,5,7,0,48-02510,6,7386
2,1,1,1,2,4,2,48-02101,N,6400
1,N,1,1,N,N,1,48-02510,N,7083
1,1,1,2,8,8,0,48-02515,6,5455
2,6,1,0,1,5,4,48-02515,0,7881
1,4,1,2,7,10,3,48-02510,16,5863
1,N,8,1,N,3,1,48-02101,N,5375
1,1,1,0,3,7,1,48-02101,17,5012
1,1,1,1,7,7,0,48-02516,4,897
1,N,5,0,N,N,4,48-02510,N,2238
1,6,1,1,0,4,1,48-02516,N,6564
1,1,2,0,4,3,0,48-02507,4,8103
2,6,1,0,0,4,1,48-02102,4,6499
1,6,2,0,6,5,0,48-02507,3,3945
1,1,1,2,9,8,0,48-02510,10,8655
1,6,1,0,3,5,1,48-02515,3,1948
2,1,2,0,3,7,0,48-02510,12,8322
2,1,1,1,8,10,0,48-02102,12,531
1,1,8,2,9,6,4,48-02515,5,3766
1,1,1,2,7,9,0,48-02507,12,2852
2,4,1,1,0,4,0,48-02516,1,3696
1,1,1,2,9,12,3,48-02510,5,8116
1,1,1,1,9,11,0,48-02507,12,3449
1,1,1,0,0,9,3,48-02510,N,550
2,1,1,1,0,5,0,48-02102,N,7679
2,4,3,1,5,4,2,48-02102,4,1299
2,6,1,1,1,4,0,48-02507,14,2410
1,4,6,0,0,11,2,48-02516,2,1159
2,1,3,0,9,10,3,48-02510,9,7608
2,6,1,1,3,5,0,48-02101,13,2742
1,6,3,0,2,9,3,48-02510,5,7315
2,N,2,0,N,3,4,48-02515,N,1857
2,4,2,0,6,9,3,48-02507,7,5075
2,1,1,0,0,7,0,48-02510,N,7648
2,N,1,0,N,3,3,48-02510,N,8710
1,5,9,1,0,7,0,48-02515,6,7217
1,4,1,1,3,4,1,48-02102,3,6016
2,4,1,1,1,6,1,48-02101,13,2882
1,6,8,2,6,5,1,48-02101,2,579
2,1,1,1,3,5,0,48-02507,0,1506
2,1,1,0,7,8,0,48-02515,12,5857
2,4,8,2,6,7,1,48-02507,4,5065
1,6,2,0,3,5,0,48-02507,N,6784
1,1,1,0,1,12,0,48-02102,3,786
2,4,1,1,6,9,0,48-02516,10,4466
1,1,1,0,6,9,1,48-02102,3,4940
2,1,2,2,3,5,1,48-02507,14,7758
1,1,1,1,5,6,0,48-02507,11,5040
2,1,9,0,8,9,2,48-02515,10,8885
2,N,6,0,N,1,4,48-02515,N,6511
2,N,1,2,N,3,0,48-02510,N,5024
1,1,9,2,8,9,2,48-02510,N,1417
2,1,1,1,6,9,0,48-02515,6,4790
2,N,1,1,N,3,0,48-02515,N,6377
2,1,1,0,0,9,0,48-02102,N,748
2,1,2,0,9,9,3,48-02507,5,8549
1,1,2,1,9,9,0,48-02101,9,5333
1,1,1,1,5,10,0,48-02515,4,8527
1,6,1,0,8,8,3,48-02101,18,5608
1,3,1,1,5,7,1,48-02507,9,5159
1,1,1,0,8,9,0,48-02510,12,8424
2,1,1,1,7,9,0,48-02101,11,2589
2,1,1,1,7,10,0,48-02102,11,5189
2,1,9,2,0,3,0,48-02101,N,7801
2,1,1,0,7,9,0,48-02507,11,7700
1,1,9,1,3,9,0,48-02102,5,8052
1,1,1,1,9,9,0,48-02102,5,373
2,1,1,0,7,9,0,48-02101,18,2943
2,2,1,0,2,6,2,48-02101,5,7683
2,2,7,0,0,5,1,48-02507,N,1113
1,1,1,2,8,8,0,48-02102,14,1490
1,1,1,2,8,5,0,48-02516,10,7300
1,1,1,2,5,5,0,48-02102,N,2670
1,1,6,0,6,7,3,48-02101,7,9124
2,4,8,2,4,3,4,48-02101,12,3017
2,N,8,0,N,N,3,48-02101,N,8544
1,1,1,2,8,5,0,48-02101,6,6464
1,N,9,1,N,3,0,48-02507,N,4661
1,1,1,2,9,12,0,48-02102,11,3519
2,5,1,2,4,7,4,48-02101,12,172
2,4,8,0,5,7,4,48-02101,18,7253
2,1,1,0,1,6,0,48-02516,N,6939
1,4,3,1,8,7,2,48-02515,10,8302
1,1,1,1,6,8,0,48-02516,11,6962
1,1,1,2,7,7,1,48-02515,4,7576
1,6,1,2,5,7,0,48-02515,14,5476
1,2,1,0,2,3,4,48-02101,10,4137
2,1,5,0,8,4,4,48-02102,1,6095
1,6,8,0,3,4,2,48-02102,2,8388
1,1,8,0,8,7,4,48-02516,15,5063
1,N,1,1,N,3,0,48-02102,N,8720
2,6,2,2,2,9,0,48-02102,12,158
1,N,6,0,N,N,3,48-02102,N,1789
1,6,1,0,0,4,1,48-02507,N,5281
1,1,7,2,9,7,3,48-02515,10,8730
1,6,2,2,6,7,0,48-02101,6,8912
2,5,1,2,6,5,0,48-02515,12,6221
1,1,1,2,6,7,0,48-02101,5,1695
1,N,1,2,N,1,0,48-02101,N,5239
2,6,1,1,2,7,0,48-02101,15,5644
2,1,1,2,8,5,0,48-02101,6,5898
2,4,4,1,3,6,2,48-02101,N,1871
2,4,1,0,0,8,0,48-02516,0,8660
2,1,1,1,6,11,0,48-02510,11,8837
2,1,1,2,4,4,4,48-02515,18,2388
1,N,1,1,N,1,1,48-02516,6,3164
2,1,1,1,7,9,0,48-02507,11,8350
2,1,4,2,6,10,2,48-02101,12,2725
2,1,1,1,5,5,0,48-02507,6,1627
1,1,1,1,5,8,1,48-02516,6,8880
2,N,1,1,N,3,0,48-02510,N,7794
2,5,6,2,1,1,3,48-02102,16,1895
1,N,1,1,N,3,1,48-02516,N,946
2,6,3,0,4,8,4,48-02102,N,5863
2,6,1,0,1,4,0,48-02102,N,390
1,6,1,2,0,7,0,48-02102,14,1705
2,N,1,2,N,3,0,48-02101,N,3327
2,6,7,0,9,7,4,48-02507,2,8703
1,4,1,1,1,5,0,48-02102,N,5412
2,6,2,2,2,4,0,48-02516,10,5921
2,6,1,1,4,5,0,48-02515,10,9212
1,6,1,0,1,5,0,48-02102,4,8051
1,4,1,1,9,7,0,48-02102,5,7010
2,1,9,1,0,9,0,48-02102,N,6706
1,N,8,1,N,2,2,48-02515,N,2332
2,6,9,2,1,3,2,48-02510,0,1997
1,1,8,1,5,4,1,48-02101,3,1030
1,1,1,0,1,7,0,48-02507,7,3181
2,N,9,2,N,3,0,48-02507,N,8681
2,3,8,0,5,5,2,48-02102,7,3317
2,4,1,2,4,4,4,48-02510,11,6265
1,5,1,2,9,7,0,48-02515,17,9073
1,6,6,2,3,5,3,48-02515,8,4290
2,1,1,1,4,1,0,48-02510,18,1070
1,1,1,1,8,4,0,48-02102,10,3050
2,3,1,0,4,7,0,48-02101,N,4738
1,5,1,1,7,9,0,48-02507,9,9239
1,6,1,2,1,4,0,48-02510,14,2918
1,1,2,0,8,11,0,48-02507,N,485
2,1,1,2,6,11,0,48-02516,12,4749
2,1,1,1,3,4,1,48-02515,14,3171
2,4,1,2,2,3,0,48-02510,11,3149
1,1,6,2,5,9,0,48-02101,7,22
1,4,1,2,7,9,2,48-02507,0,6389
2,6,6,0,8,10,1,48-02101,8,4714
2,N,1,1,N,3,0,48-02510,N,816
2,4,1,2,7,6,1,48-02102,16,1011
1,1,1,0,9,9,2,48-02510,10,5776
1,1,1,1,7,7,1,48-02101,3,2274
1,1,1,1,9,9,0,48-02101,10,6975
2,N,1,0,N,N,4,48-02101,9,6369
1,6,1,1,9,10,0,48-02101,18,6275
