,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP,DEYE
1635,2,1,1,1,4,1,48-02102,33,2,4,501,2
1636,2,1,1,1,9,0,48-02515,8,0,2,501,2
1637,1,N,1,2,N,1,48-02516,13,1,3,501,2
1638,1,3,1,1,4,0,48-02102,48,0,N,190,1
1639,2,4,1,2,8,1,48-02101,18,0,N,107,2
1640,2,3,1,1,4,0,48-02515,65,0,N,412,2
1641,2,5,1,1,2,0,48-02510,62,1,3,86,2
1642,1,6,1,1,8,0,48-02102,54,0,N,98,2
1643,1,4,1,1,4,0,48-02102,35,1,3,501,2
1644,2,4,1,1,2,3,48-02516,24,0,2,249,2
1645,2,1,1,1,8,0,48-02101,58,3,5,501,2
1646,2,1,1,1,1,0,48-02516,49,0,2,380,2
1647,2,1,1,2,9,0,48-02102,63,2,4,501,2
1648,1,1,1,1,1,1,48-02102,82,0,5,501,2
1649,1,N,2,1,N,0,48-02102,14,3,5,273,2
1650,1,1,1,1,7,0,48-02102,73,0,2,501,2
1651,1,4,1,2,4,0,48-02510,36,0,2,501,2
1652,2,6,1,1,2,0,48-02515,49,0,4,419,2
1653,1,N,1,2,N,0,48-02507,20,7,4,501,2
1654,2,N,1,2,N,0,48-02102,14,2,3,450,2
1655,1,N,1,1,N,1,48-02507,11,0,2,501,2
1656,1,6,1,1,4,1,48-02102,23,2,4,189,2
1657,1,4,8,1,3,0,48-02101,58,1,8,19,2
1658,2,1,2,1,7,0,48-02101,58,1,3,98,2
1659,2,1,1,1,3,0,48-02515,57,1,2,4,2
1660,1,1,1,1,8,0,48-02515,2,1,4,501,2
1661,1,6,1,1,0,3,48-02102,24,3,5,149,2
1662,1,1,1,1,7,0,48-02516,3,0,2,237,2
1663,2,3,1,1,7,0,48-02101,80,0,N,18,2
1664,1,4,1,2,0,0,48-02101,49,N,2,501,2
1665,2,1,1,1,8,4,48-02516,58,2,2,329,2
1666,2,N,1,1,N,0,48-02102,76,0,4,212,1
1667,1,1,1,1,8,0,48-02510,4,0,2,501,2
1668,1,4,1,1,7,0,48-02101,58,N,N,44,2
1669,1,1,1,1,3,0,48-02510,53,2,4,252,2
1670,2,3,1,2,2,0,48-02102,32,0,N,448,2
1671,1,N,2,1,N,0,48-02510,1,0,2,501,2
1672,2,1,1,1,9,0,48-02101,67,2,4,501,2
1673,1,1,1,1,8,0,48-02515,23,2,4,227,2
1674,1,1,1,2,8,0,48-02102,2,0,2,501,2
1675,1,6,1,1,2,0,48-02102,28,N,N,489,2
1676,2,N,1,1,N,0,48-02510,21,0,4,498,2
1677,2,1,1,1,7,0,48-02101,85,2,4,460,2
1678,1,6,1,2,2,1,48-02101,59,N,N,77,2
1679,2,1,1,2,5,0,48-02507,73,0,2,295,2
1680,1,1,1,1,9,4,48-02507,42,0,2,501,2
1681,1,1,6,2,0,0,48-02510,47,0,2,96,2
1682,2,1,1,1,9,0,48-02102,78,1,2,501,2
1683,2,6,1,2,3,3,48-02102,24,0,N,465,2
1684,2,1,1,1,0,1,48-02507,49,0,2,277,2
1685,1,6,6,2,1,0,48-02101,25,0,N,501,2
1686,1,1,1,0,0,0,48-02516,43,0,4,501,1
1687,2,6,1,1,0,0,48-02510,51,0,4,141,2
1688,1,1,1,1,7,0,48-02102,63,0,2,242,1
1689,1,1,1,1,0,0,48-02101,87,0,4,350,2
1690,1,3,1,2,5,0,48-02515,0,0,N,378,2
1691,1,N,1,1,N,0,48-02102,7,0,6,501,2
1692,2,1,9,2,2,0,48-02102,33,0,4,293,2
1693,2,1,1,1,5,0,48-02101,26,0,2,153,2
1694,1,1,1,1,7,1,48-02507,19,1,3,501,2
1695,1,6,9,1,3,0,48-02102,87,0,N,117,2
1696,2,6,1,1,0,0,48-02102,85,0,4,252,2
1697,1,1,1,1,8,0,48-02515,15,0,2,501,2
1698,2,4,1,1,8,0,48-02101,10,0,2,501,2
1699,1,6,1,1,3,0,48-02101,25,0,N,466,2
1700,2,1,1,1,7,1,48-02515,59,0,2,126,2
1701,2,6,1,1,0,0,48-02102,36,4,6,19,2
1702,2,1,1,1,4,0,48-02510,62,0,2,22,2
1703,1,6,1,0,0,1,48-02510,51,11,4,501,2
1704,2,6,1,1,9,0,48-02515,61,0,5,501,2
1705,2,6,6,1,4,1,48-02516,71,0,2,37,2
1706,1,N,1,1,N,0,48-02516,5,0,4,30,2
1707,1,4,1,2,5,3,48-02102,71,0,N,501,2
1708,2,N,1,1,N,0,48-02102,0,2,4,104,2
1709,2,3,1,2,5,0,48-02515,32,0,N,275,2
1710,1,N,8,1,N,0,48-02516,88,1,3,501,2
1711,1,1,1,1,1,0,48-02101,42,0,3,209,2
1712,1,N,1,1,N,0,48-02102,84,1,3,370,2
1713,2,1,1,1,2,0,48-02507,61,0,5,501,2
1714,1,N,9,1,N,0,48-02101,2,4,6,315,2
1715,1,1,1,2,9,0,48-02510,23,0,2,501,2
1716,1,N,1,1,N,0,48-02101,2,3,5,501,2
1717,1,1,1,1,7,0,48-02510,47,0,2,259,1
1718,2,N,1,0,N,1,48-02516,11,2,8,166,2
1719,2,6,1,1,8,1,48-02101,40,4,4,501,2
1720,1,6,1,1,7,0,48-02507,16,0,5,501,1
1721,1,1,1,1,7,0,48-02101,35,0,2,501,2
1722,1,6,2,1,1,0,48-02102,44,0,2,250,2
1723,1,6,1,1,2,0,48-02102,53,0,3,344,2
1724,2,1,1,1,0,0,48-02507,86,0,3,N,2
1725,1,6,6,1,4,0,48-02516,78,2,4,236,2
1726,2,4,1,2,3,0,48-02102,55,0,N,501,2
1727,2,4,1,2,7,0,48-02101,0,3,6,501,2
1728,2,1,2,1,3,0,48-02102,83,0,2,121,2
1729,2,1,1,1,3,0,48-02516,71,1,5,501,2
1730,2,4,1,1,4,0,48-02515,75,0,2,486,2
1731,2,6,1,2,0,0,48-02510,77,0,N,149,2
1732,1,1,1,2,7,0,48-02101,34,0,2,320,2
1733,2,1,1,1,7,1,48-02101,15,0,2,230,2
1734,2,4,1,1,6,0,48-02516,55,0,3,216,2
1735,2,N,2,1,N,1,48-02507,14,2,5,380,2
1736,2,1,1,0,9,0,48-02102,48,3,5,501,2
1737,2,5,6,2,8,0,48-02510,39,1,3,501,2
1738,1,N,1,2,N,0,48-02510,50,0,4,288,2
1739,1,6,1,1,6,0,48-02507,4,2,5,501,2
1740,1,N,1,1,N,0,48-02507,2,4,5,9,2
1741,2,4,1,2,0,0,48-02102,8,0,2,N,2
1742,1,1,1,1,0,0,48-02101,30,0,2,501,2
1743,1,1,1,1,3,1,48-02507,31,0,2,N,2
1744,2,3,1,1,5,0,48-02515,83,0,N,501,2
1745,2,1,1,1,0,0,48-02507,57,1,3,501,2
1746,1,1,1,1,9,0,48-02516,66,0,2,501,2
1747,1,1,1,1,5,0,48-02102,29,2,2,501,2
1748,1,1,1,1,5,0,48-02515,32,0,5,431,2
1749,1,1,6,1,1,0,48-02515,70,0,2,199,2
1750,1,1,1,1,5,0,48-02515,63,0,7,501,2
1751,1,N,1,1,N,0,48-02507,18,1,4,402,2
1752,1,6,1,1,7,0,48-02515,64,0,2,185,2
1753,1,6,9,1,4,1,48-02510,0,0,2,215,2
1754,1,1,1,1,8,0,48-02507,31,3,5,501,2
1755,2,1,1,1,9,0,48-02101,85,0,5,501,2
1756,1,1,1,1,0,0,48-02507,43,0,3,44,2
1757,1,1,1,2,5,0,48-02510,74,0,2,239,2
1758,1,1,1,1,1,1,48-02515,56,0,3,321,2
1759,1,4,2,1,7,0,48-02101,24,0,N,472,2
1760,2,1,1,1,4,0,48-02102,83,0,2,501,2
1761,1,1,1,1,7,0,48-02510,59,0,2,250,2
1762,1,4,1,1,8,0,48-02102,79,0,N,501,2
1763,2,4,1,1,4,0,48-02510,62,0,N,251,2
1764,1,1,1,2,8,0,48-02102,41,2,5,501,2
1765,2,1,1,2,8,0,48-02510,39,1,3,501,2
1766,2,N,1,1,N,0,48-02507,11,1,3,501,2
1767,2,4,1,1,7,1,48-02102,18,4,N,501,2
1768,2,4,1,1,3,1,48-02515,88,N,N,379,2
1769,1,6,8,1,5,4,48-02102,22,0,N,74,2
1770,2,1,1,1,8,0,48-02101,61,3,5,464,2
1771,1,1,1,1,5,0,48-02102,52,0,2,494,2
1772,1,1,1,1,8,0,48-02515,78,2,4,501,2
1773,1,1,1,1,9,0,48-02101,68,0,3,501,2
1774,2,1,2,1,4,0,48-02516,58,0,5,166,2
1775,1,1,1,1,0,0,48-02102,62,0,2,441,2
1776,1,N,1,1,N,0,48-02101,37,3,5,274,2
1777,2,1,1,1,5,0,48-02102,45,2,4,377,2
1778,2,1,1,2,8,0,48-02510,42,0,3,501,2
1779,1,4,1,1,8,0,48-02102,24,0,3,501,2
1780,2,6,1,1,0,0,48-02515,35,1,3,400,2
1781,2,6,1,2,0,0,48-02515,40,0,3,501,2
1782,2,N,1,1,N,0,48-02516,46,0,4,24,2
1783,1,4,1,2,5,1,48-02507,14,0,N,501,2
1784,2,1,1,1,0,0,48-02507,57,1,3,225,2
1785,2,6,1,1,5,0,48-02510,60,2,4,365,2
1786,2,2,1,1,0,0,48-02515,31,0,N,362,2
1787,1,6,1,1,5,0,48-02507,88,3,5,491,2
1788,2,1,1,1,8,0,48-02515,63,0,2,501,1
1789,2,6,2,1,8,0,48-02102,24,0,2,146,2
1790,2,N,1,2,N,0,48-02102,11,2,4,338,2
1791,1,1,1,1,3,1,48-02516,84,0,2,151,2
1792,1,N,1,2,N,1,48-02507,11,2,7,73,2
1793,1,3,1,0,2,0,48-02507,29,0,N,78,2
1794,1,6,1,1,0,0,48-02101,25,0,N,N,2
1795,2,1,1,1,8,1,48-02510,40,0,2,86,2
1796,2,1,6,2,7,0,48-02101,73,0,6,501,2
1797,1,1,1,1,0,0,48-02102,19,0,2,480,2
1798,2,1,1,1,7,0,48-02515,63,3,5,501,2
1799,1,1,6,1,8,0,48-02516,20,0,2,347,2
1800,2,1,1,2,4,0,48-02102,71,1,3,406,2
1801,1,1,1,1,8,0,48-02510,51,1,4,501,2
1802,2,6,1,1,0,0,48-02507,76,2,5,N,2
1803,1,1,1,2,1,0,48-02515,39,0,2,258,2
1804,2,1,6,2,5,0,48-02510,47,0,4,27,2
1805,1,3,1,1,3,0,48-02515,56,0,3,286,2
1806,1,1,1,2,9,0,48-02510,55,2,4,501,2
1807,2,4,1,1,4,0,48-02102,18,0,N,325,2
1808,1,6,1,1,2,0,48-02102,16,1,4,61,2
1809,1,1,1,1,8,0,48-02507,22,0,2,501,2
1810,2,1,1,1,7,0,48-02515,70,1,11,478,2
1811,2,6,1,1,0,0,48-02102,25,2,4,501,2
1812,1,1,1,1,6,1,48-02102,74,0,3,103,2
1813,2,1,1,1,5,0,48-02507,34,0,2,87,2
1814,1,6,1,1,7,0,48-02102,16,1,3,84,2
1815,2,6,1,1,3,0,48-02507,81,2,4,270,2
1816,1,1,9,1,1,0,48-02516,48,0,2,289,2
1817,1,1,1,1,7,1,48-02101,73,1,3,488,2
1818,1,1,1,1,5,0,48-02102,70,3,5,249,2
1819,1,N,1,1,N,3,48-02101,14,3,5,261,2
1820,2,1,1,1,0,0,48-02101,56,0,2,16,2
1821,2,4,1,1,4,0,48-02101,47,0,N,501,2
1822,1,6,1,1,1,0,48-02101,80,0,N,209,2
1823,1,4,2,1,3,0,48-02101,24,3,5,90,2
1824,2,3,1,1,7,0,48-02516,69,0,N,501,2
1825,2,N,1,2,N,0,48-02515,12,2,4,501,2
1826,2,4,1,1,7,0,48-02101,12,N,N,501,2
1827,1,6,2,1,2,1,48-02101,46,1,4,104,2
1828,2,1,1,1,8,0,48-02510,86,1,4,501,2
1829,2,1,6,1,8,0,48-02515,28,3,5,501,2
1830,2,1,2,2,2,0,48-02510,79,11,4,501,2
1831,2,1,1,1,0,0,48-02510,47,0,2,0,2
1832,1,1,1,1,2,0,48-02102,52,0,2,361,2
1833,2,6,1,2,0,0,48-02101,18,0,N,288,2
1834,2,1,2,1,3,0,48-02101,54,0,2,501,2
1835,2,1,1,1,4,0,48-02101,0,2,4,501,2
1836,2,1,1,2,4,0,48-02515,67,0,2,105,2
1837,1,6,1,1,7,0,48-02101,29,0,N,461,2
1838,2,6,1,1,4,0,48-02510,21,N,N,501,2
1839,2,6,1,1,2,0,48-02516,92,0,6,468,2
1840,1,1,1,1,0,0,48-02507,28,4,5,312,2
1841,2,1,1,1,5,0,48-02101,88,0,6,126,2
1842,2,1,1,1,6,1,48-02102,36,0,2,501,2
1843,1,4,1,1,4,2,48-02101,24,0,N,377,2
1844,1,1,1,1,5,0,48-02515,17,2,4,444,2
1845,2,1,1,2,6,0,48-02515,40,0,2,395,2
1846,1,6,1,2,2,1,48-02101,84,0,2,387,2
1847,2,N,1,2,N,0,48-02102,13,0,2,501,2
1848,2,1,1,1,5,0,48-02101,68,0,2,177,2
1849,2,1,1,1,7,1,48-02507,79,0,2,409,2
1850,2,6,1,1,4,1,48-02515,6,2,4,322,2
1851,1,6,1,2,3,0,48-02101,92,N,6,351,2
1852,1,6,1,1,2,0,48-02507,32,4,N,N,2
1853,1,N,1,1,N,0,48-02101,85,3,5,410,2
1854,1,N,1,1,N,0,48-02516,84,1,4,411,2
1855,1,1,1,1,9,0,48-02507,49,2,5,501,2
1856,2,6,1,2,0,0,48-02102,20,0,4,501,1
1857,2,1,1,1,2,0,48-02102,48,1,3,190,2
1858,2,1,1,1,3,1,48-02102,58,3,5,252,1
1859,2,N,1,1,N,0,48-02516,57,2,4,168,2
1860,2,1,1,1,9,0,48-02510,56,0,3,501,2
1861,2,N,2,1,N,1,48-02101,14,2,5,501,2
1862,2,1,1,1,7,0,48-02101,52,0,4,501,2
1863,1,1,1,2,2,0,48-02516,53,0,2,308,2
1864,2,6,1,1,8,0,48-02102,30,4,6,501,2
1865,1,6,1,2,0,0,48-02507,10,0,N,252,2
1866,1,5,1,2,9,0,48-02101,39,0,3,501,2
1867,2,N,1,1,N,1,48-02507,11,0,7,234,2
1868,2,1,1,1,7,0,48-02101,48,0,2,501,2
1869,2,6,1,1,0,1,48-02507,49,3,5,463,2
1870,1,6,1,1,5,0,48-02507,81,2,3,273,2
1871,2,1,1,1,8,0,48-02510,2,2,4,501,2
1872,1,4,1,1,4,1,48-02516,21,0,N,501,2
1873,1,6,2,2,8,0,48-02102,50,1,3,31,2
1874,2,4,1,1,6,0,48-02510,10,2,3,57,2
1875,2,1,9,0,6,4,48-02516,6,0,2,501,2
1876,1,N,1,1,N,0,48-02515,28,0,5,501,2
1877,1,1,1,2,9,0,48-02515,55,1,3,501,2
1878,1,1,1,1,6,0,48-02510,76,0,2,136,2
1879,1,1,1,2,7,0,48-02101,92,0,2,389,2
1880,1,N,1,1,N,4,48-02507,11,2,5,501,2
1881,1,4,1,1,3,0,48-02516,30,0,N,398,2
1882,2,6,1,2,3,0,48-02516,80,0,3,15,2
1883,1,1,1,1,8,0,48-02515,26,0,2,501,2
1884,2,1,1,1,8,0,48-02510,0,4,6,501,2
1885,1,1,1,1,6,0,48-02101,68,0,2,443,2
1886,1,6,1,1,5,0,48-02102,59,0,2,305,2
1887,2,1,1,2,8,0,48-02101,39,2,4,501,2
1888,1,2,2,2,0,0,48-02515,59,0,3,479,2
1889,1,N,1,1,N,0,48-02102,84,1,6,56,2
1890,2,6,2,1,2,1,48-02102,24,0,N,N,2
1891,2,6,2,2,6,0,48-02507,18,2,6,501,2
1892,2,4,9,1,5,0,48-02102,8,0,N,312,2
1893,2,N,1,1,N,0,48-02516,11,0,6,232,2
1894,2,1,1,1,0,0,48-02516,84,2,4,501,2
1895,2,1,1,1,0,0,48-02507,43,2,4,226,2
1896,1,1,1,1,4,0,48-02510,72,0,5,501,2
1897,2,N,1,2,N,0,48-02102,7,2,4,448,2
1898,2,4,1,1,3,0,48-02102,8,0,2,316,2
1899,1,6,1,1,4,1,48-02510,30,0,2,147,2
1900,1,6,1,1,4,0,48-02515,85,0,N,501,2
1901,1,1,9,1,4,0,48-02515,68,0,2,302,2
1902,2,1,1,1,5,0,48-02515,31,3,5,501,2
1903,2,1,1,2,3,1,48-02510,80,0,2,501,2
1904,1,1,1,1,0,0,48-02101,56,0,4,30,2
1905,1,1,1,1,0,0,48-02510,71,0,2,58,2
1906,2,4,1,1,4,0,48-02516,26,0,N,491,2
1907,2,1,1,1,0,1,48-02510,73,0,2,147,2
1908,2,1,1,1,8,0,48-02101,48,4,6,501,2
1909,1,4,2,1,3,0,48-02101,7,0,N,78,2
1910,2,N,1,1,N,0,48-02515,10,3,5,240,2
1911,1,N,1,1,N,1,48-02101,77,1,4,476,2
1912,2,6,1,1,1,1,48-02516,82,0,3,203,2
1913,2,N,1,1,N,0,48-02101,37,1,3,203,2
1914,1,N,1,0,N,4,48-02101,54,3,5,64,2
1915,1,1,1,1,3,0,48-02102,73,0,2,433,2
1916,2,1,1,1,8,1,48-02507,43,0,5,501,2
1917,2,6,1,2,2,1,48-02507,41,1,3,300,2
1918,2,6,1,1,1,0,48-02510,53,0,2,3,2
1919,1,1,1,1,9,0,48-02516,83,4,6,501,2
1920,1,1,8,1,5,0,48-02101,68,0,2,435,2
1921,1,1,1,1,0,0,48-02516,2,2,5,501,2
1922,2,3,2,1,2,0,48-02102,77,0,N,121,1
1923,2,1,1,1,9,4,48-02101,67,3,5,501,2
1924,2,1,1,0,2,0,48-02516,43,0,8,501,1
1925,2,N,2,1,N,0,48-02102,7,7,7,168,2
1926,1,6,1,1,3,0,48-02102,87,0,3,480,2
1927,2,4,1,2,5,0,48-02510,46,2,6,501,2
1928,2,N,1,1,N,0,48-02102,4,0,3,425,2
1929,2,6,1,1,0,0,48-02102,16,0,2,0,2
1930,1,4,2,1,7,1,48-02510,64,0,2,501,2
1931,1,3,1,1,6,1,48-02102,75,0,2,189,2
1932,1,N,1,2,N,0,48-02516,15,0,4,93,2
1933,2,3,1,2,4,4,48-02507,42,1,3,N,2
1934,1,1,1,1,8,0,48-02516,68,2,5,501,2
1935,2,1,1,2,1,0,48-02102,67,2,2,293,2
1936,1,N,2,1,N,0,48-02102,7,2,4,501,2
1937,1,4,1,1,8,0,48-02102,49,0,2,488,2
1938,2,4,1,2,N,0,48-02102,38,0,N,58,2
1939,2,N,1,1,N,1,48-02101,14,2,7,408,2
1940,1,N,1,1,N,0,48-02510,13,3,6,501,2
1941,2,N,1,1,N,0,48-02101,38,1,3,453,2
1942,2,1,1,1,9,0,48-02101,68,1,3,501,2
1943,1,6,2,1,9,0,48-02507,0,3,5,501,2
1944,1,1,1,2,6,0,48-02101,25,2,3,495,2
1945,2,6,1,1,2,0,48-02507,81,0,3,209,2
1946,2,1,1,1,8,0,48-02507,22,0,2,501,2
1947,2,1,1,1,2,0,48-02515,12,0,2,329,2
1948,2,6,1,1,4,0,48-02516,24,3,5,362,2
1949,1,1,1,2,0,0,48-02102,4,3,5,438,2
1950,2,1,1,1,4,0,48-02102,42,1,3,501,2
1951,1,1,1,1,7,0,48-02515,46,0,2,380,2
1952,1,1,1,1,9,0,48-02515,39,2,4,501,2
1953,2,N,2,1,N,0,48-02101,75,2,4,43,2
1954,1,1,1,1,2,0,48-02507,62,0,2,501,2
1955,1,1,1,1,6,0,48-02510,59,0,2,35,2
1956,1,1,1,1,6,0,48-02102,3,0,2,501,2
1957,2,1,1,1,7,0,48-02516,48,0,2,143,2
1958,1,4,1,2,2,1,48-02507,18,0,N,296,2
1959,2,1,6,2,3,0,48-02101,79,1,6,N,2
1960,2,6,6,1,3,0,48-02507,0,0,N,441,2
1961,2,4,1,1,7,1,48-02516,49,0,N,268,2
1962,1,4,1,1,8,4,48-02507,57,0,N,501,2
1963,1,6,1,1,2,0,48-02507,16,2,4,221,2
1964,2,5,1,1,2,0,48-02101,62,1,3,234,2
1965,2,N,1,0,N,1,48-02102,8,3,5,317,2
1966,2,1,8,1,9,0,48-02101,77,1,8,0,2
1967,2,1,1,1,3,0,48-02516,9,0,2,N,2
1968,2,1,1,1,7,0,48-02102,56,0,2,326,2
1969,1,4,1,1,4,1,48-02101,85,0,2,60,2
1970,1,1,1,1,0,0,48-02102,74,0,5,501,2
1971,2,N,2,1,N,1,48-02102,14,6,7,274,2
1972,2,1,1,1,9,0,48-02507,6,0,3,501,2
1973,1,1,6,1,7,0,48-02102,27,1,3,86,2
1974,2,1,8,1,8,1,48-02101,26,2,2,277,2
1975,2,2,1,1,6,0,48-02101,50,0,2,192,2
1976,2,1,1,1,2,1,48-02510,66,0,2,281,2
1977,1,1,1,1,0,0,48-02510,30,0,2,0,2
1978,2,1,1,1,2,0,48-02507,21,0,2,1,2
1979,1,1,1,1,5,1,48-02515,28,0,2,330,2
1980,1,1,1,1,4,0,48-02516,29,0,2,412,2
1981,1,4,1,1,3,0,48-02102,9,0,2,501,2
1982,2,6,2,1,1,0,48-02101,45,3,4,135,2
1983,1,4,1,0,4,0,48-02516,47,1,3,318,2
1984,2,1,1,1,8,0,48-02510,59,1,2,228,2
1985,1,N,1,1,N,0,48-02516,75,3,6,496,2
1986,2,1,1,1,7,0,48-02101,62,0,2,393,2
1987,2,N,1,1,N,1,48-02102,75,2,4,465,2
1988,1,6,1,2,6,0,48-02515,20,0,2,140,2
1989,2,6,1,1,0,0,48-02102,81,0,5,319,2
1990,1,1,1,0,5,4,48-02507,51,1,2,231,2
1991,2,1,1,1,5,0,48-02515,61,0,3,289,2
1992,2,4,1,2,3,1,48-02515,40,0,N,394,2
1993,1,N,1,1,N,0,48-02510,1,0,6,501,2
1994,1,N,1,1,N,0,48-02102,79,2,4,388,2
1995,1,N,1,1,N,0,48-02510,71,2,5,177,2
1996,1,6,1,2,0,0,48-02507,8,0,3,480,2
1997,2,4,1,1,8,1,48-02102,29,1,5,501,2
1998,1,6,1,1,1,4,48-02102,22,N,N,153,2
1999,1,1,1,1,2,0,48-02515,12,0,4,217,2
2000,1,1,1,1,2,0,48-02510,59,0,2,380,2
2001,2,1,1,1,4,0,48-02515,87,1,3,131,2
2002,2,1,1,1,8,0,48-02515,49,5,4,501,2
2003,1,4,2,0,3,0,48-02102,76,0,N,414,2
2004,2,6,6,1,0,0,48-02101,64,0,6,431,2
2005,1,1,1,1,5,0,48-02516,57,0,2,209,2
2006,2,4,1,2,6,0,48-02101,85,2,5,375,2
2007,2,1,1,1,6,0,48-02102,28,0,2,501,2
2008,1,N,1,2,N,0,48-02510,13,0,4,240,2
2009,1,4,1,2,7,0,48-02101,47,3,5,501,2
2010,1,4,1,1,4,1,48-02516,54,2,4,501,2
2011,1,1,1,2,6,0,48-02510,47,0,2,140,2
2012,1,1,1,1,4,0,48-02510,45,2,4,360,2
2013,1,6,1,2,0,0,48-02515,49,2,4,198,2
2014,2,6,1,1,2,0,48-02101,23,2,3,334,2
2015,1,N,1,1,N,0,48-02507,7,2,4,232,2
2016,2,N,1,1,N,0,48-02515,92,1,3,56,2
2017,2,6,1,2,0,0,48-02102,25,1,3,501,2
2018,1,1,1,2,7,0,48-02516,34,2,4,355,2
2019,1,N,9,1,N,1,48-02515,28,1,6,121,2
2020,1,6,1,1,8,0,48-02515,20,2,4,501,2
2021,1,N,1,1,N,0,48-02102,29,2,4,501,1
2022,1,3,1,1,0,0,48-02510,62,2,4,355,2
2023,2,1,1,1,3,0,48-02510,64,0,2,221,2
2024,1,1,1,1,2,0,48-02102,88,0,3,501,2
2025,1,N,1,2,N,0,48-02101,69,2,6,354,2
2026,1,1,1,0,2,0,48-02102,41,0,2,501,2
2027,2,1,8,1,3,0,48-02510,58,0,2,421,2
2028,2,N,9,2,N,0,48-02101,39,3,5,263,2
2029,2,1,1,1,5,0,48-02510,75,2,4,86,2
2030,2,1,9,1,7,0,48-02101,37,0,2,501,2
2031,2,1,1,1,7,1,48-02101,52,2,5,501,2
2032,1,4,1,1,0,0,48-02507,52,0,N,0,2
2033,1,1,1,2,7,0,48-02516,67,2,4,501,2
2034,1,1,1,1,7,0,48-02507,6,2,13,357,2
2035,2,6,1,1,0,0,48-02515,65,3,6,501,2
2036,1,1,1,1,9,0,48-02515,63,3,5,501,2
2037,1,1,2,1,7,0,48-02507,58,0,3,115,2
2038,1,1,1,1,0,0,48-02510,47,1,3,376,2
2039,1,1,1,2,9,0,48-02516,34,1,3,501,2
2040,2,N,1,1,N,1,48-02510,36,11,7,64,2
2041,1,6,8,1,1,0,48-02507,35,0,4,501,2
2042,1,N,8,2,N,1,48-02510,39,3,5,140,2
2043,1,1,9,1,5,0,48-02516,80,1,5,311,2
2044,2,6,6,2,0,0,48-02102,80,0,2,3,2
2045,1,6,1,1,0,0,48-02510,85,0,3,251,2
2046,1,N,1,1,N,0,48-02101,72,2,4,41,2
2047,1,N,1,1,N,0,48-02510,84,1,3,208,2
2048,2,N,6,1,N,0,48-02101,39,0,6,277,2
2049,2,N,9,1,N,1,48-02101,14,0,2,154,2
2050,2,1,1,2,7,0,48-02507,34,6,7,501,2
2051,1,1,8,1,9,4,48-02516,58,0,2,501,2
2052,1,1,1,1,4,0,48-02507,69,0,2,336,2
2053,1,N,1,1,N,0,48-02102,18,0,3,435,2
2054,1,1,1,2,0,0,48-02101,52,0,3,0,1
2055,1,3,1,1,2,0,48-02516,62,0,N,230,2
2056,2,1,1,1,3,0,48-02510,55,0,2,174,2
2057,2,N,9,2,N,0,48-02510,92,0,2,501,2
2058,2,4,1,1,5,1,48-02510,71,0,N,281,2
2059,2,N,4,2,N,0,48-02507,5,2,4,176,2
2060,2,6,8,1,5,0,48-02102,22,0,2,47,2
2061,1,6,1,1,1,0,48-02515,12,0,3,0,2
2062,2,6,2,1,0,0,48-02507,73,2,4,207,2
2063,1,4,1,1,3,0,48-02101,54,N,N,135,2
2064,2,1,1,1,6,0,48-02507,34,0,2,94,2
2065,2,4,1,1,7,0,48-02516,46,0,2,280,2
2066,1,6,1,1,3,1,48-02507,61,0,N,285,2
2067,1,6,1,1,0,0,48-02515,35,0,N,0,2
2068,2,N,2,1,N,0,48-02510,1,1,5,501,2
2069,1,1,1,1,7,0,48-02101,59,N,4,375,2
2070,1,6,1,1,2,0,48-02516,88,0,N,182,2
2071,2,1,8,1,6,0,48-02516,53,1,3,42,2
2072,2,2,1,1,5,0,48-02515,55,0,2,501,2
2073,1,4,1,1,4,0,48-02102,7,0,7,52,2
2074,1,4,1,1,8,0,48-02510,58,0,N,501,2
2075,1,6,1,1,0,0,48-02510,18,0,3,501,2
2076,1,4,1,2,7,0,48-02101,40,0,2,438,2
2077,1,6,1,1,0,1,48-02515,49,0,N,501,2
2078,2,6,2,1,0,1,48-02507,85,N,N,388,2
2079,2,5,2,1,9,0,48-02102,44,1,3,501,2
2080,2,N,1,1,N,0,48-02516,65,2,4,332,2
2081,2,N,1,1,N,1,48-02507,65,2,4,495,2
2082,2,1,1,1,9,1,48-02510,80,0,2,501,2
2083,1,1,1,2,6,0,48-02516,34,1,3,149,2
2084,1,4,1,1,7,0,48-02516,71,1,3,488,2
2085,2,6,1,1,4,0,48-02101,33,0,4,105,2
2086,1,1,9,0,0,1,48-02102,72,0,2,N,2
2087,2,1,1,1,9,0,48-02507,65,1,3,501,2
2088,1,5,1,1,2,0,48-02102,16,1,3,465,2
2089,1,N,1,1,N,1,48-02101,29,0,3,159,2
2090,1,N,1,2,N,0,48-02507,85,1,3,439,2
2091,1,N,1,1,N,0,48-02101,77,3,5,501,2
2092,2,1,1,1,6,0,48-02510,65,0,3,252,2
2093,1,6,1,1,5,0,48-02510,64,3,5,311,2
2094,2,1,1,1,8,1,48-02101,26,2,4,501,2
2095,2,1,1,1,8,0,48-02510,19,1,3,501,2
2096,2,N,8,1,N,0,48-02101,64,3,5,261,2
2097,2,3,1,1,3,0,48-02510,61,1,4,501,2
2098,2,1,1,1,9,1,48-02516,50,0,3,501,2
