,AGEP_x,DEAR_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,PWGTP_x,RAC1P,SEX,WGTP_x,AGEP_y,DEAR_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,INDP_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,PWGTP_y,WGTP_y,percent_match
142,73,2,2,2,2,N,9,0,1,9480,11,1,0,3,1,27536.0,9,501,17-03529,67,1,1,38,33,2,2,2,2,N,1,7890,2,4,55000.0,7,501,314,276,46.666666666666664
143,21,2,2,2,2,N,4,0,1,7870,6,6,0,7,1,13280.0,5,254,17-03531,230,2,1,171,47,2,2,2,2,N,1,5391,0,N,430.0,1,3,150,150,46.666666666666664
144,63,2,2,2,2,N,10,0,1,N,8,4,0,2,1,143238.0,9,N,08-00803,52,1,2,35,67,2,2,2,2,N,1,6490,0,N,120000.0,9,501,143,161,53.333333333333336
145,28,2,2,1,2,N,9,0,1,N,10,4,0,N,1,173081.0,8,501,51-51255,50,1,2,109,65,2,2,2,2,N,1,7490,0,N,55000.0,6,452,340,341,46.666666666666664
146,49,2,2,2,2,N,9,0,1,3380,10,4,0,3,2,39263.0,5,501,08-00803,113,1,1,88,40,2,2,2,2,N,1,7380,0,N,197000.0,9,501,52,52,53.333333333333336
147,76,2,2,1,2,N,10,0,1,7380,15,6,0,N,2,10684.0,6,35,08-00803,162,1,2,154,37,2,2,2,2,N,1,9160,0,2,100000.0,8,501,110,98,40.0
148,6,2,2,N,N,N,N,0,1,N,N,N,1,7,1,N,N,501,17-03529,277,1,1,226,0,2,2,N,N,N,1,N,1,3,N,N,429,44,60,66.66666666666666
149,62,2,2,2,2,N,8,0,1,8270,12,4,0,N,1,36813.0,8,501,36-04010,57,2,2,57,56,2,2,2,2,N,1,8270,0,3,85000.0,8,501,106,106,66.66666666666666
150,37,2,2,2,2,N,7,0,1,N,N,2,0,2,1,122.0,0,501,01-01301,65,2,1,69,76,2,2,2,2,N,1,N,0,N,16000.0,4,132,83,83,53.333333333333336
151,82,2,2,1,N,N,9,0,1,N,N,4,0,2,1,17138.0,3,468,51-01301,67,1,2,28,86,2,2,2,2,N,1,N,0,N,50000.0,6,410,53,53,40.0
152,69,2,2,2,2,N,5,0,1,N,N,2,0,2,2,21039.0,4,461,17-03531,63,2,1,66,78,2,2,2,2,N,1,N,2,5,8000.0,2,162,237,269,46.666666666666664
153,6,2,2,2,2,N,10,0,1,9470,12,4,0,N,2,30126.0,4,485,29-01901,71,2,2,103,58,2,2,2,2,N,1,8170,0,N,33000.0,5,248,55,55,53.333333333333336
154,20,2,2,2,2,N,7,0,2,8990,11,6,N,N,0,3852.0,2,N,13-04600,108,6,1,0,18,2,2,2,2,N,3,7870,N,N,8400.0,2,N,65,0,66.66666666666666
155,16,2,2,2,2,N,7,0,1,7390,13,6,0,4,1,22860.0,6,436,19-01700,65,1,2,149,18,2,2,2,2,N,1,8470,1,4,60.0,0,434,230,168,46.666666666666664
156,39,2,2,2,2,N,5,0,1,4470,12,1,0,7,2,20777.0,2,165,01-01301,78,2,2,91,26,2,2,2,2,N,1,8290,3,6,13500.0,3,197,228,177,40.0
157,60,2,2,2,2,N,7,0,2,7580,11,6,N,N,0,7748.0,6,N,08-00803,51,6,1,0,22,2,2,2,2,N,3,7870,N,N,8000.0,2,N,121,0,60.0
158,33,2,2,2,2,N,5,0,1,8680,14,6,0,7,2,29493.0,1,200,32-00405,11,1,1,190,57,2,2,2,2,N,1,8590,0,N,53000.0,7,401,186,187,46.666666666666664
159,12,2,2,2,2,N,9,0,2,8590,N,6,N,N,1,-90.0,0,N,38-00100,73,1,2,87,73,2,2,2,2,N,1,N,0,N,126400.0,9,501,14,14,40.0
160,20,2,2,2,2,N,9,0,1,7860,6,6,0,3,1,7561.0,1,51,51-01301,44,1,2,83,23,2,2,2,2,N,1,5170,0,3,30600.0,4,501,119,144,53.333333333333336
161,59,2,2,2,2,N,8,0,1,7680,N,4,0,2,1,5955.0,4,89,17-03531,37,2,2,92,69,2,2,2,2,N,1,N,0,2,22600.0,4,245,40,41,60.0
162,29,2,2,2,2,N,7,0,1,N,N,6,0,5,1,296.0,0,501,06-07502,83,6,1,79,20,2,2,2,2,N,1,N,0,4,0.0,0,30,244,264,60.0
163,11,2,2,2,2,N,9,0,1,N,N,6,5,7,2,34562.0,3,62,19-01700,114,1,1,144,70,2,2,2,2,N,1,N,0,N,11300.0,2,92,92,92,46.666666666666664
164,62,2,2,2,2,N,5,0,1,9480,8,6,0,4,1,239500.0,1,418,19-01700,73,1,1,80,18,2,2,2,2,N,1,6570,0,2,5400.0,1,31,104,99,53.333333333333336
165,65,2,2,2,2,N,5,0,1,9590,15,6,0,N,1,29516.0,5,474,36-04010,69,2,1,80,76,2,2,2,2,N,1,9080,0,2,32000.0,5,380,53,53,53.333333333333336
166,59,2,2,2,2,N,7,0,1,4170,13,6,0,N,2,24081.0,1,218,28-01100,79,2,2,46,30,2,2,2,2,N,1,8470,1,2,21000.0,5,120,275,275,40.0
167,48,2,2,2,2,N,9,0,1,N,10,6,0,4,1,-54.0,1,115,08-00803,69,6,2,39,23,2,2,2,2,N,1,7470,0,4,45000.0,6,501,153,120,53.333333333333336
168,48,2,2,2,2,N,7,0,1,8170,N,6,0,N,2,N,1,328,06-07502,77,1,1,91,24,2,2,2,2,N,1,N,0,3,0.0,0,247,33,31,46.666666666666664
169,6,2,2,N,N,N,2,0,1,N,N,N,1,4,2,N,N,125,32-00405,267,2,1,254,4,2,2,N,N,N,1,N,0,6,N,N,129,113,82,60.0
170,57,2,2,2,2,N,10,0,1,8170,12,1,0,6,1,8117.0,2,104,17-03531,226,2,2,68,30,2,2,2,2,N,1,8191,1,3,50000.0,6,344,524,525,40.0
171,20,2,2,2,2,N,7,0,2,9160,10,6,N,N,0,10031.0,6,N,36-03710,58,1,2,0,43,2,2,2,2,N,2,7580,N,N,0.0,0,N,60,0,66.66666666666666
172,63,2,2,2,2,N,7,0,2,8180,10,6,N,N,0,26911.0,1,N,19-01700,111,1,1,0,56,2,2,2,2,N,3,7690,N,N,0.0,0,0,88,0,53.333333333333336
173,66,2,2,2,2,N,8,0,1,N,10,4,0,N,1,34967.0,4,477,01-01301,49,2,2,34,38,2,1,2,1,N,1,7580,1,2,36600.0,6,211,60,60,26.666666666666668
174,72,2,2,2,2,N,3,4,1,N,N,N,1,7,2,N,N,295,36-04010,309,2,2,341,7,2,2,2,2,N,1,N,0,2,N,N,184,41,36,60.0
175,18,2,2,2,2,N,5,0,1,180,11,1,0,2,1,7468.0,4,424,36-04010,34,2,2,103,66,2,2,2,2,N,1,7860,0,2,35100.0,5,501,55,55,53.333333333333336
176,26,2,2,2,2,N,5,0,1,7860,10,6,0,N,2,25608.0,5,35,36-04010,174,2,1,53,34,2,2,2,2,N,1,7680,3,4,30000.0,5,116,96,97,46.666666666666664
177,60,2,2,2,2,N,7,0,1,9590,15,6,0,2,1,12509.0,1,211,32-00405,161,1,1,177,32,2,2,2,2,N,1,9090,0,2,35000.0,5,214,53,33,53.333333333333336
178,75,2,2,2,2,N,5,0,1,7460,12,4,0,N,2,39172.0,9,501,28-01100,71,1,1,124,69,1,2,2,2,N,1,8191,0,N,15700.0,4,128,247,247,46.666666666666664
179,20,2,2,2,2,N,10,0,1,8370,4,6,0,N,1,184958.0,7,501,51-51255,50,1,2,59,54,2,2,2,2,N,1,2190,0,N,208000.0,9,501,44,43,60.0
180,78,2,2,2,2,N,10,0,1,N,N,4,0,N,1,94862.0,4,501,40-00200,47,1,2,54,79,1,2,2,2,N,1,N,0,N,36600.0,6,301,124,125,53.333333333333336
181,54,2,2,2,2,N,5,0,1,8870,6,6,2,N,1,27572.0,5,252,40-00200,60,1,2,94,21,2,2,2,2,N,1,5391,0,2,28600.0,5,413,53,88,46.666666666666664
182,7,1,2,1,1,N,12,0,1,N,N,3,0,2,1,42821.0,2,501,24-01004,107,1,1,47,83,2,2,2,2,N,1,N,2,6,0.0,0,169,98,61,26.666666666666668
183,26,2,2,2,2,N,7,0,1,7290,16,4,0,N,1,10043.0,6,134,51-51255,68,2,2,59,59,2,2,2,2,N,1,9590,0,2,69000.0,7,407,39,39,46.666666666666664
184,23,2,2,2,2,N,5,0,1,770,11,3,0,6,2,7336.0,2,129,13-04600,173,2,2,74,71,2,2,2,2,N,1,7860,0,N,33200.0,5,274,95,95,46.666666666666664
185,70,2,2,2,2,N,9,0,1,7870,16,6,0,2,1,173198.0,8,139,51-01301,117,1,2,80,33,2,2,2,2,N,1,9370,0,N,128000.0,9,501,79,78,46.666666666666664
186,16,2,2,2,2,N,7,0,1,5070,15,6,3,4,2,-29.0,1,165,30-00600,139,1,2,63,29,2,2,2,2,N,1,8870,0,N,38400.0,6,290,179,179,40.0
187,14,2,1,1,N,N,4,0,1,N,N,1,2,4,1,N,N,173,06-08507,75,1,1,284,94,2,2,1,1,N,1,N,0,4,49000.0,6,501,51,48,40.0
188,63,2,2,2,2,N,7,0,2,7860,9,6,N,N,0,34188.0,6,N,26-02702,23,1,2,0,19,2,2,2,2,N,3,6992,N,N,81000.0,8,N,12,0,60.0
189,63,2,2,2,2,N,5,0,1,8470,6,6,0,N,2,11867.0,6,13,06-07502,37,1,1,232,62,2,2,1,2,N,1,5490,0,N,27900.0,5,213,104,103,46.666666666666664
190,48,2,2,2,2,N,7,0,1,N,9,1,1,3,1,-6.0,2,225,19-01700,246,2,2,37,60,2,2,2,2,N,1,6991,0,2,36000.0,5,434,78,77,40.0
191,5,2,2,2,2,N,8,0,1,7970,16,6,0,N,1,181250.0,8,388,24-01004,82,1,1,117,45,2,2,2,2,N,1,9570,0,3,32000.0,4,501,93,69,46.666666666666664
192,63,2,2,2,2,N,4,0,1,N,N,6,0,3,1,57996.0,2,166,51-01301,135,2,2,82,16,2,2,2,2,N,1,N,1,2,0.0,0,260,69,50,46.666666666666664
193,30,2,2,2,2,N,4,0,1,7870,N,6,1,7,2,28073.0,3,111,32-00405,83,9,1,168,15,2,2,2,2,N,1,N,5,6,0.0,0,71,147,214,40.0
194,28,2,2,2,2,N,5,0,1,9170,12,1,0,2,1,37162.0,5,397,13-04600,37,2,2,74,62,2,2,2,2,N,1,8270,0,3,0.0,0,2,61,80,46.666666666666664
195,20,2,2,2,2,N,7,0,1,7470,12,1,2,4,2,436.0,0,501,32-00405,49,1,2,118,43,2,2,2,2,N,1,8191,0,5,45000.0,6,501,171,171,46.666666666666664
196,58,2,2,2,2,N,9,0,1,9470,11,1,0,N,1,35909.0,3,88,28-01100,83,2,2,112,70,2,2,2,2,N,1,7890,0,3,89000.0,9,501,77,99,46.666666666666664
197,29,2,2,2,2,N,7,0,3,7970,9,6,0,N,2,5017.0,2,60,28-01100,175,1,2,24,20,2,2,2,2,N,1,6970,0,N,2000.0,1,15,38,39,46.666666666666664
198,67,2,2,2,2,N,10,0,1,170,10,4,0,N,1,44078.0,9,501,08-00803,57,1,1,74,74,2,2,2,2,N,1,7290,0,N,82000.0,8,501,72,72,60.0
199,29,2,2,2,2,N,7,0,1,N,N,3,0,N,2,11524.0,7,429,51-51255,93,1,2,35,86,2,2,2,2,N,1,N,0,N,152000.0,9,501,65,65,60.0
200,43,2,2,2,2,N,4,1,1,7860,14,6,1,7,1,N,6,212,06-08507,17,1,1,124,17,2,2,2,2,N,1,8680,1,3,0.0,0,501,95,119,46.666666666666664
201,62,2,2,2,2,N,5,0,1,770,14,6,0,N,1,32199.0,3,155,26-02702,145,1,2,144,20,2,2,2,2,N,1,8680,0,4,12310.0,3,501,147,121,53.333333333333336
202,75,2,2,2,2,N,5,0,1,N,N,2,0,2,1,68512.0,1,501,28-01100,92,2,2,46,58,2,2,2,2,N,1,N,0,2,0.0,0,157,123,128,60.0
203,52,2,2,2,2,N,5,0,1,7690,6,6,0,3,1,33518.0,8,166,19-01700,53,1,2,78,29,2,2,2,2,N,1,4971,0,3,32000.0,5,406,173,107,53.333333333333336
204,13,2,2,2,2,N,1,0,1,N,N,1,1,4,1,N,N,152,28-01100,47,2,2,90,73,2,2,1,2,N,1,N,0,5,10500.0,3,86,24,41,40.0
205,6,2,2,1,2,N,4,0,1,N,N,2,1,3,1,N,N,139,36-04010,194,2,1,55,79,2,2,2,2,N,1,N,0,6,6000.0,2,501,36,46,40.0
206,31,2,2,2,2,N,3,0,1,N,N,4,0,7,2,35463.0,3,27,36-04010,68,2,2,152,71,2,2,2,2,N,1,N,0,2,18300.0,3,178,174,174,60.0
207,79,2,2,1,2,N,4,0,1,N,N,4,0,2,1,10075.0,4,186,01-01301,288,2,2,265,79,2,2,2,2,N,1,N,0,2,9300.0,2,166,120,120,60.0
208,20,2,2,2,2,N,5,0,2,N,14,6,N,N,0,-142.0,0,N,06-07502,14,2,1,0,22,2,2,2,2,N,3,8680,N,N,3100.0,1,23,168,0,53.333333333333336
209,18,1,2,2,2,N,7,0,1,N,N,3,0,2,1,9960.0,2,98,17-03529,42,2,2,161,73,2,2,2,2,N,1,N,1,4,16200.0,3,501,61,90,40.0
210,70,2,2,2,2,N,2,0,1,N,N,N,2,3,1,N,N,501,19-01700,169,2,1,79,5,2,2,2,2,N,1,N,3,5,N,N,171,70,131,60.0
211,63,2,2,2,1,N,5,0,1,7860,6,6,3,7,1,42959.0,1,95,08-00803,173,1,1,213,54,2,2,2,2,N,1,4990,0,4,76140.0,8,501,29,24,33.33333333333333
212,19,2,2,2,2,N,9,0,3,4170,11,6,N,N,0,9413.0,1,N,26-02702,145,6,2,0,25,2,2,2,2,N,3,7870,N,N,73500.0,8,N,29,0,66.66666666666666
213,21,2,2,2,2,N,5,0,1,N,N,6,1,4,2,224.0,0,0,06-08507,51,6,2,46,18,2,2,2,2,N,1,N,1,4,0.0,0,501,91,99,66.66666666666666
214,30,2,2,2,2,N,9,0,1,N,N,1,0,2,1,134698.0,9,501,36-04010,64,1,1,50,78,2,2,2,2,N,1,N,0,2,18000.0,3,383,40,40,60.0
215,28,2,2,2,2,2,10,0,1,8191,8,1,0,3,1,163054.0,9,501,32-00405,50,1,2,48,51,2,2,2,2,N,1,6670,0,2,53500.0,7,501,59,60,46.666666666666664
216,18,2,2,2,2,N,7,0,1,7860,15,6,0,N,2,7301.0,2,117,28-01100,63,2,2,79,64,2,2,2,2,N,1,9290,0,N,10080.0,3,76,65,66,53.333333333333336
217,54,2,2,2,2,N,7,0,3,9160,15,6,N,N,0,9769.0,2,N,40-00200,64,1,1,0,28,2,2,2,2,N,3,9160,N,N,20000.0,4,150,76,0,66.66666666666666
218,45,2,2,2,2,N,7,0,1,8980,8,1,0,5,1,45382.0,9,107,06-08507,170,1,1,36,67,2,2,2,2,N,1,6672,0,2,302900.0,9,501,47,46,53.333333333333336
219,50,2,2,2,2,N,7,0,1,8590,10,4,0,N,2,45795.0,3,96,17-03529,34,2,1,156,55,2,2,2,2,N,1,7590,0,N,51000.0,6,389,95,94,53.333333333333336
220,43,2,2,2,2,N,10,0,1,N,N,1,0,7,2,40786.0,8,324,51-51255,54,1,2,156,69,2,2,2,2,N,1,N,0,2,9600.0,2,501,96,106,53.333333333333336
221,13,2,2,2,2,N,8,0,1,9170,8,1,0,2,1,25272.0,3,234,28-01100,60,2,2,31,38,2,2,2,2,N,1,6670,2,5,42000.0,7,405,87,112,40.0
222,3,2,2,1,1,N,5,0,2,N,N,4,N,N,0,43435.0,4,N,32-00405,41,1,1,0,62,2,2,2,2,N,3,N,N,N,0.0,0,0,190,0,46.666666666666664
223,62,2,2,2,2,N,8,0,1,9370,10,1,2,4,1,172583.0,9,501,19-01700,78,1,1,98,50,2,2,2,2,N,1,7380,0,4,78000.0,8,501,86,87,53.333333333333336
224,21,2,2,2,2,N,8,0,1,4670,12,1,0,4,1,88990.0,7,501,30-00600,78,1,1,36,59,1,2,2,2,N,1,8191,0,2,5000.0,1,457,30,31,40.0
225,24,2,2,2,2,N,7,0,1,6890,12,6,0,N,2,29544.0,5,324,29-01901,41,2,1,77,58,2,2,2,2,N,1,8191,0,N,33700.0,5,256,271,271,60.0
226,65,2,2,2,2,N,7,0,1,9290,10,2,0,2,1,30684.0,5,247,38-00100,11,1,2,106,59,2,2,2,2,N,1,7280,0,N,6900.0,1,52,40,40,46.666666666666664
227,28,2,2,2,2,N,7,0,1,9370,15,1,0,2,1,31453.0,8,501,28-01100,67,1,1,38,57,2,2,2,2,N,1,8770,0,3,50000.0,8,400,354,250,53.333333333333336
228,51,2,2,2,2,N,10,0,1,770,16,4,0,N,1,97551.0,6,151,24-01004,30,1,1,61,64,2,2,2,2,N,1,9380,0,N,169500.0,9,501,184,183,53.333333333333336
229,31,2,2,2,2,N,5,0,1,N,9,6,0,N,2,7434.0,6,330,06-07502,63,2,1,116,25,2,2,2,2,N,1,6991,0,N,35000.0,5,264,155,44,53.333333333333336
230,15,2,2,2,2,N,3,0,1,N,N,4,0,6,2,27604.0,3,102,36-04010,187,2,1,101,91,2,2,2,2,N,1,N,0,N,1400.0,1,11,163,162,53.333333333333336
231,75,2,2,1,2,N,7,0,1,N,N,4,0,2,1,8833.0,2,130,28-01100,100,1,1,37,57,2,2,2,2,N,1,N,0,N,12000.0,3,91,61,62,46.666666666666664
232,6,2,1,1,1,N,10,0,1,7690,15,6,0,N,1,233565.0,8,501,24-01004,136,1,1,23,25,2,2,2,2,N,1,9290,0,3,1890.0,1,501,126,97,33.33333333333333
233,51,2,2,2,2,N,3,0,1,N,N,N,1,3,1,N,N,130,06-08507,47,8,2,366,11,2,2,2,2,N,1,N,2,4,N,N,501,43,46,60.0
234,71,2,2,2,2,N,1,0,1,N,N,N,2,4,1,N,0,238,24-01004,117,6,2,56,4,2,2,N,N,N,1,N,2,4,N,N,501,91,101,53.333333333333336
235,29,2,2,2,2,N,3,1,1,N,N,N,3,4,1,N,0,94,30-00600,79,3,1,210,9,2,2,2,2,N,1,N,0,6,N,N,199,149,38,53.333333333333336
236,51,2,2,1,1,N,8,0,1,7870,9,3,0,3,1,9588.0,6,49,19-01700,93,1,2,61,71,2,2,2,2,N,1,6870,0,4,33300.0,5,173,131,132,33.33333333333333
237,7,2,2,2,2,N,5,0,1,N,N,2,0,6,1,-485.0,2,324,17-03531,17,2,1,38,39,2,2,2,2,N,1,N,0,2,10500.0,2,443,135,70,60.0
238,62,2,2,2,2,N,3,0,1,N,N,6,1,3,2,N,N,90,06-08507,348,1,2,217,16,2,2,2,2,N,1,N,2,4,0.0,0,501,52,43,46.666666666666664
239,29,2,2,2,2,N,7,0,1,7071,12,3,0,2,1,8103.0,5,239,13-04600,161,2,2,95,53,2,2,2,2,N,1,7970,0,3,70000.0,8,341,96,97,46.666666666666664
240,90,2,2,2,2,N,7,0,3,N,14,6,0,7,1,7074.0,1,87,13-04600,122,2,2,79,23,2,2,2,2,N,1,8590,0,3,3000.0,1,251,188,98,46.666666666666664
241,58,2,2,2,2,N,8,0,1,7390,10,1,0,2,1,247541.0,7,78,13-04600,74,2,1,94,39,2,2,2,2,N,1,7780,2,5,35000.0,6,299,37,39,40.0
242,47,2,2,2,2,N,7,0,1,7890,14,6,0,N,2,23147.0,9,234,24-01004,50,1,2,26,50,2,2,2,2,N,1,8680,0,N,14800.0,2,113,49,49,53.333333333333336
243,55,2,2,2,2,N,5,0,1,8370,N,6,0,N,2,38527.0,6,132,51-51255,374,1,2,43,67,2,2,2,2,N,1,N,0,N,11400.0,2,94,54,53,53.333333333333336
244,58,2,2,2,2,N,5,0,1,7670,14,6,0,7,2,38039.0,5,154,29-01901,99,2,1,229,71,2,2,2,2,N,1,8563,0,N,9200.0,2,76,45,45,46.666666666666664
245,43,2,2,2,2,N,9,0,1,7390,9,4,2,3,1,558334.0,9,501,06-08507,50,1,1,43,53,2,2,2,2,N,1,7071,1,2,355400.0,9,501,87,87,53.333333333333336
246,26,2,2,2,2,N,4,1,1,8470,N,6,1,6,2,-11.0,0,0,01-01301,286,3,2,242,30,2,2,2,1,N,1,N,2,3,9300.0,2,45,61,61,33.33333333333333
247,13,2,2,2,2,N,9,0,1,7280,13,6,0,2,1,480558.0,7,501,08-00803,49,1,1,38,35,2,2,2,2,N,1,8370,0,N,38000.0,5,289,189,189,46.666666666666664
248,28,2,1,2,2,N,10,0,1,6170,10,6,0,3,1,323451.0,9,501,13-04600,45,1,2,150,31,2,2,2,2,N,1,7280,0,N,140000.0,9,501,36,31,53.333333333333336
249,67,2,2,1,2,N,10,0,1,8570,10,4,0,N,1,299157.0,9,501,24-01004,52,1,2,109,51,2,2,2,2,N,1,7670,2,3,150000.0,9,501,53,52,46.666666666666664
250,65,2,2,2,2,N,9,0,1,9160,4,6,0,N,1,90559.0,8,460,24-01004,120,1,1,17,26,2,2,2,2,N,1,3390,0,3,0.0,0,501,20,15,46.666666666666664
251,47,2,2,2,2,N,7,0,1,N,N,4,0,3,2,8096.0,2,151,24-01004,95,1,2,45,84,2,2,2,2,N,1,N,0,N,24000.0,3,197,63,63,53.333333333333336
252,27,2,1,2,2,N,10,0,1,7460,9,6,0,4,1,202707.0,6,400,19-01700,114,1,2,31,69,2,2,2,2,N,1,6992,0,N,34000.0,5,280,109,109,40.0
253,28,2,2,2,2,N,7,0,1,7870,11,6,0,2,1,9610.0,1,117,38-00100,171,3,2,152,25,2,2,2,2,N,1,7870,0,4,5000.0,1,399,49,26,60.0
254,71,2,2,2,2,N,11,0,1,N,12,1,0,2,1,80837.0,8,501,40-00200,95,1,2,26,53,2,2,2,2,N,1,8191,3,5,46900.0,7,438,32,32,40.0
255,5,2,2,1,2,N,9,0,1,N,N,1,0,2,1,22478.0,5,501,26-02702,73,6,2,63,63,2,2,2,2,N,1,N,0,2,47600.0,7,329,103,103,53.333333333333336
256,7,2,2,2,2,N,7,0,1,N,N,4,0,2,1,5651.0,0,N,38-00100,105,1,2,98,75,2,2,2,2,N,1,N,0,N,1800.0,1,14,66,67,53.333333333333336
257,5,2,2,2,2,N,5,0,1,9160,10,6,3,3,1,58250.0,9,203,08-00803,97,6,1,90,21,2,2,2,2,N,1,7470,0,4,3000.0,1,501,106,120,40.0
258,63,2,2,2,2,N,9,0,1,N,N,6,0,3,1,932.0,0,501,06-08507,63,1,1,43,72,1,2,2,2,N,1,N,0,N,83500.0,8,501,76,75,53.333333333333336
259,78,2,2,2,2,N,5,0,1,N,N,2,0,2,1,23341.0,3,101,17-03531,204,2,2,85,41,2,2,2,2,N,1,N,0,4,0.0,0,153,70,43,53.333333333333336
260,48,2,2,2,2,N,8,0,1,8570,12,1,0,2,1,204658.0,9,501,28-01100,75,1,2,93,31,2,2,2,2,N,1,8090,0,2,27000.0,6,454,115,88,53.333333333333336
261,63,2,2,2,2,N,4,0,1,9470,10,6,0,N,2,132450.0,9,60,19-01700,12,1,1,23,53,1,2,2,2,N,1,7770,0,N,0.0,0,0,343,387,46.666666666666664
262,59,2,2,2,2,N,10,0,1,6180,15,6,0,3,2,4135.0,2,65,17-03529,135,2,2,113,31,2,2,2,2,N,1,9170,0,N,53000.0,7,401,111,112,46.666666666666664
263,6,2,2,1,2,N,1,0,1,N,N,1,0,2,1,34983.0,5,493,06-07502,71,6,1,71,89,1,2,1,2,N,1,N,0,3,23000.0,4,501,142,131,46.666666666666664
264,66,2,2,2,2,N,9,0,1,7860,16,1,2,3,1,508.0,0,501,06-08507,184,1,1,70,66,2,2,2,2,N,1,9570,0,2,100000.0,8,501,84,80,53.333333333333336
265,70,2,2,N,2,N,1,0,1,N,N,N,1,3,2,N,N,106,40-00200,270,2,1,304,4,2,2,N,N,N,1,N,2,3,N,N,0,17,15,60.0
266,57,2,2,2,2,N,10,0,1,8470,N,1,0,7,2,45523.0,6,116,51-51255,211,1,1,216,74,1,2,1,2,N,1,N,0,2,95800.0,8,501,118,118,33.33333333333333
267,67,2,2,2,2,N,5,0,2,N,N,6,N,3,0,169.0,0,N,32-00405,35,1,2,0,32,2,2,2,2,N,2,N,N,N,0.0,0,N,75,0,73.33333333333333
268,66,2,2,2,2,N,10,0,1,9390,14,1,5,5,1,58279.0,1,331,38-00100,77,1,2,125,66,2,2,2,2,N,1,8590,0,2,61680.0,7,501,23,25,46.666666666666664
269,30,2,2,2,2,N,10,0,1,6690,9,6,0,2,1,81387.0,8,501,51-01301,57,1,2,109,52,2,2,2,2,N,1,7071,0,N,111300.0,8,501,73,73,60.0
270,54,2,2,2,2,N,5,0,1,9920,4,1,0,2,1,182502.0,9,501,24-01004,99,1,1,31,63,2,2,2,2,N,1,3895,0,2,15000.0,3,501,77,77,60.0
271,60,2,2,2,2,N,7,0,1,7860,9,1,0,2,1,9280.0,1,176,28-01100,87,1,2,78,62,2,2,2,2,N,1,6870,0,2,40020.0,7,501,48,43,53.333333333333336
272,61,2,1,2,2,N,8,0,1,8380,4,6,0,N,1,244577.0,6,501,19-01700,37,1,2,81,21,2,2,2,2,N,1,3960,0,3,21370.0,4,501,141,142,46.666666666666664
273,13,2,2,2,2,N,10,0,1,4971,11,6,0,N,1,153127.0,8,501,19-01700,39,1,2,86,33,2,2,2,2,N,1,7860,0,N,51000.0,7,384,91,92,53.333333333333336
274,63,2,2,2,2,N,9,0,1,7380,9,6,0,N,1,63349.0,9,501,24-01004,127,6,1,119,23,2,2,2,2,N,1,7071,0,5,5000.0,1,501,196,118,53.333333333333336
275,36,2,2,2,2,N,5,0,1,8660,12,6,0,2,2,5972.0,1,157,17-03531,142,9,1,196,28,2,2,2,2,N,1,8270,0,N,30700.0,5,234,379,380,46.666666666666664
276,21,2,2,2,2,N,11,0,1,7071,9,1,0,2,1,163871.0,9,501,06-08507,66,1,1,61,64,2,2,2,2,N,1,6992,0,2,671200.0,9,501,121,121,66.66666666666666
277,79,2,2,1,1,N,9,0,1,N,N,4,0,N,2,9311.0,2,163,29-01901,116,2,1,147,65,2,2,2,2,N,1,N,0,N,40200.0,6,328,66,67,46.666666666666664
278,67,2,2,2,1,N,4,0,1,4890,10,6,0,N,1,83558.0,7,137,24-01004,44,1,1,63,17,2,2,2,2,N,1,7460,5,7,1500.0,1,501,46,34,33.33333333333333
279,69,2,2,2,2,N,9,0,1,7290,11,3,0,3,1,78719.0,8,159,30-00600,32,1,2,68,74,2,2,2,2,N,1,7890,0,2,52800.0,7,420,21,21,46.666666666666664
280,27,2,2,2,2,N,5,0,1,6870,10,1,0,4,1,97416.0,9,342,40-00200,113,1,1,88,25,2,2,2,2,N,1,7690,1,3,27000.0,5,259,78,73,40.0
281,59,2,2,1,2,N,10,0,1,7380,11,6,0,N,1,199609.0,5,501,24-01004,32,1,1,59,25,2,2,2,2,N,1,7860,0,3,9000.0,2,501,69,53,46.666666666666664
282,19,2,2,2,2,N,4,0,1,5170,14,6,0,N,2,7027.0,4,157,36-04010,41,2,2,132,16,2,2,2,2,N,1,8680,3,5,1000.0,1,230,66,74,40.0
283,80,2,2,2,1,N,9,0,2,N,N,6,N,N,0,458.0,0,N,17-03529,69,2,1,0,61,1,2,1,1,N,2,N,N,N,0.0,0,N,68,0,66.66666666666666
284,27,2,2,2,2,N,4,0,1,6570,11,6,0,N,2,3507.0,5,107,36-04010,76,2,2,87,16,2,2,2,2,N,1,7890,1,4,1500.0,1,501,114,129,40.0
285,67,2,2,2,2,N,9,0,1,7270,11,1,0,2,1,150805.0,4,501,32-00405,97,1,2,107,65,2,2,2,2,N,1,7860,0,2,30600.0,5,200,31,31,53.333333333333336
286,14,2,2,1,2,N,10,0,1,1180,10,4,0,3,1,153642.0,4,501,17-03529,84,2,2,17,56,2,2,2,2,N,1,7680,0,N,103000.0,9,501,301,301,46.666666666666664
