PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP,index_col
51-51255,51,1,1,0,1,0,2,1,1,134.7,8660,16,8,78000.0,9,501,4,2,2,2,2,75,52,114452
38-00100,64,1,1,0,1,3,2,1,1,4428.8,7280,3,9,1400.0,8,501,N,2,2,2,2,124,89,114453
06-08507,52,1,1,0,1,0,2,1,2,3841.2,8660,14,9,45000.0,9,501,N,2,2,2,2,43,64,114454
51-01301,51,2,5,0,2,0,N,1,2,11147.7,7580,16,9,72000.0,4,501,N,2,2,2,2,145,50,114455
06-07502,36,2,1,0,1,0,3,1,2,33966.9,7770,8,9,56000.0,9,501,N,2,2,2,2,80,114,114456
06-07502,81,1,1,0,1,0,2,1,1,33957.5,N,1,11,9800.0,9,501,5,2,1,2,1,84,97,114457
51-01301,77,1,3,0,1,0,2,1,1,5205.6,N,N,12,8000.0,9,501,N,2,2,2,1,176,122,114458
36-03710,29,2,6,4,8,1,4,1,2,52767.9,9780,10,4,45000.0,0,227,N,2,2,2,2,88,73,114459
36-03710,49,2,6,4,8,1,3,1,2,52864.7,N,N,6,0.0,0,106,N,2,2,2,2,129,94,114460
30-00600,95,1,3,0,2,0,2,1,1,11375.0,N,N,8,180000.0,6,79,2,1,1,2,1,21,192,114461
01-01301,32,2,6,0,1,0,N,1,1,3209.5,6070,6,7,5000.0,3,18,N,2,2,2,2,54,70,114462
01-01301,67,1,1,0,2,3,2,1,1,3292.5,N,N,5,0.0,0,501,N,2,2,2,2,51,72,114463
29-01901,86,2,3,0,2,0,5,1,1,4540.6,N,N,5,69000.0,2,242,N,2,2,2,2,246,288,114464
26-02702,59,1,2,0,1,N,N,3,0,3807.0,5170,10,7,7000.0,0,108,N,2,2,2,2,122,3,114465
17-03529,25,1,6,0,2,N,N,3,0,3291.7,7690,4,7,4300.0,1,N,3,2,2,2,2,11,3,114466
38-00100,80,1,1,0,1,0,2,1,1,72.6,9170,12,8,500.0,8,501,N,2,2,2,1,123,84,114467
19-01700,39,1,1,4,1,0,2,1,1,3846.3,3875,10,5,4400.0,1,340,N,2,2,2,2,57,43,114468
06-08507,22,2,1,0,2,1,4,1,1,3216.2,N,N,4,0.0,0,0,N,2,2,2,2,63,31,114469
29-01901,61,1,1,0,1,1,2,1,1,50469.9,N,N,5,19200.0,8,501,N,2,2,2,1,142,131,114470
08-00803,33,1,6,0,1,1,N,1,1,3697.1,7690,6,9,18000.0,9,448,N,2,2,2,2,112,73,114471
51-01301,50,2,1,4,9,0,4,1,1,11304.0,7390,11,9,58000.0,9,501,N,2,2,2,2,74,68,114472
17-03529,4,2,N,0,2,4,5,1,2,15164.9,N,N,3,N,N,11,N,N,2,2,1,248,231,114473
30-00600,36,2,3,0,1,1,3,1,1,57.9,3960,7,6,30000.0,7,84,N,2,1,2,2,172,197,114474
36-03710,47,2,6,4,8,1,3,1,2,15451.1,2280,N,4,0.0,1,116,N,2,1,2,2,54,232,114475
51-51255,19,1,6,0,2,0,3,1,2,11208.5,2770,7,9,56000.0,7,322,N,2,2,2,2,113,212,114476
36-03710,28,1,6,0,8,2,3,1,1,52864.7,8660,10,4,120000.0,0,501,N,2,2,2,2,53,46,114477
38-00100,0,2,N,0,1,3,5,1,1,105.8,N,N,1,N,N,501,N,N,N,2,2,69,23,114478
19-01700,69,1,1,0,2,0,2,1,1,4518.6,2670,7,8,62000.0,8,4,N,2,2,2,2,96,194,114479
51-01301,21,2,6,0,2,0,N,1,1,15122.6,3365,13,9,12000.0,4,54,N,2,2,2,2,274,99,114480
01-01301,24,2,6,0,1,1,6,1,1,3233.8,9390,14,7,1700.0,2,84,N,2,2,2,2,170,301,114481
06-08507,48,2,1,0,6,2,4,1,1,3401.9,9170,8,9,49000.0,9,501,N,2,2,2,2,116,96,114482
06-07502,81,1,5,0,1,0,N,1,2,33816.3,3470,14,9,100000.0,8,36,N,2,2,2,2,150,117,114483
38-00100,52,1,1,0,1,1,N,1,2,140.2,490,12,8,36000.0,7,252,N,2,1,2,1,153,117,114484
36-04010,46,2,2,4,2,2,4,1,2,50298.8,8191,7,5,27000.0,4,275,N,2,2,2,2,93,74,114485
28-01100,30,1,1,0,2,0,6,1,1,4373.1,6870,16,9,10000.0,2,61,N,2,2,2,1,223,69,114486
06-08507,18,2,1,0,2,2,7,1,1,4354.1,N,N,5,0.0,0,0,N,2,2,2,1,112,267,114487
19-01700,15,2,6,0,1,0,N,1,2,3627.0,N,N,3,0.0,2,0,N,2,2,2,2,131,99,114488
40-00200,71,1,1,0,3,0,2,1,1,16.3,N,N,8,36000.0,3,443,N,2,2,2,1,14,19,114489
51-51255,7,2,N,0,1,1,4,1,1,11102.7,N,N,3,N,N,501,N,2,2,2,2,67,58,114490
24-01004,46,2,1,0,1,0,2,1,1,4892.7,N,N,12,8000.0,9,501,N,2,2,2,2,81,71,114491
08-00803,47,1,4,0,1,0,2,1,1,3604.6,7580,11,8,10000.0,7,61,N,2,2,2,2,96,73,114492
30-00600,67,2,1,0,6,0,2,1,2,3405.9,N,14,4,0.0,0,115,N,2,2,2,2,56,91,114493
24-01004,14,2,N,0,2,2,3,1,2,3575.9,N,N,1,N,N,501,N,N,N,2,2,380,237,114494
36-03710,15,2,6,4,8,1,2,1,2,52703.9,N,N,5,0.0,0,489,N,2,2,2,2,317,331,114495
38-00100,43,1,1,0,1,1,3,1,1,123.4,770,3,8,25000.0,9,501,N,2,2,2,2,205,103,114496
13-04600,53,2,6,0,1,0,3,1,1,3803.9,9480,4,7,80000.0,5,501,N,2,2,2,2,187,62,114497
38-00100,65,1,3,0,1,0,3,1,1,119.5,180,N,9,15000.0,4,472,N,2,2,2,2,63,58,114498
06-08507,60,1,1,0,1,0,2,1,1,3898.7,7460,N,11,552000.0,9,501,N,2,2,2,2,68,44,114499
24-01004,80,1,1,0,1,0,2,1,1,4823.1,N,N,9,15200.0,9,501,N,2,2,2,2,119,114,114500
24-01004,36,1,1,0,1,0,4,1,2,3592.2,770,10,4,0.0,0,214,N,2,2,2,2,101,71,114501
28-01100,48,1,6,0,1,0,3,1,1,3450.8,9480,10,10,20000.0,9,129,N,2,2,2,2,54,43,114502
06-07502,65,1,4,0,1,N,N,1,0,3870.8,N,N,9,7200.0,3,N,N,2,2,2,2,46,0,114503
13-04600,48,1,1,1,8,5,3,1,1,3713.5,4570,13,4,430.0,4,483,N,2,2,2,2,61,48,114504
38-00100,68,1,1,0,1,0,5,1,2,168.5,8780,16,9,85000.0,9,57,N,2,1,2,2,155,32,114505
17-03531,57,2,1,0,2,0,5,1,2,11118.9,7270,13,9,53000.0,6,501,N,2,2,2,2,209,112,114506
28-01100,20,2,6,0,2,5,7,1,1,3364.5,9920,N,4,0.0,0,0,N,2,2,2,2,526,277,114507
29-01901,18,2,6,0,2,0,12,1,1,5166.7,N,N,4,0.0,2,59,N,2,2,2,2,344,336,114508
24-01004,73,2,3,0,2,0,2,1,1,5803.8,N,N,3,19000.0,4,501,N,2,2,2,2,310,151,114509
24-01004,0,2,N,0,8,1,3,1,1,3852.5,N,N,9,0.0,0,501,N,2,2,2,2,163,132,114510
38-00100,85,1,1,0,1,0,2,1,1,75.0,180,9,8,62000.0,4,68,N,2,2,2,2,17,54,114511
38-00100,66,1,3,0,1,N,N,2,0,221.3,7580,N,7,68000.0,4,N,N,1,2,2,2,84,0,114512
24-01004,53,1,1,0,1,0,2,1,1,5444.9,7860,11,9,159000.0,7,501,N,2,2,2,2,40,38,114513
30-00600,16,1,3,0,1,N,N,1,0,207.7,6170,9,7,55000.0,7,139,N,2,2,2,2,54,11,114514
24-01004,39,1,6,0,1,N,N,1,0,4134.1,7290,10,3,7200.0,2,244,N,2,2,2,2,59,51,114515
08-00803,19,1,6,0,1,N,N,2,0,34152.5,8660,14,7,2000.0,1,N,N,2,2,2,2,138,0,114516
06-07502,61,1,1,0,2,0,2,1,1,168.1,N,8,8,69000.0,5,501,N,2,2,2,2,54,53,114517
38-00100,55,1,1,0,1,0,2,1,1,73.7,9160,9,8,75000.0,9,501,4,2,2,2,2,106,79,114518
17-03531,49,2,1,0,2,1,2,1,1,11092.3,1090,10,5,9500.0,2,204,N,2,2,2,2,189,60,114519
38-00100,51,2,1,0,1,0,2,1,1,114.4,7860,N,10,4300.0,1,501,N,2,2,2,2,50,36,114520
19-01700,59,1,1,0,1,0,2,1,1,3711.9,7290,10,7,18000.0,8,501,N,2,2,2,2,61,64,114521
28-01100,22,2,6,0,1,N,N,3,2,2823.0,5070,6,7,30000.0,1,N,N,2,2,2,2,39,3,114522
17-03531,58,2,5,0,2,0,3,1,1,11274.4,8563,7,9,28000.0,6,501,N,2,2,2,2,51,231,114523
28-01100,30,2,6,0,2,0,7,1,2,3123.8,N,N,3,0.0,0,0,N,2,2,2,2,46,57,114524
06-08507,60,1,1,0,6,2,2,1,1,3849.9,7072,10,9,125000.0,8,501,N,2,2,2,2,61,54,114525
06-07502,33,2,6,0,1,N,N,1,2,34071.2,5275,8,9,11000.0,1,36,N,2,2,2,2,94,179,114526
06-07502,88,1,3,0,1,N,N,3,0,4178.2,N,N,3,16800.0,4,N,N,2,1,2,2,76,0,114527
36-03710,37,1,6,0,1,1,5,1,2,52864.7,N,12,9,7200.0,0,174,N,2,1,2,2,117,105,114528
36-03710,29,2,6,4,8,1,3,1,2,52864.7,9370,13,7,140000.0,2,399,N,2,2,2,2,112,65,114529
26-02702,53,1,1,0,1,1,2,1,1,3968.0,7270,15,8,6000.0,9,501,N,2,2,2,2,137,52,114530
13-04600,82,2,3,0,1,N,N,2,0,3771.6,N,N,4,35000.0,2,N,N,1,1,2,1,69,0,114531
30-00600,67,1,3,0,1,N,N,2,1,132.7,N,N,5,26000.0,2,N,N,2,1,2,1,15,0,114532
29-01901,63,2,1,0,6,1,5,1,1,4596.1,N,N,5,0.0,0,382,N,2,2,2,2,59,338,114533
13-04600,67,1,1,0,2,0,2,1,1,3227.0,N,N,7,33000.0,0,501,N,2,2,2,2,73,51,114534
38-00100,62,2,1,0,3,0,2,1,1,16.3,170,N,5,15000.0,3,107,N,2,2,2,1,18,29,114535
26-02702,25,1,3,0,1,N,N,3,0,34590.1,N,N,9,65000.0,7,N,N,1,1,2,2,81,0,114536
17-03531,44,1,1,0,2,2,2,1,1,11182.3,9590,7,8,50000.0,8,128,N,2,2,2,2,202,229,114537
06-07502,80,2,1,0,6,0,2,1,1,4455.1,9170,9,8,90000.0,9,501,N,2,2,2,1,89,70,114538
08-00803,76,2,1,0,1,0,3,1,1,3167.3,N,N,9,2500.0,4,501,N,2,2,2,2,33,65,114539
38-00100,71,1,1,0,1,1,2,1,1,143.2,180,0,8,571000.0,9,501,N,2,2,2,1,20,0,114540
24-01004,53,1,1,0,9,0,2,1,1,5040.2,N,N,12,15200.0,4,501,N,2,2,2,2,57,60,114541
36-04010,60,1,2,0,2,0,2,1,2,50626.1,6190,7,8,37000.0,6,4,N,2,2,2,2,265,169,114542
26-02702,29,2,6,0,1,N,N,3,0,4156.5,3570,10,3,571000.0,3,129,N,2,2,2,2,76,0,114543
38-00100,25,2,6,0,1,1,3,1,2,51730.7,8170,N,7,9000.0,4,105,N,2,2,2,2,308,141,114544
36-03710,29,2,6,4,8,1,3,1,2,52864.7,4971,15,4,140000.0,0,0,N,2,2,2,2,59,51,114545
30-00600,43,1,1,0,1,2,4,1,1,53.5,5090,12,6,12300.0,1,501,N,2,2,2,2,55,25,114546
24-01004,86,1,1,0,1,0,2,1,1,5611.3,7870,11,12,24000.0,9,501,N,2,2,2,2,20,15,114547
17-03531,37,2,6,0,6,1,6,1,2,3709.3,N,N,7,0.0,0,501,N,2,2,2,2,99,39,114548
13-04600,14,1,6,0,2,1,7,1,1,3579.6,N,8,7,0.0,0,501,N,2,2,2,2,116,43,114549
38-00100,35,2,3,0,1,N,N,2,0,174.8,N,N,6,9800.0,4,N,N,2,2,2,2,17,0,114550
17-03529,26,1,6,0,2,0,N,1,2,15393.9,2770,7,7,45000.0,1,322,1,2,2,2,2,316,64,114551
40-00200,58,1,1,0,1,0,N,1,1,148.5,8090,11,8,9200.0,5,137,N,1,2,2,2,75,58,114552
36-03710,14,2,6,4,8,1,3,1,2,52864.7,N,12,4,0.0,3,95,N,2,2,2,2,497,84,114553
40-00200,11,1,N,0,1,3,5,1,1,11263.4,N,N,3,N,N,501,N,2,2,2,2,56,49,114554
51-01301,33,1,6,0,1,0,N,1,1,3377.9,7460,10,12,38000.0,9,501,N,2,2,2,2,150,64,114555
24-01004,9,2,N,0,2,9,10,1,1,7971.0,N,N,1,N,N,349,N,N,N,2,2,60,63,114556
36-04010,60,2,6,0,1,5,3,1,1,3399.0,9070,4,9,2500.0,1,142,N,2,2,2,2,50,46,114557
38-00100,60,2,3,0,3,0,N,1,2,25.8,N,N,8,23000.0,3,32,N,2,2,2,1,18,36,114558
32-00405,17,2,N,0,8,2,4,1,1,7737.1,N,N,3,N,N,257,N,2,2,2,2,44,52,114559
51-51255,42,1,3,0,2,0,3,1,1,11268.1,3570,9,9,63000.0,8,176,N,2,2,2,2,322,255,114560
24-01004,62,1,1,0,2,0,2,1,1,3719.6,N,N,10,1400.0,0,501,N,2,2,2,2,142,95,114561
06-07502,16,1,4,0,1,0,2,1,1,3286.4,8680,9,7,49000.0,2,67,N,2,2,2,2,197,79,114562
28-01100,57,1,1,0,2,0,2,1,1,10893.9,4690,16,7,42000.0,9,234,4,2,2,1,2,162,124,114563
08-00803,31,2,3,0,1,N,N,3,0,4132.8,N,N,9,50000.0,2,N,N,2,2,2,2,127,7,114564
24-01004,63,1,1,0,6,0,2,1,1,4355.7,9170,10,11,19000.0,9,501,N,2,2,2,2,53,43,114565
38-00100,83,1,3,0,1,N,N,2,0,3828.8,N,N,3,12000.0,0,N,N,2,1,2,2,187,3,114566
01-01301,23,1,6,0,6,N,N,3,0,2850.6,7890,9,7,63000.0,1,N,N,2,2,2,2,95,4,114567
36-04010,58,1,1,4,2,0,3,1,2,51316.3,N,N,5,19200.0,2,501,N,1,1,2,2,128,173,114568
26-02702,81,2,3,0,1,N,N,3,0,5252.4,N,N,3,28000.0,3,N,N,2,1,2,2,93,0,114569
26-02702,64,2,3,4,1,N,N,3,0,3994.3,7470,15,4,9200.0,4,N,N,2,2,2,2,62,4,114570
01-01301,60,2,1,0,2,0,2,1,1,3442.5,8780,11,7,30000.0,5,334,N,2,2,2,2,74,86,114571
24-01004,0,2,N,0,9,1,5,1,1,140.2,N,N,N,N,N,384,5,N,N,2,2,51,11,114572
51-51255,63,2,1,0,9,1,2,1,1,4855.3,8191,12,8,65000.0,9,501,N,2,2,2,2,49,17,114573
06-07502,19,2,5,0,1,0,6,1,1,34059.9,8680,10,7,4500.0,4,92,N,2,2,2,2,62,103,114574
24-01004,4,1,N,0,1,2,6,1,1,4112.0,N,N,2,N,N,501,N,N,N,2,2,58,56,114575
06-08507,16,1,1,0,6,0,6,1,1,3545.3,N,N,4,0.0,0,501,N,2,2,2,2,73,23,114576
01-01301,88,2,3,0,2,1,6,1,2,4694.5,N,N,7,40000.0,2,105,N,2,2,2,2,324,393,114577
08-00803,16,1,1,1,1,0,2,1,1,3787.2,280,10,4,8900.0,4,173,N,2,2,2,2,60,45,114578
13-04600,57,2,4,0,1,0,2,1,1,15468.9,N,N,3,26000.0,4,75,N,2,1,2,2,55,45,114579
51-01301,13,1,N,0,1,6,5,1,1,284.0,N,N,3,N,N,49,N,2,2,2,2,168,67,114580
24-01004,54,2,1,0,1,1,3,1,1,5079.1,7870,11,12,4000.0,9,501,N,2,2,2,2,101,121,114581
08-00803,64,2,1,0,6,0,2,1,1,3694.1,N,N,11,180000.0,5,501,N,2,2,2,2,9,45,114582
32-00405,1,2,N,0,1,2,5,1,1,7970.8,N,N,N,N,N,62,N,N,N,2,2,66,54,114583
17-03531,53,2,4,0,2,1,6,1,2,52304.0,7670,9,5,3000.0,2,349,N,2,2,2,2,117,222,114584
06-07502,56,1,6,0,2,0,N,1,2,3575.8,2770,6,9,45000.0,2,297,N,2,2,2,2,121,101,114585
36-04010,43,2,1,0,2,0,5,1,1,49847.9,N,N,5,0.0,0,501,N,2,2,2,2,107,153,114586
24-01004,72,1,1,0,1,0,2,1,1,34176.0,N,N,9,48000.0,4,501,4,2,2,2,2,36,35,114587
13-04600,57,2,3,0,1,N,N,2,0,33734.1,N,N,5,9500.0,1,N,N,2,1,2,2,85,0,114588
29-01901,17,2,2,0,2,1,3,1,1,4930.3,N,N,4,0.0,0,0,N,2,2,2,2,334,321,114589
19-01700,68,1,6,0,1,0,3,1,2,3905.3,8790,9,7,4400.0,1,388,N,2,2,2,2,58,56,114590
19-01700,6,2,N,0,1,3,11,1,1,97.8,N,N,1,N,N,248,N,N,N,2,2,103,77,114591
38-00100,74,1,3,0,1,N,N,3,0,130.3,8180,9,7,15000.0,3,N,N,2,1,2,2,10,0,114592
29-01901,78,2,3,0,1,0,N,3,0,5008.6,N,N,7,4500.0,5,N,N,2,2,2,2,138,0,114593
08-00803,56,2,6,0,1,0,N,1,0,3948.9,5090,6,7,6000.0,8,188,N,2,2,2,2,107,56,114594
30-00600,50,1,1,0,1,1,3,1,1,39.5,N,1,7,3000.0,9,303,N,2,2,2,2,58,48,114595
30-00600,41,1,1,0,1,1,2,1,1,16.3,180,0,8,28000.0,9,501,N,2,2,2,2,25,12,114596
38-00100,75,1,3,0,1,0,N,2,0,100.6,5480,N,9,600.0,5,75,N,2,2,2,2,48,34,114597
13-04600,60,1,6,0,2,0,5,1,1,4457.9,2870,6,7,32000.0,6,183,N,2,2,2,2,151,245,114598
38-00100,26,1,1,0,1,2,3,1,1,20.0,170,0,8,40000.0,9,300,N,2,1,2,2,52,43,114599
06-08507,67,2,1,0,6,1,2,1,1,2977.9,N,N,9,0.0,0,501,N,2,2,2,2,61,51,114600
17-03529,64,1,3,0,2,2,2,1,2,14861.7,6290,5,5,54000.0,8,11,N,2,2,2,2,213,158,114601
17-03531,47,1,1,0,2,3,2,1,1,11190.3,8680,6,9,5700.0,2,27,N,2,2,2,2,325,229,114602
28-01100,27,1,6,0,1,N,N,3,0,3338.6,3580,11,7,39000.0,4,N,N,2,2,2,2,105,0,114603
38-00100,57,1,4,0,1,0,2,1,1,104.2,8370,11,8,37000.0,5,501,N,2,2,1,2,108,40,114604
13-04600,24,2,6,0,2,0,12,1,1,11206.0,4080,14,9,12000.0,1,501,N,2,2,2,2,135,216,114605
36-03710,42,1,6,4,8,1,2,1,1,52864.7,2380,15,6,20500.0,9,501,N,2,1,2,2,133,161,114606
51-51255,28,1,6,0,1,0,N,1,2,33424.5,8180,11,9,5200.0,5,28,N,2,2,2,2,62,212,114607
24-01004,31,2,6,0,1,0,4,1,1,3746.6,9480,N,9,7000.0,2,501,N,2,2,2,2,135,94,114608
29-01901,84,1,4,0,6,1,2,1,1,4861.7,N,N,10,1700.0,0,140,N,2,2,2,2,119,167,114609
26-02702,43,1,6,0,1,N,N,3,0,288.3,7071,3,5,70000.0,2,N,N,2,1,2,2,96,0,114610
24-01004,76,2,1,0,6,1,2,1,1,5546.5,N,N,10,27000.0,9,501,N,2,2,2,2,143,83,114611
06-07502,39,2,1,0,1,0,3,1,2,33724.4,4470,8,9,52000.0,9,501,N,2,2,2,2,96,115,114612
32-00405,33,1,1,1,1,0,2,1,1,8283.6,4890,14,9,35400.0,4,161,N,2,2,2,2,51,43,114613
13-04600,57,2,4,0,1,N,N,3,1,3627.7,6890,15,10,14000.0,4,387,N,2,2,2,2,54,38,114614
38-00100,11,2,N,0,1,6,9,1,1,159.5,N,N,3,N,N,176,N,2,N,2,2,109,213,114615
26-02702,35,2,1,0,1,0,3,1,1,3752.2,770,3,9,160000.0,6,134,N,2,2,2,2,107,80,114616
30-00600,56,1,4,0,1,N,N,2,0,129.4,N,N,7,6700.0,7,N,N,2,2,2,1,44,0,114617
40-00200,45,1,1,0,1,1,4,1,2,144.9,9370,1,7,80000.0,9,394,N,2,2,2,2,90,37,114618
13-04600,23,1,1,0,1,1,3,1,2,3538.7,1070,15,8,49000.0,8,72,N,2,2,2,2,102,86,114619
01-01301,24,1,6,0,1,N,N,3,0,3067.1,7870,11,7,42000.0,5,N,N,2,2,2,2,28,3,114620
38-00100,0,1,N,0,3,1,5,1,2,225.2,N,N,N,N,N,300,N,N,N,2,2,54,43,114621
51-51255,25,1,6,0,1,2,N,1,1,11275.5,9570,10,8,100000.0,8,501,N,2,2,2,2,67,52,114622
40-00200,74,1,1,0,3,1,4,1,1,36.4,570,12,8,40000.0,4,356,N,2,1,2,2,51,55,114623
13-04600,18,1,N,0,2,1,7,1,1,3727.3,N,N,3,N,N,280,N,2,2,2,2,58,60,114624
36-04010,46,2,1,0,2,1,5,1,1,51177.3,N,N,8,0.0,2,501,N,2,2,2,2,136,126,114625
36-03710,49,2,6,4,2,1,3,1,2,52247.0,N,N,5,20500.0,0,198,N,2,2,2,2,141,159,114626
36-04010,26,2,6,4,8,0,3,1,2,52864.7,8191,11,9,500.0,0,501,N,2,2,2,2,72,50,114627
38-00100,61,1,1,0,1,3,5,1,1,16.3,N,3,5,0.0,0,501,N,2,2,2,2,105,16,114628
38-00100,84,1,3,0,1,0,3,2,1,205.5,N,N,4,16000.0,3,N,N,1,1,1,1,25,27,114629
06-07502,18,1,6,0,1,0,N,1,2,33936.9,9690,14,9,4300.0,2,36,N,2,2,2,2,317,115,114630
40-00200,40,1,2,0,1,0,4,1,1,11272.8,7590,10,11,250000.0,6,425,N,2,2,1,2,103,98,114631
30-00600,68,1,3,0,1,N,N,2,0,46.9,N,N,5,1600.0,4,N,N,2,1,2,1,20,1,114632
26-02702,46,1,3,0,1,N,N,3,0,34594.6,N,N,3,160000.0,2,N,N,2,1,2,2,81,2,114633
40-00200,54,2,1,0,1,2,4,1,1,16.3,5391,6,7,0.0,9,501,N,1,2,2,2,79,69,114634
40-00200,61,2,4,0,1,0,5,1,1,90.2,8660,11,5,72000.0,5,259,N,2,2,2,1,51,40,114635
36-03710,45,2,6,4,8,1,3,1,1,52864.7,7860,N,5,0.0,0,69,N,2,2,2,2,109,59,114636
26-02702,20,2,6,0,1,0,5,1,2,5245.5,7870,11,9,1700.0,8,501,N,2,2,2,2,90,126,114637
36-03710,57,1,6,1,8,0,2,1,2,52864.7,N,N,6,10800.0,2,496,N,1,2,2,1,101,143,114638
28-01100,21,2,6,0,1,0,N,1,2,4811.6,7670,16,7,3000.0,8,199,N,2,2,2,2,78,107,114639
36-03710,49,2,6,1,8,0,3,1,2,8366.0,6190,10,8,12900.0,5,101,N,2,2,2,2,62,51,114640
51-51255,7,2,N,0,6,3,5,1,1,11129.8,N,N,3,N,N,501,N,2,2,2,2,85,32,114641
30-00600,91,1,3,0,2,N,N,2,0,16.3,N,N,3,15000.0,2,N,N,2,1,2,1,14,1,114642
32-00405,7,1,N,0,1,3,10,1,1,8153.6,N,N,1,N,N,50,N,N,N,2,2,90,284,114643
51-01301,32,1,6,4,6,0,N,1,1,11080.0,9590,10,11,60000.0,9,501,N,2,2,2,2,118,94,114644
51-01301,31,1,6,0,1,1,N,1,1,3601.4,9480,10,9,600.0,9,501,N,2,2,2,2,192,72,114645
28-01100,38,1,6,0,2,N,N,3,0,2638.6,7580,N,7,6000.0,4,N,N,2,2,2,2,42,5,114646
19-01700,35,1,6,0,1,0,2,1,2,3809.9,3080,10,4,4400.0,1,406,N,2,2,2,2,47,48,114647
32-00405,32,1,6,4,1,0,2,1,2,3618.1,280,5,9,9700.0,4,421,N,2,2,2,2,50,47,114648
28-01100,83,1,1,0,1,N,N,2,0,2958.9,7870,4,7,5000.0,4,N,N,2,1,2,2,65,0,114649
28-01100,71,1,1,0,2,3,5,1,2,3004.9,N,N,5,0.0,2,501,N,2,2,2,2,99,259,114650
19-01700,87,2,1,0,1,0,2,1,1,3700.9,N,N,8,9800.0,9,501,N,2,2,2,2,124,78,114651
28-01100,20,1,6,0,1,N,N,3,0,2699.6,7670,9,7,5700.0,5,N,N,2,2,2,2,78,1,114652
26-02702,33,2,1,1,1,0,2,1,2,3792.3,1870,13,8,8900.0,3,403,N,2,2,2,2,53,34,114653
29-01901,19,2,3,0,1,N,N,3,0,5403.7,6880,17,12,5000.0,7,N,N,2,2,2,2,71,0,114654
24-01004,56,2,4,0,1,0,N,1,1,3568.1,7860,11,9,54000.0,4,228,N,2,2,2,2,61,28,114655
51-01301,7,1,N,0,2,2,4,1,1,11115.9,N,N,3,N,N,501,N,2,2,2,2,81,67,114656
36-03710,46,2,6,4,2,1,3,1,2,52784.9,N,N,5,571000.0,3,187,N,1,2,1,1,109,208,114657
36-04010,57,2,1,0,2,1,3,1,1,52049.0,8370,9,8,27000.0,4,1,N,2,2,2,2,171,214,114658
26-02702,10,2,6,0,1,N,N,2,0,4114.7,N,N,3,9000.0,1,N,N,2,2,2,2,117,1,114659
38-00100,32,2,1,0,1,3,4,1,1,133.4,8660,9,4,21000.0,1,501,N,2,2,2,2,68,46,114660
51-01301,44,1,1,0,2,0,3,1,2,33865.8,9470,10,9,6500.0,8,54,5,2,2,2,1,112,141,114661
36-04010,86,1,1,0,2,3,2,1,1,49436.1,N,N,8,500.0,4,501,N,2,2,2,1,307,125,114662
29-01901,87,1,3,0,1,N,N,3,0,5953.8,N,N,9,9600.0,2,N,N,2,2,2,2,62,1,114663
06-07502,43,2,1,0,1,1,3,1,2,34226.3,670,14,8,40000.0,5,36,N,2,2,2,2,182,100,114664
24-01004,22,2,6,0,6,0,3,1,1,3410.2,N,N,9,0.0,0,0,N,2,2,2,2,113,106,114665
32-00405,6,2,N,1,1,2,10,1,1,7853.1,N,N,2,N,N,63,N,2,2,2,2,95,40,114666
01-01301,65,1,4,0,1,N,N,2,0,2940.7,5790,N,7,30000.0,5,N,N,2,2,2,2,37,0,114667
24-01004,53,2,1,0,6,0,2,1,1,5504.2,N,N,12,8500.0,8,501,N,2,2,2,2,143,133,114668
19-01700,40,1,1,0,2,0,2,1,1,3726.3,7460,6,8,30000.0,4,128,N,2,2,2,2,237,227,114669
36-03710,77,2,N,4,8,2,4,1,1,52731.8,N,N,3,N,N,501,N,2,N,2,2,131,136,114670
01-01301,66,1,6,0,1,N,N,3,0,3661.0,770,6,7,15000.0,4,N,N,2,2,2,2,76,2,114671
17-03529,22,1,6,0,1,2,N,3,2,15084.6,N,14,4,0.0,6,0,N,2,2,2,2,48,0,114672
06-08507,52,2,6,0,6,1,2,1,1,4009.3,N,N,4,0.0,0,0,N,2,2,2,2,70,58,114673
13-04600,11,2,N,0,2,2,7,1,1,3635.6,N,N,2,N,N,501,N,2,2,2,2,65,68,114674
06-08507,77,1,3,0,6,0,2,1,1,3485.4,9090,4,10,58000.0,9,501,N,2,1,2,2,13,68,114675
36-04010,42,1,1,0,2,3,5,1,1,10973.8,N,N,5,0.0,7,501,N,2,2,2,2,337,160,114676
36-03710,46,1,6,4,8,1,3,1,2,52864.7,770,9,8,19200.0,8,397,N,N,1,2,2,102,155,114677
38-00100,58,1,3,0,1,N,N,3,1,221.7,6290,10,9,30000.0,7,302,N,2,2,2,1,60,28,114678
01-01301,3,2,1,0,2,1,4,1,1,3688.5,N,N,4,0.0,0,501,N,2,2,2,2,89,60,114679
38-00100,54,1,1,0,1,0,2,1,1,11170.2,7270,N,9,5700.0,8,501,N,2,2,2,2,63,49,114680
40-00200,63,2,1,0,1,0,2,1,1,159.0,7770,12,7,30000.0,1,75,N,1,2,2,1,163,66,114681
06-08507,68,1,1,0,6,0,4,1,1,3822.6,7970,10,9,130000.0,9,501,N,2,2,2,2,69,71,114682
