PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR
19-01700,57,2,5,0,1,1,3,1,1,N,N,5,13700.0,3,83,N,1,1,2,2
40-00200,71,2,1,0,1,0,2,1,1,N,N,5,21000.0,4,378,N,2,1,2,2
17-03529,63,2,6,0,2,0,N,1,2,5593,6,7,38000.0,5,297,N,2,1,2,2
13-04600,18,1,6,0,1,N,N,3,0,N,N,7,0.0,0,N,N,2,2,2,2
36-03710,72,2,4,4,2,0,N,1,2,N,N,4,7900.0,2,66,N,2,2,2,2
36-03710,64,1,1,4,8,0,4,1,2,7860,11,4,6400.0,2,157,N,2,2,2,2
24-01004,0,1,N,0,9,2,5,1,1,N,N,N,N,N,296,N,N,N,2,2
17-03531,17,1,6,0,2,1,6,1,1,N,N,4,0.0,0,501,N,2,2,2,2
08-00803,69,2,4,0,1,0,N,1,1,8080,12,9,63200.0,7,493,N,2,2,2,2
30-00600,1,2,N,0,1,2,4,1,1,N,N,N,N,N,391,N,N,N,2,2
51-01301,62,2,1,0,1,0,2,1,1,9490,16,9,21100.0,4,68,N,2,2,2,2
38-00100,72,2,5,0,1,0,N,1,1,5490,6,9,33000.0,5,268,N,2,2,2,2
38-00100,11,2,N,0,1,3,5,1,1,N,N,3,N,N,266,N,2,2,2,2
51-51255,50,1,4,4,8,1,6,1,2,9590,16,5,40000.0,5,101,N,2,2,2,2
51-51255,62,1,1,0,1,0,2,1,1,6970,9,11,612900.0,9,501,N,2,2,2,2
06-08507,63,2,1,0,1,0,8,1,2,9570,16,10,163000.0,9,501,N,2,2,2,2
19-01700,84,1,3,0,1,0,N,1,1,N,N,5,15100.0,3,122,N,2,2,2,1
36-04010,35,1,6,0,2,0,3,1,2,7770,10,6,13000.0,3,498,N,2,2,2,2
13-04600,5,1,N,0,2,3,4,1,2,N,N,2,N,N,0,N,2,2,2,2
24-01004,84,2,3,0,1,0,N,1,1,N,N,12,84200.0,7,501,N,2,1,2,2
32-00405,17,1,6,1,8,1,4,1,1,N,N,4,0.0,0,148,N,2,2,2,2
38-00100,88,2,3,0,1,0,N,1,1,N,N,4,35400.0,5,286,N,1,1,2,2
13-04600,4,1,N,0,1,2,3,1,2,N,N,1,N,N,119,N,N,N,2,2
36-03710,24,1,6,0,2,N,N,2,0,N,N,5,0.0,0,N,N,2,2,2,2
38-00100,45,1,2,0,1,0,N,1,2,4470,5,8,140000.0,9,501,5,2,2,2,2
06-08507,56,1,1,0,6,0,4,1,1,7380,10,10,290000.0,9,501,N,2,2,2,2
06-08507,14,2,N,0,1,1,2,1,2,N,N,3,N,N,501,N,2,2,2,2
19-01700,65,2,1,0,1,0,2,1,1,N,N,9,15000.0,3,501,N,2,2,2,2
17-03531,12,2,N,0,2,3,5,1,2,N,N,3,N,N,231,N,2,2,2,2
30-00600,33,1,6,1,8,N,N,2,0,N,N,5,580.0,1,N,N,2,2,2,2
19-01700,22,1,6,0,1,0,N,1,2,N,N,7,0.0,0,0,N,2,2,2,2
30-00600,77,2,6,0,3,N,N,2,0,N,N,7,9600.0,2,N,N,2,2,2,2
06-08507,10,2,N,0,6,2,4,1,1,N,N,3,N,N,501,N,2,2,2,2
51-01301,16,2,6,0,1,1,3,1,1,N,N,4,0.0,0,501,N,2,2,2,2
17-03531,41,2,6,0,2,2,5,1,1,9470,16,7,21000.0,4,307,N,2,2,2,2
06-07502,43,1,6,0,1,0,N,1,2,7270,10,11,168000.0,9,501,N,2,2,2,2
08-00803,93,2,3,0,1,0,N,1,2,N,N,4,19800.0,3,152,N,2,1,2,2
06-08507,34,1,1,0,1,0,2,1,2,N,N,9,175000.0,9,501,N,1,2,2,2
24-01004,59,2,4,0,2,1,3,1,1,8080,12,9,162800.0,9,501,N,2,2,2,2
01-01301,66,1,4,0,2,N,N,2,0,N,N,6,10500.0,3,N,N,1,1,2,2
38-00100,84,2,3,1,1,0,3,1,1,N,N,1,9600.0,2,258,N,2,2,2,2
38-00100,29,1,6,0,1,0,N,1,1,370,1,9,120000.0,9,501,N,2,2,2,2
01-01301,13,2,N,0,2,4,6,1,2,N,N,3,N,N,238,N,2,2,2,2
17-03529,38,2,2,0,2,0,N,1,1,4670,6,9,150000.0,9,501,N,2,2,2,2
06-07502,41,2,1,0,1,2,4,1,2,6490,8,9,30000.0,5,501,N,2,2,2,2
19-01700,52,1,1,0,1,0,2,1,1,N,N,7,25200.0,4,324,N,2,1,2,2
38-00100,77,2,1,0,1,0,2,1,1,N,N,5,15000.0,3,179,N,2,2,2,2
26-02702,12,1,N,0,1,N,N,3,0,N,N,3,N,N,N,N,1,2,2,2
51-51255,50,1,4,4,9,1,3,1,2,N,N,10,20300.0,3,38,N,1,2,2,2
06-08507,55,1,1,0,6,1,3,1,1,7380,10,10,155000.0,9,501,N,2,2,2,2
32-00405,25,1,6,0,8,1,5,1,1,7690,10,5,6500.0,2,199,N,2,2,2,2
24-01004,41,1,1,0,6,2,4,1,1,7380,10,10,260000.0,9,501,N,2,2,2,2
29-01901,6,1,N,0,2,1,2,1,2,N,N,2,N,N,55,N,2,2,2,2
17-03531,23,2,6,0,9,0,N,1,2,8191,12,5,12000.0,2,91,N,2,2,2,2
38-00100,40,1,1,0,1,3,5,1,1,2870,4,9,73000.0,8,422,N,2,2,2,2
28-01100,18,2,6,0,6,0,10,1,1,N,N,5,0.0,0,136,N,1,2,2,2
32-00405,21,2,6,1,1,2,4,1,2,6390,7,5,2000.0,1,98,N,2,2,2,2
06-08507,4,1,N,0,9,2,5,1,1,N,N,2,N,N,501,N,N,N,2,2
24-01004,52,2,1,0,3,0,2,1,2,770,3,10,300000.0,9,501,N,2,2,2,2
26-02702,18,1,6,0,1,N,N,3,0,3570,4,7,5050.0,1,N,N,2,2,2,2
40-00200,46,1,6,0,1,0,N,1,1,770,3,5,16000.0,4,122,N,2,2,2,2
32-00405,62,1,3,0,2,0,N,1,1,4870,6,7,29000.0,5,218,N,2,2,2,2
19-01700,49,2,1,0,1,0,2,1,1,3960,4,7,33000.0,5,385,N,2,2,2,2
30-00600,68,2,1,0,1,0,2,1,1,770,3,9,53000.0,7,501,N,2,2,2,2
17-03529,58,2,3,0,2,0,N,1,1,170,0,5,15000.0,3,114,N,1,2,1,2
06-07502,27,1,6,0,6,0,N,1,2,5170,6,9,140500.0,9,501,N,2,2,2,2
26-02702,72,1,1,0,1,0,2,1,1,7270,10,11,58000.0,7,501,N,2,2,2,1
38-00100,20,2,6,0,1,N,N,3,0,9680,17,6,5000.0,1,N,N,1,2,2,2
06-07502,72,2,1,0,6,0,2,1,2,N,N,7,12200.0,3,212,N,2,2,2,2
51-51255,80,1,6,0,2,N,N,2,0,N,N,5,16100.0,3,N,N,1,1,2,2
19-01700,26,2,6,0,1,0,4,1,1,6870,9,7,15000.0,3,501,N,2,2,2,2
51-51255,36,2,1,0,1,0,2,1,2,8660,14,9,92000.0,8,501,N,2,2,2,2
36-03710,51,1,6,1,1,0,N,1,1,6080,7,7,48150.0,6,362,N,2,2,2,2
08-00803,21,2,6,0,1,N,N,3,0,3570,4,7,5000.0,1,N,N,2,2,2,2
17-03531,24,1,6,0,2,0,4,1,1,7860,11,7,4000.0,1,260,N,2,2,2,2
17-03531,58,2,4,0,2,0,2,1,2,N,N,7,24000.0,4,314,N,2,2,2,2
30-00600,17,2,6,0,1,1,3,1,1,5391,6,4,3000.0,1,359,N,2,2,2,2
24-01004,31,2,6,0,9,1,4,1,1,9790,17,9,55000.0,6,265,N,2,2,2,2
06-08507,15,1,6,0,9,2,4,1,1,N,N,4,0.0,0,501,N,2,2,2,2
40-00200,19,2,6,0,3,N,N,3,0,9680,17,7,3500.0,2,N,N,2,2,2,2
26-02702,57,2,1,0,1,0,2,1,2,8564,14,9,10700.0,2,109,N,2,2,2,2
24-01004,13,1,N,0,6,3,5,1,1,N,N,3,N,N,501,N,2,2,2,2
06-08507,48,1,1,0,1,1,3,1,2,3390,4,9,572000.0,9,501,N,2,2,2,2
26-02702,13,2,N,0,9,0,2,1,2,N,N,3,N,N,N,N,2,2,2,2
51-01301,94,2,3,0,1,0,N,1,1,N,N,10,77900.0,7,501,N,2,2,2,2
40-00200,45,1,1,0,6,1,3,1,1,7690,10,10,60000.0,8,435,N,2,2,2,2
30-00600,45,2,1,0,1,1,3,1,1,8370,13,9,15600.0,3,501,N,2,2,2,2
38-00100,0,2,N,0,1,1,3,1,1,N,N,N,N,N,172,N,N,N,2,2
26-02702,16,2,6,0,1,1,3,1,1,N,N,4,0.0,0,501,N,2,2,2,2
19-01700,67,1,4,0,1,0,N,1,2,9920,18,6,14400.0,3,118,N,2,1,2,2
51-01301,74,2,6,0,1,0,N,1,1,9370,16,12,165070.0,9,501,N,2,2,2,2
40-00200,30,2,1,0,1,2,4,1,2,9290,15,7,0.0,0,63,N,1,2,2,2
30-00600,51,2,1,0,1,0,3,1,1,7860,11,7,35000.0,6,468,N,2,2,2,2
38-00100,84,1,4,0,1,N,N,2,0,N,N,4,100100.0,9,N,N,2,1,2,2
08-00803,13,1,N,0,1,2,3,1,1,N,N,3,N,N,501,N,2,2,2,2
29-01901,23,1,6,0,6,0,N,1,2,6970,9,9,50000.0,7,381,N,2,2,2,2
13-04600,19,1,6,0,1,N,N,3,0,N,N,7,0.0,0,N,N,2,2,2,2
36-03710,35,2,6,1,1,0,N,1,2,9480,16,8,46000.0,6,351,N,2,2,2,2
29-01901,70,1,4,0,1,0,N,1,1,770,3,10,71800.0,8,501,N,2,2,2,2
51-01301,33,2,6,0,1,0,3,1,1,7270,10,9,144900.0,9,501,N,2,2,2,2
06-07502,1,1,N,0,6,1,3,1,1,N,N,N,N,N,95,N,N,N,2,2
38-00100,5,1,N,0,1,2,4,1,1,N,N,2,N,N,0,N,2,2,2,2
40-00200,65,2,1,0,1,0,2,1,1,N,N,7,9000.0,2,234,N,2,1,2,2
01-01301,27,1,6,0,1,0,3,1,1,3080,4,10,56000.0,8,456,N,2,2,2,2
38-00100,46,2,6,0,1,0,N,1,1,8690,14,7,37100.0,5,294,N,2,2,2,2
32-00405,8,2,N,1,1,2,4,1,1,N,N,3,N,N,212,N,2,2,2,2
36-03710,38,1,6,2,8,1,2,1,1,6870,9,4,8000.0,2,106,N,2,2,2,2
06-07502,50,2,1,0,1,0,2,1,2,6970,9,9,104000.0,8,501,N,2,2,2,2
26-02702,20,2,6,0,1,N,N,3,0,4971,6,7,17000.0,3,N,N,2,2,2,2
30-00600,21,2,6,0,1,1,3,1,1,8170,12,7,16000.0,3,295,N,2,2,2,2
28-01100,13,2,N,0,2,1,3,1,2,N,N,3,N,N,317,N,2,2,2,2
06-07502,72,2,3,0,1,0,N,1,1,N,N,9,45500.0,6,370,N,2,2,2,2
30-00600,31,1,6,0,1,0,3,1,2,6170,7,7,39030.0,6,314,N,2,2,2,2
38-00100,70,1,1,0,1,0,2,1,1,180,0,5,24100.0,4,212,N,2,2,2,2
17-03529,24,1,6,0,2,0,N,1,1,6870,9,5,15000.0,3,113,N,1,2,1,2
01-01301,15,2,6,1,8,0,5,1,1,N,N,4,0.0,0,0,N,2,2,2,2
30-00600,50,1,1,0,1,0,2,1,1,180,0,5,46000.0,7,409,N,2,2,2,1
38-00100,36,2,1,0,3,0,6,1,1,6290,7,9,33000.0,5,335,N,2,2,2,2
08-00803,74,2,1,0,1,0,2,1,1,N,N,10,0.0,0,259,N,2,2,2,2
19-01700,22,2,6,0,1,0,N,1,2,8191,12,8,1200.0,1,9,N,2,2,2,2
30-00600,53,1,1,0,1,0,2,1,1,770,3,8,52000.0,7,296,N,2,2,2,2
06-07502,25,2,6,0,1,0,N,1,2,7280,10,9,15000.0,3,113,N,2,2,2,2
28-01100,84,2,4,0,2,0,2,1,2,N,N,7,9000.0,2,53,N,2,2,2,2
01-01301,68,1,6,0,2,0,N,1,1,N,N,7,10800.0,3,87,N,1,1,1,1
29-01901,13,2,N,0,2,2,3,1,2,N,N,3,N,N,81,N,2,2,2,2
28-01100,39,2,6,0,2,0,N,1,2,N,N,6,0.0,0,0,N,1,1,2,2
17-03531,65,1,4,0,2,0,3,1,1,N,N,7,13200.0,3,323,N,2,2,2,2
19-01700,64,1,3,0,1,0,N,1,1,N,N,4,1100.0,0,9,N,2,2,2,2
36-03710,44,1,6,0,2,N,N,2,0,N,N,4,170.0,1,N,N,2,2,2,2
30-00600,24,2,6,0,1,0,2,1,1,7860,11,9,50000.0,7,501,N,2,2,2,2
32-00405,20,2,6,1,3,0,7,1,1,5170,6,5,22400.0,4,356,N,2,2,2,2
01-01301,74,1,3,0,2,0,N,1,1,N,N,4,13700.0,3,115,N,1,1,2,2
51-51255,56,2,6,0,2,0,N,1,2,7860,11,9,55500.0,6,423,N,2,2,2,2
28-01100,94,1,1,0,1,0,2,1,1,N,N,5,14400.0,4,81,N,2,2,2,1
08-00803,51,2,1,0,1,0,2,1,1,770,3,9,28750.0,4,501,N,2,2,2,2
24-01004,40,1,1,1,1,4,6,1,2,6680,8,9,18800.0,3,44,N,2,2,2,2
13-04600,9,2,N,0,1,4,5,1,2,N,N,3,N,N,64,N,2,2,2,2
30-00600,29,2,6,0,1,0,3,1,1,7980,12,9,54600.0,7,501,N,2,2,2,2
36-03710,40,1,6,4,8,0,2,1,1,6080,7,7,8000.0,2,168,N,2,2,2,2
17-03529,56,1,6,0,2,0,2,1,2,N,N,5,0.0,0,102,N,2,2,2,2
06-07502,34,2,6,0,6,0,N,1,1,5170,6,9,130000.0,9,501,N,2,2,2,2
17-03529,67,1,6,0,2,0,N,1,2,N,N,5,12000.0,2,98,N,2,2,2,1
06-08507,75,1,1,0,1,0,2,1,1,N,N,11,99100.0,8,501,N,2,2,2,1
06-07502,29,2,1,1,1,0,2,1,2,7470,10,10,80000.0,8,501,N,2,2,2,2
17-03531,9,2,N,0,2,2,5,1,1,N,N,3,N,N,281,N,2,2,2,2
26-02702,37,2,4,0,6,0,N,1,1,8191,12,12,80000.0,8,501,N,2,2,2,2
51-51255,48,1,1,0,1,0,2,1,1,9590,16,10,80000.0,7,501,4,2,2,2,2
24-01004,74,2,1,0,1,0,2,1,1,N,N,9,47400.0,5,501,N,2,2,2,2
38-00100,45,1,1,0,1,1,4,1,1,770,3,5,23000.0,4,122,N,2,2,2,2
28-01100,60,1,1,0,2,0,2,1,1,8570,14,5,43000.0,7,501,N,2,2,2,2
19-01700,26,1,6,1,1,1,2,1,2,7390,10,5,80000.0,9,462,N,2,2,2,2
30-00600,74,1,1,0,1,0,2,1,1,N,N,10,7200.0,2,501,N,2,2,2,2
38-00100,32,1,1,0,1,1,3,1,1,5090,6,7,54100.0,7,452,N,2,2,2,2
13-04600,24,1,6,0,2,0,N,1,2,7860,11,6,0.0,0,1,N,2,2,2,2
32-00405,35,1,6,0,2,N,N,2,0,N,N,5,8500.0,2,N,N,1,2,2,2
28-01100,56,1,1,0,2,0,2,1,1,6680,8,6,30400.0,6,315,N,2,2,2,2
17-03531,21,1,6,0,2,2,4,1,1,8470,13,8,10000.0,2,71,N,2,2,2,2
06-07502,51,2,4,0,6,2,4,1,2,7790,10,7,30000.0,5,270,N,2,2,2,2
26-02702,13,2,N,0,2,2,4,1,2,N,N,3,N,N,49,N,1,2,2,2
51-01301,44,2,1,0,1,3,5,1,1,7380,10,8,15000.0,3,501,N,2,2,2,2
38-00100,62,1,6,0,1,0,2,1,1,7390,10,5,180000.0,9,501,N,2,2,2,2
30-00600,88,1,1,0,1,0,2,1,1,4690,6,5,27500.0,5,329,N,2,1,1,1
38-00100,20,1,6,0,1,N,N,3,0,5391,6,7,56000.0,8,N,N,2,2,2,2
38-00100,58,2,1,0,1,0,4,1,1,9180,15,5,25000.0,4,501,N,2,2,2,2
38-00100,10,2,N,0,1,4,7,1,1,N,N,3,N,N,291,N,2,2,2,2
08-00803,56,2,1,0,9,1,3,1,1,7870,11,9,83500.0,8,501,N,2,2,2,2
51-51255,39,2,6,0,1,N,N,2,0,3680,4,7,40000.0,5,N,N,2,2,2,2
32-00405,36,2,4,0,1,0,N,1,1,7580,10,7,35000.0,5,264,N,2,2,2,2
06-08507,34,1,1,0,6,2,4,1,1,7860,11,10,105100.0,8,462,N,2,2,2,2
24-01004,27,1,2,0,6,0,N,1,2,8191,12,9,22000.0,3,168,N,2,2,2,2
32-00405,52,1,1,0,1,0,3,1,1,6180,7,8,25000.0,4,301,N,2,2,2,2
26-02702,69,1,1,0,8,0,2,1,2,7870,11,12,426200.0,9,501,N,2,2,2,2
13-04600,25,1,6,0,6,0,N,1,2,7870,11,10,11500.0,3,87,N,2,2,2,2
08-00803,42,2,1,0,1,2,4,1,1,8680,14,10,15000.0,3,123,N,2,2,2,2
19-01700,4,2,N,0,1,2,5,1,1,N,N,2,N,N,328,N,N,N,2,2
36-04010,24,1,6,0,2,0,3,1,1,7580,10,6,9000.0,2,384,N,2,2,2,2
40-00200,86,2,3,0,3,0,N,1,2,N,N,7,178900.0,9,501,N,2,2,2,2
51-01301,26,2,6,0,1,0,N,1,2,8180,12,9,103200.0,8,501,N,2,2,2,2
30-00600,82,2,1,0,1,0,2,1,1,N,N,5,78000.0,8,501,N,2,2,2,2
40-00200,23,2,6,0,3,0,10,1,2,4972,6,7,12000.0,3,174,N,2,2,2,2
24-01004,81,1,2,0,1,0,3,1,1,N,N,11,388000.0,9,501,N,2,2,2,1
40-00200,28,2,1,0,1,0,2,1,2,8191,12,6,8000.0,2,154,N,2,2,2,2
26-02702,22,2,6,0,1,0,N,1,2,7870,11,9,19000.0,3,143,N,2,2,2,2
51-51255,72,2,3,0,6,0,N,1,1,N,N,10,114600.0,8,501,N,2,2,2,2
30-00600,61,1,3,0,1,0,N,1,1,770,3,9,21600.0,4,164,N,2,2,2,2
29-01901,23,2,6,0,9,0,N,1,2,N,N,9,2100.0,1,15,N,2,2,2,2
24-01004,56,2,1,0,1,1,3,1,1,770,3,10,6000.0,1,501,N,2,2,2,2
40-00200,27,2,1,0,3,2,4,1,1,N,N,6,9300.0,2,366,N,1,2,2,2
28-01100,52,2,6,0,2,0,6,1,1,N,N,1,0.0,0,42,N,1,1,2,2
06-08507,68,2,1,0,1,0,2,1,1,N,N,9,0.0,0,501,N,2,2,2,2
32-00405,17,1,6,1,8,0,2,1,2,N,N,5,0.0,0,285,N,2,2,2,2
30-00600,68,2,1,0,1,0,2,1,1,8590,14,10,0.0,0,195,N,2,2,2,2
30-00600,3,2,N,0,1,2,4,1,1,N,N,1,N,N,68,N,N,N,2,2
17-03531,56,2,4,0,2,0,N,1,2,7870,11,11,104000.0,8,501,N,2,2,2,2
01-01301,19,1,6,0,2,N,N,3,0,N,N,7,0.0,0,N,N,2,2,2,2
38-00100,45,1,1,0,3,2,3,1,1,4971,6,7,0.0,0,80,N,2,2,2,2
24-01004,67,1,5,0,2,0,3,1,1,N,N,10,48700.0,5,501,N,2,2,2,2
26-02702,18,1,6,0,1,N,N,3,0,7890,11,7,17500.0,3,N,N,2,2,2,2
26-02702,34,1,4,0,1,N,N,3,0,8191,12,9,32000.0,5,N,N,2,2,2,2
36-03710,48,2,6,2,2,0,2,1,2,7680,10,4,28000.0,4,190,N,2,2,2,2
51-51255,46,2,6,0,2,2,3,1,2,7970,12,7,14000.0,3,201,N,2,2,2,2
19-01700,24,1,6,4,1,0,N,1,1,4870,6,4,0.0,0,0,N,2,2,2,2
17-03531,18,1,6,0,2,0,3,1,2,9920,18,5,3500.0,1,305,N,2,2,2,2
30-00600,74,1,1,0,1,0,2,1,1,N,N,7,17400.0,3,226,N,2,2,2,2
17-03531,39,1,1,0,2,2,6,1,1,770,3,9,89000.0,8,501,N,2,2,2,2
06-08507,5,2,N,0,6,2,4,1,2,N,N,3,N,N,501,N,1,2,2,2
17-03529,45,1,1,0,1,2,4,1,1,6970,9,9,48500.0,6,501,N,2,2,2,2
51-01301,9,2,N,0,1,2,4,1,2,N,N,3,N,N,501,N,2,2,2,2
38-00100,63,2,1,0,1,0,2,1,1,7970,12,7,4400.0,1,280,N,2,1,2,2
17-03531,63,2,6,0,2,0,N,1,1,2190,4,5,32700.0,5,257,N,2,1,2,2
51-01301,30,1,1,0,1,0,2,1,2,8680,14,10,72000.0,7,501,N,2,2,2,2
13-04600,31,1,6,2,1,N,N,3,0,7580,10,7,0.0,0,N,N,2,2,2,2
30-00600,57,2,4,0,1,0,N,1,1,9170,15,9,30800.0,5,237,N,2,2,2,1
28-01100,24,1,1,0,1,0,2,1,1,4470,5,10,300000.0,9,501,N,2,2,2,2
24-01004,65,2,1,0,1,0,3,1,1,7670,10,10,9600.0,2,501,N,2,2,2,2
38-00100,35,2,1,0,1,4,6,1,1,9680,17,8,46000.0,6,316,N,2,2,2,2
36-03710,61,2,1,0,2,0,2,1,1,6870,9,9,574000.0,9,501,N,2,2,2,2
32-00405,2,1,N,1,8,4,6,1,1,N,N,N,N,N,102,N,N,N,2,2
17-03529,68,2,1,0,2,0,2,1,1,5391,6,9,12000.0,2,306,N,2,2,2,2
24-01004,30,2,6,1,2,1,2,1,2,7460,10,10,0.0,0,136,N,2,2,2,2
40-00200,68,2,1,0,1,0,2,1,1,N,N,7,36400.0,6,431,N,2,2,2,2
26-02702,56,1,1,0,1,0,2,1,1,7870,11,12,423000.0,9,501,N,2,2,2,2
38-00100,69,2,1,0,1,0,2,1,1,N,N,5,10600.0,2,371,N,2,2,2,2
36-04010,16,2,5,0,2,0,8,1,1,N,N,4,0.0,0,501,N,2,2,2,2
30-00600,59,2,1,0,1,0,3,1,1,8191,12,8,28300.0,5,484,N,2,1,2,2
24-01004,21,1,6,0,1,0,4,1,1,8680,14,5,3000.0,1,501,N,2,2,2,2
19-01700,16,1,6,0,1,2,3,1,2,N,N,4,0.0,0,187,N,2,2,2,2
06-08507,69,2,4,0,6,0,N,1,2,9470,16,8,22500.0,4,188,N,2,2,2,2
24-01004,44,2,1,0,1,2,4,1,1,7270,10,11,516000.0,9,501,N,2,2,2,2
26-02702,24,1,6,0,6,0,N,1,2,8590,14,5,3000.0,1,22,N,2,2,2,2
40-00200,35,1,1,0,1,0,2,1,2,9670,17,9,50000.0,7,501,N,2,2,2,2
40-00200,65,2,1,0,1,0,2,1,1,N,N,7,9000.0,2,118,N,1,1,2,2
51-01301,26,1,6,0,1,0,N,1,2,7380,10,9,55000.0,6,415,N,2,2,2,2
19-01700,54,2,4,0,1,1,2,1,1,7690,10,1,62000.0,8,501,N,2,2,2,2
30-00600,54,2,4,0,1,0,N,1,1,3960,4,9,431100.0,9,501,N,2,2,2,2
17-03531,34,1,6,0,1,N,N,3,0,N,N,5,0.0,0,0,N,1,2,2,2
08-00803,57,2,2,0,1,0,N,1,1,7390,10,9,31000.0,4,237,N,2,2,2,2
36-04010,79,1,2,0,2,0,2,1,1,N,N,5,13700.0,3,94,N,2,2,2,1
24-01004,67,2,4,0,3,0,N,1,2,N,N,5,28000.0,4,208,N,2,1,2,2
30-00600,20,1,6,0,1,0,4,1,1,4890,6,7,100.0,0,354,N,2,2,2,2
51-01301,40,2,2,0,1,0,N,1,2,7380,10,7,55000.0,6,418,N,2,2,2,2
38-00100,21,1,6,0,1,1,4,1,2,6170,7,7,8920.0,2,477,N,2,2,2,2
24-01004,67,2,1,0,1,0,2,1,1,7870,11,12,10000.0,2,320,N,2,2,2,2
51-51255,33,2,1,0,1,1,3,1,1,9190,15,9,60000.0,7,480,N,2,2,2,2
17-03531,69,2,1,0,2,0,2,1,1,5391,6,7,52010.0,7,501,N,2,1,2,2
06-08507,44,2,1,0,6,2,4,1,1,3390,4,10,115000.0,8,501,N,2,2,2,2
38-00100,41,2,2,0,1,N,N,2,0,N,N,5,0.0,0,N,N,1,1,2,2
19-01700,63,1,6,0,1,0,N,1,1,3960,4,7,12800.0,2,96,N,2,1,2,1
06-08507,60,1,1,0,1,0,2,1,1,7580,10,9,9800.0,2,289,N,2,2,2,2
38-00100,63,1,1,0,1,0,2,1,1,7860,11,11,133970.0,9,501,N,2,2,2,2
40-00200,70,2,1,0,1,0,3,1,1,N,N,8,48000.0,7,327,N,2,2,2,2
51-01301,30,1,6,0,2,0,N,1,2,770,3,7,40000.0,5,299,N,2,2,2,2
26-02702,18,1,6,0,6,N,N,3,0,7870,11,7,17000.0,3,N,N,2,2,2,2
26-02702,31,2,1,0,1,0,2,1,2,7590,10,9,175000.0,9,501,N,2,2,2,2
26-02702,39,1,6,0,1,0,N,1,1,7870,11,12,49200.0,7,374,N,2,2,2,2
24-01004,45,2,1,0,1,3,5,1,2,7970,12,12,0.0,0,501,N,2,2,2,2
29-01901,18,2,6,0,2,0,7,1,1,6380,7,7,6300.0,2,257,N,2,2,2,2
51-51255,64,1,1,0,1,0,2,1,1,9570,16,10,140000.0,9,501,N,2,2,2,2
01-01301,44,1,4,0,2,2,3,1,2,9470,16,9,35000.0,6,176,N,2,2,1,2
24-01004,33,1,2,0,1,0,4,1,1,9480,16,7,552000.0,9,501,N,2,2,2,2
08-00803,47,1,6,0,1,0,2,1,1,5275,6,9,100000.0,8,501,N,2,2,2,2
51-51255,33,2,1,0,1,1,3,1,1,7270,10,11,95000.0,8,501,N,2,2,2,2
06-07502,42,1,6,0,1,0,N,1,2,6570,8,9,63000.0,7,470,N,2,2,2,2
19-01700,43,2,4,0,1,0,N,1,2,8370,13,7,14000.0,3,106,N,2,2,2,2
19-01700,44,1,1,0,1,2,5,1,1,7380,10,8,140000.0,9,501,N,2,2,2,1
13-04600,37,2,5,0,2,4,5,1,2,8090,12,7,23000.0,4,68,N,2,2,2,2
06-08507,83,2,3,0,1,0,N,1,1,N,N,10,67320.0,7,501,N,2,2,2,2
36-04010,42,1,1,0,2,2,5,1,2,3365,4,8,70000.0,7,501,N,2,2,2,2
28-01100,32,1,6,0,2,0,4,1,1,7580,10,9,20000.0,5,192,N,2,2,2,2
19-01700,25,1,1,0,6,1,3,1,1,6870,9,9,75000.0,8,501,N,2,2,2,2
51-51255,50,2,1,0,1,1,3,1,1,5480,6,7,103000.0,8,501,N,2,2,2,2
36-03710,41,1,2,2,2,0,N,1,2,3390,4,1,19000.0,3,143,N,2,2,2,2
28-01100,1,1,N,0,2,0,3,1,1,N,N,N,N,N,180,N,N,N,2,2
06-08507,52,2,1,0,1,0,2,1,2,7380,10,7,38000.0,5,501,N,2,2,2,2
29-01901,21,1,6,0,2,2,4,1,2,4590,5,4,6000.0,1,5,N,2,2,2,2
01-01301,27,1,6,0,2,0,N,1,2,8590,14,5,0.0,0,0,N,2,2,2,2
36-03710,57,2,6,2,1,0,N,1,2,N,N,5,19200.0,3,144,N,1,1,1,2
17-03529,56,2,6,0,2,0,2,1,2,8562,14,7,16200.0,3,126,N,2,2,2,2
36-03710,56,1,1,0,2,0,2,1,1,9370,16,8,19900.0,4,476,N,2,2,2,2
30-00600,48,2,1,0,1,1,3,1,1,5391,6,8,23500.0,4,269,N,2,2,2,2
30-00600,63,2,1,0,1,0,2,1,1,8191,12,7,13000.0,3,431,N,2,2,2,2
38-00100,36,2,1,0,1,3,5,1,1,6991,9,9,60500.0,7,231,N,2,2,2,2
51-51255,45,1,1,0,6,1,6,1,2,9590,16,10,114600.0,8,501,N,2,2,2,2
38-00100,58,1,6,0,1,0,N,1,1,170,0,5,16430.0,3,128,N,2,2,2,2
38-00100,60,1,4,0,1,1,2,1,2,8290,12,7,115000.0,9,501,N,2,2,2,2
32-00405,22,1,6,0,1,N,N,2,0,8680,14,5,11000.0,2,N,N,2,2,2,2
28-01100,21,2,6,0,2,N,N,3,0,N,N,7,0.0,0,N,N,2,2,2,2
30-00600,46,2,6,0,3,0,5,1,1,8660,14,5,30600.0,5,292,N,2,2,2,2
