PUMA,SEX,MSP,HISP,RAC1P,HOUSING_TYPE,OWN_RENT,INDP_CAT,DREM,DPHY,DEYE,DEAR,AGEP,NOC,NPF,EDU,PINCP_DECILE,DVET,POVPIP,PINCP,DENSITY
25-02800,2,1,0,1,1,1,5,2,2,2,2,71,2,4,9,3,N,501,110834.556608,3683.8999999999996
25-00703,2,1,0,1,1,1,4,2,2,2,2,76,2,3,9,9,N,501,151281.415496,2195.3
25-01300,2,6,2,6,2,0,11,1,1,1,1,46,N,N,9,1,6,152,55349.07700799999,1457.2
25-00503,2,6,0,1,1,1,11,2,2,2,2,23,2,5,7,2,N,360,282.31785200000013,2872.7
25-00703,1,6,0,1,1,1,10,2,2,2,2,17,2,4,4,5,N,501,-185.71546800000033,2195.3
25-02800,2,1,0,1,1,1,14,2,2,2,2,64,0,3,9,9,N,501,133864.96484,3683.8999999999996
25-00703,2,1,0,1,1,1,12,2,2,2,2,42,0,2,10,9,N,501,-47.9324868800004,2195.3
25-00703,1,1,0,1,1,1,12,2,2,2,2,56,0,4,10,4,N,501,8678.9970848,2195.3
25-01300,2,1,0,1,1,1,6,2,2,2,2,15,2,5,5,0,N,51,29511.856169600003,1457.2
25-00703,1,1,0,1,1,2,15,2,2,2,2,47,0,2,7,8,N,488,648.795376,2195.3
25-00503,2,1,0,1,1,1,12,2,2,2,2,54,2,4,10,1,N,501,218566.85844799998,2872.7
25-00503,2,4,0,6,1,2,12,2,1,2,2,44,0,2,10,1,N,42,9191.276424,2872.7
25-00503,2,1,0,3,1,1,14,2,1,2,2,56,3,4,5,5,2,333,498.1052651199998,2872.7
25-00703,2,6,1,1,1,2,3,2,1,1,2,46,0,N,4,5,N,44,79892.9501856,2195.3
25-00503,1,1,0,1,1,2,14,2,2,2,2,15,0,2,4,1,N,233,11.76061664000008,2872.7
25-00703,2,3,0,7,1,2,12,2,1,1,2,36,1,5,5,5,N,117,77866.1240384,2195.3
25-01000,2,6,0,6,1,1,6,2,2,2,1,32,1,2,10,5,N,501,39563.82995200001,2447.1
25-01000,2,1,0,1,1,1,11,2,2,2,2,40,2,4,9,8,N,501,72628.63708480001,2447.1
25-02800,2,1,0,1,1,2,10,2,2,2,2,60,2,3,7,4,N,318,466.8962260799999,3683.8999999999996
25-00703,2,6,0,1,3,0,14,2,2,2,2,15,N,N,4,1,N,349,2149.5834240000004,2195.3
25-00703,2,3,0,8,1,1,12,2,2,2,2,91,3,4,5,3,N,385,63639.30111520001,2195.3
25-02800,1,6,0,1,1,2,12,2,2,2,2,16,3,4,9,1,4,168,206079.43478399998,3683.8999999999996
25-01000,1,6,0,1,1,1,11,2,2,2,2,16,3,5,5,3,N,176,23665.384296,2447.1
25-02800,1,5,0,1,1,1,12,2,2,2,2,65,0,3,9,9,N,501,101604.023184,3683.8999999999996
25-01300,2,6,0,1,1,1,18,2,2,2,2,22,0,2,9,8,N,501,3500.8995328,1457.2
25-01300,1,2,0,1,1,1,2,2,2,2,1,69,3,4,3,4,N,501,708069.7243199999,1457.2
25-00503,2,1,0,1,1,2,10,2,2,2,2,64,2,4,9,9,N,501,590366.095888,2872.7
25-01000,1,1,0,1,1,2,12,2,2,2,2,71,0,4,6,9,N,501,158025.38104,2447.1
25-02800,2,4,0,1,1,1,8,2,2,2,2,78,0,2,4,6,N,38,3016.0011352,3683.8999999999996
25-02800,2,6,0,1,1,1,10,2,2,2,2,67,0,2,9,3,N,501,30578.483686399995,3683.8999999999996
25-01000,2,4,0,1,1,1,12,2,2,2,2,23,0,N,7,9,N,501,45997.4167088,2447.1
25-01300,1,6,0,1,1,2,11,2,2,2,2,17,2,3,4,0,N,173,2790.437938079999,1457.2
25-00703,1,N,0,1,1,2,N,1,2,2,2,7,2,6,1,N,N,130,N,2195.3
25-02800,2,3,0,2,3,0,9,2,1,2,2,91,N,N,1,6,3,501,498101.08928,3683.8999999999996
25-00503,2,1,0,1,1,1,9,2,2,2,2,59,2,4,9,8,N,501,227612.183488,2872.7
25-00503,2,1,0,1,1,1,10,2,2,2,2,52,0,2,9,9,N,501,92748.4896416,2872.7
25-02800,1,6,0,1,1,1,14,2,2,2,2,51,2,4,5,8,4,501,95837.01571839998,3683.8999999999996
25-01300,1,1,0,1,1,1,16,2,2,2,2,52,0,4,7,7,N,501,16169.198076,1457.2
25-01000,2,1,0,1,1,2,13,2,2,2,2,66,1,2,8,2,N,293,1151.9483177599996,2447.1
25-00703,2,6,0,1,1,1,11,2,2,2,2,30,2,N,7,6,N,386,11405.894507199999,2195.3
25-00703,1,6,0,1,1,1,13,2,2,2,2,21,2,4,10,2,N,353,168143.082,2195.3
25-00503,2,1,0,1,1,1,10,2,2,2,2,84,2,4,5,1,N,28,47408.072432,2872.7
25-02800,2,1,0,1,1,2,18,2,2,2,2,23,1,N,5,0,N,366,36726.2192528,3683.8999999999996
25-01000,2,1,0,1,1,1,11,2,2,2,2,53,0,9,8,6,N,501,397.7023792,2447.1
25-01000,2,4,4,9,1,2,17,1,1,1,1,79,1,3,12,3,6,132,804285.197232,2447.1
25-00703,2,6,0,1,1,1,4,2,2,2,2,76,0,N,5,2,N,375,19079.8782192,2195.3
25-01300,2,1,0,1,1,1,10,2,2,2,2,71,0,8,10,8,3,460,206298.10824,1457.2
25-01000,2,1,0,1,1,1,15,1,2,2,1,60,1,2,2,8,2,498,1764.3253608000005,2447.1
25-01000,2,1,0,1,1,2,10,2,2,2,2,48,0,4,9,0,N,256,4025.773688000001,2447.1
25-00503,2,1,0,1,1,1,4,2,2,2,2,60,0,2,5,3,N,352,54465.927433599994,2872.7
25-00703,1,2,3,3,1,2,16,2,1,2,1,71,3,4,3,1,3,446,587780.646592,2195.3
25-00703,1,1,0,1,1,1,7,2,2,2,2,69,0,2,8,8,N,501,79842.260088,2195.3
25-00503,1,1,0,6,1,1,10,2,2,2,2,66,1,2,10,5,N,501,126169.458256,2872.7
25-00703,1,6,0,1,1,1,7,2,1,2,2,46,0,N,7,6,N,501,37836.335216,2195.3
25-00503,1,3,0,1,1,1,4,2,2,2,2,92,0,4,11,9,N,501,7059.4369615999985,2872.7
25-01300,1,1,0,1,1,1,10,2,2,2,2,52,0,2,10,9,N,501,58232.191862399995,1457.2
25-00503,1,3,0,1,1,2,16,2,2,2,2,34,2,4,9,9,N,501,36407.052352,2872.7
25-01300,2,N,0,1,1,1,N,N,N,2,2,2,0,2,N,N,N,501,N,1457.2
25-00703,1,1,0,1,1,1,16,2,2,2,2,84,0,2,4,3,N,501,10618.157392,2195.3
25-02800,2,5,0,1,1,1,10,2,2,2,2,38,0,2,9,9,N,501,42941.6586832,3683.8999999999996
25-02800,1,6,2,1,1,2,14,1,1,1,1,17,0,3,9,9,4,488,-9.706816640000397,3683.8999999999996
25-01000,2,1,0,1,1,1,11,2,2,2,2,42,1,3,9,8,N,501,105732.09523199999,2447.1
25-00703,2,1,0,1,1,1,13,2,2,2,2,31,2,5,10,0,N,357,158.45254624000063,2195.3
25-02800,1,4,0,1,1,1,7,2,2,2,2,38,0,2,8,9,N,501,78312.3384544,3683.8999999999996
25-00703,2,1,0,6,1,1,2,2,2,2,2,80,2,N,5,0,N,331,21.358243200000288,2195.3
25-00703,2,1,3,6,1,2,15,1,1,2,1,47,1,8,12,9,1,304,175629.233408,2195.3
25-02800,1,5,3,1,1,2,6,2,2,2,2,71,0,8,5,3,1,91,969733.2164800001,3683.8999999999996
25-00703,2,3,0,1,1,2,1,2,2,2,2,18,0,6,10,7,N,343,18424.6369536,2195.3
25-00503,1,1,0,1,1,1,12,2,2,2,2,70,0,3,7,0,N,501,-2928.3460492800004,2872.7
25-00703,1,5,0,1,1,1,13,1,1,2,1,49,0,3,9,3,N,363,31942.140292800002,2195.3
25-00503,2,6,0,1,3,0,14,1,1,2,2,23,N,N,3,4,N,236,14481.1341296,2872.7
25-02800,2,4,0,1,1,1,9,2,2,2,2,83,2,N,5,2,N,365,100948.64870399999,3683.8999999999996
25-02800,2,6,0,1,1,1,2,2,2,2,2,62,1,3,3,7,N,501,100938.556704,3683.8999999999996
25-00503,2,1,0,1,1,1,15,2,2,2,2,25,0,2,9,1,5,335,332880.5168,2872.7
25-00703,1,4,0,1,1,2,11,2,2,2,2,71,1,3,10,6,N,501,58530.828944,2195.3
25-00703,1,1,0,1,1,1,11,2,2,2,2,16,2,4,10,7,5,501,58816.136512,2195.3
25-01000,2,6,0,1,2,0,11,1,2,2,2,61,N,N,4,1,4,291,22425.7341488,2447.1
25-01300,1,N,0,1,1,1,N,2,2,2,2,5,0,4,3,N,N,501,N,1457.2
25-00703,1,3,4,1,1,2,4,2,2,2,2,65,2,4,11,9,N,447,927985.518976,2195.3
25-00503,2,1,0,1,1,1,10,2,2,2,2,55,0,6,7,9,N,501,7.030294400000457,2872.7
25-01300,1,6,0,1,1,1,6,2,2,2,2,59,2,4,5,3,N,225,13371.141961599998,1457.2
25-00503,1,6,0,1,1,1,5,2,2,2,2,92,0,2,7,0,N,367,3.1841659199999413,2872.7
25-00703,1,1,0,1,1,1,10,2,2,2,2,72,0,3,7,9,N,501,99855.80620800001,2195.3
25-00703,1,1,0,1,1,1,13,2,2,2,2,32,3,4,7,3,N,501,91952.27659200001,2195.3
25-02800,1,6,0,1,1,1,14,2,2,2,2,28,2,3,1,3,N,501,11786.594350400002,3683.8999999999996
25-02800,2,5,0,1,1,1,9,2,2,2,2,54,0,3,9,6,N,501,211660.714464,3683.8999999999996
25-00503,1,1,0,1,1,2,16,2,2,2,2,70,0,2,7,6,N,396,-5.2365988800002015,2872.7
25-00703,1,1,0,1,1,1,13,2,2,2,2,61,2,4,9,3,N,501,64709.333,2195.3
25-00503,2,1,0,1,1,1,10,2,2,2,2,33,1,3,9,8,N,501,101275.37384000001,2872.7
25-02800,2,4,0,6,1,1,12,2,1,2,1,46,0,2,7,6,N,501,86518.46121600001,3683.8999999999996
25-00703,1,1,0,1,1,1,12,2,2,2,2,57,0,2,7,8,N,501,-59.69020512000043,2195.3
25-00503,2,3,0,6,1,1,2,2,1,2,2,77,2,N,10,9,N,501,67123.03664,2872.7
25-01300,1,N,0,1,1,1,N,2,2,2,2,11,3,4,3,N,N,501,N,1457.2
25-01000,1,4,1,1,1,1,12,2,2,2,1,38,1,3,7,8,N,501,206406.738528,2447.1
25-01000,1,6,0,1,1,1,6,2,2,2,2,59,5,9,5,7,N,501,8466.509352,2447.1
25-00503,2,2,2,1,1,2,16,2,2,2,2,45,4,5,4,2,N,382,790.9118619199999,2872.7
25-00703,1,6,0,1,1,1,18,2,2,2,2,54,0,4,7,9,N,501,94148.961864,2195.3
25-00703,1,1,0,1,1,2,8,2,2,2,2,18,0,7,9,1,N,353,46717.9047728,2195.3
25-02800,1,6,0,1,1,1,1,2,2,2,2,39,0,7,9,3,N,260,45736.7336208,3683.8999999999996
25-01000,1,6,0,1,1,2,9,2,2,2,2,46,0,N,12,9,N,501,62.427031680000255,2447.1
25-00503,1,1,0,1,1,1,9,2,2,2,2,43,0,3,9,8,N,501,120130.513104,2872.7
25-00503,1,1,0,1,1,1,10,2,2,2,2,72,0,2,8,7,N,501,25239.285519999998,2872.7
25-00503,1,6,0,1,1,2,14,2,2,2,2,69,2,3,5,6,N,57,8.744185120000111,2872.7
25-00703,2,4,0,9,1,1,15,2,2,2,2,57,1,5,2,4,N,427,873841.4545600001,2195.3
25-00703,1,6,0,1,1,2,10,2,2,2,2,60,0,4,11,9,N,501,60602.431276799995,2195.3
25-00503,2,1,0,6,1,1,10,2,2,2,2,52,0,4,10,8,N,501,91510.5510976,2872.7
25-01000,1,4,0,1,1,2,12,2,2,2,2,65,2,N,12,7,N,501,54692.7242768,2447.1
25-00703,2,6,1,1,1,2,0,2,2,2,2,25,0,N,5,2,N,474,3391.4999652799997,2195.3
25-01300,2,3,0,6,1,1,11,2,2,1,2,87,0,5,3,3,N,352,0.10825887999999395,1457.2
25-02800,1,1,0,1,1,1,4,2,2,2,2,55,1,3,9,8,N,501,1164127.20432,3683.8999999999996
25-02800,2,6,0,1,1,1,12,2,2,2,2,83,0,N,7,3,N,501,100354.9376896,3683.8999999999996
25-00703,2,N,0,1,1,1,N,2,2,2,2,8,3,4,4,N,N,501,N,2195.3
25-00703,2,1,0,1,1,1,5,2,2,2,2,54,2,4,10,9,N,501,54792.8490272,2195.3
25-01000,2,1,0,1,1,1,10,2,2,2,2,55,0,3,10,9,N,501,46710.129896,2447.1
25-00703,1,1,0,1,1,1,13,2,2,2,2,48,0,4,10,9,N,501,209131.13448,2195.3
25-01000,1,1,0,1,1,1,11,2,2,2,2,71,0,2,7,5,N,136,14491.357998399999,2447.1
25-00503,2,1,0,1,1,2,11,2,2,2,2,89,0,2,10,2,N,160,1740.8933515199997,2872.7
25-00703,2,1,0,1,1,1,4,2,2,2,2,58,0,3,10,9,N,501,18079.275257600002,2195.3
25-00503,1,1,0,1,1,1,10,2,2,2,2,64,0,2,9,2,N,501,16459.789142399997,2872.7
25-02800,2,1,0,9,1,1,10,1,1,2,1,61,0,2,3,8,N,501,83906.96110399999,3683.8999999999996
25-01300,2,3,4,1,1,1,8,2,2,2,1,61,5,7,8,6,1,427,96.4028934400003,1457.2
25-02800,1,1,0,1,1,1,12,2,2,2,2,74,0,2,10,8,4,501,134171.808736,3683.8999999999996
25-00703,1,3,0,1,1,1,11,2,2,2,2,33,0,2,11,9,N,501,98333.138704,2195.3
25-02800,2,5,0,1,1,1,11,2,2,2,2,53,0,3,9,8,N,501,32374.094039999996,3683.8999999999996
25-01300,2,2,0,1,1,1,11,2,2,2,2,17,0,2,4,3,N,199,9.839503520000108,1457.2
25-01300,2,1,0,1,1,2,16,2,1,2,2,74,0,3,7,0,N,42,36355.6181376,1457.2
25-00503,1,6,0,1,1,1,10,2,2,2,2,37,0,2,7,4,N,501,86452.3438144,2872.7
25-01000,2,N,0,1,1,1,N,N,2,2,2,9,3,4,3,N,N,501,N,2447.1
25-01300,1,6,1,9,1,2,13,1,1,1,2,23,0,5,12,7,6,369,36197.2208336,1457.2
25-00703,2,6,0,1,1,1,11,2,2,2,2,80,2,N,7,6,N,356,-486.4954176000001,2195.3
25-00703,1,6,0,1,1,1,2,2,2,2,2,71,0,4,9,5,N,501,704718.17112,2195.3
25-00703,1,6,0,1,1,2,1,2,2,2,2,35,0,6,11,5,3,121,43177.2180736,2195.3
25-02800,2,4,0,1,1,1,13,2,2,2,2,94,0,2,1,0,N,218,49131.059408,3683.8999999999996
25-01300,1,1,0,1,1,1,12,2,2,2,2,46,2,4,3,4,N,501,101170.10755199999,1457.2
25-00703,2,6,0,1,1,1,13,2,2,2,2,15,0,2,12,9,N,501,89475.87471999999,2195.3
25-02800,1,1,0,1,1,1,10,2,2,2,2,51,2,4,10,7,N,501,41280.304224,3683.8999999999996
25-01000,1,6,0,1,1,1,9,2,1,2,2,31,0,N,8,2,N,31,36378.377616,2447.1
25-02800,1,6,1,1,1,1,16,2,2,1,2,41,4,5,6,3,N,363,62449.6494272,3683.8999999999996
25-00703,2,1,0,1,1,1,15,2,2,2,2,48,1,N,7,9,N,366,-20.39612847999979,2195.3
25-01000,2,6,0,1,1,1,3,2,2,2,2,23,2,4,9,7,N,501,46557.8766016,2447.1
25-00703,1,1,0,1,1,1,6,2,2,2,2,58,0,3,10,8,N,501,4.1009232000005795,2195.3
25-01000,2,3,0,1,1,1,4,1,1,2,2,88,0,5,5,3,N,268,17788.610856,2447.1
25-00703,1,3,0,1,1,1,8,2,2,2,2,35,0,2,5,0,N,501,14944.3999888,2195.3
25-00503,2,4,4,6,2,0,0,1,2,2,2,93,N,N,11,2,5,424,18169.6349888,2872.7
25-02800,1,6,0,1,1,1,13,2,2,2,2,26,1,3,7,6,N,501,94468.8257856,3683.8999999999996
25-02800,2,N,0,8,1,2,N,2,2,2,2,5,2,N,5,N,N,265,N,3683.8999999999996
25-02800,2,1,0,1,2,0,8,2,2,2,1,72,N,N,9,2,N,56,563.8395744,3683.8999999999996
25-00703,1,N,0,1,1,1,N,2,2,2,2,9,0,4,3,N,N,501,N,2195.3
25-01300,1,N,0,9,1,1,N,2,2,2,2,12,1,2,3,N,N,27,N,1457.2
25-02800,2,1,0,1,1,1,1,2,1,2,2,79,0,3,7,3,N,498,79659.87611839999,3683.8999999999996
25-01300,2,6,0,1,1,1,6,2,2,2,2,81,2,3,7,0,N,501,70198.4955952,1457.2
25-00503,2,6,0,1,1,1,12,2,2,2,2,31,0,2,7,0,N,501,11307.091136000001,2872.7
25-00703,2,6,0,1,1,2,11,2,2,2,2,19,1,N,7,2,N,289,19116.1354112,2195.3
25-00503,1,1,0,1,1,1,15,2,2,2,2,70,0,2,7,0,N,501,552.3379238399993,2872.7
25-01300,1,6,0,9,3,0,18,2,1,1,2,34,N,N,5,1,N,470,372847.77020800003,1457.2
25-01000,1,3,0,1,1,2,15,1,1,2,1,68,2,4,10,3,N,234,20844.3581168,2447.1
25-01300,2,2,1,8,1,1,18,2,2,1,2,43,3,7,1,2,N,382,676945.12168,1457.2
25-00503,2,1,0,1,1,2,6,2,2,2,2,68,3,6,7,0,N,1,2237.9301376000003,2872.7
25-00503,1,1,0,1,1,2,3,2,2,2,2,59,0,2,9,6,N,462,310158.15004800004,2872.7
25-01300,2,1,0,1,1,1,14,2,2,2,2,43,3,4,9,0,N,501,34088.835179199996,1457.2
25-01000,2,1,0,2,1,2,16,2,2,2,2,91,0,2,4,5,N,482,837681.54944,2447.1
25-01000,1,1,0,1,1,1,2,2,2,2,2,46,0,3,4,9,N,501,100505.55608,2447.1
25-00503,1,6,0,1,1,1,16,2,1,2,2,52,0,2,4,3,N,346,24123.069952,2872.7
25-01000,2,6,0,1,1,1,18,2,2,2,2,18,0,4,4,0,N,501,159.3884110400004,2447.1
25-01300,2,3,0,1,1,1,7,1,2,1,2,16,5,7,3,3,3,366,506680.473408,1457.2
25-01300,1,1,0,1,1,1,2,2,2,2,2,73,0,2,10,7,N,501,329179.55164799996,1457.2
25-00703,1,1,0,1,1,1,14,2,2,2,2,85,0,4,3,8,N,501,60214.3144864,2195.3
25-01300,1,N,0,6,1,1,N,N,N,2,2,3,2,3,3,N,N,501,N,1457.2
25-01000,2,4,0,1,1,1,6,2,2,2,2,46,2,N,3,1,N,149,65619.0366448,2447.1
25-00703,1,1,3,6,1,1,7,2,2,2,1,54,2,8,7,9,2,342,210127.26870400002,2195.3
25-00703,2,6,0,1,1,2,17,2,1,2,2,81,1,4,5,9,N,477,157.28456543999982,2195.3
25-00703,2,1,0,8,1,2,13,2,2,2,2,15,2,4,1,8,6,132,939786.9826720001,2195.3
25-00703,2,6,0,1,1,1,17,2,2,2,2,27,1,7,5,0,N,419,965522.5245920001,2195.3
25-02800,2,1,0,1,1,1,9,2,2,2,2,55,2,4,7,3,N,501,33392.4817968,3683.8999999999996
25-02800,1,6,0,1,1,1,10,2,2,2,2,80,0,N,3,3,N,501,53389.7703776,3683.8999999999996
25-00703,2,3,0,6,1,1,9,2,2,2,2,29,2,6,11,5,N,1,50991.082288,2195.3
25-01000,1,1,0,1,1,1,13,2,2,2,2,16,2,4,5,6,4,268,42385.71462399999,2447.1
25-00703,1,4,0,1,1,2,0,2,1,2,2,25,0,2,2,3,N,93,53689.7180736,2195.3
25-01300,1,4,0,3,1,1,9,1,1,1,2,84,2,8,12,2,2,107,581042.25856,1457.2
25-00703,2,6,0,1,1,1,9,2,2,2,2,26,0,4,10,7,N,501,51321.514552,2195.3
25-00503,1,5,2,5,1,1,14,2,2,2,1,28,1,3,9,9,N,501,88259.546512,2872.7
25-01300,1,N,0,1,1,1,N,2,2,2,2,7,0,4,3,N,N,501,N,1457.2
25-02800,2,6,0,1,1,1,9,2,2,2,2,72,0,N,8,6,N,501,9603.365078400002,3683.8999999999996
25-01000,2,1,0,6,1,1,4,2,2,2,1,60,3,4,9,4,5,330,355136.525504,2447.1
25-00703,1,5,1,9,1,2,9,2,1,1,1,76,1,7,5,0,N,289,385820.686352,2195.3
25-00503,1,N,0,9,1,1,N,2,2,2,2,6,0,2,6,N,N,454,N,2872.7
25-00503,2,3,1,9,1,1,14,2,1,2,2,24,4,N,5,0,N,108,14970.527504000001,2872.7
25-01300,2,1,0,1,1,1,6,2,2,2,2,16,2,4,9,7,N,501,48802.501564800004,1457.2
25-00703,2,1,0,1,1,1,4,2,2,2,2,63,0,4,10,6,N,501,39798.9493312,2195.3
25-00703,1,1,0,1,1,1,1,2,2,2,2,76,0,3,9,0,N,460,67136.977056,2195.3
25-01000,1,5,1,1,1,1,3,2,2,2,2,37,0,2,8,6,3,474,490497.26515199995,2447.1
25-00503,1,1,0,8,1,1,10,2,2,2,1,66,2,4,9,8,N,501,1161125.17072,2872.7
25-02800,1,1,0,3,1,2,1,2,2,2,2,70,2,4,4,7,N,55,999747.416544,3683.8999999999996
25-01300,1,1,0,1,1,1,11,2,2,2,2,89,2,4,3,4,N,501,28776.941928,1457.2
25-00703,1,1,0,1,1,1,13,2,2,2,2,43,0,3,10,9,N,501,98063.45355199999,2195.3
25-01000,2,3,0,1,1,1,11,2,2,2,2,47,0,2,9,7,N,272,3093.5358182400005,2447.1
25-00503,2,1,4,6,2,0,14,2,2,1,1,42,N,N,9,8,3,343,82876.98504,2872.7
25-00503,1,6,0,1,1,1,11,2,2,2,2,67,0,3,5,0,N,501,46550.2833808,2872.7
25-01300,1,5,0,1,1,1,13,1,1,1,1,87,0,2,4,3,5,160,685.2681331200001,1457.2
25-01000,2,1,0,1,1,2,9,2,2,2,2,66,1,2,5,8,N,501,176.90327888000047,2447.1
25-02800,2,1,2,1,1,1,10,2,2,2,2,36,2,4,11,9,N,501,214732.92110399998,3683.8999999999996
25-01000,2,6,0,1,1,1,16,2,2,2,2,28,5,N,5,6,N,501,160.52651951999997,2447.1
25-01000,2,2,0,1,1,1,10,2,2,2,2,63,0,N,3,5,N,199,312.86337568,2447.1
25-00503,1,1,0,6,1,1,6,2,2,2,2,72,1,3,9,8,N,501,128197.344736,2872.7
25-00503,1,6,0,1,1,2,6,2,2,2,2,22,0,2,9,0,N,366,65975.7740432,2872.7
25-00703,2,6,0,1,1,2,2,2,2,2,2,49,1,6,5,5,N,28,10513.8007296,2195.3
25-00703,2,1,0,1,1,1,15,2,2,2,2,61,1,4,2,0,N,501,64436.56911519999,2195.3
25-00703,1,4,0,1,1,2,15,1,2,2,2,77,0,2,6,2,N,305,13171.1360144,2195.3
25-02800,1,6,0,1,1,1,9,2,2,2,2,33,0,N,9,8,N,501,87955.91187200001,3683.8999999999996
25-01300,1,6,0,1,1,1,8,2,2,2,2,62,0,4,5,0,N,199,3298.0103684800006,1457.2
25-00503,2,6,0,1,1,2,6,2,2,2,2,51,0,6,10,8,N,501,95.29183152000041,2872.7
25-00703,1,N,0,1,1,2,N,1,1,2,2,5,0,3,1,N,N,120,N,2195.3
25-00703,1,1,3,9,3,0,15,1,1,1,1,57,N,N,2,8,2,462,676924.33216,2195.3
25-00703,2,1,0,8,1,1,14,2,2,2,2,15,2,4,5,5,N,501,722826.78496,2195.3
25-02800,1,5,0,1,1,1,13,2,2,2,2,75,1,5,5,3,N,0,45498.4870672,3683.8999999999996
25-00703,2,3,0,1,1,1,13,2,2,2,2,24,0,2,7,3,N,469,-9.608991520000018,2195.3
25-00703,2,3,0,1,1,2,1,2,2,2,2,15,1,4,5,2,N,296,53361.8437952,2195.3
25-00503,1,5,3,1,1,2,11,2,2,1,1,15,3,5,10,3,5,153,965547.5931200001,2872.7
25-02800,2,6,0,7,3,0,4,2,2,2,2,49,N,N,6,6,N,482,24567.1233344,3683.8999999999996
25-02800,1,5,1,1,1,1,2,2,2,2,2,38,3,5,3,5,N,501,950869.78832,3683.8999999999996
25-00703,2,4,0,1,1,1,11,1,2,2,2,61,1,2,8,3,N,501,71876.97416,2195.3
25-00503,2,3,0,6,1,2,10,2,2,2,2,28,2,4,3,9,5,501,1093400.355728,2872.7
25-01300,2,1,0,1,1,1,9,2,2,2,2,44,2,3,4,4,N,150,14561.9064608,1457.2
25-00503,1,1,0,1,1,1,10,2,2,2,2,63,1,4,9,5,N,501,47144.9861024,2872.7
25-00703,2,6,0,1,1,1,14,2,2,2,2,86,0,4,8,6,N,501,14921.125145599999,2195.3
25-02800,1,6,0,1,1,1,6,2,2,2,2,30,0,N,7,6,N,443,1.1455819200000406,3683.8999999999996
25-00703,2,N,0,1,1,1,N,2,2,2,2,8,0,2,1,N,N,387,N,2195.3
25-01000,2,1,0,1,1,1,4,2,2,2,2,15,3,4,3,1,N,328,836619.682656,2447.1
25-00703,1,6,0,1,1,1,5,2,2,2,2,40,1,3,4,5,N,496,5077.075628160001,2195.3
25-01300,1,4,0,1,1,1,11,2,2,2,2,44,3,N,5,2,N,501,17799.8627632,1457.2
25-01300,1,3,0,1,1,1,0,2,2,2,2,16,3,4,4,3,N,501,-2430.4558836799997,1457.2
25-01000,2,1,0,8,1,1,11,2,2,2,2,63,5,N,2,6,N,501,60809.9739296,2447.1
25-00503,1,1,0,1,1,1,0,2,2,2,2,70,2,4,10,9,N,501,91465.61343999999,2872.7
25-02800,1,3,4,7,3,0,9,1,2,2,2,65,N,N,4,9,1,440,35623.0102544,3683.8999999999996
25-00503,1,1,0,1,1,2,10,2,2,2,2,65,0,4,10,8,N,501,14398.994668800002,2872.7
25-00703,1,3,0,1,1,2,5,2,2,2,2,77,2,N,3,4,N,469,47520.1299632,2195.3
25-01000,1,6,0,1,1,1,13,2,2,2,2,70,0,4,5,7,N,501,17968.609076800003,2447.1
25-01300,1,1,0,1,1,1,12,2,2,2,2,21,0,4,7,0,N,427,54664.476096,1457.2
25-00703,1,1,0,1,1,1,6,2,2,2,2,67,0,2,9,4,N,501,11660.613896,2195.3
25-00503,2,1,0,1,1,1,11,2,2,2,2,86,3,4,10,2,N,501,11629.759288,2872.7
25-02800,1,6,0,1,1,1,5,2,2,2,2,40,0,2,9,9,N,483,139845.026536,3683.8999999999996
25-00703,2,6,0,1,1,2,12,2,2,2,2,51,0,2,9,1,N,344,77862.593184,2195.3
25-00503,1,N,0,6,1,1,N,2,2,2,2,12,0,4,2,N,N,139,N,2872.7
25-00503,2,N,0,1,1,1,N,2,2,2,2,12,1,3,3,N,N,501,N,2872.7
25-01300,1,1,0,1,1,2,10,1,2,2,2,47,0,9,10,9,N,501,183518.862976,1457.2
25-02800,1,1,2,1,1,1,14,2,2,1,2,52,5,7,10,0,N,463,33916.2633248,3683.8999999999996
25-02800,2,6,0,1,1,1,16,2,2,2,2,16,0,2,4,1,N,324,6976.9395712000005,3683.8999999999996
25-01300,1,4,2,1,1,2,4,2,2,2,2,39,0,3,3,7,3,71,80534.94132800002,1457.2
25-00703,2,N,0,1,1,1,N,2,2,2,2,8,0,4,9,N,N,501,N,2195.3
25-00503,1,6,0,1,1,1,4,2,2,2,2,52,2,3,5,4,N,501,-0.5653484800004662,2872.7
25-01300,2,1,0,1,1,1,9,2,2,2,2,48,0,4,9,8,N,501,56148.780543999994,1457.2
25-00503,2,1,0,1,1,1,8,2,2,2,2,42,0,3,9,9,N,501,311578.363568,2872.7
25-01300,2,1,0,1,1,1,14,2,2,2,2,44,3,4,3,0,N,501,36555.910697600004,1457.2
25-01000,1,6,1,9,1,2,1,1,1,2,2,17,0,2,4,1,1,346,642221.765664,2447.1
25-01300,1,1,0,1,1,1,7,2,2,2,2,18,0,2,10,7,N,501,85244.40676799999,1457.2
25-01300,2,1,0,1,1,1,16,2,2,2,2,41,0,3,9,5,N,501,45313.094335999995,1457.2
25-00503,2,3,0,1,1,1,9,2,2,2,2,52,1,3,1,5,N,501,131562.771072,2872.7
25-00703,1,4,0,1,1,1,10,2,2,2,2,51,2,8,9,9,N,501,82794.76887999999,2195.3
