SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP_CAT,target
1,1,1,2,3,8,0,48-02516,5,5811
2,1,1,2,6,6,0,48-02507,4,5286
1,1,1,1,8,6,0,48-02515,N,1817
1,1,1,1,4,10,0,48-02515,10,1847
1,4,1,1,0,5,0,48-02510,N,5521
1,6,1,1,5,7,0,48-02101,10,7128
2,1,1,1,4,6,0,48-02101,N,930
1,1,1,1,0,5,0,48-02515,N,4691
1,N,1,1,9,7,0,48-02101,9,8895
2,1,1,1,5,7,0,48-02507,N,8562
2,1,1,1,8,7,0,48-02515,N,7613
2,3,1,1,3,5,0,48-02515,N,523
2,4,1,1,0,6,1,48-02507,14,763
2,1,1,1,1,3,0,48-02515,N,4840
2,N,1,0,N,4,0,48-02515,10,8630
2,N,1,2,0,4,0,48-02101,N,8713
2,6,1,2,0,4,0,48-02510,14,7417
1,1,1,1,8,7,0,48-02510,11,4807
2,1,1,1,7,7,0,48-02507,11,1895
2,1,1,1,5,5,0,48-02102,11,3876
2,N,1,1,6,7,0,48-02507,11,1999
2,1,1,1,7,5,0,48-02102,11,3904
1,1,1,1,7,5,0,48-02102,5,3683
2,1,1,1,1,9,0,48-02102,11,5515
1,1,1,1,6,8,1,48-02516,2,1896
1,3,1,1,7,4,0,48-02101,N,7169
2,6,1,1,3,4,0,48-02510,9,4280
1,1,2,1,1,12,0,48-02515,10,5616
2,6,1,1,8,2,1,48-02101,6,6431
2,6,1,2,1,5,0,48-02515,14,7195
1,1,1,2,N,7,0,48-02101,N,948
2,1,1,2,6,5,0,48-02510,4,1516
2,N,6,1,N,3,0,48-02510,9,8644
2,6,1,1,4,4,0,48-02101,10,7097
2,6,1,2,0,9,0,48-02101,11,656
2,6,1,1,4,7,0,48-02516,14,7051
1,1,1,1,6,6,0,48-02101,10,5880
1,N,1,1,7,3,0,48-02101,N,8525
2,N,1,1,1,4,4,48-02516,14,7628
1,1,1,1,1,4,0,48-02516,9,2994
2,6,2,2,3,5,0,48-02101,10,707
1,1,1,2,4,4,0,48-02507,15,627
2,N,1,1,N,4,0,48-02515,N,7354
2,6,1,1,3,7,0,48-02507,N,1864
1,4,1,1,3,9,0,48-02102,11,2008
2,1,1,1,1,6,0,48-02102,9,5757
2,1,1,1,9,9,1,48-02507,N,1892
1,6,1,1,0,4,0,48-02102,6,4301
2,4,1,2,1,7,0,48-02515,N,2587
2,6,1,1,4,7,1,48-02101,10,892
2,1,1,1,6,9,0,48-02510,11,3971
1,1,9,1,1,9,0,48-02101,3,6564
2,1,1,1,8,5,0,48-02101,5,1851
1,1,2,2,8,9,0,48-02516,11,5082
1,1,1,1,6,5,1,48-02101,10,5605
1,1,9,2,9,9,0,48-02515,14,3688
1,1,1,1,1,1,1,48-02515,10,1620
1,N,1,1,N,3,0,48-02510,N,8766
1,N,1,1,4,4,0,48-02507,N,7446
1,6,1,2,5,4,0,48-02507,6,7391
2,1,1,1,1,3,0,48-02516,N,1941
2,1,1,1,0,3,0,48-02101,N,5467
2,N,1,1,9,9,0,48-02516,N,7631
2,4,1,1,0,3,0,48-02510,N,6318
1,N,9,2,N,3,1,48-02102,N,6174
2,N,1,1,9,9,0,48-02510,9,5524
1,6,1,1,5,8,1,48-02102,6,1893
2,1,2,1,6,4,0,48-02516,9,7320
2,4,1,2,4,5,0,48-02510,14,2055
1,1,1,1,6,8,0,48-02515,5,7177
1,1,1,2,7,2,0,48-02101,10,2731
2,6,1,2,0,6,0,48-02101,N,7540
1,2,1,1,3,6,0,48-02102,14,7199
1,4,1,1,3,9,0,48-02101,10,2103
2,3,1,1,4,6,0,48-02515,N,6168
2,6,1,1,6,5,0,48-02516,11,7188
1,1,1,1,1,5,1,48-02515,9,5288
2,2,1,1,5,4,0,48-02101,9,3866
2,1,1,1,1,4,0,48-02101,9,7159
1,1,1,1,9,4,4,48-02101,9,8670
1,1,1,1,6,9,0,48-02516,6,2152
1,1,1,1,0,5,0,48-02507,9,7344
2,N,1,1,9,3,0,48-02510,9,8551
2,3,1,1,1,5,0,48-02101,9,746
1,4,1,2,3,7,0,48-02515,9,738
1,N,1,1,N,9,1,48-02510,9,8500
2,1,6,1,3,6,1,48-02510,6,1604
1,N,1,1,N,3,0,48-02101,9,7586
1,1,1,1,8,9,0,48-02101,N,5284
1,4,1,1,1,5,0,48-02102,6,796
2,1,1,1,8,3,0,48-02102,11,8747
2,3,1,1,5,8,0,48-02101,9,3199
1,1,1,2,1,5,0,48-02516,15,5257
1,6,1,1,0,4,0,48-02516,9,2756
1,N,1,2,9,3,0,48-02102,N,8728
1,N,1,2,9,3,1,48-02102,N,8541
1,6,1,1,4,7,0,48-02102,N,1981
1,N,1,1,N,5,0,48-02510,3,8526
1,1,1,1,9,9,0,48-02102,N,5754
1,6,1,1,4,8,0,48-02515,14,7423
2,1,1,1,6,8,0,48-02102,6,5250
1,6,1,2,1,5,1,48-02515,2,4529
1,N,1,1,9,3,0,48-02515,N,8705
1,1,1,2,7,8,0,48-02101,3,3999
2,1,1,1,9,7,0,48-02101,9,2154
2,1,1,1,1,9,0,48-02510,10,1905
2,N,1,1,N,9,0,48-02101,9,8784
1,1,2,1,2,3,0,48-02516,N,5788
2,6,1,1,0,3,0,48-02101,9,618
2,1,1,2,6,7,0,48-02101,10,8579
2,1,1,1,4,7,0,48-02510,N,5247
1,N,9,1,3,4,0,48-02101,9,5422
1,6,1,2,4,6,1,48-02515,4,807
1,N,1,2,N,3,0,48-02101,9,7452
2,1,1,1,0,4,0,48-02101,9,3769
2,1,1,1,5,5,0,48-02516,N,5759
2,N,2,1,N,4,0,48-02515,11,3954
1,6,1,1,5,6,0,48-02515,14,3390
2,N,1,1,9,3,0,48-02102,N,8557
1,N,1,2,9,1,0,48-02515,N,8517
1,1,1,1,6,1,0,48-02101,4,1981
2,N,1,1,N,3,1,48-02510,N,8669
1,4,1,1,7,5,0,48-02507,N,7190
2,1,1,1,8,9,0,48-02507,N,4007
1,1,1,1,0,9,0,48-02515,9,7393
1,1,1,1,4,5,0,48-02515,6,5356
1,4,1,1,6,7,0,48-02510,3,5504
1,1,1,1,1,4,1,48-02515,2,4298
2,1,1,2,4,5,0,48-02507,14,5226
2,4,1,1,6,7,1,48-02516,11,602
2,1,1,1,4,4,0,48-02510,11,4836
2,6,1,1,5,5,0,48-02102,9,7568
1,N,1,1,N,1,0,48-02516,N,7530
1,1,1,1,7,9,0,48-02101,10,3476
2,1,1,1,2,1,0,48-02102,N,5822
1,N,1,1,1,7,0,48-02101,9,2235
1,1,9,1,1,10,0,48-02507,N,849
2,1,1,1,7,7,0,48-02516,6,596
2,1,1,1,0,5,0,48-02510,11,3773
1,1,1,1,N,7,1,48-02102,8,8379
2,6,2,2,0,9,0,48-02507,5,5422
2,1,1,1,1,1,0,48-02510,9,2735
2,4,1,1,6,6,0,48-02515,9,3016
1,1,1,1,6,8,0,48-02507,N,8512
2,1,1,1,6,5,0,48-02515,N,5434
2,1,1,2,4,8,0,48-02515,9,1990
2,2,1,1,8,4,0,48-02101,9,5489
2,N,1,1,N,2,0,48-02516,9,8640
2,6,1,1,4,7,0,48-02102,13,5479
2,1,1,1,N,2,0,48-02507,9,2035
2,1,1,1,8,9,0,48-02516,11,3917
2,1,1,1,1,1,1,48-02516,8,631
1,1,1,1,7,10,0,48-02507,8,4668
2,1,1,1,8,7,0,48-02102,10,5248
1,6,2,2,N,7,0,48-02102,N,8673
1,6,1,1,9,9,0,48-02101,8,3104
1,3,1,1,5,5,0,48-02516,6,682
1,1,6,1,8,8,0,48-02101,N,7110
2,1,1,1,4,5,0,48-02516,4,1906
1,1,1,1,4,1,1,48-02507,4,8468
2,1,1,1,1,10,0,48-02510,N,2008
2,6,1,2,0,3,0,48-02102,9,3322
2,6,1,1,5,7,1,48-02101,10,1696
2,1,1,1,0,3,0,48-02101,10,3783
2,1,1,1,N,9,0,48-02516,N,8665
1,1,1,2,4,9,0,48-02102,9,5266
2,1,1,2,2,5,1,48-02101,2,4045
1,1,1,1,6,3,0,48-02516,15,4152
2,6,1,1,0,4,1,48-02102,11,725
1,2,1,1,N,9,0,48-02102,14,682
1,6,1,2,6,5,0,48-02515,2,664
1,6,1,2,3,5,1,48-02101,11,1866
1,1,1,1,7,9,1,48-02101,6,1710
1,4,1,2,6,10,0,48-02510,5,7113
2,N,1,2,N,8,1,48-02102,9,1949
1,6,1,1,9,9,0,48-02101,7,7056
1,1,1,1,0,5,0,48-02507,9,1758
1,N,1,2,N,3,0,48-02101,9,8531
2,4,1,1,8,6,0,48-02516,N,4554
2,1,1,1,1,7,0,48-02516,6,1878
1,1,1,1,1,9,0,48-02510,6,5171
1,6,1,1,0,3,0,48-02102,N,2948
1,1,1,1,8,9,0,48-02101,N,7074
2,1,1,1,8,10,0,48-02515,11,1743
1,1,6,1,8,9,0,48-02101,4,669
1,1,1,1,6,7,0,48-02507,8,3236
1,4,1,2,3,5,0,48-02516,8,3446
2,6,1,1,1,6,0,48-02510,6,5144
1,1,1,1,0,4,0,48-02102,6,3353
1,6,1,1,5,9,0,48-02101,6,5562
1,4,9,1,9,5,0,48-02507,3,593
1,1,1,2,5,3,0,48-02101,11,1778
1,1,1,1,6,7,0,48-02516,14,5493
2,1,8,1,0,4,4,48-02516,3,1519
1,N,1,2,N,1,0,48-02516,9,8638
2,4,2,1,9,12,0,48-02507,6,7627
2,3,1,1,3,5,0,48-02101,5,3802
2,N,1,2,9,2,0,48-02101,N,8712
2,6,1,1,3,5,0,48-02516,14,3751
2,1,1,1,N,7,0,48-02102,10,790
2,1,1,1,8,8,0,48-02507,11,2726
2,1,1,1,0,4,0,48-02516,N,1645
1,6,1,1,9,8,0,48-02510,11,4098
2,6,1,1,0,9,1,48-02510,14,5519
1,1,1,1,0,7,0,48-02515,9,5391
2,1,1,1,8,9,0,48-02507,11,4020
1,6,1,1,0,7,1,48-02101,N,4170
1,2,1,1,4,9,0,48-02510,11,4194
2,N,2,1,N,2,0,48-02101,9,7780
1,1,8,1,7,5,1,48-02101,10,3515
2,6,1,1,8,7,1,48-02507,9,6640
2,N,1,2,N,7,0,48-02516,9,7982
1,3,2,1,1,8,0,48-02102,N,350
1,6,1,1,0,3,0,48-02515,N,4818
1,1,1,2,8,2,0,48-02515,8,8513
2,1,1,1,6,9,0,48-02516,10,7301
1,1,1,1,4,1,0,48-02101,6,3815
2,4,1,2,9,9,0,48-02515,9,6481
2,N,1,2,9,2,0,48-02510,N,8607
2,N,1,1,N,3,0,48-02101,9,7145
1,1,1,1,9,3,0,48-02102,11,4632
1,N,1,1,N,12,0,48-02101,9,8514
2,4,1,1,5,5,0,48-02515,14,1985
2,3,6,1,7,10,0,48-02516,6,2085
1,N,1,1,9,3,0,48-02101,N,7864
2,6,8,1,3,5,0,48-02507,3,4431
2,N,1,1,N,9,0,48-02510,N,8745
2,1,1,1,1,6,0,48-02515,5,3768
2,6,1,0,1,5,0,48-02510,6,6777
2,3,1,1,6,7,0,48-02515,9,754
2,1,1,1,0,1,1,48-02101,10,3662
2,1,1,1,0,5,0,48-02515,N,6392
2,N,1,2,N,3,0,48-02516,N,538
1,4,1,1,3,4,0,48-02515,6,5291
1,1,1,1,9,9,0,48-02507,4,6917
2,1,1,1,0,4,0,48-02102,N,8584
1,6,1,2,6,10,1,48-02102,9,5328
1,2,1,2,0,9,0,48-02101,6,828
1,N,1,1,N,4,0,48-02102,N,694
2,4,1,1,5,7,1,48-02101,10,5765
1,1,1,1,8,3,0,48-02515,11,7157
2,1,1,1,4,9,0,48-02101,N,3161
2,4,2,2,0,4,0,48-02102,N,1854
1,1,1,0,1,6,1,48-02101,N,467
2,1,2,1,6,1,0,48-02507,11,5538
2,N,1,2,5,3,0,48-02102,11,5543
2,6,1,0,0,4,0,48-02102,3,6656
2,6,1,1,0,7,0,48-02102,9,2217
2,6,1,1,3,3,0,48-02101,9,3048
1,1,1,1,6,3,0,48-02101,N,5558
2,3,1,2,6,6,0,48-02507,N,577
1,6,1,2,8,9,0,48-02515,9,4104
2,1,1,1,0,2,0,48-02515,14,2539
1,1,1,1,0,5,0,48-02516,9,1850
2,1,1,1,8,9,0,48-02101,14,7039
2,3,1,1,1,9,1,48-02101,9,7122
1,1,1,2,5,4,0,48-02101,10,5492
1,1,1,1,N,3,0,48-02507,9,5813
1,1,1,1,6,4,0,48-02516,6,2007
1,1,1,2,9,4,0,48-02102,6,5167
2,1,1,1,1,5,2,48-02515,9,5428
2,1,1,1,7,9,0,48-02515,10,3256
1,1,1,1,1,4,0,48-02510,N,1829
1,4,1,1,N,2,0,48-02516,9,5048
1,1,1,2,0,5,0,48-02515,6,7430
1,N,1,1,9,3,0,48-02102,9,8756
1,1,1,1,0,2,0,48-02510,9,7126
2,1,2,1,4,6,0,48-02101,6,2487
1,4,1,2,6,2,0,48-02515,N,396
2,3,1,1,5,9,0,48-02515,9,529
1,1,1,2,0,4,0,48-02102,9,594
1,1,1,1,7,4,0,48-02101,N,683
1,3,1,2,4,3,0,48-02507,N,3390
1,4,1,1,7,5,1,48-02515,2,4565
2,1,1,1,0,9,0,48-02507,6,5626
1,1,1,1,4,7,0,48-02101,10,5293
2,1,1,2,3,7,0,48-02101,8,5179
1,N,1,1,7,4,0,48-02102,9,8388
1,6,1,1,6,7,0,48-02102,15,2041
2,1,1,1,8,7,0,48-02101,6,3957
2,6,1,2,9,4,0,48-02510,15,3809
1,1,1,1,5,4,1,48-02101,4,5503
1,4,9,1,9,7,0,48-02510,11,2127
2,1,1,1,7,9,0,48-02101,11,4084
2,1,1,1,8,1,0,48-02515,11,5460
2,1,1,1,0,4,0,48-02516,9,5640
1,N,1,2,N,3,4,48-02101,4,653
1,1,1,1,1,6,0,48-02101,3,6625
2,3,1,1,6,5,0,48-02516,N,1757
2,4,1,1,0,5,0,48-02101,N,7103
2,4,1,1,3,7,0,48-02515,9,5088
2,1,1,1,N,4,0,48-02101,9,4166
2,1,2,1,3,4,0,48-02507,10,3585
2,1,1,1,9,1,0,48-02515,N,7473
1,1,1,2,4,9,0,48-02507,4,3082
2,1,1,1,1,6,0,48-02101,10,914
1,1,1,1,5,7,0,48-02101,2,5767
2,1,2,1,3,4,0,48-02102,11,7120
2,N,1,1,9,3,0,48-02102,10,8831
2,N,1,2,N,1,0,48-02510,11,8614
2,3,1,1,3,5,0,48-02102,5,5472
1,1,1,1,1,4,0,48-02516,N,7445
1,6,2,2,4,5,0,48-02516,10,5476
1,1,1,1,8,10,0,48-02516,6,2972
2,6,1,1,5,4,1,48-02101,9,2954
1,1,1,1,3,5,0,48-02507,N,2039
1,1,1,1,1,1,0,48-02510,14,3810
1,N,1,1,9,1,0,48-02515,N,7216
2,4,1,1,8,7,0,48-02516,14,5720
2,3,1,1,3,2,1,48-02510,6,3905
1,1,1,1,6,10,0,48-02507,11,707
1,N,1,1,N,3,1,48-02101,N,8666
2,1,1,1,9,3,0,48-02101,9,6036
2,1,1,1,2,4,0,48-02101,11,2033
2,6,1,1,0,4,0,48-02102,9,6424
1,1,1,1,5,7,0,48-02101,1,5477
2,1,1,1,2,5,0,48-02102,6,1640
1,N,1,1,9,4,0,48-02510,9,7447
2,4,1,1,5,9,0,48-02102,5,7266
2,N,1,1,N,7,0,48-02515,9,8755
1,1,1,1,3,5,0,48-02102,10,5615
2,4,1,1,4,4,1,48-02102,5,5525
1,1,1,1,9,3,1,48-02102,9,7277
1,6,1,2,0,4,0,48-02515,N,1753
2,6,8,1,1,3,4,48-02102,3,6567
2,2,1,1,4,5,0,48-02510,5,3905
2,1,1,2,0,9,0,48-02515,N,4845
2,1,1,1,8,9,0,48-02516,11,4610
2,1,1,1,6,7,0,48-02101,11,3993
1,N,1,1,N,3,0,48-02510,N,8560
1,4,1,1,8,9,0,48-02507,9,5723
2,6,1,1,1,6,1,48-02510,9,535
1,N,1,2,N,3,1,48-02101,9,8702
2,1,1,1,6,9,0,48-02102,9,2988
2,6,1,1,0,4,0,48-02102,N,5616
2,6,1,2,1,3,1,48-02507,9,5249
1,1,1,2,5,9,0,48-02102,6,1736
2,1,1,2,3,7,0,48-02515,N,8361
1,6,1,1,0,4,0,48-02516,9,568
1,1,1,1,7,5,0,48-02510,9,3108
1,1,6,1,9,4,0,48-02510,6,6601
2,6,1,1,9,4,1,48-02515,14,7356
1,1,2,1,1,7,0,48-02102,11,5099
2,N,1,1,N,3,0,48-02515,N,8786
1,6,1,1,1,3,0,48-02515,9,7223
2,N,1,1,N,3,1,48-02516,N,8760
1,1,1,1,N,5,0,48-02101,8,789
1,6,1,2,0,5,0,48-02101,N,3999
1,1,1,1,5,4,0,48-02102,11,3960
1,4,1,1,3,9,0,48-02516,10,2477
2,1,1,1,0,3,0,48-02515,14,8429
2,3,1,2,3,4,0,48-02102,10,5008
2,1,1,1,4,7,0,48-02515,14,7278
1,1,1,2,5,8,0,48-02516,9,1651
2,4,1,1,0,8,0,48-02510,11,4876
2,4,1,1,4,10,0,48-02507,6,5783
2,3,1,1,1,5,0,48-02507,9,819
2,6,1,2,9,7,0,48-02507,8,3603
2,1,1,1,1,7,1,48-02507,4,2290
1,6,1,1,0,8,0,48-02102,11,3837
2,1,1,1,6,6,0,48-02510,9,4409
1,6,1,1,1,8,0,48-02510,9,5560
1,4,1,1,7,7,0,48-02507,15,1551
2,3,1,1,3,9,0,48-02101,N,4989
2,1,1,1,3,5,0,48-02510,6,1595
1,1,1,1,0,3,1,48-02102,6,1714
2,1,1,1,N,12,0,48-02102,N,651
2,N,1,1,N,3,0,48-02101,10,2225
2,1,1,1,3,7,0,48-02515,15,5289
1,N,1,2,9,9,0,48-02516,N,8824
1,3,8,1,3,5,0,48-02515,6,7147
2,N,1,2,N,4,0,48-02102,9,1886
1,1,1,1,N,5,1,48-02101,14,5710
1,3,1,1,8,3,0,48-02510,N,8599
1,6,1,2,1,7,0,48-02515,14,496
2,1,1,1,6,8,0,48-02515,15,666
2,1,1,1,5,7,0,48-02102,9,6136
1,6,1,1,8,9,0,48-02507,6,6366
2,1,1,1,7,4,0,48-02101,9,8675
1,1,2,1,6,9,0,48-02516,N,3136
1,1,2,1,6,9,0,48-02507,14,7207
1,6,1,1,0,1,0,48-02510,N,716
1,1,1,1,2,1,0,48-02101,10,4107
1,1,1,1,N,4,0,48-02510,4,8597
2,1,1,1,1,6,4,48-02507,9,7247
2,N,1,1,9,3,0,48-02102,N,8718
2,1,1,1,6,6,0,48-02510,10,1955
1,N,1,1,N,3,0,48-02507,N,7784
1,4,1,2,6,5,0,48-02515,6,678
2,1,1,1,5,1,0,48-02101,4,2154
2,1,1,1,9,8,0,48-02102,N,1753
1,N,1,2,N,3,0,48-02515,10,3169
2,6,1,1,7,3,0,48-02102,9,3512
1,1,1,1,6,7,0,48-02507,11,7259
2,6,2,1,1,5,0,48-02507,15,7219
2,1,9,2,5,10,0,48-02510,11,2929
2,6,1,1,6,10,0,48-02101,15,3150
2,1,1,1,8,5,0,48-02101,3,3147
2,1,1,1,0,3,0,48-02510,4,514
1,1,1,1,N,4,0,48-02507,5,7281
2,6,1,1,7,9,0,48-02516,11,4846
1,6,1,1,6,9,0,48-02515,6,3116
2,1,1,1,1,9,0,48-02101,9,5426
1,1,1,1,6,8,1,48-02102,4,5153
2,1,2,2,0,9,0,48-02102,11,1989
1,1,1,1,1,6,1,48-02510,9,4204
1,N,1,1,N,4,0,48-02101,6,7427
2,N,1,1,N,3,1,48-02510,9,7433
2,N,1,1,N,9,0,48-02101,N,7070
2,1,1,1,8,8,0,48-02101,11,7334
1,1,2,1,7,3,0,48-02102,N,5493
2,4,1,1,7,6,2,48-02510,10,6955
1,1,1,1,6,5,0,48-02510,9,628
1,N,1,1,9,5,0,48-02510,N,8605
2,1,6,1,1,4,0,48-02102,N,1753
1,1,1,1,1,5,0,48-02102,17,5622
1,4,1,1,6,6,0,48-02507,14,4138
1,N,1,1,N,3,1,48-02510,N,7715
2,1,1,1,8,9,0,48-02515,N,7347
1,1,1,1,8,1,0,48-02101,N,2887
2,6,1,1,7,1,0,48-02510,3,648
2,1,1,1,2,5,0,48-02510,2,2925
2,N,1,1,N,7,0,48-02510,6,5747
1,1,1,1,4,5,0,48-02516,9,3554
2,1,1,1,7,6,0,48-02101,N,8785
2,1,1,1,6,7,0,48-02101,4,3454
1,1,1,0,N,6,0,48-02102,9,580
1,4,1,1,6,5,0,48-02507,5,1847
2,3,1,1,N,2,0,48-02101,N,2173
2,N,1,1,9,3,0,48-02102,9,7575
2,3,1,1,1,7,0,48-02516,9,3712
2,1,1,1,1,7,0,48-02516,14,3002
1,3,1,1,7,7,0,48-02102,10,5458
2,6,1,1,0,4,0,48-02102,N,5595
1,6,8,1,9,12,1,48-02515,9,8681
1,5,1,1,6,9,0,48-02515,14,7351
2,1,1,1,7,9,0,48-02515,14,2013
1,1,1,1,4,8,0,48-02101,4,4914
2,1,1,1,2,9,0,48-02507,14,731
1,3,2,0,0,5,0,48-02515,14,496
1,1,1,1,1,5,0,48-02515,10,5505
1,4,1,1,6,4,0,48-02510,10,5960
2,3,1,2,1,4,0,48-02101,N,4835
1,6,6,2,9,5,0,48-02102,6,5383
2,N,1,1,9,8,0,48-02510,9,806
1,N,1,1,N,3,0,48-02102,9,8824
2,3,1,1,8,4,0,48-02101,6,5515
2,6,1,2,5,7,0,48-02507,N,4058
2,1,1,1,1,1,0,48-02507,14,1782
2,1,1,1,1,9,0,48-02515,5,5550
2,1,1,1,6,9,0,48-02515,9,4035
2,1,1,1,7,9,1,48-02507,10,5335
2,N,1,2,9,4,0,48-02510,N,3902
2,6,1,1,0,9,0,48-02516,9,7291
2,1,1,1,3,5,0,48-02101,3,6443
2,1,2,2,3,9,0,48-02510,11,5605
2,1,1,1,3,1,0,48-02101,N,762
2,1,1,1,3,1,0,48-02516,9,3268
2,1,1,1,5,9,0,48-02510,11,1875
2,6,1,1,8,3,0,48-02516,3,1853
2,6,1,2,1,9,0,48-02516,14,7038
2,N,1,2,6,10,0,48-02515,9,7420
2,6,1,1,7,9,0,48-02516,N,5715
1,1,1,1,7,5,2,48-02516,4,3434
1,6,1,1,N,4,0,48-02102,10,734
1,4,1,2,2,5,0,48-02101,N,5454
1,N,1,1,N,3,0,48-02102,N,8588
1,1,1,1,7,1,0,48-02516,10,1941
2,1,2,1,0,8,0,48-02507,N,7430
2,6,1,1,8,7,0,48-02507,15,2063
2,4,1,1,3,9,0,48-02507,9,5209
2,6,1,1,3,7,0,48-02510,9,7436
2,3,1,1,5,5,0,48-02102,N,619
1,4,1,1,6,3,1,48-02101,2,727
1,1,1,1,7,4,0,48-02101,2,2035
1,N,1,2,4,4,0,48-02510,N,5153
1,6,1,2,1,7,0,48-02515,N,7425
1,2,1,1,9,7,0,48-02101,N,7321
1,1,1,1,4,8,0,48-02516,9,3500
1,1,1,1,9,7,1,48-02507,N,5066
1,1,1,1,N,7,0,48-02101,9,7361
1,6,1,1,N,12,0,48-02516,11,5624
2,4,1,1,7,1,0,48-02510,10,956
2,6,1,2,0,3,1,48-02510,N,5390
2,1,1,1,3,7,0,48-02507,N,6262
2,1,1,1,7,7,0,48-02102,8,4181
2,N,2,1,N,2,0,48-02102,N,8660
2,1,1,1,3,5,0,48-02102,9,5482
2,1,1,1,1,7,1,48-02101,14,1784
1,1,1,2,6,3,1,48-02510,6,5771
1,6,1,1,0,4,0,48-02101,N,3539
2,1,1,1,N,5,0,48-02101,N,776
1,1,1,1,3,6,1,48-02101,9,8850
2,1,1,1,8,8,0,48-02515,11,1665
1,1,1,1,6,5,0,48-02515,2,6565
1,1,1,1,6,6,0,48-02101,8,660
1,4,1,1,9,1,0,48-02102,11,3665
2,6,1,1,0,5,0,48-02510,9,3021
2,1,1,2,N,10,0,48-02101,11,4393
2,6,1,1,1,4,1,48-02101,5,5730
1,4,1,1,9,5,0,48-02101,9,5664
1,1,1,1,8,4,0,48-02507,9,5012
1,1,1,1,8,3,0,48-02507,N,6624
2,1,1,1,N,7,0,48-02507,14,3984
2,1,1,1,4,7,0,48-02516,14,2965
2,1,1,1,6,7,0,48-02515,11,785
1,1,1,1,7,9,0,48-02507,14,2036
2,N,1,1,1,9,0,48-02101,9,8790
2,1,1,1,1,1,0,48-02510,N,1766
2,1,1,2,4,7,0,48-02101,9,7066
2,1,1,1,5,3,0,48-02516,9,5352
1,1,1,2,3,7,0,48-02101,6,7562
1,1,1,1,8,9,0,48-02101,14,4232
1,6,1,1,5,4,0,48-02507,N,5535
1,4,1,1,8,5,0,48-02102,N,5684
1,1,1,1,9,10,0,48-02515,14,1841
2,1,1,1,5,9,0,48-02515,11,3450
1,6,1,1,8,9,0,48-02515,9,1936
2,1,1,1,9,7,0,48-02507,N,3214
2,1,1,1,4,2,1,48-02516,N,1792
1,1,1,1,8,9,0,48-02102,5,2824
2,1,2,1,1,5,0,48-02507,6,2046
2,1,1,1,4,5,0,48-02510,10,5636
1,N,1,2,N,3,0,48-02516,N,8568
1,6,1,2,0,3,0,48-02515,9,584
2,1,1,1,3,5,0,48-02507,N,3109
1,2,1,2,N,2,1,48-02101,14,2079
1,1,1,1,5,8,0,48-02510,4,7211
1,1,1,1,6,4,0,48-02101,6,7700
2,4,1,1,9,9,0,48-02102,10,5333
2,1,1,1,1,4,1,48-02102,10,5431
1,1,1,2,N,4,0,48-02101,10,7618
2,3,1,1,5,6,0,48-02507,9,6304
2,3,1,2,8,8,0,48-02516,15,539
2,1,1,2,6,7,0,48-02101,15,4384
2,1,1,1,8,10,0,48-02101,10,1784
2,1,1,1,5,9,0,48-02101,8,5501
2,N,2,1,N,3,0,48-02516,9,7189
1,N,1,1,N,9,1,48-02101,N,8517
1,1,1,1,4,5,0,48-02102,6,1964
1,1,1,1,8,6,0,48-02507,4,3050
2,1,1,1,7,9,0,48-02510,N,1589
1,N,1,2,N,2,0,48-02101,9,8771
2,1,2,1,7,7,0,48-02516,N,4408
2,1,1,1,3,1,0,48-02102,N,6523
2,1,1,1,1,9,0,48-02101,10,6849
1,1,1,2,1,1,0,48-02510,6,5529
1,6,1,2,1,3,1,48-02515,9,6928
1,1,1,1,9,1,0,48-02102,9,4830
2,1,1,1,3,7,0,48-02102,10,1859
2,1,1,1,8,7,0,48-02515,11,3198
2,1,1,2,9,7,0,48-02101,9,5552
1,6,1,1,1,2,0,48-02515,10,3376
2,N,1,1,7,2,0,48-02515,N,8632
1,6,1,1,N,3,0,48-02101,N,7668
2,1,1,1,5,5,0,48-02507,9,2864
2,N,1,1,3,3,1,48-02515,9,7211
1,1,2,1,5,12,0,48-02102,3,1931
2,1,1,1,5,7,0,48-02101,6,7315
1,N,1,2,N,7,0,48-02510,N,8865
1,1,1,1,5,7,1,48-02101,2,3845
2,1,1,1,6,3,0,48-02516,9,5877
1,1,2,2,0,4,0,48-02510,11,1693
1,4,2,1,6,1,0,48-02507,N,4540
2,1,1,1,N,4,0,48-02516,9,7118
1,1,1,1,4,9,0,48-02510,15,2031
1,1,1,2,0,9,0,48-02510,5,837
1,6,1,1,0,4,1,48-02507,14,1479
2,1,1,1,0,7,0,48-02102,N,3248
2,1,1,1,8,4,0,48-02510,9,808
2,1,1,1,7,7,0,48-02101,9,5746
1,6,1,1,5,4,0,48-02101,8,7360
1,4,1,1,4,5,0,48-02507,3,7184
2,5,1,1,0,9,0,48-02101,6,5567
2,1,1,1,7,6,0,48-02101,N,2056
1,3,1,2,5,7,0,48-02102,9,564
2,1,1,1,3,5,0,48-02507,6,5439
1,3,1,1,1,5,0,48-02510,9,4691
1,N,1,2,N,3,0,48-02102,N,8631
2,1,1,1,1,7,0,48-02516,3,2119
1,4,1,1,6,9,0,48-02507,11,1989
1,1,1,1,1,4,0,48-02515,10,2094
2,3,1,1,6,6,0,48-02516,4,901
