PUMA,SEX,MSP,HISP,RAC1P,HOUSING_TYPE,OWN_RENT,INDP_CAT,DREM,DPHY,DEYE,DEAR,AGEP,NOC,NPF,EDU,PINCP_DECILE,DVET,POVPIP,PINCP,DENSITY
25-01000,1,2,0,1,1,1,8,1,2,2,1,84,2,4,10,9,2,501,689233.6656640001,2447.1
25-00503,2,6,0,1,1,1,11,2,2,2,2,24,0,N,9,4,N,501,20082.8494368,2872.7
25-02800,1,6,0,1,1,1,6,2,2,2,2,40,0,3,9,7,N,501,53992.759304,3683.8999999999996
25-00503,1,1,0,1,1,1,10,2,2,2,2,65,0,2,9,7,N,499,68820.10736000001,2872.7
25-01300,2,N,0,1,2,0,N,N,N,2,2,2,N,N,N,N,N,N,N,1457.2
25-00703,2,1,0,1,1,1,16,2,2,1,2,84,0,4,9,8,N,501,99261.29321599999,2195.3
25-00503,1,6,3,1,3,0,17,1,2,2,2,35,N,N,5,0,3,114,0.07246592000046803,2872.7
25-01300,1,1,0,1,1,1,6,2,2,2,1,87,0,2,5,4,N,396,20046.7644816,1457.2
25-01300,2,1,0,1,1,2,N,2,2,2,2,39,0,2,7,2,N,41,11321.5321152,1457.2
25-02800,2,N,0,1,1,1,N,2,2,2,2,13,0,2,3,N,N,443,N,3683.8999999999996
25-00703,2,3,0,1,1,1,N,2,2,2,2,84,0,N,4,0,N,0,20131.986712,2195.3
25-00503,2,1,0,1,1,1,12,2,2,2,2,70,0,2,9,7,N,501,63705.489833600004,2872.7
25-01000,1,3,0,1,1,2,14,2,1,2,2,93,0,N,8,5,N,499,5994.796896,2447.1
25-00503,2,N,0,1,1,2,N,2,2,2,2,10,1,3,3,N,N,501,N,2872.7
25-00503,1,1,0,1,1,1,3,2,2,2,2,42,4,5,9,9,N,501,220428.45567999998,2872.7
25-00703,2,1,0,1,1,1,N,2,2,2,2,74,0,4,9,7,N,501,69262.7747744,2195.3
25-02800,2,1,0,6,2,0,N,2,1,2,2,77,N,N,5,0,N,320,29948.3459344,3683.8999999999996
25-00703,1,1,0,1,1,1,16,2,2,2,2,60,0,2,5,6,N,110,79933.02753600001,2195.3
25-01000,2,1,0,1,1,1,9,2,2,2,2,46,1,5,7,4,N,501,679.50909968,2447.1
25-00703,2,6,0,1,1,1,14,2,2,2,2,18,2,5,4,1,N,0,0.027119200000015553,2195.3
25-00503,2,1,0,1,1,1,11,2,2,2,2,57,0,4,10,3,N,501,1.309745120000116,2872.7
25-02800,2,6,0,1,1,2,9,2,2,2,2,22,0,N,9,8,N,501,92974.690384,3683.8999999999996
25-00703,2,N,0,1,2,0,N,N,N,2,2,1,N,N,N,N,N,N,N,2195.3
25-01000,2,N,2,8,3,0,N,2,2,2,2,9,N,N,3,N,N,39,N,2447.1
25-00703,1,1,0,1,1,1,9,2,2,1,2,42,0,3,9,8,N,501,122772.26903200001,2195.3
25-00703,1,6,0,1,1,2,4,2,2,2,2,33,0,2,9,5,N,501,47811.035227199995,2195.3
25-00703,2,1,0,1,1,1,13,2,1,2,2,74,0,2,10,7,N,501,10679.281272,2195.3
25-01300,1,1,0,1,1,2,11,2,2,2,2,46,1,3,10,7,N,501,116667.3908256,1457.2
25-00703,2,6,0,1,3,0,6,1,2,2,2,22,N,N,7,1,N,468,1664.3035487999996,2195.3
25-01300,1,1,4,1,1,1,9,2,2,2,2,29,1,4,5,9,N,501,421022.29552,1457.2
25-01300,1,1,0,1,1,1,11,2,2,2,2,40,2,4,9,4,N,501,31131.187540799998,1457.2
25-01300,2,N,0,1,1,1,N,2,2,2,2,11,4,6,1,N,N,207,N,1457.2
25-01300,2,N,0,1,1,1,N,N,N,2,2,1,4,6,N,N,N,501,N,1457.2
25-00703,1,1,0,1,1,1,3,2,2,2,2,49,2,4,5,7,N,501,79583.18499200001,2195.3
25-00703,1,N,0,1,1,1,N,2,2,2,2,11,2,4,3,N,N,501,N,2195.3
25-02800,2,1,0,1,1,1,N,2,2,2,2,61,0,2,7,1,N,501,29948.1010352,3683.8999999999996
25-00703,2,N,0,1,1,2,N,2,2,2,2,5,1,2,5,N,N,501,N,2195.3
25-00703,2,4,0,1,1,1,12,2,2,2,2,52,4,6,6,5,N,281,80243.430544,2195.3
25-00703,1,4,0,1,1,2,N,2,1,2,2,43,0,N,9,7,N,452,67845.5108096,2195.3
25-00503,2,1,0,6,1,1,12,2,2,2,2,55,1,3,10,7,N,501,2077.5494191999996,2872.7
25-02800,1,6,0,1,1,1,3,2,2,2,2,48,2,4,7,6,N,501,154767.68344,3683.8999999999996
25-02800,2,1,0,1,1,1,N,2,2,2,2,55,1,3,5,0,N,501,18962.6576208,3683.8999999999996
25-00503,1,1,0,1,1,2,11,2,2,2,2,74,0,N,9,3,N,152,10788.792927999999,2872.7
25-02800,1,N,0,6,2,0,N,2,1,2,2,8,N,N,N,N,N,501,N,3683.8999999999996
25-01300,2,1,0,1,1,1,N,2,2,2,2,41,2,4,4,0,N,230,2885.44281504,1457.2
25-00703,1,6,0,1,1,2,14,2,2,2,2,33,0,N,12,8,N,501,98603.590848,2195.3
25-00503,1,3,0,6,1,1,10,2,2,2,2,68,0,4,9,9,N,501,204923.10688,2872.7
25-00703,1,6,0,1,1,2,15,2,2,2,2,28,0,N,9,2,N,233,17210.9138272,2195.3
25-00703,1,1,0,1,1,1,5,2,2,2,2,45,0,2,10,9,N,501,82242.10404800001,2195.3
25-00703,2,1,0,1,1,1,11,2,2,2,2,68,0,2,10,7,N,501,45496.8979136,2195.3
25-02800,1,1,0,1,1,1,4,2,2,2,2,44,0,2,7,7,N,501,69214.9440768,3683.8999999999996
25-00503,1,1,0,6,1,1,11,2,2,2,2,64,0,3,8,9,N,501,137292.349328,2872.7
25-01300,1,1,0,1,1,1,18,2,2,2,2,29,0,2,7,7,N,501,40074.1393328,1457.2
25-00503,2,N,0,6,1,1,N,2,2,2,2,10,3,5,9,N,N,501,N,2872.7
25-01000,2,5,0,1,1,2,N,2,2,2,2,66,0,N,5,3,N,328,0.14929967999978544,2447.1
25-01000,2,1,0,1,1,1,17,2,2,2,2,36,2,3,7,8,N,501,100351.2076864,2447.1
25-02800,2,6,0,1,1,2,6,1,2,2,2,35,0,N,9,2,N,266,0.31938351999997394,3683.8999999999996
25-01000,1,6,0,1,1,2,15,2,2,2,2,61,2,N,7,7,N,0,30058.1132544,2447.1
25-01300,2,1,0,1,1,1,11,2,2,2,2,60,0,2,8,4,N,501,6007.5007055999995,1457.2
25-02800,1,6,0,1,1,1,N,2,2,2,2,15,0,2,5,2,N,501,5994.8762864,3683.8999999999996
25-01000,2,4,0,9,1,2,11,2,2,2,2,41,0,2,10,5,4,483,68056.4066976,2447.1
25-00503,2,1,4,6,1,1,N,2,2,2,2,68,2,4,4,0,N,501,1699.90220416,2872.7
25-00503,2,6,0,6,1,2,9,2,2,2,2,16,2,4,1,0,N,285,51615.782470399994,2872.7
25-00703,2,4,0,1,1,1,9,2,2,2,2,52,0,N,8,8,N,501,120243.6969024,2195.3
25-00503,2,3,0,1,1,1,N,2,2,2,2,80,0,N,9,7,N,501,59253.0985824,2872.7
25-00503,2,6,0,1,1,1,N,2,2,2,2,52,1,3,5,0,N,501,-0.6007377599999018,2872.7
25-01000,2,1,0,1,1,1,N,2,2,2,2,61,2,4,7,0,N,501,0.2523726399995212,2447.1
25-02800,1,1,0,1,1,2,N,2,2,2,2,66,0,2,3,7,N,463,78334.596024,3683.8999999999996
25-01300,1,3,0,1,2,0,3,1,1,2,1,78,N,N,3,2,N,18,6026.5476736,1457.2
25-00703,1,1,0,1,1,1,4,2,2,2,2,39,0,2,9,7,N,501,80410.984656,2195.3
25-02800,2,3,0,1,1,1,N,2,1,2,2,72,0,5,5,4,N,501,0.2523726399995212,3683.8999999999996
25-00703,2,6,0,1,1,2,N,2,2,2,2,15,0,2,5,2,N,339,11330.924403199999,2195.3
25-00503,2,N,0,1,1,2,N,N,N,2,2,4,1,3,2,N,N,N,N,2872.7
25-01000,2,6,0,1,1,1,10,2,2,2,2,25,0,3,9,3,N,247,10755.066809599999,2447.1
25-00503,2,N,0,1,1,1,N,2,2,2,2,13,2,4,2,N,N,501,N,2872.7
25-00503,2,1,0,1,1,2,N,2,2,2,2,66,0,2,9,3,N,380,36988.012460800004,2872.7
25-00703,1,N,0,1,1,1,N,N,N,2,2,0,0,4,N,N,N,501,N,2195.3
25-01000,2,4,0,1,1,1,11,2,2,2,2,52,0,N,10,7,N,501,63727.859088,2447.1
25-01300,1,1,0,1,1,1,6,2,2,2,2,52,0,2,10,8,N,501,89726.977136,1457.2
25-02800,1,1,0,1,1,2,14,2,2,2,2,55,2,4,5,4,N,137,69155.6825072,3683.8999999999996
25-00703,2,4,0,1,1,2,8,2,2,2,2,53,1,3,7,1,N,236,11814.097068799998,2195.3
25-00703,1,4,0,1,1,2,16,2,2,2,2,60,0,N,6,6,N,420,40089.031088,2195.3
25-00503,1,6,0,2,1,2,8,2,2,2,2,24,1,3,11,7,N,501,78463.7292192,2872.7
25-02800,1,6,0,1,1,2,12,2,2,2,2,26,0,N,7,7,N,385,65618.164696,3683.8999999999996
25-02800,2,1,0,1,1,1,12,2,2,2,2,66,0,4,11,8,N,501,84705.359408,3683.8999999999996
25-02800,1,1,0,1,1,1,9,2,2,2,2,58,0,2,9,7,N,501,50004.5246992,3683.8999999999996
25-00703,1,1,0,1,1,1,6,2,2,2,2,43,1,3,10,4,N,271,0.31844160000036936,2195.3
25-00703,1,6,0,1,1,2,N,2,2,2,2,37,0,4,7,2,N,474,12530.115049599997,2195.3
25-01300,2,3,0,1,1,1,N,2,2,2,2,72,0,3,5,3,N,427,10976.9421208,1457.2
25-00503,1,1,0,1,1,1,10,2,2,2,2,65,0,4,9,9,N,501,417636.860112,2872.7
25-01300,2,6,0,2,1,1,9,2,2,2,2,34,0,6,4,5,N,330,78483.089712,1457.2
25-00503,1,1,0,1,1,1,12,2,2,2,2,56,2,6,12,5,N,501,424027.518192,2872.7
25-01000,1,6,0,3,3,0,0,1,1,1,1,82,N,N,7,0,2,24,5017.941083199999,2447.1
25-01300,2,1,0,2,1,1,15,2,2,2,2,30,2,5,4,0,N,183,32675.209716800004,1457.2
25-00503,1,6,0,1,1,1,14,2,2,2,2,26,0,2,7,3,N,473,19740.4561344,2872.7
25-00503,1,6,0,1,1,1,6,2,2,2,2,49,0,3,9,9,N,501,175702.043824,2872.7
25-02800,1,1,0,1,1,1,10,2,2,2,2,35,0,2,10,9,N,501,56315.291816,3683.8999999999996
25-00703,1,1,0,1,1,1,3,2,2,2,2,49,0,2,9,6,N,428,78503.3652128,2195.3
25-00703,2,4,0,1,1,2,6,2,1,2,2,83,0,N,4,5,N,56,36619.2319424,2195.3
25-00703,2,1,0,1,1,1,11,2,2,2,2,87,2,4,10,9,N,501,149559.444448,2195.3
25-00703,2,1,0,1,1,1,14,2,2,2,2,71,0,2,8,5,N,501,48640.54784,2195.3
25-02800,1,1,0,1,1,1,7,1,2,2,2,58,0,2,3,7,4,428,39772.889096,3683.8999999999996
25-01000,1,N,0,1,1,1,N,2,2,2,2,14,4,6,1,N,N,501,N,2447.1
25-00703,2,1,0,1,1,1,4,2,2,2,2,61,0,2,9,5,N,501,59270.4729696,2195.3
25-00703,1,6,0,1,3,0,15,2,2,2,2,25,N,N,5,2,N,91,11516.237744,2195.3
25-01000,1,3,2,1,1,1,7,2,2,2,2,57,0,5,11,8,N,501,99720.640688,2447.1
25-02800,2,1,0,1,1,1,N,2,2,2,2,70,0,3,7,3,N,73,29977.552182399995,3683.8999999999996
25-00703,2,1,0,6,1,1,12,2,2,2,2,57,1,3,7,5,N,273,67842.824992,2195.3
25-00703,2,6,0,1,1,1,6,2,2,2,2,24,1,3,5,4,N,501,19098.423278399998,2195.3
25-00703,2,N,0,1,1,1,N,1,2,2,2,7,2,4,2,N,N,501,N,2195.3
25-01300,1,1,0,1,1,1,10,2,2,2,2,61,1,3,10,7,N,501,78434.77594400001,1457.2
25-00703,2,1,0,9,1,1,6,2,2,2,2,89,1,3,10,4,N,327,29923.498084799998,2195.3
25-00703,2,6,0,1,1,1,11,2,2,2,2,27,0,2,10,6,N,501,59834.029088,2195.3
25-01300,1,6,0,1,1,2,10,2,2,2,2,25,0,N,10,7,N,369,39492.7863088,1457.2
25-00703,1,4,0,1,1,2,9,2,2,2,2,50,3,6,1,6,N,120,47858.41784,2195.3
25-01300,1,N,0,1,1,1,N,2,2,2,2,14,3,5,3,N,N,444,N,1457.2
25-00503,1,1,0,1,1,1,12,2,2,2,2,56,2,4,5,9,N,501,246148.1868,2872.7
25-00703,1,1,0,1,1,1,6,2,2,2,2,75,0,2,11,9,N,501,69155.6771248,2195.3
25-01000,1,1,0,1,1,1,N,2,2,2,2,66,0,3,4,3,N,445,24318.294982400002,2447.1
25-01300,2,1,0,1,1,1,12,2,2,2,2,36,2,4,9,9,N,501,95747.823968,1457.2
25-01000,2,6,0,1,1,1,12,2,2,2,2,17,3,5,4,0,N,501,15719.3794704,2447.1
25-01300,2,1,0,1,1,1,10,2,2,2,2,29,0,3,9,7,N,501,81184.502816,1457.2
25-00503,2,1,0,6,1,2,8,2,2,2,2,61,2,6,4,0,N,137,19960.241056,2872.7
25-00703,2,1,0,1,1,1,10,2,2,2,2,56,0,3,9,5,N,501,69969.8391328,2195.3
25-01300,2,6,0,2,2,0,13,1,1,2,2,42,N,N,9,0,N,375,20264.696512,1457.2
25-02800,2,1,0,1,1,1,12,2,2,2,2,69,0,2,7,6,N,501,47014.38351200001,3683.8999999999996
25-00703,2,6,0,6,3,0,10,2,2,2,2,23,N,N,7,2,N,382,18538.7667088,2195.3
25-01000,1,N,0,1,1,1,N,2,2,2,2,10,2,4,5,N,N,501,N,2447.1
25-01000,1,6,0,1,1,1,4,2,2,2,2,16,0,4,4,0,N,501,24967.8524336,2447.1
25-02800,1,6,0,1,1,1,9,2,2,2,2,22,0,N,7,7,N,501,54307.945920000006,3683.8999999999996
25-00703,2,3,0,1,1,2,N,2,1,2,2,70,0,N,5,4,N,38,24635.494616,2195.3
25-00503,1,1,0,1,1,2,11,2,2,2,2,37,0,2,10,7,N,501,50006.4690912,2872.7
25-01000,2,1,0,1,1,1,10,2,2,2,2,63,0,2,10,8,N,501,94686.132112,2447.1
25-00703,2,1,0,1,1,1,9,2,2,2,2,58,0,2,7,3,N,402,1690.0401671999998,2195.3
25-02800,1,1,0,1,1,1,4,2,2,2,2,58,1,4,9,5,N,501,101966.1053056,3683.8999999999996
25-01300,1,1,0,1,1,1,N,2,1,2,2,78,0,2,5,1,N,501,29917.826380799997,1457.2
25-00503,1,1,0,1,1,1,9,2,2,2,2,44,2,4,10,7,N,501,7049.6880896,2872.7
25-00703,1,N,0,1,1,1,N,2,2,2,2,9,3,4,3,N,N,60,N,2195.3
25-01300,2,6,0,1,1,1,4,2,2,2,2,65,0,N,7,7,N,501,54010.2534496,1457.2
25-01300,2,1,0,1,1,1,N,2,2,2,2,60,0,2,10,0,N,501,27129.330081599997,1457.2
25-01000,2,4,0,1,1,2,10,2,2,2,2,52,0,N,12,7,N,501,69183.08296,2447.1
25-00703,2,4,0,1,1,1,11,2,2,2,2,64,0,N,9,9,N,501,3448.376728,2195.3
25-01300,1,N,0,6,1,1,N,2,2,2,2,11,0,3,2,N,N,501,N,1457.2
25-01300,1,1,0,1,1,1,12,2,2,2,2,73,0,3,10,7,N,501,81539.45864,1457.2
25-00703,1,1,0,1,1,1,10,2,2,2,2,33,1,3,11,9,N,501,201394.714928,2195.3
25-01000,1,N,0,9,1,1,N,2,2,2,2,8,4,6,3,N,N,393,N,2447.1
25-00703,1,1,0,1,1,2,12,2,2,2,2,44,3,4,9,7,N,501,82071.44159999999,2195.3
25-00703,2,N,0,1,1,1,N,2,2,2,2,13,2,4,3,N,N,501,N,2195.3
25-00703,2,6,0,1,3,0,14,2,2,2,2,25,N,N,9,1,N,418,12062.679176000001,2195.3
25-01300,1,6,0,1,1,1,N,2,2,2,2,24,0,3,9,7,N,501,54022.5401232,1457.2
25-00703,1,5,0,1,1,1,15,2,2,2,2,42,1,7,10,6,N,366,39946.8455728,2195.3
25-01000,1,6,0,1,1,1,16,2,2,2,2,52,2,5,9,7,N,501,80700.948,2447.1
25-00703,2,N,0,1,1,1,N,N,N,2,2,4,3,4,1,N,N,501,N,2195.3
25-00703,2,1,0,1,1,1,10,2,2,2,2,57,1,3,7,4,N,501,37793.5895408,2195.3
25-00703,1,N,0,1,1,1,N,2,2,2,2,14,1,3,3,N,N,501,N,2195.3
25-02800,2,1,0,1,1,1,10,1,2,2,2,37,2,4,8,4,N,501,12006.462699199998,3683.8999999999996
25-01000,2,6,0,1,1,1,15,2,2,2,2,23,0,N,8,2,N,189,29997.542415999997,2447.1
25-00703,1,1,0,1,1,2,10,2,2,2,2,36,2,4,10,9,N,501,89819.29875199999,2195.3
25-00703,1,1,2,1,1,1,11,2,2,2,2,48,2,4,10,6,4,493,677527.4300800001,2195.3
25-00703,1,1,4,1,1,2,14,2,2,1,2,65,0,2,5,2,N,131,11536.036902400001,2195.3
25-00503,1,1,0,1,1,1,0,2,2,2,2,69,2,4,10,8,N,501,89303.584096,2872.7
25-00503,2,1,0,1,1,1,12,2,2,2,2,56,0,2,9,6,N,501,280931.664224,2872.7
25-00703,1,6,0,1,1,2,10,2,2,2,2,26,0,2,12,9,N,501,138163.18128000002,2195.3
25-00703,1,1,0,1,1,1,6,2,2,2,2,43,3,5,4,0,N,140,11425.5954368,2195.3
25-01300,1,1,0,1,1,1,3,2,2,2,2,60,0,2,9,9,N,501,130891.168656,1457.2
25-01300,1,1,0,1,1,1,13,2,1,2,2,37,0,4,12,1,N,229,18767.2105664,1457.2
25-00703,2,3,0,1,1,1,14,2,2,2,2,87,0,N,5,1,N,501,29902.4636656,2195.3
25-01300,1,1,0,1,1,1,10,2,2,2,2,49,2,4,9,9,N,501,219631.18767999997,1457.2
25-01000,2,1,0,1,1,1,6,2,2,2,2,25,2,3,3,2,N,272,0.475876800000151,2447.1
25-00703,1,1,0,1,1,1,N,2,2,2,2,62,0,2,5,2,N,501,15789.485230400001,2195.3
25-02800,2,N,0,1,1,1,N,N,N,2,2,2,2,3,N,N,N,501,N,3683.8999999999996
25-01000,1,6,0,1,1,1,16,2,2,2,2,29,1,3,9,6,N,501,66338.89227679999,2447.1
25-01300,1,N,0,6,1,1,N,2,2,2,2,5,2,4,2,N,N,194,N,1457.2
25-01000,1,1,0,1,1,1,11,2,2,2,1,58,2,4,8,8,N,501,24130.890579199997,2447.1
25-00703,2,2,0,1,1,2,13,1,1,2,2,77,0,N,9,4,N,18,24262.1108,2195.3
25-00703,1,6,0,1,1,1,18,2,2,2,2,21,3,4,7,3,N,271,28355.384286400003,2195.3
25-00703,2,1,4,8,1,1,14,2,2,1,2,41,2,4,5,0,N,137,12059.0756592,2195.3
25-02800,1,N,0,1,1,2,N,2,2,2,2,13,2,4,3,N,N,48,N,3683.8999999999996
25-01000,2,3,0,1,1,1,6,2,1,2,2,94,0,N,5,6,N,501,69155.188672,2447.1
25-01300,1,4,4,1,3,0,2,1,2,2,2,45,N,N,7,2,N,2,30013.5187248,1457.2
25-01000,2,1,0,1,1,1,N,2,2,2,2,90,0,2,5,6,N,501,63571.20433600001,2447.1
25-00703,1,4,0,1,1,1,0,2,2,2,2,70,0,2,4,3,N,501,3447.1352774399993,2195.3
25-02800,2,1,0,1,1,1,12,2,2,2,2,57,1,2,11,9,N,501,143427.155024,3683.8999999999996
25-01300,2,1,0,1,1,1,N,2,2,2,2,66,0,2,7,2,N,501,160.9486342399996,1457.2
25-00703,2,N,0,1,1,1,N,2,2,2,2,13,0,2,3,N,N,501,N,2195.3
25-00703,1,6,0,1,1,1,14,2,2,2,2,21,0,N,9,1,N,501,78480.4873216,2195.3
25-01000,1,1,0,1,1,2,4,2,2,2,2,68,0,2,7,5,N,501,6033.462711999999,2447.1
25-00703,1,6,0,1,1,1,14,2,2,2,2,35,1,4,4,0,N,501,19409.345688,2195.3
25-00703,1,1,0,1,1,1,10,2,2,2,2,72,0,3,9,6,N,501,41311.6876528,2195.3
25-01000,2,1,0,1,1,1,12,2,2,2,2,67,0,2,7,5,N,501,6032.742816,2447.1
25-00703,1,1,0,1,1,1,10,2,2,2,1,80,0,3,9,9,N,501,169677.95409600003,2195.3
25-02800,2,2,0,1,1,1,7,2,2,2,2,57,0,5,5,4,N,501,29895.1288,3683.8999999999996
25-01000,1,N,0,1,1,1,N,N,N,2,2,4,2,4,1,N,N,501,N,2447.1
25-00503,1,6,4,1,3,0,16,2,2,2,2,21,N,N,5,3,N,49,19967.5059504,2872.7
25-00703,1,6,0,1,1,2,12,2,2,2,2,36,2,4,5,5,N,456,7061.1633664,2195.3
25-01300,2,6,0,1,1,2,6,2,2,2,2,20,0,2,7,4,N,340,1709.62564432,1457.2
25-00703,1,6,0,2,1,2,12,2,1,2,2,26,0,2,7,3,N,273,21855.881967999998,2195.3
25-00703,2,N,0,1,3,0,N,2,2,2,2,6,N,N,5,N,N,180,N,2195.3
25-01000,2,3,0,1,1,1,4,2,2,2,2,16,0,4,5,0,N,271,24311.8939632,2447.1
25-00503,2,4,0,1,1,1,6,2,2,2,2,57,0,6,5,4,N,375,6132.295686399999,2872.7
25-01300,2,6,0,1,1,1,N,2,2,2,2,59,0,3,9,0,N,496,-0.6039671999997154,1457.2
25-00703,2,1,0,1,1,1,4,2,2,2,2,59,0,2,5,5,N,501,79803.136768,2195.3
25-01300,2,1,0,1,1,1,11,2,2,2,2,57,0,5,10,6,N,501,50680.7640528,1457.2
25-00503,1,1,0,1,1,2,13,2,2,2,2,39,2,4,10,9,N,501,341011.26443200005,2872.7
25-01000,2,6,1,1,1,2,12,2,2,2,2,39,0,4,11,7,N,501,52044.973700799994,2447.1
25-01000,1,6,0,1,1,1,14,2,2,2,2,57,0,5,4,6,N,501,34648.8523696,2447.1
25-00503,2,1,0,1,1,1,16,2,2,2,2,31,0,2,10,6,N,419,78508.1420928,2872.7
25-01300,2,6,0,2,1,2,10,2,2,2,2,31,1,7,9,5,N,501,47020.943311999996,1457.2
25-01000,1,6,0,1,1,1,16,2,2,2,2,69,2,5,10,6,N,501,76578.5193984,2447.1
25-00503,1,6,0,1,1,2,1,1,2,2,2,25,0,N,5,1,N,346,971.7810896000001,2872.7
25-02800,2,1,0,1,1,1,12,2,2,2,2,45,0,2,9,2,N,501,38692.782704000005,3683.8999999999996
25-00503,2,1,0,6,1,2,12,2,2,2,2,34,2,4,10,8,N,501,123985.40144,2872.7
25-00703,1,1,0,1,1,1,6,2,2,2,2,59,0,2,7,8,N,501,101016.601504,2195.3
25-00503,2,4,0,1,1,1,12,2,2,2,2,73,0,6,12,4,N,192,0.34696832000008726,2872.7
25-01300,2,1,0,1,1,1,9,2,2,2,2,42,2,3,9,7,N,501,69159.3775248,1457.2
25-01300,2,3,0,1,1,1,8,2,2,2,2,78,0,6,9,4,N,426,6023.1607984,1457.2
25-01000,2,1,0,1,1,1,13,2,2,2,2,37,0,2,7,6,N,414,40141.657504,2447.1
25-02800,2,3,0,1,1,2,10,2,2,2,2,28,0,2,5,5,N,501,69156.70516320001,3683.8999999999996
25-02800,2,6,0,1,1,1,N,2,2,2,2,79,0,3,6,3,N,218,30013.3962752,3683.8999999999996
25-00703,2,3,0,1,1,2,16,2,1,2,2,78,0,N,9,6,N,420,42014.3048032,2195.3
25-00703,1,1,0,1,1,1,9,2,2,2,2,54,2,4,10,9,N,501,152371.734992,2195.3
25-01000,2,1,0,1,1,1,11,2,2,2,2,72,0,4,6,5,N,414,54685.467456000006,2447.1
25-01300,2,6,0,1,1,1,14,2,2,2,2,17,2,4,4,1,N,218,30022.516752000003,1457.2
25-02800,1,1,0,2,1,1,9,2,2,2,2,43,4,7,10,9,N,272,180497.69494400002,3683.8999999999996
25-02800,2,N,0,1,1,1,N,2,2,2,2,11,2,4,3,N,N,161,N,3683.8999999999996
25-01000,1,1,0,1,1,1,17,1,1,1,1,77,0,8,9,8,5,483,86899.34675200001,2447.1
25-00503,2,N,0,1,3,0,N,N,N,2,2,10,N,N,1,N,N,N,N,2872.7
25-00703,2,6,0,1,1,1,14,2,2,2,2,27,0,4,9,0,N,38,49625.560679999995,2195.3
25-01300,2,3,0,1,2,0,4,2,2,2,2,67,N,N,5,1,N,71,-0.6011414399999921,1457.2
25-00503,1,6,0,1,1,1,11,2,2,2,2,21,4,6,7,2,N,501,11562.6905472,2872.7
25-01000,1,1,0,1,1,1,10,2,2,2,2,55,0,2,10,9,N,501,159597.78192,2447.1
25-00703,1,1,0,1,1,1,4,2,2,2,2,61,0,2,7,8,N,501,89797.863344,2195.3
25-00503,2,6,0,1,1,1,14,2,2,2,2,79,0,N,9,8,N,501,91532.025528,2872.7
25-00503,2,1,0,6,1,1,11,2,2,2,2,41,1,4,10,7,N,501,62642.2195888,2872.7
25-01000,1,1,0,1,1,1,10,2,2,2,2,50,4,6,9,1,N,425,-0.26124287999937224,2447.1
25-00503,2,1,0,6,1,1,6,2,2,2,2,89,0,2,5,2,N,8,0.33095568000044295,2872.7
25-02800,2,6,0,1,1,2,15,2,2,2,2,22,0,3,7,3,N,501,19847.5107248,3683.8999999999996
25-01300,2,6,2,8,3,0,17,2,2,2,2,22,N,N,7,1,N,35,-0.13556384000003163,1457.2
25-01300,2,6,0,6,1,1,10,2,2,2,2,31,0,3,9,3,N,501,14723.487454400001,1457.2
25-01000,2,1,0,1,1,2,N,2,2,2,1,75,0,2,11,2,N,231,8841.505196799999,2447.1
25-01300,2,1,0,1,1,1,12,2,2,2,2,54,0,3,10,8,N,501,96040.06137600001,1457.2
25-00703,2,1,0,1,1,1,11,2,2,2,2,64,0,2,9,7,N,501,41552.3899264,2195.3
25-00703,2,4,0,1,1,1,15,2,2,2,2,53,1,7,5,4,N,366,7057.8471352,2195.3
25-01300,1,4,0,1,1,1,10,2,2,2,2,52,0,3,9,9,N,501,42332.469232,1457.2
25-00703,1,N,0,1,1,1,N,2,2,2,2,11,2,3,3,N,N,501,N,2195.3
25-00703,2,1,0,1,1,1,14,2,2,2,2,83,2,4,8,1,N,501,-0.7566927999996551,2195.3
25-00703,1,6,0,1,3,0,11,2,2,2,2,20,N,N,7,2,N,469,2311.1334688000006,2195.3
25-02800,2,4,0,1,1,1,10,2,2,2,2,63,0,3,8,8,N,501,129249.98070400002,3683.8999999999996
25-01300,2,N,0,6,1,2,N,1,2,2,2,11,2,4,3,N,N,29,N,1457.2
25-01000,2,6,0,1,2,0,9,2,2,2,2,22,N,N,9,0,N,154,-0.6032943999998679,2447.1
25-00503,2,6,3,5,3,0,14,2,2,1,2,20,N,N,3,0,6,106,680.7331920000006,2872.7
25-00703,2,6,0,1,1,1,13,2,2,2,2,32,0,4,9,7,N,501,79806.352752,2195.3
25-00703,1,1,0,6,1,2,3,2,2,2,2,56,0,6,6,6,N,421,41933.570148800005,2195.3
25-00703,1,4,0,1,1,1,10,2,2,2,2,60,0,2,9,7,N,501,70001.5495424,2195.3
25-02800,2,1,0,1,1,1,10,2,2,2,2,42,0,2,9,3,N,501,78533.72464,3683.8999999999996
25-00703,2,6,0,1,1,1,N,2,2,2,2,15,2,4,4,0,N,0,0.39554448000035336,2195.3
25-01000,2,1,0,1,1,1,9,2,2,2,2,64,0,2,9,8,N,501,100093.587184,2447.1
25-02800,1,1,0,1,1,1,9,2,2,2,2,35,0,3,7,7,N,501,42856.20366399999,3683.8999999999996
25-00703,2,N,1,1,2,0,N,N,N,2,2,0,N,N,N,N,N,N,N,2195.3
25-01300,2,6,0,1,1,1,12,2,2,2,2,24,0,3,9,7,N,501,69160.5899104,1457.2
25-00703,1,6,0,8,1,1,4,2,2,2,2,40,0,N,5,4,N,135,8747.877003200001,2195.3
