PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR
28-01100,31,2,6,0,1,1,2,1,1,2674.3,11,9,7820.0,2,44,N,2,2,2,2
17-03529,55,2,6,0,2,0,4,1,1,15097.5,7,12,1700.0,1,221,N,1,1,2,2
30-00600,62,1,6,0,1,N,N,3,0,16.3,N,5,20900.0,4,159,N,1,1,2,2
19-01700,22,1,6,0,1,0,N,1,2,3572.3,6,7,16000.0,3,121,N,2,2,2,2
06-08507,37,1,6,0,6,0,2,1,1,3305.1,5,12,106000.0,8,501,N,2,2,2,2
17-03531,67,2,3,0,2,0,2,1,1,11171.6,12,5,34200.0,5,501,N,2,1,2,2
40-00200,57,1,6,0,3,0,3,1,1,90.7,N,5,12700.0,3,96,2,1,1,1,2
38-00100,82,2,1,0,1,0,2,1,1,73.0,N,6,14820.0,3,276,N,2,2,2,2
26-02702,19,1,6,0,1,N,N,3,0,4817.2,10,7,29750.0,5,N,N,2,2,2,2
36-03710,63,2,6,4,8,0,3,1,2,52864.7,N,5,0.0,0,88,N,2,1,2,2
29-01901,24,1,6,0,1,0,N,1,2,5434.8,10,9,75000.0,8,501,N,2,2,2,2
13-04600,65,1,6,0,2,N,N,2,0,3670.4,10,6,7200.0,2,N,N,2,2,2,2
17-03529,24,1,6,0,1,0,N,1,2,15097.5,11,10,34450.0,5,262,N,2,2,2,2
32-00405,6,2,N,1,1,4,5,1,2,7990.5,N,2,N,N,114,N,2,2,2,2
19-01700,18,2,6,0,1,N,N,3,0,3572.3,14,7,5700.0,1,N,N,2,2,2,2
06-08507,57,1,1,0,1,0,2,1,1,3305.1,3,9,671000.0,9,501,N,2,2,2,2
51-01301,30,2,1,0,9,0,2,1,2,11162.8,4,11,160000.0,9,501,N,2,2,2,2
30-00600,53,1,4,0,1,0,N,1,1,16.3,3,7,12000.0,2,91,N,2,2,2,2
24-01004,71,2,3,0,1,0,N,1,1,4187.9,15,5,38000.0,5,310,N,2,2,2,2
40-00200,16,2,6,0,1,3,5,1,2,90.7,12,4,26800.0,5,501,N,2,2,2,2
08-00803,17,2,6,0,1,1,2,1,1,3393.2,N,4,0.0,0,501,N,2,2,2,2
51-51255,40,2,4,0,2,0,N,1,2,11224.3,16,10,134000.0,9,501,N,2,2,2,2
24-01004,23,1,6,0,1,0,N,1,2,4187.9,10,9,15000.0,3,114,N,2,2,2,2
36-04010,9,2,N,0,2,1,2,1,2,50441.6,N,3,N,N,294,N,2,2,2,2
40-00200,29,2,6,0,3,0,4,1,1,90.7,11,7,16200.0,4,90,N,2,2,2,2
51-01301,12,2,N,4,1,2,4,1,1,11162.8,N,3,N,N,162,N,2,2,2,2
51-01301,5,2,N,0,2,3,5,1,1,11162.8,N,2,N,N,501,N,2,2,2,2
06-08507,56,2,1,0,1,0,2,1,1,3305.1,9,10,440000.0,9,501,N,2,2,2,2
40-00200,29,2,1,0,1,0,7,1,1,90.7,14,5,12000.0,3,160,N,2,2,2,2
24-01004,52,2,1,4,1,1,3,1,1,4187.9,11,10,22000.0,3,501,N,2,2,2,2
36-03710,12,2,N,0,2,1,2,1,2,52864.7,N,3,N,N,83,N,2,2,2,2
06-08507,10,2,N,0,1,2,4,1,1,3305.1,N,3,N,N,501,N,2,2,2,2
06-07502,53,2,4,0,6,0,N,1,2,33632.6,9,3,40000.0,6,301,N,2,2,2,2
29-01901,50,2,5,0,2,0,N,1,1,5434.8,14,5,34000.0,6,259,N,1,1,1,1
36-04010,9,2,N,0,2,2,3,1,2,50441.6,N,3,N,N,58,N,2,2,2,2
26-02702,20,1,6,0,1,0,N,1,2,4817.2,9,7,10000.0,2,75,N,2,2,2,2
17-03529,48,1,6,0,2,0,2,1,2,15097.5,10,7,0.0,0,57,N,2,2,2,2
38-00100,39,1,1,0,1,3,5,1,1,73.0,4,5,60140.0,7,365,N,2,2,2,2
30-00600,66,2,1,0,1,0,2,1,1,16.3,N,7,14300.0,3,417,N,2,2,2,1
36-04010,69,2,3,0,2,0,N,1,1,50441.6,12,4,27400.0,4,227,N,2,2,2,2
36-04010,17,2,6,0,2,2,8,1,2,50441.6,6,4,600.0,1,501,N,2,2,2,2
17-03529,40,2,1,0,1,3,5,1,1,15097.5,11,11,54000.0,7,501,N,2,2,2,2
17-03531,48,2,6,0,2,0,N,1,2,11171.6,18,7,0.0,0,0,N,2,2,2,2
24-01004,12,2,N,0,1,2,4,1,1,4187.9,N,3,N,N,501,N,2,2,2,2
28-01100,24,2,6,0,1,2,3,1,2,2674.3,12,5,5000.0,2,24,N,2,2,2,2
30-00600,67,1,4,0,1,0,N,1,1,16.3,0,7,85600.0,9,501,N,2,2,2,1
17-03529,49,1,6,0,2,0,N,1,1,15097.5,8,9,75000.0,8,501,N,2,2,2,2
06-07502,28,1,1,0,1,0,2,1,1,33632.6,9,9,130000.0,9,501,N,2,2,2,2
08-00803,39,1,1,0,1,2,4,1,1,3393.2,10,9,130000.0,9,501,N,2,2,2,2
24-01004,22,2,6,0,1,2,6,1,1,4187.9,11,8,5000.0,1,169,N,2,2,2,2
17-03529,20,2,6,0,6,N,N,3,0,15097.5,N,9,0.0,0,N,N,2,2,2,2
51-51255,28,1,6,0,2,0,N,1,2,11224.3,10,7,120000.0,8,501,N,2,2,2,2
30-00600,83,2,1,0,1,0,2,1,1,16.3,14,5,8700.0,2,375,N,2,1,2,2
01-01301,9,2,N,0,2,0,4,1,2,2731.2,N,3,N,N,25,N,2,2,2,2
17-03531,67,2,4,0,2,0,N,1,1,11171.6,N,9,66800.0,7,501,N,2,2,2,2
36-03710,21,2,6,1,8,0,N,1,2,52864.7,18,8,0.0,0,0,N,2,2,2,2
32-00405,9,2,N,1,8,0,6,1,1,7990.5,N,3,N,N,352,N,2,2,2,2
51-01301,30,2,6,0,1,0,N,1,2,11162.8,14,8,30000.0,4,228,N,2,2,2,2
28-01100,26,2,6,0,2,0,N,1,2,2674.3,11,12,12000.0,3,90,N,2,2,2,2
51-01301,9,2,N,4,1,2,4,1,1,11162.8,N,3,N,N,501,N,2,2,2,2
36-04010,8,1,N,0,9,1,3,1,2,50441.6,N,3,N,N,489,N,2,2,2,2
51-01301,31,1,6,0,2,N,N,3,0,11162.8,3,7,20500.0,3,156,N,2,2,2,2
08-00803,80,2,1,0,1,0,2,1,1,3393.2,N,8,8700.0,2,485,N,2,2,2,2
26-02702,71,2,1,0,1,0,4,1,2,4817.2,N,9,196900.0,9,501,N,1,1,2,2
29-01901,5,1,N,0,2,0,5,1,1,5434.8,N,2,N,N,284,N,2,2,2,2
38-00100,26,1,2,1,8,0,4,1,2,73.0,3,7,50000.0,6,501,N,2,2,2,2
06-07502,39,1,4,0,2,N,N,3,0,33632.6,10,6,3000.0,1,22,2,2,2,2,2
30-00600,59,2,1,0,1,0,2,1,1,16.3,9,7,32000.0,5,501,N,2,2,2,2
40-00200,83,1,2,0,1,0,N,1,1,90.7,N,4,14400.0,3,119,N,2,2,2,2
13-04600,64,1,6,0,2,0,3,1,1,3670.4,N,4,10000.0,2,225,N,2,2,2,2
40-00200,20,1,6,0,3,1,3,1,1,90.7,0,5,8000.0,2,210,N,2,2,2,2
13-04600,18,1,6,0,1,N,N,3,0,3670.4,N,7,0.0,0,N,N,2,2,2,2
29-01901,74,2,4,0,2,0,2,1,1,5434.8,N,6,10100.0,2,130,N,2,2,2,2
36-04010,21,1,6,0,2,0,4,1,2,50441.6,N,5,0.0,0,435,N,2,2,2,2
51-51255,33,2,1,0,1,1,3,1,2,11224.3,10,9,92000.0,8,501,N,2,2,2,2
51-51255,71,2,3,0,1,0,N,1,1,11224.3,10,10,321000.0,9,501,N,2,2,2,1
38-00100,42,1,2,0,2,0,N,1,1,73.0,3,7,65000.0,8,494,3,2,2,2,2
19-01700,22,1,6,0,1,0,N,1,2,3572.3,0,9,10000.0,2,76,N,2,2,2,2
32-00405,38,2,4,0,1,0,N,1,1,7990.5,11,10,126000.0,9,501,N,2,2,2,2
28-01100,25,1,6,0,2,0,3,1,1,2674.3,6,9,24000.0,5,338,N,2,2,2,2
40-00200,20,1,6,0,1,N,N,3,0,90.7,N,7,0.0,0,N,N,2,2,2,2
38-00100,30,2,1,0,1,3,5,1,1,73.0,12,7,42000.0,6,329,N,2,2,2,2
51-51255,49,2,1,4,9,0,2,1,1,11224.3,9,10,216100.0,9,501,N,2,2,2,2
29-01901,76,2,1,0,1,0,2,1,1,5434.8,N,10,89700.0,9,501,N,2,2,2,2
30-00600,58,2,1,0,1,0,2,1,1,16.3,12,6,47700.0,7,501,N,2,2,2,2
06-08507,35,1,6,1,8,0,4,1,2,3305.1,7,8,25000.0,4,501,N,2,2,2,2
38-00100,6,2,N,0,3,3,5,1,1,73.0,N,3,N,N,360,N,2,2,2,2
28-01100,20,2,6,1,1,0,N,1,2,2674.3,14,7,12000.0,3,91,N,2,2,2,2
51-51255,24,2,6,0,1,0,N,1,2,11224.3,16,10,25000.0,4,189,N,2,2,2,2
24-01004,12,1,N,0,1,3,5,1,1,4187.9,N,3,N,N,501,N,2,2,2,2
29-01901,19,1,6,0,2,1,3,1,1,5434.8,4,7,16300.0,3,325,N,2,2,2,2
24-01004,14,1,N,0,2,0,4,1,1,4187.9,N,4,N,N,501,N,2,2,2,2
17-03529,0,1,N,4,1,1,3,1,1,15097.5,N,N,N,N,501,N,N,N,2,2
17-03529,10,2,N,0,9,1,3,1,1,15097.5,N,3,N,N,501,N,2,2,2,2
17-03529,56,2,5,0,2,0,N,1,2,15097.5,16,4,15000.0,3,114,N,1,2,1,2
06-08507,64,2,1,0,6,0,2,1,1,3305.1,10,10,147900.0,9,501,N,2,2,2,2
06-07502,71,1,1,0,1,0,2,1,1,33632.6,N,11,91700.0,8,501,N,2,2,2,2
51-51255,38,1,1,0,1,0,2,1,1,11224.3,16,10,105000.0,8,501,N,2,2,2,2
30-00600,50,2,1,0,1,0,2,1,1,16.3,11,9,33500.0,5,501,N,2,2,2,2
28-01100,67,1,1,0,2,0,2,1,1,2674.3,16,7,25000.0,5,246,N,2,2,2,2
51-51255,48,1,1,0,1,5,7,1,1,11224.3,10,9,148000.0,9,501,N,2,2,2,2
13-04600,87,1,3,0,2,0,3,1,1,3670.4,N,9,55200.0,7,501,N,2,2,2,1
19-01700,30,2,6,0,1,0,3,1,1,3572.3,N,4,9000.0,2,501,N,1,1,1,1
06-08507,46,1,1,0,6,1,3,1,1,3305.1,10,10,190000.0,9,501,N,2,2,2,2
24-01004,1,1,N,0,2,1,3,1,1,4187.9,N,N,N,N,344,N,N,N,2,2
36-04010,7,2,N,0,1,3,5,1,1,50441.6,N,3,N,N,182,N,2,2,2,2
13-04600,21,2,6,0,2,N,N,3,0,3670.4,N,7,0.0,0,N,N,2,2,2,2
28-01100,16,2,6,0,2,1,3,1,2,2674.3,N,3,0.0,0,85,N,2,2,2,2
40-00200,65,1,1,0,1,0,2,1,1,90.7,9,7,40000.0,7,501,N,2,2,2,2
32-00405,64,1,3,0,1,0,N,1,2,7990.5,N,7,14400.0,3,109,N,2,2,2,2
29-01901,59,1,4,0,2,0,2,1,1,5434.8,7,7,25010.0,5,191,2,2,2,2,2
06-08507,51,2,1,0,6,1,3,1,1,3305.1,7,9,65000.0,7,501,N,2,2,2,2
38-00100,6,1,N,0,3,2,4,1,1,73.0,N,1,N,N,138,N,2,2,2,2
24-01004,3,1,N,0,1,2,4,1,1,4187.9,N,2,N,N,501,N,N,N,2,2
13-04600,41,1,6,0,1,0,N,1,1,3670.4,4,9,132000.0,9,501,N,2,2,2,2
24-01004,76,1,1,0,1,0,2,1,1,4187.9,16,10,194400.0,9,501,N,2,2,2,2
32-00405,20,2,6,4,1,4,5,1,2,7990.5,N,5,0.0,0,0,N,2,2,2,2
08-00803,13,1,N,0,9,1,3,1,1,3393.2,N,3,N,N,501,N,2,2,2,2
28-01100,10,1,N,0,2,0,3,1,1,2674.3,N,3,N,N,116,N,2,2,2,2
40-00200,3,2,N,0,1,2,3,1,1,90.7,N,1,N,N,256,N,N,N,2,2
06-08507,4,2,N,0,1,3,5,1,1,3305.1,N,1,N,N,501,N,N,N,2,2
36-04010,70,1,1,0,2,0,2,1,2,50441.6,N,5,58100.0,7,501,N,2,2,2,2
51-01301,81,1,6,0,1,0,N,1,1,11162.8,N,12,128600.0,9,501,N,2,2,2,2
24-01004,38,1,1,0,1,2,4,1,1,4187.9,10,11,552000.0,9,501,N,2,2,2,2
38-00100,56,2,1,0,1,0,2,1,1,73.0,6,7,46000.0,6,308,N,2,2,2,2
29-01901,25,2,6,2,2,N,N,3,0,5434.8,N,5,0.0,0,0,N,1,2,2,2
08-00803,22,1,6,0,9,0,N,1,2,3393.2,N,7,0.0,0,0,N,2,2,2,2
36-03710,22,2,6,4,1,0,4,1,2,52864.7,6,7,23000.0,4,453,N,1,1,1,1
36-04010,74,2,4,0,2,0,2,1,1,50441.6,N,5,24000.0,4,501,N,2,2,2,2
30-00600,30,2,5,0,1,1,2,1,2,16.3,7,5,0.0,0,0,N,2,2,2,2
17-03529,62,2,1,0,2,0,2,1,1,15097.5,10,7,62000.0,7,501,N,2,2,2,2
32-00405,73,1,1,1,8,0,6,1,1,7990.5,N,1,8400.0,2,352,N,1,1,1,1
30-00600,41,1,1,0,1,2,4,1,1,16.3,0,8,64000.0,8,335,N,2,2,2,2
06-08507,29,2,1,0,1,0,2,1,2,3305.1,11,9,61000.0,7,501,N,2,2,2,2
30-00600,27,2,4,0,1,2,3,1,2,16.3,4,5,41000.0,6,200,N,2,2,2,2
51-51255,35,1,1,0,1,2,4,1,2,11224.3,6,7,31500.0,4,501,N,2,2,2,2
40-00200,73,2,1,0,3,0,2,1,1,90.7,N,4,11000.0,3,157,N,2,2,2,2
17-03529,54,1,5,0,2,0,N,1,1,15097.5,N,7,21600.0,4,165,N,2,2,2,2
32-00405,48,2,4,3,1,0,2,1,2,7990.5,6,5,15000.0,3,113,N,2,2,2,2
28-01100,21,2,6,0,2,1,4,1,2,2674.3,N,7,0.0,0,77,N,2,2,2,2
51-51255,29,2,6,0,1,0,N,1,1,11224.3,16,10,148130.0,9,501,N,2,2,2,2
24-01004,15,2,6,0,6,2,5,1,1,4187.9,N,4,0.0,0,501,N,2,2,2,1
30-00600,76,2,1,0,1,0,2,1,1,16.3,N,5,22200.0,4,501,N,2,2,2,2
32-00405,32,1,6,0,1,0,N,1,2,7990.5,10,10,68000.0,8,501,N,2,2,2,2
24-01004,36,2,1,0,6,2,4,1,2,4187.9,16,12,127000.0,9,501,N,2,2,2,2
17-03529,40,2,5,3,2,5,6,1,2,15097.5,10,8,24000.0,4,98,N,2,2,2,2
40-00200,72,2,1,0,1,0,2,1,1,90.7,9,5,32000.0,6,432,N,2,2,2,2
28-01100,53,2,1,0,2,0,6,1,1,2674.3,6,5,36000.0,7,357,N,2,2,2,2
51-51255,35,1,1,0,1,0,2,1,1,11224.3,11,9,60000.0,7,501,N,2,2,2,2
13-04600,66,2,4,0,2,0,3,1,2,3670.4,N,9,1600.0,1,501,N,2,2,2,2
19-01700,14,2,N,0,1,3,5,1,1,3572.3,N,3,N,N,501,N,2,2,2,2
28-01100,17,2,6,0,2,0,8,1,2,2674.3,14,4,4000.0,2,133,N,2,2,2,2
08-00803,46,1,1,0,1,0,2,1,2,3393.2,10,10,50100.0,6,296,N,2,2,2,2
06-07502,44,2,1,0,6,1,3,1,2,33632.6,6,9,28400.0,5,218,N,2,2,2,1
28-01100,47,1,4,0,1,0,N,1,2,2674.3,14,9,49000.0,7,374,N,2,2,2,2
36-04010,66,2,3,0,2,0,N,1,2,50441.6,15,3,22000.0,4,181,N,2,1,2,2
51-51255,40,2,1,4,1,3,5,1,1,11224.3,N,5,0.0,0,246,N,2,2,2,2
24-01004,71,2,2,0,1,0,N,1,1,4187.9,N,10,128000.0,9,501,N,2,2,2,2
24-01004,70,2,3,0,1,0,N,1,1,4187.9,N,7,22900.0,3,188,N,2,2,2,2
32-00405,63,1,1,1,1,0,2,1,1,7990.5,N,3,13000.0,3,76,N,2,2,1,1
30-00600,1,2,N,0,1,2,4,1,1,16.3,N,N,N,N,182,N,N,N,2,2
38-00100,33,1,1,0,1,2,4,1,1,73.0,4,5,0.0,0,0,N,2,2,2,2
51-01301,45,1,1,0,1,1,3,1,1,11162.8,10,10,40000.0,5,501,N,2,2,2,2
13-04600,33,1,1,0,2,3,5,1,2,3670.4,14,5,19200.0,4,63,N,2,2,2,2
38-00100,7,2,N,0,1,2,4,1,2,73.0,N,3,N,N,67,N,2,2,2,2
38-00100,71,1,4,0,1,0,N,1,1,73.0,7,7,22300.0,3,184,N,2,2,2,2
51-01301,56,1,1,0,1,2,4,1,1,11162.8,N,10,100.0,1,501,N,2,2,2,2
38-00100,33,1,1,0,1,3,5,1,1,73.0,1,4,48000.0,6,176,N,2,2,2,2
40-00200,68,1,1,0,3,0,2,1,1,90.7,N,7,33400.0,6,481,N,2,2,2,1
06-08507,11,2,N,0,8,2,4,1,1,3305.1,N,3,N,N,501,N,2,2,2,2
28-01100,47,1,4,0,2,0,3,1,1,2674.3,14,7,20000.0,5,213,N,2,2,2,2
30-00600,59,2,1,0,1,0,2,1,1,16.3,9,9,55400.0,7,501,N,2,2,2,2
36-04010,43,1,1,0,2,1,4,1,2,50441.6,3,5,75000.0,8,463,N,2,2,2,2
13-04600,28,1,6,0,1,N,N,3,0,3670.4,4,7,22400.0,4,171,N,2,2,2,2
36-04010,69,1,1,0,2,0,2,1,1,50441.6,N,10,73000.0,7,501,N,2,2,2,2
51-51255,36,1,6,0,2,0,N,1,2,11224.3,6,5,13000.0,2,99,N,2,2,2,2
24-01004,1,1,N,0,1,1,3,1,1,4187.9,N,N,N,N,501,N,N,N,2,2
32-00405,27,2,2,4,1,0,8,1,1,7990.5,6,4,34000.0,5,239,N,2,2,2,2
51-51255,33,1,6,0,2,0,N,1,2,11224.3,10,11,305000.0,9,501,N,2,2,2,2
51-01301,18,2,6,0,1,0,3,1,1,11162.8,N,4,0.0,0,501,N,2,2,2,2
30-00600,52,2,4,0,9,0,N,1,2,16.3,7,7,800.0,1,6,N,2,2,2,2
30-00600,55,1,1,0,1,0,2,1,1,16.3,12,9,93070.0,9,501,N,2,2,2,2
36-04010,30,1,2,4,1,N,N,3,0,50441.6,10,5,1000.0,1,7,N,2,2,2,2
29-01901,65,2,1,0,2,0,2,1,1,5434.8,14,4,10300.0,2,208,N,2,2,2,2
36-03710,39,1,2,1,8,1,6,1,2,52864.7,14,5,53000.0,6,375,N,2,2,2,2
36-03710,35,2,6,0,2,N,N,2,0,52864.7,N,5,0.0,0,N,N,2,2,2,2
28-01100,56,2,1,0,2,0,2,1,1,2674.3,11,10,54000.0,8,501,N,2,2,2,2
24-01004,95,1,1,0,1,0,3,1,1,4187.9,N,12,286000.0,9,501,N,1,2,2,2
38-00100,31,1,1,0,1,0,2,1,1,73.0,5,8,38000.0,5,447,N,2,2,2,2
17-03531,0,2,N,0,2,2,4,1,1,11171.6,N,N,N,N,338,N,N,N,2,2
29-01901,72,1,3,0,1,0,N,1,1,5434.8,10,9,71800.0,8,501,N,2,2,2,2
17-03529,27,2,6,0,6,0,N,1,2,15097.5,11,10,39600.0,5,302,N,2,2,2,2
30-00600,15,1,6,3,1,4,12,1,2,16.3,N,4,0.0,0,362,N,2,2,2,2
40-00200,46,1,1,0,1,2,4,1,1,90.7,6,9,48500.0,7,188,N,2,2,2,2
51-51255,78,1,6,0,1,0,N,1,1,11224.3,N,5,80000.0,7,501,N,2,2,2,2
30-00600,58,2,1,0,1,0,2,1,1,16.3,3,7,15400.0,3,317,N,2,2,2,2
24-01004,34,2,5,0,1,0,5,1,1,4187.9,6,6,0.0,0,100,N,2,2,2,2
13-04600,55,1,6,0,6,0,2,1,1,3670.4,3,5,50000.0,7,374,N,2,2,2,2
38-00100,72,2,1,0,1,0,3,1,1,73.0,8,5,20900.0,3,338,N,2,2,2,2
24-01004,24,2,6,0,6,0,N,1,2,4187.9,9,9,76000.0,7,501,N,2,2,2,2
28-01100,8,1,N,0,2,5,6,1,2,2674.3,N,3,N,N,33,N,2,2,2,2
19-01700,14,2,N,1,1,5,8,1,2,3572.3,N,4,N,N,182,N,2,2,2,2
36-04010,69,2,4,4,8,0,N,1,2,50441.6,N,5,12500.0,3,103,N,2,2,2,2
36-03710,61,1,1,1,8,0,4,1,2,52864.7,10,5,0.0,0,405,N,2,1,2,2
06-08507,55,1,1,0,1,1,3,1,2,3305.1,2,9,100900.0,8,501,N,2,2,2,2
38-00100,50,2,1,0,1,0,2,1,1,73.0,5,8,49000.0,6,501,N,2,2,2,2
24-01004,25,2,6,0,1,0,N,1,2,4187.9,9,9,80000.0,7,501,N,2,2,2,2
30-00600,63,1,6,0,1,0,N,1,1,16.3,0,7,43000.0,6,326,N,2,2,2,2
19-01700,71,2,3,0,1,0,4,1,1,3572.3,9,8,33300.0,5,173,N,2,2,2,2
13-04600,54,1,4,0,1,N,N,3,0,3670.4,N,5,0.0,0,0,N,1,1,2,1
06-07502,82,1,3,0,1,0,N,1,1,33632.6,N,11,388000.0,9,501,N,2,2,2,2
51-01301,51,2,3,0,9,0,N,1,2,11162.8,16,8,85000.0,8,501,N,2,2,2,2
19-01700,38,2,1,0,1,1,3,1,1,3572.3,9,7,14200.0,3,364,N,1,2,2,2
40-00200,48,2,1,1,1,4,8,1,2,90.7,15,4,0.0,0,37,N,2,2,2,2
38-00100,0,1,N,0,1,1,3,1,1,73.0,N,N,N,N,501,N,N,N,2,2
51-01301,86,2,4,0,1,0,N,1,1,11162.8,N,9,50000.0,6,410,N,2,2,2,2
26-02702,37,1,2,0,1,0,N,1,2,4817.2,11,10,32600.0,5,246,N,2,2,2,2
17-03531,60,2,4,0,2,0,3,1,1,11171.6,16,10,40010.0,6,501,N,2,2,2,2
28-01100,56,1,3,0,2,1,4,1,2,2674.3,3,4,26000.0,5,197,N,2,2,2,2
51-01301,27,1,6,0,9,0,12,1,1,11162.8,14,9,7000.0,2,501,N,2,2,2,2
17-03531,68,1,1,1,1,0,2,1,1,11171.6,N,3,15100.0,3,239,N,2,2,2,2
38-00100,40,2,1,0,1,1,3,1,1,73.0,N,9,0.0,0,122,N,2,2,2,2
51-51255,84,1,1,0,1,0,2,1,1,11224.3,N,12,20010.0,3,501,N,1,2,2,2
06-08507,6,2,N,0,6,2,4,1,2,3305.1,N,2,N,N,391,N,2,2,2,2
51-01301,25,1,6,4,1,0,N,1,2,11162.8,N,5,0.0,0,0,N,2,2,2,2
32-00405,10,1,N,1,6,2,4,1,2,7990.5,N,3,N,N,264,N,2,2,2,2
51-01301,32,1,6,0,1,0,N,1,2,11162.8,9,9,361000.0,9,501,N,2,2,2,2
38-00100,13,1,N,0,1,3,4,1,1,73.0,N,3,N,N,117,N,2,2,2,2
51-51255,74,1,1,0,1,0,2,1,2,11224.3,N,10,95800.0,8,501,N,2,1,2,1
32-00405,47,2,1,0,6,2,5,1,1,7990.5,10,9,33000.0,5,154,N,2,2,2,2
24-01004,59,2,2,0,2,1,4,1,2,4187.9,N,4,0.0,0,0,N,2,2,2,2
36-04010,24,2,6,0,9,1,3,1,2,50441.6,9,7,30000.0,5,489,N,2,2,2,2
26-02702,20,2,6,0,6,0,N,1,2,4817.2,N,7,73000.0,8,501,N,2,2,2,2
38-00100,80,1,1,0,1,0,3,1,1,73.0,0,7,62500.0,7,501,N,2,2,2,2
06-07502,31,1,6,0,6,0,N,1,2,33632.6,15,10,180000.0,9,501,N,2,2,2,2
51-01301,15,1,6,1,8,1,2,1,2,11162.8,N,4,0.0,0,229,N,2,2,2,2
30-00600,1,1,N,0,3,3,6,1,2,16.3,N,N,N,N,124,N,N,N,2,2
29-01901,35,2,1,0,9,1,3,1,2,5434.8,13,9,1300.0,1,501,N,2,2,2,2
30-00600,63,1,4,0,1,0,2,1,1,16.3,0,5,402000.0,9,501,N,2,2,2,2
26-02702,4,1,N,0,1,3,5,1,1,4817.2,N,1,N,N,501,N,N,N,2,2
26-02702,77,2,1,0,1,0,2,1,1,4817.2,N,12,71260.0,8,501,N,2,2,2,2
26-02702,68,1,1,0,1,0,2,1,1,4817.2,6,9,81800.0,8,501,N,2,2,2,2
40-00200,45,1,1,0,1,1,4,1,1,90.7,3,7,120000.0,9,501,N,2,2,2,2
32-00405,93,2,3,0,1,0,3,1,1,7990.5,N,9,40000.0,6,429,N,1,1,2,1
24-01004,12,1,N,0,1,2,4,1,1,4187.9,N,3,N,N,501,N,2,2,2,2
24-01004,63,2,4,0,1,0,N,1,1,4187.9,12,10,137000.0,9,501,N,2,2,2,2
40-00200,64,2,3,0,3,0,N,1,1,90.7,12,7,31400.0,6,239,N,2,2,2,2
36-03710,30,2,6,0,2,1,4,1,2,52864.7,15,4,6000.0,2,43,N,2,2,2,2
30-00600,18,2,6,0,9,0,2,1,2,16.3,14,4,3900.0,1,76,N,2,2,2,2
30-00600,25,2,6,1,1,0,N,1,2,16.3,16,8,35000.0,6,263,N,2,2,2,2
06-07502,29,2,4,0,1,0,N,1,2,33632.6,10,9,50000.0,6,382,N,2,2,2,2
17-03529,34,2,2,0,6,0,5,1,1,15097.5,14,10,21800.0,4,501,N,2,2,2,2
29-01901,61,2,4,0,2,0,N,1,2,5434.8,N,4,9200.0,2,69,N,1,2,2,2
36-03710,62,1,6,2,1,0,N,1,2,52864.7,4,4,5910.0,2,45,N,2,1,2,2
40-00200,57,1,4,0,1,0,N,1,1,90.7,3,6,0.0,0,0,N,2,1,2,1
06-08507,16,1,6,0,1,2,4,1,2,3305.1,N,4,0.0,0,348,N,2,2,2,2
36-03710,76,2,3,2,1,0,N,1,2,52864.7,N,4,14700.0,3,121,N,2,2,2,2
32-00405,13,1,N,1,1,1,6,1,2,7990.5,N,3,N,N,175,N,2,2,2,2
38-00100,64,2,1,0,1,0,2,1,1,73.0,12,11,89120.0,8,501,N,2,2,2,2
13-04600,18,2,6,0,1,N,N,3,0,3670.4,14,7,2000.0,1,N,N,2,2,2,2
51-51255,7,2,N,0,9,2,5,1,2,11224.3,N,3,N,N,501,N,2,2,2,2
24-01004,2,1,N,0,6,1,4,1,1,4187.9,N,N,N,N,298,N,N,N,2,2
40-00200,57,2,1,0,1,0,3,1,1,90.7,11,5,21000.0,4,277,N,2,2,2,2
24-01004,16,2,6,0,1,2,4,1,1,4187.9,15,4,700.0,1,501,N,2,2,2,2
17-03529,67,2,4,0,1,0,N,1,1,15097.5,12,11,260500.0,9,501,N,2,2,2,2
38-00100,69,1,1,0,1,0,2,1,1,73.0,N,7,7200.0,1,501,N,2,2,2,2
26-02702,31,2,6,0,1,0,N,1,2,4817.2,12,11,72000.0,8,501,N,2,2,2,2
06-08507,64,1,1,0,1,0,2,1,1,3305.1,10,8,25200.0,4,244,N,2,2,2,2
51-51255,60,1,1,0,1,0,2,1,1,11224.3,15,8,104000.0,8,501,N,2,2,2,2
30-00600,58,2,1,0,1,0,2,1,1,16.3,N,9,26100.0,5,417,N,2,1,2,2
51-51255,26,2,1,0,1,0,2,1,2,11224.3,16,9,59000.0,7,501,N,2,2,2,2
19-01700,82,1,3,0,1,0,N,1,1,3572.3,N,5,0.0,0,0,N,2,2,2,2
17-03531,36,1,6,0,2,2,7,1,1,11171.6,6,5,16000.0,3,142,N,2,2,2,2
36-04010,31,1,2,0,2,0,3,1,1,50441.6,11,9,55000.0,7,501,N,2,2,2,2
06-07502,14,2,N,0,1,3,5,1,1,33632.6,N,3,N,N,501,N,2,2,2,2
29-01901,64,1,1,0,2,1,5,1,1,5434.8,12,7,8000.0,2,126,N,2,2,2,2
