,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,PWGTP_x,RAC1P,SEX,WGTP_x,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,PWGTP_y,WGTP_y,percent_match
160,63,2,2,2,2,2,N,10,0,1,16,1,0,2,1,9,501,48-02102,17,1,2,17,45,2,2,2,2,2,N,1,1,3,5,475,37,37,50.0
161,70,1,7,2,2,2,N,9,0,1,6,1,0,2,1,7,501,48-02510,110,6,1,149,42,2,7,2,2,2,N,1,0,3,9,501,193,192,57.14285714285714
162,21,2,2,2,2,2,N,7,0,3,11,6,N,N,0,3,94,48-02102,6,2,2,0,21,2,2,2,2,2,N,3,N,N,4,N,8,0,78.57142857142857
163,60,2,2,2,2,2,N,7,0,1,6,3,0,N,1,8,482,48-02101,75,1,1,76,63,2,2,2,2,2,N,1,0,N,8,501,20,20,71.42857142857143
164,67,2,6,2,2,2,N,12,0,1,N,1,0,2,1,7,409,48-02515,32,1,1,31,82,2,6,2,2,2,N,1,0,2,9,501,89,88,64.28571428571429
165,57,2,7,2,2,2,N,9,0,1,14,1,0,2,1,6,300,48-02510,95,6,2,98,46,2,7,2,2,2,N,1,1,3,0,501,60,94,50.0
166,62,2,7,2,2,2,N,7,0,1,15,3,0,N,1,7,391,48-02510,210,1,2,211,76,2,7,2,2,2,N,1,0,3,8,501,54,54,57.14285714285714
167,31,2,7,2,2,2,N,6,0,1,5,1,2,4,1,3,501,48-02510,53,1,1,69,31,2,7,2,2,2,N,1,2,4,6,391,80,69,78.57142857142857
168,56,2,6,2,2,2,N,5,0,1,4,4,0,N,1,8,501,48-02515,114,1,2,114,54,2,6,2,2,2,N,1,0,N,8,501,150,149,78.57142857142857
169,77,1,6,2,2,2,N,7,0,1,N,1,0,2,2,2,271,48-02515,28,1,1,28,55,2,6,2,1,2,N,1,1,5,3,162,44,43,35.714285714285715
170,48,2,6,2,2,2,N,5,0,1,11,1,0,2,1,4,237,48-02515,17,1,2,13,41,2,6,2,2,2,N,1,1,3,3,252,46,47,50.0
171,82,1,5,2,1,2,N,8,0,1,N,1,0,2,1,3,422,48-02516,13,1,1,17,77,2,5,2,2,1,N,1,0,2,5,501,277,268,42.857142857142854
172,35,2,2,2,2,2,N,12,0,1,11,1,2,4,1,7,450,48-02101,120,1,2,75,66,2,2,2,2,2,N,1,0,2,8,501,10,10,50.0
173,58,1,7,2,1,2,4,7,1,1,6,1,1,5,1,7,309,48-02510,49,1,1,49,56,2,7,2,2,2,N,1,0,2,8,501,67,67,28.57142857142857
174,68,2,2,2,2,2,N,6,0,1,14,1,0,2,2,5,283,48-02101,70,1,2,54,34,2,2,2,2,2,N,1,3,5,4,501,58,58,50.0
175,30,2,5,2,2,2,N,5,0,1,15,4,0,6,1,2,164,48-02516,261,1,1,192,42,2,5,2,2,2,N,1,0,2,9,501,123,81,57.14285714285714
176,34,2,7,2,2,2,N,5,0,1,15,4,0,N,1,2,53,48-02507,120,1,1,28,53,2,7,2,2,2,N,1,0,2,5,465,29,29,57.14285714285714
177,27,2,7,2,2,2,N,8,0,1,9,1,1,3,2,7,501,48-02507,21,1,2,29,47,2,7,2,2,2,N,1,0,5,1,307,230,185,50.0
178,55,2,7,2,2,2,N,8,0,1,6,1,0,2,2,7,501,48-02507,82,2,2,83,32,2,7,2,2,2,N,1,1,3,4,220,219,233,50.0
179,27,2,5,2,2,2,N,9,1,1,1,1,3,5,1,8,411,48-02516,122,1,1,124,29,2,5,2,2,2,N,1,1,3,9,501,15,13,50.0
180,24,2,7,2,2,1,N,5,0,1,N,6,0,3,2,0,214,48-02507,53,2,2,52,21,2,7,2,2,2,N,1,0,3,0,203,172,101,64.28571428571429
181,28,2,6,2,2,2,N,5,1,1,15,6,0,3,1,4,501,48-02515,48,1,2,38,49,2,6,2,2,2,N,1,1,2,4,119,104,103,57.14285714285714
182,33,2,6,2,2,2,N,9,0,1,7,6,1,4,2,8,501,48-02515,69,1,1,60,29,2,6,2,2,2,N,1,0,N,5,265,59,58,50.0
183,43,2,2,2,2,2,N,12,0,1,12,1,1,3,1,8,501,48-02102,100,1,1,112,71,2,2,2,2,2,N,1,0,3,9,501,51,50,64.28571428571429
184,52,2,2,2,2,2,N,7,1,1,16,1,3,5,1,7,315,48-02102,68,1,1,63,54,2,2,2,2,2,N,1,0,2,6,468,34,35,50.0
185,65,2,5,2,2,2,N,9,0,1,N,4,0,N,2,3,148,48-02516,38,1,1,38,69,1,5,2,2,2,5,1,0,3,3,190,45,45,50.0
186,54,2,6,2,2,2,N,9,0,1,6,1,0,2,1,8,501,48-02515,28,1,2,28,62,2,6,2,2,2,N,1,0,2,2,501,47,43,71.42857142857143
187,54,2,2,2,2,2,N,7,0,1,10,1,0,6,1,7,438,48-02101,63,2,1,68,63,2,2,2,2,2,4,1,0,2,9,501,88,88,50.0
188,32,2,7,2,2,2,N,9,0,1,11,1,2,4,1,7,183,48-02507,51,9,2,49,54,2,7,2,2,2,N,1,0,2,7,501,39,39,57.14285714285714
189,72,2,7,2,2,2,N,8,0,1,15,1,0,3,1,3,501,48-02510,79,1,1,79,55,2,7,2,2,2,N,1,0,3,8,501,83,82,71.42857142857143
190,48,2,7,2,2,2,N,9,0,1,13,1,3,5,1,3,501,48-02507,22,1,2,24,26,2,7,2,2,2,N,1,0,2,2,237,65,56,50.0
191,37,2,7,2,2,2,N,5,0,1,12,1,0,2,1,6,501,48-02507,42,2,2,41,49,2,7,2,2,2,N,1,0,5,5,375,116,116,57.14285714285714
192,26,2,7,2,2,1,N,5,0,1,16,6,0,3,1,8,476,48-02507,158,1,1,98,18,2,7,2,2,1,N,1,1,3,2,501,30,28,57.14285714285714
193,63,2,2,2,2,2,N,6,0,1,N,4,0,3,2,3,184,48-02102,35,1,2,36,62,2,2,2,2,2,N,1,0,N,1,5,17,17,57.14285714285714
194,78,2,6,2,1,2,N,6,0,2,16,4,N,N,0,5,N,48-02515,99,1,2,0,48,2,6,1,2,2,N,2,N,N,7,N,57,0,64.28571428571429
195,36,2,6,2,2,2,N,9,0,1,10,1,0,8,1,2,161,48-02515,47,2,1,38,47,2,6,2,2,2,5,1,1,3,9,501,90,90,42.857142857142854
196,56,2,6,2,2,2,N,5,0,1,15,4,1,2,1,2,38,48-02515,116,1,2,71,55,2,6,2,1,1,N,1,0,N,2,45,50,51,42.857142857142854
197,20,2,2,2,2,2,N,5,0,1,6,1,2,4,2,8,401,48-02102,151,1,1,83,37,2,2,2,2,2,2,1,4,6,9,390,211,212,42.857142857142854
198,19,2,7,2,2,2,N,4,0,1,15,6,0,3,1,2,501,48-02507,27,1,2,18,17,2,7,2,2,2,N,1,0,2,1,295,107,82,57.14285714285714
199,70,2,6,2,2,2,N,5,0,1,6,6,0,4,1,4,447,48-02515,54,1,2,48,19,2,6,2,2,2,N,1,1,4,1,501,29,26,57.14285714285714
200,27,2,2,2,2,2,N,9,0,1,1,6,1,4,1,7,501,48-02102,177,1,1,107,28,2,2,2,2,2,N,1,0,N,7,472,22,22,57.14285714285714
201,52,2,5,2,2,2,N,5,0,1,6,1,0,2,1,0,501,48-02516,154,6,1,108,47,2,5,2,2,2,N,1,0,5,6,374,337,337,57.14285714285714
202,30,2,7,2,2,2,N,9,0,1,11,6,1,3,1,6,501,48-02507,45,1,2,55,57,2,7,2,2,2,N,1,0,3,6,501,95,68,71.42857142857143
203,66,2,2,2,2,2,N,5,0,1,9,4,0,N,1,4,181,48-02102,146,1,2,137,47,2,2,2,2,2,N,1,1,2,5,160,63,63,50.0
204,68,2,5,2,2,2,N,5,0,1,14,1,0,2,1,0,87,48-02516,70,1,1,80,63,2,5,2,2,2,N,1,0,5,8,501,79,79,57.14285714285714
205,60,2,5,2,2,2,N,7,0,1,9,4,0,N,1,7,356,48-02516,70,1,1,70,36,2,5,2,2,2,N,1,0,3,9,501,86,85,57.14285714285714
206,65,2,2,2,2,2,N,6,0,1,4,1,0,2,1,5,316,48-02101,66,1,2,63,55,2,2,2,2,2,N,1,0,2,9,501,14,14,64.28571428571429
207,57,2,2,2,2,2,N,10,0,1,11,3,1,2,1,8,501,48-02102,34,1,2,39,77,2,2,2,2,2,N,1,0,3,6,378,49,48,50.0
208,31,2,2,2,2,2,N,5,1,1,2,1,0,2,1,6,421,48-02101,73,1,1,79,30,2,2,2,2,2,N,1,0,8,6,384,321,264,64.28571428571429
209,54,2,7,2,2,2,N,9,0,1,6,1,0,3,1,9,501,48-02507,296,6,2,298,32,2,7,2,2,2,N,1,0,5,4,214,96,57,57.14285714285714
210,49,2,2,2,2,2,N,5,0,3,N,6,N,N,0,3,84,48-02101,86,2,1,0,28,2,2,2,2,1,N,3,N,N,2,69,20,0,64.28571428571429
211,18,2,2,2,2,2,N,4,0,1,14,6,0,5,1,2,476,48-02102,464,2,1,138,16,2,2,2,2,2,N,1,3,5,2,315,191,143,64.28571428571429
212,35,2,6,2,2,2,N,10,0,1,13,6,1,2,1,6,501,48-02515,58,1,2,48,27,2,6,2,2,2,N,1,0,N,7,380,59,59,50.0
213,56,2,5,2,2,2,N,7,0,1,4,1,1,3,1,8,489,48-02516,18,1,2,17,53,2,5,2,2,2,N,1,0,2,8,501,155,155,57.14285714285714
214,37,2,2,2,2,2,N,10,0,1,10,1,2,6,1,0,146,48-02101,105,6,2,106,28,2,2,2,2,2,N,1,0,2,8,501,9,9,50.0
215,52,2,6,2,2,2,N,8,0,1,6,1,0,2,1,5,501,48-02515,62,1,2,169,31,2,6,2,2,2,N,1,2,4,4,358,53,52,50.0
216,45,2,6,2,2,2,N,9,0,1,12,1,1,4,2,5,327,48-02515,44,1,2,44,56,2,6,2,2,2,N,1,0,2,8,501,166,161,50.0
217,67,2,7,2,2,2,N,9,4,1,N,1,0,2,1,5,501,48-02510,72,1,2,75,43,2,7,2,2,2,N,1,2,4,0,185,102,95,50.0
218,44,2,2,2,2,1,N,6,1,1,N,1,2,4,2,2,304,48-02101,91,1,2,92,65,2,2,2,2,2,N,1,0,2,0,38,26,21,42.857142857142854
219,42,2,2,2,2,2,N,5,1,1,7,1,3,5,1,5,56,48-02102,136,1,1,197,39,2,2,2,2,2,N,1,3,5,4,73,83,75,64.28571428571429
220,37,2,5,2,2,2,N,5,0,1,7,4,1,3,1,3,253,48-02516,158,1,1,154,52,2,5,2,2,2,N,1,1,2,9,501,34,35,57.14285714285714
221,6,2,7,2,2,2,N,1,0,1,N,N,2,6,1,N,501,48-02507,162,6,2,76,4,2,7,2,N,N,N,1,1,5,N,256,30,27,42.857142857142854
222,50,2,6,2,2,2,N,4,0,2,3,6,N,N,0,1,N,48-02515,44,1,1,0,30,2,6,2,2,2,N,2,N,N,0,N,80,0,78.57142857142857
223,25,2,5,2,2,2,N,9,1,1,11,6,0,N,1,7,416,48-02516,64,1,2,43,36,2,5,2,2,2,N,1,0,3,6,501,32,19,57.14285714285714
224,59,2,7,2,2,2,N,10,0,1,3,1,0,2,1,8,501,48-02510,76,1,2,66,27,2,7,2,2,2,N,1,1,3,8,501,55,54,64.28571428571429
225,26,2,2,2,2,2,N,9,0,1,7,6,0,4,1,8,414,48-02101,116,2,1,55,37,2,2,2,2,2,N,1,3,6,5,443,155,135,50.0
226,32,2,2,2,2,2,N,10,0,1,9,1,1,3,1,9,501,48-02102,16,1,1,18,70,2,2,2,2,2,N,1,0,2,9,501,292,270,64.28571428571429
227,63,2,6,2,2,2,N,7,1,1,4,6,0,N,1,5,204,48-02515,51,1,1,51,36,2,6,2,2,2,N,1,0,N,8,501,99,99,64.28571428571429
228,42,2,7,2,2,2,N,1,1,1,3,1,2,4,1,7,390,48-02507,221,1,1,202,50,2,7,2,2,2,N,1,0,3,6,224,66,67,50.0
229,92,2,5,2,1,2,N,4,0,1,N,3,0,N,1,3,141,48-02516,15,1,1,15,74,2,5,2,2,2,N,1,0,3,2,501,408,363,50.0
230,21,2,7,2,2,2,N,4,0,1,14,6,0,N,2,4,152,48-02507,282,2,1,281,38,2,7,2,2,2,N,1,0,N,7,391,257,258,64.28571428571429
231,51,2,7,2,2,2,N,7,0,1,14,4,0,2,1,5,385,48-02507,112,1,1,113,44,2,7,2,2,2,N,1,0,2,4,293,76,47,64.28571428571429
232,60,2,5,2,2,2,N,4,1,1,7,1,0,3,1,7,501,48-02516,222,1,1,224,55,2,5,2,2,2,N,1,0,2,8,457,89,67,57.14285714285714
233,18,2,7,2,2,2,N,4,0,1,N,6,3,6,1,0,287,48-02510,51,2,1,68,16,2,7,2,2,2,N,1,2,4,0,501,65,70,57.14285714285714
234,48,2,7,2,2,2,N,8,0,1,15,5,0,2,1,1,27,48-02510,58,1,2,36,64,2,7,2,2,2,N,1,0,2,6,290,72,72,64.28571428571429
235,31,2,5,2,2,2,N,6,0,1,7,1,0,3,1,0,501,48-02516,16,1,2,16,60,2,5,2,2,2,N,1,0,2,5,295,74,69,57.14285714285714
236,49,2,2,2,2,2,N,5,1,1,16,1,3,7,1,7,216,48-02101,42,1,2,48,42,2,2,2,2,2,N,1,2,4,6,501,82,92,50.0
237,59,2,7,2,2,2,N,12,0,1,11,1,0,2,1,9,501,48-02510,46,6,1,46,47,2,7,2,2,2,N,1,0,2,9,501,184,185,78.57142857142857
238,88,2,7,2,2,2,N,7,0,1,N,3,0,N,2,4,164,48-02510,39,1,2,39,92,1,7,2,1,1,N,1,0,N,7,457,74,74,42.857142857142854
239,53,2,2,2,2,2,2,8,1,1,7,1,0,4,1,9,501,48-02101,67,1,1,60,33,2,2,2,2,1,5,1,3,5,8,308,75,76,35.714285714285715
240,49,2,2,2,2,2,N,9,0,1,4,1,2,4,2,9,353,48-02102,84,1,1,95,47,2,2,2,2,2,N,1,0,2,8,501,105,77,50.0
241,9,2,7,2,2,2,N,3,2,1,N,N,3,8,2,N,311,48-02510,82,1,2,91,11,2,7,2,2,2,N,1,2,4,N,132,96,82,57.14285714285714
242,80,2,5,2,1,2,N,6,0,1,N,4,0,N,1,3,106,48-02516,19,1,1,19,63,2,5,2,2,2,N,1,0,2,7,422,19,20,57.14285714285714
243,89,2,2,2,1,2,N,7,0,2,N,4,N,N,0,3,N,48-02102,17,1,1,0,48,2,2,2,2,2,N,2,N,N,0,N,48,0,71.42857142857143
244,61,2,2,2,2,2,N,5,0,1,4,1,0,2,2,8,459,48-02102,87,1,1,67,30,2,2,2,2,2,N,1,0,2,6,336,172,193,64.28571428571429
245,33,2,2,2,2,2,N,4,0,1,3,4,1,4,1,8,501,48-02101,123,1,1,123,51,2,2,2,2,2,N,1,0,N,3,106,43,43,50.0
246,43,2,5,2,2,2,N,8,0,1,7,1,2,5,1,6,381,48-02516,236,1,2,149,62,2,5,2,2,2,N,1,0,2,5,370,45,39,50.0
247,64,2,2,1,1,2,N,5,0,1,N,2,4,5,1,2,147,48-02102,108,1,1,107,43,2,2,2,2,2,N,1,0,5,3,247,9,7,42.857142857142854
248,48,2,2,2,2,2,N,7,0,1,10,1,0,2,2,7,501,48-02102,109,1,1,109,27,2,2,2,2,2,N,1,0,2,3,305,179,179,64.28571428571429
249,18,2,2,2,2,2,N,7,0,3,14,6,N,N,0,1,N,48-02102,72,2,2,0,21,2,2,2,2,2,N,3,N,N,3,N,9,0,78.57142857142857
250,79,2,2,1,2,2,N,6,0,1,N,3,0,2,2,4,179,48-02101,175,1,2,175,60,2,2,2,2,2,N,1,0,N,5,243,44,51,50.0
251,53,2,7,2,2,2,N,7,0,1,16,1,0,2,1,7,501,48-02510,128,1,2,70,55,2,7,2,2,2,N,1,0,2,8,501,161,172,71.42857142857143
252,47,2,2,2,2,2,N,10,0,1,7,1,4,6,1,6,221,48-02101,191,1,1,198,36,2,2,2,2,2,N,1,0,2,9,501,93,93,50.0
253,42,2,2,2,2,2,N,4,1,1,10,1,3,5,1,5,251,48-02102,362,1,1,363,39,2,2,2,2,2,N,1,3,5,6,164,228,228,64.28571428571429
254,73,2,5,2,2,2,N,8,0,1,10,2,0,4,1,7,436,48-02516,79,1,1,77,33,2,5,2,2,2,N,1,0,3,5,501,124,85,57.14285714285714
255,25,2,2,2,2,2,N,5,1,1,12,1,0,2,2,5,501,48-02102,88,1,2,182,46,2,2,2,2,2,N,1,0,3,6,501,341,427,64.28571428571429
256,56,2,2,2,2,2,N,5,0,1,16,1,0,2,1,7,377,48-02101,108,1,1,105,32,2,2,2,2,2,N,1,2,4,7,239,71,64,57.14285714285714
257,27,2,2,2,2,2,N,4,1,1,10,6,0,N,1,4,116,48-02101,3,8,1,22,37,2,2,2,2,2,N,1,0,N,5,218,163,163,64.28571428571429
258,65,2,5,2,2,2,N,5,1,1,10,6,0,N,2,6,309,48-02516,14,1,2,13,19,2,5,1,2,2,N,1,2,4,1,206,23,21,42.857142857142854
259,23,2,6,2,2,2,N,9,0,1,14,1,0,2,2,6,401,48-02515,40,1,2,41,50,2,6,2,2,2,N,1,1,3,4,196,51,52,50.0
260,51,2,2,2,2,2,N,7,0,1,8,1,0,2,1,0,501,48-02102,51,1,2,60,52,2,2,2,2,2,N,1,0,2,5,501,103,103,71.42857142857143
261,68,2,5,2,1,2,N,9,0,1,N,1,0,3,2,5,360,48-02516,103,1,2,109,72,2,5,2,2,2,N,1,0,2,3,479,14,13,50.0
262,23,2,7,2,2,2,N,4,0,1,10,6,0,2,1,1,358,48-02510,91,1,1,89,17,2,7,2,2,2,N,1,1,3,1,501,96,96,57.14285714285714
263,16,2,2,2,2,2,N,4,1,1,6,6,1,4,1,4,264,48-02102,23,1,2,13,17,2,2,2,2,2,N,1,3,5,2,182,175,198,50.0
264,42,2,7,2,2,2,N,5,1,1,10,6,0,2,2,3,91,48-02507,52,1,1,52,36,2,7,2,2,2,N,1,0,5,3,338,70,46,64.28571428571429
265,65,2,7,2,2,2,N,6,0,1,12,1,0,2,1,3,501,48-02510,109,1,2,106,58,2,7,2,2,2,N,1,0,2,4,121,61,62,64.28571428571429
266,39,2,7,2,2,2,N,7,0,1,15,6,0,N,1,8,501,48-02510,35,1,1,36,28,2,7,2,2,2,N,1,0,3,2,423,111,75,57.14285714285714
267,66,2,2,2,2,2,N,4,0,1,N,6,0,N,2,2,68,48-02101,58,1,2,57,16,2,2,2,2,2,N,1,2,6,0,500,52,31,50.0
268,38,2,5,2,2,2,N,7,0,1,12,1,2,4,2,4,501,48-02516,117,2,2,62,36,2,5,2,2,2,N,1,0,2,0,501,151,150,57.14285714285714
269,71,2,7,2,2,2,N,4,0,1,N,1,0,4,1,4,501,48-02510,56,1,2,54,63,2,7,2,2,2,N,1,0,3,3,501,56,83,71.42857142857143
270,39,2,2,2,2,2,N,6,0,1,9,1,0,2,1,0,451,48-02101,75,1,2,74,53,2,2,2,2,2,N,1,0,2,5,501,49,56,64.28571428571429
271,60,2,6,2,1,2,N,7,0,1,14,4,0,5,2,5,194,48-02515,220,1,2,129,60,2,6,2,2,2,N,1,0,3,3,67,138,139,57.14285714285714
272,61,2,7,2,2,2,N,9,0,1,N,4,0,N,2,2,69,48-02507,254,1,2,283,60,1,7,2,1,1,N,1,0,N,2,69,101,102,57.14285714285714
273,51,2,5,2,2,2,N,5,0,1,12,4,0,N,2,8,501,48-02516,664,1,2,663,55,2,5,2,2,2,N,1,0,N,5,259,89,96,64.28571428571429
274,2,2,2,2,N,N,N,N,1,1,N,N,1,2,2,N,232,48-02101,52,8,1,43,2,2,2,2,N,N,N,1,6,7,N,0,80,114,64.28571428571429
275,73,2,2,2,2,2,N,6,0,1,11,1,0,3,1,3,437,48-02102,56,1,2,58,62,2,2,2,2,2,N,1,0,2,5,501,45,45,57.14285714285714
276,28,2,5,2,2,2,N,9,0,1,9,1,1,3,2,2,251,48-02516,175,1,1,125,27,2,5,2,2,2,N,1,0,2,8,501,85,121,50.0
277,84,2,5,2,1,2,N,5,0,1,N,3,0,N,2,3,98,48-02516,165,1,2,165,64,2,5,2,2,2,N,1,0,N,2,47,63,63,57.14285714285714
278,68,2,5,2,2,2,N,10,0,1,10,1,0,2,1,9,501,48-02516,95,6,2,95,33,2,5,2,2,2,N,1,0,2,4,501,102,113,71.42857142857143
279,55,2,7,2,2,2,N,7,0,1,6,4,0,N,2,8,501,48-02507,43,1,2,43,45,2,7,2,2,2,N,1,1,2,4,112,113,113,50.0
280,23,2,6,2,2,2,N,5,1,1,14,6,0,N,2,4,152,48-02515,198,1,1,118,18,2,6,2,2,2,N,1,0,3,2,501,487,410,57.14285714285714
281,34,2,2,2,2,2,N,10,0,1,11,1,0,2,2,6,501,48-02101,86,1,2,88,48,2,2,2,2,2,N,1,0,2,6,501,130,198,78.57142857142857
282,52,2,7,2,2,2,N,8,0,1,10,1,3,6,2,7,415,48-02507,62,1,1,72,44,2,7,2,2,2,N,1,2,4,7,241,90,85,57.14285714285714
283,16,2,7,2,2,2,N,4,2,1,N,6,1,3,2,0,182,48-02507,329,1,1,121,15,2,7,2,2,2,N,1,3,6,0,449,50,67,57.14285714285714
284,18,2,2,2,2,2,N,7,1,1,12,6,0,3,2,5,268,48-02101,204,1,2,206,36,2,2,1,2,2,N,1,1,2,7,285,56,56,42.857142857142854
285,67,2,7,2,2,2,N,5,0,1,N,1,2,4,1,3,269,48-02510,45,2,2,49,68,2,7,2,2,2,N,1,0,4,0,321,103,127,57.14285714285714
286,56,2,5,2,2,2,N,7,0,1,14,1,0,5,2,4,458,48-02516,501,1,2,201,29,2,5,2,2,2,N,1,0,2,4,385,133,134,64.28571428571429
287,47,2,5,2,2,2,N,10,0,1,15,1,0,2,1,8,501,48-02516,97,1,1,97,29,2,5,2,2,2,N,1,0,6,7,454,224,190,57.14285714285714
288,39,2,6,2,2,2,N,3,1,1,3,1,2,6,1,6,144,48-02515,106,1,1,82,40,2,6,2,2,2,N,1,0,2,5,158,210,195,50.0
289,19,2,2,2,2,2,N,7,0,1,11,6,2,6,1,1,480,48-02101,14,1,2,25,20,2,2,2,2,2,N,1,2,6,1,474,118,54,71.42857142857143
290,84,1,7,2,2,2,N,5,0,1,N,3,0,N,2,5,228,48-02507,442,2,1,441,78,2,7,2,2,2,N,1,0,2,4,310,83,83,50.0
291,6,2,7,2,2,2,N,2,0,1,N,N,2,4,2,N,429,48-02510,60,1,2,46,7,2,7,2,2,1,N,1,1,3,N,325,89,75,50.0
292,61,2,7,2,2,2,N,9,0,1,6,6,0,3,1,5,501,48-02507,128,1,1,97,26,2,7,2,2,2,N,1,0,3,1,501,124,83,71.42857142857143
293,30,2,6,2,2,2,N,7,0,1,N,6,0,N,1,0,0,48-02515,24,6,2,13,34,2,6,2,2,2,N,1,0,3,0,501,101,37,64.28571428571429
294,15,2,2,2,2,2,N,4,1,1,4,6,1,4,1,1,501,48-02101,93,1,1,192,29,2,2,2,2,2,N,1,0,6,2,292,126,124,50.0
295,20,2,2,2,2,2,N,7,1,1,11,6,2,7,1,3,389,48-02101,50,1,2,59,23,2,2,2,2,2,N,1,0,5,3,251,304,349,57.14285714285714
296,79,2,2,2,2,1,N,6,0,1,N,4,0,6,1,6,501,48-02102,47,1,1,43,58,2,2,2,2,2,N,1,0,N,2,72,153,153,50.0
297,59,2,7,2,2,2,N,9,0,1,10,4,0,N,2,9,501,48-02510,80,1,1,89,70,2,7,2,2,2,N,1,0,N,9,501,134,134,78.57142857142857
298,41,2,5,2,2,2,N,7,1,1,6,1,3,5,1,8,454,48-02516,179,1,2,137,53,2,5,2,2,2,N,1,0,3,0,501,72,71,50.0
299,30,2,5,2,2,2,N,9,0,1,10,1,2,4,2,6,501,48-02516,47,1,1,59,62,2,5,2,2,2,N,1,0,3,9,501,71,71,57.14285714285714
300,30,2,2,2,2,2,N,8,0,1,11,1,1,3,2,4,120,48-02102,93,1,2,94,62,2,2,2,2,2,N,1,0,2,5,458,51,43,50.0
301,62,2,2,2,2,2,N,7,1,1,15,1,0,2,1,7,458,48-02101,54,1,1,47,55,2,2,1,1,2,N,1,0,3,5,421,50,54,42.857142857142854
302,58,2,2,2,2,2,N,8,1,1,12,1,0,2,1,7,501,48-02101,218,8,2,117,48,2,2,2,2,2,N,1,0,2,3,501,112,113,71.42857142857143
303,43,2,6,2,1,2,N,6,1,2,10,6,N,N,0,1,N,48-02515,42,1,2,0,29,2,6,2,2,1,N,2,N,N,4,N,45,0,64.28571428571429
304,66,2,5,2,2,2,N,7,0,1,12,1,0,3,1,8,501,48-02516,418,1,1,538,56,2,5,2,2,2,N,1,0,2,5,462,129,129,57.14285714285714
305,92,2,6,2,2,2,N,3,0,1,N,3,0,3,1,7,501,48-02515,45,1,2,44,75,1,6,1,1,2,N,1,0,N,3,88,48,48,35.714285714285715
306,34,2,2,2,2,2,N,5,0,1,9,6,0,3,1,3,275,48-02102,169,1,2,98,33,2,2,2,2,2,N,1,0,3,5,501,63,44,64.28571428571429
307,63,1,2,2,2,2,N,9,0,1,11,3,0,N,1,7,404,48-02101,54,1,2,44,62,2,2,2,2,2,N,1,0,4,7,501,52,51,57.14285714285714
308,37,2,2,2,2,2,N,5,0,1,15,1,2,6,2,5,206,48-02101,10,1,1,33,47,2,2,2,2,2,N,1,1,3,8,501,86,83,50.0
309,34,2,2,2,2,2,N,9,0,1,11,6,0,2,1,6,332,48-02102,52,1,1,57,21,2,2,2,2,2,N,1,0,3,1,501,114,106,57.14285714285714
310,57,2,5,2,2,2,N,10,0,1,15,1,0,2,1,9,501,48-02516,21,1,2,10,53,2,5,2,2,2,N,1,0,3,7,501,154,111,64.28571428571429
311,53,2,7,2,2,2,N,10,0,1,5,1,0,2,1,9,501,48-02510,50,1,2,57,58,2,7,2,2,2,N,1,0,2,7,501,97,98,71.42857142857143
312,65,2,2,2,2,2,N,9,0,1,10,6,0,N,1,9,501,48-02102,73,1,1,72,22,2,2,2,2,2,N,1,0,3,3,501,15,12,64.28571428571429
313,28,2,2,2,2,2,N,4,1,1,3,6,0,2,1,4,213,48-02101,33,1,1,75,42,2,2,2,2,2,N,1,0,2,4,150,197,219,71.42857142857143
314,33,2,6,2,2,2,N,7,0,1,11,1,0,2,2,8,501,48-02515,116,1,2,89,49,1,6,2,2,2,N,1,0,2,5,485,63,57,57.14285714285714
315,17,2,2,2,2,2,N,7,0,1,6,6,1,4,2,1,182,48-02101,350,2,2,257,27,2,2,2,2,2,N,1,3,5,2,76,115,116,50.0
316,47,2,5,2,2,2,N,9,1,1,4,1,2,4,1,5,490,48-02516,144,1,1,143,47,2,5,2,2,2,5,1,0,2,8,501,97,98,50.0
317,72,2,6,2,2,2,N,8,0,1,9,1,0,2,1,2,180,48-02515,71,1,2,60,58,2,6,2,2,2,N,1,0,3,7,501,52,50,57.14285714285714
318,15,2,6,2,2,2,N,4,1,1,N,6,1,4,2,0,125,48-02515,177,1,1,107,17,2,6,2,2,2,N,1,1,4,0,120,171,136,71.42857142857143
319,29,2,2,2,2,2,N,9,0,1,7,6,0,N,1,8,501,48-02102,45,1,1,46,58,1,2,2,2,2,N,1,0,N,7,483,42,42,57.14285714285714
320,10,2,5,2,2,2,N,3,0,1,N,N,2,4,2,N,216,48-02516,39,2,1,27,12,2,5,2,2,2,N,1,2,4,N,442,528,444,71.42857142857143
321,56,2,2,2,2,2,N,5,0,1,2,1,0,2,1,7,348,48-02102,86,1,1,85,44,1,2,2,2,2,3,1,1,4,8,323,21,22,35.714285714285715
322,15,2,2,2,2,2,N,3,1,1,N,6,1,5,1,0,501,48-02102,81,1,2,64,15,2,2,2,2,2,N,1,3,5,0,75,180,222,71.42857142857143
