PUMA,SEX,MSP,HISP,RAC1P,HOUSING_TYPE,OWN_RENT,INDP_CAT,DREM,DPHY,DEYE,DEAR,AGEP,NOC,NPF,EDU,PINCP_DECILE,DVET,POVPIP,PINCP,DENSITY
48-02516,2,5,0,9,1,2,9,2,2,1,1,67,3,6,9,6,6,292,350339.807706,1338.4
48-02516,2,6,0,1,1,1,14,2,2,2,2,21,0,4,9,1,N,326,19863.4271262,1338.4
48-02507,2,6,0,1,1,2,N,2,2,2,2,37,0,N,4,4,N,146,16819.6059276,3731.1
48-02516,1,1,0,6,1,1,4,2,2,2,2,56,0,3,9,9,N,501,120856.22801699999,1338.4
48-02507,1,6,0,1,1,2,14,2,1,2,2,16,0,3,5,3,N,421,14429.042006399999,3731.1
48-02507,2,N,0,1,1,1,N,N,N,2,2,2,0,2,N,N,N,501,N,3731.1
48-02515,1,1,0,1,1,1,10,2,2,2,2,63,0,2,5,8,N,501,62305.11485099999,2134.8
48-02102,2,1,0,1,1,2,11,2,2,2,2,39,2,4,12,7,N,87,50000.704141500006,450.89999999999975
48-02507,2,N,0,1,1,1,N,2,2,2,2,9,0,2,3,N,N,501,N,3731.1
48-02101,1,4,0,1,1,1,4,2,2,2,2,72,0,N,7,7,N,221,69934.03542300001,357.4
48-02510,1,1,0,1,1,1,6,2,2,2,2,65,0,2,7,9,N,501,123352.897647,3092.4
48-02515,2,1,0,1,1,2,6,2,2,2,2,68,0,2,7,2,N,330,19847.0156766,2134.8
48-02101,1,1,0,1,1,1,N,1,2,2,2,77,0,2,7,2,N,0,8277.7688511,357.4
48-02515,2,4,0,1,1,1,N,2,2,2,2,51,0,3,3,3,N,412,14508.6195954,2134.8
48-02101,2,N,0,1,1,1,N,2,2,2,2,6,1,3,3,N,N,501,N,357.4
48-02101,2,1,0,1,1,1,9,2,2,2,2,57,0,2,8,8,N,501,88174.229304,357.4
48-02102,1,1,0,6,1,1,10,2,2,2,2,50,0,5,4,5,N,294,22179.548806799998,450.89999999999975
48-02102,2,1,0,1,1,1,11,2,2,2,2,60,0,3,7,3,N,501,14428.919292899998,450.89999999999975
48-02515,2,1,1,1,1,1,10,2,2,2,2,35,3,5,7,5,N,304,45004.82175,2134.8
48-02510,2,1,0,1,1,1,N,2,2,2,2,68,0,2,7,0,N,501,12615.139288499999,3092.4
48-02102,1,2,3,4,2,0,10,1,2,2,2,29,N,N,6,0,1,108,528842.99475,450.89999999999975
48-02510,2,1,0,1,1,1,18,2,2,2,2,64,2,4,5,7,N,232,308807.90602199995,3092.4
48-02101,1,N,0,1,1,1,N,2,2,2,2,8,3,5,3,N,N,306,N,357.4
48-02510,1,1,0,1,1,2,8,2,1,2,2,78,3,5,7,9,N,501,211907.351544,3092.4
48-02515,1,1,0,1,1,1,4,2,2,2,2,72,0,2,7,9,N,501,33827.272184999994,2134.8
48-02507,1,6,1,9,1,1,10,2,2,2,2,19,2,5,4,5,N,252,0.17794770000000426,3731.1
48-02101,1,1,1,1,1,1,4,2,2,2,2,53,2,4,5,6,N,371,39599.7016842,357.4
48-02516,2,1,0,1,1,1,10,2,2,2,2,42,1,3,7,9,N,501,114528.265194,1338.4
48-02510,1,1,0,1,1,1,11,2,2,2,2,40,1,3,10,9,N,501,177229.058076,3092.4
48-02101,2,1,0,1,1,1,15,2,2,2,2,62,0,2,9,3,N,186,13054.2665862,357.4
48-02507,2,1,0,1,1,1,4,2,2,2,2,68,0,2,7,5,N,501,-0.2663597999999183,3731.1
48-02516,1,6,0,1,1,1,N,2,2,2,2,18,0,2,4,0,N,501,12014.6361216,1338.4
48-02516,1,3,0,1,1,2,16,2,2,2,2,30,0,N,6,6,N,463,45016.5895515,1338.4
48-02102,1,N,0,1,1,1,N,2,2,2,2,10,3,5,3,N,N,11,N,450.89999999999975
48-02515,1,1,0,1,1,1,9,2,2,2,2,63,0,2,8,8,N,501,49993.819491,2134.8
48-02510,2,1,0,1,1,1,10,2,2,2,2,55,2,3,5,9,N,501,135212.454993,3092.4
48-02102,2,1,0,1,1,1,N,2,2,2,2,65,0,5,10,5,N,501,0.1053351600003225,450.89999999999975
48-02510,1,4,0,1,1,2,8,2,2,1,2,75,1,2,9,4,N,378,175709.06942400002,3092.4
48-02510,1,3,1,8,1,1,10,2,2,2,2,37,0,N,9,9,N,501,107088.518061,3092.4
48-02510,2,6,0,1,1,1,14,2,2,2,2,16,2,4,4,0,N,501,11974.177057499997,3092.4
48-02102,2,4,0,1,1,1,9,2,1,2,1,54,1,2,7,5,N,160,40086.236168999996,450.89999999999975
48-02101,1,1,2,1,1,1,10,2,2,1,2,67,3,5,9,6,N,343,69999.2970012,357.4
48-02102,1,6,1,1,1,1,N,2,2,2,2,16,1,6,4,0,N,78,-0.4872440999997707,450.89999999999975
48-02101,1,6,0,1,1,1,N,2,2,2,2,33,1,3,8,7,N,372,55911.944613,357.4
48-02101,1,1,0,1,1,1,6,2,2,2,2,57,0,2,9,9,N,501,118155.963996,357.4
48-02102,2,3,0,1,1,1,N,2,1,2,2,67,0,2,5,6,N,501,22558.4136204,450.89999999999975
48-02516,1,1,1,1,1,1,12,2,2,2,2,29,2,5,5,6,N,450,45036.3413472,1338.4
48-02102,2,1,1,1,1,1,7,2,2,2,2,39,0,2,7,7,N,231,61732.038574499995,450.89999999999975
48-02507,2,1,1,1,1,1,17,2,2,1,2,36,0,3,3,7,N,265,61678.370460000006,3731.1
48-02507,1,1,0,1,1,1,10,2,2,2,2,70,0,2,10,5,N,501,40091.2758855,3731.1
48-02516,1,N,0,1,1,2,N,N,N,2,2,0,0,2,N,N,N,341,N,1338.4
48-02102,1,1,0,2,1,1,16,2,2,2,2,60,0,4,7,5,N,494,44957.031189,450.89999999999975
48-02102,1,6,1,1,1,2,0,2,2,2,2,18,10,11,4,5,N,370,27320.985489000006,450.89999999999975
48-02102,2,6,1,4,1,1,N,2,2,2,2,17,3,7,4,0,N,315,-0.2147355000006428,450.89999999999975
48-02102,1,N,0,1,1,2,N,N,N,2,2,3,2,5,4,N,N,179,N,450.89999999999975
48-02102,2,N,1,1,1,1,N,2,2,2,2,13,0,2,3,N,N,82,N,450.89999999999975
48-02516,1,N,0,1,1,1,N,N,N,2,2,1,2,3,N,N,N,501,N,1338.4
48-02102,1,1,0,1,1,1,10,2,2,2,2,40,3,5,5,8,N,335,101174.539809,450.89999999999975
48-02516,2,6,0,1,1,1,N,2,2,2,2,15,0,2,5,2,N,224,27191.073361199997,1338.4
48-02101,1,3,0,1,1,1,12,2,2,2,2,74,0,6,12,9,N,501,104596.545396,357.4
48-02515,1,1,0,1,1,1,N,2,2,2,2,73,0,3,9,7,N,501,54609.0945372,2134.8
48-02510,2,N,0,1,1,1,N,2,2,2,2,14,2,4,3,N,N,501,N,3092.4
48-02101,1,1,1,1,1,1,4,2,2,2,2,62,0,3,9,6,N,448,60000.145711799996,357.4
48-02101,1,1,0,1,1,1,6,2,2,2,2,58,2,4,4,8,N,501,88992.33058800001,357.4
48-02510,1,1,0,1,1,1,6,2,2,2,2,70,0,2,10,9,N,501,61931.49032700001,3092.4
48-02101,1,1,0,1,1,1,N,2,2,2,2,71,0,3,7,2,N,366,5858.87673,357.4
48-02102,1,6,0,1,1,2,3,2,2,2,2,32,1,3,4,1,N,351,-1.3634184900001856,450.89999999999975
48-02102,1,N,0,1,1,1,N,1,2,2,2,9,5,6,3,N,N,390,N,450.89999999999975
48-02101,2,N,4,1,1,1,N,2,2,2,2,12,2,4,3,N,N,501,N,357.4
48-02102,2,1,0,1,1,1,10,2,2,2,2,67,1,3,9,9,N,501,134505.659085,450.89999999999975
48-02507,1,6,0,1,1,1,18,2,2,2,2,19,0,4,7,0,N,501,19790.2619523,3731.1
48-02101,1,N,1,1,1,1,N,N,N,2,2,1,0,2,N,N,N,297,N,357.4
48-02515,1,N,0,1,1,2,N,2,2,2,2,6,0,N,3,N,N,410,N,2134.8
48-02101,2,4,0,1,1,1,N,2,2,2,2,80,0,N,6,3,N,87,6484.2340353,357.4
48-02507,1,6,1,1,1,2,10,2,2,2,2,23,2,5,5,3,N,202,3678.0098691000003,3731.1
48-02101,1,4,0,1,1,1,6,2,2,2,2,57,0,N,5,5,N,430,22105.7057466,357.4
48-02101,2,1,0,1,1,1,2,2,2,2,2,49,2,3,9,8,N,298,107121.760725,357.4
48-02510,1,1,1,8,1,1,14,2,2,2,2,41,2,4,8,4,N,483,21807.6515811,3092.4
48-02102,2,1,0,1,1,1,11,2,2,2,2,59,0,3,8,8,N,501,59953.839561,450.89999999999975
48-02507,1,1,0,1,1,1,2,2,2,2,2,78,4,6,9,9,N,501,145324.12356,3731.1
48-02102,2,1,0,1,1,1,N,2,2,2,2,43,3,4,7,0,N,406,-1.2763342200005354,450.89999999999975
48-02516,2,1,1,1,1,1,N,2,2,2,1,48,0,3,5,3,N,318,12978.990740099998,1338.4
48-02102,2,1,0,1,1,1,9,2,1,1,2,43,0,2,5,3,N,231,19840.970555699998,450.89999999999975
48-02102,1,1,0,1,1,1,4,2,2,2,2,51,2,4,4,9,N,501,112882.53328799999,450.89999999999975
48-02515,2,4,1,1,2,0,12,2,2,2,2,61,N,N,4,3,N,183,56.38242330000048,2134.8
48-02510,2,1,0,1,1,1,12,2,2,2,2,42,0,4,5,7,N,501,73170.608217,3092.4
48-02510,2,N,0,1,1,1,N,2,2,2,2,5,2,4,2,N,N,501,N,3092.4
48-02516,2,1,0,1,1,1,16,2,2,2,1,70,0,2,9,8,N,501,71153.782224,1338.4
48-02101,1,6,0,1,1,1,N,2,2,2,2,16,0,4,6,0,N,501,9255.064242899998,357.4
48-02102,1,N,1,1,1,1,N,2,2,2,2,12,3,6,3,N,N,21,N,450.89999999999975
48-02510,1,1,0,1,1,1,2,2,2,2,2,33,1,4,9,9,N,501,133620.446211,3092.4
48-02516,1,6,0,2,1,1,N,1,2,2,2,22,0,4,7,4,N,122,454.7332944,1338.4
48-02101,1,N,1,8,1,1,N,N,N,2,2,1,3,5,N,N,N,315,N,357.4
48-02510,1,1,0,1,1,1,N,2,2,2,2,62,0,2,7,6,N,501,21875.999615400004,3092.4
48-02102,2,N,0,1,1,1,N,2,2,2,2,13,2,4,3,N,N,265,N,450.89999999999975
48-02101,1,1,0,1,1,1,5,2,2,2,2,57,0,3,9,6,N,501,24577.676111099998,357.4
48-02516,2,1,4,1,1,1,13,2,1,1,2,72,2,4,8,6,N,158,27190.672215,1338.4
48-02101,1,2,1,1,1,1,7,2,2,2,2,24,0,2,8,7,N,237,61976.9451,357.4
48-02516,1,N,0,6,1,1,N,2,2,2,2,14,1,3,3,N,N,501,N,1338.4
48-02516,2,1,0,1,1,1,N,2,1,2,2,64,0,2,4,0,N,501,12893.5051308,1338.4
48-02515,2,1,0,1,1,1,12,2,2,2,2,69,0,2,9,3,N,304,-0.9408608999992794,2134.8
48-02102,2,1,0,1,1,1,1,2,2,2,2,39,2,4,7,5,N,386,26682.2854179,450.89999999999975
48-02510,2,1,0,1,1,1,12,2,2,2,2,46,0,3,7,8,N,457,50118.115572,3092.4
48-02101,1,N,1,1,1,1,N,2,2,2,2,14,1,4,3,N,N,501,N,357.4
48-02102,1,N,0,1,1,1,N,2,2,2,2,5,0,6,4,N,N,501,N,450.89999999999975
48-02515,1,6,0,1,1,1,6,2,2,2,2,65,0,3,5,5,N,501,30660.9050538,2134.8
48-02102,1,1,1,1,1,1,N,2,2,2,2,20,0,2,7,3,N,501,19760.0101125,450.89999999999975
48-02516,2,1,0,1,1,1,12,2,2,2,2,29,2,4,7,0,N,501,-0.6861245999998573,1338.4
48-02515,1,1,0,1,1,1,15,2,2,2,2,61,1,3,7,3,N,21,-0.41192339999997785,2134.8
48-02507,2,6,0,1,1,1,10,2,2,2,2,19,1,3,4,0,N,501,3626.6673869999995,3731.1
48-02101,2,1,0,1,1,1,9,2,2,2,2,48,0,2,9,9,N,501,111603.1308,357.4
48-02510,2,1,0,1,1,2,7,2,1,2,1,71,0,2,7,5,N,438,45978.980754000004,3092.4
48-02515,2,6,0,1,1,2,14,2,1,2,2,39,0,2,9,8,N,117,61023.283482,2134.8
48-02102,2,1,0,1,1,1,N,2,2,2,2,27,2,4,9,0,N,501,9796.6031499,450.89999999999975
48-02510,2,1,0,1,1,1,12,2,2,2,2,30,0,2,7,6,N,501,43547.66241,3092.4
48-02101,1,1,0,1,1,1,4,2,2,2,2,72,4,5,10,9,N,459,120200.65018499999,357.4
48-02510,2,1,0,1,1,1,N,2,2,2,2,64,0,3,5,4,N,324,30004.501232999995,3092.4
48-02102,2,6,0,1,1,2,N,2,2,2,2,24,0,2,5,3,N,0,-1.411403699999937,450.89999999999975
48-02507,1,1,1,8,1,1,7,2,2,2,2,34,0,5,5,8,N,501,50547.545118,3731.1
48-02101,2,N,1,1,1,2,N,2,2,2,2,12,1,3,3,N,N,216,N,357.4
48-02102,1,1,0,1,1,1,5,2,2,2,2,44,0,5,7,8,N,501,59917.431735000006,450.89999999999975
48-02102,1,4,0,1,1,2,10,2,2,2,2,63,0,N,4,4,N,182,23591.346466799998,450.89999999999975
48-02102,1,2,0,1,1,1,N,2,2,2,2,91,0,N,7,4,N,459,39991.795013099996,450.89999999999975
48-02101,2,N,0,1,1,1,N,2,2,2,2,14,3,5,3,N,N,147,N,357.4
48-02101,1,1,0,1,1,1,15,2,2,2,2,92,1,3,3,9,N,501,163345.515039,357.4
48-02516,2,1,0,1,1,1,N,2,2,2,2,79,0,3,5,3,N,501,383.4502917,1338.4
48-02507,1,1,1,1,1,2,10,2,2,2,2,32,0,3,7,3,N,174,0.1280159999996613,3731.1
48-02102,1,6,0,1,1,2,15,2,2,2,2,35,3,5,5,1,N,338,15750.364272300001,450.89999999999975
48-02101,2,N,4,1,1,1,N,2,2,2,2,13,2,4,3,N,N,304,N,357.4
48-02516,1,N,1,1,1,1,N,N,N,2,2,1,2,5,N,N,N,240,N,1338.4
48-02507,1,1,0,1,1,1,11,2,2,2,2,51,0,2,8,7,N,501,52003.629657,3731.1
48-02102,1,6,0,1,1,1,N,1,2,2,2,22,0,3,5,0,N,477,-0.018393899999864516,450.89999999999975
48-02507,2,6,0,1,1,1,N,2,2,2,2,18,0,2,5,2,N,501,13102.1739366,3731.1
48-02516,2,1,0,1,1,1,4,2,2,2,2,57,0,3,5,6,N,501,27254.058392400002,1338.4
48-02515,2,6,1,1,1,2,16,2,2,2,2,25,0,N,9,5,N,420,34342.178031,2134.8
48-02516,1,1,0,1,1,2,4,2,1,2,2,35,0,5,5,4,N,205,30001.463016,1338.4
48-02101,2,4,0,1,1,1,N,2,2,2,2,43,0,3,7,3,N,501,9818.2015722,357.4
48-02510,2,N,1,1,1,1,N,2,2,2,2,12,2,4,3,N,N,501,N,3092.4
48-02101,1,6,1,1,1,1,6,2,2,2,2,43,1,6,4,8,N,302,62032.86860399999,357.4
48-02516,2,N,0,1,1,2,N,2,2,2,2,8,3,5,3,N,N,162,N,1338.4
48-02516,1,1,0,1,1,1,4,2,2,2,2,51,2,4,7,9,N,501,109448.171721,1338.4
48-02507,1,1,0,1,1,1,10,1,1,2,2,67,0,3,9,8,5,350,395122.96548899997,3731.1
48-02102,1,1,0,1,1,1,6,2,2,2,2,73,0,5,5,9,N,501,113314.823328,450.89999999999975
48-02507,2,1,0,1,1,1,7,2,2,2,2,68,0,2,7,5,N,501,39982.3147605,3731.1
48-02515,1,4,0,1,1,1,10,2,2,2,2,60,0,N,11,8,N,365,52058.630694,2134.8
48-02515,1,6,0,1,1,1,10,2,2,2,2,32,0,2,8,6,N,118,21595.605192,2134.8
48-02510,1,2,3,8,1,2,14,1,2,2,2,18,3,9,9,2,4,141,428344.387359,3092.4
48-02101,2,1,0,1,1,1,6,2,2,2,2,69,0,2,9,8,N,501,79981.5756075,357.4
48-02101,2,6,1,1,1,1,6,2,2,2,2,26,0,3,5,4,N,469,0.15458982000018295,357.4
48-02516,2,1,1,1,1,1,15,2,2,2,2,25,0,5,7,4,N,301,8021.735173200001,1338.4
48-02510,1,1,0,6,1,1,4,2,2,2,2,57,0,2,5,8,N,501,91021.53795,3092.4
48-02102,1,1,0,1,1,1,4,2,2,2,2,54,0,2,7,9,N,501,106949.21708100001,450.89999999999975
48-02102,2,N,0,1,1,1,N,2,2,2,2,14,2,4,3,N,N,418,N,450.89999999999975
48-02102,2,N,0,1,1,1,N,2,2,2,2,6,4,6,3,N,N,228,N,450.89999999999975
48-02101,1,N,1,8,1,1,N,2,2,2,2,6,4,7,1,N,N,465,N,357.4
48-02510,1,6,0,1,1,1,11,2,2,2,2,29,0,2,8,2,N,291,-0.2863324800000555,3092.4
48-02101,1,1,0,1,1,2,6,2,2,2,2,36,4,5,10,6,N,307,34430.6011476,357.4
48-02510,1,1,0,1,1,1,7,2,2,2,2,67,1,3,5,6,N,193,37953.297816,3092.4
48-02510,1,1,0,1,1,1,3,2,2,2,2,41,0,4,9,7,N,501,61363.013691,3092.4
48-02102,1,N,0,2,1,1,N,2,2,2,2,13,1,5,3,N,N,239,N,450.89999999999975
48-02101,2,6,0,1,1,1,14,2,2,2,2,16,3,5,4,2,N,193,-0.5405609999997978,357.4
48-02101,2,3,0,1,1,2,12,2,2,2,2,40,5,N,4,4,N,354,10093.9176492,357.4
48-02101,1,1,0,1,1,1,10,2,2,2,2,65,0,2,7,5,N,367,24500.7059724,357.4
48-02101,2,1,0,1,1,1,7,2,2,2,2,60,0,3,5,0,N,310,0.1153215000003911,357.4
48-02101,2,1,0,1,1,1,11,2,2,2,2,35,0,2,9,8,N,501,89956.748679,357.4
48-02101,2,N,1,1,1,2,N,N,N,2,2,3,1,3,1,N,N,501,N,357.4
48-02507,2,6,0,2,1,1,5,2,2,2,2,33,1,5,3,1,N,259,1030.1538218999995,3731.1
48-02101,1,6,0,2,1,1,10,2,2,2,2,16,0,4,4,0,N,499,-0.5507166000006691,357.4
48-02101,2,1,0,1,1,1,14,2,1,2,2,92,0,2,9,0,N,501,-0.2796467099997244,357.4
48-02516,1,1,0,1,1,1,6,2,2,2,2,48,1,5,9,3,N,246,4472.3893640999995,1338.4
48-02516,2,6,1,1,1,2,N,2,2,2,2,84,0,2,5,0,N,48,12009.4762305,1338.4
48-02507,1,6,1,9,1,1,2,2,2,2,2,62,3,5,4,0,N,427,-0.21219660000042495,3731.1
48-02101,1,1,0,1,1,1,4,2,2,2,2,57,0,2,5,9,N,501,155807.40245700002,357.4
48-02102,1,1,0,1,1,2,9,2,1,2,2,73,0,2,5,5,N,292,23910.754473899997,450.89999999999975
48-02515,2,1,0,1,1,1,N,2,2,2,2,75,0,2,7,2,N,501,-1244.2376519999998,2134.8
48-02101,2,1,0,1,1,1,13,2,2,2,2,82,0,2,7,0,N,178,9215.8839381,357.4
48-02507,1,1,0,1,1,1,9,2,2,2,2,74,1,2,8,8,N,501,85101.67791299999,3731.1
48-02516,1,6,1,1,1,1,14,2,2,2,2,15,2,4,3,0,N,501,7430.4710633999985,1338.4
48-02510,1,1,0,9,1,1,16,2,2,2,2,74,0,2,8,9,N,501,-0.32221560000016325,3092.4
48-02101,1,2,1,1,1,1,4,2,2,2,2,64,0,7,5,5,N,381,39928.020384,357.4
48-02101,2,1,0,1,1,1,N,1,2,2,2,71,0,2,4,0,N,0,12020.101526999999,357.4
48-02516,2,1,0,1,1,1,9,2,2,2,2,37,2,4,8,9,N,501,49994.403437999994,1338.4
48-02102,1,1,0,1,1,1,N,2,2,2,2,57,0,2,6,0,N,183,20003.9975562,450.89999999999975
48-02102,2,6,0,1,1,2,11,2,2,2,2,18,0,2,4,2,N,291,3824.7828317999993,450.89999999999975
48-02101,2,N,0,9,1,2,N,2,2,2,2,11,4,6,3,N,N,160,N,357.4
48-02101,2,6,1,1,1,1,11,2,2,2,2,27,1,5,3,0,N,179,1833.921322799999,357.4
48-02507,1,N,1,1,1,1,N,N,N,2,2,2,0,3,N,N,N,501,N,3731.1
48-02507,2,1,0,1,1,1,12,2,2,2,2,43,2,4,3,8,N,460,52187.649129,3731.1
48-02516,2,1,0,1,1,1,6,2,1,2,2,68,0,2,9,2,N,56,27181.2909795,1338.4
48-02102,2,1,0,1,1,1,12,2,2,2,2,48,0,3,9,9,N,501,168954.876069,450.89999999999975
48-02101,1,3,0,1,1,2,5,2,2,2,2,81,0,N,6,6,3,258,29989.068952499998,357.4
48-02101,2,1,0,1,1,1,6,2,2,2,2,43,0,2,5,1,N,152,44040.3545736,357.4
48-02516,2,1,1,1,1,1,12,2,2,2,2,41,3,5,9,5,N,323,52373.488146,1338.4
48-02510,1,1,0,1,1,1,4,2,2,2,2,85,1,2,8,8,N,501,91026.15028500001,3092.4
48-02515,1,1,0,1,1,1,N,2,2,2,2,73,0,3,10,7,N,501,60001.19850900001,2134.8
48-02507,1,6,1,1,1,1,N,2,2,2,2,17,0,5,4,0,N,126,2040.556469699999,3731.1
48-02516,2,N,0,6,1,1,N,N,N,2,2,2,3,6,N,N,N,172,N,1338.4
48-02101,2,N,4,3,1,1,N,2,2,2,2,8,3,7,3,N,N,159,N,357.4
48-02101,2,4,0,1,1,2,12,2,2,2,2,41,0,N,9,9,N,501,101263.40130900001,357.4
48-02101,1,6,1,1,1,1,14,2,2,2,2,17,1,2,4,2,N,227,13139.5744725,357.4
48-02510,2,4,0,1,1,1,N,2,2,2,2,54,0,N,10,7,N,501,55911.22187280001,3092.4
48-02515,2,6,4,9,1,2,11,2,2,1,2,19,0,2,4,2,N,482,0.3522855000001073,2134.8
48-02510,1,1,0,1,1,1,7,2,2,2,2,60,1,3,9,8,N,501,90948.6410532,3092.4
48-02102,2,1,0,1,1,1,N,2,2,2,2,38,0,4,7,8,N,121,315.81822720000036,450.89999999999975
48-02510,2,1,0,6,1,1,12,2,2,2,2,56,0,2,8,8,N,501,97005.572916,3092.4
48-02516,1,6,0,9,1,1,7,2,2,2,2,19,0,2,12,5,N,420,24829.6246989,1338.4
48-02510,1,1,0,1,1,1,2,2,2,2,2,66,0,2,8,9,N,501,115111.941378,3092.4
48-02516,1,N,0,1,1,1,N,2,2,2,2,5,2,3,4,N,N,453,N,1338.4
48-02516,1,6,0,1,1,1,6,2,2,2,2,20,0,3,7,2,N,419,40057.038819,1338.4
48-02102,1,N,0,1,1,1,N,N,N,2,2,1,1,4,N,N,N,471,N,450.89999999999975
48-02101,2,6,0,1,1,1,N,2,2,2,2,22,1,3,5,0,N,0,8575.996508100001,357.4
48-02102,2,1,0,1,1,1,N,2,2,2,2,77,0,2,7,3,N,315,9523.427665500001,450.89999999999975
48-02510,2,1,0,1,1,1,4,2,2,2,2,56,0,2,7,7,N,501,-0.16226490000008198,3092.4
48-02515,2,N,0,1,1,1,N,N,N,2,2,2,2,4,N,N,N,498,N,2134.8
48-02507,2,3,0,1,1,1,N,2,2,2,2,65,0,3,8,2,N,470,16790.017587000002,3731.1
48-02516,2,1,0,1,1,1,N,2,2,2,2,62,0,2,7,8,N,501,0.0069950999995853635,1338.4
48-02510,2,3,0,1,1,1,6,2,1,2,2,77,0,N,7,4,N,273,29976.6943539,3092.4
48-02102,1,6,0,9,1,1,6,2,2,2,2,20,1,3,5,0,N,392,11938.607914799999,450.89999999999975
48-02101,2,1,0,1,1,1,11,2,2,2,2,26,0,2,10,6,N,501,25595.0091096,357.4
48-02516,2,6,0,1,1,1,N,2,2,2,2,22,0,3,5,4,N,122,381.5850464999994,1338.4
48-02102,2,1,0,1,1,1,12,2,2,2,2,61,0,5,9,9,N,501,125412.639513,450.89999999999975
48-02510,2,6,1,2,1,2,14,2,2,2,2,15,0,7,3,0,N,163,0.17371619999994437,3092.4
48-02102,1,1,0,1,1,1,N,2,2,1,2,72,0,3,4,4,N,130,23372.792877000004,450.89999999999975
48-02101,1,N,0,1,1,2,N,1,2,2,2,6,1,3,2,N,N,85,N,357.4
48-02515,1,4,0,1,1,1,3,2,2,2,2,68,0,N,4,6,N,420,33539.2441356,2134.8
48-02102,2,3,0,1,1,1,N,2,2,2,2,80,0,3,5,6,N,501,27179.528136599998,450.89999999999975
48-02515,1,N,0,1,1,1,N,N,N,2,2,3,3,6,2,N,N,251,N,2134.8
48-02101,2,1,0,1,1,1,11,2,2,2,2,36,0,3,9,6,N,501,30658.307759100004,357.4
48-02507,2,1,0,6,1,1,11,2,2,2,2,56,0,2,9,1,N,355,3806.2708655999995,3731.1
48-02101,2,N,0,1,1,1,N,2,2,2,2,13,1,3,3,N,N,501,N,357.4
48-02507,1,1,0,1,1,1,10,2,2,2,2,41,2,4,10,9,N,501,134497.094529,3731.1
48-02101,1,1,0,9,1,1,5,2,2,1,1,67,3,6,7,8,N,501,70310.063439,357.4
48-02101,2,4,0,1,1,1,N,2,2,2,2,80,0,3,6,1,N,501,-0.3332175000005009,357.4
48-02507,1,N,0,1,1,1,N,2,2,2,2,14,3,7,3,N,N,211,N,3731.1
48-02510,2,4,1,1,1,1,9,1,2,2,2,40,0,2,5,2,N,95,26664.135668099996,3092.4
48-02102,2,N,0,1,1,1,N,2,2,2,2,5,3,7,3,N,N,334,N,450.89999999999975
48-02102,2,4,0,1,1,1,14,2,2,2,2,79,0,N,7,2,N,287,-1.2802271999998993,450.89999999999975
48-02516,2,1,0,1,1,1,10,2,2,2,2,40,2,4,10,6,N,327,49995.038163000005,1338.4
48-02510,1,1,0,1,1,1,7,2,2,2,2,60,1,4,9,9,N,501,131296.36254,3092.4
48-02101,2,1,0,1,1,1,14,2,2,2,2,63,0,2,5,5,N,249,40000.4619714,357.4
48-02510,1,4,0,1,1,1,3,2,2,2,2,30,1,3,10,6,N,247,92746.788204,3092.4
48-02510,1,N,1,1,1,1,N,2,2,2,2,13,2,4,3,N,N,266,N,3092.4
48-02515,2,1,0,1,1,1,11,2,2,2,2,28,0,2,10,7,N,501,49997.65323,2134.8
48-02101,2,4,1,1,1,1,5,2,2,2,2,69,0,5,5,0,N,452,6364.2752418,357.4
48-02101,2,1,0,2,1,2,10,2,2,2,2,40,0,2,7,4,N,209,-0.747481350000271,357.4
48-02516,1,4,0,1,1,1,6,2,2,2,2,48,0,5,9,4,N,153,45757.8645678,1338.4
48-02101,1,1,0,1,1,1,6,2,2,2,2,20,0,2,7,4,N,390,30905.537378099994,357.4
48-02516,1,1,0,1,1,1,N,2,2,2,2,47,2,4,9,6,N,254,22658.617232999997,1338.4
48-02510,1,N,0,1,1,1,N,2,2,2,2,14,2,4,3,N,N,130,N,3092.4
48-02510,1,4,1,1,1,1,0,2,2,2,2,59,0,2,7,6,N,363,24091.910913,3092.4
48-02515,1,N,1,8,1,1,N,2,2,2,2,7,3,5,3,N,N,200,N,2134.8
48-02102,1,N,1,1,1,1,N,2,2,2,2,14,3,5,3,N,N,160,N,450.89999999999975
48-02101,2,2,1,1,1,1,0,2,1,2,2,25,0,7,7,4,N,248,30000.229110599998,357.4
48-02102,2,6,0,1,1,2,12,2,2,2,2,32,0,2,5,3,N,501,461.18633190000037,450.89999999999975
48-02510,2,6,0,1,1,1,11,2,2,2,2,28,0,N,8,5,N,345,36627.3268242,3092.4
48-02101,1,4,1,8,1,2,7,2,2,2,2,24,0,3,8,7,N,464,59891.187972,357.4
48-02102,2,1,0,1,1,1,N,2,1,2,2,62,0,2,7,5,N,200,30002.960967,450.89999999999975
48-02102,2,1,0,6,1,1,N,2,2,2,2,60,2,4,3,0,N,106,12011.266154999998,450.89999999999975
48-02101,2,1,0,1,1,1,14,2,2,2,2,39,2,6,7,2,N,474,55.81142469000042,357.4
48-02507,2,3,0,1,1,1,N,2,1,2,2,87,0,N,5,3,N,227,15885.9059877,3731.1
48-02101,2,1,1,1,1,1,7,2,2,2,2,36,1,7,7,8,N,215,86521.25306999999,357.4
48-02101,2,4,0,1,1,1,12,2,2,2,2,69,0,5,6,3,N,32,9728.820443999999,357.4
