AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET
78,1,3,9,1,2,1,4,2
78,2,1,2,1,1,4,2,N
78,2,3,1,1,1,11,8,N
79,1,1,1,1,1,9,9,N
79,2,6,7,2,2,4,4,3
80,1,1,2,1,1,8,6,N
80,2,4,2,1,2,4,2,N
81,2,3,5,3,2,10,7,2
82,2,5,5,1,0,11,1,1
82,2,5,6,3,0,8,7,4
83,1,4,1,1,1,7,7,N
83,1,6,1,1,1,5,N,3
83,2,3,8,3,0,5,8,1
83,2,4,1,2,1,3,N,N
84,1,1,1,3,0,12,2,3
84,2,6,4,2,1,12,0,2
87,1,1,1,1,1,11,9,N
87,1,1,1,1,1,11,9,N
88,2,1,5,2,2,2,0,4
89,2,1,1,1,1,9,8,N
89,2,3,2,1,1,10,8,N
89,2,3,2,1,1,4,2,N
90,1,6,2,2,1,5,8,1
92,2,2,3,1,2,10,6,1
92,2,2,7,3,1,N,5,4
94,1,3,1,1,2,5,3,N
94,1,3,1,1,2,8,9,N
94,1,3,2,1,1,5,6,N
1,1,4,1,1,0,3,4,1
1,1,N,6,1,2,N,N,N
1,1,N,6,1,2,N,N,N
1,1,N,6,1,2,N,N,N
1,1,N,6,1,2,N,N,N
1,1,N,6,1,2,N,N,N
3,1,2,4,3,2,N,5,5
3,1,2,5,3,1,8,3,3
4,1,5,1,1,1,10,N,6
4,1,5,4,3,0,8,6,3
4,2,N,6,1,1,1,N,N
4,2,N,6,1,1,1,N,N
4,2,N,6,1,1,1,N,N
4,2,N,6,1,1,1,N,N
6,2,4,9,2,2,11,7,4
6,2,N,4,2,2,8,4,4
8,2,N,8,1,2,3,N,N
9,2,N,6,1,1,3,N,N
9,2,N,6,1,1,3,N,N
9,2,N,6,1,1,3,N,N
9,2,N,6,1,1,3,N,N
9,2,N,6,1,1,3,N,N
9,2,N,6,1,1,3,N,N
9,2,N,6,1,1,3,N,N
9,2,N,6,1,1,3,N,N
9,2,N,6,1,1,3,N,N
9,2,N,6,1,1,3,N,N
9,2,N,6,1,1,3,N,N
9,2,N,6,1,1,3,N,N
9,2,N,6,1,1,3,N,N
10,2,2,6,3,0,7,2,3
10,2,N,2,1,2,3,N,N
10,2,N,2,1,2,3,N,N
10,2,N,2,1,2,3,N,N
10,2,N,2,1,2,3,N,N
10,2,N,2,1,2,3,N,N
10,2,N,2,1,2,3,N,N
10,2,N,2,1,2,3,N,N
10,2,N,2,1,2,3,N,N
10,2,N,2,1,2,3,N,N
10,2,N,2,1,2,3,N,N
10,2,N,2,1,2,3,N,N
10,2,N,2,1,2,3,N,N
10,2,N,2,1,2,3,N,N
10,2,N,2,1,2,3,N,N
10,2,N,2,1,2,3,N,N
10,2,N,2,1,2,3,N,N
10,2,N,2,1,2,3,N,N
10,2,N,2,1,2,3,N,N
10,2,N,2,1,2,3,N,N
10,2,N,2,1,2,3,N,N
10,2,N,2,1,2,3,N,N
10,2,N,2,1,2,3,N,N
10,2,N,2,1,2,3,N,N
10,2,N,2,1,2,3,N,N
10,2,N,2,1,2,3,N,N
10,2,N,2,1,2,3,N,N
10,2,N,2,1,2,3,N,N
10,2,N,2,1,2,3,N,N
11,1,N,6,1,1,3,N,N
11,1,N,6,1,1,3,N,N
11,1,N,6,1,1,3,N,N
11,1,N,6,1,1,3,N,N
11,1,N,6,1,1,3,N,N
11,1,N,6,1,1,3,N,N
11,1,N,6,1,1,3,N,N
11,1,N,6,1,1,3,N,N
11,1,N,6,1,1,3,N,N
11,1,N,6,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
11,2,N,1,1,1,3,N,N
12,1,1,9,3,2,3,9,5
12,2,6,1,1,0,4,8,4
12,2,N,9,2,2,10,7,1
14,1,2,8,2,2,12,5,4
14,1,N,6,1,1,3,N,N
14,1,N,6,1,1,3,N,N
14,1,N,6,1,1,3,N,N
14,1,N,6,1,1,3,N,N
14,1,N,6,1,1,3,N,N
14,1,N,6,1,1,3,N,N
14,2,N,6,1,2,3,N,N
14,2,N,6,1,2,3,N,N
14,2,N,6,1,2,3,N,N
14,2,N,6,1,2,3,N,N
15,2,6,1,1,1,3,0,N
15,2,6,1,1,1,3,0,N
15,2,6,1,1,1,3,0,N
15,2,6,1,1,1,3,0,N
15,2,6,1,1,1,3,0,N
15,2,6,1,1,1,3,0,N
15,2,6,1,1,1,3,0,N
15,2,6,1,1,1,3,0,N
15,2,6,1,1,1,3,0,N
15,2,6,1,1,1,3,0,N
15,2,6,1,1,1,3,0,N
15,2,6,1,1,1,3,0,N
15,2,6,1,1,1,3,0,N
16,1,3,5,1,0,2,9,1
17,1,6,6,1,2,4,1,N
18,1,6,2,2,0,4,0,N
18,2,6,2,1,1,5,0,N
18,2,6,6,3,0,5,8,N
19,2,6,1,1,2,7,0,N
19,2,6,2,3,0,3,0,N
20,1,6,2,3,0,5,0,N
20,1,6,2,3,0,5,0,N
20,1,6,2,3,0,5,0,N
20,2,6,2,1,1,7,0,N
20,2,6,8,1,1,5,4,N
21,1,6,1,1,2,9,1,N
21,2,6,8,1,2,5,0,N
22,2,2,3,2,1,1,7,4
23,1,6,1,1,2,9,5,N
23,1,6,1,1,2,9,5,N
23,1,6,1,1,2,9,5,N
23,1,6,1,1,2,9,5,N
23,1,6,1,1,2,9,5,N
23,1,6,1,1,2,9,5,N
23,2,1,1,1,1,10,8,N
23,2,6,6,1,2,9,3,N
23,2,6,6,1,2,9,3,N
24,1,6,2,1,1,9,5,N
24,2,6,1,1,2,10,6,N
24,2,6,6,1,2,9,8,N
24,2,6,6,1,2,9,8,N
24,2,6,6,1,2,9,8,N
24,2,6,6,1,2,9,8,N
24,2,N,2,1,0,6,8,6
25,1,6,1,1,2,8,2,N
25,1,6,6,1,1,9,1,N
26,2,1,1,1,1,9,5,N
27,1,1,1,1,0,6,1,4
27,2,1,1,1,1,12,7,N
27,2,6,1,1,1,8,6,N
27,2,6,1,1,1,8,6,N
28,1,2,5,2,2,1,N,N
28,1,5,8,3,1,3,4,3
28,1,6,2,1,2,7,3,N
28,2,6,1,1,1,10,8,N
28,2,6,1,1,1,10,8,N
29,1,1,1,1,2,11,8,N
29,2,1,1,1,1,9,9,N
29,2,1,8,1,2,7,4,N
29,2,6,1,2,0,3,9,N
30,1,6,2,1,2,7,3,N
30,2,1,1,1,2,7,1,N
30,2,5,1,1,2,4,8,N
31,1,6,1,1,1,5,4,N
32,1,4,1,1,1,9,8,N
33,1,1,1,1,1,4,6,N
33,1,1,1,1,2,9,8,N
33,1,1,1,1,2,9,8,N
33,1,2,1,1,1,5,7,N
33,1,4,1,1,1,7,6,N
33,1,6,2,1,2,3,7,N
33,2,4,1,1,2,5,4,N
34,2,1,1,1,2,12,8,N
35,1,1,1,1,1,5,6,N
35,1,2,1,2,0,5,9,N
35,1,6,1,1,2,11,9,N
35,1,6,1,1,2,11,9,N
35,1,6,1,1,2,11,9,N
35,1,6,9,3,2,6,9,6
35,2,6,1,1,2,12,7,N
36,1,1,1,1,1,8,9,N
36,2,1,6,1,1,10,0,N
36,2,3,1,3,1,1,7,6
36,2,6,2,1,2,10,6,N
37,1,1,1,1,2,10,8,N
37,1,1,1,1,2,10,8,N
37,2,1,1,1,1,8,9,N
38,1,2,2,2,1,N,5,5
38,1,6,6,1,2,7,2,N
38,2,1,6,1,2,11,9,N
39,1,6,2,1,2,7,8,N
39,2,1,1,1,1,9,4,N
39,2,2,2,1,1,6,0,N
40,1,6,2,1,2,5,7,N
40,2,1,1,1,1,7,7,N
40,2,1,2,1,1,4,6,N
40,2,1,5,2,0,7,5,1
41,1,2,3,1,1,5,0,N
41,1,4,8,3,0,11,3,4
41,1,5,4,2,0,5,0,2
41,1,6,1,1,2,7,1,N
42,1,4,2,1,2,4,2,N
43,1,1,1,1,1,12,8,N
43,1,1,1,1,1,12,8,N
43,1,1,1,1,1,12,8,N
43,1,1,1,1,1,12,8,N
43,1,4,8,3,1,11,2,4
43,2,1,1,1,1,11,9,N
43,2,1,1,1,1,11,9,N
43,2,4,2,1,2,8,1,N
43,2,5,2,1,0,1,9,N
44,1,3,1,1,1,10,9,N
44,2,6,2,1,1,10,8,N
44,2,6,2,1,1,10,8,N
45,1,1,1,1,1,11,9,N
45,1,1,1,1,1,11,9,N
45,1,1,1,1,1,11,9,N
45,1,1,1,1,1,11,9,N
45,1,1,1,1,1,11,9,N
45,1,1,1,1,1,11,9,N
46,1,1,6,1,2,10,9,N
46,1,4,1,1,2,9,8,N
46,2,1,2,1,1,7,5,N
46,2,1,2,1,1,7,5,N
46,2,6,1,1,1,5,0,N
47,1,1,1,1,1,7,8,N
47,1,6,1,1,1,9,0,N
47,1,6,2,1,1,4,1,N
47,2,4,8,3,0,8,3,3
47,2,4,8,3,2,7,4,6
47,2,N,7,3,2,8,7,6
48,2,1,1,1,1,5,5,N
48,2,1,2,1,2,10,8,N
48,2,5,1,1,2,7,4,N
48,2,6,1,1,1,10,9,N
49,1,1,1,1,2,4,2,N
49,1,1,1,1,2,6,5,N
49,1,6,2,3,2,2,N,5
49,2,5,2,1,2,4,5,N
50,1,1,1,1,1,4,7,N
50,1,1,2,3,0,4,3,1
50,2,1,1,1,1,9,2,N
50,2,1,1,1,2,9,6,N
52,2,1,1,1,1,9,0,N
52,2,1,2,1,1,10,9,N
52,2,4,2,1,1,8,8,N
52,2,6,1,1,1,9,4,N
53,1,1,1,1,1,7,6,5
54,2,1,1,1,1,7,5,N
54,2,1,1,1,1,9,1,N
55,1,4,2,2,0,5,2,N
56,1,6,2,2,0,4,0,N
57,1,1,1,1,1,10,9,N
57,1,1,1,1,1,10,9,N
57,1,1,1,1,1,10,9,N
57,1,1,1,1,1,10,9,N
57,1,1,1,1,1,10,9,N
57,1,1,1,1,1,10,9,N
57,1,1,1,1,1,10,9,N
57,1,1,1,1,1,10,9,N
57,1,1,1,1,1,10,9,N
57,1,1,1,1,1,10,9,N
57,1,1,1,1,1,10,9,N
57,1,1,1,1,1,10,9,N
57,1,3,2,1,1,5,5,N
57,2,1,1,1,1,4,2,N
57,2,1,1,1,1,4,2,N
58,1,1,2,1,1,4,7,N
58,1,1,2,1,1,5,6,N
58,1,2,1,1,2,8,9,N
58,1,6,9,3,1,7,0,5
58,2,1,1,1,1,9,7,N
58,2,1,1,1,1,9,7,N
58,2,3,2,1,2,4,2,N
59,1,1,1,1,1,7,2,N
59,1,5,2,1,1,10,8,N
59,2,1,2,1,1,10,4,N
59,2,4,2,1,1,10,8,N
59,2,5,6,1,1,9,3,N
60,1,1,1,1,1,11,9,N
60,1,1,1,1,1,11,9,N
60,1,1,1,1,1,11,9,N
60,1,1,1,1,1,11,9,N
60,1,1,1,1,1,11,9,N
60,1,1,1,1,1,11,9,N
60,1,1,1,1,1,11,9,N
60,1,1,1,1,1,11,9,N
60,1,1,1,1,1,11,9,N
60,1,1,1,1,1,11,9,N
60,1,1,2,1,1,7,0,N
60,1,6,3,1,1,4,0,N
60,2,1,2,1,1,9,5,N
60,2,1,2,1,2,5,6,N
60,2,1,2,1,2,5,6,N
60,2,1,3,1,1,8,6,N
60,2,1,9,3,2,1,8,6
60,2,5,2,1,1,7,3,N
60,2,6,3,1,1,8,6,N
61,1,1,1,1,1,11,9,N
61,1,1,1,1,1,11,9,N
61,1,1,1,1,1,11,9,N
61,2,3,4,1,1,8,0,3
61,2,6,7,1,0,2,7,N
62,1,1,1,1,1,7,5,N
62,1,1,6,1,1,12,9,N
62,2,1,9,1,1,5,3,N
62,2,3,1,1,1,4,7,N
62,2,6,2,1,2,7,1,N
62,2,N,4,3,0,2,4,N
63,1,3,1,1,1,7,1,N
63,2,3,2,1,2,5,4,N
66,1,1,8,2,1,5,1,4
66,1,2,5,1,1,11,2,5
66,2,3,2,1,1,5,7,N
66,2,3,2,1,1,5,7,N
67,1,1,1,1,1,8,6,3
67,2,6,1,2,1,12,6,4
68,2,4,1,1,1,12,9,N
68,2,4,1,1,2,5,1,N
68,2,6,2,1,2,6,4,N
69,1,1,1,1,1,9,9,N
69,1,1,1,1,1,9,9,N
69,1,1,1,1,1,9,9,N
69,1,1,1,1,1,9,9,N
70,2,1,2,1,1,5,4,N
70,2,2,5,3,2,10,3,1
71,1,4,1,1,2,9,7,5
71,2,1,2,2,2,6,7,5
72,1,3,9,1,2,5,6,6
72,1,5,6,1,1,2,4,2
74,2,1,2,1,1,4,3,N
75,2,3,2,1,1,5,6,N
76,1,1,2,1,2,5,5,N
76,2,3,1,1,1,5,3,N
76,2,3,1,1,1,5,3,N
76,2,3,1,1,1,9,2,N
77,2,3,1,1,2,4,4,N
77,2,6,2,1,1,9,7,N
78,1,3,1,1,1,6,6,N
78,2,1,1,1,1,4,4,N
78,2,3,2,1,1,9,9,N
78,2,3,2,1,1,9,9,N
78,2,N,5,3,1,9,8,3
79,1,1,9,1,1,10,6,N
79,1,4,8,2,0,7,0,3
79,1,6,5,1,0,8,N,4
80,2,N,3,1,2,9,7,6
81,2,1,1,1,1,12,9,N
81,2,2,1,1,1,5,2,N
81,2,3,1,1,2,9,9,N
83,1,1,1,1,1,10,9,N
83,1,1,1,1,1,10,9,N
83,1,1,1,1,1,10,9,N
83,1,1,1,1,1,10,9,N
83,2,4,2,1,1,5,3,N
84,2,5,4,1,2,5,N,5
85,1,3,2,1,1,5,0,N
87,2,6,2,1,0,4,3,6
88,2,1,2,1,2,10,0,1
89,1,3,6,1,1,3,6,N
89,1,6,4,2,0,12,7,N
89,2,2,4,3,0,11,8,6
89,2,3,1,1,2,5,4,N
89,2,4,3,3,1,4,3,4
91,1,2,5,2,2,4,9,5
91,1,6,7,1,1,11,2,5
91,2,3,6,3,2,3,5,N
92,1,2,3,1,1,12,1,1
93,2,2,1,2,0,5,2,N
93,2,2,7,3,1,6,5,1
94,1,1,6,1,1,8,9,N
2,2,N,2,1,1,N,N,N
2,2,N,2,1,1,N,N,N
2,2,N,2,1,1,N,N,N
2,2,N,2,1,1,N,N,N
2,2,N,2,1,1,N,N,N
2,2,N,2,1,1,N,N,N
2,2,N,2,1,1,N,N,N
2,2,N,2,1,1,N,N,N
4,1,N,1,1,2,1,N,N
4,1,N,1,1,2,1,N,N
4,1,N,1,1,2,1,N,N
4,1,N,1,1,2,1,N,N
4,1,N,1,1,2,1,N,N
4,1,N,1,1,2,1,N,N
4,1,N,1,1,2,1,N,N
4,1,N,1,1,2,1,N,N
4,1,N,1,1,2,1,N,N
4,1,N,1,1,2,1,N,N
4,1,N,1,1,2,1,N,N
4,1,N,1,1,2,1,N,N
4,1,N,1,1,2,1,N,N
4,1,N,1,1,2,1,N,N
4,1,N,1,1,2,1,N,N
4,1,N,1,1,2,1,N,N
4,1,N,1,1,2,1,N,N
4,1,N,1,1,2,1,N,N
4,2,6,5,3,1,6,7,4
5,1,N,6,1,1,1,N,N
6,2,5,4,3,0,7,9,5
6,2,6,1,1,1,5,9,6
8,2,N,8,1,1,3,N,N
8,2,N,8,1,1,3,N,N
8,2,N,8,1,1,3,N,N
8,2,N,8,1,1,3,N,N
10,1,5,4,1,2,1,7,6
10,2,N,9,1,0,3,3,N
15,1,6,1,1,1,3,2,N
15,1,6,1,2,0,4,0,N
15,1,6,1,2,0,4,0,N
15,1,6,1,2,0,4,0,N
15,1,6,1,2,0,4,0,N
15,1,6,5,3,2,1,8,3
16,2,5,1,3,2,11,0,1
17,1,5,7,2,0,N,4,4
17,2,3,2,1,0,10,3,6
17,2,4,5,2,2,4,6,2
17,2,6,3,1,2,4,0,N
17,2,6,3,1,2,4,0,N
17,2,6,3,1,2,4,0,N
18,2,6,1,2,0,4,2,N
18,2,6,2,1,2,4,2,N
20,2,6,2,1,2,7,3,N
20,2,6,2,1,2,7,3,N
21,1,6,2,1,2,7,2,N
21,1,6,3,1,2,5,3,N
21,2,6,1,1,2,7,8,N
21,2,6,1,3,0,7,0,N
21,2,6,1,3,0,7,0,N
21,2,6,1,3,0,7,0,N
21,2,6,1,3,0,7,0,N
21,2,6,1,3,0,7,0,N
21,2,6,1,3,0,7,0,N
21,2,6,1,3,0,7,0,N
21,2,6,1,3,0,7,0,N
21,2,6,1,3,0,7,0,N
21,2,6,1,3,0,7,0,N
22,2,6,1,1,2,7,6,N
23,1,6,1,1,1,9,9,N
23,1,6,1,1,2,9,2,N
23,2,6,1,2,2,12,2,5
24,1,6,1,1,2,6,9,N
24,2,6,1,1,1,9,6,N
24,2,6,1,1,1,9,6,N
24,2,6,1,1,2,7,4,N
25,1,6,2,1,1,6,2,N
25,2,6,2,1,2,5,4,N
25,2,6,2,1,2,5,4,N
26,2,4,3,1,2,1,5,5
26,2,6,2,1,2,5,5,N
26,2,6,2,1,2,5,5,N
27,1,4,5,3,2,12,2,N
27,1,6,1,1,1,8,9,N
27,1,6,8,2,0,4,1,N
27,1,6,9,1,1,9,2,N
28,1,6,1,1,2,10,6,N
28,1,6,1,1,2,10,6,N
28,1,6,1,1,2,10,6,N
28,2,1,1,1,2,6,3,N
28,2,2,1,3,0,7,0,N
28,2,6,2,1,1,9,6,N
28,2,6,2,1,1,9,6,N
28,2,6,2,1,2,9,8,N
28,2,6,2,1,2,9,8,N
28,2,6,9,1,1,9,7,N
29,1,1,1,1,1,5,7,N
29,1,6,1,1,1,10,4,N
29,1,6,6,1,2,12,5,N
29,2,1,1,1,2,9,5,N
29,2,3,1,1,1,9,3,5
29,2,6,2,1,2,5,3,N
30,1,6,2,1,2,7,5,N
30,1,6,2,1,2,7,5,N
31,1,5,3,2,2,7,0,4
31,2,6,7,1,0,4,3,5
33,1,3,2,2,0,4,5,2
33,1,6,9,1,2,9,6,N
33,2,1,1,3,0,9,5,5
33,2,6,1,1,2,12,4,N
34,2,1,2,1,1,9,8,N
34,2,2,3,1,1,8,5,N
34,2,3,4,2,1,N,9,5
35,1,6,1,1,1,7,5,N
35,2,1,1,1,1,12,8,N
35,2,1,1,1,1,12,8,N
35,2,1,1,1,1,9,1,N
35,2,1,1,1,1,9,1,N
35,2,4,2,2,2,6,3,6
35,2,6,2,1,2,6,4,N
36,1,1,1,1,1,11,5,N
36,1,6,1,1,1,9,8,N
36,1,6,2,1,2,9,6,N
37,1,1,1,1,2,9,9,N
37,1,1,1,1,2,9,9,N
37,2,6,2,3,0,12,5,3
38,1,1,1,1,2,3,4,N
38,2,1,6,1,1,10,8,N
38,2,6,8,1,1,7,4,N
39,1,1,1,1,1,12,9,N
39,1,6,2,1,1,4,3,N
39,1,6,8,1,2,7,4,N
39,2,1,8,1,1,3,0,N
39,2,6,2,1,2,5,0,N
40,1,6,2,1,2,6,3,N
40,2,6,2,1,2,4,3,N
40,2,6,8,3,1,9,9,1
41,1,1,1,1,1,10,7,N
41,2,6,1,1,2,9,7,N
42,1,6,6,1,2,5,6,N
42,2,1,6,1,2,9,2,N
42,2,2,3,1,1,9,7,N
42,2,6,1,1,2,7,5,N
44,1,4,1,1,1,9,6,N
44,2,1,9,3,2,3,2,N
45,1,1,1,1,1,12,9,N
45,1,1,1,1,1,12,9,N
45,1,1,1,1,1,12,9,N
45,2,1,1,1,1,7,6,N
45,2,1,1,1,1,7,6,N
46,1,1,1,1,1,5,1,2
46,1,6,1,1,2,3,3,N
46,2,1,1,1,1,9,8,N
46,2,1,9,2,2,3,1,5
46,2,5,6,1,1,11,8,N
47,2,1,8,1,1,10,9,N
47,2,2,2,1,1,7,2,N
47,2,3,1,1,1,7,2,N
47,2,6,8,1,1,N,8,3
48,1,1,1,1,2,12,9,N
48,1,N,7,1,2,1,6,6
48,2,1,6,1,2,5,2,N
48,2,4,2,1,1,7,6,N
48,2,5,9,3,0,6,0,N
49,1,1,2,1,2,5,6,5
50,2,6,1,1,2,5,5,N
51,1,6,1,1,1,9,8,N
52,2,1,1,1,1,7,2,N
52,2,1,1,1,1,7,7,N
52,2,5,3,1,1,8,4,N
53,1,1,1,1,1,6,8,N
53,1,4,2,1,1,7,0,N
53,1,6,2,1,1,6,7,N
53,2,6,1,1,2,3,0,N
53,2,6,2,1,2,1,2,N
54,2,1,1,1,1,10,8,N
54,2,1,1,1,1,10,8,N
54,2,1,1,1,1,10,8,N
54,2,1,1,1,1,10,8,N
54,2,1,1,1,1,10,8,N
54,2,1,1,1,1,10,8,N
54,2,1,1,1,1,10,8,N
54,2,1,6,1,1,10,0,N
55,1,6,1,3,0,1,0,N
55,1,6,9,1,0,5,N,N
55,1,N,4,3,1,6,1,3
55,2,1,1,1,1,4,1,N
55,2,1,1,1,1,7,6,N
56,2,1,1,1,1,9,1,N
56,2,1,2,1,1,10,8,N
57,1,1,1,1,2,8,3,N
57,1,6,2,1,1,3,3,N
57,2,6,2,1,2,4,4,N
58,1,1,1,1,1,5,6,N
58,1,1,1,1,1,5,6,N
58,2,4,2,1,2,7,7,N
59,1,1,6,1,1,8,4,N
59,1,4,1,1,2,7,5,N
59,2,1,1,1,1,8,9,N
59,2,1,1,1,2,10,9,N
59,2,6,1,1,2,5,4,N
59,2,6,6,1,1,9,1,N
59,2,N,9,2,2,N,7,2
60,1,1,6,1,2,1,2,N
60,1,1,9,1,1,7,8,N
60,1,4,1,1,1,4,7,N
60,2,6,2,1,2,3,4,N
61,2,1,1,1,1,5,5,N
61,2,1,1,1,1,5,5,N
61,2,1,1,1,1,5,5,N
61,2,1,1,1,1,5,5,N
61,2,1,3,1,1,4,2,N
61,2,4,2,1,2,7,3,N
61,2,4,2,1,2,7,3,N
62,1,1,1,1,2,1,6,N
62,1,3,2,2,2,4,4,N
62,2,1,2,1,1,8,1,N
62,2,1,2,2,1,8,6,1
63,1,1,5,1,1,6,8,N
63,1,3,1,1,2,5,7,N
63,2,1,1,1,1,9,3,N
63,2,1,9,1,2,11,4,N
64,1,2,4,2,2,6,0,6
64,2,6,2,1,2,5,4,N
65,1,5,1,1,1,5,9,N
65,2,1,1,1,1,10,4,N
65,2,1,1,1,1,10,4,N
65,2,1,1,1,1,10,4,N
65,2,1,8,2,2,10,3,4
65,2,6,2,1,2,7,6,N
66,1,1,1,1,1,9,8,N
66,1,1,1,1,1,9,8,N
66,1,1,1,1,1,9,8,N
66,1,1,1,1,1,9,8,N
66,2,1,9,1,1,10,0,N
66,2,3,2,1,2,5,5,N
67,2,1,2,1,2,8,2,N
67,2,2,5,2,2,10,N,N
67,2,5,2,1,2,7,5,N
68,1,3,1,1,1,5,3,N
68,2,2,2,1,2,5,4,N
69,1,6,1,1,1,9,7,N
69,1,6,1,1,1,9,7,N
69,1,6,1,1,1,9,7,N
70,1,1,5,3,1,3,5,5
70,2,6,1,1,1,1,0,N
71,1,4,1,1,2,9,8,N
72,1,1,1,1,1,6,7,N
72,1,3,1,1,1,9,4,N
73,1,4,5,2,1,9,3,5
73,1,6,1,1,2,10,9,N
73,1,6,2,1,1,5,7,N
73,2,1,1,1,1,7,2,N
74,2,3,3,1,1,9,4,N
75,1,1,1,1,1,8,2,N
75,1,4,6,2,0,1,4,6
75,2,6,1,2,0,6,2,N
76,1,1,2,1,1,5,4,N
76,1,3,1,1,1,9,9,N
77,2,1,1,1,1,7,1,N
77,2,1,6,3,0,5,5,5
77,2,3,1,1,1,10,6,N
77,2,4,6,2,0,9,2,N
78,1,1,1,1,1,9,0,2
78,2,1,2,3,0,9,8,2
78,2,3,2,1,1,7,5,N
78,2,4,2,1,1,5,6,N
79,2,1,1,1,1,7,3,N
79,2,6,1,1,1,8,7,N
80,2,3,6,3,1,10,3,1
81,1,1,2,1,2,4,5,N
81,2,3,2,1,2,4,9,N
82,2,3,8,3,0,N,9,N
83,1,1,1,1,1,9,9,N
85,1,2,5,1,0,2,3,1
85,1,3,2,1,1,3,4,N
86,1,1,1,1,1,6,8,2
87,2,3,2,1,1,5,3,N
87,2,3,2,1,1,5,3,N
88,2,1,2,1,1,3,2,N
89,1,3,2,1,1,7,5,N
89,2,2,6,3,2,N,8,N
89,2,3,1,1,1,4,5,N
89,2,3,2,1,2,6,3,N
90,1,1,1,1,1,11,9,N
92,2,3,2,1,1,9,7,N
93,2,1,4,3,0,2,N,6
93,2,3,1,1,2,4,0,N
94,1,1,1,1,1,10,1,4
94,1,4,5,3,2,3,6,6
94,2,1,1,1,2,9,2,N
94,2,3,1,1,2,7,5,N
94,2,4,2,1,1,5,2,N
94,2,6,2,2,0,5,1,N
94,2,6,2,2,0,5,1,N
0,2,1,6,2,1,5,8,5
0,2,2,3,2,2,12,2,4
1,1,N,8,1,1,N,N,N
2,1,3,5,2,2,9,7,1
4,1,2,6,2,2,7,3,6
5,2,N,6,1,1,2,N,N
5,2,N,6,1,1,2,N,N
6,2,2,9,2,0,6,2,3
7,2,N,1,1,1,3,N,N
7,2,N,1,1,1,3,N,N
7,2,N,1,1,1,3,N,N
7,2,N,1,1,1,3,N,N
7,2,N,1,1,1,3,N,N
7,2,N,1,1,1,3,N,N
7,2,N,1,1,1,3,N,N
7,2,N,1,1,1,3,N,N
7,2,N,1,1,1,3,N,N
7,2,N,1,1,1,3,N,N
7,2,N,1,1,1,3,N,N
7,2,N,1,1,1,3,N,N
7,2,N,1,1,1,3,N,N
7,2,N,1,1,1,3,N,N
7,2,N,1,1,1,3,N,N
7,2,N,1,1,1,3,N,N
7,2,N,1,1,1,3,N,N
7,2,N,1,1,1,3,N,N
7,2,N,1,1,1,3,N,N
7,2,N,1,1,1,3,N,N
7,2,N,1,1,1,3,N,N
7,2,N,1,1,1,3,N,N
7,2,N,1,1,1,3,N,N
7,2,N,1,1,1,3,N,N
7,2,N,1,1,1,3,N,N
7,2,N,1,1,1,3,N,N
7,2,N,1,1,1,3,N,N
7,2,N,1,1,1,3,N,N
7,2,N,1,1,1,3,N,N
7,2,N,1,1,1,3,N,N
7,2,N,1,1,1,3,N,N
8,1,N,1,1,2,3,N,N
8,1,N,1,1,2,3,N,N
8,1,N,1,1,2,3,N,N
8,1,N,1,1,2,3,N,N
