PUMA,SEX,MSP,HISP,RAC1P,HOUSING_TYPE,OWN_RENT,INDP_CAT,DREM,DPHY,DEYE,DEAR,AGEP,NOC,NPF,EDU,PINCP_DECILE,DVET,POVPIP,DENSITY,PINCP
48-02515,2,1,1,1,1,1,11,2,2,2,2,91,0,3,7,2,N,59,2142.62405567,154.09842167999977
48-02101,1,1,0,1,1,1,4,2,2,2,2,64,0,4,5,9,N,501,385.8342453296,104113.866654
48-02101,2,1,0,1,1,1,N,2,2,2,2,57,1,2,4,3,N,501,436.64749102819997,10026.675728999999
48-02101,1,6,0,1,1,1,7,2,2,2,2,16,0,N,5,6,N,476,3132.885164782,42526.6962456
48-02101,1,5,0,6,1,1,8,2,1,2,2,83,3,13,7,4,N,189,2491.8047046300003,14819.540059800001
48-02510,2,1,0,1,1,1,10,2,2,2,2,52,0,2,9,9,N,501,3095.81980731,85396.334184
48-02515,2,3,0,1,1,1,6,2,2,2,2,71,5,6,4,8,N,246,2161.6453136399996,-0.11741100000017468
48-02101,2,4,0,1,1,1,11,2,2,2,2,74,0,2,9,8,N,501,374.56529012428996,23922.4164879
48-02515,2,1,0,1,1,1,N,2,2,2,2,72,0,2,9,0,N,501,2173.17358391,-2.4591231000003972
48-02516,2,1,2,1,1,2,15,2,2,2,2,38,0,N,7,7,N,381,3108.2464938900002,41364.12378
48-02102,1,N,0,1,1,1,N,N,N,2,2,4,3,6,3,N,N,204,434.9806234533,N
48-02102,1,N,0,1,1,1,N,N,N,2,2,1,3,6,N,N,N,359,463.53968893549995,N
48-02101,1,N,0,1,1,1,N,2,2,2,2,8,4,6,3,N,N,501,368.82703734094997,N
48-02510,2,1,0,1,1,1,6,2,2,2,2,71,0,2,8,3,N,97,3123.191107728,-8.581511190000128
48-02102,2,1,0,1,1,1,16,2,2,2,2,48,0,2,5,3,N,231,421.6066558925,19535.0974245
48-02510,2,1,0,1,1,1,6,2,2,2,2,52,0,2,7,8,N,501,3110.311400712,46298.1517971
48-02101,2,N,1,1,1,1,N,2,2,2,2,9,0,5,6,N,N,248,367.45224784354997,N
48-02507,2,1,0,1,1,1,11,2,2,2,2,30,1,3,9,7,N,501,423.8505779839,63986.259334200004
48-02101,1,1,0,1,1,2,1,2,2,2,2,46,1,2,9,9,N,501,449.8820674261,101011.42394699999
48-02507,1,1,0,1,1,1,7,2,2,2,2,61,0,4,10,6,N,501,1549.519971108,177315.727659
48-02102,2,1,0,1,1,1,8,2,2,2,2,47,2,4,5,0,N,307,416.03249043079995,30019.2970959
48-02516,2,N,0,1,1,1,N,2,2,2,2,5,2,4,3,N,N,103,1331.30858279,N
48-02101,2,4,0,1,1,2,11,2,2,2,2,46,1,N,9,0,N,452,2161.81770971,15925.411271699999
48-02510,2,4,4,6,1,1,5,2,2,2,2,32,0,5,8,7,N,450,3088.5579180600002,62880.412664999996
48-02102,1,1,0,1,1,1,3,2,2,2,2,30,0,2,7,9,N,501,442.9746258455,342623.53204799996
48-02515,1,N,0,1,1,1,N,2,2,2,2,10,0,2,6,N,N,206,2142.45064749,N
48-02516,2,1,0,1,1,1,1,2,2,2,2,74,0,2,5,3,N,501,1374.823779922,30249.070084800005
48-02507,2,6,0,1,1,1,14,2,2,2,2,46,0,3,7,0,N,112,3503.0639924380002,12595.6980849
48-02510,1,5,0,1,1,1,16,2,2,2,2,47,2,4,9,7,N,255,3090.620024711,47414.965668000004
48-02102,1,4,0,1,1,1,14,2,2,2,1,46,1,2,10,8,N,423,429.60155568889996,79543.08642
48-02507,2,6,0,1,1,1,6,2,2,2,2,64,0,4,11,7,N,172,2630.95127428,54289.0247235
48-02515,2,1,0,1,1,2,15,2,2,2,2,72,2,4,9,0,N,436,2146.172344645,-3.3914071799999874
48-02101,1,6,0,1,1,2,6,2,2,2,1,28,1,3,11,5,N,421,379.110636662,47867.329944
48-02101,2,1,0,1,1,1,7,2,2,2,2,90,0,4,5,6,N,501,391.25078477989996,64719.96419700001
48-02515,1,1,0,1,1,2,4,2,2,2,2,34,0,3,5,9,N,501,2170.44122428,54999.892180799994
48-02102,2,3,4,1,1,2,9,1,2,2,1,67,0,6,7,8,5,100,2344.46173083,83455.2469632
48-02102,1,5,4,1,1,2,12,2,2,2,2,44,2,5,5,4,N,75,739.3002557457999,88994.6714538
48-02102,2,2,0,1,1,2,14,2,2,2,2,47,2,N,10,4,N,294,429.5981752415,31224.586554
48-02507,2,1,2,4,1,2,9,2,2,2,2,57,0,2,5,7,N,273,1996.068064869,51357.022605000006
48-02516,1,6,0,1,1,2,8,2,2,2,2,18,2,4,5,0,N,428,1351.9029970699999,25741.705059
48-02515,2,1,0,1,1,1,4,2,2,2,2,64,0,4,5,6,N,274,2142.2151632299997,50035.6047072
48-02516,1,6,0,1,1,1,N,2,2,2,2,20,2,3,9,0,N,113,1363.479410039,-0.6497337000000698
48-02516,1,N,0,1,1,1,N,2,2,2,2,10,1,3,1,N,N,501,418.8298781283,N
48-02507,2,6,0,1,1,2,6,2,2,2,2,15,2,N,3,4,N,206,2138.027895475,16318.7012688
48-02101,1,2,4,2,1,2,0,1,1,2,1,33,9,10,4,3,6,150,559.4180230408999,15559.1478651
48-02101,1,1,1,1,1,2,6,2,2,2,2,19,0,2,10,5,N,380,393.57190724839995,496325.406738
48-02510,2,N,1,1,1,2,N,2,2,2,2,13,2,5,3,N,N,230,3139.6300007699997,N
48-02510,2,N,0,1,1,1,N,2,2,2,2,12,0,5,5,N,N,501,3115.81505247,N
48-02102,2,5,0,1,1,1,9,2,2,2,2,67,2,5,9,4,N,98,416.25346103339996,-1.2624549000001934
48-02101,2,1,0,1,1,1,7,2,2,2,2,31,0,4,5,8,N,501,410.32188241999995,21845.140978500003
48-02101,1,6,0,1,1,2,6,2,2,2,2,15,3,N,6,4,N,134,415.12196253779996,16440.157166999998
48-02515,1,1,0,1,1,1,3,1,2,1,2,66,0,2,11,2,1,199,2176.36105567,6237.5215056
48-02101,1,N,1,1,1,1,N,2,2,2,2,14,0,5,3,N,N,490,408.2793162394,N
48-02102,1,6,0,1,1,1,6,2,2,2,2,23,0,2,4,5,N,208,413.32183381289997,-4.590952800000196
48-02507,2,6,0,1,1,2,6,2,2,2,2,29,1,3,7,1,N,501,1777.5623887000002,-0.582029700000021
48-02507,2,6,0,1,1,2,13,2,2,2,2,65,1,2,4,5,N,501,1357.695909866,30355.6184085
48-02516,2,6,0,1,1,2,9,2,2,2,2,65,0,2,4,5,N,379,1366.1589037899998,84238.09138920001
48-02507,2,N,0,1,1,1,N,N,N,2,2,1,1,4,N,N,N,501,459.1037086428,N
48-02510,2,4,0,1,1,1,13,2,2,2,2,35,3,5,8,3,N,189,3105.1150255499997,15142.6176237
48-02102,1,1,1,1,1,1,3,2,2,2,2,68,0,2,5,0,N,35,463.81907515359995,34801.7392422
48-02515,2,1,1,6,1,1,11,2,2,2,2,60,0,4,7,9,5,501,2080.494131418,92967.486318
48-02516,1,6,2,1,1,1,14,2,2,2,1,19,0,3,10,8,1,143,2038.043606532,0.18023270999947272
48-02510,2,6,0,1,1,1,12,2,2,2,2,18,3,7,4,5,N,415,407.3863990604,81143.549739
48-02101,1,1,1,8,1,2,12,2,2,2,2,35,3,5,3,2,N,326,430.3206092384,8.779233119999844
48-02101,1,6,1,2,1,1,12,2,2,2,2,35,3,5,4,2,N,157,413.045369219,26023.387551
48-02515,1,1,0,1,1,2,14,2,1,2,2,64,0,3,7,9,N,417,2142.4010541,45637.947243
48-02102,2,4,0,1,1,1,6,2,2,2,2,55,0,N,10,6,N,501,368.85397633545,47049.507938999996
48-02102,1,3,0,5,1,1,3,2,2,2,2,79,0,11,5,6,N,501,462.10036730449997,20099.311247399997
48-02515,1,1,0,1,1,1,7,2,2,2,2,64,0,4,7,8,N,501,2146.521252699,67932.375126
48-02510,2,1,0,1,1,1,12,2,2,2,1,31,3,4,7,8,N,301,2246.1828135,207621.22287899998
48-02507,2,1,0,1,1,1,13,2,2,2,2,81,0,2,5,0,N,501,818.305380166,-3.699545009999383
48-02102,1,N,0,1,1,1,N,N,N,2,2,0,4,6,N,N,N,359,362.01120284856,N
48-02515,2,4,0,1,1,1,3,2,2,2,2,74,0,11,5,4,N,387,2132.658010922,12077.3638776
48-02515,1,1,1,1,1,2,3,2,2,2,2,68,0,2,11,8,N,11,2148.10092025,79620.565185
48-02101,2,1,3,8,1,1,0,2,2,2,2,33,0,2,4,5,N,23,443.65665978489994,36655.975771800004
48-02102,2,6,0,1,1,2,15,2,2,2,2,44,2,5,3,0,N,436,415.95019239299995,-3.6992064899995967
48-02101,2,1,0,1,1,1,7,2,1,2,2,89,0,4,5,4,N,448,391.53801485049996,11412.381113699998
48-02507,2,4,2,6,2,0,14,2,2,2,1,40,N,N,10,8,3,265,2503.7731078019997,97373.112543
48-02101,2,3,4,3,1,2,18,1,1,1,1,15,N,13,11,4,2,241,2433.0041499599997,15168.047246099999
48-02101,2,6,2,1,1,1,N,2,2,2,2,22,0,2,4,0,N,450,381.66133739128,-1.988580300000649
48-02507,1,1,0,1,1,1,16,2,2,2,2,50,2,4,5,4,N,196,1056.296096844,9.2316651000001
48-02516,1,2,0,1,1,2,11,1,2,2,2,49,2,7,4,8,N,428,1357.7181425489998,24390.4965549
48-02101,1,1,0,1,1,1,7,2,2,2,2,39,0,4,5,8,N,501,403.510179698,65286.909029999995
48-02515,2,N,1,1,1,1,N,2,2,2,2,12,0,6,3,N,N,122,2167.0128703399996,N
48-02507,1,1,4,1,1,2,12,2,2,1,2,15,3,13,6,0,N,301,2402.0256895019998,67273.225908
48-02515,1,1,0,1,1,1,0,2,2,2,2,70,0,2,6,4,N,501,1358.5537405649998,2810.3577201000007
48-02515,2,2,4,1,3,0,1,1,1,2,1,74,N,N,4,4,5,344,2177.564623145,18571.2006543
48-02101,2,4,0,2,1,2,4,2,2,2,2,40,0,N,9,6,N,334,2149.6285316099998,98446.04322
48-02507,1,1,0,1,1,1,3,2,2,2,2,50,0,3,5,9,N,501,3579.5474582879997,113580.578454
48-02101,2,6,2,3,2,0,9,1,1,1,2,40,N,N,3,4,3,378,788.679874619,2552.6187477000003
48-02102,2,1,4,2,1,2,11,2,2,2,2,44,0,5,5,0,6,183,486.73308361599993,-2.66705901000023
48-02516,2,N,0,1,1,2,N,2,2,2,2,11,1,2,1,N,N,176,1362.982430292,N
48-02102,1,N,0,1,1,1,N,N,N,2,2,0,1,2,N,N,N,208,412.7414865652,N
48-02510,2,1,0,1,1,1,10,2,2,2,2,86,0,2,9,9,N,501,3091.4110561499997,54779.50212
48-02507,1,N,0,1,1,1,N,N,N,2,2,0,1,3,N,N,N,454,376.90992154649996,N
48-02515,1,1,1,1,1,2,4,2,2,2,2,28,2,4,2,0,N,122,2127.10402356,181939.073022
48-02516,1,4,0,1,1,1,N,2,2,2,2,20,0,3,10,7,N,501,361.27770682672997,64722.058789500006
48-02101,2,1,1,1,1,1,N,2,2,2,2,17,0,4,6,2,N,35,457.107713017,10283.245961100001
48-02102,1,1,0,1,1,1,3,2,2,2,2,63,0,2,7,9,N,458,434.02410190819995,101208.222549
48-02510,2,5,0,1,1,2,9,2,2,2,2,65,2,6,4,5,N,494,3093.306164651,82860.7466022
48-02510,1,1,0,1,1,1,15,2,2,2,2,53,0,3,7,9,N,501,3113.42411128,123094.911555
48-02102,2,3,0,1,1,2,11,2,2,2,2,92,0,N,7,8,N,238,3645.152495962,17067.570134999998
48-02507,2,6,0,1,1,1,6,2,2,2,2,29,1,4,2,1,N,501,581.414253529,-4.082580389999748
48-02515,2,1,0,1,1,1,N,2,2,2,2,91,0,2,9,0,N,501,2129.930678105,-3.6408117900000434
48-02101,2,1,0,1,1,1,7,2,2,2,2,38,0,4,5,6,N,369,363.86532899144,64658.594752499994
48-02507,2,3,1,1,1,1,12,2,2,2,2,90,0,5,3,6,3,236,2192.81155424,33232.9960935
48-02102,2,2,0,1,1,1,10,2,2,2,2,55,0,2,7,5,N,498,435.3914625182,44479.2381369
48-02510,1,1,0,1,1,1,15,2,2,2,2,37,0,6,7,9,N,501,3121.18733235,113146.46886899999
48-02102,1,1,0,1,1,1,3,2,2,2,2,63,0,2,5,9,N,501,411.87747862149996,49992.431559000004
48-02516,1,6,0,1,1,1,9,2,2,2,2,49,0,3,5,7,N,378,1327.010758886,89032.199781
48-02515,1,1,1,2,1,1,4,2,1,2,2,23,0,2,5,0,6,94,1170.798901315,350.5943867999995
48-02516,2,1,0,1,1,2,15,2,2,2,2,38,1,4,7,9,N,501,1325.68057645,0.4320915899997999
48-02507,2,1,4,1,1,1,N,2,2,2,2,62,0,2,5,0,N,501,3097.7586727,20234.807262600003
48-02515,1,4,0,1,1,2,3,2,2,2,2,18,0,N,5,3,N,52,2129.884424678,17871.859803
48-02102,2,3,0,1,1,1,6,2,2,1,1,50,1,3,7,5,N,478,1664.866571686,43737.1616745
48-02102,1,3,4,8,1,2,12,1,2,2,1,33,2,8,4,5,2,181,452.44875814389997,36567.921642
48-02507,1,6,0,9,1,2,6,2,2,2,2,16,2,6,6,1,N,215,1325.2189530790001,50.46289332000015
48-02515,2,N,0,8,1,1,N,N,2,2,2,11,3,6,1,N,N,350,2146.244136981,N
48-02515,1,3,0,1,1,2,11,2,2,2,2,79,2,N,9,5,N,497,2161.154642712,16069.0029927
48-02102,1,N,0,2,1,1,N,2,2,2,2,12,4,5,5,N,N,157,457.6229512284,N
48-02101,1,6,0,1,1,1,14,2,2,2,2,16,1,5,6,4,N,211,379.153820022,12624.6525468
48-02515,2,6,0,1,1,1,15,2,2,2,2,56,0,3,9,0,N,501,2171.3978706519997,0.02730630000041856
48-02102,1,1,0,1,1,1,N,2,2,2,2,27,0,2,6,2,N,482,431.7133029617,10711.2114081
48-02102,1,N,0,1,1,1,N,N,N,2,2,0,1,6,N,N,N,501,435.59354377449995,N
48-02510,1,1,0,1,1,1,10,2,2,2,2,32,0,2,9,9,N,501,3109.52074038,70217.410515
48-02507,1,5,0,6,1,1,11,2,2,2,2,78,3,11,9,4,N,501,1298.9025074400001,-87.17206050000004
48-02515,2,6,2,5,2,0,11,1,1,2,2,87,N,N,4,5,4,475,2144.43944364,170.15899529999933
48-02507,1,6,0,1,1,2,2,2,2,2,2,17,0,3,5,2,N,408,433.5761960014,5372.0697366
48-02515,1,1,3,9,3,0,0,1,1,1,1,62,N,N,6,6,1,396,1413.0401763599998,45059.8160166
48-02510,2,1,3,5,1,1,17,2,2,2,1,70,3,5,7,5,2,23,2262.46935025,26179.7558631
48-02516,1,6,0,1,1,1,4,2,2,2,2,84,0,3,7,7,N,113,3095.30329384,38654.753571
48-02510,2,1,0,1,1,1,7,2,2,2,2,68,0,2,9,8,N,501,3112.29898233,21482.5759029
48-02101,1,1,0,1,1,1,18,2,2,2,2,28,0,2,5,2,N,501,377.5269577817,13883.787842399997
48-02507,2,1,0,1,1,1,9,2,1,2,2,62,2,4,3,0,N,166,2175.35501833,9196.6069167
48-02101,2,N,0,1,1,1,N,2,2,2,2,8,2,4,3,N,N,450,400.2428760749,N
48-02101,2,1,0,1,1,1,9,2,2,2,2,62,2,4,8,6,N,294,385.7761805789,49276.834131
48-02507,1,1,1,8,1,1,8,2,2,2,2,30,2,4,5,0,N,123,1102.3742263919999,9.048864299999877
48-02101,1,1,0,1,1,1,N,2,2,2,2,42,0,3,5,7,N,501,403.2637039234,64763.768685
48-02101,1,1,1,1,1,1,12,2,2,2,2,35,2,5,3,8,N,293,395.24617672109997,124973.32518300001
48-02101,2,1,0,1,1,1,0,2,2,2,2,40,0,4,5,6,N,319,403.45080426485,50693.244126000005
48-02516,1,3,1,9,1,1,13,2,2,2,1,70,4,6,6,1,6,69,1357.5012473759998,1039.2134633999995
48-02102,1,6,4,1,1,1,7,1,1,1,2,17,11,12,5,4,4,359,1554.5479986399996,11564.026225500002
48-02507,2,6,0,1,1,1,12,2,2,2,2,75,3,5,4,1,N,134,3339.8206355899997,-1.2968146800003524
48-02510,1,1,0,1,1,1,15,2,2,2,2,37,0,4,7,7,N,40,3114.2853156789997,163852.279479
48-02516,2,1,0,1,1,1,16,2,2,2,2,49,0,2,8,6,N,184,1326.349479949,45252.7343331
48-02507,1,1,1,1,1,1,N,2,2,2,2,20,0,2,5,1,N,501,1201.516743448,-8.797063800000615
48-02507,1,6,0,1,1,1,12,2,2,2,2,15,3,4,6,1,N,155,1649.3344954670001,2640.7498908
48-02510,1,1,0,1,1,1,4,2,2,2,2,34,1,3,9,9,N,501,3112.2777280200003,108768.482802
48-02101,1,4,0,1,1,1,4,2,2,2,2,20,0,N,9,7,N,289,381.51878608359,63124.73101199999
48-02515,2,2,0,1,1,2,12,2,2,2,2,58,3,7,4,3,N,52,421.29505083939995,15425.8759263
48-02510,1,1,0,1,1,1,4,2,2,2,2,34,0,3,7,9,N,501,3108.070285539,111469.525419
48-02101,2,1,0,1,1,1,10,1,1,2,2,92,2,4,3,3,N,436,402.4583140172,10593.159328500002
48-02101,2,1,0,1,1,2,0,2,2,2,2,26,1,2,9,5,N,500,426.62791915599996,26443.1083434
48-02102,1,6,1,1,1,1,2,2,2,2,2,16,2,4,4,0,N,397,416.6078648447,-5.455617510000593
48-02515,1,1,0,1,1,1,4,2,2,2,2,60,0,3,5,9,N,501,2085.5886208399997,-4.138182300000153
48-02102,2,6,0,4,1,2,4,1,2,2,1,66,1,2,5,6,1,188,2966.83144836,-1175.6557003800008
48-02102,1,1,0,1,1,1,11,2,2,2,2,60,0,3,9,7,N,193,440.30946357209996,63637.47033
48-02101,2,N,0,1,1,2,N,2,2,2,2,14,1,4,5,N,N,445,395.1940935405,N
48-02507,1,1,0,1,1,1,3,2,2,2,2,50,0,3,5,9,N,501,3620.3586348699996,134653.71927
48-02102,1,1,1,1,1,1,11,2,2,2,2,44,2,5,9,0,N,58,443.2082208335,910.0773927
48-02102,2,5,0,1,1,1,9,2,2,2,2,67,2,5,9,8,N,63,439.2274538818,83589.449832
48-02510,1,2,0,8,1,2,4,2,2,2,2,34,3,7,10,5,N,42,2175.8573622599997,255897.58546800003
48-02102,1,N,0,1,1,1,N,N,N,2,2,4,0,3,2,N,N,397,423.3180900444,N
48-02515,2,6,1,6,1,1,9,2,2,2,2,60,0,2,4,0,5,279,2094.7569879599996,-0.5295590999994602
48-02515,1,3,0,9,1,2,4,2,1,2,2,23,0,2,6,0,N,201,1327.3029887799999,698.2586583000002
48-02102,2,N,0,1,1,2,N,2,2,2,2,14,2,5,3,N,N,133,411.11888530799996,N
48-02515,1,5,1,3,1,1,7,1,1,1,1,77,9,10,4,3,1,200,1382.3815089249997,182.88988619999964
48-02516,1,N,0,1,1,1,N,2,2,2,2,5,0,2,2,N,N,110,1363.752578528,N
48-02515,1,2,4,8,1,1,0,1,2,2,1,33,9,10,4,5,4,116,2144.18034348,76153.0845138
48-02101,1,N,0,1,1,1,N,2,1,2,2,7,0,3,7,N,N,248,377.56971942919995,N
48-02510,2,N,0,1,1,1,N,2,2,2,2,8,2,5,3,N,N,24,3103.45988833,N
48-02101,2,1,0,1,1,1,7,2,2,2,2,31,0,4,5,8,N,501,379.6502228663,20073.5363346
48-02102,1,1,0,1,1,1,14,2,2,2,2,63,0,2,7,8,N,501,454.476935494,79428.979791
48-02516,1,1,0,1,1,1,16,2,2,2,2,49,2,4,5,4,N,252,1339.312416144,3.350726399999985
48-02510,2,1,0,2,1,1,5,2,2,2,2,51,0,2,4,3,1,97,3110.188935402,-3.351969599999393
48-02515,2,1,1,1,1,1,12,2,2,2,2,70,2,4,8,0,N,59,2174.28285647,2013.4071656999986
48-02510,1,1,0,1,1,1,14,2,2,2,2,76,0,3,7,9,N,501,3091.69782065,139987.804299
48-02101,1,1,0,1,1,1,7,2,2,2,2,37,0,2,5,8,N,501,407.3104908104,20495.034356999997
48-02102,2,N,1,1,1,1,N,2,2,2,2,10,2,5,3,N,N,122,463.87440045989996,N
48-02516,1,1,0,6,1,1,14,2,2,2,2,76,0,4,2,9,N,501,1369.9944633199998,34756.9005756
48-02101,1,1,1,1,1,1,6,2,2,2,2,19,0,2,4,3,N,258,415.1824327366,10652.416408199999
48-02101,1,1,0,1,1,2,0,2,2,2,2,25,1,2,9,5,N,500,456.00210429519996,39263.5530168
48-02102,2,N,0,1,1,1,N,2,2,2,2,8,2,5,3,N,N,483,458.01809584089995,N
48-02507,2,2,0,7,2,0,9,1,1,1,2,65,N,N,3,4,3,56,2161.6345177999997,9213.3543474
48-02507,2,N,0,6,1,1,N,2,2,2,2,9,0,3,6,N,N,501,1684.452148455,N
48-02510,2,6,2,1,1,1,10,2,2,2,2,71,3,5,10,0,N,329,3108.7771768999996,-2.4770646599999964
48-02101,1,6,0,1,1,1,5,2,2,2,2,15,3,5,3,0,N,187,379.96933440189997,-1.164284100000259
48-02507,2,6,0,1,1,1,14,2,2,2,2,58,0,3,7,4,N,373,3130.44240356,13668.4637334
48-02516,2,N,0,1,1,1,N,2,2,2,2,5,2,4,3,N,N,103,1333.829546378,N
48-02102,1,N,0,1,1,1,N,2,2,2,2,10,2,5,3,N,N,492,459.03298914339996,N
48-02102,1,6,1,1,1,2,9,2,2,2,2,17,2,8,3,2,N,403,463.75166188019995,6406.8966024
48-02102,2,2,1,1,2,0,1,1,1,1,1,73,N,N,12,3,4,359,2027.7109080679998,32131.219280999998
48-02101,2,6,1,1,1,1,10,2,2,2,2,18,0,4,5,4,N,13,376.43305377468,48344.9435805
48-02507,2,1,0,1,1,1,7,2,2,2,2,64,0,4,5,2,N,501,2137.05643856,22078.0410459
48-02515,2,1,0,1,1,1,3,2,2,2,2,68,0,3,7,9,N,501,2153.615030478,43852.4184252
48-02101,1,N,0,1,1,1,N,2,2,2,2,9,0,2,6,N,N,501,364.12047584977995,N
48-02102,1,1,0,1,1,1,N,2,2,2,2,63,0,2,5,0,N,501,457.5757396706,2.6736863999994966
48-02515,1,1,1,1,1,2,3,2,2,2,2,20,0,2,5,2,N,70,2128.5009377819997,8531.774794199999
48-02101,2,N,0,1,1,1,N,N,N,2,2,2,2,4,N,N,N,250,409.0666129925,N
48-02102,1,6,0,1,1,1,12,2,2,2,2,44,2,5,5,4,N,157,456.8457587068,89.07016838999971
48-02510,1,1,0,1,1,1,10,2,2,2,2,59,1,2,9,9,N,501,3137.260448838,72805.133562
48-02102,2,6,1,8,1,2,9,2,2,2,2,21,4,6,11,5,N,403,463.373078761,35277.375921900006
48-02516,2,1,0,1,1,1,1,2,2,2,2,40,1,3,10,1,N,501,1934.6251608849998,5569.240710600001
48-02515,1,N,0,1,1,2,N,2,2,2,2,9,2,N,6,N,N,206,2162.94182655,N
48-02102,1,4,0,1,1,1,8,2,2,2,2,55,0,2,7,6,N,190,454.435607669,78391.3279758
48-02102,2,1,0,1,1,1,N,2,2,2,2,47,0,2,7,3,N,310,413.3190066523,32084.630465999995
48-02101,1,6,0,1,1,1,2,2,2,2,2,16,2,4,4,0,N,1,392.01595006099996,-3.617707800000062
48-02507,1,1,0,1,1,1,7,2,2,2,2,30,0,3,10,1,N,501,1557.92237338,5380.878027000001
48-02102,2,1,0,1,1,1,9,2,2,2,2,61,2,4,3,0,N,495,440.346968995,9167.232689999999
48-02510,2,6,0,1,1,1,10,2,2,2,2,71,2,4,1,2,N,501,3098.21817064,8543.881962000001
48-02515,2,N,0,2,1,2,N,2,2,2,2,12,0,2,7,N,N,448,2125.36623069,N
48-02507,1,N,0,1,1,1,N,N,N,2,2,4,1,4,3,N,N,204,622.8689127805001,N
48-02507,1,1,4,1,1,2,8,2,2,2,2,47,0,4,5,0,N,467,2406.417470951,14377.222211100001
48-02510,1,1,0,1,1,1,5,2,2,2,2,38,3,5,9,9,N,501,3129.2626206699997,0.9814249199998812
48-02510,2,6,0,1,1,1,14,2,2,2,2,57,0,2,4,3,N,167,3137.099557085,27249.001749899995
48-02515,2,1,0,1,1,2,11,2,2,2,2,72,0,3,7,9,N,275,3232.030077165,54285.98566020001
48-02510,2,N,0,1,1,1,N,N,N,2,2,4,0,7,3,N,N,165,3111.742153145,N
48-02102,2,3,1,1,1,1,6,2,2,1,2,22,2,5,8,5,N,478,1007.4935358609999,41019.552735000005
48-02516,1,3,0,1,1,1,3,2,2,2,2,79,0,10,5,3,N,487,1339.0559474699999,16797.634287
48-02102,2,1,0,1,1,1,N,2,2,2,2,56,0,2,5,0,N,501,443.1255044569,-1.6466750999998112
48-02510,1,6,1,9,1,1,18,1,1,2,2,16,0,5,3,4,1,158,3111.10064409,7.078677900000002
48-02510,1,1,0,1,1,1,3,2,2,2,2,66,0,2,7,9,N,501,3095.35052564,70781.841837
48-02102,2,6,0,9,1,1,18,2,2,2,2,53,0,5,3,2,N,418,3401.796381752,8971.6417581
48-02102,2,1,0,1,1,1,10,2,1,2,2,23,0,2,5,3,N,97,464.45202175799994,30487.607356499997
48-02510,1,1,0,1,1,1,14,2,2,2,2,51,2,7,10,8,N,501,3094.8141073399997,103949.32054500001
48-02515,2,1,0,1,1,2,11,2,2,2,2,67,2,4,7,4,N,435,2161.67061639,17758.661253899998
48-02516,2,N,0,1,1,1,N,2,2,2,2,10,1,3,1,N,N,501,415.41717140889995,N
48-02510,2,N,0,1,1,1,N,N,N,2,2,4,0,7,3,N,N,349,3139.92351267,N
48-02102,1,1,1,1,1,1,15,2,2,2,2,30,0,2,7,3,N,9,439.82269601499996,2.7718572000003405
48-02510,1,N,0,1,1,1,N,N,N,2,2,4,2,4,3,N,N,249,3105.91391771,N
48-02101,1,N,0,1,1,1,N,2,2,2,2,8,4,6,3,N,N,501,385.58858599039996,N
48-02101,1,1,0,1,1,2,8,2,2,2,2,46,1,2,9,2,N,38,423.59638318369997,26185.792520999996
48-02101,1,N,0,1,1,1,N,2,2,2,2,8,0,3,5,N,N,239,371.25234337652,N
48-02101,1,1,1,1,1,2,6,2,2,2,2,26,0,2,10,5,N,380,407.63186272499996,47864.003985
48-02510,1,3,0,8,1,1,16,2,2,2,2,58,3,5,7,7,N,393,3114.41901541,23808.328477500003
48-02101,1,1,2,1,1,2,6,2,2,2,2,25,2,6,10,5,N,380,403.8337478913,129763.23084899999
48-02101,1,4,0,1,1,1,5,2,2,2,2,54,0,4,9,7,N,255,360.095386104642,47058.377163000005
48-02510,1,6,0,1,1,1,2,2,2,2,2,18,3,4,7,1,N,376,463.72409875119996,2187.7398878999993
48-02516,1,1,0,1,1,1,9,2,2,2,2,49,0,2,7,7,N,501,1373.953095426,82125.884001
48-02516,1,N,0,1,1,1,N,2,2,2,2,5,0,2,2,N,N,193,1322.024565234,N
48-02101,1,4,0,1,1,2,4,2,2,2,2,46,1,N,9,7,N,334,400.25405314299996,131046.814059
48-02516,2,N,0,1,1,1,N,2,2,2,2,10,1,3,1,N,N,501,426.3986627462,N
48-02101,1,6,1,1,1,2,4,2,2,2,2,19,2,4,4,2,N,320,443.5531681637,27794.2220619
48-02510,2,6,0,1,1,1,7,2,2,2,2,29,0,3,7,1,N,351,3092.8078691610003,4335.950570700001
48-02510,2,N,0,1,1,1,N,N,N,2,2,4,0,4,3,N,N,164,3107.4247617809997,N
48-02515,2,1,0,1,1,1,10,2,2,2,2,92,0,4,7,9,N,501,2142.36664236,157525.873848
48-02101,1,1,0,1,1,1,6,2,2,2,2,38,4,6,3,8,N,501,358.682920373911,123466.081809
48-02510,2,1,0,9,1,1,12,2,2,2,2,58,3,5,7,4,N,325,3122.716529349,484168.84887000005
48-02102,1,1,1,6,1,1,11,2,2,2,2,60,0,3,7,9,5,501,3314.453312972,34457.3298405
48-02516,1,N,0,1,1,1,N,2,2,2,2,5,0,2,2,N,N,110,1340.947075005,N
48-02516,2,N,1,9,1,2,N,2,2,2,2,13,2,5,3,N,N,448,1332.5561770499999,N
48-02510,2,1,0,4,1,1,15,2,2,2,2,57,0,2,8,3,N,134,3123.48684627,367801.58330999996
